,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-03-26,,,,217.9,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,117.81,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,,,,212.96,,,,,,,,,,,,,,,,,,,,,,
2015-03-29,,,,202.01,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,57.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,78.64,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,167.6,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,112.78,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,76.05,,,,,,,,,,,,,,,,,,,,,,
2015-04-04,,,,86.11,,,,,,,,,,,,,,,,,,,,,,
2015-04-05,,,,145.1,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,,,,195.47,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,95.81,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,120.2,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,148.17,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,203.67,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,,,,234.65,,,,,,,,,,,,,,,,,,,,,,
2015-04-12,,,,91.73,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,116.62,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,132.68,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,161.43,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,164.56,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,180.67,,,,,,,,,,,,,,,,,,,,,,
2015-04-18,,,,268.65,,,,,,,,,,,,,,,,,,,,,,
2015-04-19,,,,308.82,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,336.63,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,327.81,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,279.41,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,273.68,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,313.53,,,,,,,,,,,,,,,,,,,,,,
2015-04-25,,,,318.88,,,,,,,,,,,,,,,,,,,,,,
2015-04-26,,,,160.3,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,174.5,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,141.25,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,131.56,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,171.42,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,192.81,,,,,,,,,,,,,,,,,,,,,,
2015-05-02,,,,206.1,,,,,,,,,,,,,,,,,,,,,,
2015-05-03,,,,334.02,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,326.71,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,366.85,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,346.98,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,343.12,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,305.38,,,,,,,,,,,,,,,,,,,,,,
2015-05-09,,,,285.38,,,,,,,,,,,,,,,,,,,,,,
2015-05-10,,,,283.47,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,336.82,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,293.26,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,174.52,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,196.08,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,240.34,,,,,,,,,,,,,,,,,,,,,,
2015-05-16,,,,186.28,,,,,,,,,,,,,,,,,,,,,,
2015-05-17,,,,188.39,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,172.35,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,240.31,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,176.25,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,335.13,,,,,,,,,,,,,,,,,,,,,,
