,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2017-07-05,,Satisfactory,Satisfactory,Poor,Satisfactory,,Satisfactory,,Very Poor,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-06,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Severe,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-07-07,,,Moderate,Satisfactory,Satisfactory,,Satisfactory,,Severe,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-07-08,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Very Poor,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-09,,Moderate,Moderate,Moderate,Satisfactory,,Satisfactory,,Severe,,,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-10,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,,,,,Satisfactory,Good,,,,,,,,,,,,
2017-07-11,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Very Poor,,Satisfactory,,Moderate,Good,,,,,,,,,,,,
2017-07-12,,Satisfactory,Satisfactory,Good,Good,,Satisfactory,,Severe,,Satisfactory,,Moderate,Good,,,,,,,,,,,,
2017-07-13,,Satisfactory,Satisfactory,Good,Satisfactory,,Satisfactory,,Poor,,Satisfactory,,Satisfactory,Good,,,,,,,,,,,,
2017-07-14,,Satisfactory,Satisfactory,Good,Satisfactory,,Satisfactory,,Severe,,Satisfactory,,Satisfactory,Good,,,,,,,,,,,,
2017-07-15,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-16,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-17,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,,,Satisfactory,,Satisfactory,Good,,,,,,,,,,,,
2017-07-18,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Good,,Moderate,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-19,,Satisfactory,Satisfactory,Moderate,Satisfactory,,Good,,Moderate,,Satisfactory,,,Good,,,,,,,,,,,,
2017-07-20,,Satisfactory,Satisfactory,Moderate,Satisfactory,,Good,,Satisfactory,,Moderate,Good,Satisfactory,Good,,,,,,,,,,,,
2017-07-21,,Moderate,Moderate,Satisfactory,Satisfactory,,Good,,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,Good,,,,,,,,,,,,
2017-07-22,,Moderate,Moderate,Good,Moderate,,Satisfactory,,Poor,,Satisfactory,,Satisfactory,,,,,,,,,,,,,
2017-07-23,,Moderate,Satisfactory,Good,Satisfactory,,Satisfactory,,Severe,,Moderate,,,,,,,,,,,,,,,
2017-07-24,,Moderate,Moderate,Good,Satisfactory,,Satisfactory,,,,Moderate,Good,,,,,,,,,,,,,,
2017-07-25,,Moderate,Poor,Good,Satisfactory,,Satisfactory,,,,Moderate,Good,,Satisfactory,,,,,,,,,,,,
2017-07-26,,Satisfactory,Poor,Good,Satisfactory,,Satisfactory,,,,Moderate,Good,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-27,,Satisfactory,Moderate,Good,Moderate,,Satisfactory,,Moderate,,,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-07-28,,Moderate,Satisfactory,Good,Satisfactory,,Satisfactory,,Very Poor,,,,Satisfactory,Good,,,,,,,,,,,,
2017-07-29,,Moderate,Satisfactory,Good,Satisfactory,,Satisfactory,,Poor,,,,Satisfactory,Good,,,,,,,,,,,,
2017-07-30,,Satisfactory,Satisfactory,Good,Satisfactory,,Satisfactory,,Severe,,Moderate,,,Good,,,,,,,,,,,,
2017-07-31,,Satisfactory,Satisfactory,Good,Satisfactory,,Satisfactory,,,,Satisfactory,,,Satisfactory,,,,,,,,,,,,
2017-08-01,,Moderate,Satisfactory,Good,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-02,,Moderate,Moderate,Good,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,
2017-08-03,,Moderate,Moderate,Good,Satisfactory,,Satisfactory,,Satisfactory,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-04,,Satisfactory,Satisfactory,Good,Moderate,,Good,,Satisfactory,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-05,,Moderate,Moderate,Satisfactory,Moderate,,Satisfactory,,Satisfactory,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-06,,Moderate,Poor,Satisfactory,Moderate,,Satisfactory,,Satisfactory,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-07,,Moderate,Satisfactory,Moderate,Moderate,,Satisfactory,,,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-08,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-09,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-10,,Good,Good,Satisfactory,Moderate,,Satisfactory,,Satisfactory,,,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-11,,Satisfactory,Satisfactory,Satisfactory,Moderate,,Satisfactory,,Satisfactory,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-12,,Good,Satisfactory,Good,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-13,,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Poor,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-14,,Satisfactory,Satisfactory,,Moderate,,Satisfactory,,Satisfactory,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-15,,Satisfactory,Satisfactory,Satisfactory,Moderate,,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-16,,Satisfactory,Moderate,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-17,,Satisfactory,Satisfactory,Satisfactory,Moderate,,Satisfactory,,Moderate,,Moderate,Satisfactory,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-18,,Satisfactory,Satisfactory,Satisfactory,Moderate,,Satisfactory,,Moderate,,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,
2017-08-19,,Satisfactory,,Satisfactory,Satisfactory,,Satisfactory,,Moderate,,Moderate,,,Satisfactory,,,,,,,,,,,,
2017-08-20,,Satisfactory,,Satisfactory,Moderate,,Satisfactory,,Satisfactory,,Satisfactory,,,Satisfactory,,,,,,,,,,,,
2017-08-21,,Good,,Good,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,,Satisfactory,,,,,,,,,,,,
2017-08-22,,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-23,,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-24,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-25,,Moderate,Satisfactory,Moderate,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-26,,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Poor,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-08-27,,Good,Satisfactory,,Satisfactory,,Satisfactory,,Poor,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-28,,Good,Moderate,,Good,,Satisfactory,,,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-29,,Satisfactory,Moderate,,Good,,Satisfactory,,,,Satisfactory,,,Satisfactory,,,,,,,,,,,,
2017-08-30,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Severe,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-08-31,,Satisfactory,Satisfactory,Satisfactory,Moderate,,Satisfactory,,Poor,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-01,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-02,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Poor,Satisfactory,,,,,,,,,,,,
2017-09-03,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-09-04,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-09-05,,Satisfactory,Moderate,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-06,,Moderate,Moderate,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-07,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-08,,Satisfactory,Satisfactory,Moderate,Satisfactory,,Satisfactory,,Satisfactory,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-09,,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-10,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-11,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Satisfactory,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-12,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Poor,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-13,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-09-14,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-15,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-16,,Good,Satisfactory,Moderate,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-17,,Good,Satisfactory,Moderate,Satisfactory,,Good,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-18,,Good,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-19,,Good,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-20,,Satisfactory,Satisfactory,Moderate,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-21,,Satisfactory,Satisfactory,Moderate,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-22,,Satisfactory,Satisfactory,Satisfactory,Moderate,,Satisfactory,,Moderate,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-09-23,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,,Poor,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-09-24,,Satisfactory,Moderate,Satisfactory,Satisfactory,,Satisfactory,,Poor,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-25,,Satisfactory,Moderate,Moderate,Satisfactory,,Satisfactory,,Moderate,,Moderate,,Satisfactory,Satisfactory,,,,,,,,,,,,
2017-09-26,,Satisfactory,Moderate,Moderate,Satisfactory,,Satisfactory,,Poor,,Poor,,,Satisfactory,,,,,,,,,,,,
2017-09-27,,Satisfactory,Moderate,Moderate,Moderate,,Moderate,,Poor,,Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-28,,Satisfactory,Moderate,Moderate,Moderate,,Satisfactory,,Moderate,,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-29,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-09-30,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Poor,,Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-10-01,,Satisfactory,Satisfactory,Moderate,Moderate,,Moderate,,Poor,,Poor,,Poor,Good,,,,,,,,,,,,
2017-10-02,,Satisfactory,Satisfactory,Moderate,Moderate,,,Satisfactory,Poor,,,,Moderate,,,,,,,,,,,,,
2017-10-03,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,Satisfactory,Moderate,,,,Moderate,,,,,,,,,,,,,
2017-10-04,,Moderate,Satisfactory,Moderate,Satisfactory,,Moderate,Satisfactory,Poor,,,,Moderate,,,,,,,,,,,,,
2017-10-05,,Moderate,Satisfactory,Moderate,Satisfactory,,Moderate,Satisfactory,Moderate,,,,Moderate,,,,,,,,,,,,,
2017-10-06,,Satisfactory,Satisfactory,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2017-10-07,,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,,Moderate,,,,Moderate,,,,,,,,,,,,,
2017-10-08,,Moderate,Satisfactory,Poor,Moderate,,Satisfactory,,,,,,Moderate,,,,,,,,,,,,,
2017-10-09,,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,Moderate,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-10,,Moderate,Satisfactory,Poor,Poor,,Moderate,Satisfactory,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-11,Moderate,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-12,,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-13,,Satisfactory,Moderate,Poor,Poor,,Moderate,,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-14,,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-15,,Satisfactory,Satisfactory,Very Poor,Very Poor,,Satisfactory,,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-16,,Satisfactory,Satisfactory,Very Poor,Very Poor,,,Very Poor,Moderate,,,,Poor,,,,,,,,,,,,,
2017-10-17,,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,,Poor,,,,Poor,,,,,,,,,,,,,
2017-10-18,,Satisfactory,Poor,Very Poor,Very Poor,,Moderate,,Poor,,,,Poor,,,,,,,,,,,,,
2017-10-19,,Satisfactory,Severe,Very Poor,Very Poor,,Moderate,,Poor,,,,Poor,,,,,,,,,,,,,
2017-10-20,,Moderate,Poor,Severe,Very Poor,,Poor,,Severe,,Severe,,Poor,,,,,,,,,,,,,
2017-10-21,Very Poor,Moderate,Satisfactory,Severe,Poor,,Moderate,,Very Poor,,Very Poor,,Poor,,,,,,,,,,,,,
2017-10-22,Moderate,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,,Very Poor,,Very Poor,,Poor,,,,,,,,,,,,,
2017-10-23,Satisfactory,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,,Poor,,Very Poor,,Moderate,,,,,,,,,,,,,
2017-10-24,Moderate,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,,Very Poor,,Poor,,Moderate,,,,,,,,,,,,,
2017-10-25,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,,Very Poor,Very Poor,,Poor,,Poor,,,,,,,,,,,,,
2017-10-26,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,,Very Poor,Very Poor,,Very Poor,,Poor,,,,,,,,,,,,,
2017-10-27,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,,Very Poor,Very Poor,,Very Poor,,Poor,,,,,,,,,,,,,
2017-10-28,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,,Very Poor,Very Poor,,Very Poor,,Poor,,,,,,,,,,,,,
2017-10-29,Severe,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,,Very Poor,,Moderate,,,,,,,,,,,,,
2017-10-30,,Moderate,Satisfactory,Very Poor,Very Poor,,Moderate,Poor,Very Poor,,Very Poor,,Moderate,,,,,,,,,,,,,
2017-10-31,,Moderate,Satisfactory,Very Poor,Poor,,Moderate,Satisfactory,Very Poor,Moderate,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-01,,Moderate,Satisfactory,Very Poor,Very Poor,,Moderate,Satisfactory,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-02,,Moderate,Satisfactory,Very Poor,Very Poor,,Moderate,,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-03,Severe,Moderate,Satisfactory,Very Poor,Very Poor,,Moderate,,Very Poor,Moderate,Very Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-11-04,Severe,Moderate,Satisfactory,Very Poor,Very Poor,,Moderate,Poor,Very Poor,Satisfactory,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-05,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Satisfactory,Poor,Very Poor,Satisfactory,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-06,Severe,Good,Satisfactory,Very Poor,Very Poor,,Satisfactory,Poor,Very Poor,Satisfactory,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-07,Severe,Satisfactory,Satisfactory,Severe,Very Poor,,Satisfactory,Poor,Very Poor,Satisfactory,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-08,Severe,Satisfactory,Satisfactory,Severe,Severe,,Moderate,Very Poor,Severe,Satisfactory,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-09,Severe,Satisfactory,Satisfactory,Severe,Severe,,Satisfactory,Severe,Severe,Satisfactory,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-10,Severe,Satisfactory,Moderate,Severe,Severe,,Satisfactory,Severe,Severe,Satisfactory,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-11,Severe,Satisfactory,Moderate,Severe,Severe,,Moderate,Severe,Severe,Moderate,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-12,Severe,Satisfactory,Moderate,Severe,Very Poor,,Moderate,Very Poor,Severe,Moderate,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-13,Severe,Satisfactory,Moderate,Severe,Severe,,Moderate,Very Poor,Severe,Moderate,Very Poor,,Very Poor,Moderate,,,,,,,,,,,,
2017-11-14,Severe,Satisfactory,Satisfactory,Severe,Severe,,Moderate,Very Poor,Very Poor,Satisfactory,Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-11-15,Severe,Satisfactory,Satisfactory,Very Poor,Severe,,Moderate,Very Poor,Very Poor,Satisfactory,Moderate,,Moderate,Satisfactory,,,,,,,,,,,,
2017-11-16,Moderate,Satisfactory,Satisfactory,Very Poor,Very Poor,,Satisfactory,Poor,Very Poor,Satisfactory,Moderate,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-17,Poor,Satisfactory,Moderate,Very Poor,Very Poor,,Satisfactory,Poor,Very Poor,Satisfactory,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-18,Very Poor,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Satisfactory,Moderate,,Poor,Moderate,,,,,,,,,,,,
2017-11-19,Very Poor,Satisfactory,Satisfactory,Poor,Very Poor,,Moderate,Very Poor,Very Poor,Satisfactory,Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-20,Very Poor,Satisfactory,Satisfactory,Very Poor,Very Poor,,Satisfactory,Very Poor,Very Poor,Satisfactory,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-21,Very Poor,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Satisfactory,Very Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-11-22,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Satisfactory,Very Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-11-23,Severe,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Moderate,Poor,,Moderate,Satisfactory,,,,,,,,,,,,
2017-11-24,Severe,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,,,,,,,,,,,,
2017-11-25,Severe,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Moderate,Moderate,,,,,,,,,,,
2017-11-26,Severe,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Very Poor,Poor,Moderate,,,,,,,,,,,
2017-11-27,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Very Poor,Moderate,Moderate,,,,,,,,,,,
2017-11-28,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,Moderate,,,,,,,,,,,
2017-11-29,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,Moderate,,,,,,,,,,,
2017-11-30,Severe,Satisfactory,Satisfactory,Very Poor,Severe,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,Moderate,,,,,,,,,,,
2017-12-01,Severe,Satisfactory,Satisfactory,Very Poor,Severe,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,Moderate,,,,,,,,,,,
2017-12-02,Very Poor,Good,Satisfactory,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Poor,,Very Poor,Satisfactory,Moderate,,,,,,,,,,,
2017-12-03,Poor,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Severe,Very Poor,Moderate,Very Poor,,Poor,Satisfactory,Poor,,,,,,,,,,,
2017-12-04,Moderate,Satisfactory,Satisfactory,Severe,Very Poor,,Moderate,Severe,Very Poor,Moderate,Poor,,Poor,Satisfactory,Moderate,,,,,,,,,,,
2017-12-05,Moderate,Satisfactory,Satisfactory,Severe,Very Poor,,Moderate,Severe,Very Poor,Poor,Poor,,Poor,,Moderate,,,,,,,,,,,
2017-12-06,Moderate,Satisfactory,Satisfactory,Very Poor,Very Poor,,Satisfactory,Severe,Very Poor,Poor,,,Poor,,Poor,,,,,,,,,,,
2017-12-07,Poor,Satisfactory,Moderate,Poor,Very Poor,,Moderate,Severe,Poor,Moderate,Moderate,,Moderate,,Poor,,,,,,,,,,,
2017-12-08,Poor,Moderate,Moderate,Poor,Poor,,Moderate,Severe,Poor,Moderate,Poor,,Moderate,Satisfactory,Very Poor,Very Poor,,,,,,,,,,
2017-12-09,Moderate,Moderate,Moderate,Very Poor,Very Poor,,Moderate,,Very Poor,Moderate,Very Poor,,Moderate,Satisfactory,Moderate,Poor,,,,,,,,,,
2017-12-10,Very Poor,Moderate,Moderate,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Moderate,Poor,,Moderate,Satisfactory,Moderate,Moderate,,,,,,,,,,
2017-12-11,Severe,Moderate,Moderate,Severe,Very Poor,,Moderate,Very Poor,Very Poor,Moderate,Moderate,,Moderate,Moderate,Moderate,,,,,,,,,,,
2017-12-12,Poor,Satisfactory,Moderate,Poor,Very Poor,,Moderate,Very Poor,Poor,Moderate,Moderate,,Satisfactory,Moderate,Moderate,,,,,,,,,,,
2017-12-13,Severe,Satisfactory,Satisfactory,Poor,Very Poor,,Moderate,Very Poor,Poor,Moderate,Moderate,,Moderate,Satisfactory,Moderate,Very Poor,,,,,,,,,,
2017-12-14,Very Poor,Satisfactory,Satisfactory,Poor,Very Poor,,Moderate,Very Poor,Moderate,Moderate,Moderate,,Satisfactory,Satisfactory,Moderate,Very Poor,,,,,,,,,,
2017-12-15,Poor,Moderate,Satisfactory,Poor,Very Poor,,Moderate,Very Poor,Poor,Moderate,Moderate,,Satisfactory,Moderate,Moderate,Very Poor,,,,,,,,,,
2017-12-16,Poor,Moderate,Moderate,Poor,Very Poor,,Moderate,Very Poor,Poor,Moderate,Moderate,,Satisfactory,Satisfactory,Moderate,Poor,,,,,,,,,,
2017-12-17,Moderate,Satisfactory,Moderate,Moderate,Poor,,Moderate,Very Poor,Moderate,Poor,Moderate,,Moderate,Satisfactory,Poor,Moderate,,,,,,,,,,
2017-12-18,Moderate,Moderate,Satisfactory,Poor,Very Poor,,Moderate,Severe,,Moderate,Moderate,,Moderate,Satisfactory,Poor,Moderate,,,,,,,,,,
2017-12-19,Very Poor,Moderate,Satisfactory,Poor,Severe,,Moderate,Severe,Poor,Moderate,Moderate,,Moderate,Moderate,Poor,Moderate,,,,,,,,,,
2017-12-20,Very Poor,Moderate,Satisfactory,Very Poor,Severe,,Moderate,,Very Poor,Moderate,Poor,,Moderate,Satisfactory,Poor,,,,,,,,,,,
2017-12-21,Poor,Moderate,Satisfactory,Severe,Severe,,Moderate,Very Poor,Very Poor,Moderate,Poor,Moderate,Moderate,Satisfactory,Moderate,,,,,,,,,,,
2017-12-22,Poor,Satisfactory,Moderate,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,,,,,,,,,,,
2017-12-23,Very Poor,Satisfactory,Satisfactory,Poor,Very Poor,,Moderate,Very Poor,Poor,Poor,Moderate,Moderate,Moderate,Satisfactory,Moderate,,,,,,,,,,,
2017-12-24,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Poor,Moderate,Moderate,Moderate,Satisfactory,Poor,,,,,,,,,,,
2017-12-25,Severe,Satisfactory,Satisfactory,Very Poor,Very Poor,,Moderate,,Very Poor,Poor,Poor,,Moderate,Satisfactory,Poor,,,,,,,,,,,
2017-12-26,Severe,Moderate,Moderate,Very Poor,Very Poor,,Moderate,Very Poor,Very Poor,Poor,Very Poor,,Poor,Satisfactory,Poor,,,,,,,,,,,
