,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-01-01,,,,Severe,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,,,,Severe,,,,,,,,,,,,,,,,,,,,,,
2015-01-03,,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-01-04,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-10,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-11,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-17,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-18,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-24,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-25,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,Very Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,Moderate,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,Moderate,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-07,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-08,Very Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,Very Poor,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,Very Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-14,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-15,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-22,Severe,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,Severe,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,Severe,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,Moderate,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,Severe,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,Very Poor,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,Severe,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-07,,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-08,Moderate,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,Poor,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,Poor,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,Very Poor,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,Poor,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,Poor,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-15,Poor,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,Moderate,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,Poor,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,Poor,,,Moderate,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,Severe,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,Severe,,,Poor,,,,,,,,,,,,,,,,,,,,,,
2015-03-21,Severe,Satisfactory,,Poor,Severe,,,,,,,,,,,,,,,,,,,,,
2015-03-22,Severe,Moderate,,Poor,Severe,,,,,,,,,,,,,,,,,,,,,
2015-03-23,Severe,Moderate,,Poor,Severe,,,,,,,,,,,,,,,,,,,,,
2015-03-24,Severe,Moderate,Very Poor,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-25,Severe,Poor,,Very Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-26,Severe,Moderate,Very Poor,Very Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-27,Severe,Moderate,Severe,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-28,Very Poor,Moderate,Severe,Very Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-29,Very Poor,Moderate,,Very Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-30,Very Poor,Satisfactory,,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-03-31,Very Poor,Satisfactory,Very Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-01,Very Poor,Moderate,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-02,Poor,Moderate,Poor,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-04-03,Moderate,Moderate,Poor,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-04-04,Poor,Moderate,,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-04-05,,Moderate,Very Poor,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,
2015-04-06,Very Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-07,Very Poor,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-08,Very Poor,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-09,Severe,Satisfactory,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-10,,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-11,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-12,Moderate,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-13,Poor,Satisfactory,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-14,Poor,Satisfactory,Poor,Poor,Moderate,,Very Poor,,,,,,,,,,,,,,,,,,,
2015-04-15,Very Poor,Moderate,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-16,Severe,Moderate,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-17,Severe,Poor,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-18,Poor,Moderate,Moderate,Very Poor,,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-19,Very Poor,Moderate,Moderate,Severe,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-20,Very Poor,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-21,Very Poor,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-22,Moderate,Good,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-23,,Good,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-24,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-25,Poor,Good,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-26,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-04-27,,Moderate,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-04-28,,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-29,Poor,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-04-30,Very Poor,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-01,Poor,Satisfactory,Moderate,Poor,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-05-02,Very Poor,Poor,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-03,Severe,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-04,Very Poor,Moderate,Satisfactory,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-05,Poor,Satisfactory,Moderate,Severe,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-06,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-07,Moderate,Satisfactory,Moderate,Severe,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-08,Moderate,Moderate,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-09,Poor,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-10,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-11,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-12,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-13,Severe,Good,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-14,Very Poor,Satisfactory,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-15,Very Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-16,Severe,Satisfactory,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-17,Severe,Moderate,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-18,Poor,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-19,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-20,Moderate,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-21,,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-22,Severe,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-23,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-24,Moderate,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-25,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-26,Moderate,Moderate,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-27,Moderate,Satisfactory,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-28,Moderate,Satisfactory,Poor,Very Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-05-29,Poor,Satisfactory,Poor,Severe,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-30,Very Poor,Moderate,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-05-31,Moderate,Satisfactory,Poor,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-01,Moderate,Moderate,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-02,Moderate,Satisfactory,Poor,Poor,Moderate,,Severe,,,,,,,,,,,,,,,,,,,
2015-06-03,Poor,Satisfactory,Poor,Poor,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-06-04,Moderate,Satisfactory,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-05,Very Poor,Moderate,Moderate,Very Poor,Poor,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-06,Poor,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-07,Moderate,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-08,Moderate,Moderate,Moderate,Poor,Poor,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-09,Moderate,Satisfactory,Moderate,Severe,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-10,Poor,Satisfactory,Moderate,Very Poor,Poor,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-11,Poor,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-12,Poor,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-13,Poor,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-14,Poor,Moderate,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-15,Poor,Satisfactory,Moderate,Poor,Poor,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-16,Moderate,Moderate,Moderate,Very Poor,Poor,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-17,Moderate,Satisfactory,Moderate,Very Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-18,Moderate,Good,Moderate,Very Poor,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-19,Moderate,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-20,Moderate,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-21,Moderate,Moderate,Moderate,Moderate,Poor,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-22,Moderate,Moderate,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-23,Moderate,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-24,Moderate,Moderate,Moderate,Poor,Moderate,,Very Poor,,,,,,,,,,,,,,,,,,,
2015-06-25,Moderate,Moderate,Moderate,Moderate,Satisfactory,,Very Poor,,,,,,,,,,,,,,,,,,,
2015-06-26,Poor,Satisfactory,Moderate,Moderate,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-06-27,Poor,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-28,Moderate,Moderate,Moderate,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-29,Poor,Poor,Moderate,Moderate,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-06-30,Poor,Moderate,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-01,Poor,Moderate,Poor,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-02,Poor,Moderate,Moderate,Poor,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-03,Poor,Moderate,Moderate,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-04,Poor,Moderate,Poor,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-05,Moderate,Poor,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-06,Moderate,Very Poor,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-07,Poor,Moderate,Moderate,Moderate,Poor,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-08,Poor,Moderate,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-09,Poor,Moderate,Poor,Poor,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-10,Poor,Moderate,Moderate,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-11,Poor,Moderate,Poor,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-12,Poor,Satisfactory,Poor,Moderate,Good,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-13,Poor,Poor,Moderate,Moderate,,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-14,Very Poor,Poor,Moderate,Moderate,Poor,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-15,Poor,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-16,Moderate,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-07-17,Moderate,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-18,Satisfactory,Moderate,Moderate,Poor,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-19,Satisfactory,Moderate,Moderate,Poor,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-20,Satisfactory,Moderate,Moderate,Poor,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-21,,Poor,Satisfactory,Poor,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-22,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,,Good,,,,,,,,,,,,,,,,,,,
2015-07-23,Satisfactory,Poor,Moderate,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-24,Good,Poor,Poor,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-25,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-26,Satisfactory,Good,Satisfactory,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-27,Satisfactory,Moderate,Moderate,Moderate,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-07-28,Moderate,Moderate,Moderate,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-29,Moderate,Satisfactory,Moderate,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-30,Moderate,Moderate,Moderate,Moderate,Moderate,,Good,,,,,,,,,,,,,,,,,,,
2015-07-31,Moderate,Good,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-01,Moderate,Satisfactory,Moderate,Moderate,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-02,Moderate,Poor,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-03,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-04,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-05,Moderate,Moderate,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-06,Moderate,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-07,Moderate,Good,Satisfactory,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-08,Moderate,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-09,Moderate,Moderate,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-10,Moderate,Satisfactory,Satisfactory,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-11,Moderate,Moderate,Satisfactory,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-12,Moderate,Moderate,Moderate,Poor,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-13,Moderate,Poor,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-14,Moderate,Poor,Moderate,Poor,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-15,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-16,Moderate,Poor,Moderate,Moderate,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-17,Moderate,Poor,Moderate,Moderate,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-18,Moderate,Poor,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-19,Moderate,Poor,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-20,Poor,Satisfactory,Moderate,Poor,Satisfactory,,Poor,,,,,,,,,,,,,,,,,,,
2015-08-21,Very Poor,Satisfactory,Satisfactory,Poor,Satisfactory,,Very Poor,,,,,,,,,,,,,,,,,,,
2015-08-22,Very Poor,Satisfactory,Moderate,Poor,Satisfactory,,Very Poor,,,,,,,,,,,,,,,,,,,
2015-08-23,Very Poor,Satisfactory,Moderate,Moderate,Satisfactory,,Poor,,,,,,,,,,,,,,,,,,,
2015-08-24,Very Poor,Satisfactory,Moderate,Moderate,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-08-25,Very Poor,Moderate,Satisfactory,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-26,Very Poor,Satisfactory,Satisfactory,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-27,Very Poor,Satisfactory,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-28,Very Poor,Satisfactory,Satisfactory,Poor,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-08-29,Very Poor,Moderate,Moderate,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-30,Very Poor,Moderate,Moderate,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-08-31,Very Poor,Satisfactory,Satisfactory,Poor,Satisfactory,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-09-01,Very Poor,Satisfactory,Satisfactory,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-02,Very Poor,Good,Moderate,Poor,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-03,Very Poor,Satisfactory,Satisfactory,Very Poor,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-09-04,Very Poor,Satisfactory,Moderate,Very Poor,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-09-05,Very Poor,Satisfactory,Satisfactory,Poor,Moderate,,Very Poor,,,,,,,,,,,,,,,,,,,
2015-09-06,Very Poor,Poor,Satisfactory,Moderate,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-09-07,Very Poor,Moderate,Moderate,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-08,Very Poor,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-09,,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-10,Poor,Satisfactory,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-09-11,Poor,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-12,Poor,Moderate,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-13,Moderate,Moderate,Satisfactory,Poor,Poor,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-14,Moderate,Moderate,Moderate,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-15,Poor,Good,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-16,Moderate,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-17,Moderate,Satisfactory,Satisfactory,Poor,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-18,Moderate,Good,Moderate,Poor,Moderate,,Satisfactory,,,,,,,,,,,,,,,,,,,
2015-09-19,Poor,Moderate,Satisfactory,Moderate,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-20,,Satisfactory,Moderate,Moderate,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-09-21,,Satisfactory,Poor,Moderate,Moderate,,Poor,,,,,,,,,,,,,,,,,,,
2015-09-22,Poor,Satisfactory,Moderate,Moderate,Satisfactory,,Moderate,,,,,,,,,,,,,,,,,,,
2015-09-23,Poor,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Poor,,,,,,,,,,,,,,,,,,,
