Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2018-05-26,,59.67,37.33,35.74,11.4,10.11,5.08,33.24,2.75,9.78
2018-05-27,,80.83,35.05,34.31,12.52,10.73,5.09,17.05,2.12,9.48
2018-05-28,,86.37,48.36,34.19,10.77,12.93,5.11,14.22,3.52,10.79
2018-05-29,,63.53,51.9,34.27,12.87,11.33,5.07,11.97,4.01,11.18
2018-05-30,,33.63,54.38,34.3,15.8,12.73,4.99,17.28,3.44,9.85
2018-05-31,,43.79,50.49,34.22,13.47,12.8,6.42,22.41,3.65,9.97
2018-06-01,,37.94,48.38,34.14,18.36,13.36,1.51,16.23,3.44,10.06
2018-06-02,,27.51,41.24,34.2,21.33,13.82,1.6,18.84,3.04,9.62
2018-06-03,,26.94,43.82,34.28,20.54,20.09,1.58,12.8,2.72,7.89
2018-06-04,,25.18,49.08,34.29,17.29,14.62,3.7,12.03,2.6,9.02
2018-06-05,,28.25,43.21,34.0,14.27,11.48,4.87,14.82,2.32,11.27
2018-06-06,,18.57,39.58,33.97,18.13,10.57,3.995,13.97,2.67,13.99
2018-06-07,,17.85,40.17,38.07,15.54,17.38,3.12,14.55,3.26,17.3
2018-06-08,18.55,14.52,46.72,29.8,13.75,11.15,5.39,16.57,2.87,14.89
2018-06-09,,20.33,40.4,34.9,15.62,11.47,4.36,23.33,2.36,10.79
2018-06-10,,32.25,49.24,36.67,15.21,11.62,4.54,20.35,2.39,9.14
2018-06-11,,34.82,48.15,40.34,17.96,10.87,4.67,19.28,2.1,9.74
2018-06-12,,30.86,40.05,40.94,16.42,10.19,31.31,28.49,2.12,10.29
2018-06-13,,30.88,32.58,40.98,18.8,12.77,9.52,22.76,1.65,9.72
2018-06-14,,30.39,27.3,41.02,18.51,14.31,6.45,20.29,1.83,11.4
2018-06-15,54.13,21.96,26.27,40.93,22.11,14.28,6.7,24.1,1.97,13.41
2018-06-16,65.66,38.18,28.12,41.2,12.77,15.95,7.53,19.88,1.48,10.54
2018-06-17,65.85,19.59,27.53,41.15,15.69,14.946666666666664,7.53,20.21,1.56,10.85
2018-06-18,52.88,21.13,33.27,41.19,13.71,13.943333333333332,6.59,18.18,1.54,10.72
2018-06-19,39.88,38.81,31.25,41.18,8.52,12.94,5.6,14.42,1.51,9.36
2018-06-20,39.82,31.04,36.03,41.19,8.28,13.8,5.81,18.94,1.42,10.32
2018-06-21,39.87,32.22,38.44,41.24,9.33,12.44,5.93,19.51,1.84,11.32
2018-06-22,40.19,37.83,44.46,41.11,13.37,12.69,6.18,24.08,2.13,12.21
2018-06-23,43.21,43.98,44.27,39.46,13.84,12.72,6.32,32.96,2.71,11.67
2018-06-24,43.75,52.01,34.64,36.61,13.2,12.73,6.23,40.99,2.53,9.25
2018-06-25,39.41,26.04,32.64,36.79,10.75,11.41,6.24,30.81,2.29,10.94
2018-06-26,42.98,25.85,35.67,36.68,12.73,10.38,6.33,27.42,2.89,10.01
2018-06-27,42.71,36.12,44.57,36.73,15.93,10.05,6.23,25.29,2.54,11.26
2018-06-28,42.01,21.69,44.84,36.79,12.61,8.61,6.09,21.52,3.13,11.74
2018-06-29,37.54,40.02,42.44,36.82,9.63,9.62,5.96,17.72,3.6,13.37
2018-06-30,26.36,14.13,40.71,36.86,14.04,12.56,6.64,11.11,4.25,12.81
2018-07-01,26.09,33.38,44.47,36.67,14.34,10.45,7.34,14.91,3.45,15.06
2018-07-02,24.06,28.95,36.17,36.72,9.17,11.96,7.41,14.54,3.03,13.73
2018-07-03,20.48,43.75,38.7,37.67,12.43,11.77,7.44,12.28,2.94,10.28
2018-07-04,22.71,50.44,37.0,38.86,10.13,11.74,7.33,11.13,2.42,10.96
2018-07-05,21.44,26.72,38.45,38.9,10.6,9.97,4.63,10.0,2.48,11.11
2018-07-06,22.71,47.54,48.7,38.81,11.89,10.3,5.47,9.21,2.39,13.21
2018-07-07,22.06,19.0,51.84,38.86,22.28,9.88,6.76,8.63,1.89,11.04
2018-07-08,22.05,59.16,57.11,38.71,27.07,10.5,6.75,9.48,1.98,9.79
2018-07-09,22.46,67.32,55.38,34.09,21.08,10.21,6.88,9.9,1.88,9.56
2018-07-10,20.65,57.23,47.18,26.91,13.74,10.28,7.33,13.56,1.69,10.87
2018-07-11,22.12,67.81,39.31,25.53,11.45,13.34,7.42,16.77,1.72,10.19
2018-07-12,21.33,51.13,35.01,23.15,19.37,16.21,7.64,14.28,1.94,16.27
2018-07-13,23.13,53.15,33.49,21.18,10.32,11.59,7.67,11.97,2.25,13.78
2018-07-14,21.52,68.04,34.11,21.11,11.15,9.84,7.68,11.89,1.99,15.05
2018-07-15,20.98,62.6,32.08,21.22,11.51,6.86,7.59,11.22,1.91,12.07
2018-07-16,21.92,63.57,36.19,22.87,17.01,15.54,7.55,14.39,1.99,11.23
2018-07-17,23.5,60.52,41.85,24.28,9.09,17.79,7.6,20.57,1.84,13.07
2018-07-18,21.62,51.1,46.23,27.17,13.41,12.91,7.69,27.07,1.72,14.62
2018-07-19,20.52,58.85,41.74,29.49,9.65,13.19,7.65,21.18,1.79,11.05
2018-07-20,20.52,68.89,38.54,29.59,17.89,9.28,6.96,15.18,1.73,12.61
2018-07-21,20.49,67.71,43.54,29.57,13.67,7.66,4.69,9.6,2.0,14.75
2018-07-22,20.14,69.06,37.26,29.52,27.32,7.27,4.71,10.57,2.0,14.92
2018-07-23,21.94,64.01,39.3,29.71,14.25,10.9,4.71,10.48,1.95,15.03
2018-07-24,25.82,81.33,40.08,29.67,12.57,11.81,6.2,9.7,1.85,15.6
2018-07-25,23.36,61.69,39.46,29.67,13.38,10.99,6.7,9.25,1.8,14.24
2018-07-26,20.06,65.68,38.33,29.31,13.72,8.22,6.71,7.75,1.82,16.15
2018-07-27,18.75,61.41,33.02,29.56,13.04,8.57,6.06,7.49,1.77,16.19
2018-07-28,18.96,43.4,29.08,29.61,16.11,9.96,5.32,7.43,2.13,18.23
2018-07-29,20.18,32.43,36.7,29.7,20.93,8.97,5.31,7.11,2.25,18.8
2018-07-30,22.04,22.85,42.39,29.65,25.84,9.86,5.31,9.96,2.21,18.71
2018-07-31,22.48,16.55,41.94,23.68,22.86,9.52,5.34,15.13,1.82,21.23
2018-08-01,21.15,18.58,38.58,12.91,13.51,10.49,5.77,18.31,1.65,18.05
2018-08-02,20.75,12.28,36.33,10.62,14.81,8.08,7.14,11.37,1.96,20.07
2018-08-03,20.61,15.24,34.43,11.25,16.33,8.35,7.08,10.0,1.89,21.89
2018-08-04,20.08,15.25,33.4,16.67,18.24,10.33,5.64,10.65,1.84,19.74
2018-08-05,19.42,12.9,33.84,23.05,13.47,10.86,4.03,7.11,2.02,35.2
2018-08-06,19.36,16.64,45.36,24.06,18.49,12.04,3.92,8.67,1.97,16.48
2018-08-07,19.67,14.28,40.11,22.89,16.94,11.13,3.58,9.47,1.8,16.57
2018-08-08,19.55,18.38,38.57,22.93,23.83,9.07,3.21,12.7,1.87,19.69
2018-08-09,20.98,14.63,38.58,23.8,14.77,10.93,7.71,15.3,1.79,22.11
2018-08-10,19.74,16.63,40.95,28.87,17.35,12.2,7.56,17.23,1.95,24.46
2018-08-11,19.86,16.31,36.5,28.41,16.95,8.31,7.43,11.67,2.21,17.43
2018-08-12,18.86,12.63,30.55,28.62,22.8,11.7,7.46,9.43,2.13,11.88
2018-08-13,18.9,15.54,34.65,28.95,15.41,11.53,7.22,9.12,2.04,14.27
2018-08-14,18.01,14.31,39.38,30.87,13.27,11.82,5.91,11.66,2.09,14.63
2018-08-15,19.41,15.45,37.96,29.29,23.04,11.65,5.94,12.89,1.56,15.07
2018-08-16,20.34,36.4,40.19,28.57,11.71,11.48,6.2,14.62,1.88,18.92
2018-08-17,17.01,74.25,37.68,28.91,11.21,35.17,5.62,13.96,2.19,13.6
2018-08-18,17.14,69.27,32.83,28.96,13.6,17.54,5.66,13.72,2.19,14.61
2018-08-19,16.94,69.49,31.46,28.81,15.8,38.77,5.68,12.38,2.09,20.04
2018-08-20,19.27,74.85,38.4,28.57,17.78,23.04,6.17,16.35,2.07,13.4
2018-08-21,22.57,68.84,32.36,24.98,14.88,11.45,6.42,16.55,2.32,9.62
2018-08-22,21.02,67.39,28.58,22.98,12.65,10.7,6.56,14.75,2.32,17.12
2018-08-23,21.4,65.92,32.42,23.08,16.78,11.36,7.26,12.91,2.17,12.88
2018-08-24,21.91,69.9,28.45,22.98,18.06,10.105,6.29,11.54,2.31,16.38
2018-08-25,25.09,61.54,25.87,26.02,16.07,8.85,10.68,11.29,2.22,18.52
2018-08-26,23.73,66.35,24.13,29.23,18.28,14.415,15.07,10.76,2.25,19.91
2018-08-27,24.91,71.97,26.04,28.99,13.22,19.98,19.46,11.73,2.28,19.26
2018-08-28,22.82,74.44,27.99,23.2,10.85,12.83,5.75,12.09,2.13,17.73
2018-08-29,21.16,65.29,29.36,22.97,12.12,9.07,3.62,12.2,2.27,19.88
2018-08-30,19.65,14.89,29.82,26.06,11.46,8.75,4.86,12.24,2.44,20.7
2018-08-31,24.71,9.19,28.79,28.68,10.92,8.02,5.98,12.9,2.43,20.42
2018-09-01,22.74,18.85,31.04,28.97,10.23,6.05,11.87,11.93,2.72,24.55
2018-09-02,19.52,18.32,31.34,28.83,13.55,8.39,5.76,12.89,2.7,22.37
2018-09-03,18.8,12.99,30.05,28.84,21.2,9.71,8.53,14.5,2.61,21.76
2018-09-04,21.32,17.71,32.41,28.44,14.84,8.39,7.67,18.11,2.62,21.11
2018-09-05,20.18,17.27,29.56,28.54,11.1,8.29,5.99,16.1,2.46,20.62
2018-09-06,19.48,20.23,30.78,28.85,12.31,8.03,5.36,12.55,2.39,16.71
2018-09-07,19.09,28.24,32.06,28.67,14.25,7.55,4.69,13.89,2.47,18.06
2018-09-08,18.31,30.08,28.17,28.72,16.15,8.34,4.47,14.45,2.83,23.69
2018-09-09,19.12,23.29,24.71,28.99,13.82,9.17,4.37,8.84,3.17,23.83
2018-09-10,23.38,22.0,24.26,28.84,13.3,8.04,4.34,9.7,3.51,23.97
2018-09-11,24.82,17.26,23.37,29.16,13.33,8.5,10.81,10.19,2.6,23.03
2018-09-12,22.64,27.07,22.38,28.82,15.82,9.14,13.52,11.99,2.5,21.37
2018-09-13,26.39,18.84,20.34,28.85,13.71,8.12,9.91,10.78,2.57,22.66
2018-09-14,30.61,21.58,19.9,28.91,13.25,9.82,9.42,11.76,2.63,19.44
2018-09-15,26.97,24.24,22.31,29.28,14.45,10.56,9.31,12.66,3.08,24.14
2018-09-16,25.87,28.89,24.13,29.35,21.78,11.24,9.31,11.46,3.19,21.62
2018-09-17,23.55,33.81,25.37,29.19,18.61,8.45,9.5,13.46,3.02,19.1
2018-09-18,23.56,35.42,24.13,29.24,14.17,8.51,9.32,17.29,2.54,18.14
2018-09-19,20.72,28.55,26.44,30.56,16.06,10.27,9.42,20.44,2.65,17.82
2018-09-20,20.6,51.46,29.96,32.07,13.54,11.68,9.68,27.4,2.39,18.04
2018-09-21,21.57,27.61,28.6,31.94,22.26,9.31,9.81,29.4,2.33,19.86
2018-09-22,20.87,38.8,23.58,32.02,15.98,8.99,9.66,24.27,2.5,18.22
2018-09-23,24.26,46.92,22.73,32.16,14.76,6.47,7.38,23.77,2.53,16.71
2018-09-24,22.95,52.74,22.73,32.14,12.23,6.01,6.7,21.8,2.39,15.48
2018-09-25,20.27,41.41,22.28,31.87,14.0,7.03,4.63,22.73,2.62,19.43
2018-09-26,17.5,40.82,24.2,31.98,17.8,8.2,4.17,25.21,2.9,18.56
2018-09-27,14.07,53.67,30.7,31.96,15.36,9.9,6.58,20.66,2.69,19.6
2018-09-28,15.1,55.26,35.57,32.07,16.4,13.13,12.22,23.72,2.51,22.26
2018-09-29,13.5,46.25,37.78,32.75,18.0,8.29,11.18,26.59,2.53,15.78
2018-09-30,15.14,45.68,31.15,37.24,22.86,7.62,10.97,24.82,2.83,16.9
2018-10-01,14.76,60.08,31.58,37.05,17.1,21.52,11.08,21.91,2.58,18.93
2018-10-02,13.69,47.8,35.08,37.15,14.39,47.68,10.88,27.81,2.9,16.77
2018-10-03,13.57,73.66,31.83,37.12,13.47,68.42,10.64,24.45,3.83,16.96
2018-10-04,13.65,50.7,37.79,37.39,14.36,27.72,10.07,22.74,3.6,16.17
2018-10-05,14.61,45.62,42.52,37.65,13.88,24.63,9.51,20.32,2.99,15.01
2018-10-06,12.98,55.39,36.24,37.36,15.35,24.65,9.8,21.12,3.15,17.96
2018-10-07,14.74,56.32,35.47,37.01,16.63,17.76,9.96,19.4,2.9,26.12
2018-10-08,15.77,68.46,36.86,37.08,15.8,21.39,11.46,19.02,2.7,16.36
2018-10-09,14.37,62.49,37.85,37.53,18.89,14.7,13.5,22.65,2.6,18.53
2018-10-10,14.9,50.74,39.4,37.51,15.44,12.68,16.85,27.93,2.6,21.36
2018-10-11,15.2,53.93,33.16,37.62,22.61,14.13,24.05,21.64,2.84,17.82
2018-10-12,14.22,72.48,25.13,37.46,18.36,12.58,25.23,17.21,3.21,17.01
2018-10-13,16.09,74.8,33.8,41.21,15.35,15.64,24.88,15.96,2.82,19.97
2018-10-14,13.1,73.68,30.33,49.15,14.78,12.16,24.71,14.96,2.39,22.01
2018-10-15,14.07,83.04,33.54,49.08,14.13,12.79,20.99,15.86,3.08,20.86
2018-10-16,12.5,56.22,43.63,49.25,13.5,10.36,17.99,24.55,3.22,19.19
2018-10-17,11.95,58.51,42.22,49.33,12.6,11.6,18.55,25.93,2.83,19.77
2018-10-18,12.18,61.61,48.05,49.16,11.42,12.52,18.81,27.25,2.98,18.938
2018-10-19,12.0,74.61,41.31,49.25,9.8,13.74,18.72,25.15,3.14,18.106
2018-10-20,11.56,68.62,37.9,49.31,12.06,13.85,18.52,24.57,3.16,17.273999999999997
2018-10-21,12.67,106.37,38.07,49.22,11.97,14.97,17.11,20.42,3.18,16.441999999999997
2018-10-22,11.84,81.41,36.59,49.32,17.06,16.5,16.11,22.14,2.72,15.61
2018-10-23,13.07,53.42,35.0,49.3,12.98,16.3,14.59,23.69,2.65,14.58
2018-10-24,14.23,73.34,44.37,64.43,15.3,13.67,14.69,24.74,2.43,15.53
2018-10-25,16.93,79.17,45.37,75.89,10.89,12.4,16.05,24.69,2.53,13.51
2018-10-26,22.94,103.82,48.25,67.51,8.4,10.93,15.65,24.39,3.25,16.01
2018-10-27,20.03,83.85,52.18,92.26,10.5,11.09,15.68,28.22,2.8,14.06
2018-10-28,19.55,103.85,47.85,61.3,12.03,10.49,16.09,27.6,2.68,13.73
2018-10-29,18.69,93.1,48.43,148.11,10.69,10.27,15.28,28.68,2.79,15.37
2018-10-30,19.22,99.69,52.74,136.55,11.99,10.18,12.92,24.58,3.05,14.82
2018-10-31,20.09,88.8,55.85,66.56,11.49,8.0,13.69,22.85,5.39,12.35
2018-11-01,16.25,99.75,58.01,31.52,11.95,6.7,13.08,22.34,2.71,15.23
2018-11-02,16.35,103.28,51.21,44.63,11.79,7.15,12.48,26.49,3.48,1.81
2018-11-03,16.22,84.08,48.63,35.75,10.51,6.46,13.46,21.28,2.8,1.62
2018-11-04,15.52,88.05,36.62,34.78,9.51,5.85,15.0,19.89,2.73,2.72
2018-11-05,15.31,106.45,44.82,28.99,8.99,6.06,13.25,20.85,2.56,3.41
2018-11-06,15.25,113.81,31.18,27.78,9.87,7.16,14.88,19.99,2.48,2.15
2018-11-07,15.57,112.75,30.5,35.55,10.34,7.79,16.74,16.08,3.47,0.3
2018-11-08,15.34,101.65,44.2,42.51,10.25,10.07,14.69,14.73,4.52,0.75
2018-11-09,15.66,90.68,49.84,53.87,9.96,12.58,14.92,21.6,5.26,2.03
2018-11-10,17.41,85.32,55.35,69.68,10.22,14.08,9.8,17.78,5.76,2.73
2018-11-11,17.68,101.08,55.03,46.8,9.52,14.63,8.94,20.19,6.15,3.53
2018-11-12,18.69,102.19,58.85,50.8,9.49,13.39,9.23,19.89,5.62,3.19
2018-11-13,18.82,99.8,62.24,61.13,11.75,9.87,9.46,19.49,5.3,4.88
2018-11-14,21.93,96.22,53.0,49.19,12.04,10.68,9.12,14.39,5.33,3.45
2018-11-15,20.58,95.63,49.76,45.88,11.78,9.31,6.05,18.3,4.71,7.46
2018-11-16,18.74,103.8,41.19,34.97,12.59,8.49,8.49,17.31,3.92,8.41
2018-11-17,17.03,103.08,40.93,32.21,11.7,9.23,9.03,21.08,5.04,8.82
2018-11-18,16.24,98.47,44.39,41.62,9.77,7.52,9.08,15.08,3.58,10.76
2018-11-19,14.46,102.83,48.41,50.54,9.11,9.2,7.38,13.44,4.24,9.87
2018-11-20,15.63,107.93,54.51,56.71,9.7,10.43,6.7,21.02,3.88,10.18
2018-11-21,16.38,103.82,46.84,42.51,9.74,,6.87,16.6,3.44,7.09
2018-11-22,15.83,40.44,42.27,39.92,9.64,,8.48,11.04,3.3,6.46
2018-11-23,18.03,59.67,45.84,36.57,10.43,,7.14,14.94,3.41,4.5
2018-11-24,19.59,62.72,36.97,38.81,10.78,,7.63,20.48,3.43,2.1
2018-11-25,21.03,51.32,39.78,58.91,9.59,,8.69,23.81,3.29,3.41
2018-11-26,21.13,30.88,47.15,68.46,8.97,,8.12,17.38,3.67,3.61
2018-11-27,41.22,39.32,53.89,60.66,10.25,,8.73,13.18,4.23,3.81
2018-11-28,21.36,39.76,53.87,36.71,11.11,,8.06,12.35,5.34,2.95
2018-11-29,18.27,34.41,51.41,23.23,11.13,,8.5,10.9,5.75,2.12
2018-11-30,20.64,36.59,46.35,28.45,10.92,15.02,8.06,15.13,5.48,6.0
2018-12-01,20.42,34.77,42.49,32.65,10.94,15.55,9.16,20.92,5.12,4.66
2018-12-02,18.89,30.73,45.3,47.66,12.06,14.7,9.19,20.88,4.71,1.79
2018-12-03,18.51,34.09,47.02,38.46,12.31,13.85,8.6,22.92,4.95,3.38
2018-12-04,18.98,29.41,51.21,41.4,12.49,13.0,7.04,20.89,5.79,1.52
2018-12-05,18.26,43.69,49.26,33.82,11.3,13.29,8.51,21.22,5.49,10.9
2018-12-06,17.66,41.31,52.53,38.33,11.58,13.38,11.49,26.67,4.2,8.52
2018-12-07,17.51,40.97,49.16,32.84,11.09,13.78,8.88,22.4,3.83,6.31
2018-12-08,15.46,43.28,49.42,34.51,12.1,13.17,9.95,23.52,3.75,8.66
2018-12-09,11.87,38.86,50.23,42.06,9.87,14.97,10.41,25.28,3.76,10.99
2018-12-10,15.23,42.8,55.63,52.95,10.81,12.86,10.68,23.16,3.87,13.91
2018-12-11,20.08,41.8,58.67,23.32,13.3,11.33,10.39,20.59,4.01,17.31
2018-12-12,19.75,37.36,51.27,21.1,11.93,10.83,9.81,20.84,3.66,16.59
2018-12-13,19.05,36.35,40.31,23.83,11.45,12.38,10.47,17.55,3.6,15.05
2018-12-14,18.13,36.71,42.01,23.02,13.69,12.2,7.94,15.67,3.7,16.85
2018-12-15,18.23,29.36,41.97,28.27,12.75,11.99,7.68,15.5,3.88,18.28
2018-12-16,16.93,24.23,45.92,48.66,11.76,10.4,7.89,14.2,1.06,20.78
2018-12-17,18.74,34.09,50.27,43.52,10.46,8.39,7.86,15.93,2.0,21.15
2018-12-18,24.42,33.53,51.04,45.99,9.2,7.9,9.06,16.3,4.81,22.45
2018-12-19,21.56,36.52,48.82,44.27,8.77,7.57,10.04,18.6,6.47,23.12
2018-12-20,19.31,46.63,54.66,46.67,9.49,9.37,9.44,21.22,5.9,20.44
2018-12-21,18.56,56.57,57.91,44.1,10.79,10.63,9.47,22.31,5.41,19.24
2018-12-22,17.98,56.85,60.21,62.39,13.22,12.95,8.44,18.88,6.72,17.93
2018-12-23,16.35,59.66,67.29,53.29,16.4,14.09,7.31,17.76,5.51,20.01
2018-12-24,15.77,61.08,65.75,43.56,13.72,12.32,7.2,20.08,4.69,19.51
2018-12-25,16.55,56.93,57.34,39.51,12.02,12.92,6.71,21.02,4.63,19.49
2018-12-26,16.61,56.87,50.38,41.88,12.18,12.4,7.13,27.06,4.92,18.65
2018-12-27,16.37,56.72,56.6,40.11,13.96,13.77,8.02,21.47,4.98,21.42
2018-12-28,17.22,32.55,55.46,34.77,13.36,14.99,7.86,21.78,4.75,21.66
2018-12-29,17.7,15.8,51.53,43.22,13.17,14.13,10.92,28.43,5.14,21.34
2018-12-30,16.0,16.09,57.55,65.01,14.25,12.9,9.42,29.55,5.1,15.29
2018-12-31,16.72,16.92,56.0,61.3,12.52,9.65,9.96,33.27,5.5,15.82
2019-01-01,17.97,28.4,56.66,48.72,13.84,12.25,6.61,30.17,5.39,15.16
2019-01-02,20.45,31.32,63.63,65.39,14.81,14.25,9.43,25.62,5.75,10.65
2019-01-03,29.72,34.77,61.02,34.08,17.38,16.96,9.29,24.2,6.15,8.7
2019-01-04,24.95,63.69,53.09,41.41,18.99,15.53,9.37,21.58,5.63,9.27
2019-01-05,18.17,57.52,56.49,51.0,17.23,15.5,8.38,19.01,6.03,11.1
2019-01-06,22.58,63.61,55.71,31.5,18.85,14.04,8.89,19.69,7.57,13.66
2019-01-07,26.01,63.64,56.06,35.87,17.3,13.93,8.11,20.1,7.47,13.63
2019-01-08,26.12,93.11,49.69,29.36,20.56,15.5,7.37,21.9,7.48,11.21
2019-01-09,25.66,191.23,43.53,27.3,18.51,15.99,5.7,19.42,6.99,10.39
2019-01-10,30.88,162.85,44.67,32.95,19.24,18.86,6.57,23.16,6.58,7.38
2019-01-11,29.43,64.09,56.53,36.73,20.95,15.22,7.93,21.15,6.82,8.62
2019-01-12,28.56,62.16,63.46,43.75,21.51,13.85,8.42,23.65,7.21,15.19
2019-01-13,27.09,63.82,63.66,52.35,19.45,11.64,15.16,23.17,6.49,17.36
2019-01-14,26.18,63.79,40.52,26.73,19.81,16.24,12.34,20.99,6.5,17.38
2019-01-15,21.74,63.11,39.74,28.32,23.37,10.91,12.91,26.98,6.13,17.46
2019-01-16,24.59,63.85,55.19,39.84,22.12,10.75,14.45,27.04,6.01,17.97
2019-01-17,23.07,63.66,60.95,45.63,22.61,12.18,9.91,24.26,5.91,16.97
2019-01-18,14.87,64.33,48.6,31.04,23.79,11.49,6.53,34.27,6.54,18.79
2019-01-19,17.08,63.91,50.3,34.77,22.85,10.36,6.53,33.43,6.32,22.53
2019-01-20,14.47,65.22,62.37,47.8,20.39,10.11,7.2,23.64,6.77,17.22
2019-01-21,15.56,48.52,57.52,61.31,19.07,12.72,9.36,19.15,6.31,18.38
2019-01-22,17.27,16.57,39.73,34.31,15.8,11.0,6.91,24.75,6.86,20.43
2019-01-23,16.95,16.84,42.37,33.18,18.07,16.81,4.58,25.92,7.58,21.17
2019-01-24,15.78,30.26,41.06,48.76,18.59,15.06,6.73,23.32,7.53,20.36
2019-01-25,14.75,65.78,34.17,54.07,16.06,12.75,6.75,22.58,6.56,21.38
2019-01-26,15.32,65.95,33.64,28.83,16.55,14.3,6.84,18.55,5.76,22.92
2019-01-27,14.06,65.49,35.34,28.15,21.41,17.47,6.8,18.59,4.97,22.29
2019-01-28,12.92,65.01,34.49,27.88,17.74,14.85,6.01,21.58,4.61,17.58
2019-01-29,12.84,64.29,36.19,28.24,17.1,14.54,6.6,19.87,4.19,17.76
2019-01-30,13.12,64.06,42.99,36.93,15.05,13.49,6.33,22.27,4.53,17.61
2019-01-31,13.75,64.5,49.6,54.68,17.81,11.43,5.05,17.94,4.35,12.16
2019-02-01,14.68,64.85,49.42,43.14,17.81,10.88,3.98,18.38,4.72,15.31
2019-02-02,14.41,64.64,43.55,37.32,16.59,15.66,1.55,20.22,5.23,14.32
2019-02-03,13.75,64.87,40.43,26.2,17.74,13.92,2.18,21.17,5.43,13.58
2019-02-04,13.82,64.78,39.88,25.71,18.18,14.77,2.33,20.09,5.26,15.38
2019-02-05,13.77,64.59,53.81,38.6,16.95,16.53,3.36,20.81,4.72,14.61
2019-02-06,14.13,65.28,53.76,43.74,17.45,19.22,4.22,23.8,5.47,10.83
2019-02-07,15.02,64.89,37.84,30.06,16.3,22.25,4.11,23.32,5.5,10.97
2019-02-08,15.13,66.42,29.11,32.55,14.22,21.33,3.83,20.85,5.82,17.41
2019-02-09,16.47,66.69,28.42,27.48,15.07,19.15,4.63,25.39,5.5,16.81
2019-02-10,17.01,66.05,33.83,28.14,17.78,14.0,5.45,29.54,4.39,13.91
2019-02-11,15.25,65.78,39.17,35.53,19.22,12.39,5.83,27.63,4.81,16.46
2019-02-12,14.48,64.94,46.24,45.36,15.79,11.44,7.3,28.93,4.85,13.97
2019-02-13,15.25,64.45,47.95,63.21,13.74,10.85,7.32,28.48,5.02,14.9
2019-02-14,16.68,65.17,45.64,74.76,16.03,11.61,6.89,33.31,5.67,16.42
2019-02-15,17.04,66.85,39.19,35.25,13.93,10.53,5.34,29.21,5.2,16.94
2019-02-16,16.77,66.58,35.16,34.32,18.61,10.43,5.4,27.04,4.68,14.52
2019-02-17,17.77,67.23,31.82,29.52,18.23,9.49,5.38,28.78,4.33,12.92
2019-02-18,17.16,67.5,33.82,34.08,19.36,8.91,6.76,27.96,3.91,10.31
2019-02-19,18.13,67.6,41.33,50.89,14.51,8.37,5.87,24.32,4.3,11.98
2019-02-20,15.62,67.41,41.41,49.59,12.87,8.72,4.93,29.01,4.45,9.84
2019-02-21,12.47,66.43,38.24,55.23,12.13,9.88,5.01,26.67,4.44,9.69
2019-02-22,14.54,66.08,39.11,42.76,14.51,10.5,5.01,22.0,4.71,10.43
2019-02-23,15.39,42.52,26.26,21.88,17.74,9.68,4.98,21.36,4.82,9.94
2019-02-24,16.23,16.42,29.95,10.72,12.82,11.17,4.97,25.67,4.69,13.1
2019-02-25,16.7,16.61,34.51,17.38,14.39,14.7,5.07,25.01,4.76,14.69
2019-02-26,18.89,16.9,32.19,15.82,16.45,13.21,7.37,36.22,4.44,11.9
2019-02-27,18.55,18.24,26.57,12.87,19.6,12.96,8.96,34.48,3.95,9.17
2019-02-28,16.52,10.21,31.23,11.74,14.67,12.71,8.61,36.83,3.61,9.1
2019-03-01,19.94,33.31,30.2,10.43,14.27,12.46,9.16,30.22,3.45,11.97
2019-03-02,17.74,198.23,36.48,7.06,12.6,18.19,9.03,32.69,3.45,10.79
2019-03-03,15.49,167.9,30.98,16.9,10.72,19.16,7.85,29.48,3.32,11.3
2019-03-04,15.83,83.05,37.26,33.83,12.87,16.91,6.13,31.27,3.29,11.85
2019-03-05,15.93,118.25,28.71,24.4,13.75,15.04,11.75,28.98,3.1,12.13
2019-03-06,15.62,28.67,29.05,10.01,20.35,15.18,11.89,36.07,2.87,12.82
2019-03-07,17.42,21.72,32.79,9.25,23.55,13.6,10.05,29.52,2.87,13.14
2019-03-08,18.21,7.06,32.86,12.66,19.37,14.64,18.93,24.51,3.11,11.34
2019-03-09,18.98,27.86,30.68,13.67,15.47,9.47,36.48,26.38,3.58,11.03
2019-03-10,14.76,23.83,27.17,14.91,14.75,9.02,12.04,25.56,3.77,9.45
2019-03-11,13.93,10.33,30.69,14.53,12.63,7.21,8.38,22.96,3.76,8.86
2019-03-12,15.19,21.22,29.97,22.07,12.65,6.77,9.69,21.56,3.58,9.74
2019-03-13,15.2,21.44,32.39,12.2,10.46,9.45,12.98,20.62,4.01,11.1
2019-03-14,14.79,20.01,39.07,15.68,10.64,9.92,10.83,20.4,3.63,9.4
2019-03-15,14.38,24.09,32.74,12.61,14.58,10.07,11.21,21.9,4.57,9.87
2019-03-16,16.05,40.38,27.95,3.94,12.57,8.88,10.45,22.95,4.09,10.37
2019-03-17,15.63,13.98,30.56,7.23,14.01,11.04,10.15,24.2,3.79,11.63
2019-03-18,16.24,61.25,32.06,9.31,14.37,9.72,9.6,24.17,3.55,7.71
