Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2019-03-19,16.07,57.93,33.86,10.09,13.61,9.23,17.76,24.04,3.32,6.44
2019-03-20,15.0,32.6,36.5,12.74,15.75,9.03,8.25,23.16,3.41,7.63
2019-03-21,15.24,15.42,39.26,9.44,18.76,7.49,8.96,21.75,3.62,7.09
2019-03-22,15.54,39.88,27.85,5.12,14.34,8.6,11.02,18.71,3.95,5.6
2019-03-23,15.49,14.46,26.54,4.95,13.78,8.76,10.61,18.55,4.26,5.75
2019-03-24,14.79,20.98,27.52,5.45,14.17,7.9,9.38,21.24,3.73,6.06
2019-03-25,15.64,14.04,30.32,9.51,13.23,7.68,9.26,21.88,3.39,5.53
2019-03-26,15.4,25.58,29.95,3.63,14.37,6.13,9.54,20.29,2.96,5.76
2019-03-27,14.3,2.79,29.54,1.95,15.65,6.14,27.77,25.29,3.12,7.15
2019-03-28,14.75,2.04,34.47,5.37,15.37,6.78,25.56,26.1,3.27,6.62
2019-03-29,16.13,1.76,40.53,19.2,17.95,7.16,15.67,27.06,2.95,6.81
2019-03-30,16.53,4.76,41.4,21.72,16.4,7.17,5.71,26.34,2.84,8.36
2019-03-31,17.21,1.69,32.06,24.74,19.61,7.48,10.74,27.87,2.52,7.66
2019-04-01,16.31,1.34,27.21,17.726666666666667,15.9,6.01,25.8,25.48,2.57,7.56
2019-04-02,17.78,1.33,29.3,10.713333333333336,16.27,5.34,92.54,26.86,2.59,6.27
2019-04-03,17.27,1.43,30.85,3.7,16.25,5.19,126.12,26.93,2.6,6.03
2019-04-04,17.41,1.58,37.04,4.18,14.24,4.97,42.74,31.17,2.91,5.55
2019-04-05,16.31,1.59,41.23,30.81,14.06,5.33,32.63,26.03,2.55,5.8
2019-04-06,16.86,1.8,37.35,27.33,15.89,6.14,9.58,25.05,2.63,6.21
2019-04-07,16.3,1.86,52.01,22.47,14.29,5.39,9.14,24.3,3.2,4.36
2019-04-08,17.15,1.69,41.0,23.44,13.2,4.41,10.6,28.48,3.16,4.21
2019-04-09,19.14,1.79,38.26,22.06,16.04,5.25,10.49,27.44,2.95,4.22
2019-04-10,18.58,1.85,40.97,16.44,13.09,5.62,10.73,30.52,2.73,4.47
2019-04-11,21.22,1.74,34.96,19.17,12.4,5.25,11.7,24.0,2.6,3.7
2019-04-12,18.23,1.61,34.06,19.2,12.85,4.88,12.46,21.96,2.83,3.95
2019-04-13,17.8,1.35,33.66,16.57,12.16,6.29,10.67,20.04,2.97,3.98
2019-04-14,15.09,1.42,29.84,17.72,12.37,6.09,12.85,20.17,3.06,3.86
2019-04-15,15.92,1.46,29.21,17.63,11.56,6.95,11.81,19.01,3.05,3.49
2019-04-16,15.47,1.48,30.98,21.83,12.53,7.41,9.8,21.39,3.11,4.81
2019-04-17,17.54,3.17,26.7,21.95,11.91,7.0,8.87,26.11,2.87,7.6
2019-04-18,17.34,1.45,26.28,18.87,14.45,5.86,10.11,23.04,3.23,6.54
2019-04-19,18.08,1.6,29.85,15.26,12.78,5.28,12.32,21.91,3.13,7.05
2019-04-20,16.99,4.55,29.35,14.5,13.04,5.19,12.44,24.2,2.74,4.58
2019-04-21,15.03,1.61,31.53,16.8,11.97,6.25,12.46,24.93,2.42,3.34
2019-04-22,19.12,3.0,36.99,17.93,11.99,6.46,12.46,27.54,3.2,4.32
2019-04-23,16.05,8.61,38.2,19.94,14.05,5.44,12.46,33.87,3.5,3.97
2019-04-24,16.2,3.84,37.64,18.62,10.98,5.26,11.09,31.97,3.5,4.04
2019-04-25,16.84,2.24,40.86,18.28,11.81,5.05,9.5,28.32,3.22,6.85
2019-04-26,18.21,1.84,32.2,19.53,13.17,24.31,8.41,27.36,3.13,8.01
2019-04-27,17.39,1.75,28.15,9.63,15.48,34.25,8.41,23.62,3.11,5.65
2019-04-28,17.46,1.72,25.63,8.16,11.89,38.69,8.41,46.29,2.88,4.67
2019-04-29,18.56,1.8,27.82,10.49,12.63,42.9,10.79,66.69,2.8,4.07
2019-04-30,17.41,1.67,31.91,27.55,13.06,43.25,13.15,44.78,2.65,4.84
2019-05-01,15.57,2.05,36.73,23.82,15.53,25.06,11.63,22.6,2.69,3.53
2019-05-02,14.92,1.78,36.44,15.3,10.86,13.04,10.42,21.4,2.63,3.52
2019-05-03,17.29,12.12,32.34,15.34,16.18,12.07,10.42,23.37,2.47,5.61
2019-05-04,18.79,3.69,30.39,15.87,20.57,31.66,34.44,27.71,2.45,7.12
2019-05-05,16.93,3.5,22.41,6.88,27.01,26.72,62.39,29.48,2.48,6.0
2019-05-06,17.25,2.4,31.51,15.66,22.07,31.93,43.0,26.65,2.68,7.92
2019-05-07,16.41,2.34,35.25,8.97,19.48,25.79,50.39,22.21,2.6,7.81
2019-05-08,15.29,2.48,35.57,9.94,20.71,41.26,129.46,20.61,2.36,4.26
2019-05-09,19.28,2.79,30.33,11.64,21.34,16.66,67.89,23.1,2.47,5.75
2019-05-10,18.45,2.17,25.68,21.82,21.97,26.89,78.96,20.4,2.4,7.06
2019-05-11,17.05,116.71,30.12,16.54,20.92,3.62,30.65,21.73,2.59,6.98
2019-05-12,16.1,40.12,29.53,17.9,16.92,23.45,49.09,21.5,2.53,5.35
2019-05-13,13.94,35.36,36.48,17.33,16.18,9.65,18.23,21.5,2.33,6.69
2019-05-14,15.95,29.8,33.9,14.83,14.93,5.51,7.22,21.56,2.35,4.15
2019-05-15,16.03,35.98,43.8,16.12,14.87,7.08,6.89,21.9,2.38,6.69
2019-05-16,16.51,25.79,44.72,13.91,16.04,12.63,76.27,20.45,2.28,4.91
2019-05-17,17.39,,41.4,12.63,15.96,4.86,11.92,20.35,2.28,5.96
2019-05-18,19.2,,39.74,13.47,16.88,5.31,7.88,21.76,1.99,4.32
2019-05-19,18.52,,35.4,12.82,16.8,6.32,7.51,21.54,1.84,4.17
2019-05-20,18.13,,35.13,12.37,16.66,3.77,6.88,22.51,1.97,4.01
2019-05-21,16.95,,32.12,10.62,13.28,6.16,37.7,22.32,1.99,3.36
2019-05-22,16.3,,32.83,20.24,12.62,17.9,52.8,21.69,1.8,3.7
2019-05-23,17.81,22.31,36.98,28.03,12.13,12.54,50.53,24.58,1.82,3.25
2019-05-24,16.8,21.95,45.86,27.99,11.42,5.34,14.65,21.71,2.07,3.8
2019-05-25,15.38,17.89,33.81,27.99,12.5,7.44,9.65,17.51,1.79,4.07
2019-05-26,13.51,19.66,27.2,28.01,16.25,4.44,9.16,17.62,1.67,3.35
2019-05-27,16.1,24.34,28.45,28.01,19.38,3.11,12.53,18.18,1.85,4.51
2019-05-28,16.8,27.04,29.84,28.01,17.33,1.9,36.31,17.41,1.8,4.47
2019-05-29,15.5,23.03,29.53,27.99,18.68,1.71,33.68,18.84,1.64,4.22
2019-05-30,14.98,22.91,33.5,27.99,16.58,2.52,36.81,17.9,1.57,3.85
2019-05-31,13.84,36.18,34.26,28.0,12.37,4.8,26.23,17.72,1.56,4.06
2019-06-01,13.43,21.04,40.73,28.0,12.64,8.43,22.5,18.12,1.63,4.84
2019-06-02,12.94,23.32,48.12,27.99,11.35,14.25,16.26,17.5,1.4,4.59
2019-06-03,12.08,16.79,43.32,28.02,12.06,3.6,14.2,17.16,6.29,4.0
2019-06-04,11.9,13.53,34.34,28.0,12.54,3.73,17.73,15.27,2.4,3.61
2019-06-05,10.02,15.32,35.7,28.0,15.16,12.96,19.86,16.82,1.99,4.56
2019-06-06,12.3,15.41,35.27,28.0,13.39,4.53,21.43,14.96,1.71,12.18
2019-06-07,15.21,29.81,32.37,28.0,12.67,6.4,18.25,17.65,1.48,5.86
2019-06-08,14.01,11.98,38.84,28.03,13.21,3.04,14.95,23.33,1.3,7.52
2019-06-09,12.94,17.39,35.74,28.0,15.79,5.79,11.16,20.44,1.29,5.5
2019-06-10,11.79,22.14,36.64,28.97,13.74,5.43,12.81,28.36,1.29,5.06
2019-06-11,13.18,33.45,32.16,29.95,9.94,3.74,39.57,45.81,,4.78
2019-06-12,13.74,23.29,34.98,30.02,7.84,4.03,20.25,45.19,,4.69
2019-06-13,12.46,49.88,30.0,30.03,11.45,2.49,14.48,45.37,,3.35
2019-06-14,12.54,6.51,23.77,29.99,7.89,2.65,10.57,41.39,,2.09
2019-06-15,12.52,7.83,23.84,29.98,9.4,2.71,13.4,42.76,,3.49
2019-06-16,12.87,7.85,24.86,30.0,7.41,4.1,10.13,45.06,,2.01
2019-06-17,13.23,10.06,26.8,30.0,13.91,5.01,13.83,52.17,,4.94
2019-06-18,13.94,8.41,25.6,30.02,16.79,5.24,14.85,41.92,5.3,2.85
2019-06-19,12.07,16.98,35.53,30.01,8.03,7.92,11.57,25.66,10.74,4.57
2019-06-20,12.0,16.13,29.5,29.99,10.23,4.81,13.32,18.87,9.82,4.45
2019-06-21,12.55,17.81,32.14,30.02,7.62,4.09,19.54,16.28,8.03,4.79
2019-06-22,12.89,18.12,32.1,27.14,11.75,5.83,38.17,16.81,7.02,5.54
2019-06-23,12.11,19.24,31.36,46.39,9.98,4.9,38.58,19.77,6.0,4.77
2019-06-24,13.29,16.36,28.84,34.79,10.58,5.85,38.81,20.43,5.98,5.4
2019-06-25,13.05,28.12,28.87,31.32,18.18,5.84,33.5,20.71,5.47,4.41
2019-06-26,13.32,22.16,30.64,40.93,16.82,6.72,30.49,21.09,6.04,4.23
2019-06-27,12.55,16.2,29.35,27.3,10.9,6.71,32.47,16.55,6.75,3.09
2019-06-28,7.99,10.239999999999998,27.53,8.49,7.43,6.97,19.73,20.21,6.06,3.36
2019-06-29,9.02,4.28,23.72,15.11,7.07,7.97,19.41,18.1,6.12,2.82
2019-06-30,10.04,6.62,25.87,14.03,15.94,8.58,19.41,15.46,5.96,2.1
2019-07-01,9.92,5.77,26.07,17.44,15.43,8.32,19.43,16.54,5.6,2.9
2019-07-02,10.46,4.94,27.24,16.97,9.48,7.99,19.23,14.87,4.98,2.4
2019-07-03,8.4,20.68,33.05,7.48,7.7,7.41,19.09,17.77,5.57,2.68
2019-07-04,8.71,37.01,28.65,16.65,8.77,7.02,19.43,18.31,5.24,2.7
2019-07-05,11.62,38.4,37.63,12.51,7.13,6.54,18.97,19.62,3.27,2.46
2019-07-06,10.2,38.36,36.77,10.55,5.7,5.7,19.88,18.88,3.23,3.43
2019-07-07,8.26,39.1,32.3,16.89,5.32,5.3,18.25,19.29,2.4,1.28
2019-07-08,8.74,36.57,33.43,24.09,6.61,5.77,16.02,17.32,2.78,1.91
2019-07-09,10.19,35.7,32.19,20.63,5.67,5.2,3.77,15.33,2.45,1.62
2019-07-10,11.63,36.81,33.73,24.23,4.88,4.98,11.78,15.44,2.32,2.13
2019-07-11,11.9,36.85,32.06,21.25,8.42,7.96,24.11,13.75,2.55,2.44
2019-07-12,11.9,36.25,33.13,24.89,13.38,6.4,33.67,12.51,2.19,2.06
2019-07-13,11.76,35.18,28.61,14.08,8.86,6.85,49.94,12.52,1.97,3.6
2019-07-14,11.64,34.23,26.67,12.2,4.83,6.26,83.09,11.7,1.92,2.84
2019-07-15,10.92,37.39,25.07,11.71,7.26,5.15,63.6,11.86,1.68,2.99
2019-07-16,12.2,43.31,26.39,11.05,9.23,8.12,14.76,13.94,1.51,2.72
2019-07-17,12.84,45.88,25.91,10.92,9.85,9.14,11.47,21.08,1.48,5.9
2019-07-18,14.47,46.06,26.54,10.56,15.54,9.25,22.79,27.4,1.5,5.05
2019-07-19,13.99,41.42,30.83,10.43,14.75,11.25,13.26,26.98,1.78,6.07
2019-07-20,12.36,42.25,34.1,10.82,14.52,9.8,12.08,28.97,1.78,5.5
2019-07-21,11.87,39.28,37.02,12.23,10.86,7.2,11.57,26.05,1.72,4.81
2019-07-22,11.03,36.86,43.72,10.91,9.86,7.28,11.33,28.79,1.84,4.25
2019-07-23,11.49,38.2,45.51,10.57,8.31,6.6,10.22,27.45,1.69,3.87
2019-07-24,12.15,39.38,44.36,10.27,6.89,6.63,10.2,26.59,1.71,3.02
2019-07-25,11.97,38.79,37.17,9.59,8.83,5.46,10.16,29.61,1.77,2.84
2019-07-26,11.62,34.32,36.06,9.43,20.96,4.58,10.66,28.92,1.74,3.4
2019-07-27,11.85,36.58,30.26,11.41,9.57,4.61,10.72,32.4,1.74,3.12
2019-07-28,11.46,29.56,28.65,11.46,7.3,5.41,11.87,34.76,1.61,2.17
2019-07-29,11.72,28.98,31.27,11.11,7.06,6.43,11.88,29.2,1.55,2.47
2019-07-30,11.9,32.77,33.49,10.88,9.02,6.59,13.78,29.33,1.53,1.87
2019-07-31,11.74,27.84,33.79,11.2,10.54,7.19,10.51,31.03,1.54,2.59
2019-08-01,11.1,27.36,33.55,11.31,6.75,7.49,10.46,29.69,1.51,2.43
2019-08-02,11.78,28.86,32.66,11.4,5.18,8.13,10.23,27.83,1.21,2.44
2019-08-03,11.18,42.01,35.33,9.74,4.52,8.68,10.23,28.67,1.54,4.4
2019-08-04,10.68,87.35,34.25,9.68,4.28,8.33,10.07,28.04,1.5,6.13
2019-08-05,11.23,54.48,37.17,11.18,13.28,8.01,10.09,28.95,1.37,6.38
2019-08-06,11.72,40.56,42.32,7.69,20.31,9.55,10.12,27.69,1.55,6.28
2019-08-07,12.83,37.98,33.65,7.49,16.85,9.13,10.06,34.52,1.54,6.23
2019-08-08,12.92,39.34,30.9,11.33,14.56,9.73,10.13,26.44,1.81,6.31
2019-08-09,12.13,42.18,28.01,8.11,13.47,7.86,10.27,19.84,1.79,6.98
2019-08-10,12.32,33.0,24.4,6.67,8.7,8.43,10.06,24.65,1.89,7.17
2019-08-11,11.74,15.17,25.93,8.41,11.66,9.1,10.12,25.69,2.01,6.66
2019-08-12,14.07,14.28,24.89,9.51,14.58,13.41,10.05,24.04,2.14,6.45
2019-08-13,14.28,15.41,29.25,14.01,21.21,11.8,10.08,26.58,1.85,8.375
2019-08-14,14.27,22.67,29.08,11.14,21.06,10.34,10.42,27.86,1.64,10.3
2019-08-15,13.18,36.98,31.29,11.24,23.05,11.33,10.72,29.62,1.82,14.56
2019-08-16,13.51,41.01,27.58,9.93,19.31,0.7,10.72,30.37,1.8,12.08
2019-08-17,14.78,29.75,25.82,8.33,19.41,1.128,10.72,37.51,1.55,13.57
2019-08-18,16.35,28.04,23.25,9.37,19.28,1.5559999999999998,10.72,32.57,1.64,
2019-08-19,16.63,42.66,25.62,9.56,27.35,1.984,10.68,27.67,1.49,
2019-08-20,14.41,60.63,33.03,7.73,22.3,2.412,10.72,26.99,1.54,
2019-08-21,12.61,54.1,34.19,40.16,21.82,2.84,10.76,27.72,1.44,
2019-08-22,12.29,44.27,34.28,9.24,28.92,4.12,10.92,29.05,1.44,
2019-08-23,12.69,15.38,36.4,7.21,24.21,2.82,11.05,26.57,1.66,
2019-08-24,12.39,16.49,41.36,5.31,25.25,2.47,11.03,27.63,1.65,
2019-08-25,11.29,26.11,34.91,4.16,17.83,2.46,10.89,31.65,1.7,
2019-08-26,10.86,21.26,29.89,6.01,12.11,3.49,10.75,38.26,1.52,
2019-08-27,12.1,20.03,31.99,11.7,11.57,5.14,11.17,31.58,1.42,9.73
2019-08-28,11.62,16.78,34.95,14.39,10.32,5.12,11.12,40.1,1.31,14.64
2019-08-29,11.37,19.36,32.6,13.87,10.29,,11.18,44.21,1.33,15.31
2019-08-30,10.31,20.91,33.69,29.44,16.41,,12.7,43.81,1.47,24.24
2019-08-31,10.46,19.77,38.62,30.65,17.6,,11.58,60.83,1.33,
2019-09-01,8.94,19.94,41.15,29.8,10.97,,11.05,56.24,1.24,
2019-09-02,8.81,38.11,36.31,29.93,19.91,,11.09,43.87,1.27,
2019-09-03,9.5,40.45,36.34,29.65,24.34,,11.06,48.18,1.23,
2019-09-04,9.34,41.25,37.13,29.66,12.93,,11.07,50.82,1.02,
2019-09-05,8.86,43.2,33.31,29.64,9.44,16.85,11.07,48.38,1.2,
2019-09-06,9.22,41.7,34.35,29.6,13.51,9.54,11.07,49.8,1.07,
2019-09-07,8.43,16.37,30.75,29.59,11.54,8.68,11.08,55.72,1.04,
2019-09-08,7.49,28.065,32.14,29.6,9.23,7.35,11.66,40.6,1.16,
2019-09-09,8.79,39.76,30.37,29.61,9.64,6.81,12.24,49.54,1.27,
2019-09-10,10.59,24.9,29.2,29.6,7.77,6.52,9.68,50.9,1.39,
2019-09-11,9.56,26.19,31.57,29.65,10.04,5.6,9.48,37.1,1.4,
2019-09-12,12.42,22.87,30.72,30.15,14.77,5.03,9.46,28.5,1.33,
2019-09-13,11.91,23.38,28.56,29.67,9.73,6.12,9.48,29.15,1.3,
2019-09-14,10.94,13.97,25.04,29.58,13.02,6.93,9.51,31.73,1.29,
2019-09-15,10.07,15.1,24.48,29.61,16.0,6.25,9.61,44.9,1.21,
2019-09-16,10.48,24.17,26.11,22.78,11.85,7.16,10.34,46.56,1.16,
2019-09-17,12.24,24.31,27.51,11.37,13.33,6.4,9.59,39.13,1.25,
2019-09-18,13.83,24.25,25.54,11.58,11.76,4.27,9.55,37.35,1.24,
2019-09-19,16.1,26.02,22.6,11.65,9.46,3.87,9.65,34.53,1.26,
2019-09-20,17.48,23.7,24.91,11.25,8.95,4.08,9.29,33.91,1.41,
2019-09-21,14.09,12.39,24.45,11.43,8.86,3.86,9.45,36.24,1.44,
2019-09-22,14.75,11.83,26.2,11.36,8.92,3.09,9.62,29.99,1.43,
2019-09-23,16.87,24.8,25.37,10.77,9.29,3.16,9.5,37.07,1.37,
2019-09-24,14.1,24.95,25.61,2.88,9.97,3.45,9.34,47.61,1.16,
2019-09-25,15.3,24.36,24.88,2.06,9.31,3.7,9.46,24.77,1.15,
2019-09-26,13.17,24.95,24.04,2.02,7.87,3.96,9.51,25.72,1.17,
2019-09-27,14.16,25.31,22.32,4.87,7.66,4.86,9.32,22.22,1.33,
2019-09-28,14.52,16.27,21.94,22.98,9.7,3.62,9.41,26.38,1.51,
2019-09-29,14.52,13.55,21.99,40.1,7.79,6.92,9.34,39.41,1.54,
2019-09-30,13.18,17.26,22.01,40.69,8.47,10.69,9.32,45.45,1.63,
2019-10-01,14.14,19.85,23.99,41.04,8.78,13.79,9.36,36.73,1.82,
2019-10-02,13.28,32.73,24.63,40.73,11.43,15.67,9.41,40.5,1.83,
2019-10-03,15.48,30.25,27.17,40.43,10.17,16.1,9.29,34.08,1.81,
2019-10-04,16.06,29.99,26.21,38.64,11.55,16.02,9.32,29.62,1.86,
2019-10-05,16.86,13.78,23.56,35.5,12.44,28.34,8.98,31.38,1.86,
2019-10-06,14.69,11.59,26.89,35.63,13.03,32.57,30.09,30.55,1.72,
2019-10-07,15.03,71.41,26.98,35.3,12.66,27.01,30.69,37.79,1.61,20.39
2019-10-08,14.09,71.93,23.12,35.79,12.32,28.27,31.13,36.22,1.84,17.46
2019-10-09,15.63,70.21,25.59,36.06,11.62,20.94,37.76,36.15,2.03,17.92
2019-10-10,18.0,49.41,29.71,38.89,9.82,15.95,30.77,27.22,2.02,11.94
2019-10-11,18.91,26.58,31.79,39.94,9.95,2.96,30.03,27.19,1.88,12.69
2019-10-12,17.39,14.35,33.54,39.75,9.07,3.35,34.63,36.85,1.57,10.75
2019-10-13,15.76,10.29,34.93,41.7,9.32,4.75,29.97,41.86,1.78,9.64
2019-10-14,17.97,23.59,34.7,38.21,10.4,3.44,30.9,40.28,3.24,8.4
2019-10-15,18.72,26.6,36.03,35.69,10.26,3.13,30.38,55.81,3.38,12.43
2019-10-16,17.09,26.58,38.12,39.51,9.63,1.13,30.31,48.69,2.64,12.31
2019-10-17,17.01,32.82,35.08,44.14,8.62,1.3,30.47,43.0,2.39,10.32
2019-10-18,15.22,30.94,33.94,45.85,7.35,2.27,30.37,49.37,1.9,9.41
2019-10-19,13.73,26.93,33.65,43.12,7.06,1.31,30.36,44.59,1.85,10.25
2019-10-20,13.23,29.68,33.32,42.82,8.1,2.58,30.36,44.34,1.73,8.66
2019-10-21,13.8,26.59,31.9,43.0,7.59,2.67,30.36,59.93,2.3,8.36
2019-10-22,14.84,23.88,29.84,47.67,9.75,1.8,29.79,62.2,2.08,7.32
2019-10-23,17.04,25.99,34.38,29.83,10.32,2.36,28.99,61.36,1.98,8.03
2019-10-24,12.27,37.63,41.69,30.03,13.38,2.15,31.4,52.75,1.8,7.79
2019-10-25,12.32,70.13,37.02,30.86,10.27,1.16,31.44,51.08,1.66,7.21
2019-10-26,11.69,22.28,40.14,33.08,8.98,4.16,32.46,36.77,1.69,7.35
2019-10-27,12.84,16.17,40.04,31.94,10.41,4.86,32.83,55.11,1.62,8.32
2019-10-28,13.82,92.78,40.16,33.4,11.32,2.55,20.44,67.92,1.48,7.89
2019-10-29,16.13,86.42,49.0,31.7,10.59,3.49,13.06,69.64,1.35,8.33
2019-10-30,15.45,78.26,52.82,31.26,10.16,3.33,13.16,62.9,1.3,8.18
2019-10-31,14.41,71.49,55.54,18.85,9.06,12.52,13.1,55.28,1.3,6.44
2019-11-01,14.01,88.85,58.29,10.4,9.79,17.77,12.81,48.35,1.46,6.68
2019-11-02,16.17,21.3,49.38,10.28,9.6,16.22,12.97,36.1,1.55,7.12
2019-11-03,18.0,25.37,56.52,10.16,11.06,23.41,13.26,36.09,1.42,9.29
2019-11-04,20.29,44.24,39.67,9.83,15.21,16.76,12.38,37.79,1.6,10.74
2019-11-05,20.46,50.12,33.01,9.16,23.37,17.58,24.67,46.42,1.77,11.21
2019-11-06,20.6,47.78,31.99,11.19,20.55,15.05,12.99,35.9,1.97,13.0
2019-11-07,21.68,48.42,37.3,17.31,15.01,12.77,13.01,23.35,2.09,13.37
2019-11-08,22.41,44.44,38.97,16.35,15.53,13.36,13.03,34.9,2.61,13.9
2019-11-09,20.88,19.52,35.4,29.8,15.9,12.24,13.0,37.13,2.47,13.92
2019-11-10,20.13,17.81,32.4,29.81,12.72,6.36,13.05,32.89,2.38,11.48
2019-11-11,20.35,28.7,37.01,11.61,11.9,2.37,13.06,32.9,3.16,10.87
2019-11-12,16.45,43.56,40.72,11.77,11.32,21.37,12.92,35.26,4.71,10.74
2019-11-13,17.33,68.8,43.4,11.76,10.87,10.84,13.0,53.67,4.29,10.82
2019-11-14,17.36,57.31,50.55,24.54,11.7,42.86,12.99,52.68,3.38,10.46
2019-11-15,18.25,48.59,50.12,39.62,12.01,30.83,12.98,27.58,3.43,10.84
2019-11-16,17.27,47.94,35.82,36.21,12.6,10.14,13.0,19.74,2.77,11.54
2019-11-17,16.75,22.5,29.55,26.29,13.55,10.57,12.99,18.42,2.85,11.38
2019-11-18,17.29,36.89,29.79,26.39,15.46,11.51,13.01,26.27,2.67,10.74
2019-11-19,16.19,46.14,33.12,26.34,15.59,13.57,13.0,58.47,5.04,12.77
2019-11-20,16.37,61.47,40.19,26.4,13.49,12.15,13.0,51.94,12.84,13.44
2019-11-21,17.57,78.83,44.56,26.36,10.53,9.97,12.99,42.99,11.54,11.1
2019-11-22,15.81,61.69,42.17,26.31,11.35,10.77,13.0,46.88,11.82,9.58
2019-11-23,15.22,49.2,34.6,26.35,13.8,11.77,13.0,53.65,11.04,11.13
2019-11-24,17.36,51.02,34.33,24.44,14.89,12.55,13.01,47.02,11.36,11.83
2019-11-25,16.71,39.16,35.67,20.29,12.62,13.87,13.0,41.01,10.05,13.62
2019-11-26,17.52,48.86,37.04,20.32,11.0,11.64,13.08,54.31,11.06,13.29
2019-11-27,17.13,43.12,34.32,20.42,10.22,10.91,13.0,48.12,11.69,11.88
2019-11-28,18.19,40.31,30.25,20.42,13.02,8.41,13.04,47.78,10.36,10.05
2019-11-29,14.77,83.27,31.59,21.75,16.02,9.67,9.12,49.03,10.26,9.11
2019-11-30,14.15,74.49,36.65,30.11,17.83,10.27,5.02,48.91,7.95,11.27
2019-12-01,14.09,53.9,36.51,30.13,14.62,10.36,4.93,47.27,8.1,15.72
2019-12-02,12.97,82.54,38.4,30.12,13.54,10.17,5.01,46.35,8.71,14.4
2019-12-03,13.63,195.53,38.81,30.12,12.29,9.85,5.1,65.04,7.4,17.28
2019-12-04,13.85,157.47,43.21,30.11,14.17,9.51,5.34,78.8,8.48,20.71
2019-12-05,15.19,149.57,55.2,30.11,15.47,10.06,5.53,45.78,9.35,18.82
2019-12-06,15.1,207.14,57.17,30.11,15.81,9.36,5.25,53.69,10.18,16.04
2019-12-07,14.07,126.94,55.32,30.11,14.05,7.63,5.19,49.91,10.57,12.59
2019-12-08,12.91,119.95,58.01,30.12,14.96,6.3,5.63,56.78,9.93,11.52
2019-12-09,13.07,94.18,56.75,30.99,16.72,6.12,6.76,57.77,9.65,10.42
2019-12-10,12.13,95.875,59.1,33.57,14.78,7.15,6.05,70.18,11.18,14.14
2019-12-11,15.16,97.57,68.66,22.01,14.38,7.63,5.63,68.83,11.78,13.61
2019-12-12,12.64,104.69,70.65,5.25,13.92,8.86,5.95,34.8,11.67,13.46
2019-12-13,13.12,94.21,50.03,1.46,13.97,10.64,6.11,30.95,11.86,16.42
2019-12-14,12.63,91.29,38.62,1.39,14.5,13.26,6.29,25.85,9.53,14.38
2019-12-15,12.51,104.56,38.46,1.35,14.16,13.29,5.37,27.72,10.09,13.85
2019-12-16,12.62,73.65,39.25,1.11,14.67,14.5,5.8,28.82,10.36,14.81
2019-12-17,12.28,87.78,46.78,1.14,17.47,15.92,6.2,35.87,12.02,19.74
2019-12-18,13.03,87.37,51.81,1.11,19.48,14.8,6.77,54.31,11.91,19.94
2019-12-19,12.91,85.14,57.3,1.18,17.5,13.42,5.65,47.1,12.28,23.06
2019-12-20,13.8,86.5,58.04,1.41,17.39,12.62,5.61,57.26,12.42,20.43
2019-12-21,14.47,87.16,62.14,1.41,18.8,13.95,5.98,49.35,11.7,19.48
2019-12-22,13.5,80.23,57.51,1.07,19.15,11.59,5.7,35.28,12.0,18.4
2019-12-23,13.96,88.89,53.04,1.27,16.81,12.24,5.93,43.98,12.09,17.61
2019-12-24,13.71,76.4,53.3,7.9,14.8,20.96,5.18,26.01,12.66,16.52
2019-12-25,14.05,85.55,48.52,15.24,14.82,9.64,5.3,37.04,13.11,14.6
2019-12-26,14.55,84.51,51.83,12.86,13.26,9.98,4.87,48.86,11.92,13.24
2019-12-27,14.71,77.64,52.64,13.63,13.04,9.56,5.17,52.73,10.92,13.75
2019-12-28,13.37,87.86,50.47,32.89,13.24,9.72,5.07,51.35,14.12,15.74
2019-12-29,13.02,70.6,49.61,32.73,13.85,6.78,5.15,49.52,9.93,16.66
2019-12-30,12.91,56.89,50.75,32.46,13.41,11.14,4.97,41.64,9.58,14.39
2019-12-31,13.75,66.97,48.22,33.48,14.24,11.69,5.04,32.8,10.18,14.44
2020-01-01,13.01,69.17,56.85,34.45,13.79,11.66,5.1,27.34,12.88,14.99
2020-01-02,12.4,65.15,58.26,32.23,13.76,11.38,8.93,26.62,13.5,14.75
2020-01-03,12.87,60.39,53.02,31.45,13.49,11.95,11.99,33.84,14.34,14.43
2020-01-04,14.59,62.05,53.46,31.48,15.35,10.54,11.99,47.9,13.76,14.34
2020-01-05,15.68,45.46,47.94,31.03,15.44,10.5,12.16,57.93,13.76,20.69
2020-01-06,13.94,50.01,47.01,31.18,13.85,12.39,11.87,43.96,13.68,21.22
2020-01-07,11.75,53.89,43.53,29.93,13.18,13.21,11.99,34.8,11.43,20.46
2020-01-08,12.61,58.6,44.73,40.88,12.15,12.71,12.01,31.05,10.52,16.98
2020-01-09,13.74,48.44,36.87,40.71,15.74,13.77,11.94,27.71,10.42,15.63
2020-01-10,14.54,52.55,37.73,40.46,16.41,10.79,12.02,34.49,10.2,17.07
2020-01-11,13.03,58.71,40.97,40.51,16.45,12.88,11.99,62.02,10.54,18.55
2020-01-12,14.27,58.05,48.65,42.74,17.71,11.44,12.1,73.24,11.28,18.62
