Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2018-02-26,30.05,7.96,11.45,14.44,6.93,22.13,8.01,,15.01,12.31,9.4,13.97,1.6,9.19
2018-02-27,35.02,7.4,9.38,24.54,7.25,20.92,7.3,,11.32,15.83,10.16,15.35,1.7,19.35
2018-02-28,18.78,7.13,11.08,42.48,8.49,20.73,8.88,,16.79,15.54,8.79,13.49,1.69,5.34
2018-03-01,8.51,4.8,11.48,45.93,10.86,14.31,11.4,19.62,14.87,16.33,11.18,11.57,1.59,7.1
2018-03-02,4.52,4.88,9.87,46.05,8.91,10.11,4.53,16.01,12.4,14.4,8.95,10.77,1.68,5.37
2018-03-03,13.79,6.26,7.44,26.84,10.91,4.25,3.13,13.82,7.76,16.06,8.36,10.81,1.71,4.45
2018-03-04,25.68,3.02,8.74,25.27,13.14,7.81,6.14,17.13,9.1,16.75,8.32,11.9,1.69,4.45
2018-03-05,22.14,7.78,8.23,24.87,8.88,4.59,5.4,16.59,10.51,12.38,8.08,9.04,1.62,11.58
2018-03-06,52.23,5.78,14.0,15.1,8.84,3.86,4.62,12.38,5.95,10.74,8.53,12.09,1.62,19.66
2018-03-07,10.58,3.4,10.69,25.71,11.19,5.37,5.6,11.77,13.35,10.96,8.16,15.66,1.62,5.71
2018-03-08,46.93,4.18,24.42,60.76,19.28,6.73,8.13,16.7,2.52,11.78,8.79,13.12,1.64,11.93
2018-03-09,41.3,12.31,10.82,45.51,13.76,4.89,6.82,17.25,2.12,11.67,8.75,8.88,1.65,8.08
2018-03-10,52.37,4.32,12.02,16.27,9.53,4.83,4.65,16.46,12.17,12.54,8.26,7.93,1.64,5.75
2018-03-11,31.48,2.76,8.1,23.14,10.28,2.68,6.01,9.25,7.35,12.7,8.87,13.06,1.73,2.74
2018-03-12,51.41,3.16,7.95,28.38,11.36,3.74,22.56,17.74,9.02,12.38,9.43,14.24,1.66,6.01
2018-03-13,70.03,4.21,8.06,41.54,15.6,4.44,43.87,26.5,10.99,11.78,9.17,15.03,1.63,10.73
2018-03-14,17.12,3.6,8.51,60.02,52.89,5.1,42.8,13.71,9.77,11.93,9.16,11.63,1.55,7.17
2018-03-15,37.72,8.41,10.02,36.34,27.38,3.96,16.25,16.18,16.56,14.66,12.11,12.56,1.65,4.9
2018-03-16,80.75,7.07,8.36,27.56,10.59,3.98,17.46,18.42,7.66,15.02,8.92,9.71,1.57,4.9
2018-03-17,54.16,5.6,10.02,21.81,10.09,3.01,8.46,11.23,9.9,13.61,8.25,7.91,1.71,4.98
2018-03-18,45.17,3.76,14.05,18.88,9.06,4.13,6.1,18.48,8.91,13.38,8.18,6.73,1.63,6.41
2018-03-19,17.14,4.22,12.84,28.38,10.2,4.21,23.28,22.37,7.26,11.95,8.54,7.62,1.56,4.63
2018-03-20,14.93,4.42,15.15,44.27,11.53,5.57,12.95,25.31,8.08,13.78,8.69,9.1,1.74,6.62
2018-03-21,15.35,3.75,10.89,30.35,28.28,3.95,12.25,23.4,14.38,13.85,12.79,10.23,1.66,5.63
2018-03-22,9.58,19.92,9.84,13.53,15.33,8.9,11.47,16.7,10.31,13.73,15.75,8.89,1.73,4.69
2018-03-23,30.04,27.3,7.37,14.86,9.55,13.11,11.21,11.11,5.8,13.8,9.63,7.92,1.67,4.35
2018-03-24,39.51,4.06,6.43,15.2,9.83,12.22,5.78,14.28,4.25,17.23,9.68,8.93,1.68,3.56
2018-03-25,30.62,4.49,8.23,11.77,9.69,5.3,5.99,10.07,4.34,18.62,9.9,9.43,1.66,2.94
2018-03-26,42.25,6.77,8.72,19.04,10.28,3.49,8.02,13.27,7.66,17.51,9.426666666666668,20.9,1.72,3.43
2018-03-27,63.29,7.68,9.44,42.38,9.32,3.6,11.29,22.28,12.51,17.48,8.953333333333335,37.87,1.63,5.11
2018-03-28,13.28,6.994999999999999,8.95,55.87,38.15,3.09,14.26,27.51,9.91,,8.48,10.75,1.75,4.25
2018-03-29,61.15,6.31,6.89,17.1,28.96,4.41,12.09,37.18,5.33,,8.756666666666668,15.38,1.77,3.63
2018-03-30,51.8,3.64,6.77,21.45,21.95,2.56,5.35,37.27,5.43,,9.033333333333337,11.89,1.74,3.49
2018-03-31,14.95,3.67,9.23,25.6,12.88,3.36,14.68,36.03,7.62,,9.310000000000002,5.7,1.71,3.06
2018-04-01,44.37,3.56,11.31,15.98,36.46,3.18,8.81,31.51,9.2,,9.58666666666667,5.06,1.72,2.69
2018-04-02,22.81,5.94,9.46,26.07,36.52,6.94,8.95,33.14,3.33,,9.863333333333337,19.34,1.77,4.32
2018-04-03,10.93,9.49,10.86,27.42,37.18,4.2,9.52,33.06,6.84,,10.14,9.79,1.66,4.38
2018-04-04,21.11,5.83,11.83,32.79,23.57,4.18,6.18,35.92,5.35,,9.036666666666669,18.11,1.68,4.93
2018-04-05,40.3,5.13,10.79,43.18,16.5,4.05,7.07,30.36,6.35,,7.933333333333334,10.44,1.64,2.06
2018-04-06,5.88,7.27,12.02,25.66,13.93,4.94,6.9,30.8,9.74,,6.83,7.97,1.8,5.08
2018-04-07,15.24,4.89,15.42,18.92,16.1,7.78,6.53,33.0,8.42,,8.7,8.9,1.72,5.01
2018-04-08,19.45,4.36,19.95,13.22,19.15,4.55,6.25,38.29,2.35,,8.517999999999999,7.89,1.67,4.17
2018-04-09,20.11,5.04,29.11,24.07,19.02,9.17,8.49,40.93,14.78,,8.335999999999999,7.39,1.7,4.18
2018-04-10,30.88,6.41,16.07,35.24,23.43,6.05,7.13,37.13,10.02,,8.153999999999998,7.64,1.94,4.8
2018-04-11,18.14,4.66,16.23,16.25,15.84,5.0,8.48,39.11,11.05,,7.971999999999999,6.42,2.67,3.8
2018-04-12,16.35,5.74,13.48,20.89,13.82,5.41,10.35,37.97,10.22,,7.79,6.25,3.44,4.7
2018-04-13,22.52,5.8,16.32,34.37,12.69,4.14,13.36,34.05,13.24,,7.59,9.52,2.63,3.86
2018-04-14,26.61,4.67,14.1,42.69,12.39,3.65,26.31,30.68,11.59,,7.581666666666667,7.93,2.73,4.26
2018-04-15,23.17,3.99,11.42,49.0,20.18,4.63,11.68,35.74,10.17,,7.573333333333334,8.38,2.78,2.39
2018-04-16,29.4,5.41,12.67,51.52,45.67,8.95,8.23,34.18,10.0,,7.565000000000001,8.44,2.76,3.7
2018-04-17,31.91,7.83,15.33,35.67,21.96,4.8,10.19,41.45,11.53,,7.556666666666668,8.54,2.73,3.72
2018-04-18,48.77,6.2,14.92,16.91,10.7,5.22,9.15,34.70166666666667,17.02,,7.548333333333336,8.65,2.77,4.51
2018-04-19,12.2,4.34,13.64,27.08,15.85,11.25,7.9,27.953333333333333,9.19,,7.54,11.68,2.79,2.67
2018-04-20,7.93,8.43,12.44,20.62,42.73,14.73,6.68,21.205,9.87,,7.59,11.43,2.67,3.41
2018-04-21,4.96,7.43,13.86,9.64,12.07,14.17,10.26,14.456666666666663,6.69,,8.67,8.17,2.67,3.0
2018-04-22,20.3,3.64,10.76,9.34,10.26,4.45,10.35,7.7083333333333295,12.65,,8.754999999999999,8.24,2.64,2.7
2018-04-23,25.34,4.23,11.23,17.48,11.31,2.99,7.04,0.96,10.33,,8.84,4.74,2.64,3.1
2018-04-24,47.44,6.45,15.66,27.8,25.03,3.63,14.44,0.75,8.02,,10.39,15.07,2.76,4.6
2018-04-25,42.76,9.48,58.08,46.07,60.82,2.81,18.06,74.38,11.32,,11.02,20.38,2.81,3.36
2018-04-26,9.84,3.29,38.85,44.46,16.72,3.23,14.48,22.24,12.77,,8.97,11.2,2.76,4.32
2018-04-27,25.37,2.79,11.77,22.69,19.83,3.35,14.85,3.43,7.04,,10.69,7.31,2.85,3.76
2018-04-28,10.39,3.52,12.69,11.33,21.65,2.74,13.23,5.115,7.84,,9.75,12.69,2.71,3.94
2018-04-29,7.15,3.55,12.09,13.32,20.28,3.02,10.41,6.8,9.11,,7.49,8.52,2.84,3.51
2018-04-30,16.93,3.4,12.94,21.81,19.61,7.3,11.64,12.25,9.24,,9.24,6.75,2.91,3.84
2018-05-01,13.88,3.0,22.85,11.11,19.27,2.21,11.77,13.16,5.99,,7.64,7.73,2.94,3.12
2018-05-02,10.7,3.54,19.0,14.43,19.68,5.67,10.65,12.59,15.55,,6.34,9.47,2.82,4.29
2018-05-03,14.21,5.02,14.72,15.63,21.77,3.83,12.03,13.65,16.82,,7.02,8.07,2.82,3.59
2018-05-04,8.66,3.72,38.8,11.61,24.68,4.72,23.26,13.16,8.05,,6.47,9.04,2.78,4.65
2018-05-05,15.63,3.63,32.13,23.26,22.57,2.77,13.65,12.3,9.84,,5.92,12.38,2.98,4.300000000000001
2018-05-06,13.95,3.35,19.12,42.39,21.92,2.73,11.57,13.15,10.29,,,10.71,2.86,3.9500000000000006
2018-05-07,7.56,28.39,17.33,42.33,27.74,2.68,17.25,11.4,12.23,,,13.16,2.87,3.6
2018-05-08,9.59,4.95,20.71,10.01,48.83,4.18,21.05,11.44,8.49,,,12.76,2.89,3.36
2018-05-09,10.25,3.82,26.57,19.68,18.98,3.44,27.1,14.05,9.64,,,10.03,2.9,3.41
2018-05-10,26.72,6.84,15.24,28.94,23.44,3.68,21.51,15.81,12.86,,,12.6,2.79,5.12
2018-05-11,8.33,7.84,12.7,35.51,22.58,2.6,8.0,16.23,6.29,,,13.33,2.97,4.47
2018-05-12,7.28,3.38,13.16,45.32,7.61,2.75,5.52,17.19,8.78,,,11.51,2.89,4.04
2018-05-13,13.86,3.42,12.47,17.22,5.83,2.78,4.55,20.66,7.45,,,10.18,3.04,2.87
2018-05-14,8.51,5.95,12.41,13.4,8.23,2.42,4.46,11.32,13.96,,,7.27,3.05,3.66
2018-05-15,7.07,7.74,12.47,13.34,11.67,2.67,17.56,11.86,16.73,,,8.56,2.92,2.87
2018-05-16,9.88,5.28,12.09,16.47,10.22,1.84,13.34,15.13,14.68,,,17.05,3.08,4.24
2018-05-17,6.91,3.42,12.01,17.3,5.37,5.47,10.77,15.53,11.45,12.58,,16.53,3.27,4.69
2018-05-18,6.67,13.78,11.75,27.74,9.8,4.13,6.5,14.49,10.87,12.55,10.3,15.45,3.2,3.12
2018-05-19,7.69,17.64,11.53,49.67,9.16,4.4,5.23,18.36,9.32,12.54,9.48,2.87,3.16,2.84
2018-05-20,8.89,3.31,11.39,20.35,7.45,2.41,4.47,15.85,5.59,12.56,8.66,3.14,3.55,2.37
2018-05-21,8.58,8.66,14.31,14.16,7.38,1.95,5.3,11.2,9.79,12.55,7.84,2.77,3.73,3.98
2018-05-22,6.96,5.24,19.02,28.41,12.47,1.61,4.51,14.3,10.0,12.52,7.02,6.78,3.37,2.51
2018-05-23,10.41,7.04,14.7,53.83,11.44,2.07,4.39,8.88,7.66,12.51,,11.54,2.97,4.36
2018-05-24,10.37,6.35,13.85,37.09,10.13,4.43,4.06,8.81,10.64,12.53,,7.43,2.84,4.28
2018-05-25,20.03,7.52,13.53,42.75,11.88,2.82,14.76,9.33,7.05,12.59,,19.24,3.1,4.36
2018-05-26,22.86,13.58,12.09,41.7,34.37,4.09,11.45,15.37,4.89,12.63,,20.06,2.88,3.8
2018-05-27,10.46,11.87,12.51,31.92,9.0,3.38,8.82,28.59,6.27,12.63,,11.96,2.94,3.03
2018-05-28,18.18,6.2,11.02,29.36,7.21,2.96,10.96,10.41,10.74,12.63,,9.79,3.0,3.72
2018-05-29,25.24,6.37,10.46,41.22,6.01,3.27,14.97,13.06,6.3,12.62,18.45,5.46,3.08,3.63
2018-05-30,17.41,6.7,10.59,13.19,7.4,2.56,14.82,13.93,3.26,12.53,17.7275,6.79,3.1,3.17
2018-05-31,14.05,7.15,10.48,14.54,23.26,2.85,13.04,14.85,2.87,12.34,17.005,6.56,2.8,3.17
2018-06-01,18.21,8.89,12.76,8.65,14.15,2.92,12.89,14.69,6.0,0.4,16.2825,8.39,2.85,3.27
2018-06-02,15.82,10.58,12.53,12.65,4.47,3.79,16.3,14.59,7.32,1.42,15.56,9.98,3.1,4.29
2018-06-03,14.35,7.51,11.43,16.93,4.28,3.42,12.6,14.69,10.15,0.76,15.03,8.63,3.15,3.36
2018-06-04,9.53,8.65,10.96,14.32,4.28,5.15,17.27,15.56,2.96,5.32,15.56,9.96,2.79,2.6
2018-06-05,13.48,8.03,10.19,9.58,4.19,3.15,19.86,17.08,6.22,12.27,14.75,7.9,2.97,2.67
2018-06-06,11.58,7.8,12.65,8.99,2.42,2.43,18.77,18.53,6.1,12.875,14.7,7.62,3.24,3.37
2018-06-07,10.18,9.77,10.59,10.21,2.18,2.91,18.31,19.39,3.91,13.48,15.09,7.76,2.73,2.93
2018-06-08,13.06,9.94,9.76,9.8,2.03,2.41,15.72,6.81,5.8,57.62,15.22,8.39,3.22,2.8
2018-06-09,13.97,9.68,9.17,10.94,2.66,2.78,10.66,7.18,7.13,25.06,14.151666666666667,9.29,3.19,2.33
2018-06-10,16.31,13.55,9.29,16.94,2.15,3.39,7.73,7.77,7.43,9.57,13.083333333333334,7.87,3.19,1.9
2018-06-11,24.41,10.26,11.21,11.9,3.91,4.49,9.16,7.7,7.83,12.28,12.015,9.69,3.06,3.95
2018-06-12,35.49,9.05,9.65,11.06,9.31,6.62,6.68,9.86,21.41,47.78,10.946666666666667,8.37,3.01,5.5
2018-06-13,39.53,10.17,14.28,11.58,7.3,2.88,6.53,11.62,9.51,33.85,9.878333333333334,15.57,3.08,4.85
2018-06-14,43.78,10.85,10.84,11.75,14.51,3.06,3.33,11.49,8.86,22.27,8.81,10.17,3.18,3.83
2018-06-15,43.3,9.95,8.69,12.05,8.67,2.8,29.96,12.73,7.4,18.83,10.98,9.22,3.21,4.62
2018-06-16,38.0,9.44,10.37,10.15,8.39,2.23,3.39,13.41,6.21,17.86,,8.87,3.12,3.08
2018-06-17,41.38,9.08,13.14,8.45,8.86,2.72,1.64,12.55,4.693333333333333,17.91,,9.16,3.25,3.0
2018-06-18,39.11,9.51,11.84,11.44,9.8,2.58,1.65,11.13,3.1766666666666667,20.97,,8.83,3.06,3.53
2018-06-19,29.34,8.27,8.25,10.85,10.13,1.97,15.64,10.59,1.66,23.1,,9.93,2.99,4.73
2018-06-20,35.38,8.31,14.47,13.82,9.45,2.55,13.87,10.58,1.79,13.1,,12.89,3.03,4.75
2018-06-21,33.35,7.76,8.04,11.17,9.48,1.76,13.56,9.65,1.39,12.02,,8.07,3.04,3.91
2018-06-22,38.95,10.67,7.82,23.62,10.78,2.2,9.04,8.62,1.7,11.3,,9.58,3.05,3.48
2018-06-23,35.54,9.93,9.42,17.78,9.97,2.75,17.27,8.46,1.42,11.04,,7.66,3.12,3.35
2018-06-24,65.72,7.93,7.89,10.39,9.34,3.05,9.13,8.55,1.34,10.89,,7.91,3.1,3.0
2018-06-25,44.96,6.93,7.9,10.81,9.58,2.77,6.9,8.69,1.08,10.83,,8.35,3.15,3.85
2018-06-26,40.63,5.69,7.61,8.89,9.84,3.95,4.48,8.71,2.4,10.6,,8.16,3.24,2.98
2018-06-27,37.69,4.95,7.73,9.03,9.33,4.42,24.63,8.39,2.63,10.56,,11.58,3.26,5.26
2018-06-28,25.63,6.3,7.63,8.68,9.56,4.19,16.81,8.58,1.92,10.88,,11.04,3.53,5.95
2018-06-29,26.44,10.26,7.87,10.99,11.46,3.48,24.65,8.44,1.9,10.77,,9.06,3.04,4.29
2018-06-30,21.89,32.78,7.25,10.42,11.5,6.27,16.5,8.55,1.56,11.82,,9.31,3.1,3.84
2018-07-01,19.06,24.59,7.1,10.82,19.68,3.41,16.5,8.49,1.51,13.26,,10.68,3.26,3.45
2018-07-02,21.07,28.13,7.32,7.87,17.1,3.82,16.48,8.58,1.43,13.17,,11.21,3.1,4.47
2018-07-03,25.53,23.02,7.04,11.74,13.47,3.42,9.39,8.59,2.42,13.11,5.92,11.13,3.11,5.11
2018-07-04,27.2,17.71,7.05,8.01,12.11,3.7,10.65,8.75,2.81,19.18,6.15,11.12,3.16,5.64
2018-07-05,34.33,17.18,9.19,13.52,12.14,4.16,15.75,8.53,2.81,4.7,6.64,10.92,2.94,5.11
2018-07-06,29.58,17.06,10.65,16.15,11.9,4.7,15.66,8.42,11.52,8.37,6.53,9.99,3.02,6.12
2018-07-07,17.35,13.94,15.47,8.99,11.28,4.4,17.46,8.68,12.11,11.37,6.41,8.19,3.13,2.58
2018-07-08,17.08,13.04,8.65,14.86,12.03,4.05,17.83,8.46,9.85,11.28,6.58,9.04,3.17,2.11
2018-07-09,19.87,20.04,6.89,9.06,11.42,4.05,24.99,8.39,9.08,11.31,7.71,9.41,3.28,3.04
2018-07-10,24.72,19.76,7.12,7.74,9.6,4.15,24.65,8.51,10.04,8.86,7.74,10.13,3.1,3.03
2018-07-11,29.02,17.69,6.95,8.76,10.77,4.55,29.43,8.62,22.42,9.4,7.32,10.65,2.81,2.61
2018-07-12,25.58,15.33,7.26,10.21,11.61,4.73,23.78,8.59,19.44,10.43,7.33,10.16,2.99,7.52
2018-07-13,30.52,12.73,11.07,12.27,11.78,4.5,26.13,8.56,14.49,10.6,7.5,10.53,3.02,2.4
2018-07-14,29.94,16.04,7.81,13.24,11.66,5.45,21.59,8.68,16.34,9.99,7.41,10.44,3.06,3.12
2018-07-15,20.68,12.09,7.11,8.28,10.42,5.46,16.85,8.56,14.0,9.76,7.4,11.06,3.06,2.19
2018-07-16,17.84,19.67,7.09,13.87,10.58,5.27,23.0,8.5,12.1,9.81,7.4,10.17,2.95,3.64
2018-07-17,30.82,10.93,8.88,11.89,10.65,4.39,19.67,8.81,12.19,10.07,7.24,9.13,2.97,4.99
2018-07-18,27.75,6.08,9.6,12.45,9.95,4.36,26.1,8.89,12.74,10.48,7.14,8.69,2.9,4.1
2018-07-19,31.41,6.33,9.46,10.58,9.54,4.55,21.71,8.54,12.38,10.44,7.39,9.51,2.98,4.31
2018-07-20,31.02,6.5,9.41,12.22,10.07,4.27,16.24,8.51,24.2,10.29,7.32,10.96,2.98,5.28
2018-07-21,35.01,6.02,9.51,17.99,10.68,2.81,24.04,8.66,20.46,9.6,7.04,8.93,3.1,5.68
2018-07-22,25.57,5.71,9.22,12.14,9.46,3.74,17.22,8.56,11.81,9.36,7.1,9.29,3.08,2.22
2018-07-23,34.86,9.81,9.39,14.28,10.1,4.08,18.25,8.74,10.14,9.38,7.13,9.78,2.87,7.42
2018-07-24,43.24,7.46,9.38,12.18,8.93,4.72,15.65,8.49,9.11,10.29,7.15,9.85,2.89,5.71
2018-07-25,39.25,8.78,9.47,15.59,9.83,5.11,9.79,8.44,10.1,10.73,7.05,10.18,2.99,7.15
2018-07-26,29.79,12.84,11.65,16.81,15.25,9.34,19.11,8.77,11.06,10.62,7.23,10.35,2.95,4.66
2018-07-27,29.72,8.27,10.76,14.04,12.5,7.62,18.62,8.76,10.73,11.29,7.09,9.62,3.0,3.33
2018-07-28,23.91,6.85,11.38,13.43,17.04,8.1,27.56,8.9,8.78,12.49,7.13,9.58,2.92,10.41
2018-07-29,27.77,6.38,10.78,18.34,16.02,5.93,8.78,8.54,9.14,12.69,7.16,8.99,3.09,5.21
2018-07-30,29.96,15.82,10.49,15.98,10.36,5.11,8.27,8.52,15.52,12.67,6.67,7.8,2.91,9.45
2018-07-31,28.69,16.68,10.23,15.59,10.67,5.24,9.77,8.71,12.43,12.42,7.03,8.72,2.87,9.04
2018-08-01,26.58,17.54,9.88,19.92,10.66,4.48,6.82,8.7,7.28,12.7,6.96,14.02,2.94,4.66
2018-08-02,25.51,12.55,10.0,20.56,13.5,6.01,21.75,8.69,9.59,14.06,6.71,10.95,2.86,6.99
2018-08-03,25.73,17.03,8.78,19.1,11.51,6.15,13.64,9.66,12.56,14.18,6.91,12.4,2.83,10.33
2018-08-04,22.52,23.36,9.3,19.25,19.48,5.63,18.45,8.74,17.65,12.49,7.03,15.01,2.89,4.79
2018-08-05,18.31,17.45,9.4,17.71,18.02,5.68,14.01,8.66,6.84,11.48,7.06,11.85,2.96,1.4
2018-08-06,28.82,18.79,9.93,19.28,19.71,5.0,30.75,8.78,14.91,11.72,7.03,13.32,2.81,5.56
2018-08-07,25.18,18.82,9.57,18.64,12.83,4.71,24.9,8.61,14.02,12.57,7.09,8.78,2.95,7.36
2018-08-08,29.18,24.08,9.17,19.04,11.91,4.84,17.24,8.57,16.86,13.32,6.94,12.92,2.9,6.61
2018-08-09,25.17,21.68,9.48,17.18,11.2,8.38,21.84,11.133333333333333,11.97,5.55,7.22,16.12,2.87,7.08
2018-08-10,27.58,23.38,10.05,27.59,9.35,6.04,32.33,13.696666666666664,17.93,5.69,7.25,12.13,2.8,4.4
2018-08-11,21.18,23.61,10.68,18.61,8.66,7.35,29.36,16.259999999999998,20.47,5.73,7.03,10.89,2.91,3.71
2018-08-12,25.26,16.83,9.82,14.86,9.78,6.15,29.65,18.82333333333333,21.28,5.52,6.98,9.92,2.98,2.78
2018-08-13,29.19,18.47,9.84,16.15,13.17,5.61,51.86,21.386666666666663,32.61,6.32,7.1,8.9,2.81,5.01
2018-08-14,30.74,20.8,10.57,14.03,18.35,8.16,41.33,23.95,25.81,9.76,6.98,8.62,2.91,3.99
2018-08-15,27.87,17.91,10.01,9.88,18.09,4.1,22.18,17.15,19.895,9.59,6.93,9.58,2.85,3.13
2018-08-16,12.25,14.92,9.68,18.67,9.27,3.77,23.83,20.6,13.98,7.73,6.89,8.99,2.86,3.77
2018-08-17,18.31,16.77,10.49,18.25,8.79,4.25,22.59,23.72,12.56,7.37,7.13,6.91,2.78,3.02
2018-08-18,26.43,15.73,9.64,12.87,10.93,4.16,38.72,14.58,14.69,7.22,7.4,8.43,2.93,2.71
2018-08-19,30.33,13.99,9.68,18.92,11.13,11.75,19.38,18.76,10.04,7.16,7.43,16.21,2.92,1.36
2018-08-20,24.01,19.12,10.28,23.17,10.61,5.97,27.91,21.7,15.32,9.14,7.03,20.09,2.8,6.49
2018-08-21,29.28,18.5,9.5,11.76,10.83,5.47,21.28,10.68,14.68,13.48,7.31,12.06,2.95,5.81
2018-08-22,30.95,19.51,9.25,14.93,9.94,6.19,15.84,11.32,12.31,14.16,7.01,13.49,2.91,1.7
2018-08-23,30.68,22.31,9.48,15.41,11.84,6.62,24.62,6.36,9.39,12.46,6.99,14.49,2.78,3.08
2018-08-24,34.28,22.92,10.19,17.54,11.49,5.88,28.22,8.89,13.435,14.88,6.96,13.38,2.97,4.78
2018-08-25,36.15,24.38,9.56,14.99,9.89,7.06,28.19,6.74,17.48,32.86333333333333,6.99,14.17,3.01,5.2
2018-08-26,31.19,21.34,9.18,9.89,11.5,5.98,20.01,4.22,26.98,50.84666666666666,6.7,10.4,2.97,3.3
2018-08-27,33.12,25.62,9.64,10.67,13.04,9.65,27.97,16.69,36.48,68.83,7.02,15.81,2.88,4.73
2018-08-28,26.74,20.83,10.57,14.65,10.05,6.63,24.68,15.2,13.79,15.11,7.12,10.68,3.02,6.66
2018-08-29,26.37,16.42,12.06,15.31,11.48,6.11,22.17,14.87,10.11,12.38,7.22,10.62,2.93,4.52
2018-08-30,33.34,22.69,10.67,21.4,13.04,7.02,38.1,28.45,6.23,11.03,7.13,10.82,2.93,6.68
2018-08-31,41.0,24.42,10.65,13.54,9.7,6.2,31.38,12.93,31.93,11.92,8.54,9.76,2.8,3.56
2018-09-01,35.18,18.31,11.66,19.47,8.14,6.01,25.88,24.7,30.83,15.86,7.02,12.87,2.94,4.63
2018-09-02,28.47,16.09,9.99,20.91,7.44,7.14,15.41,5.11,12.03,12.55,6.96,13.13,2.93,7.16
2018-09-03,30.815,24.51,9.72,17.6,9.59,7.38,23.99,15.74,11.0,18.56,7.17,13.19,2.89,12.19
2018-09-04,33.16,21.82,9.69,34.09,10.46,7.58,15.63,14.31,12.18,21.61,7.09,14.66,2.97,9.81
2018-09-05,26.8,19.25,9.59,21.85,7.74,5.13,27.25,24.5,15.02,12.35,7.1,13.25,2.8,5.45
2018-09-06,28.37,20.52,9.47,28.45,10.39,4.74,20.69,25.56,18.2,11.14,7.16,13.32,2.92,6.01
2018-09-07,24.39,20.06,10.31,30.95,8.23,5.01,20.27,32.82,16.49,9.57,7.07,14.52,2.88,9.49
2018-09-08,34.43,9.29,9.96,17.48,7.69,4.94,18.26,34.87,10.82,10.26,7.21,11.65,3.0,11.58
2018-09-09,40.34,9.72,9.27,10.53,7.78,9.53,11.31,18.3,13.02,10.88,,10.08,2.94,12.115
2018-09-10,43.81,8.51,10.4,15.56,7.65,6.64,6.16,29.71,9.82,10.47,,13.01,2.88,12.65
2018-09-11,32.15,12.1,10.09,19.0,8.25,7.83,9.91,23.27,15.0,15.68,,15.68,2.95,10.44
2018-09-12,26.67,16.57,10.67,17.17,9.98,10.31,7.38,21.85,9.97,17.18,,13.38,2.9,4.78
2018-09-13,29.17,14.04,9.82,19.96,9.17,11.55,16.06,21.27,5.32,14.76,,9.76,2.98,2.56
2018-09-14,31.54,14.95,9.42,20.52,11.38,5.8,12.1,18.06,12.39,15.63,,9.96,2.87,3.85
2018-09-15,33.85,15.31,9.91,26.65,6.95,6.25,26.69,15.623333333333331,18.31,15.74,,11.74,2.8,2.6
2018-09-16,32.1,26.3,9.73,21.14,7.05,8.74,10.71,13.186666666666667,10.63,15.74,,8.63,3.04,4.89
2018-09-17,34.65,23.91,14.5,22.25,6.35,4.05,10.04,10.75,9.87,15.24,,8.48,2.77,7.18
2018-09-18,29.08,17.97,13.53,15.0,6.59,5.07,12.18,9.1,10.84,15.55,,12.96,2.88,3.73
2018-09-19,22.79,12.96,14.67,26.29,9.81,6.3,18.8,19.52,12.96,15.34,,13.52,2.74,4.16
2018-09-20,38.95,28.53,15.03,28.51,9.83,3.8,30.0,33.08,16.14,14.89,,8.51,2.89,3.61
2018-09-21,23.11,15.97,10.95,11.6,6.36,5.26,17.15,13.59,7.22,14.78,,6.15,2.92,2.84
2018-09-22,23.36,21.53,10.07,10.07,7.13,3.66,21.93,11.43,7.7,15.34,,7.65,2.77,3.45
2018-09-23,22.46,13.19,9.81,7.37,7.6,3.76,10.62,9.11,17.9,18.2,,5.87,2.88,3.1
2018-09-24,25.94,16.43,11.02,14.91,9.22,7.01,10.89,17.03,15.92,5.52,6.55,14.5,2.69,6.24
2018-09-25,27.35,19.45,11.18,20.54,9.92,10.7,11.5,12.54,10.51,6.39,,22.33,2.64,8.3
2018-09-26,24.68,12.51,11.06,31.86,6.97,19.37,4.92,13.67,16.91,5.0,,22.32,2.91,8.17
2018-09-27,20.32,13.98,10.21,66.23,8.42,7.32,7.31,73.61,16.21,5.79,,30.58,2.86,6.87
2018-09-28,40.29,13.23,11.25,86.96,8.1,12.36,9.03,84.91,14.94,10.47,,42.62,2.9,9.61
2018-09-29,42.91,13.34,11.08,61.52,7.27,18.14,6.11,67.31,20.98,13.44,,42.3,2.83,15.55
2018-09-30,42.88,13.1,11.14,20.83,6.17,17.39,3.77,19.59,19.75,12.2,,18.51,2.82,10.61
2018-10-01,59.21,14.5,11.97,30.83,6.62,6.21,4.21,24.34,8.21,10.65,,25.54,2.86,6.59
2018-10-02,26.73,11.08,11.63,31.9,8.5,8.25,4.09,32.48,13.61,10.67,,40.85,2.76,20.22
2018-10-03,15.84,12.05,10.88,39.9,10.28,5.25,5.49,35.03,13.19,10.62,6.72,18.0,3.05,8.07
2018-10-04,12.95,16.7,14.36,40.37,18.92,6.61,6.0,48.64,15.72,12.77,7.09,11.02,2.78,7.63
2018-10-05,4.5,15.24,17.31,65.84,15.53,5.91,9.27,47.53,22.65,11.02,7.13,13.33,2.8,6.94
2018-10-06,30.71,14.33,14.62,44.04,18.05,7.79,6.51,45.18,18.59,12.69,7.02,22.36,2.8,8.38
