Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2018-10-07,32.81,13.17,12.76,39.4,12.53,5.65,6.29,46.91,5.47,11.01,6.56,14.2,2.82,11.84
2018-10-08,34.89,12.11,13.24,37.87,21.02,6.46,11.43,33.51,4.5,10.98,7.14,17.76,2.7,14.4
2018-10-09,34.65,14.75,12.17,31.79,10.32,8.4,16.12,9.61,5.03,12.7,7.26,33.36,2.74,22.45
2018-10-10,46.02,18.56,13.47,23.75,8.72,7.83,18.64,13.37,9.86,15.73,7.22,17.1,2.77,5.52
2018-10-11,33.97,30.58,10.88,14.93,7.96,5.23,27.22,9.56,14.88,22.22,7.02,9.91,2.64,3.63
2018-10-12,44.47,30.12,9.52,29.52,11.01,6.33,30.24,11.78,10.23,28.01,7.26,13.2,2.96,4.32
2018-10-13,25.15,23.04,9.2,54.11,8.45,13.85,16.16,18.27,6.53,27.51,7.44,11.34,2.98,5.83
2018-10-14,19.73,6.99,9.93,36.38,7.02,6.53,7.06,12.72,14.0,25.75,7.22,11.34,2.91,4.9
2018-10-15,23.16,9.88,9.23,50.19,8.21,4.47,8.62,7.39,18.38,18.97,7.055,34.26,2.87,8.26
2018-10-16,28.2,10.95,10.8,84.92,16.77,6.11,5.51,4.85,13.28,12.31,6.89,46.41,2.77,10.35
2018-10-17,29.19,14.07,12.34,67.3,15.76,6.99,12.36,46.65,9.11,14.24,6.79,52.28,2.79,6.04
2018-10-18,26.76,14.0,12.48,100.87,27.57,6.18,34.98,73.25,22.33,15.1,7.13,43.71,2.9,6.378
2018-10-19,18.18,9.89,13.75,40.85,23.5,9.66,23.19,10.98,9.88,16.77,7.23,20.04,2.98,6.716
2018-10-20,27.99,10.61,13.49,37.49,23.35,8.23,7.74,31.54,9.8,17.65,6.92,19.95,2.86,7.054
2018-10-21,94.41,14.12,10.73,49.17,15.52,6.33,9.46,17.62,18.6,23.68,6.97,7.04,2.99,7.392
2018-10-22,112.71,20.84,12.38,49.3,15.99,10.4,14.42,18.57,11.74,31.6,7.06,27.39,3.11,7.73
2018-10-23,81.12,23.55,12.45,65.36,10.34,5.57,12.78,76.36,20.04,25.22,6.9,19.57,3.1,11.55
2018-10-24,34.72,19.33,13.08,103.62,42.64,5.09,9.5,68.66,19.84,25.79,6.99,29.87,3.08,4.41
2018-10-25,51.7,17.54,11.23,97.53,54.51,8.06,20.53,69.9,28.48,35.32,6.87,23.33,3.05,4.1
2018-10-26,30.47,14.97,10.48,114.02,52.26,6.28,26.49,130.58,4.02,31.86,6.86,11.61,3.18,9.84
2018-10-27,90.96,15.66,10.49,123.46,56.42,13.24,37.13,155.9,12.52,31.37,7.28,15.15,3.17,1.79
2018-10-28,34.06,15.03,9.19,81.11,38.15,10.74,19.56,59.94,3.41,33.67,7.09,13.14,3.25,1.52
2018-10-29,18.59,26.17,8.86,84.12,101.1,4.14,18.98,51.47,3.57,31.74,7.14,19.73,3.21,1.38
2018-10-30,26.91,31.63,9.26,98.5,87.2,5.54,17.72,83.44,3.66,23.42,6.83,22.04,3.4,1.23
2018-10-31,24.13,16.33,12.78,99.9,46.72,8.65,21.81,79.5,3.69,27.24,7.55,17.36,3.12,1.24
2018-11-01,48.7,16.9,13.25,106.68,68.11,9.71,30.27,87.83,3.75,23.71,7.42,39.0,2.85,5.59
2018-11-02,49.94,12.79,11.29,57.41,81.63,8.83,19.71,32.13,4.36,20.17,7.69,65.05,2.78,9.13
2018-11-03,68.97,11.8,9.47,21.22,29.6,6.81,16.1,22.84,4.44,22.89,7.91,43.49,2.93,4.68
2018-11-04,44.04,9.14,10.83,14.18,12.0,4.85,22.08,29.12,3.68,29.63,7.98,14.27,2.8,4.6
2018-11-05,43.47,11.81,12.3,26.22,10.9,5.38,30.69,26.46,10.19,20.97,7.58,19.13,2.78,20.4
2018-11-06,37.42,11.41,13.88,23.48,10.08,5.82,10.64,25.33,28.77,25.7,7.71,25.57,2.91,20.42
2018-11-07,59.53,11.01,14.79,30.57,25.03,4.8,16.79,37.39,27.33,34.67,7.18,41.43,5.14,11.5
2018-11-08,93.31,14.54,11.95,89.1,24.17,3.82,9.34,82.89,25.58,29.06,7.03,33.54,5.07,5.87
2018-11-09,70.6,11.58,11.44,89.45,35.78,4.45,8.23,90.85,13.22,32.1,9.8,62.22,5.88,20.08
2018-11-10,38.01,14.78,11.21,99.32,47.14,4.22,9.62,75.93,14.16,33.43,7.44,50.0,4.57,16.11
2018-11-11,65.62,16.45,10.61,91.92,32.25,4.84,8.86,55.3,3.14,30.03,7.23,25.95,3.99,15.11
2018-11-12,79.42,32.73,10.36,75.93,59.74,7.17,7.51,80.05,4.08,29.16,7.18,55.58,4.32,14.25
2018-11-13,77.55,25.65,11.08,85.28,94.34,10.08,6.32,57.37,3.58,29.69,6.69,83.87,4.23,22.55
2018-11-14,41.62,40.06,9.62,41.75,36.19,10.49,9.03,30.64,3.42,28.13,7.45,13.73,4.22,15.11
2018-11-15,33.47,21.57,9.26,29.85,30.07,9.82,22.27,28.51,3.29,15.73,6.84,21.54,3.87,6.56
2018-11-16,44.07,11.77,9.44,19.55,13.23,7.78,9.64,24.03,3.34,24.72,6.97,15.07,3.62,15.32
2018-11-17,68.52,7.31,11.09,38.85,9.46,6.46,7.36,37.35,7.95,27.67,7.1,46.15,3.56,13.93
2018-11-18,108.81,9.24,12.3,68.53,37.51,7.14,19.84,79.49,10.89,27.31,7.229999999999999,15.19,3.27,14.56
2018-11-19,90.33,13.0,10.28,18.31,46.98,5.61,39.28,26.71,3.41,21.63,7.359999999999999,15.81,4.39,5.44
2018-11-20,88.34,15.66,9.43,53.4,70.41,7.09,23.43,28.25,4.15,18.8,7.49,30.79,4.62,3.87
2018-11-21,115.87,11.66,9.54,54.16,40.37,5.82,28.63,34.09,,19.47,7.26,25.94,4.21,3.59
2018-11-22,57.16,13.98,11.59,91.36,26.53,4.81,31.34,89.87,,26.15,7.03,8.89,3.94,5.92
2018-11-23,39.47,16.08,10.19,77.16,18.07,7.22,16.91,55.28,,18.97,6.99,13.08,4.03,11.95
2018-11-24,34.52,11.24,10.97,26.91,18.76,8.56,13.39,38.68,,21.0,6.92,26.61,4.72,2.74
2018-11-25,25.76,7.46,10.69,59.31,30.49,4.95,16.19,72.64,,25.88,6.98,74.39,3.54,5.87
2018-11-26,16.91,7.78,11.61,94.45,64.45,5.59,38.96,94.55,,24.13,7.42,27.15,4.16,9.11
2018-11-27,11.7,19.16,11.48,152.0,102.18,6.32,24.01,123.11,,26.61,7.97,7.75,4.21,19.47
2018-11-28,8.69,10.19,10.68,120.37,76.89,6.86,36.53,67.08,,23.81,7.68,7.44,4.58,4.73
2018-11-29,32.82,11.35,9.87,101.42,33.98,11.19,27.69,62.96,,26.81,7.45,23.35,4.98,3.64
2018-11-30,28.91,10.45,10.57,62.12,11.53,7.06,16.81,47.34,3.02,25.09,7.14,72.64,5.96,6.73
2018-12-01,42.1,12.57,11.52,68.71,27.99,6.95,10.89,70.22,6.39,29.56,7.32,72.67,5.7,10.69
2018-12-02,28.26,9.29,9.79,131.08,81.1,7.24,14.59,118.9,5.483333333333333,28.89,7.3,34.49,4.45,3.58
2018-12-03,25.92,11.16,10.09,120.66,25.45,5.43,34.03,81.22,4.576666666666667,28.33,7.09,38.83,4.62,4.54
2018-12-04,31.36,15.31,10.71,140.77,44.75,6.32,58.22,89.61,3.67,21.75,7.15,29.9,4.56,4.09
2018-12-05,28.4,13.6,11.82,121.66,23.29,3.28,32.86,66.62,4.41,27.29,7.18,41.53,5.7,4.32
2018-12-06,37.47,13.52,10.65,136.49,23.94,5.26,18.95,87.11,3.87,40.56,7.23,38.9,5.34,4.57
2018-12-07,30.29,16.07,10.88,85.29,21.81,3.74,10.49,63.19,3.89,29.04,6.65,26.41,5.18,4.45
2018-12-08,11.02,9.36,8.91,85.16,33.39,4.44,21.37,72.52,3.66,34.65,6.966666666666667,28.55,4.44,5.15
2018-12-09,32.21,5.87,8.72,103.19,53.07,4.34,22.99,93.83,4.31,35.13,7.283333333333333,36.81,3.84,4.42
2018-12-10,57.51,9.79,9.63,89.36,156.78,4.06,33.38,52.9,4.12,36.59,7.6,37.62,3.6,5.85
2018-12-11,60.28,12.13,10.78,93.61,37.45,4.87,45.55,8.08,4.14,35.43,7.4,15.57,2.99,5.59
2018-12-12,41.8,11.17,14.93,56.21,33.87,3.74,47.87,27.39,4.28,32.68,7.53,7.38,2.95,5.46
2018-12-13,14.87,10.53,11.78,35.89,12.38,3.87,37.09,11.18,4.34,35.57,7.23,10.7,2.89,6.68
2018-12-14,7.45,12.96,10.47,39.15,11.3,4.96,18.0,17.5,4.29,25.34,7.23,9.44,3.11,5.37
2018-12-15,7.23,15.51,8.19,30.33,10.98,4.81,12.24,31.7,4.05,23.99,7.06,14.33,2.97,3.33
2018-12-16,6.99,13.08,8.6,42.76,41.75,4.2,13.49,36.71,4.65,24.1,7.12,20.73,3.5,3.6
2018-12-17,7.67,39.83,9.28,70.9,35.11,3.61,12.92,68.47,4.73,24.94,6.75,8.87,3.26,2.0
2018-12-18,26.3,60.14,10.86,55.86,26.41,5.64,12.23,19.36,11.44,30.79,6.8,23.73,2.76,2.2
2018-12-19,46.84,15.76,8.89,61.91,12.15,6.1,27.48,49.07,5.11,35.66,7.41,61.85,2.79,4.77
2018-12-20,56.46,11.87,9.6,114.21,10.78,10.97,14.22,124.65,5.77,33.91,7.59,96.56,2.73,9.24
2018-12-21,46.89,22.16,9.16,74.98,12.21,6.18,10.97,110.23,4.81,32.79,7.06,89.82,2.67,6.61
2018-12-22,89.19,12.09,8.72,85.55,60.02,5.48,20.03,179.36,4.38,30.94,6.7,25.48,2.73,3.65
2018-12-23,45.76,9.1,9.86,112.95,31.19,5.23,10.48,118.37,4.27,27.1,6.595000000000001,11.3,2.76,2.86
2018-12-24,11.61,10.4,8.74,123.73,14.77,3.25,7.14,190.51,9.4,24.99,6.49,19.03,2.78,5.55
2018-12-25,12.74,10.72,10.29,45.37,12.58,3.91,6.74,28.74,18.6,22.67,7.11,18.09,2.63,13.43
2018-12-26,23.18,10.07,9.95,59.69,18.71,5.14,16.2,73.38,32.54,23.65,7.73,51.18,2.66,12.45
2018-12-27,86.91,12.41,11.01,110.91,12.88,7.16,12.3,70.99,31.43,26.59,7.21,60.48,2.65,5.44
2018-12-28,63.43,9.44,10.69,39.19,8.28,6.93,23.84,24.86,10.12,25.57,6.96,42.03,2.63,13.43
2018-12-29,16.94,11.15,11.31,74.28,17.8,6.88,62.72,60.02,3.76,35.3,7.21,52.53,2.61,5.44
2018-12-30,17.63,8.74,9.06,127.84,41.93,7.93,38.91,124.47,2.04,30.13,7.05,60.72,2.66,4.57
2018-12-31,71.11,15.48,7.58,105.28,40.06,10.12,40.82,100.31,21.63,31.71,7.07,67.39,2.65,4.24
2019-01-01,63.03,14.75,6.07,92.04,45.79,15.13,32.51,100.38,24.58,21.66,7.11,70.73,2.79,6.56
2019-01-02,59.56,12.94,6.1,101.08,107.42,19.02,57.56,54.52,16.21,38.64,7.8,63.37,2.51,13.93
2019-01-03,119.68,16.74,6.48,77.92,18.21,17.18,29.39,57.78,25.44,31.86,7.83,26.38,2.69,35.59
2019-01-04,57.92,17.37,7.23,47.83,47.54,13.81,48.86,35.53,30.48,30.01,7.5,18.83,2.84,9.48
2019-01-05,63.86,15.87,7.77,64.97,55.4,7.3,85.64,33.49,3.06,26.76,8.1,6.08,2.82,6.73
2019-01-06,40.16,9.68,8.24,28.3,9.71,6.07,27.86,31.46,12.3,27.74,7.71,6.27,2.64,9.63
2019-01-07,8.16,15.59,7.24,49.0,27.44,11.3,19.54,16.41,17.85,25.4,7.72,7.92,2.71,17.24
2019-01-08,13.83,19.73,8.56,31.32,11.32,14.97,7.39,15.18,41.81,22.75,10.2,18.65,2.57,36.87
2019-01-09,26.24,17.76,7.21,26.14,8.26,18.53,6.93,12.37,29.95,16.81,9.85,13.01,2.58,12.68
2019-01-10,32.14,12.78,9.15,54.31,34.17,9.06,27.56,40.29,17.84,19.81,10.29,17.36,2.57,14.96
2019-01-11,42.44,14.65,8.0,118.55,46.48,3.95,33.09,95.96,3.3,25.14,10.72,9.32,2.49,11.17
2019-01-12,53.08,14.05,7.11,117.23,47.93,3.45,58.83,98.61,17.74,22.07,10.9,15.41,2.44,5.83
2019-01-13,63.2,10.6,6.7,64.96,49.66,3.27,26.42,40.47,14.84,33.82,10.77,7.97,2.49,4.86
2019-01-14,9.04,14.18,5.55,18.5,9.43,3.09,5.5,11.92,20.25,24.32,9.95,8.51,2.6,2.91
2019-01-15,6.96,16.17,5.4,36.34,11.95,3.24,17.7,23.74,18.07,25.43,9.72,38.8,2.58,5.68
2019-01-16,101.89,10.64,5.7,108.12,41.62,4.44,24.82,117.84,2.43,30.51,10.03,36.69,2.42,3.49
2019-01-17,96.21,15.74,5.84,108.96,41.15,7.91,21.95,74.5,5.7,24.63,9.99,22.37,2.51,3.46
2019-01-18,48.24,7.81,5.99,56.97,12.42,5.36,13.85,36.06,16.19,17.31,9.97,30.4,2.84,5.64
2019-01-19,32.68,7.41,6.01,100.7,12.04,4.02,15.63,97.68,26.37,17.77,9.92,29.64,2.54,13.44
2019-01-20,49.43,5.69,5.22,158.63,43.44,6.89,20.84,84.84,35.02,19.33,9.82,15.12,2.23,17.23
2019-01-21,78.38,6.26,5.98,58.34,50.93,4.63,51.71,22.94,20.65,18.18,10.16,7.73,1.12,7.53
2019-01-22,26.17,18.68,6.12,14.1,11.12,5.79,48.09,31.98,20.44,19.78,9.92,14.09,1.13,20.01
2019-01-23,40.08,11.95,6.02,55.53,13.12,2.98,62.02,23.99,34.77,17.8,9.72,12.34,1.02,4.15
2019-01-24,18.26,7.08,5.66,37.42,55.18,4.03,57.97,20.8,32.41,14.74,9.51,8.28,1.08,6.36
2019-01-25,11.03,7.16,6.76,16.96,66.45,2.97,54.13,11.3,52.11,16.16,9.54,26.87,0.97,3.87
2019-01-26,16.22,7.25,5.23,15.3,13.4,3.29,15.48,11.23,14.33,16.8,9.44,48.46,0.93,2.65
2019-01-27,18.13,5.89,5.53,19.78,9.48,6.08,6.96,9.49,2.37,13.76,9.67,9.61,0.92,2.38
2019-01-28,22.56,7.95,5.36,22.97,10.66,5.27,8.21,21.68,6.2,14.92,9.53,14.48,0.99,5.29
2019-01-29,16.1,9.41,5.37,33.51,11.53,5.12,5.43,22.64,5.36,16.31,9.69,12.43,0.97,5.5
2019-01-30,34.37,12.46,5.41,61.02,30.56,4.74,9.29,59.44,2.97,19.24,10.25,14.06,0.95,5.98
2019-01-31,37.91,8.55,5.7,72.47,82.8,5.22,68.88,58.67,2.8,16.11,10.15,8.7,0.95,5.14
2019-02-01,17.85,9.15,5.66,23.24,37.03,3.97,82.01,24.69,11.78,11.47,10.34,10.52,0.95,5.4
2019-02-02,13.12,9.15,5.49,17.57,17.09,3.93,23.97,17.74,36.94,11.01,9.58,11.43,0.99,29.13
2019-02-03,11.01,6.69,5.43,20.77,5.77,3.47,9.5,18.18,28.37,15.4,9.73,13.55,0.96,6.08
2019-02-04,46.91,9.19,5.28,53.8,6.42,3.44,10.45,47.21,6.02,18.46,9.56,12.61,0.93,3.04
2019-02-05,61.13,6.98,5.38,122.8,35.74,3.35,10.21,21.7,40.38,18.18,9.13,13.24,1.21,13.08
2019-02-06,9.02,10.06,6.33,39.1,53.57,4.64,13.27,18.87,53.82,16.11,9.51,14.61,1.0,15.23
2019-02-07,10.62,6.9,5.92,12.05,7.24,2.62,15.53,13.39,58.1,15.23,9.59,13.66,1.03,7.69
2019-02-08,10.13,5.51,5.83,31.23,14.7,8.67,7.71,34.79,41.61,11.87,9.6,12.04,0.98,2.61
2019-02-09,15.39,11.64,5.63,22.67,7.51,7.5,25.85,32.67,12.42,12.28,9.27,15.67,0.96,6.38
2019-02-10,20.48,9.95,5.81,47.91,6.51,3.61,18.66,54.58,4.18,14.04,9.42,19.94,1.01,1.02
2019-02-11,14.6,10.0,5.19,72.35,13.14,2.34,22.73,57.64,3.08,14.03,9.44,16.33,0.9,3.19
2019-02-12,50.93,8.75,4.77,74.17,38.2,3.96,52.38,85.69,3.32,16.61,9.67,14.2,0.9,4.03
2019-02-13,45.8,9.72,4.84,65.24,86.31,3.93,26.06,85.16,4.22,18.51,9.41,13.56,1.08,3.01
2019-02-14,19.59,11.4,4.91,27.78,74.04,5.08,15.33,15.09,30.85,19.34,9.61,14.43,0.87,15.49
2019-02-15,20.61,9.65,5.76,25.13,7.01,3.95,14.94,24.04,3.61,17.87,9.2,13.4,0.98,2.29
2019-02-16,32.07,21.59,5.62,17.27,6.56,8.06,9.05,18.63,24.49,16.61,9.14,13.32,0.9,2.59
2019-02-17,35.1,23.61,5.62,23.24,5.09,4.42,4.25,39.78,6.96,14.68,9.08,16.3,0.93,1.38
2019-02-18,28.68,29.45,5.61,32.98,15.17,10.09,24.49,68.04,12.68,13.04,9.01,14.52,0.92,7.55
2019-02-19,17.55,8.09,5.63,40.67,31.16,4.0,48.15,36.57,6.19,11.04,9.64,13.28,0.91,8.59
2019-02-20,64.13,9.18,7.43,38.46,32.13,4.53,15.93,12.36,17.41,12.33,9.6,13.38,0.92,7.19
2019-02-21,8.83,14.06,6.14,46.44,32.56,4.07,19.26,10.3,24.02,16.52,9.87,12.99,0.99,18.66
2019-02-22,16.2,17.28,6.23,25.55,17.09,4.93,18.53,5.97,10.35,15.11,10.04,12.19,1.02,26.53
2019-02-23,12.42,23.78,8.62,11.62,4.57,4.92,6.53,7.38,11.2,12.45,9.3,12.59,0.95,43.76
2019-02-24,56.57,19.87,8.53,19.34,5.11,4.04,4.57,9.49,14.69,12.75,8.94,13.14,0.91,18.77
2019-02-25,42.41,23.3,5.93,35.85,18.89,2.39,15.17,22.07,16.54,12.67,9.25,13.83,0.9,3.59
2019-02-26,13.19,17.94,6.87,24.36,6.3,5.65,32.56,12.04,8.1,8.77,9.09,11.79,0.91,3.89
2019-02-27,12.26,10.11,6.01,14.25,5.76,5.27,28.22,11.01,7.046666666666667,6.31,8.95,12.44,0.92,2.82
2019-02-28,14.07,12.67,8.18,40.92,4.38,3.77,18.64,23.18,5.993333333333334,6.09,9.03,12.34,0.89,3.23
2019-03-01,14.18,13.52,5.26,37.55,11.59,5.27,22.75,12.3,4.94,10.4,9.64,8.54,1.02,2.49
2019-03-02,9.25,6.74,9.14,40.68,12.13,4.5,40.44,16.06,5.49,9.33,9.4,7.98,0.96,2.9
2019-03-03,15.88,7.87,10.81,20.21,10.01,3.83,19.04,11.76,9.16,10.75,9.2,7.7,0.97,5.46
2019-03-04,9.85,5.02,7.49,49.62,6.74,3.81,9.39,25.41,9.33,8.52,9.12,8.05,0.8,2.9
2019-03-05,12.69,12.78,28.01,18.77,8.24,4.66,9.99,10.29,11.92,12.44,9.27,7.97,0.9,3.11
2019-03-06,23.56,23.55,9.84,32.02,6.6,6.31,7.12,15.69,10.3,13.2,9.32,20.05,0.92,2.37
2019-03-07,34.47,41.22,22.45,55.04,16.81,9.08,5.51,21.31,7.01,11.29,9.32,12.65,0.77,1.68
2019-03-08,48.38,25.8,10.75,38.94,10.09,4.56,7.38,20.85,16.0,7.37,9.14,6.54,0.93,2.15
2019-03-09,29.23,6.55,22.03,20.1,8.29,5.08,12.53,16.76,26.94,56.64,9.29,6.42,0.9,2.82
2019-03-10,10.66,3.31,43.34,20.28,9.14,5.39,12.75,9.38,18.0,11.1,9.58,6.21,0.91,4.02
2019-03-11,17.55,4.31,13.69,27.71,14.21,5.19,11.42,17.9,16.6,11.26,9.34,7.53,0.9,2.6
2019-03-12,34.49,6.44,28.37,14.64,9.55,4.43,11.56,12.78,15.16,12.21,9.54,7.0,0.93,5.03
2019-03-13,15.24,9.24,19.61,31.0,7.89,3.02,7.01,11.32,11.91,19.65,10.07,7.53,0.86,4.4
2019-03-14,10.75,8.61,14.37,45.43,9.58,3.87,5.62,16.62,20.49,12.11,9.16,8.87,0.88,14.09
2019-03-15,26.15,8.41,18.81,30.36,5.23,4.66,14.53,9.92,10.54,11.8,9.08,11.72,1.05,6.29
2019-03-16,17.21,12.34,25.6,15.28,5.43,3.66,18.47,12.34,5.96,11.74,9.25,12.25,0.95,4.18
2019-03-17,12.67,8.28,13.92,26.28,4.23,3.61,13.48,6.91,12.83,10.84,8.98,14.85,0.87,6.5
2019-03-18,18.21,5.41,31.9,30.43,5.67,3.39,19.72,7.34,8.63,12.84,9.21,15.64,0.84,7.47
2019-03-19,80.16,6.67,17.13,43.9,4.76,3.75,16.98,7.41,13.28,18.58,9.21,16.44,0.93,2.18
2019-03-20,13.65,6.79,11.41,37.34,10.26,7.42,23.58,7.21,6.94,11.71,9.2,16.73,0.89,2.04
2019-03-21,24.16,5.97,5.73,20.46,6.94,2.57,66.28,19.07,10.06,12.13,8.91,8.37,0.91,1.13
2019-03-22,43.21,7.16,6.95,13.54,4.43,2.47,4.61,6.62,16.25,11.88,9.26,9.42,0.9,2.86
2019-03-23,41.7,6.71,12.15,8.76,4.54,3.68,4.84,13.08,12.4,10.36,8.89,10.22,0.82,9.37
2019-03-24,26.17,5.81,18.14,12.55,5.39,3.99,4.24,5.47,15.64,10.08,9.07,10.27,0.77,2.41
2019-03-25,20.95,8.2,17.24,11.9,9.7,4.11,12.87,5.83,15.7,10.05,9.02,10.33,0.91,2.89
2019-03-26,15.64,10.0,20.5,16.61,8.44,5.91,25.56,5.28,13.33,12.44,9.17,12.23,0.87,3.09
2019-03-27,54.2,12.4,7.09,26.56,7.68,4.51,7.58,6.11,12.35,24.35,9.14,27.07,1.04,2.23
2019-03-28,61.37,14.08,8.82,55.47,14.37,3.57,13.51,6.05,9.58,20.67,9.13,27.5,0.91,3.41
2019-03-29,50.0,11.08,7.99,62.67,22.04,5.28,33.94,7.9,9.63,15.57,9.14,28.93,0.93,2.56
2019-03-30,33.94,10.17,9.58,38.68,21.63,3.97,15.15,12.71,15.62,9.9,9.686666666666667,15.25,0.88,1.74
2019-03-31,11.84,6.77,6.29,15.14,12.99,2.93,5.83,8.72,18.2,11.09,10.233333333333334,10.34,0.84,1.11
2019-04-01,16.25,11.03,6.55,11.3,9.27,5.39,16.17,7.49,8.31,39.15,10.78,14.05,0.9,1.55
2019-04-02,36.74,21.63,6.38,29.38,8.68,4.29,28.25,7.6,11.85,85.38,9.1,18.82,0.86,1.54
2019-04-03,47.6,13.21,6.33,30.83,11.21,4.55,19.08,14.26,13.6,87.13,9.05,14.2,0.88,1.4
2019-04-04,20.27,9.22,6.22,53.23,10.52,4.71,10.11,7.89,20.57,23.01,9.04,30.74,0.9,3.77
2019-04-05,23.05,13.01,6.05,61.96,10.29,2.63,8.82,11.6,21.08,26.32,8.91,19.58,1.02,3.12
2019-04-06,21.56,7.85,5.77,29.62,9.08,5.95,20.33,48.74,13.85,9.8,9.05,12.16,0.84,2.2
2019-04-07,24.47,7.95,5.7,31.7,8.61,3.5,12.0,45.7,8.02,9.91,8.96,10.66,0.83,1.42
2019-04-08,26.28,9.66,6.37,24.07,9.75,4.7,11.96,15.69,14.26,12.05,8.77,11.35,0.96,1.45
2019-04-09,19.53,9.09,10.12,33.85,12.86,6.5,8.94,46.99,19.81,13.6,9.05,12.65,0.87,1.56
2019-04-10,51.44,9.84,10.06,55.11,9.32,7.75,18.92,67.53,14.32,14.37,9.03,13.62,0.89,1.14
2019-04-11,65.1,9.52,9.88,29.03,10.02,3.62,12.74,78.05,17.39,16.13,8.84,12.67,0.78,0.46
2019-04-12,21.38,9.95,10.21,19.27,10.18,3.8,9.41,32.12,20.46,15.88,9.06,12.45,0.79,2.53
2019-04-13,20.83,7.1,10.39,15.35,6.79,3.97,7.24,10.22,14.48,15.38,9.14,10.08,2.7,2.4
2019-04-14,11.75,6.27,9.96,15.19,5.86,4.6,6.8,11.42,16.65,17.36,8.94,10.86,1.62,1.12
2019-04-15,29.7,8.34,7.58,29.69,7.0,3.48,8.09,11.19,20.1,15.45,8.97,11.6,1.62,1.94
2019-04-16,15.24,9.56,6.43,17.1,7.12,3.88,9.09,23.92,20.27,12.61,9.16,13.12,1.62,2.19
2019-04-17,9.19,11.81,6.34,9.73,6.66,3.07,6.19,23.53,15.75,12.33,8.95,13.75,1.56,2.19
2019-04-18,8.88,12.61,5.66,15.97,6.3,3.22,7.74,11.09,15.92,14.63,9.12,12.1,1.13,2.65
2019-04-19,10.74,6.84,11.08,26.94,5.91,2.92,5.44,13.02,10.03,17.41,8.92,13.46,1.48,3.35
2019-04-20,23.23,7.33,4.39,30.3,5.64,2.9,43.52,12.92,14.91,17.24,9.02,16.7,1.66,2.81
2019-04-21,60.25,6.37,6.18,44.24,8.42,2.78,60.76,13.24,20.55,17.26,8.82,17.67,1.53,1.48
2019-04-22,35.37,8.46,5.34,48.31,10.15,2.68,15.83,26.02,8.56,17.26,8.93,29.57,2.03,2.29
2019-04-23,27.88,7.76,7.77,56.94,5.82,6.98,12.12,17.9,10.22,17.26,8.93,40.36,1.56,8.38
2019-04-24,9.49,6.94,7.05,12.55,6.84,2.89,17.3,16.36,13.66,14.97,9.29,24.1,1.62,2.68
2019-04-25,19.17333333333333,8.23,6.06,9.48,9.95,4.14,9.98,15.75,14.93,14.29,9.16,15.89,1.54,4.67
2019-04-26,28.856666666666666,5.79,5.65,30.38,10.79,3.31,7.88,14.36,12.73,15.37,9.09,12.33,1.09,2.79
2019-04-27,38.54,7.59,5.86,15.19,6.07,4.83,9.27,14.29,12.22,15.37,8.95,12.02,1.2,1.97
2019-04-28,75.71,6.47,5.73,17.66,6.15,3.04,9.77,15.91,16.81,15.37,8.36,11.72,1.5,2.16
2019-04-29,11.92,6.84,5.94,33.17,7.66,3.67,18.4,14.23,14.16,19.03,7.97,13.5,1.06,2.1
2019-04-30,9.13,6.44,5.95,32.91,19.24,2.19,8.96,16.77,8.44,22.64,7.73,45.88,1.53,1.99
2019-05-01,23.43,7.54,5.19,35.18,8.31,2.86,7.04,16.74,4.75,18.09,7.95,50.58,1.48,2.87
2019-05-02,24.04,12.06,5.47,20.46,7.11,3.1,6.93,17.67,9.33,14.47,7.83,12.57,1.01,1.76
2019-05-03,13.77,8.56,7.84,25.52,7.95,1.46,7.81,17.73,10.9,14.47,7.83,18.37,1.65,3.54
2019-05-04,14.52,7.6,5.65,38.81,6.93,1.55,6.16,27.13,4.74,34.72,7.95,30.76,1.84,1.17
2019-05-05,19.4,6.9,4.96,39.94,7.88,3.4,7.04,20.41,6.93,103.44,7.63,36.14,1.62,1.12
2019-05-06,23.99,7.47,5.22,62.99,8.85,6.78,8.76,18.26,7.84,33.67,7.99,20.09,2.05,1.53
2019-05-07,12.69,10.42,5.84,79.63,11.2,13.86,11.78,20.31,11.34,33.11,8.06,21.43,2.11,1.14
2019-05-08,15.56,10.92,6.41,77.12,9.57,5.38,6.85,24.51,6.11,73.43,7.93,21.09,1.2,0.95
2019-05-09,11.8,17.94,7.28,34.13,7.27,7.03,26.69,15.98,8.18,24.93,7.89,13.19,1.45,1.4
2019-05-10,12.892,8.88,6.78,16.0,7.76,9.34,18.5,12.69,4.67,40.72,8.0,12.13,2.38,1.63
2019-05-11,13.984000000000002,6.49,56.45,14.21,7.72,1.98,21.66,18.44,5.63,13.96,8.11,11.48,1.41,1.74
2019-05-12,15.076000000000002,9.18,29.31,12.49,7.48,1.63,8.16,19.03,4.91,22.15,7.98,9.32,1.38,1.15
2019-05-13,16.168000000000003,5.34,22.78,19.85,7.58,2.28,7.37,33.96,7.54,10.98,7.9,10.7,1.09,1.82
2019-05-14,17.26,6.66,22.35,11.9,6.11,1.7,7.79,14.83,5.88,12.05,7.91,10.16,1.44,1.99
