Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Jaipur
10-12-2019,34.67,0.08,50.04,13.65,21.08,8.41,15.38
11-12-2019,27.87,0.05,69.03,13.67,12.16,9.08,18.84
12-12-2019,37.62,0.04,38.83,6.27,11.47,7.4,9.65
13-12-2019,33.42,0.63,16.19,1.55,6.4,4.69,8
14-12-2019,32.96,0.12,25.36,4.98,5.69,6.15,7.57
15-12-2019,31.51,0.06,21.24,3.93,3.42,6.44,7.4
16-12-2019,31.67,0.11,12.91,6.84,4.9,4.87,6.3
17-12-2019,32.27,0.07,14.12,4.62,9.42,4.89,14.88
18-12-2019,28.05,0.07,22.85,5.72,12.35,7.68,23.62
19-12-2019,27.12,0.03,34.52,7.28,5.65,7.4,18.13
20-12-2019,29.36,0.14,39.35,18.78,9.52,7.61,20.36
21-12-2019,31.23,0.14,30.95,28.7,6.8,7.54,18.74
22-12-2019,35.14,0.04,17.14,10.19,5.17,10.59,15.1
23-12-2019,40,0.2,23.78,9.99,6.71,8.66,23.8
24-12-2019,40.29,0.71,38.29,7.71,3.59,8.3,16.13
25-12-2019,12.55,0.75,22.52,9.08,2.35,1.49,19.06
26-12-2019,21.3,0.75,22.5,7.15,3.18,1.24,22.43
27-12-2019,41.25,0.54,32.86,8.64,3.52,1.02,23.82
28-12-2019,44.93,0.03,39.22,22.44,5.07,0.98,22.56
29-12-2019,23.56,0.03,33,12.94,4.6,0.87,24.67
30-12-2019,24.96,0,47.12,10.92,1.69,1.38,23.31
31-12-2019,27.59,0,38.4,35.48,1.91,1.74,15.8
01-01-2020,36.19,0.09,60.79,44.56,1.15,2.17,15.86
02-01-2020,34.36,0.05,73.11,34.33,1.55,3.16,16.51
03-01-2020,29.06,1.3,66.8,5.49,1.42,2.37,19.94
04-01-2020,35.36,0.11,48.18,11.06,2.84,1.24,23.9
05-01-2020,39.99,0,28.9,15.93,3.64,0.82,37.11
06-01-2020,5.39,0.07,31.1,27.11,2.94,1.15,19.35
07-01-2020,16.53,0.03,24.51,14.9,1.46,1.34,10.01
08-01-2020,15.86,0.03,22.67,8.51,1.32,1.47,10.53
09-01-2020,15.04,0,15.34,4.32,3.57,0.93,10.59
10-01-2020,16.79,0,24.75,8.41,4.03,0.86,12.28
11-01-2020,16.36,0.03,28.3,26.69,4.92,0.89,19.23
12-01-2020,16.7,0.03,39.19,44.71,3.21,0.94,21.63
13-01-2020,19.3,0.03,34.26,10.6,6.51,1.11,16.76
14-01-2020,19.47,0.06,23.78,17.73,2.26,1.25,9.08
15-01-2020,12.19,0.03,30.02,29.09,1.55,1.32,11.55
16-01-2020,1.15,0,30.42,4.61,1.26,1.42,5.98
17-01-2020,2.73,0.02,24.4,8.56,2.44,1.99,5.02
18-01-2020,1.65,0.11,29.24,16.62,1.61,4.42,4.6
19-01-2020,1.05,0.03,13.77,11.51,0.77,11.35,3.36
20-01-2020,1.37,0,19.39,6.93,0.99,8.97,4.75
21-01-2020,1.34,0.04,39.27,17.24,1.4,8.62,4.32
22-01-2020,1.31,0.03,36.98,16.38,1.29,7.86,4.42
23-01-2020,1.4,0,14.04,7.05,2.8,6.5,4.39
24-01-2020,1.55,0,15.38,10.72,3.09,5.48,5.85
25-01-2020,1.61,0,26.36,8.78,3.1,6.9,8.85
26-01-2020,1.37,0.03,33.9,8.45,2.77,7.2,10.65
27-01-2020,1.47,0.06,36.87,16.88,2.18,8.17,6.01
28-01-2020,1.34,0.03,18.44,8.33,2.23,8.6,9.56
29-01-2020,1.8,0.04,20.67,2.52,3.83,10.04,3.87
30-01-2020,2.12,0,19.83,3.06,2.88,9.71,5.08
31-01-2020,4.32,0,22.19,8.33,1.26,7.22,6.49
01-02-2020,2.24,0,26.67,5.1,0.64,7.65,8.18
02-02-2020,1.6,0,18.46,4.68,0.54,6.35,7.03
03-02-2020,1.64,0,27.09,8.32,0.92,6.95,8.53
04-02-2020,4.12,0,47.2,11.28,0.72,7.31,7.66
05-02-2020,4.91,0,27.58,4.78,0.77,7.8,6.24
06-02-2020,1.47,0.04,22.63,4,0.8,6.6,6.82
07-02-2020,2.81,0,31.93,3.8,0.42,7.7,6.22
08-02-2020,3.37,0.08,18.69,3.91,1.04,9.31,5.36
09-02-2020,1.56,0,17.47,5.77,1.5,7.46,8.29
10-02-2020,1.89,0,26.69,3.42,1.07,9.49,12.48
11-02-2020,2.29,0,40.82,5.13,0.9,8.46,8.73
12-02-2020,2.7,0,24.48,3.03,4.37,9.02,5.46
13-02-2020,1.72,0.04,16.55,2.65,9.64,12.38,14.1
14-02-2020,1.69,0.05,12.11,1.35,31.35,13.6,6.06
15-02-2020,1.54,0,17.62,4.54,29.6,8.9,12.24
16-02-2020,1.05,0.05,23.71,5.7,16.12,10.59,21.23
17-02-2020,1.4,0.02,30.58,3.32,11.19,14.05,23.25
18-02-2020,1.09,0.1,21.19,4.13,11.44,7.22,25.31
19-02-2020,1.14,0.12,37.24,6.89,8.41,6.95,26.38
20-02-2020,2.64,0.05,11.89,1.14,4.52,7.46,6.53
21-02-2020,1.1,0.08,20.21,0.72,4.01,9.37,4.25
22-02-2020,1,0,23.92,2.22,4.77,3.17,5.63
23-02-2020,1,0,27.78,27.51,3.62,0.44,4.81
24-02-2020,1.2,0,20.9,22.46,3.43,2.89,5.64
25-02-2020,1.4,0,18.7,7.69,4.73,7.5,7.5
26-02-2020,1.15,0,31.45,3.97,11.94,8.77,6.61
27-02-2020,0.92,0,22.27,9.79,10.68,9.32,8.87
28-02-2020,0.88,0,11.61,19.47,11.92,11.6,6.26
29-02-2020,1.01,0.02,15.56,23.41,8.26,9.36,3.84
01-03-2020,0.79,0.05,22.27,26.37,6.89,11.2,2.4
02-03-2020,1.36,0.07,37.92,28.9,9.2,8.53,3.57
03-03-2020,1.76,0.08,39.09,26.69,5.63,9.24,4.33
04-03-2020,1.53,0.11,28.32,41.16,8.69,6.29,7.92
05-03-2020,1.21,0.21,16.39,13.22,24.47,6.49,15.81
06-03-2020,1.85,0,14.94,7.12,7.51,3.68,22.56
07-03-2020,1.14,0,21.14,9.43,10.62,2.21,18.05
08-03-2020,1.11,0,35.85,12.44,6.78,4.45,24.02
09-03-2020,0.96,0.24,17.48,26.48,15.93,4.32,29.55
10-03-2020,1.53,0,15.58,17.98,7.31,5.04,26.55
11-03-2020,1.43,0,12.04,15.86,10.04,4.55,28.13
12-03-2020,1.15,0.03,19.69,11.01,17.29,7.75,24.66
13-03-2020,1.17,0,24.39,4.4,8.79,7.12,23.23
14-03-2020,3.09,0,17.98,13.23,11.43,6.75,21.62
15-03-2020,3.2,0,23.4,3.06,12.18,5.19,22.25
16-03-2020,2.81,0,20.26,13.42,9.98,5.2,27.14
17-03-2020,3.4,0,20.92,10.18,11.57,6.86,27.97
18-03-2020,3.03,0,28.9,23.57,7.24,5.5,30.98
19-03-2020,2.03,0,33.51,28.32,21.63,6.36,31.36
20-03-2020,1.98,0,36.83,54.62,10.16,6.31,24.59
21-03-2020,1.68,0.15,33.82,27.41,14.85,6.62,24.55
22-03-2020,1.48,0.61,21.43,8.55,22.98,6.97,24.92
23-03-2020,1.47,0.42,16.08,5.31,7.73,4.62,24.24
24-03-2020,0.95,0.36,16.24,9.06,5.44,5.41,29.42
25-03-2020,0.47,0.21,13.62,9.04,4.75,5.5,27.84
26-03-2020,0.38,0.16,8.88,2.53,7.17,5.14,16.93
27-03-2020,0.37,0.09,9.17,1.02,2.1,4.96,27.62
28-03-2020,1.15,0,9.76,2.84,2.93,3.88,27.32
29-03-2020,1.48,0,8.31,2.8,3.87,3.94,22.29
30-03-2020,0.88,0,9,3.01,5.76,3.92,22.78
31-03-2020,0.43,0,8.98,4.59,6.36,4.64,23.68
01-04-2020,0.46,0,9.17,4.31,8.69,5.29,23.03
02-04-2020,0.52,0.02,7.85,2.2,6.22,5.42,17.7
03-04-2020,0.46,0,8.6,3.83,7.82,4.42,18.28
04-04-2020,1,0,9.64,4.79,9.39,3.72,22.84
05-04-2020,2.53,0,12.38,5.93,4.52,3.41,23
06-04-2020,11.08,0,12.8,3.69,10.42,3.54,18.76
07-04-2020,7.2,0,9.13,4.49,5.02,4.09,20.76
08-04-2020,6.3,0,8.24,7.4,5.92,3.95,11.44
09-04-2020,5.16,0,7.52,3.18,15.08,4.2,7.87
10-04-2020,7.31,0,11.45,3.47,5.01,4.19,12.65
11-04-2020,8.55,0,11.18,8.59,7.4,4.52,10.05
12-04-2020,9.9,0,6.87,7.26,7.91,4.55,7.24
13-04-2020,17.99,0,9.62,11.96,2.5,3.88,13.81
14-04-2020,11.75,0,13.12,12.04,5.53,3.92,10.71
15-04-2020,8.98,0,11.89,10.94,4.23,3.56,12.14
16-04-2020,9.63,0,13.75,12.65,3.58,3.48,8.02
17-04-2020,9.27,0,7.79,17.28,4.45,3.64,8.87
18-04-2020,3.7,0,7.55,12.74,4.21,3.48,9.46
19-04-2020,2.29,0,9.46,10.89,8.07,3.85,6.65
20-04-2020,2.23,0.01,15.52,6.37,8.43,3.6,7.01
21-04-2020,2.26,0,8.92,3.63,9,3.37,7.39
22-04-2020,2.56,0,13.9,6.74,5.18,3.59,0.63
23-04-2020,2.59,0,17.19,9.93,13.7,4,0.44
24-04-2020,3.18,0,13.43,8.29,4.25,4.11,0.89
25-04-2020,4.3,0,8.55,6.71,12.8,3.65,0.18
26-04-2020,1.68,0,8.42,2.83,7.86,3.4,0.77
27-04-2020,2.14,0,6.39,3.53,9.49,3.22,0.3
28-04-2020,1.66,0,8.3,4.21,3.39,3.05,0.44
29-04-2020,1.36,0.03,13.02,2.69,4.17,1.24,0.26
30-04-2020,1.36,0,9.27,6.18,4.26,1.82,0.54
01-05-2020,1.93,0,11.92,3.2,7.93,1.67,0.65
02-05-2020,1.52,0,6.42,4.17,2.39,1.58,0.38
03-05-2020,1.47,0,7.51,3.08,14.96,1.83,0.35
04-05-2020,1.19,0,9.98,7.3,3.59,1.32,0.36
05-05-2020,1.18,0,14.92,6.62,8.28,1.91,0.61
06-05-2020,1.51,0,13.31,7.05,4.45,3.61,1.09
07-05-2020,0.99,0.01,10.18,6.08,4.84,4.51,1.6
08-05-2020,1.2,0,13.41,7.47,7.36,3.8,1.22
09-05-2020,0.85,0.05,11.66,6.69,8.87,4.34,0.93
10-05-2020,1.48,0,9.23,8.22,11.25,3.4,0.63
11-05-2020,1.46,0,10.63,7.35,22.77,3.04,0.52
12-05-2020,1.61,0,12.68,8.02,8.21,5.86,1.04
13-05-2020,4.51,0,14.78,9.22,6.06,6.89,1
14-05-2020,2.55,0.01,14.93,13.09,7.08,5.61,0.56
15-05-2020,1.57,0,12.6,23.79,9.9,2.76,1.48
16-05-2020,1.16,0,11.64,14.31,12.68,4.45,2.26
17-05-2020,1.14,0,15.58,20.64,19.15,20.34,3.51
18-05-2020,1.13,0,17.66,21.28,10.28,5.96,3
19-05-2020,1.69,0.02,23.02,23.22,19.63,5.44,5.97
20-05-2020,1.53,0,15.99,11.58,20.02,4.06,1.84
21-05-2020,1.81,0.01,15.2,11.85,18.13,5.33,5.08
22-05-2020,1.47,0,26.42,18.42,39.42,5.31,8.34
23-05-2020,1.26,0.11,28.72,7.08,29.38,4.6,1.92
24-05-2020,1.79,0,15.43,7.7,14.76,3.8,2
25-05-2020,1.49,0.01,13.82,12.59,5.27,7.12,1.86
26-05-2020,1.95,0.51,24.05,15,5.63,8.87,1.67
27-05-2020,1.54,0.03,16.71,9.28,10.52,13.26,2.01
28-05-2020,1.83,0,7.56,1.37,12.88,7.57,1.31
29-05-2020,2.18,0,10.48,12.08,4.94,5.97,0.88
30-05-2020,1.96,0,7.61,0.9,6.51,2.38,0.79
31-05-2020,2.14,0,9.05,0.78,6.34,2.71,0.74
01-06-2020,2.56,0.07,16.96,1.6,11.28,3.32,1.42
02-06-2020,2.72,0.02,21.26,2.03,6.05,5.41,1.86
03-06-2020,2.76,0.08,20.14,4.75,4.81,5,2.13
04-06-2020,2.74,0.02,29.63,2.49,1.75,4.83,2.61
05-06-2020,1.77,0.1,18.02,2.23,2.81,4.18,1.52
06-06-2020,2.39,0,11.45,4.01,4.03,8.54,1.95
07-06-2020,2.63,0.02,17.23,4.85,6.41,6.79,1.39
08-06-2020,2.66,0.13,20.22,24.48,4.84,3.41,1.53
09-06-2020,2.57,0.02,27.6,13.57,5.52,4.24,0.61
10-06-2020,1.82,0,24.61,6.94,8.26,2.85,0.8
11-06-2020,2.25,0,22.43,4.57,8.63,1.81,0.76
12-06-2020,2.54,0,19.86,5.01,3.5,1.82,1.27
13-06-2020,2.3,0.02,17.4,6.68,1.65,1.49,2.02
14-06-2020,2.29,0,23.32,4.8,3.14,1.1,1.32
15-06-2020,2.25,0.05,16.58,11.6,2.91,1.65,1.15
16-06-2020,2.06,0,19.29,5.56,3.21,1.62,2.02
17-06-2020,2.64,0,14.6,7.39,1.66,3.45,0.79
18-06-2020,0.88,0.01,12.01,8.58,1.48,3.16,1.96
19-06-2020,0.94,0.02,14.04,6.18,4.58,4.28,0.36
20-06-2020,1.32,0,14.47,5.19,4.44,6.39,0.36
21-06-2020,1.55,0,17.57,3.9,6.62,2.14,0.35
22-06-2020,1.66,0.04,18.47,6.21,4.15,4.13,0.79
23-06-2020,1.6,0.07,12.99,9.41,7.24,3.48,0.63
24-06-2020,1.48,0,12.13,9.17,6.44,3.5,1.21
25-06-2020,1.52,0.05,19.18,15.01,8.52,4.68,1.58
26-06-2020,1.43,0.04,23.31,12.49,4.55,3.84,1.71
27-06-2020,1.18,0.07,19.99,24.19,6.72,3.07,0.59
28-06-2020,0.94,0,25.13,13.78,6.48,2.9,0.39
29-06-2020,1.17,0.01,23.8,11.58,10.83,4.91,0.47
30-06-2020,0.86,0.16,16.37,7.49,13.07,8.59,1.48
01-07-2020,0.65,0,23.57,2.62,16.51,5.5,0.46
