Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Jaipur,Thiruvananthapuram
19-10-2018,6.31,11.52,18.35,4.73,3.92,29.65,9.78,6.48
20-10-2018,6.74,10.13,19.82,5.45,6.19,32.91,9.25,5.7
21-10-2018,7.29,6.7,20.59,5.22,5.23,32.07,10.36,5.49
22-10-2018,7.54,15.4,17.74,6.6,9.47,31.31,9.52,6.15
23-10-2018,8.02,10.54,19.49,10.34,6.04,31.98,8.39,5.12
24-10-2018,8.31,9.99,20.95,9.36,6.88,35.23,9.23,5.1
25-10-2018,6.52,6.88,22.51,8.1,8.39,33.53,9.29,5.23
26-10-2018,7.67,8.35,20.76,8.52,11.76,34.53,9.15,6.05
27-10-2018,6.75,15.7,19.9,10.29,16.45,26.81,10.26,6.45
28-10-2018,6.29,10,15.62,7.41,14.29,27.37,12.13,6.36
29-10-2018,7.03,5.44,16.66,7.13,19.41,25.76,11.43,5.75
30-10-2018,6.8,7.44,17.62,8.71,14.14,26.47,11.32,5.84
31-10-2018,5.81,6.32,18.11,9.8,14.98,24.95,9.62,5.96
01-11-2018,7.01,7.29,20.12,10.77,11.42,26.5,13.46,5.16
02-11-2018,6.14,5.72,19.65,11.77,6.15,24.61,8.24,5.56
03-11-2018,6.46,7.7,17.1,7.61,4.13,28.16,11.34,5.2
04-11-2018,6.17,15.54,15.01,5.09,3.89,22.35,9.9,10.4
05-11-2018,6.14,17.81,14.63,6.89,4.62,29.15,9.49,7.32
06-11-2018,7.11,12.25,15.37,6.35,5.76,31.25,10.95,6.5
07-11-2018,7.8,14.09,19.39,13.34,8.73,36.17,16.96,7.09
08-11-2018,7.7,8.6,26.52,16.73,7.39,32.85,27.32,6.52
09-11-2018,5.77,6.03,17.41,10.04,10.52,37.44,14.94,6.32
10-11-2018,4.97,10.87,18.01,10.69,16.11,34.72,12.17,11.07
11-11-2018,5.67,12.87,16.2,8.22,18.58,29.33,10.39,4.37
12-11-2018,6.65,11.44,17.4,9.17,27.46,33.72,15.29,15.51
13-11-2018,7.96,10.76,18.72,10.35,32.99,32.52,11.52,4.1
14-11-2018,7.78,12.45,16.02,8.48,28.68,31.41,10.2,5.6
15-11-2018,6.5,10.97,15.03,8.04,23.55,32.99,7.17,6.12
16-11-2018,5.06,12.81,14.2,7.51,14.26,34.17,10.46,3.56
17-11-2018,5.2,8.51,14.37,9.33,4.64,32.77,9.88,4.48
18-11-2018,5.38,8.95,16.29,11.68,4.63,33.14,12.13,5.66
19-11-2018,5.57,13.48,16.32,9.93,4.53,34.64,11.45,15.55
20-11-2018,5.21,8.75,16.11,10.39,9.77,30.7,11.07,7.98
21-11-2018,5.74,7.71,14.22,9.37,13.92,38.44,13.14,4.72
22-11-2018,5.89,9.4,16.89,9.07,9.72,33.15,12.48,6.1
23-11-2018,5.57,7.81,16.39,8.49,15.7,31.94,12.7,11.65
24-11-2018,5.34,6.77,15.12,9.05,15.99,34.8,13.3,6.56
25-11-2018,5.25,6.22,16.56,9.07,16.75,33.66,11.59,5.53
26-11-2018,5.65,6.7,20.11,10.05,18.36,35.12,10.68,14.75
27-11-2018,5.5,7.59,18.31,10.39,11.85,42.79,13.03,8.29
28-11-2018,5.6,7.35,15.96,10,8.85,50.93,10.07,17.86
29-11-2018,5.48,6.72,12.76,7.94,14.12,51.82,9.53,8.86
30-11-2018,5.46,10.09,13.69,7.15,20.32,45.49,13,11.58
01-12-2018,5.49,14.74,14.4,7.82,13.09,32.36,13.79,18.65
02-12-2018,6.21,10.53,16.62,8.52,9.29,31.97,12.63,14.93
03-12-2018,6.78,8.84,16.52,7.83,7.79,33.19,11.81,8.44
04-12-2018,5.86,8.25,16.28,8.77,8.53,24.44,17.2,5.31
05-12-2018,5.69,8.29,15.89,7.25,5.66,28.69,17.2,8.6
06-12-2018,6.47,7.77,16.49,7.77,4.21,24.78,15.92,5.11
07-12-2018,5.9,8.44,14.11,7.53,4.65,25.16,20.16,4.07
08-12-2018,5.86,7.98,15.47,6.67,4.23,29.52,19.89,20.81
09-12-2018,7.38,8.5,18.08,6.98,5.66,46.42,19.87,7.57
10-12-2018,5.77,9,16.74,9.42,5.63,40.06,17.52,2.92
11-12-2018,5.94,11.76,15.49,7.83,7.25,41.9,16.02,8.49
12-12-2018,6.32,12.46,14.64,6.82,5.85,43.91,8.99,4.18
13-12-2018,6.32,12.84,13.07,6.97,4.46,35.35,8.75,4.45
14-12-2018,6.57,8.68,12.5,7.06,6.86,43.64,9.44,9
15-12-2018,6.24,9.89,13.34,6.9,13.68,37.27,9.86,12.14
16-12-2018,6.45,8.78,15.76,7.59,16.29,35.83,10.88,12.18
17-12-2018,7.69,10.81,16.14,7.67,12.91,37.63,13.18,9.89
18-12-2018,5.98,13.49,17.76,7.36,9.12,36.54,11.59,9.98
19-12-2018,6.12,13.94,17.41,7.75,9.12,33.23,9.98,23.73
20-12-2018,6.04,10.77,17.68,7.28,11.57,28.34,11.88,16.99
21-12-2018,5.88,9.74,15.9,8.74,12.56,28.81,10.81,25.33
22-12-2018,6.01,8.34,18.47,9.91,10.82,32.46,9.44,24.59
23-12-2018,4.98,9.02,18.21,8.32,7.12,27.61,10.25,16.17
24-12-2018,5.33,10.8,17.86,7.96,10.6,33.02,12.24,18.5
25-12-2018,5.24,12.48,14.14,10.46,8.93,28.1,15.93,9.51
26-12-2018,5.27,9.28,15.37,9.22,6.85,34.63,17.73,11.66
27-12-2018,5.67,16,18.03,10.99,10.27,28.16,16.97,17.07
28-12-2018,6.12,11.95,14.8,8.72,16.12,28.76,19.57,34.23
29-12-2018,6.07,11.11,16.49,13.86,20.66,44.55,12.89,18.01
30-12-2018,5.34,8.52,19.91,14.27,17.59,25.07,13.73,13.9
31-12-2018,7.25,17.04,17.38,14.7,19.97,25.42,14.5,15.98
01-01-2019,8.29,18.33,17.77,15.52,22.51,33.82,16.89,13.1
02-01-2019,10.22,14.34,18.27,16.56,13.44,31.81,15.89,13.63
03-01-2019,8.15,15.54,15.12,9,13.01,34.85,19.49,20.06
04-01-2019,5.76,15.84,13.22,8.46,12.51,31.78,22.65,22.19
05-01-2019,6.13,11.74,15.59,9.5,8.17,36.1,13.07,30.99
06-01-2019,6.36,14.62,13.65,6.86,6.61,33.58,11.12,30.89
07-01-2019,7.13,13.32,15.49,7.8,9.93,32,14.19,25.64
08-01-2019,7.64,17.38,14.67,5.87,15.09,33.24,17.31,20.32
09-01-2019,7.01,12.12,15.09,6.76,24.2,32.73,15.86,23.45
10-01-2019,5.88,11.52,16.81,8.18,15.91,35.12,11.8,17.98
11-01-2019,5.79,15.08,20.03,8.36,6.42,28.05,11.48,35.33
12-01-2019,5.73,9.37,17.81,14.64,5.24,33.52,15.38,15.31
13-01-2019,5.47,13.8,17.83,11.44,4.84,33.72,16.28,24.64
14-01-2019,4.93,19.57,15.05,6.75,5.55,31.37,17.6,22.15
15-01-2019,5.28,19.9,17.09,8.14,10.91,30.88,18.46,19.25
16-01-2019,5.05,17.67,20.35,9.01,13.59,32.24,15.56,21.95
17-01-2019,5.74,17.24,19.63,8.31,9.96,32.07,16.52,17.06
18-01-2019,5.35,19.54,14.7,6.77,9.28,31.11,19.45,15.24
19-01-2019,5.07,17.95,18.07,8.94,11.05,31.81,18.23,22.8
20-01-2019,5.2,11.27,20.98,10.39,11.84,36.53,22.47,20.22
21-01-2019,5.32,9.07,16.82,8.37,6.44,30.18,20.26,13.38
22-01-2019,5.06,15.54,11.87,8.31,5.3,31.23,17.52,10.14
23-01-2019,5.42,16.66,14.17,8.18,4.71,43.74,22.04,7.48
24-01-2019,4.97,15.18,15.29,9.77,5.47,46.97,18.41,8.5
25-01-2019,4.79,8.45,14.62,9.04,4.8,45.36,11,6.37
26-01-2019,5.27,8.05,14.48,6.41,6.04,46.11,10.26,5.02
27-01-2019,5.16,10.56,15.89,5.81,9.21,45.77,11.39,2.44
28-01-2019,4.12,16.53,15.76,7.05,10.45,43.78,13.56,4.7
29-01-2019,4.91,26.06,18.56,7.75,12.83,42.61,12.25,4.24
30-01-2019,4.8,15.23,24.75,8.53,16.51,43.42,9.88,4.75
31-01-2019,5.45,10.95,20.48,9.86,9.26,46.97,12.95,8.99
01-02-2019,5.35,20.89,17.83,9.8,5.43,42.2,11.9,8.87
02-02-2019,5.01,17.98,11.55,9.25,6.77,42.32,10.13,7.74
03-02-2019,4.58,9.54,11.7,6.58,5.07,42.02,11.35,4.04
04-02-2019,4.6,8.95,14.06,6.89,5.28,45.34,10.6,7.43
05-02-2019,4.54,8.29,22.38,8.62,7.07,44.51,12.14,4.78
06-02-2019,5.81,8.82,15.59,10.4,6.27,46.63,11.4,2.12
07-02-2019,5.3,9.04,11.12,7.33,6.17,44.88,9.66,7.82
08-02-2019,5.21,9.01,12.66,7.85,10.22,43.89,13.03,7.24
09-02-2019,6.19,12.96,13.25,6.73,13.22,40.83,14.17,5.03
10-02-2019,4.52,16.47,16.41,6.83,28.83,43.17,10.68,16.43
11-02-2019,4.04,26.99,17.52,8.57,7.38,43.02,9.57,5.14
12-02-2019,3.99,13.74,19.93,10.07,5.18,41.18,10.23,1.96
13-02-2019,4.75,10.38,18.61,9.9,6,44.72,14.76,2.77
14-02-2019,4.88,11.87,14.53,9.37,4.32,43.26,10.92,5.15
15-02-2019,4.08,12.88,15.38,6.82,3.41,42.37,12.21,6.64
16-02-2019,4.69,6.55,12.92,6.41,8,44.13,14.24,7.9
17-02-2019,4.15,7.69,15.14,5.16,6.81,41.84,16.09,2.44
18-02-2019,4.52,9.65,16.78,6.77,9.02,43.8,13.54,2.23
19-02-2019,4.52,9.46,15.93,7.62,5.59,48.97,13.62,1.86
20-02-2019,4.39,20.24,17.16,7.43,3.81,45.96,10.76,6.33
21-02-2019,5.06,21.39,20.1,8.61,4.09,29.84,11.13,6.93
22-02-2019,5.45,23.61,13.94,7.48,5.25,29.32,10.81,5.78
23-02-2019,5.53,17.84,15.66,5.74,6.7,29.54,15.47,3.81
24-02-2019,5.19,10.08,18.99,7.03,5.81,30.07,14.35,3.62
25-02-2019,6.12,6.72,18.07,7.92,11.5,29.99,12.61,5.49
26-02-2019,6.29,9.36,16.88,7.86,11.07,30.61,9.25,3.18
27-02-2019,4.45,8.94,12.52,7.53,11.17,32.44,10.21,2.09
28-02-2019,4.87,9,16.98,5.77,9.8,36.22,8.98,2.03
01-03-2019,4.93,12.89,15.81,6.55,9.83,37.23,11.34,4.06
02-03-2019,4.57,30.02,17.96,9.54,3.78,37.21,9.77,3.83
03-03-2019,4.87,20.68,13.48,8.29,4.01,36.02,8.06,3.72
04-03-2019,5.09,6.32,14.75,8.17,8.92,38.55,7.85,5.66
05-03-2019,4.2,17.25,14.26,9.53,14.57,38.3,8.8,1.49
06-03-2019,4.12,11.03,15.16,11.23,20.09,37.12,10.61,1.92
07-03-2019,6.25,4.02,16.39,8.87,23.3,36.52,10.98,5.76
08-03-2019,7.02,5.58,17.44,9.7,13.99,39.04,12.41,5.13
09-03-2019,5.51,5.6,17.3,10.92,5.59,38.17,12.3,1.27
10-03-2019,5.12,7.05,16.36,10.5,4.96,33.56,9.99,4.36
11-03-2019,6.11,9.82,18.44,11.57,4.82,34.38,11.72,9.61
12-03-2019,8.64,11.08,13.82,12.22,5.24,39.54,12.14,3.83
13-03-2019,9.55,9.2,22.48,12.57,5.42,39.52,12.91,4.84
14-03-2019,6.55,8.2,17.54,11.09,7.95,39.4,10.95,3.08
15-03-2019,6.12,7.74,16.21,9.74,9.87,39.53,8.89,4.17
16-03-2019,5.15,13.08,15.72,9.37,5.68,39.34,10.52,5.28
17-03-2019,5.01,14.42,19.96,11.81,4.56,39.63,9.94,4.1
18-03-2019,5.61,8.64,20.36,11.73,7.62,39.69,10.6,6.37
19-03-2019,5.13,5.91,20.72,11.56,4.31,39.62,11.35,7.03
20-03-2019,5.7,3.9,21.42,10.38,4.37,48.14,12.03,7.4
21-03-2019,5.44,5.61,19.99,8.01,5.08,39.06,11.78,7.34
22-03-2019,6.86,10.28,16.06,7.39,7.76,43.16,9.19,4.13
23-03-2019,5.8,7.05,17.52,7.65,6.14,43.81,9.85,2.66
24-03-2019,6.92,6.74,19.06,8.7,7.32,41.28,11.82,2.74
25-03-2019,7.66,6.63,20.19,9.21,7.35,44.59,12.25,2.6
26-03-2019,7.29,7.07,19.26,8.7,7.21,41.82,12.29,3.36
27-03-2019,6.91,6.04,20.35,9.23,6.45,43.31,13.59,3.37
28-03-2019,6.72,6.29,24.86,10.35,9.55,45.72,13.55,2.35
29-03-2019,5.4,6.68,19.52,12.14,10.09,43.57,15.17,1.99
30-03-2019,4.89,5.95,22.39,10.69,7.18,45.19,13.5,1.17
31-03-2019,4.68,6.52,18.9,8.89,5.63,47.54,12.61,1.55
01-04-2019,4.73,6.34,20.09,10.1,7.18,49.33,12.73,1.44
02-04-2019,5.37,6.2,24.4,9.21,6.48,50.18,14.66,1.58
03-04-2019,4.96,7.04,21.6,10.67,5.57,49.52,16.58,2.69
04-04-2019,6.16,6.15,29.11,7.76,5.26,50.39,16.55,1.84
05-04-2019,5.22,6.42,28.67,7.29,7.11,49.96,11.75,5.9
06-04-2019,4.83,6.55,23.23,8.04,8.13,49.93,12.73,1.01
07-04-2019,4.86,6.51,21.35,6.75,5.59,43.2,17.05,1.28
08-04-2019,5.66,6.91,15.1,6.6,6.35,44.3,13.03,2.87
09-04-2019,5.07,6.95,22.03,6.91,8.36,40.62,14.8,1.95
10-04-2019,4.99,6.59,20.84,6.81,8.54,41.97,17,1.98
11-04-2019,5.76,6.87,21.51,7.25,8.56,41.13,15.36,1.15
12-04-2019,5.41,6.18,19.48,8.25,9.78,42.57,13.88,1.13
13-04-2019,7.4,6.42,20.82,7.44,7.85,37.59,14.74,1.02
14-04-2019,8.4,7.55,20.65,7.58,8.61,40.85,13.23,2.54
15-04-2019,7.56,7.16,22.2,7.29,6.78,41.38,12.31,2.66
16-04-2019,5.95,6.89,12.59,5.86,7.05,43.59,11.44,1.8
17-04-2019,5.09,6.69,11.1,5.38,5.59,46.52,16.52,1.79
18-04-2019,4.1,6.74,15.05,5.69,6.17,44.28,10.25,0.64
19-04-2019,4.55,6.85,21.22,6.65,2.86,38.93,9.88,0.63
20-04-2019,5.28,6.58,26.03,8.06,3.16,44.6,11.33,1.39
21-04-2019,4.9,7.53,22.16,7.82,3.73,42.43,10.84,1.2
22-04-2019,4.83,5.86,29.31,9.92,3.66,44.15,14.74,1.41
23-04-2019,4.42,6.31,25.76,8.04,6.3,44.41,14.65,1.59
24-04-2019,4.37,6.08,19.17,7.71,4.16,44.97,17.13,2.48
25-04-2019,5.35,6.68,17.67,10.23,4.87,43.39,21.97,4.42
26-04-2019,4.45,5.85,26.12,10.62,5.83,43.12,14.33,2.4
27-04-2019,4.97,6.68,21.85,8.43,6,42.1,13.69,0.78
28-04-2019,5.76,5.6,20.02,8.2,7.03,41.76,14.63,3.05
29-04-2019,4.5,6.99,23.71,8.28,6.19,42.32,14.22,2.75
30-04-2019,3.88,6.21,26.58,11.83,6.81,47.86,12.71,2.96
01-05-2019,4.72,6.16,27.67,9.23,5.57,43.62,11.98,2.37
02-05-2019,4.34,6.44,18.26,7.74,8.07,43.48,13.99,3.95
03-05-2019,4.43,5.91,17.91,7.64,9.12,45.04,16.75,2.85
04-05-2019,3.67,5.05,18.19,7.49,11.55,42.71,17.37,3.69
05-05-2019,4.21,5.84,21.93,6.78,12.2,43,14.56,3.27
06-05-2019,4.03,6.29,23.72,5.58,13.57,44.82,11.5,3.35
07-05-2019,4.63,6.78,22.77,6.84,12.38,43.9,10.27,3.25
08-05-2019,4.16,6.36,25.84,7.45,11.17,39.86,12.51,2.34
09-05-2019,4.4,7.45,23.46,7.29,11.69,44.01,9.94,2.03
10-05-2019,4.23,6.51,17.6,7.77,16.44,44.18,11.19,2.32
11-05-2019,3.64,7,21.6,9.18,9.88,35.46,8.5,1.81
12-05-2019,4.01,7.02,19.36,6.72,5.39,32.82,11.87,2.31
13-05-2019,4.11,7.7,33.5,5.09,6.61,34.89,11.7,1.96
14-05-2019,5.41,6.68,13.4,6.31,5.5,36.38,10.71,1.44
15-05-2019,4.29,7.1,20.93,6.83,5.83,42.73,10.85,3.05
16-05-2019,3.69,5.75,15.36,6.56,8.98,42.12,10.45,4.11
17-05-2019,4.17,4.42,13.26,6.59,7.43,44.15,10.28,4.11
18-05-2019,4.54,4.99,10.93,5.52,10.74,42.91,12.03,3.04
19-05-2019,3.86,4.23,17.36,5.62,13.51,41.63,12.27,6.34
20-05-2019,4.83,5.18,19.81,6.45,6.3,44.89,11.71,3.95
21-05-2019,4.25,5.34,20.15,7.8,5.97,36.21,11.47,4.4
22-05-2019,5.69,4.63,16.92,8.52,6.41,37.42,12.09,3.89
23-05-2019,3.95,5.04,21.68,7.02,5.38,37.05,11.13,5.65
24-05-2019,5.29,7.08,11.99,4.63,6.35,35.21,11.93,5.51
25-05-2019,5,6.2,13.09,4.58,7.62,36.1,11.43,2.22
26-05-2019,3.85,7.3,17.94,4.92,9.65,36.13,10.56,1.25
27-05-2019,4.44,6.69,18.9,5.65,7.74,36.05,11.51,1.47
28-05-2019,4.07,7.55,20.59,6.61,5.92,35.35,12.66,2.62
29-05-2019,4.82,7.3,23.61,6.92,7.43,38.26,12.57,2.02
30-05-2019,3.96,7.43,21.99,5.95,6.04,38.52,11.33,0.83
31-05-2019,4.09,7.66,19.82,4.23,4.32,39.09,12.74,1.22
01-06-2019,4.4,7.58,21.54,4.81,4.88,49.59,12.13,2.22
02-06-2019,4.39,6.82,14.15,4.68,5.89,43.81,13.55,1.6
03-06-2019,4.71,8.53,12.64,4.73,4.86,43.49,12.39,1.58
04-06-2019,4.54,6.89,13.67,5.59,4.5,44.29,12.44,1.38
05-06-2019,4.73,8.24,15.82,6.67,5.33,44.91,11.54,1.02
06-06-2019,4.17,7.89,16.15,5.1,4.84,42.73,12.37,2.91
07-06-2019,5.38,7.13,14.44,4.45,5.89,45.56,10.93,1.74
08-06-2019,5.1,6.74,13.47,6.32,5.04,42.76,11.33,1.44
09-06-2019,4.02,6.49,21.74,5.03,5.98,43.71,12.04,2.03
10-06-2019,4.44,5.75,15.19,8.71,6.06,46.73,13.45,2.22
11-06-2019,4.58,4.02,13.52,8.01,5.11,40.63,10.63,2.54
12-06-2019,6.09,5.79,11.57,4.6,5.25,45.04,8.84,2.86
13-06-2019,7.48,3.78,11.79,4.33,5.75,36.63,9.06,3.18
14-06-2019,8.44,4.38,12.89,3.64,4.75,34.02,10.31,3.5
15-06-2019,8.45,4.57,17.56,6.06,5.46,38.17,10.98,3.82
16-06-2019,8.99,7.97,9.54,3.43,4.29,40.64,11.51,4.14
17-06-2019,8.36,9.62,11.07,3.93,5.56,43.87,9.84,4.46
18-06-2019,6.23,7.35,8,4.55,4.82,44.85,12.56,4.81
19-06-2019,4.91,10.2,12.69,5.82,6.26,38.38,11.49,1.77
20-06-2019,4.96,10.03,9.7,6.34,6.32,43.66,11.13,2.28
21-06-2019,5.48,6.91,12.23,5.06,4.86,43.05,12.82,2.38
22-06-2019,5.06,5.9,14.97,4.48,4.34,41.78,13.12,1.64
23-06-2019,4.46,3.82,10.11,3.06,4.77,41.09,18.85,3.02
24-06-2019,4.33,4.42,10.74,4.71,5.04,40.85,16.07,2.45
25-06-2019,4.77,4.58,11.91,5.08,5.03,36.54,13.71,1.21
26-06-2019,4.15,4.24,12.87,4.55,4.29,40.78,10.84,2.4
27-06-2019,4.27,3.91,13.46,5.11,4.55,38.27,10.43,0.65
28-06-2019,4.78,3.92,14.43,4.28,3.51,42.05,13.95,0.95
29-06-2019,4.7,4.82,11.99,4.7,3.99,40.25,11.52,2.32
30-06-2019,3.91,5,12.82,4.72,5,41.75,9.51,2.39
01-07-2019,4.63,4.13,12.22,4.37,5.62,39.05,10.83,0.94
02-07-2019,5.37,4.18,12.02,4.37,3.99,38.73,9.48,1.68
03-07-2019,4.98,7.28,9.75,5.13,3.65,39.41,9.48,0.65
04-07-2019,5.09,3.36,9.75,5.67,4.07,40.41,10.07,1.64
05-07-2019,5.03,3.2,11.05,7.37,3.39,38.71,8.85,1.87
06-07-2019,5.32,3.89,10.18,5.74,3.28,38.72,10.32,1.69
07-07-2019,5.3,4.1,10.67,4.67,3.48,41.43,9.95,1.6
08-07-2019,5.8,4.21,10.64,4.46,4.35,42.36,10.19,1.26
09-07-2019,5.41,3.77,9.52,3.96,4.2,40.71,9.76,1.34
10-07-2019,5.79,4.34,10.41,4.57,4.32,39.39,9.76,0.41
11-07-2019,7.22,4.83,9.64,3.03,5.19,45.34,9.98,0.96
12-07-2019,7.87,5.76,8.96,3.82,8.4,42.24,10.2,1.54
13-07-2019,6.01,5.32,9.11,5.73,9.88,39.76,9.5,0.97
14-07-2019,6.77,4.89,9.85,5.81,4.59,41.62,10.53,1.66
15-07-2019,5.93,4.61,10.39,5.98,5.51,40.31,11.22,1.31
16-07-2019,4.12,4.48,9.64,6.3,10.41,42.77,11.6,0.77
17-07-2019,3.9,4.94,8.91,4.97,9.63,42.33,10.37,1.97
18-07-2019,4.16,4.39,8.86,5.03,9.44,44.1,10.15,0.9
19-07-2019,4.42,6.77,9.95,6.51,9.68,39.09,9,1.96
20-07-2019,7.4,6.38,8.6,6.48,5.41,42.95,9.53,0.86
21-07-2019,7.96,4.55,8.83,14.1,6.12,45.66,8.87,0.71
22-07-2019,6.1,7.59,8.95,14.27,5.78,39.44,9.35,1.03
23-07-2019,3.98,9.25,9.05,8.93,5.06,50.11,9.17,0.89
24-07-2019,3.69,10.6,8.83,3.98,6.43,47.5,8.1,1.33
25-07-2019,3.63,8.65,8.76,4.12,7.48,48.65,8.02,1.1
26-07-2019,4.09,6.76,8.92,5.05,9.89,50.26,8.6,2.38
27-07-2019,3.87,6.32,8.67,4.68,6.52,48.63,8.92,0.68
28-07-2019,5.9,5.85,8.43,5.19,4.07,46.38,7.89,0.42
29-07-2019,3.82,6.45,8.97,5.06,4.02,47.08,8.26,1.3
30-07-2019,3.95,5.63,9.36,4.65,6.56,50.09,8.24,1.23
31-07-2019,3.58,5.57,8.78,4.01,9.55,48.48,8.88,1.5
01-08-2019,3.68,5.89,8.79,4.28,6.72,50.54,8.34,0.44
02-08-2019,4.34,5.95,8.45,5.88,5.84,51.84,8.18,1.72
03-08-2019,4.05,6.2,9.43,5.57,4.24,49.81,7.47,0.59
04-08-2019,4.08,6.2,9.96,5.46,5.03,49.05,7.01,1.09
05-08-2019,4.26,5.45,9.37,5.58,5.9,46.54,8.28,1.07
06-08-2019,4.38,6.21,8.26,5.39,5.97,47.05,9.06,1.87
07-08-2019,4.52,8.41,9.81,6.02,5.86,44.93,9.09,1.32
08-08-2019,4.1,6.47,10.61,5.44,5.75,45.77,9.29,1.93
09-08-2019,3.44,5.14,9.3,4.82,10.95,47.81,10.4,1.89
10-08-2019,3.53,8.7,8.47,5.09,9.39,48.63,10.69,0.71
11-08-2019,3.57,5.95,8.65,4.27,11.43,46.88,9.93,0.89
12-08-2019,4.06,6.14,8.14,4.29,12.18,46.27,10.04,0.94
13-08-2019,4.13,7.6,8.37,3.85,9.62,50.74,10.25,2.11
14-08-2019,3.5,8.55,8.5,4.18,9.85,36.43,9.23,1.13
15-08-2019,2.97,11.34,8.51,3.71,13.65,47.15,9.48,2.15
16-08-2019,3.49,10.24,8.61,4.16,9.61,50.33,9.48,0.95
17-08-2019,3.7,8.6,7.67,3.89,8.87,51.44,9.08,1.17
18-08-2019,3.66,5.96,8.57,3.62,8.41,47.16,9.01,0.55
19-08-2019,3.85,7.14,8.6,4.15,8.72,49.93,9.15,1.43
20-08-2019,3.8,9.73,8.12,4.33,9,50.15,10.06,1.08
21-08-2019,4.86,14.46,7.81,4.27,11.3,50.55,9.54,1.36
22-08-2019,4.84,7.08,8.41,3.64,8.82,50.2,10.17,0.73
23-08-2019,4.64,4.37,8.36,4.61,11.22,49.91,8.72,1.57
24-08-2019,4.8,6.04,8.78,6.26,11.93,48.39,8.85,1.79
25-08-2019,5.48,5.02,8.23,5.98,7.35,49.99,9.54,1.36
26-08-2019,5.42,6.22,8.55,5.85,7.65,50.99,9.8,2.02
27-08-2019,7.1,5.48,10.01,5.08,7.78,51.05,9.82,1.65
28-08-2019,5.11,5.43,9.64,4.89,8.56,51.21,9.43,1.05
29-08-2019,5.43,5.5,8.24,4.56,5.76,49.11,9.74,1.29
30-08-2019,5.01,6.61,9.33,5.47,7.93,51.37,10.29,1.23
31-08-2019,4.89,6.39,9.14,6.45,6.72,55.2,10.7,1.34
01-09-2019,5.24,5.87,8.41,5.01,6.07,55.14,10.36,1.38
02-09-2019,5.3,5.99,8.81,4.9,8.25,55.33,12.69,1.03
03-09-2019,5.21,6.07,8.95,4.82,11.3,54.16,11.02,1.21
04-09-2019,5.33,6.84,9.03,5.87,7.72,57.88,11.16,0.99
05-09-2019,5.18,7.16,9.25,4.78,7.29,52.9,10.06,0.61
06-09-2019,5.36,6.69,10.9,4.83,7.28,38.81,11.7,1.81
07-09-2019,6.09,6.17,8.17,4.47,7.33,41.28,10.67,2.75
08-09-2019,6.15,4.73,8.72,4.21,6.93,47.75,11.11,1.04
09-09-2019,5.78,6.02,8.45,4.42,8.12,52.82,11.36,1.22
10-09-2019,5.49,6.38,9.49,4.65,6.41,55.74,11.14,1.33
11-09-2019,5.11,6.34,9.54,5.05,5.51,43.62,11.11,0.58
12-09-2019,5.18,6.39,8.91,4.06,10.14,46.06,12.13,0.96
13-09-2019,4.94,6.64,8.16,5.11,9.74,45.57,11.6,1.25
14-09-2019,5.58,6.07,8.48,5.13,9.21,46.24,11.86,1.01
15-09-2019,5.31,6.12,8.55,4.61,8.65,45.51,12.44,0.63
16-09-2019,5.11,6.69,8.35,4.71,10.36,46.72,11.59,0.89
17-09-2019,4.84,6.3,8.64,4.07,8.23,48.27,9.63,0.82
18-09-2019,4.32,6.94,9.46,4.59,5.48,55.29,10.6,1.09
19-09-2019,4.64,7.09,9.29,4.7,3.09,53.62,9.82,1.81
20-09-2019,4.81,6.7,10.81,5.28,4.86,52.74,10.22,1
21-09-2019,5.07,5.97,9.63,5.6,8.83,48.44,10.25,1.52
22-09-2019,4.92,6.58,9.32,4.85,2.91,46.92,11.5,1.12
23-09-2019,5.99,6.28,9.9,6.11,3.56,49.13,12.02,1.13
24-09-2019,5.91,6.61,9.19,4.99,2.65,49.37,12.67,2.08
25-09-2019,4.98,6.19,8.94,3.94,2.49,46.43,12.24,1.85
26-09-2019,4.63,6.36,10.43,4.19,3.49,46.68,9.78,1.98
27-09-2019,4.97,7.13,10.3,4.46,4.7,46.41,9.17,0.89
28-09-2019,4.69,6.76,10.01,3.04,4.62,47,10.11,0.64
29-09-2019,5.51,6.47,8.85,3.02,2.47,47.79,10.96,0.94
30-09-2019,5.24,6.03,8.22,3.9,3.01,49.61,11.96,1.31
01-10-2019,4.56,5.99,8.5,5.04,3.03,54.38,13.78,0.78
02-10-2019,6.01,6.54,8.95,3.73,3.8,61.27,11.67,1.17
03-10-2019,5.33,6.78,10.42,4.52,3.9,58.14,11.15,0.51
04-10-2019,4.35,5.46,8.34,4.4,10.07,54.38,11.8,0.75
05-10-2019,4.22,5.71,8.08,3.74,6.79,52.3,13.04,1.42
06-10-2019,3.39,5.38,8.62,3.93,5.33,48.63,12,1.79
07-10-2019,4.19,5.58,8.25,5.04,5.21,46.43,9.57,1.21
08-10-2019,3.39,6.55,8.91,5.65,3.4,48.11,9.38,0.89
09-10-2019,4.97,5.6,11.9,4.46,3.53,49.79,11.48,1.73
10-10-2019,4.81,5.86,13.83,5.5,3.94,56.89,9.87,0.95
11-10-2019,3.94,5.86,11.02,6.61,4.11,57.73,10.85,2.16
