Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Amritsar,Jaipur,Thiruvananthapuram
05-05-2019,26.36,12.95,55.16,27.59,32.84,11.64,22.18,69.8,51.14,3.39
06-05-2019,27.54,13.52,70.81,20.81,41.05,13.55,20.54,64.12,30.35,5.26
07-05-2019,23.95,16.66,69.77,32.39,54.4,11.51,22.13,38.61,29,3.87
08-05-2019,25,15.19,60.85,33.07,42.65,5.45,26.14,72.44,30.56,4.36
09-05-2019,30.32,16.77,51.13,25.31,40.85,31.84,17.58,29.71,24.98,5.45
10-05-2019,29.13,18.05,38.05,25.98,44.32,13.49,14.47,31.61,22.06,5.88
11-05-2019,27.17,52.6,42.02,32.83,27.81,20.79,17.82,15.08,24.88,5.04
12-05-2019,26.85,34.91,40.68,23.23,24.18,17.9,18.58,18.64,23.53,4.43
13-05-2019,25.1,30.03,50.88,24.94,26.81,10.79,21.42,12.11,25.07,3.33
14-05-2019,24.31,29.99,37.53,19.31,24.57,7.83,15.8,10.57,29.24,4.64
15-05-2019,24.45,24.05,57.75,22.09,28.26,5.63,17.11,9.09,32.14,4.66
16-05-2019,34.47,13.84,50.99,18.63,28.08,4.09,17.73,39.57,21.06,3.65
17-05-2019,32.51,13.98,45.67,19.65,25.97,4.16,21.48,14.91,20.39,4.94
18-05-2019,35.15,13.64,33.79,16.72,29.47,4.41,19.77,9.74,22.44,3.56
19-05-2019,27.75,13.84,45.8,15.15,39.35,3.2,18.3,9.31,34.22,4.06
20-05-2019,29.22,13.92,56.55,18.12,22.09,5.96,19.3,10.04,34.77,6.66
21-05-2019,26.31,14.83,47.58,20.14,20.39,31.33,18.82,30.3,31.07,5.52
22-05-2019,28.98,14.39,51.8,22.26,22.19,13.3,18.85,47.67,28.17,6.85
23-05-2019,34.61,13.27,52.71,29.43,21.49,5.37,19.79,63.38,23.3,4.18
24-05-2019,27.67,11.77,40.33,27.1,24.68,4.67,19.46,11.18,25.95,5.71
25-05-2019,25.34,12.34,34.52,26.3,33.57,4.27,19.3,8.36,30.78,12.1
26-05-2019,26.04,12.94,41.51,26.49,44.65,5.97,18.81,8.64,31.74,4.36
27-05-2019,32.49,13.06,53.92,27.86,32.43,6.58,22.86,13.58,35.31,4.78
28-05-2019,25.31,13.81,61.45,26.58,33.95,2.71,31.98,32.18,37.51,4.62
29-05-2019,24.99,13.96,65.84,28.12,41.52,2.48,44.55,22.68,42.32,3.13
30-05-2019,22.93,14.2,71.8,26.13,23.98,1.93,44.09,27.38,26.83,4.33
31-05-2019,24.81,15.62,56.83,23.99,24.28,13.94,44.72,20.02,28.12,4.67
01-06-2019,27.09,10.86,57.24,22.19,25.81,9.42,43.43,13.55,32.21,2.76
02-06-2019,18.31,10.76,32.22,21.19,30.78,5.85,41.29,11.27,26.7,2.43
03-06-2019,23.54,11.26,30.33,20.99,19.27,4.74,32.04,10.54,34.52,4.86
04-06-2019,24.48,11.26,36,22.47,23.84,4.71,40.61,7.91,26.16,4.09
05-06-2019,23.56,11.21,42.68,21.32,30.32,8.92,36.79,9.43,21.35,3.46
06-06-2019,27.41,13.32,44.85,20.87,23.98,8.43,31.9,9.22,27.89,5.01
07-06-2019,31.44,17.56,35.32,21.55,22.08,5.51,32.51,9.41,29.67,4.5
08-06-2019,23.49,17.07,51,22.05,30.99,4.65,33.05,9.65,29.64,4.26
09-06-2019,17.7,14.7,62.84,22.69,23.4,4.23,35.37,10.66,38.67,3.12
10-06-2019,16.77,26.93,61.53,21.84,20.71,2.97,48.79,10.5,39.41,4.48
11-06-2019,16.85,27.66,49.86,20.28,19.18,2.39,50.08,22.83,28.64,4.24
12-06-2019,17.93,23,30.46,20.82,15.47,1.95,47.97,13.75,34.54,4
13-06-2019,17.76,24.04,34.53,21.79,17.24,76.12,41.29,11.14,28.35,3.76
14-06-2019,18.09,34.45,37.07,20.54,14.46,124.91,31.68,10.38,35.04,3.52
15-06-2019,20.9,23.57,47.15,23.81,13.52,42.51,8.52,11.13,29.74,3.29
16-06-2019,18.54,21.94,20.56,21.13,9.26,5.59,9.43,10.76,25.39,3.05
17-06-2019,21.68,24.69,27.51,18.65,12.02,4.51,9.47,11.16,30.85,2.81
18-06-2019,20.1,25.31,32.32,26.68,10.98,32.21,9.46,9.73,27.81,2.57
19-06-2019,20.9,19.57,37.14,23.5,11.54,40.72,10.23,8.66,20.75,2.21
20-06-2019,18.74,21.33,31.19,22.01,11.05,21.72,9.77,8.29,26.32,1.35
21-06-2019,20.66,22.3,44.78,24.04,16.83,26.81,8.05,11.89,31.78,1.58
22-06-2019,20.04,17.93,44.12,25.72,15.01,62.72,6.59,16.42,37.96,2.07
23-06-2019,20.19,18.25,23.02,26.77,19.64,110.29,64.06,8.14,24.81,1.5
24-06-2019,21.39,19.87,25.93,31.43,19.86,107.12,80.01,8.09,22.66,1.88
25-06-2019,23.04,25.81,32.24,27.36,23.58,130.09,70.85,7.71,27.03,1.89
26-06-2019,21.39,18.68,37.39,33.25,13.79,100.42,50.2,8.78,36.86,2.15
27-06-2019,21.17,29.01,39.94,30.24,11.88,81.67,29.93,10.12,30.03,2.32
28-06-2019,21.09,15.36,38.37,26.47,9.71,110.8,27.17,10.55,24.7,2.24
29-06-2019,24.27,21.16,34.56,26.17,13.54,96.32,27.81,10.47,22.8,3.08
30-06-2019,17.51,22.21,33.03,21.59,16.94,64.57,26.61,10.6,19.03,2.69
01-07-2019,18.8,20.68,31.09,20.34,14.66,40.5,26.75,10.58,22.04,2.32
02-07-2019,19.94,19.08,28.13,20.45,14.34,37.12,21.77,10.73,26,3.27
03-07-2019,18.61,19.12,26.57,20.67,12.48,29.2,10.34,10.62,20.77,3.29
04-07-2019,21.98,17.96,29.23,22.68,13.84,17.13,13.04,10.8,25.13,3.63
05-07-2019,19.92,18.91,34.77,28.71,13.5,58.34,7.74,10.65,24.95,3.32
06-07-2019,21.47,23.03,29.91,28.67,8.82,72.32,9.63,10.16,26.64,3.42
07-07-2019,18.38,16.99,28.87,28.66,7.09,55.05,13.39,8.8,31.21,2.83
08-07-2019,16.23,17.93,32.85,26.64,10.33,67.18,13.41,9.07,24.26,2.21
09-07-2019,16.78,16.8,30.38,26.16,10.7,59.3,10.43,9.21,16.32,3.69
10-07-2019,19.9,18.33,31.36,25.66,9.99,42.71,9.62,16.7,23.22,4.49
11-07-2019,24.25,23.57,29.87,27.09,12.01,37.84,9.77,27.4,20.48,6.3
12-07-2019,22.71,18.51,26.97,28.82,15.07,64.18,9.28,25.05,18.96,5.22
13-07-2019,21.27,15.18,23.13,22.37,12.2,56.03,10.24,15.78,18.84,3.62
14-07-2019,20,13.12,25.1,22.05,14.78,45.62,9.71,26.07,16.03,2.95
15-07-2019,21.24,16.5,27.17,23.03,13.46,63.5,14.76,18.92,17.61,3.48
16-07-2019,21.88,21.57,27.54,24,15.32,69.44,9.66,10.18,18.88,3.86
17-07-2019,24.84,22.9,28.44,23.89,13.96,25.18,10.37,10.4,19.2,4.25
18-07-2019,27.45,22.73,37.14,25.97,14.91,17.48,10.91,20.49,24.28,3.55
19-07-2019,22.61,18.13,40.79,24.98,17.52,25.74,15.46,14.02,22.09,3.88
20-07-2019,21.56,18.26,37.1,24.47,13.94,15.83,19.17,11.3,24.4,3.01
21-07-2019,23.64,16.17,33.89,23.01,13.32,16.08,17.04,10.68,13.91,2.19
22-07-2019,24.64,19.09,33.03,22.39,15.41,29.4,11.46,10.4,16.2,3.24
23-07-2019,23.99,18.11,39.89,21.66,10.58,73,8.72,9.49,18.46,3.39
24-07-2019,23.42,18.57,40.29,23.2,11.32,37.66,8.8,9.53,21.43,3.99
25-07-2019,23.58,17.75,33.52,22.15,12.51,32.94,21.33,9.31,19.92,3.92
26-07-2019,23.49,18.94,31.61,19.05,14.61,45.64,11.59,9.94,21.42,4.98
27-07-2019,20.93,20.83,25.34,19.92,11.87,26.21,8.68,10.97,26.29,5
28-07-2019,21.15,16.86,21.89,17.69,11.57,24.2,7.95,13.84,13.64,3.32
29-07-2019,19.89,15.56,25.11,17.66,11.77,23.23,6.82,14.06,13.3,3.99
30-07-2019,21.54,23.47,26.92,19.71,12.12,20.1,7.25,14.3,14.71,3.76
31-07-2019,21.64,20.61,26.45,17.66,13.33,17.07,7.51,9.96,14.11,2.88
01-08-2019,19.76,16.49,28.4,20.03,14.94,16.74,8.5,10.22,17.86,3.61
02-08-2019,22.04,22.26,30.96,19.13,13.12,12.53,7.11,9.41,22.98,3.85
03-08-2019,19.08,30.79,31,18.09,11.92,13.6,9.7,9.82,24.82,3.9
04-08-2019,17.21,33.02,30.9,19.88,12.57,13.09,15.44,9.07,19.95,2.71
05-08-2019,18.83,25.52,34.64,21.92,12.93,41.05,9.98,9.13,30.98,2.87
06-08-2019,20.9,23.39,34.68,17.34,15.18,73.18,7.81,9.18,25.4,2.93
07-08-2019,20.29,16.89,31.82,17.16,16.76,46.8,9.79,8.96,25.82,3.28
08-08-2019,19.56,17.69,28.9,21.18,19.4,72.69,9.7,8.96,23.75,3.81
09-08-2019,21.17,17.47,22.08,17.36,13.58,73.73,16.8,9.28,12.95,4.02
10-08-2019,22.07,16.78,22.06,18.28,15.1,79.95,18.23,9.3,8.97,3.29
11-08-2019,19.08,13.39,25.93,19.76,16.94,69.91,6.99,9,15.62,2.34
12-08-2019,21.34,13.7,26.18,21.88,19.45,56.68,7.5,9.02,19.88,2.29
13-08-2019,24.49,14.07,27.12,20.51,29.89,46.85,7.46,8.87,26.56,3.85
14-08-2019,22.95,14.06,31.9,19.63,25.02,44.17,7.31,9.02,27.99,3.94
15-08-2019,20.93,16.94,25.03,19.13,21.68,37.9,7.53,9.19,23.46,3.66
16-08-2019,20.7,17.24,21.51,19,24.22,28.46,6.9,9.19,20.54,3.35
17-08-2019,24.71,15.33,19.1,18.33,24.44,23.98,10.97,9.19,22.27,5.03
18-08-2019,26.34,12.65,20.93,21.17,32.88,13.31,4.42,9.19,23.25,3.74
19-08-2019,27.88,18.01,28.59,22.21,30.57,13.42,6.77,9.16,26.2,4.98
20-08-2019,24,19.07,26.86,21.78,29.66,19.48,11.76,9.19,33.57,4.17
21-08-2019,20.38,18.82,32.68,30.85,23.96,15.58,11.54,9.07,32.1,3.64
22-08-2019,18.74,16.93,42.21,18.5,19.28,14.76,8.98,8.91,29.1,4.01
23-08-2019,18.23,14.8,40.32,19.81,16.82,11.16,5.03,8.83,17.45,3.03
24-08-2019,19.16,13.98,41.76,17.83,16.19,26.56,4.81,8.87,19.5,3.65
25-08-2019,15.48,13.79,31.71,15.28,17.27,57.14,4.98,9.725,20.76,3.12
26-08-2019,17.29,17.31,31.6,19.25,19.36,81.22,5.51,10.58,28.33,3.35
27-08-2019,19.78,19.81,34.48,24.37,15.9,65.26,6.37,9.14,32.12,3.98
28-08-2019,21.27,15.76,34.62,23.64,16.68,43.94,7.67,8.95,24.19,3.75
29-08-2019,18.4,15.8,30.6,23.51,17.85,24.8,7.47,9.47,19.63,3.61
30-08-2019,17.69,14.85,32.44,21.34,16.99,20.29,7.46,11.54,24.11,3.96
31-08-2019,19.48,14.73,40.79,24.77,15.96,16.81,7.85,19.49,34.71,3.86
01-09-2019,15.11,14.12,32.08,26.67,12.75,9.02,7.66,8.82,30.08,2.97
02-09-2019,12.39,15.41,31.91,21.93,11.79,118.9,7.8,8.92,32.41,3.51
03-09-2019,15.56,17.05,36.51,19.38,12.69,84.38,9.61,8.81,37.61,3.32
04-09-2019,16.9,18.79,36.99,20.93,12.34,75.3,8.51,8.81,30.07,3.68
05-09-2019,16.5,18.59,29.09,18.91,15.09,76.49,7.61,8.81,24.27,3.52
06-09-2019,16.14,22.76,30.05,17.35,12.37,74.28,7.92,8.81,22.91,3.35
07-09-2019,15.83,13.94,30.9,18.2,12.65,63.46,7.7,8.77,26.06,4.12
08-09-2019,12.36,11.39,26.84,18.21,11.43,53.07,7.54,12.06,18,3.08
09-09-2019,13.9,13.31,30.47,18.53,13.38,65.89,8.03,16.01,24.82,2.7
10-09-2019,12.3,12.45,34.12,18.6,13.26,73.32,8.48,11.7,34.64,2.66
11-09-2019,14.46,12.23,39.69,17.89,16.45,78.9,8.79,11.2,32.6,1.42
12-09-2019,24.3,11.72,34.01,17.84,14.72,61.76,14.65,10.7,23.16,3.78
13-09-2019,23.38,11.32,29.75,18.02,13.08,61.48,14.43,10.91,24.3,3.3
14-09-2019,21.87,11.69,26.05,17.13,15.41,76.49,7.13,14.37,15.52,3.17
15-09-2019,19.46,10.29,27.77,16.81,16.52,72.68,6.7,10.58,16.66,3.34
16-09-2019,19.11,10.53,36.18,18.11,15.93,75.52,10.58,17.21,21.14,3.66
17-09-2019,22.09,11.14,38.18,17.52,14.76,57.04,7.66,11.66,29.12,4.01
18-09-2019,22.04,12,31.3,19.72,22.53,70.15,6.5,10.94,33.23,3.57
19-09-2019,20.04,12.44,24.15,20.64,21.02,75.95,5.55,11.3,26.98,3.64
20-09-2019,23.82,11.43,31.73,22.21,21.37,75.07,6.76,11.15,23.56,3.44
21-09-2019,24.96,13.74,31.43,22.11,19.01,87.01,10.52,11.05,23.14,3.01
22-09-2019,27.97,16.38,30.66,21.21,22.14,65.54,6.06,10.93,23.87,3.16
23-09-2019,38.91,12.87,30.02,21.38,25.85,84.54,7.34,10.91,24.33,2.99
24-09-2019,33.19,11.77,34.98,22.6,25.87,66.1,7.82,10.56,24.22,3.09
25-09-2019,24.87,10.73,29.99,20.5,21.84,39.59,9.46,10.91,18.36,4.03
26-09-2019,20.76,10.79,27.25,18.64,15.21,31.88,9.29,10.88,18.45,4.22
27-09-2019,28.02,10.05,24.52,18.32,14.23,24.5,11.12,10.44,19.82,4.81
28-09-2019,26.64,10.69,26.18,16.9,15.5,15.2,13.12,10.49,19.45,3.63
29-09-2019,22.87,9.1,22.84,16.65,21.56,13.35,14.35,10.51,25.92,3.57
30-09-2019,19.29,11.32,27.89,21.12,28.89,15,13.56,10.54,34.89,3.72
01-10-2019,25.88,13.2,28,23.71,21.75,46.08,14.64,10.58,29.16,4.45
02-10-2019,32.46,14.87,29.72,22.62,21.43,63.18,21.9,10.66,34.98,3.69
03-10-2019,35.24,13.87,36.77,21.23,24.9,51.14,21.43,10.32,39.69,4.29
04-10-2019,41.03,12.89,34.07,21.78,24.27,62.46,13.84,10.56,28.17,4.26
05-10-2019,46.1,15.4,33.82,20.84,26.37,85.02,28.76,10.3,31.86,3
06-10-2019,33.96,13.42,36.98,25.5,26.42,49.98,24.73,12.09,33.6,3.25
07-10-2019,37.6,24.13,33.46,29.57,23.98,24.74,12.28,11.41,36.11,3.18
08-10-2019,28.28,19.29,33.4,28.62,21.05,22.87,10.01,11.35,37.18,3.36
09-10-2019,39.99,21.5,45.5,25.94,25.34,21,31.37,12.56,44.26,4.8
10-10-2019,36.15,20.03,50.32,30.13,32.44,45.07,56.19,11.64,44.44,4.23
11-10-2019,37.89,12.98,48.05,37.12,26.75,60.23,29.19,12.05,41.18,4.47
12-10-2019,30.58,13.05,48.54,33.32,27.6,50.2,13.11,11.5,42.69,4.36
13-10-2019,23,12.82,51.27,34.97,24.49,27.74,22.8,11.33,36.43,2.97
14-10-2019,26.95,10.65,50.83,35.65,24.54,41.38,45.65,12.01,43.28,4.47
15-10-2019,28.5,14.28,58.61,30.27,23.13,30.85,51.69,11.41,54.6,4.47
16-10-2019,28.28,13.95,53.03,29.76,28.52,24.57,47.39,11.4,50.34,4.57
17-10-2019,27.52,14.72,46.51,32.92,27.32,24.34,28.53,11.65,36.55,4.52
18-10-2019,24.42,13.39,39.62,38.47,20.85,36.81,22.28,11.53,33.99,3.85
19-10-2019,23.99,16.52,51.37,45.03,21.67,46.95,43.65,11.53,39.01,3.87
20-10-2019,23.31,15.91,48.83,36.05,23.54,21.08,32.44,11.51,42.73,3.4
21-10-2019,30.13,14.07,51.05,36.43,21.12,14.51,33.32,11.51,58.75,3.28
22-10-2019,24.22,15.97,50.05,48.15,27.1,26.61,39.74,14.51,63.6,3.44
23-10-2019,16.97,13.91,57.92,56.8,23.75,27.71,43.84,18.14,66.43,4.11
24-10-2019,15.8,22.06,67.36,58.47,19.81,18.27,59.89,11.56,51.44,3.58
25-10-2019,18.11,29.32,52.55,38.17,22.14,14.24,45.54,13.12,43.9,3.14
26-10-2019,18.89,17.79,56.43,62.62,18.42,12.5,39.52,8.57,38.55,2.34
27-10-2019,21.32,18.36,48.37,64.36,21.39,11.68,35.42,9.11,52.45,2.52
28-10-2019,24.6,26.17,48.45,67.87,24.01,27.94,34.53,19.85,55.08,3.14
29-10-2019,22.99,33.68,60.03,68.2,25.96,26.12,42.1,10.03,69.79,2.43
30-10-2019,26.91,28.92,63.87,61.6,26.24,24.33,43.74,9.78,61.32,2.55
31-10-2019,24.47,27.43,71.37,80.61,19.89,22.88,46.69,10.01,56.61,2.88
01-11-2019,25.98,22.47,73.61,81.36,20.95,23.4,58.23,9.94,48.01,4.03
02-11-2019,25.19,15.48,54.1,94.87,25.34,19.97,39.28,9.91,38.23,3.87
03-11-2019,26.32,16.78,49.67,67.88,22.49,20.2,34.57,10.98,36.65,2.6
04-11-2019,36.74,19.41,44.53,55.83,25.82,20.68,33.71,10.64,42.12,2.92
05-11-2019,41.5,19.12,44.32,49.05,36.15,21.94,33.7,32.85,56.9,3.85
06-11-2019,38.83,18.98,54.77,57.36,35.47,23.49,40.46,9.95,43.71,3.98
07-11-2019,44.07,18.15,51.64,72.7,27.89,23.75,45.65,9.95,29.33,3.18
08-11-2019,38.45,17.94,52.79,66.58,29.95,20.49,45.85,10.04,36.18,3.47
09-11-2019,35.19,13.83,44.01,60.77,29.9,67.53,34.22,10.04,35.61,2.51
10-11-2019,30.63,13.01,50.35,44.77,28.07,99.05,33.07,10.24,36.9,2.16
11-11-2019,33.11,14.86,61.36,39.5,30.62,95.33,46.43,10.25,41.64,3.25
12-11-2019,26.07,15.61,66.1,49,27.67,121.62,60.71,10.31,41.03,4.56
13-11-2019,28.6,13.89,73.6,58.81,32.29,113.8,78.03,10,50.46,5.78
14-11-2019,26.92,11.17,82.63,66.02,28.91,107.39,80.51,10.09,44.48,5.87
15-11-2019,28.61,15.3,59.35,56.97,34.06,91.54,59.63,10,34.85,4.16
16-11-2019,26.87,14.58,42.35,57.04,33.39,83.98,40.67,9.91,40.06,3.55
17-11-2019,28,14.19,33.78,45.35,30.37,86.38,33.71,10.01,40.74,2.59
18-11-2019,29.65,11.86,40.05,42.48,35.4,79.08,34.47,10.01,43.61,4.45
19-11-2019,26.77,11.17,52.79,54.57,32.85,91.57,47.48,10,54.79,14.47
20-11-2019,27.06,10,77.62,46.02,38.32,78.77,55.23,9.98,47.99,17.41
21-11-2019,34.02,10.78,91.65,49.1,38.44,75.13,59.04,9.99,40.3,21.11
22-11-2019,32.14,10.19,75.08,54.4,40.26,44.73,70.43,10.01,46.5,21.44
23-11-2019,32.05,15.6,52.7,48.49,42.14,46.43,47.16,9.99,55.72,23.24
24-11-2019,21.45,12.43,43.51,42.33,38.39,64.29,35.04,9.99,48.35,18.38
25-11-2019,27.71,12.6,53.29,63.58,35.5,51.54,54.7,9.99,37.64,20.14
26-11-2019,30.62,21.97,53.83,76.96,31.01,42.23,54.34,10.03,43.72,26.13
27-11-2019,35.64,12.54,42.94,46.79,38.76,37.27,50.09,10.02,35.23,24.52
28-11-2019,29.76,20.28,32.3,37,49.64,56.21,35.91,9.85,36.15,21.22
29-11-2019,25.68,10.09,41.9,34.38,44.76,71.73,46.33,10.32,36.39,21.72
30-11-2019,22.84,12.09,45.04,35.81,40.93,67.59,35.83,10.15,43.57,20.93
01-12-2019,20.19,12.66,50.39,32.7,32.04,64.53,41.25,10.06,46.12,9.46
02-12-2019,21.53,11.51,57.23,38.19,26.88,79.12,44.59,9.93,52.45,16.98
03-12-2019,27.81,12.03,60.85,39.7,36.08,79.39,54.1,10.05,65.24,24.3
04-12-2019,26.87,11.2,71.65,56.83,38.31,78.46,59,10.6,62.15,23.43
05-12-2019,32.39,11.1,91.53,71.21,47.96,52.12,67.56,13.89,51.15,17.64
06-12-2019,32.59,13.29,69.73,59.47,46.9,17.67,57.37,11.54,62.43,18.07
07-12-2019,32.74,15.86,66.41,56.84,49.14,26.29,55.07,10.78,56.58,21.04
08-12-2019,26.15,21.19,68.59,53.69,42.75,45.43,50.18,12.9,51.8,14.82
09-12-2019,29.26,26.96,68.28,53.29,41.58,23.76,53.81,15.08,53.14,24.86
10-12-2019,27.3,19.62,72.63,56.73,43.91,25.21,60.68,14.02,65.52,23.66
11-12-2019,29.94,23.21,85.56,87.6,45.83,38.01,55.31,12.72,59.22,24.62
12-12-2019,28.49,16.54,64.36,81.37,44.15,24.43,56.89,12.31,37.72,23.7
13-12-2019,26.71,18.49,41.21,17.29,32.41,13.97,40.18,14.74,37.64,21.3
14-12-2019,25.5,21.13,41.29,15.38,35.37,10.64,28.97,13.75,32.5,14.27
15-12-2019,23.85,19.49,39.9,19.78,31.45,10.88,28.44,11.28,33.88,21.04
16-12-2019,25.62,18.27,35.06,18.23,39.89,9.47,22.09,12.41,33.78,26.23
17-12-2019,28.51,17.87,32.7,10.94,45.94,8.95,19.26,13,36.97,12.41
18-12-2019,31.51,17.69,44.41,12.47,48.4,9.09,28.71,14.96,53.16,30.54
19-12-2019,30.63,16.88,55.64,19.67,45.84,26.12,35.26,12.09,47.58,22.06
20-12-2019,32.5,16.87,60.58,30.62,52.39,29.48,49.46,11.94,55.63,24.17
21-12-2019,29.51,18.47,50.24,42.09,45.79,32.84,44.51,13.09,50.72,24.07
22-12-2019,25.65,16.14,38.96,30.53,41.34,36.2,29.66,12.12,33.15,21.6
23-12-2019,31.35,19.05,39.83,19.6,41.57,39.56,28.13,13.24,47.21,23.69
24-12-2019,29.34,19.46,56.72,19.94,34.51,42.92,46.67,9.83,48.98,29.92
25-12-2019,26.59,19.74,39.77,18.74,33,31.33,27.24,10.53,63.5,16.66
26-12-2019,29.46,20.28,45.08,33.24,33.93,22.25,27.14,10.62,69.79,16.21
27-12-2019,31.24,17.66,54.6,74.98,36.66,34.37,36.03,10.73,77.26,24.75
28-12-2019,26.94,20.27,55.98,82.19,39.62,32.19,29.88,10.78,78.18,29.29
29-12-2019,26.2,14.61,57.76,76.29,44.53,29.77,47.92,10.88,70.77,27.49
30-12-2019,28.46,14.2,55.61,59.32,36.32,34.5,35.93,10.78,60.65,27.32
31-12-2019,29.1,15.44,47.5,92.38,30.94,36.69,28.03,10,43.68,26.8
01-01-2020,27.31,12.66,64.18,86.74,25.88,36.74,30.83,10.38,37.84,23.08
02-01-2020,28.05,11.47,64.8,83.43,27.43,35.29,41.86,10.44,35.09,21.04
03-01-2020,26.26,10.95,55.65,80.79,25.24,31.59,42.51,10.03,45.51,24.75
04-01-2020,31.56,11.49,57.67,76.78,29.78,25.79,38.85,10.02,47.22,19.58
05-01-2020,29.1,8.69,48.25,67.26,34.05,23.89,38.35,9.67,49.72,17.5
06-01-2020,27.57,10.41,51.19,70.42,36.85,31.45,49.18,10.43,49.37,27.71
07-01-2020,29.93,12.16,44.9,104.77,30.38,35.42,36.67,9.77,37.36,30.16
08-01-2020,30.86,17.3,38.64,77.03,25.03,32.84,37.6,10.12,34.88,15.99
09-01-2020,33.79,17.47,32.3,50.72,29.5,27.17,20.39,10.05,34.99,23.64
10-01-2020,36.97,17.3,45.12,46.27,29.58,26.64,30.44,9.74,43.62,24.85
11-01-2020,29.13,18.69,53.28,79.2,41.69,35.09,37.59,10.19,57.57,30
12-01-2020,30.57,14.35,59.91,86.61,42.49,29.37,38.54,9.99,53.49,22.22
13-01-2020,38.77,16.68,55.04,56.48,46.15,33.01,39.59,10.01,47.46,26.77
14-01-2020,43.03,20.24,38.08,82.31,40.97,25.34,26.1,9.89,33.08,26.54
15-01-2020,35.06,13.76,47.45,97.65,25.29,36.23,34.76,9.78,30.98,25.43
16-01-2020,38.18,12.32,44.21,49.16,22.05,36.59,26.9,9.85,38.57,27.92
17-01-2020,39.38,11.1,36.19,61.42,27.84,39.22,23.97,10.03,52.14,24.09
18-01-2020,26.29,10.68,43.78,56.21,29.5,24.39,33.25,9.98,48.12,24.82
19-01-2020,23.43,17.08,34.18,55.46,27.74,23.75,22.03,10.02,43.38,23.12
20-01-2020,33.42,23.7,38.21,56.48,30.46,29.47,23.24,10.17,56.22,24.67
21-01-2020,33.67,22.62,48.18,81.18,32.37,42.38,31.26,10.04,34.98,22.73
22-01-2020,30.62,20.03,44.3,73.59,31.8,48.03,33.45,10.07,39.35,22.81
23-01-2020,30.76,16.9,35.26,45.54,43.87,47.62,28.6,10.01,39.05,23.56
24-01-2020,39.01,24.68,44,53.63,49.49,42.59,28.98,9.93,46.1,21.07
25-01-2020,46.43,20.2,56.31,77.48,47.05,43.86,38.66,10.17,58.13,22.96
26-01-2020,45.71,16.43,50.94,80.18,43,39.57,35.27,10.69,56.28,17.18
27-01-2020,41.23,18.37,67.09,84.52,38.53,40.53,43.56,10.77,38.01,20
28-01-2020,33.37,17.4,42.01,48.86,29.77,45.89,36.2,10.82,37.77,22.43
29-01-2020,38.65,14.74,42.24,28.59,38.77,37.57,29.88,10.7,35.56,26.53
30-01-2020,47.61,14.87,45.04,36.79,36.66,33.1,30.2,10.35,42.73,20.44
31-01-2020,37.62,14.02,47.35,45.07,38.18,40.28,31.13,10.15,44.11,23.19
01-02-2020,31.67,13.12,44.25,47.88,40.69,45.34,35.77,37.76,43.05,18.95
02-02-2020,24.1,12.12,45.28,41.78,29.28,37.85,24.32,65.37,40.38,16.57
03-02-2020,34.38,13.74,53.71,54.62,30.21,43.43,29.87,92.98,40.61,24.45
04-02-2020,32.2,10.92,64.8,65.73,31.23,48.55,34.16,21,35.28,20.46
05-02-2020,30.15,13.26,53.35,42.87,34.88,49.02,28.99,12.2,40.79,19.56
06-02-2020,35.14,19.32,51.82,44.36,41.17,57.85,26.08,11.48,47.01,17.95
07-02-2020,31.27,14.12,58.46,45.01,28.37,65.46,32.6,13.47,39.64,16.95
08-02-2020,30.49,10.61,47.55,53.58,28.55,60.31,26.63,11.59,43.33,17.99
09-02-2020,25.96,8.77,50.75,77.57,27.11,60.09,27.22,11.18,51.97,18.42
10-02-2020,26.2,10.09,56.48,69.99,29.29,53.96,27.42,10.13,62.17,23.62
11-02-2020,28.99,19.96,60.12,65.86,29.93,57.63,25.02,10.4,55.3,23.63
12-02-2020,28.34,22,55.96,55.38,36.64,56.97,21.34,13.17,63.37,22.49
13-02-2020,37.32,18.01,41.59,47.2,43.3,54.59,15.8,11.27,64.98,21.5
14-02-2020,46.46,17.3,34.6,31.79,60.15,48.16,12.87,10.48,46.03,22.65
15-02-2020,54.43,17.74,44.57,37.93,57.58,51.63,14.87,10.41,58.13,20.72
16-02-2020,36.76,12.71,57.15,53.08,43.19,63.63,21.86,10.43,67.32,17.85
17-02-2020,43.77,13.64,61.17,47.02,44.99,70.85,26.62,11.42,82.69,23.93
18-02-2020,42.79,18.11,59.91,38.99,47.25,63.36,25.16,11.48,83.09,23.28
19-02-2020,36.85,14.71,59.9,64.63,44.57,71.1,22.08,10.83,64.85,25.06
20-02-2020,33.04,14.09,44.05,36.81,27.45,62.39,16.77,10.75,37.07,27.54
21-02-2020,24.85,19.91,33.27,15.99,22.96,35.76,13.52,11.36,33.95,25.97
22-02-2020,23.75,8.63,41.23,22.72,27.78,40.41,15.42,25.44,35.4,26.83
23-02-2020,21.8,8.88,42.24,32.13,24.85,49.2,23.87,19.65,33.67,22.12
24-02-2020,25.61,10.95,44.2,35.17,27.31,40.63,20.6,12.86,42.37,25.2
25-02-2020,31.08,12.69,46.76,20.95,28.15,33.22,25.61,13.05,55.28,27.32
26-02-2020,27.21,8.88,50.67,32.74,34.26,34.22,28,14.77,43.69,24.06
