Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Amritsar,Jaipur,Thiruvananthapuram
12-07-2018,14.74,19.71,34.22,25.94,22.14,82.57,23.22,8.76,17.37,10.8
13-07-2018,15.78,23.06,31.94,27.2,20.22,74.62,25.72,9.01,18.46,11.87
14-07-2018,15.81,20.11,31.63,27.28,26.02,76.62,25.79,9.18,18.85,8.59
15-07-2018,12.25,19.19,28.9,26.88,25.58,66.91,25.5,9.43,23.25,6.91
16-07-2018,16.2,18.5,33.31,27.09,21.19,65.36,25.9,9.41,21.92,5.67
17-07-2018,15.05,21.86,30.73,26.16,20.54,62.68,26.12,9.35,20.3,5.97
18-07-2018,13.81,21.3,29.45,27.34,22.64,69.82,25.57,8.82,18.46,8
19-07-2018,16.04,20.18,27.41,30.03,21.97,87.69,25.49,8.73,19.14,9.67
20-07-2018,16.03,20.54,33.46,30.06,22.18,84.65,25.86,8.06,17.72,11.27
21-07-2018,17.69,20.42,36.48,29.87,23.18,70.8,25.94,5.99,14.77,8.35
22-07-2018,14.94,19.34,27.55,27.46,22.42,47.06,26.01,6.06,16.73,4.55
23-07-2018,18.69,19.84,28.74,32.02,21.69,56.8,25.64,6.02,14.22,6.27
24-07-2018,16.37,20.72,29.15,27.5,21.03,53.6,25.69,5.21,13.68,5.95
25-07-2018,18.57,20.48,27.58,27.73,20.4,43.78,25.97,4.85,12.75,6.46
26-07-2018,28.4,21.36,25.1,28.61,20.64,58.33,26.04,4.83,16.85,8.08
27-07-2018,21.86,24.76,23.41,28.22,24.38,49.65,25.44,5.6,16.53,6.93
28-07-2018,17.94,25.2,21.59,30.75,22.38,62.4,24.98,6.7,17.69,8.08
29-07-2018,15.62,22.76,25.02,30.41,28.86,34.19,24.84,6.65,15.94,5.91
30-07-2018,18.15,23.22,25.06,27.87,25.61,47.85,24.81,6.6,17.26,5.95
31-07-2018,19.01,25.1,28.84,28.27,25.13,53.54,25.08,6.63,31.33,12.14
01-08-2018,22.78,25.12,26.14,26.68,25.54,38.33,26.66,7.14,30.99,15.24
02-08-2018,19.33,26.54,25.2,29.66,27.27,57.25,25.24,8.58,20.59,10.09
03-08-2018,18.78,22.93,26.08,28.11,28.85,55.92,26.08,8.94,27.2,8.53
04-08-2018,18.82,22.68,28.77,28.79,25.39,62.25,25,8.67,23.91,8.14
05-08-2018,15.27,21.71,24.82,26.51,27.06,61.2,24.98,8.11,24.05,4.41
06-08-2018,18,22.73,26.59,27.86,23.75,72.71,24.97,8.08,22.21,5.17
07-08-2018,18.39,21.88,26.15,29.47,24.24,69.18,24.78,7.92,26.42,5.07
08-08-2018,20.05,21.79,25.24,26.33,24.82,52.32,24.92,6.56,21.8,7.21
09-08-2018,17.68,21.28,24.98,27.2,27.7,65.15,26.62333333,7.11,19.36,8.03
10-08-2018,16.8,24.69,34.82,36.65,24.89,78.21,28.32666667,7.67,24.58,3.96
11-08-2018,17.12,23.67,24.06,34.12,24.46,70.82,30.03,7.76,23.6,3.27
12-08-2018,13.53,20.63,23.5,41.08,18.71,73.68,31.73333333,7.83,20.85,4.77
13-08-2018,15.3,20.26,25.04,44.17,17.79,84.4,33.43666667,8.79,20.43,7.6
14-08-2018,17.12,17.3,29.49,44.57,27.16,85.04,35.14,10.34,21.97,5.1
15-08-2018,15.93,16.34,23.72,36.47,17.62,53.17,17.04,10.37,20.69,2.62
16-08-2018,16.13,15.11,29.32,27.26,19.87,63.72,19.73,10.24,19.6,6.52
17-08-2018,15.35,17.11,24.58,27.52,20.71,67.01,15.87,9.47,14.35,6.8
18-08-2018,15.9,18.69,26.17,29.83,17.73,102.79,14.49,9.46,17.54,7.48
19-08-2018,16.35,17.73,31.85,28.22,24.8,71.23,14.15,9.47,19.22,5.9
20-08-2018,18.52,18.76,32.54,28.04,21.95,61.59,26.81,10.14,18.9,6.29
21-08-2018,17.55,16.74,27.85,24.24,19.61,56.85,24.04,12.06,20.9,7.29
22-08-2018,17.29,16,28.18,22.78,22.71,62.34,22.49,13.5,22.76,4.72
23-08-2018,17.95,17.76,24.72,25.31,23.7,74.44,17.19,12.01,21.23,5.11
24-08-2018,18.94,16.66,24.6,26.75,24.14,86.44,18.89,13.39,20.67,5.3
25-08-2018,19.62,16.2,22.78,27.9,25.68,68.99,21.4,19.85333333,21.68,4.2
26-08-2018,18.03,16.09,19.92,27.44,24.79,52.77,18.1,26.31666667,21.09,4.5
27-08-2018,19.41,18.75,23.6,27.68,27.1,62.11,31.51,32.78,23.04,4.3
28-08-2018,18.83,17.38,25.52,24.29,27.6,63.67,25.01,11.84,23.31,2.92
29-08-2018,18.42,19.87,26.12,24.84,26.87,55.96,21.34,11.74,19.4,5.04
30-08-2018,17.92,16.49,28.28,28,26.52,69.42,17.24,10.68,19.92,5.23
31-08-2018,23.85,15.98,25.96,30.23,27.25,81,20.75,9.68,18.28,5.98
01-09-2018,18.76,19.22,28.51,27.01,26.37,66.97,19.63,18,19.36,7.1
02-09-2018,17.44,20.74,23.44,28,25.86,60.42,12.48,10.27,20.51,4.64
03-09-2018,20.87,15.68,27.63,30.37,23.73,61.41,24.62,12.7,24.24,6.64
04-09-2018,26.03,16.89,35.94,29.19,25.6,59.32,23.85,11.55,24.24,5.82
05-09-2018,21.06,16.8,30.63,25.52,26.36,79.4,18.1,10.75,22.44,6.44
06-09-2018,21.41,16.96,30.88,30.02,26.76,63.25,20.05,8.52,23.44,6.96
07-09-2018,20.41,16.34,37.91,26.1,22.74,58.4,31.05,7.29,26.35,6.46
08-09-2018,19.4,16.92,26.65,26.09,18.35,66.51,23.91,7.84,18.53,4.86
09-09-2018,23.74,15.16,23.58,27.39,24.19,51.65,15.52,10.65,12.5,5.29
10-09-2018,29.62,18.5,29.61,26.62,32.15,34.21,20.6,10.85,15.6,5.72
11-09-2018,34.78,16.37,26,25.81,38.45,38.85,17.62,15.46,17.24,8.42
12-09-2018,38.97,16.44,24.4,27.41,35.45,28.31,19.36,14.9,18.96,7.36
13-09-2018,38.83,15.41,23.21,25.74,36.44,51,19.48,10.91,17.96,7.82
14-09-2018,42.11,14.86,25.18,23.43,36.56,53.26,20.25,11.35,21.39,9.43
15-09-2018,40.13,16.23,27.72,23.31,36.45,58.81,20.46333333,11.61,23.88,8.62
16-09-2018,35.93,16.5,25.92,24.46,33.93,69.19,20.67666667,11.37,22.94,6.65
17-09-2018,30.55,19.66,29.15,20.97,22.67,68.9,20.89,11.48,24.33,8.43
18-09-2018,24.34,20,29.8,21.56,25.48,76.7,21.96,11.79,25.65,7.9
19-09-2018,23.2,19.13,37.36,27.9,31.56,92.5,31.51,11.69,27.89,8.21
20-09-2018,41.9,21.45,38.16,29.55,30.3,74.02,40.48,11.32,29.68,6.06
21-09-2018,33.38,18.84,26.7,17.07,27.55,44.91,24.47,11.04,17.58,6.71
22-09-2018,30.37,19.48,21.72,18.33,23.11,56.49,19.75,10.85,14.55,6.82
23-09-2018,38.12,14.26,19.88,21.84,27.46,46.64,18.79,3.94,12.4,4.45
24-09-2018,35,15.16,25.07,27.21,36.88,48.48,18.37,0.79,18.08,7.85
25-09-2018,40.97,16.56,25.67,23.78,38.18,52.75,16.72,1.41,24.13,9.65
26-09-2018,28.45,14.65,32.38,21.35,44.83,35.6,22.99,1.41,24.82,6.06
27-09-2018,30.94,13.68,37.42,27.66,36.52,62.2,26.56,4.82,29.87,6.63
28-09-2018,27.64,13.15,44.68,29.35,38.03,71.65,31.23,11.77,28.89,7.34
29-09-2018,25.67,13.36,46.15,34.36,38.38,47.02,27.57,14.45,32.84,7.36
30-09-2018,23.56,13.77,34.52,30.08,37.28,27.07,22.71,14.12,30.4,8.24
01-10-2018,25.53,12.48,40.86,30.43,38.16,25.78,27.4,14.79,30.31,9.79
02-10-2018,19.67,13.11,36.68,33.28,33.16,20.81,27.21,15.03,27.83,7
03-10-2018,20.76,12.81,42.57,35.35,32.41,29.69,17.98,14.44,37.48,9.29
04-10-2018,21.67,15.72,48.01,43.65,33.83,28.71,17.15,18.87,35.71,11.08
05-10-2018,19.47,18.38,53.69,40.02,34.47,31.08,16.88,17.17,37.16,20.9
06-10-2018,19.84,15.29,44.71,45.87,42.33,25.34,16.42,15.89,32.3,8.2
07-10-2018,23.91,13.8,44.81,42.11,39.75,20.9,16.92,15.38,34.63,6.03
08-10-2018,26.49,17.82,56.21,48.29,40.33,25.1,34.39,12.72,41,7.97
09-10-2018,32.27,17.82,54.24,40.53,46.53,29.34,55.75,10.99,37.55,9.25
10-10-2018,34.32,21.12,47.73,34.22,48.32,42.25,57.05,14.43,36.41,9.88
11-10-2018,43.63,19.25,37.74,31.93,43.03,49.72,55.87,21.74,27.52,9.85
12-10-2018,44.04,18.38,44.48,33.9,42.79,50.16,52.45,27.25,28.83,8.94
13-10-2018,41.95,13.52,49.89,31.11,46.54,43.21,44.26,26.32,35.09,6.78
14-10-2018,26.49,15.82,47.34,35.56,36.76,35.98,47,26.49,36.45,4.82
15-10-2018,28.25,12.85,55.44,44.6,35.21,45.56,56.2,23.23,40.58,4.55
16-10-2018,26.88,12.68,64.18,50.16,32.39,36.99,54.17,18.58,42.5,6.51
17-10-2018,22.81,15.63,52.81,46.95,34.67,59.61,57.27,19.97,45.45,7.11
18-10-2018,28.34,17.18,57.64,49.83,31.81,81.21,59.73,20.95,59.26,4.4
19-10-2018,21.84,19.41,54.31,51.55,37.92,63.53,32.5,22.89,53.89,4.3
20-10-2018,25.93,22.31,54.04,47.79,47.2,33.76,39.28,25.08,47.86,6.48
21-10-2018,30.1,16.62,55.77,54.88,44.57,28.98,28.98,29.28,38.28,3.84
22-10-2018,41.15,19.55,55.49,41.35,51.4,25.55,30.62,29.53,47.36,8.11
23-10-2018,43.25,20.24,63.32,53.21,45.12,24.62,42.88,23.73,37.34,4.94
24-10-2018,40.4,19.44,77.72,58.31,46.11,20.9,43.77,24.41,42.32,8.79
25-10-2018,36.95,21.39,72.23,90.95,45.35,25.08,63.88,26.8,41,7.7
26-10-2018,40.42,19.89,74.04,75.24,47.97,25.59,104.13,27.04,35.17,8.97
27-10-2018,45.83,23.1,77.3,76.26,60.75,50.79,68.92,26.26,45.64,10.84
28-10-2018,45.79,20.55,57.66,62.28,46.84,31.28,40.73,28.65,44.02,5.95
29-10-2018,56.14,19.05,62.22,67.07,46.3,20.31,41.14,26.18,56.12,4.42
30-10-2018,58.13,17.96,70.46,78.79,47.35,15.58,57.25,20.66,54.2,3.88
31-10-2018,42.16,17.33,68.02,68.95,47.69,16.93,54.83,22.59,50.16,4.02
01-11-2018,31.6,17.66,71.63,70.3,45.19,14.98,49.81,21.4,55.17,5.92
02-11-2018,24.14,15.78,65.98,82.88,37.54,15.05,40.28,21.19,58.43,11.63
03-11-2018,24.36,14.37,47.39,76.48,32.84,11.22,18.37,27.79,50.46,9.86
04-11-2018,22.91,13.34,34.18,50.08,30.95,8.7,14.74,32.62,40.36,6.96
05-11-2018,28.89,15.35,48.25,39.64,36.41,78.14,27.22,27.03,44.42,8.5
06-11-2018,30.42,17.64,43.78,40.27,39.76,77.33,24.28,38.29,51.35,6.02
07-11-2018,31.2,18.17,45.14,55.44,38.84,61.86,29.92,43.28,46.85,10.97
08-11-2018,32.99,21.91,64.57,54.59,35.89,13.56,52.77,32.62,29.13,13.16
09-11-2018,29.99,16.56,68.25,52.55,42.33,12.18,47.71,38.15,34.38,7.95
10-11-2018,35.38,20.53,79.5,59.83,44.02,11.49,56.69,38.02,44.37,6.01
11-11-2018,37.67,17.52,70.55,62.06,44.85,7.84,55.8,34.95,55.83,3.33
12-11-2018,47.6,19.12,71.88,69.47,50.55,5.58,70.85,37.24,56.75,5.14
13-11-2018,50.42,22.32,74.72,83.09,56.68,3.26,63.71,38.7,64.22,5.85
14-11-2018,56.64,21.1,59.36,59.14,60.17,2.9,39.46,36.97,56.95,5.51
15-11-2018,43.91,16.54,47.83,50.62,52.31,23.75,29.47,23.5,68,5.26
16-11-2018,28.79,14.07,42.41,30.61,45.12,20.9,20.84,35.8,60.76,5.39
17-11-2018,28.7,16.46,51.93,41.79,32.04,14.12,30.37,38.24,47.14,8.59
18-11-2018,20.87,15.57,61.82,66.97,29.19,12.83,37.57,38.26,41.75,3.31
19-11-2018,22.54,13.35,56.73,87.45,32.18,9.89,22.95,29.8,46.42,4.72
20-11-2018,28.52,15.15,63.96,84.92,43.52,5.49,28.02,27.98,51.87,7.13
21-11-2018,28.34,13.69,63.79,66.59,44.09,2.68,31.2,28.7,47.29,6.98
22-11-2018,24.12,17.85,74.93,65.27,46.07,6.07,41.9,34.1,41.72,4.82
23-11-2018,27.32,18.11,61.06,63.59,47.8,12.27,30.75,31.23,46.13,4.23
24-11-2018,29.96,21.25,46.57,61.83,53.95,10.83,18.94,33.26,43.16,5.88
25-11-2018,27.32,18.89,58.16,59.19,50.29,9.22,32.79,36.7,41.7,3.54
26-11-2018,30.65,24.37,68.3,73.13,53.44,6.61,41.26,33.08,47.57,8.74
27-11-2018,36.44,22.07,78.94,83.37,59.24,8.22,39.19,36.36,39.88,10.58
28-11-2018,29.98,20.05,69.6,72.25,59.43,27.72,30.8,33.88,36.11,10.82
29-11-2018,25.48,18.07,63.68,57.9,65.02,12.48,26.66,33.27,43.46,8.95
30-11-2018,28.44,18.47,56.74,55.45,56.72,9.65,26.11,31.37,37.52,8.63
01-12-2018,31.03,19.72,56.43,57.18,56.11,7.58,26.8,36.7,45.95,7.98
02-12-2018,24.59,16.96,67.18,74.59,52.98,4.56,24.59,38,47.58,7.27
03-12-2018,25.62,17.89,66.91,60.3,48.78,23.02,26.46,33.28,49.84,6.21
04-12-2018,26.42,17.59,74.17,72.27,47.55,98.74,26.8,26.18,46.31,7.21
05-12-2018,23.94,17.71,65.87,56.12,40.48,114.75,21.89,33.08,47.89,8.22
06-12-2018,29.76,17.19,71.73,65.41,41.39,61.62,22.51,43.85,47.68,6.63
07-12-2018,31.25,16.76,54.83,55.29,32.11,18.31,22.54,33.89,41.09,5.67
08-12-2018,33.48,16.05,59.06,64.2,34.16,40.6,24.64,37.59,42.12,6.54
09-12-2018,23.23,14.89,65.3,62.52,33.76,19.66,25.46,41.33,44.12,6.67
10-12-2018,30.66,16.81,66.58,80.22,30.74,9.16,35.31,41.71,44.22,8.33
11-12-2018,38.55,19.54,68.87,71.15,39.51,44.38,51.35,40.65,36.56,5.51
12-12-2018,40.02,23.86,55.1,67.55,36.07,19.84,51.14,39.35,34.55,5.58
13-12-2018,36.8,20.16,42.59,49.54,37.39,20.22,32.39,41.28,38.22,4.51
14-12-2018,36.41,19.97,45.22,38.27,41.82,20.57,44.44,30.82,39.1,3.67
15-12-2018,35.48,16.49,47.31,39.05,38.42,20.19,59.84,30.34,43.15,6.35
16-12-2018,40.02,14.61,50.86,49.22,39.24,19.21,59.54,31.61,36.18,8.25
17-12-2018,54.92,17.97,58.08,56.53,33.95,18.52,61.41,31.59,35.52,14.95
18-12-2018,63.57,19.64,61.34,50.78,29.09,17.36,34.88,35.39,39.21,13.72
19-12-2018,47.79,15.74,63.77,50.68,33.97,39.95,47.71,37.44,50.9,7.98
20-12-2018,35.34,16.31,68.97,53.32,43.69,16.5,80.65,35.26,52.17,9.16
21-12-2018,38.9,15.8,66.03,53.25,48.47,9.85,79.05,37.83,46.93,8.28
22-12-2018,35.19,15.84,78.71,70.06,52.59,7.84,125.64,29.75,44.77,9.4
23-12-2018,23.96,16.53,77.63,56.29,41.45,6.1,87.78,20.86,34.44,5.38
24-12-2018,27.87,16.54,75.26,53.54,44.67,5.32,104.4,22.13,41.02,9.47
25-12-2018,33.44,17.86,61.2,44.5,46.1,4.75,40.53,22.59,41.7,5.04
26-12-2018,33.7,16.16,65.2,49.62,36.25,4.11,49.95,24.35,41.21,7.27
27-12-2018,31.17,17.01,78.43,46.26,38.87,6.01,46.58,27.11,37.01,6.9
28-12-2018,31.77,16.16,60.59,35.07,44.84,11.34,23.88,27.48,40.43,6.35
29-12-2018,31.32,16.27,64.97,45.98,44.93,96.82,48.11,37.03,45.19,7.55
30-12-2018,28.97,9.74,76.89,60.69,45.42,164.83,80.68,32.62,38.6,6.65
31-12-2018,37.46,11.22,70.54,61.89,52.86,113.29,68.8,33.79,44.47,11.29
01-01-2019,38.19,13.22,69.46,62.96,63.82,21.09,58.38,21.67,47.56,9.53
02-01-2019,39.73,13.9,75.06,78.56,67.44,32.27,40.14,19.65,46.22,9.89
03-01-2019,46.55,14.86,66.2,58.14,67.01,65.46,39.5,27.8,45.85,6.94
04-01-2019,45.87,14.64,57.53,48.86,63.58,44.39,29.14,32.28,38.01,11.76
05-01-2019,41.74,13.88,60.35,64.58,50.4,30.31,31.7,29.28,25.45,11.03
06-01-2019,35.73,14.49,51.94,38.08,40.96,31.34,26.48,31.28,29.73,7.67
07-01-2019,44.9,14.19,52.45,34.94,49.16,26.93,20.86,27.86,32.05,10.35
08-01-2019,49.33,16.18,48.95,35.23,62.35,24.25,19.67,25.9,40.04,6.73
09-01-2019,52.68,13.92,49.49,35.21,71.55,24.67,19.23,21.51,30.68,6.56
10-01-2019,53.48,14.95,58.22,45.12,64,20.83,30.28,25.32,27.58,9.73
11-01-2019,49.16,13.7,76.71,67.86,47.6,17.02,69.1,28.99,27.8,8.32
12-01-2019,49.28,12.88,85.14,64.1,39.74,26.11,57.5,24.15,28.84,8.46
13-01-2019,42.99,12.93,66.11,57.64,37.2,15.35,33.49,36.82,28.75,6.38
14-01-2019,47.07,12.57,42.16,29.47,39.21,7.88,18.2,28.07,23.87,10.3
15-01-2019,46.93,11.56,52.45,36.8,42.04,27.69,24.77,30.98,31.85,8.18
16-01-2019,48.15,11.33,83.75,59.97,44.72,12.69,63.23,35.91,26.29,10.76
17-01-2019,42.88,11.15,84.74,48.05,57.06,7.79,45.69,28.05,34.61,9.23
18-01-2019,34.15,11.39,68.58,43.9,53.23,2.82,29.56,25.3,37.4,13.28
19-01-2019,36.98,11.74,77.9,47.99,51.49,22.85,55.67,26.75,24.58,9.91
20-01-2019,32.59,12.43,106.04,57.68,58.07,10.18,54.29,26.29,20.26,10.97
21-01-2019,37.39,12.28,63.04,53.49,46.24,17.36,27.17,18.29,16.53,17.3
22-01-2019,42.87,12.25,38.56,36.59,33.37,188.74,24.07,18.35,17.62,14.36
23-01-2019,42.79,12.07,48.14,33.59,37.74,133.07,21.02,20.46,23.65,12.85
24-01-2019,33.87,12,44.11,42.98,40.03,122.91,23.48,20.8,22.69,11.71
25-01-2019,31.94,12.21,40.03,38.96,29.33,95.22,18.38,23.99,22.47,10.75
26-01-2019,30.06,10.38,38.43,22.82,28.89,33.82,17.67,26.97,18.45,8.6
27-01-2019,26,10.66,45.27,25.51,32.05,27.08,17.93,24.26,22.82,5.78
28-01-2019,26.16,10.43,49.13,28.08,38.41,32.66,34.71,21.57,25.32,7.31
29-01-2019,29.22,12.27,51.47,28.06,39.62,28.28,32.89,22.23,24.17,7.12
30-01-2019,35.51,12.14,63.7,39.6,49.58,27.06,54.93,22.67,23.48,8.55
31-01-2019,33.94,11.73,65.7,60.3,51.35,97.43,56.86,16.6,17.64,8.46
01-02-2019,37.21,11.85,50.75,57.06,45.36,111.04,31.17,13.56,18.38,8.31
02-02-2019,34.78,12.05,35.89,46.98,47.27,40.06,21.52,15.32,19.26,9.97
03-02-2019,28.58,11.26,34.53,33.37,41.85,27.64,18.6,13.39,19.99,6.61
04-02-2019,27.77,11.89,52.85,36.58,42.48,23.6,29.19,14.99,21.47,10.87
05-02-2019,29.41,12.34,75.89,57.52,45.85,23.07,11.78,15.21,23.02,10.77
06-02-2019,38.44,13.45,50.55,59.33,45.84,17.14,95.41,14.76,25.39,8.61
07-02-2019,36.87,12.16,30.8,33.02,35.49,14.14,10.51,14.65,23.04,8.5
08-02-2019,30.73,11.83,39.24,39.51,48.41,9.98,40.68,12.28,21.84,9.75
09-02-2019,40.49,10.92,38.31,27.17,43.21,50.29,44.31,15.88,28.3,7.65
10-02-2019,32.83,10.88,49.26,29.99,39.43,96.51,191.83,18.54,38.73,8.72
11-02-2019,28.6,10.27,58.56,44.08,35.55,96.35,114.35,18.15,34.07,9.33
12-02-2019,32.05,10.73,66.37,60.47,46.13,110.55,132.8,19.13,31.9,10.87
13-02-2019,34.53,12.07,70.04,57.48,56.54,93.55,130.46,19.67,30.14,11
14-02-2019,31.95,11.68,53.15,51.57,47.79,35.66,125.36,16.36,33.57,9.2
15-02-2019,32.12,11.22,44.28,32.71,38.74,21.55,70.5,14.11,36.87,8.54
16-02-2019,35.5,11.06,33.33,26.45,46.78,17.02,53.64,13.75,37.37,6.59
17-02-2019,33.19,10.9,42.59,21.48,44.87,13.99,113.18,15.41,45.05,5.37
18-02-2019,39.84,10.6,56.12,35.84,51.92,58.79,203.41,15.49,37.21,6.46
19-02-2019,33.16,10.58,55.44,45.19,38.85,88.51,65.34,17.56,34.29,5.33
20-02-2019,28.91,11.75,51.88,50.2,31.3,39.14,24.17,17.47,29.52,5.28
21-02-2019,35.7,11.21,47.15,51.08,35.72,36.57,20.75,16.96,29.71,6.19
22-02-2019,40.77,11.82,33.95,38.45,43.43,28.96,12.79,18.64,29.15,7.86
23-02-2019,50.05,13.88,36.12,22.49,51.31,17.73,13.88,20.52,33.33,6.58
24-02-2019,47.01,12.35,46.26,40.99,39.75,17.12,16.17,22.04,33.04,6.03
25-02-2019,46.39,11.7,53.86,67.36,37.02,17.95,24.22,22.06,32.96,7.22
26-02-2019,42.06,12.07,50.31,54.95,46.58,13.8,23.54,15.32,37.33,5.93
27-02-2019,33.49,10.65,35.07,29.85,44.72,43.82,21.61,13.73,38.35,5.64
28-02-2019,38.76,14.43,45.02,25.1,37.89,72.99,22.95,9.66,38.24,5.82
01-03-2019,44.64,11.01,48.87,41.59,45.3,96.46,23.22,10.54,30.45,5.44
02-03-2019,26.91,15.07,62.05,58.75,30.47,113.35,30.6,9.87,29.44,6.55
03-03-2019,30.74,18.86,40.61,31.52,28.79,79.05,21.15,12.18,23.63,4.7
04-03-2019,29.23,13.32,40.1,25.97,34.92,49.31,16.76,16.42,28.7,5.6
05-03-2019,31.26,27.1,40.05,30.31,42.82,25.52,13.99,18.54,32.27,4.75
06-03-2019,35.74,12.09,45.3,31.28,51.51,16.45,12.69,19.22,38.55,4.76
07-03-2019,47.25,20.52,51.9,34.56,57.64,14.51,15.05,13.91,30.33,5.66
08-03-2019,46.88,14.39,51.75,40.62,45.68,13.9,18.99,7.4,23.03,6.05
09-03-2019,27.19,21.64,40.84,39.4,39.57,10.13,8.74,24.41,28.8,4.32
10-03-2019,19.09,44.19,44.17,39.07,32.1,6.95,10.67,7.98,25.07,4.95
11-03-2019,21.93,18.38,52.91,51.18,29.5,29.18,11.68,10.68,30.92,5.95
12-03-2019,27.97,25.52,37.45,50.69,30.23,20.79,8.37,11.79,41.57,5.46
13-03-2019,34.27,23.74,57.03,48.46,30.87,12.84,11.13,20.84,32.46,8.47
14-03-2019,29.7,21.05,48.81,44.45,34.6,8.74,8.36,12.85,30.11,5.53
15-03-2019,35.68,20.97,41.27,38.8,35.69,58.78,5.98,11.91,37.57,8.76
16-03-2019,38.3,24.86,40.6,37.47,31.2,114.64,5.81,10.72,35.03,7.15
17-03-2019,34.1,19,46.88,29.17,31.16,108.16,5.65,10.48,37.12,5.94
18-03-2019,31.64,32.45,50.33,29.06,36.09,115.46,4.63,11.9,36.63,6.12
19-03-2019,30.9,21.72,55.47,31.67,29.56,120.75,6.08,24.78,30.55,7.64
20-03-2019,27.36,17.29,54.67,49.06,30.7,114.06,7.13,16.47,35.47,7.05
21-03-2019,27.84,10.35,34.63,34.14,26.62,112.88,12.36,16.42,28.01,6.56
22-03-2019,30.85,12.16,32.19,21.08,28.41,57.65,7.56,19.48,30.34,6.83
23-03-2019,34.12,19.38,34.57,16.2,37.47,48.61,8.98,16.2,34.99,5.21
24-03-2019,28.12,22.46,34.25,26.21,36.62,55.77,8.65,14.85,31.52,4.06
25-03-2019,34.13,17.53,34.84,46.89,38.91,68.97,8.46,14.9,31.17,6.34
26-03-2019,39.23,24.94,40.8,39.58,40.1,44.24,8.17,15.14,37.98,4.85
27-03-2019,40.26,13.74,49.68,32.99,36.61,14.04,8.58,26.09,43.74,5.81
28-03-2019,47.4,16.52,60.18,54.82,40.49,10.2,8.7,26.89,36.53,6.38
29-03-2019,40.64,15.39,60.4,90.13,47.46,40.16,8.79,16.56,39.79,5.16
30-03-2019,38.21,16.77,53.75,67.79,37.75,32.58,9.91,10.8,36.27,4.84
31-03-2019,32.37,14.06,38.42,105.89,34.71,3.84,9.79,13.03,35.51,3.35
01-04-2019,35.35,12.5,38.55,98.09,36.39,89.36,7.96,35.03,41.56,4.18
02-04-2019,40.91,12.07,55.76,106.43,35.96,77.26,8.46,81.76,35.7,4.98
03-04-2019,40.06,14.01,54.91,55.58,34.95,66.95,9.11,138.35,36.63,4.95
04-04-2019,32.87,14.81,63.62,55.78,32.84,43.82,8.57,66.24,33.36,5.51
05-04-2019,37.85,13.53,64.7,35.22,27.38,20.01,8.96,66.81,36.14,6.03
06-04-2019,32.46,15.09,48.72,31.29,34.78,26.7,7.84,22.71,28.92,5.6
07-04-2019,32.1,14.5,44.64,30.7,25.54,60.42,8.83,20.28,27.38,3.86
08-04-2019,34.46,14.32,45.87,38.28,34.43,42.92,7.68,22.68,25.64,4.31
09-04-2019,33.09,17.66,53.88,43.93,41.49,16.24,8.57,19.69,30.85,4.12
10-04-2019,36.58,18.69,56.82,39.37,41.35,59.06,9.29,17.95,34.35,4.54
11-04-2019,34.41,16.66,47.54,41.73,29.76,61.67,8.56,17.4,22.5,3.83
12-04-2019,36.1,16.69,40.09,37.55,32.58,29.47,8.38,15.89,26.9,4.4
13-04-2019,30.69,15.55,37.89,43.17,40.08,13.74,9.29,17.82,25.97,5.62
14-04-2019,27.4,15.54,36.61,28.8,41.38,12.23,13.92,19.46,28.17,5.77
15-04-2019,33.83,13.18,41.92,33.33,35.15,9.58,13.85,18.11,26.02,5.62
16-04-2019,33.94,11.66,35.01,26.79,34.63,26.34,28.75,14,23.79,7.6
17-04-2019,31.76,9.96,26.84,30.69,28.9,19.86,14.87,12.97,23.52,6.93
18-04-2019,32.17,10.23,39.07,27.78,33.19,17.21,13.84,16.91,31.5,6.31
19-04-2019,29.02,9.13,47.56,30.36,30.7,13.6,16.72,19,39.88,5.74
20-04-2019,31.84,8.88,55.28,29.53,28.22,99.97,16.33,15.44,44.65,5.4
21-04-2019,32.67,10.31,58.95,36.21,25.56,155.4,17.96,15.45,44.36,5.51
22-04-2019,31.25,10.58,61.72,49.29,26.94,95,26.72,15.45,50.26,5.2
23-04-2019,32.12,10.27,63.45,35.22,38.86,68.7,22.09,15.45,47.86,5.06
24-04-2019,33.95,11.35,51.58,36.59,32.63,73.4,18.63,17.48,39.66,6.53
25-04-2019,36.31,11.27,39.89,38.49,34.65,61.02,17.83,16.89,36.33,6.67
26-04-2019,33.66,11.22,50.69,38,30.94,46.37,17.98,13.76,29.88,5.21
27-04-2019,29.77,11.24,39.8,22.33,37.2,32.89,18.44,13.76,36.5,8.44
28-04-2019,30.6,10.97,40.9,21.97,27.4,26.35,16.42,13.76,38.99,4.8
29-04-2019,30.05,10.88,52.04,30.78,26.75,42.28,16.91,16.09,39.08,5.78
30-04-2019,23.6,11.02,59.32,50.61,24.08,22.41,18.57,18.39,59.2,6.15
01-05-2019,21.81,11.74,63.15,38.12,24.25,14.51,19.29,17.41,50.35,4.25
02-05-2019,21.41,13.48,43.19,29.42,26.61,11.9,18.37,16.64,28.55,4.94
03-05-2019,22.23,14.41,49.82,27.25,23.87,8.24,17.47,16.64,29.26,6.93
04-05-2019,25.08,13.77,59.78,27.6,25.55,7.1,30.37,28.21,39.8,5.31
