Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Jaipur,Thiruvananthapuram
14-07-2018,16.04,7.81,13.24,11.66,5.45,21.59,8.68,16.34,10.44,3.06
15-07-2018,12.09,7.11,8.28,10.42,5.46,16.85,8.56,14,11.06,3.06
16-07-2018,19.67,7.09,13.87,10.58,5.27,23,8.5,12.1,10.17,2.95
17-07-2018,10.93,8.88,11.89,10.65,4.39,19.67,8.81,12.19,9.13,2.97
18-07-2018,6.08,9.6,12.45,9.95,4.36,26.1,8.89,12.74,8.69,2.9
19-07-2018,6.33,9.46,10.58,9.54,4.55,21.71,8.54,12.38,9.51,2.98
20-07-2018,6.5,9.41,12.22,10.07,4.27,16.24,8.51,24.2,10.96,2.98
21-07-2018,6.02,9.51,17.99,10.68,2.81,24.04,8.66,20.46,8.93,3.1
22-07-2018,5.71,9.22,12.14,9.46,3.74,17.22,8.56,11.81,9.29,3.08
23-07-2018,9.81,9.39,14.28,10.1,4.08,18.25,8.74,10.14,9.78,2.87
24-07-2018,7.46,9.38,12.18,8.93,4.72,15.65,8.49,9.11,9.85,2.89
25-07-2018,8.78,9.47,15.59,9.83,5.11,9.79,8.44,10.1,10.18,2.99
26-07-2018,12.84,11.65,16.81,15.25,9.34,19.11,8.77,11.06,10.35,2.95
27-07-2018,8.27,10.76,14.04,12.5,7.62,18.62,8.76,10.73,9.62,3
28-07-2018,6.85,11.38,13.43,17.04,8.1,27.56,8.9,8.78,9.58,2.92
29-07-2018,6.38,10.78,18.34,16.02,5.93,8.78,8.54,9.14,8.99,3.09
30-07-2018,15.82,10.49,15.98,10.36,5.11,8.27,8.52,15.52,7.8,2.91
31-07-2018,16.68,10.23,15.59,10.67,5.24,9.77,8.71,12.43,8.72,2.87
01-08-2018,17.54,9.88,19.92,10.66,4.48,6.82,8.7,7.28,14.02,2.94
02-08-2018,12.55,10,20.56,13.5,6.01,21.75,8.69,9.59,10.95,2.86
03-08-2018,17.03,8.78,19.1,11.51,6.15,13.64,9.66,12.56,12.4,2.83
04-08-2018,23.36,9.3,19.25,19.48,5.63,18.45,8.74,17.65,15.01,2.89
05-08-2018,17.45,9.4,17.71,18.02,5.68,14.01,8.66,6.84,11.85,2.96
06-08-2018,18.79,9.93,19.28,19.71,5,30.75,8.78,14.91,13.32,2.81
07-08-2018,18.82,9.57,18.64,12.83,4.71,24.9,8.61,14.02,8.78,2.95
08-08-2018,24.08,9.17,19.04,11.91,4.84,17.24,8.57,16.86,12.92,2.9
09-08-2018,21.68,9.48,17.18,11.2,8.38,21.84,11.13333333,11.97,16.12,2.87
10-08-2018,23.38,10.05,27.59,9.35,6.04,32.33,13.69666667,17.93,12.13,2.8
11-08-2018,23.61,10.68,18.61,8.66,7.35,29.36,16.26,20.47,10.89,2.91
12-08-2018,16.83,9.82,14.86,9.78,6.15,29.65,18.82333333,21.28,9.92,2.98
13-08-2018,18.47,9.84,16.15,13.17,5.61,51.86,21.38666667,32.61,8.9,2.81
14-08-2018,20.8,10.57,14.03,18.35,8.16,41.33,23.95,25.81,8.62,2.91
15-08-2018,17.91,10.01,9.88,18.09,4.1,22.18,17.15,19.895,9.58,2.85
16-08-2018,14.92,9.68,18.67,9.27,3.77,23.83,20.6,13.98,8.99,2.86
17-08-2018,16.77,10.49,18.25,8.79,4.25,22.59,23.72,12.56,6.91,2.78
18-08-2018,15.73,9.64,12.87,10.93,4.16,38.72,14.58,14.69,8.43,2.93
19-08-2018,13.99,9.68,18.92,11.13,11.75,19.38,18.76,10.04,16.21,2.92
20-08-2018,19.12,10.28,23.17,10.61,5.97,27.91,21.7,15.32,20.09,2.8
21-08-2018,18.5,9.5,11.76,10.83,5.47,21.28,10.68,14.68,12.06,2.95
22-08-2018,19.51,9.25,14.93,9.94,6.19,15.84,11.32,12.31,13.49,2.91
23-08-2018,22.31,9.48,15.41,11.84,6.62,24.62,6.36,9.39,14.49,2.78
24-08-2018,22.92,10.19,17.54,11.49,5.88,28.22,8.89,13.435,13.38,2.97
25-08-2018,24.38,9.56,14.99,9.89,7.06,28.19,6.74,17.48,14.17,3.01
26-08-2018,21.34,9.18,9.89,11.5,5.98,20.01,4.22,26.98,10.4,2.97
27-08-2018,25.62,9.64,10.67,13.04,9.65,27.97,16.69,36.48,15.81,2.88
28-08-2018,20.83,10.57,14.65,10.05,6.63,24.68,15.2,13.79,10.68,3.02
29-08-2018,16.42,12.06,15.31,11.48,6.11,22.17,14.87,10.11,10.62,2.93
30-08-2018,22.69,10.67,21.4,13.04,7.02,38.1,28.45,6.23,10.82,2.93
31-08-2018,24.42,10.65,13.54,9.7,6.2,31.38,12.93,31.93,9.76,2.8
01-09-2018,18.31,11.66,19.47,8.14,6.01,25.88,24.7,30.83,12.87,2.94
02-09-2018,16.09,9.99,20.91,7.44,7.14,15.41,5.11,12.03,13.13,2.93
03-09-2018,24.51,9.72,17.6,9.59,7.38,23.99,15.74,11,13.19,2.89
04-09-2018,21.82,9.69,34.09,10.46,7.58,15.63,14.31,12.18,14.66,2.97
05-09-2018,19.25,9.59,21.85,7.74,5.13,27.25,24.5,15.02,13.25,2.8
06-09-2018,20.52,9.47,28.45,10.39,4.74,20.69,25.56,18.2,13.32,2.92
07-09-2018,20.06,10.31,30.95,8.23,5.01,20.27,32.82,16.49,14.52,2.88
08-09-2018,9.29,9.96,17.48,7.69,4.94,18.26,34.87,10.82,11.65,3
09-09-2018,9.72,9.27,10.53,7.78,9.53,11.31,18.3,13.02,10.08,2.94
10-09-2018,8.51,10.4,15.56,7.65,6.64,6.16,29.71,9.82,13.01,2.88
11-09-2018,12.1,10.09,19,8.25,7.83,9.91,23.27,15,15.68,2.95
12-09-2018,16.57,10.67,17.17,9.98,10.31,7.38,21.85,9.97,13.38,2.9
13-09-2018,14.04,9.82,19.96,9.17,11.55,16.06,21.27,5.32,9.76,2.98
14-09-2018,14.95,9.42,20.52,11.38,5.8,12.1,18.06,12.39,9.96,2.87
15-09-2018,15.31,9.91,26.65,6.95,6.25,26.69,15.62333333,18.31,11.74,2.8
16-09-2018,26.3,9.73,21.14,7.05,8.74,10.71,13.18666667,10.63,8.63,3.04
17-09-2018,23.91,14.5,22.25,6.35,4.05,10.04,10.75,9.87,8.48,2.77
18-09-2018,17.97,13.53,15,6.59,5.07,12.18,9.1,10.84,12.96,2.88
19-09-2018,12.96,14.67,26.29,9.81,6.3,18.8,19.52,12.96,13.52,2.74
20-09-2018,28.53,15.03,28.51,9.83,3.8,30,33.08,16.14,8.51,2.89
21-09-2018,15.97,10.95,11.6,6.36,5.26,17.15,13.59,7.22,6.15,2.92
22-09-2018,21.53,10.07,10.07,7.13,3.66,21.93,11.43,7.7,7.65,2.77
23-09-2018,13.19,9.81,7.37,7.6,3.76,10.62,9.11,17.9,5.87,2.88
24-09-2018,16.43,11.02,14.91,9.22,7.01,10.89,17.03,15.92,14.5,2.69
25-09-2018,19.45,11.18,20.54,9.92,10.7,11.5,12.54,10.51,22.33,2.64
26-09-2018,12.51,11.06,31.86,6.97,19.37,4.92,13.67,16.91,22.32,2.91
27-09-2018,13.98,10.21,66.23,8.42,7.32,7.31,73.61,16.21,30.58,2.86
28-09-2018,13.23,11.25,86.96,8.1,12.36,9.03,84.91,14.94,42.62,2.9
29-09-2018,13.34,11.08,61.52,7.27,18.14,6.11,67.31,20.98,42.3,2.83
30-09-2018,13.1,11.14,20.83,6.17,17.39,3.77,19.59,19.75,18.51,2.82
01-10-2018,14.5,11.97,30.83,6.62,6.21,4.21,24.34,8.21,25.54,2.86
02-10-2018,11.08,11.63,31.9,8.5,8.25,4.09,32.48,13.61,40.85,2.76
03-10-2018,12.05,10.88,39.9,10.28,5.25,5.49,35.03,13.19,18,3.05
04-10-2018,16.7,14.36,40.37,18.92,6.61,6,48.64,15.72,11.02,2.78
05-10-2018,15.24,17.31,65.84,15.53,5.91,9.27,47.53,22.65,13.33,2.8
06-10-2018,14.33,14.62,44.04,18.05,7.79,6.51,45.18,18.59,22.36,2.8
07-10-2018,13.17,12.76,39.4,12.53,5.65,6.29,46.91,5.47,14.2,2.82
08-10-2018,12.11,13.24,37.87,21.02,6.46,11.43,33.51,4.5,17.76,2.7
09-10-2018,14.75,12.17,31.79,10.32,8.4,16.12,9.61,5.03,33.36,2.74
10-10-2018,18.56,13.47,23.75,8.72,7.83,18.64,13.37,9.86,17.1,2.77
11-10-2018,30.58,10.88,14.93,7.96,5.23,27.22,9.56,14.88,9.91,2.64
12-10-2018,30.12,9.52,29.52,11.01,6.33,30.24,11.78,10.23,13.2,2.96
13-10-2018,23.04,9.2,54.11,8.45,13.85,16.16,18.27,6.53,11.34,2.98
14-10-2018,6.99,9.93,36.38,7.02,6.53,7.06,12.72,14,11.34,2.91
15-10-2018,9.88,9.23,50.19,8.21,4.47,8.62,7.39,18.38,34.26,2.87
16-10-2018,10.95,10.8,84.92,16.77,6.11,5.51,4.85,13.28,46.41,2.77
17-10-2018,14.07,12.34,67.3,15.76,6.99,12.36,46.65,9.11,52.28,2.79
18-10-2018,14,12.48,100.87,27.57,6.18,34.98,73.25,22.33,43.71,2.9
19-10-2018,9.89,13.75,40.85,23.5,9.66,23.19,10.98,9.88,20.04,2.98
20-10-2018,10.61,13.49,37.49,23.35,8.23,7.74,31.54,9.8,19.95,2.86
21-10-2018,14.12,10.73,49.17,15.52,6.33,9.46,17.62,18.6,7.04,2.99
22-10-2018,20.84,12.38,49.3,15.99,10.4,14.42,18.57,11.74,27.39,3.11
23-10-2018,23.55,12.45,65.36,10.34,5.57,12.78,76.36,20.04,19.57,3.1
24-10-2018,19.33,13.08,103.62,42.64,5.09,9.5,68.66,19.84,29.87,3.08
25-10-2018,17.54,11.23,97.53,54.51,8.06,20.53,69.9,28.48,23.33,3.05
26-10-2018,14.97,10.48,114.02,52.26,6.28,26.49,130.58,4.02,11.61,3.18
27-10-2018,15.66,10.49,123.46,56.42,13.24,37.13,155.9,12.52,15.15,3.17
28-10-2018,15.03,9.19,81.11,38.15,10.74,19.56,59.94,3.41,13.14,3.25
29-10-2018,26.17,8.86,84.12,101.1,4.14,18.98,51.47,3.57,19.73,3.21
30-10-2018,31.63,9.26,98.5,87.2,5.54,17.72,83.44,3.66,22.04,3.4
31-10-2018,16.33,12.78,99.9,46.72,8.65,21.81,79.5,3.69,17.36,3.12
01-11-2018,16.9,13.25,106.68,68.11,9.71,30.27,87.83,3.75,39,2.85
02-11-2018,12.79,11.29,57.41,81.63,8.83,19.71,32.13,4.36,65.05,2.78
03-11-2018,11.8,9.47,21.22,29.6,6.81,16.1,22.84,4.44,43.49,2.93
04-11-2018,9.14,10.83,14.18,12,4.85,22.08,29.12,3.68,14.27,2.8
05-11-2018,11.81,12.3,26.22,10.9,5.38,30.69,26.46,10.19,19.13,2.78
06-11-2018,11.41,13.88,23.48,10.08,5.82,10.64,25.33,28.77,25.57,2.91
07-11-2018,11.01,14.79,30.57,25.03,4.8,16.79,37.39,27.33,41.43,5.14
08-11-2018,14.54,11.95,89.1,24.17,3.82,9.34,82.89,25.58,33.54,5.07
09-11-2018,11.58,11.44,89.45,35.78,4.45,8.23,90.85,13.22,62.22,5.88
10-11-2018,14.78,11.21,99.32,47.14,4.22,9.62,75.93,14.16,50,4.57
11-11-2018,16.45,10.61,91.92,32.25,4.84,8.86,55.3,3.14,25.95,3.99
12-11-2018,32.73,10.36,75.93,59.74,7.17,7.51,80.05,4.08,55.58,4.32
13-11-2018,25.65,11.08,85.28,94.34,10.08,6.32,57.37,3.58,83.87,4.23
14-11-2018,40.06,9.62,41.75,36.19,10.49,9.03,30.64,3.42,13.73,4.22
15-11-2018,21.57,9.26,29.85,30.07,9.82,22.27,28.51,3.29,21.54,3.87
16-11-2018,11.77,9.44,19.55,13.23,7.78,9.64,24.03,3.34,15.07,3.62
17-11-2018,7.31,11.09,38.85,9.46,6.46,7.36,37.35,7.95,46.15,3.56
18-11-2018,9.24,12.3,68.53,37.51,7.14,19.84,79.49,10.89,15.19,3.27
19-11-2018,13,10.28,18.31,46.98,5.61,39.28,26.71,3.41,15.81,4.39
20-11-2018,15.66,9.43,53.4,70.41,7.09,23.43,28.25,4.15,30.79,4.62
21-11-2018,11.66,9.54,54.16,40.37,5.82,28.63,34.09,4.04,25.94,4.21
22-11-2018,13.98,11.59,91.36,26.53,4.81,31.34,89.87,3.92,8.89,3.94
23-11-2018,16.08,10.19,77.16,18.07,7.22,16.91,55.28,3.81,13.08,4.03
24-11-2018,11.24,10.97,26.91,18.76,8.56,13.39,38.68,3.7,26.61,4.72
25-11-2018,7.46,10.69,59.31,30.49,4.95,16.19,72.64,3.59,74.39,3.54
26-11-2018,7.78,11.61,94.45,64.45,5.59,38.96,94.55,3.47,27.15,4.16
27-11-2018,19.16,11.48,152,102.18,6.32,24.01,123.11,3.36,7.75,4.21
28-11-2018,10.19,10.68,120.37,76.89,6.86,36.53,67.08,3.25,7.44,4.58
29-11-2018,11.35,9.87,101.42,33.98,11.19,27.69,62.96,3.13,23.35,4.98
30-11-2018,10.45,10.57,62.12,11.53,7.06,16.81,47.34,3.02,72.64,5.96
01-12-2018,12.57,11.52,68.71,27.99,6.95,10.89,70.22,6.39,72.67,5.7
02-12-2018,9.29,9.79,131.08,81.1,7.24,14.59,118.9,5.483333333,34.49,4.45
03-12-2018,11.16,10.09,120.66,25.45,5.43,34.03,81.22,4.576666667,38.83,4.62
04-12-2018,15.31,10.71,140.77,44.75,6.32,58.22,89.61,3.67,29.9,4.56
05-12-2018,13.6,11.82,121.66,23.29,3.28,32.86,66.62,4.41,41.53,5.7
06-12-2018,13.52,10.65,136.49,23.94,5.26,18.95,87.11,3.87,38.9,5.34
07-12-2018,16.07,10.88,85.29,21.81,3.74,10.49,63.19,3.89,26.41,5.18
08-12-2018,9.36,8.91,85.16,33.39,4.44,21.37,72.52,3.66,28.55,4.44
09-12-2018,5.87,8.72,103.19,53.07,4.34,22.99,93.83,4.31,36.81,3.84
10-12-2018,9.79,9.63,89.36,156.78,4.06,33.38,52.9,4.12,37.62,3.6
11-12-2018,12.13,10.78,93.61,37.45,4.87,45.55,8.08,4.14,15.57,2.99
12-12-2018,11.17,14.93,56.21,33.87,3.74,47.87,27.39,4.28,7.38,2.95
13-12-2018,10.53,11.78,35.89,12.38,3.87,37.09,11.18,4.34,10.7,2.89
14-12-2018,12.96,10.47,39.15,11.3,4.96,18,17.5,4.29,9.44,3.11
15-12-2018,15.51,8.19,30.33,10.98,4.81,12.24,31.7,4.05,14.33,2.97
16-12-2018,13.08,8.6,42.76,41.75,4.2,13.49,36.71,4.65,20.73,3.5
17-12-2018,39.83,9.28,70.9,35.11,3.61,12.92,68.47,4.73,8.87,3.26
18-12-2018,60.14,10.86,55.86,26.41,5.64,12.23,19.36,11.44,23.73,2.76
19-12-2018,15.76,8.89,61.91,12.15,6.1,27.48,49.07,5.11,61.85,2.79
20-12-2018,11.87,9.6,114.21,10.78,10.97,14.22,124.65,5.77,96.56,2.73
21-12-2018,22.16,9.16,74.98,12.21,6.18,10.97,110.23,4.81,89.82,2.67
22-12-2018,12.09,8.72,85.55,60.02,5.48,20.03,179.36,4.38,25.48,2.73
23-12-2018,9.1,9.86,112.95,31.19,5.23,10.48,118.37,4.27,11.3,2.76
24-12-2018,10.4,8.74,123.73,14.77,3.25,7.14,190.51,9.4,19.03,2.78
25-12-2018,10.72,10.29,45.37,12.58,3.91,6.74,28.74,18.6,18.09,2.63
26-12-2018,10.07,9.95,59.69,18.71,5.14,16.2,73.38,32.54,51.18,2.66
27-12-2018,12.41,11.01,110.91,12.88,7.16,12.3,70.99,31.43,60.48,2.65
28-12-2018,9.44,10.69,39.19,8.28,6.93,23.84,24.86,10.12,42.03,2.63
29-12-2018,11.15,11.31,74.28,17.8,6.88,62.72,60.02,3.76,52.53,2.61
30-12-2018,8.74,9.06,127.84,41.93,7.93,38.91,124.47,2.04,60.72,2.66
31-12-2018,15.48,7.58,105.28,40.06,10.12,40.82,100.31,21.63,67.39,2.65
01-01-2019,14.75,6.07,92.04,45.79,15.13,32.51,100.38,24.58,70.73,2.79
02-01-2019,12.94,6.1,101.08,107.42,19.02,57.56,54.52,16.21,63.37,2.51
03-01-2019,16.74,6.48,77.92,18.21,17.18,29.39,57.78,25.44,26.38,2.69
04-01-2019,17.37,7.23,47.83,47.54,13.81,48.86,35.53,30.48,18.83,2.84
05-01-2019,15.87,7.77,64.97,55.4,7.3,85.64,33.49,3.06,6.08,2.82
06-01-2019,9.68,8.24,28.3,9.71,6.07,27.86,31.46,12.3,6.27,2.64
07-01-2019,15.59,7.24,49,27.44,11.3,19.54,16.41,17.85,7.92,2.71
08-01-2019,19.73,8.56,31.32,11.32,14.97,7.39,15.18,41.81,18.65,2.57
09-01-2019,17.76,7.21,26.14,8.26,18.53,6.93,12.37,29.95,13.01,2.58
10-01-2019,12.78,9.15,54.31,34.17,9.06,27.56,40.29,17.84,17.36,2.57
11-01-2019,14.65,8,118.55,46.48,3.95,33.09,95.96,3.3,9.32,2.49
12-01-2019,14.05,7.11,117.23,47.93,3.45,58.83,98.61,17.74,15.41,2.44
13-01-2019,10.6,6.7,64.96,49.66,3.27,26.42,40.47,14.84,7.97,2.49
14-01-2019,14.18,5.55,18.5,9.43,3.09,5.5,11.92,20.25,8.51,2.6
15-01-2019,16.17,5.4,36.34,11.95,3.24,17.7,23.74,18.07,38.8,2.58
16-01-2019,10.64,5.7,108.12,41.62,4.44,24.82,117.84,2.43,36.69,2.42
17-01-2019,15.74,5.84,108.96,41.15,7.91,21.95,74.5,5.7,22.37,2.51
18-01-2019,7.81,5.99,56.97,12.42,5.36,13.85,36.06,16.19,30.4,2.84
19-01-2019,7.41,6.01,100.7,12.04,4.02,15.63,97.68,26.37,29.64,2.54
20-01-2019,5.69,5.22,158.63,43.44,6.89,20.84,84.84,35.02,15.12,2.23
21-01-2019,6.26,5.98,58.34,50.93,4.63,51.71,22.94,20.65,7.73,1.12
22-01-2019,18.68,6.12,14.1,11.12,5.79,48.09,31.98,20.44,14.09,1.13
23-01-2019,11.95,6.02,55.53,13.12,2.98,62.02,23.99,34.77,12.34,1.02
24-01-2019,7.08,5.66,37.42,55.18,4.03,57.97,20.8,32.41,8.28,1.08
25-01-2019,7.16,6.76,16.96,66.45,2.97,54.13,11.3,52.11,26.87,0.97
26-01-2019,7.25,5.23,15.3,13.4,3.29,15.48,11.23,14.33,48.46,0.93
27-01-2019,5.89,5.53,19.78,9.48,6.08,6.96,9.49,2.37,9.61,0.92
28-01-2019,7.95,5.36,22.97,10.66,5.27,8.21,21.68,6.2,14.48,0.99
29-01-2019,9.41,5.37,33.51,11.53,5.12,5.43,22.64,5.36,12.43,0.97
30-01-2019,12.46,5.41,61.02,30.56,4.74,9.29,59.44,2.97,14.06,0.95
31-01-2019,8.55,5.7,72.47,82.8,5.22,68.88,58.67,2.8,8.7,0.95
01-02-2019,9.15,5.66,23.24,37.03,3.97,82.01,24.69,11.78,10.52,0.95
02-02-2019,9.15,5.49,17.57,17.09,3.93,23.97,17.74,36.94,11.43,0.99
03-02-2019,6.69,5.43,20.77,5.77,3.47,9.5,18.18,28.37,13.55,0.96
04-02-2019,9.19,5.28,53.8,6.42,3.44,10.45,47.21,6.02,12.61,0.93
05-02-2019,6.98,5.38,122.8,35.74,3.35,10.21,21.7,40.38,13.24,1.21
06-02-2019,10.06,6.33,39.1,53.57,4.64,13.27,18.87,53.82,14.61,1
07-02-2019,6.9,5.92,12.05,7.24,2.62,15.53,13.39,58.1,13.66,1.03
08-02-2019,5.51,5.83,31.23,14.7,8.67,7.71,34.79,41.61,12.04,0.98
09-02-2019,11.64,5.63,22.67,7.51,7.5,25.85,32.67,12.42,15.67,0.96
10-02-2019,9.95,5.81,47.91,6.51,3.61,18.66,54.58,4.18,19.94,1.01
11-02-2019,10,5.19,72.35,13.14,2.34,22.73,57.64,3.08,16.33,0.9
12-02-2019,8.75,4.77,74.17,38.2,3.96,52.38,85.69,3.32,14.2,0.9
13-02-2019,9.72,4.84,65.24,86.31,3.93,26.06,85.16,4.22,13.56,1.08
14-02-2019,11.4,4.91,27.78,74.04,5.08,15.33,15.09,30.85,14.43,0.87
15-02-2019,9.65,5.76,25.13,7.01,3.95,14.94,24.04,3.61,13.4,0.98
16-02-2019,21.59,5.62,17.27,6.56,8.06,9.05,18.63,24.49,13.32,0.9
17-02-2019,23.61,5.62,23.24,5.09,4.42,4.25,39.78,6.96,16.3,0.93
18-02-2019,29.45,5.61,32.98,15.17,10.09,24.49,68.04,12.68,14.52,0.92
19-02-2019,8.09,5.63,40.67,31.16,4,48.15,36.57,6.19,13.28,0.91
20-02-2019,9.18,7.43,38.46,32.13,4.53,15.93,12.36,17.41,13.38,0.92
21-02-2019,14.06,6.14,46.44,32.56,4.07,19.26,10.3,24.02,12.99,0.99
22-02-2019,17.28,6.23,25.55,17.09,4.93,18.53,5.97,10.35,12.19,1.02
23-02-2019,23.78,8.62,11.62,4.57,4.92,6.53,7.38,11.2,12.59,0.95
24-02-2019,19.87,8.53,19.34,5.11,4.04,4.57,9.49,14.69,13.14,0.91
25-02-2019,23.3,5.93,35.85,18.89,2.39,15.17,22.07,16.54,13.83,0.9
26-02-2019,17.94,6.87,24.36,6.3,5.65,32.56,12.04,8.1,11.79,0.91
27-02-2019,10.11,6.01,14.25,5.76,5.27,28.22,11.01,7.046666667,12.44,0.92
28-02-2019,12.67,8.18,40.92,4.38,3.77,18.64,23.18,5.993333333,12.34,0.89
01-03-2019,13.52,5.26,37.55,11.59,5.27,22.75,12.3,4.94,8.54,1.02
02-03-2019,6.74,9.14,40.68,12.13,4.5,40.44,16.06,5.49,7.98,0.96
03-03-2019,7.87,10.81,20.21,10.01,3.83,19.04,11.76,9.16,7.7,0.97
04-03-2019,5.02,7.49,49.62,6.74,3.81,9.39,25.41,9.33,8.05,0.8
05-03-2019,12.78,28.01,18.77,8.24,4.66,9.99,10.29,11.92,7.97,0.9
06-03-2019,23.55,9.84,32.02,6.6,6.31,7.12,15.69,10.3,20.05,0.92
07-03-2019,41.22,22.45,55.04,16.81,9.08,5.51,21.31,7.01,12.65,0.77
08-03-2019,25.8,10.75,38.94,10.09,4.56,7.38,20.85,16,6.54,0.93
09-03-2019,6.55,22.03,20.1,8.29,5.08,12.53,16.76,26.94,6.42,0.9
10-03-2019,3.31,43.34,20.28,9.14,5.39,12.75,9.38,18,6.21,0.91
11-03-2019,4.31,13.69,27.71,14.21,5.19,11.42,17.9,16.6,7.53,0.9
12-03-2019,6.44,28.37,14.64,9.55,4.43,11.56,12.78,15.16,7,0.93
13-03-2019,9.24,19.61,31,7.89,3.02,7.01,11.32,11.91,7.53,0.86
14-03-2019,8.61,14.37,45.43,9.58,3.87,5.62,16.62,20.49,8.87,0.88
15-03-2019,8.41,18.81,30.36,5.23,4.66,14.53,9.92,10.54,11.72,1.05
16-03-2019,12.34,25.6,15.28,5.43,3.66,18.47,12.34,5.96,12.25,0.95
17-03-2019,8.28,13.92,26.28,4.23,3.61,13.48,6.91,12.83,14.85,0.87
18-03-2019,5.41,31.9,30.43,5.67,3.39,19.72,7.34,8.63,15.64,0.84
19-03-2019,6.67,17.13,43.9,4.76,3.75,16.98,7.41,13.28,16.44,0.93
20-03-2019,6.79,11.41,37.34,10.26,7.42,23.58,7.21,6.94,16.73,0.89
21-03-2019,5.97,5.73,20.46,6.94,2.57,66.28,19.07,10.06,8.37,0.91
22-03-2019,7.16,6.95,13.54,4.43,2.47,4.61,6.62,16.25,9.42,0.9
23-03-2019,6.71,12.15,8.76,4.54,3.68,4.84,13.08,12.4,10.22,0.82
24-03-2019,5.81,18.14,12.55,5.39,3.99,4.24,5.47,15.64,10.27,0.77
25-03-2019,8.2,17.24,11.9,9.7,4.11,12.87,5.83,15.7,10.33,0.91
26-03-2019,10,20.5,16.61,8.44,5.91,25.56,5.28,13.33,12.23,0.87
27-03-2019,12.4,7.09,26.56,7.68,4.51,7.58,6.11,12.35,27.07,1.04
28-03-2019,14.08,8.82,55.47,14.37,3.57,13.51,6.05,9.58,27.5,0.91
29-03-2019,11.08,7.99,62.67,22.04,5.28,33.94,7.9,9.63,28.93,0.93
30-03-2019,10.17,9.58,38.68,21.63,3.97,15.15,12.71,15.62,15.25,0.88
31-03-2019,6.77,6.29,15.14,12.99,2.93,5.83,8.72,18.2,10.34,0.84
01-04-2019,11.03,6.55,11.3,9.27,5.39,16.17,7.49,8.31,14.05,0.9
02-04-2019,21.63,6.38,29.38,8.68,4.29,28.25,7.6,11.85,18.82,0.86
03-04-2019,13.21,6.33,30.83,11.21,4.55,19.08,14.26,13.6,14.2,0.88
04-04-2019,9.22,6.22,53.23,10.52,4.71,10.11,7.89,20.57,30.74,0.9
05-04-2019,13.01,6.05,61.96,10.29,2.63,8.82,11.6,21.08,19.58,1.02
06-04-2019,7.85,5.77,29.62,9.08,5.95,20.33,48.74,13.85,12.16,0.84
07-04-2019,7.95,5.7,31.7,8.61,3.5,12,45.7,8.02,10.66,0.83
08-04-2019,9.66,6.37,24.07,9.75,4.7,11.96,15.69,14.26,11.35,0.96
09-04-2019,9.09,10.12,33.85,12.86,6.5,8.94,46.99,19.81,12.65,0.87
10-04-2019,9.84,10.06,55.11,9.32,7.75,18.92,67.53,14.32,13.62,0.89
11-04-2019,9.52,9.88,29.03,10.02,3.62,12.74,78.05,17.39,12.67,0.78
12-04-2019,9.95,10.21,19.27,10.18,3.8,9.41,32.12,20.46,12.45,0.79
13-04-2019,7.1,10.39,15.35,6.79,3.97,7.24,10.22,14.48,10.08,2.7
14-04-2019,6.27,9.96,15.19,5.86,4.6,6.8,11.42,16.65,10.86,1.62
15-04-2019,8.34,7.58,29.69,7,3.48,8.09,11.19,20.1,11.6,1.62
16-04-2019,9.56,6.43,17.1,7.12,3.88,9.09,23.92,20.27,13.12,1.62
17-04-2019,11.81,6.34,9.73,6.66,3.07,6.19,23.53,15.75,13.75,1.56
18-04-2019,12.61,5.66,15.97,6.3,3.22,7.74,11.09,15.92,12.1,1.13
19-04-2019,6.84,11.08,26.94,5.91,2.92,5.44,13.02,10.03,13.46,1.48
20-04-2019,7.33,4.39,30.3,5.64,2.9,43.52,12.92,14.91,16.7,1.66
21-04-2019,6.37,6.18,44.24,8.42,2.78,60.76,13.24,20.55,17.67,1.53
22-04-2019,8.46,5.34,48.31,10.15,2.68,15.83,26.02,8.56,29.57,2.03
23-04-2019,7.76,7.77,56.94,5.82,6.98,12.12,17.9,10.22,40.36,1.56
24-04-2019,6.94,7.05,12.55,6.84,2.89,17.3,16.36,13.66,24.1,1.62
25-04-2019,8.23,6.06,9.48,9.95,4.14,9.98,15.75,14.93,15.89,1.54
26-04-2019,5.79,5.65,30.38,10.79,3.31,7.88,14.36,12.73,12.33,1.09
27-04-2019,7.59,5.86,15.19,6.07,4.83,9.27,14.29,12.22,12.02,1.2
28-04-2019,6.47,5.73,17.66,6.15,3.04,9.77,15.91,16.81,11.72,1.5
29-04-2019,6.84,5.94,33.17,7.66,3.67,18.4,14.23,14.16,13.5,1.06
30-04-2019,6.44,5.95,32.91,19.24,2.19,8.96,16.77,8.44,45.88,1.53
01-05-2019,7.54,5.19,35.18,8.31,2.86,7.04,16.74,4.75,50.58,1.48
02-05-2019,12.06,5.47,20.46,7.11,3.1,6.93,17.67,9.33,12.57,1.01
03-05-2019,8.56,7.84,25.52,7.95,1.46,7.81,17.73,10.9,18.37,1.65
04-05-2019,7.6,5.65,38.81,6.93,1.55,6.16,27.13,4.74,30.76,1.84
05-05-2019,6.9,4.96,39.94,7.88,3.4,7.04,20.41,6.93,36.14,1.62
06-05-2019,7.47,5.22,62.99,8.85,6.78,8.76,18.26,7.84,20.09,2.05
