Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Jaipur,Thiruvananthapuram
07-05-2019,10.42,5.84,79.63,11.2,13.86,11.78,20.31,11.34,21.43,2.11
08-05-2019,10.92,6.41,77.12,9.57,5.38,6.85,24.51,6.11,21.09,1.2
09-05-2019,17.94,7.28,34.13,7.27,7.03,26.69,15.98,8.18,13.19,1.45
10-05-2019,8.88,6.78,16,7.76,9.34,18.5,12.69,4.67,12.13,2.38
11-05-2019,6.49,56.45,14.21,7.72,1.98,21.66,18.44,5.63,11.48,1.41
12-05-2019,9.18,29.31,12.49,7.48,1.63,8.16,19.03,4.91,9.32,1.38
13-05-2019,5.34,22.78,19.85,7.58,2.28,7.37,33.96,7.54,10.7,1.09
14-05-2019,6.66,22.35,11.9,6.11,1.7,7.79,14.83,5.88,10.16,1.44
15-05-2019,7.43,8.96,31.89,5.97,2.31,6.42,16.31,5.28,14.29,1.37
16-05-2019,12.36,8.24,26.79,7.1,3.4,6.33,18.77,10.51,10.77,1.52
17-05-2019,14.27,7.03,33.84,5.8,2.41,7.74,26.94,10.53,10.88,1.48
18-05-2019,13.73,7.13,11.87,6.06,3.83,7.45,22.98,13.36,10.79,0.99
19-05-2019,8.15,8.03,17.04,5.59,7.38,4.63,19.7,11.59,13.78,1.41
20-05-2019,8.15,7.78,34.09,6.82,1.7,9.55,19.84,12.45,14.34,1.99
21-05-2019,5.1,7.32,20.21,7.58,2.23,19.44,19.27,11.57,11.25,1.24
22-05-2019,9.12,8.1,32.04,9.41,1.8,6.41,19.15,14.11,10.51,1.66
23-05-2019,12.96,7.92,36.6,11.02,1.73,4.88,20.16,10.78,14.63,0.89
24-05-2019,6.87,7.39,20.82,10.32,3.72,6.33,20.81,9.9,8.3,0.62
25-05-2019,6.76,7.43,11.83,10.34,5.68,6.7,22.65,9.88,7.88,0.71
26-05-2019,5.26,7.39,13.32,10.33,7.15,7.69,21.01,5.22,9.78,1.1
27-05-2019,8.57,7.4,26.16,10.31,3.57,14.26,24.54,7.55,14.56,1.19
28-05-2019,7.84,7.89,37.41,10.39,2.92,8.86,23.65,12.21,12.42,1.19
29-05-2019,5.08,7.94,34.62,11.24,3.2,6.5,32.32,11.21,16.68,0.84
30-05-2019,5.72,8.7,69.58,9.28,2.69,5.32,58.67,6.99,9.69,1.32
31-05-2019,6.44,8.19,44.18,7.37,1.69,10.54,34.62,6.56,9.05,1.38
01-06-2019,9.57,7.97,45.28,7.33,2.3,3.88,35.69,7.38,16.03,0.87
02-06-2019,5.18,8.69,10.15,7.25,3.35,3.07,12.48,6.03,19.73,0.55
03-06-2019,6.5,7.38,11.7,7.31,2.01,4.72,7.64,17.14,16.94,0.5
04-06-2019,9,7.45,14.93,7.6,1.65,4.5,5.96,18.3,11.59,1.1
05-06-2019,7.78,6.71,14.43,7.87,2.79,6.28,15.66,5.74,9.19,1.02
06-06-2019,7.47,6.63,20.85,7.91,1.72,6.15,21.04,8.69,10.01,0.76
07-06-2019,8.64,8.12,14.19,8.39,1.8,7.13,5.41,8.4,8.13,0.99
08-06-2019,6.54,6.02,23.42,8.15,2.93,6.37,10.63,6.51,9.12,1.22
09-06-2019,5.29,6.05,57.24,8,1.98,5.47,49,6.45,15.78,0.92
10-06-2019,6.28,15.1,47.15,9.85,1.79,6.87,27.69,5.79,14.4,1.28
11-06-2019,5.87,13.97,44.64,12.28,2.03,6.58,38.71,8.34,7.9,1.22
12-06-2019,6.7,8.55,16.55,8.62,1.64,6.82,6.29,8.97,10.76,1.15
13-06-2019,7.7,9.96,13.33,8.49,2.12,28.98,32.9,5.57,7.61,1.09
14-06-2019,7.85,12.23,18.67,6.55,1.83,18.11,14.02,10.88,9.06,1.02
15-06-2019,9.57,8.42,26.39,5.7,2.25,10.95,7.74,7.87,8.4,0.96
16-06-2019,6.47,8.41,11.58,7.49,1.62,6.18,7.78,11.35,9.71,0.89
17-06-2019,8.35,9.34,13.34,6.03,1.95,6.11,7.97,12.51,11.99,0.83
18-06-2019,6.09,8.86,15.97,6.1,1.87,9.13,7.9,8.07,13.35,0.76
19-06-2019,7.2,7.44,17.37,6.11,1.98,11.66,6.97,11.49,9.44,1.07
20-06-2019,5.24,9.37,10.57,6.22,1.96,6.71,10.66,9.24,9.55,0.66
21-06-2019,5.8,10.71,13.56,6.52,2.89,6.99,13.18,11.94,9.98,0.71
22-06-2019,4.93,9.28,12.77,6.51,1.95,27.12,13.63,20.05,10.7,0.67
23-06-2019,4.83,13.85,6.64,6.98,2.34,22.82,13.52,7.26,3.61,0.56
24-06-2019,6.3,9.46,9.51,6.84,2.43,15.63,13.78,5.17,4.25,0.56
25-06-2019,6.73,8.2,11.18,7.51,3.58,13.31,13.46,7.14,5.93,0.48
26-06-2019,7.53,8.72,15.67,8.99,2.21,19.02,24.33,7.75,8.54,0.72
27-06-2019,7.51,9.49,17.87,9.76,2.18,10.86,18.54,7.6,6.28,1.44
28-06-2019,7.01,8.11,19.71,12.63,1.94,14,16.13,9.54,6.4,1.01
29-06-2019,6.35,7.98,16.84,14.11,2.15,10.32,17.4,12.85,6.76,1.1
30-06-2019,5.14,7.81,22.46,13.05,2.28,14.29,16.42,8.26,6.15,1.62
01-07-2019,6.08,8.08,10.44,13.47,2.64,27.94,16.14,20.57,7.29,1.81
02-07-2019,6.09,8.13,7.78,14.05,2.93,13.98,17.81,14.88,5.97,1.54
03-07-2019,5.89,8.28,7.3,18.53,2.08,9.7,14.3,10.19,6.84,1.57
04-07-2019,6.44,8.43,12.82,11.67,2.08,8.13,15.6,11.72,8.62,1.09
05-07-2019,6.03,8.54,18.04,9.37,2.18,26.85,9.01,13.64,10.48,0.95
06-07-2019,6.2,7.84,12.04,8.77,1.88,24.1,10.69,17.5,13.16,0.97
07-07-2019,5.33,7.02,11.02,7.72,1.61,25.67,16.1,15.7,10.58,1.38
08-07-2019,5.42,7.68,12.56,8.24,1.98,22.68,11.84,10.06,8.2,0.98
09-07-2019,5.88,7.42,11.93,8.03,2.34,23.9,9.62,17.47,7.4,0.9
10-07-2019,6.02,8.02,13.97,7.54,2.39,7.8,9.54,11.42,7.78,0.88
11-07-2019,6.71,8.97,15,8.85,2.57,11.72,9.25,10.77,8.69,1.13
12-07-2019,6.06,7.1,14,8.85,3.63,19.44,9.42,8.9,7.84,0.88
13-07-2019,5.27,7.23,11.09,9.26,3.74,17.07,10.97,11.76,6.31,0.82
14-07-2019,5.39,6.55,11.36,8.07,3.72,5.47,11.63,11.2,6.09,0.74
15-07-2019,6.14,6.86,11.57,7.97,4.06,10.85,17,6.74,6.96,0.85
16-07-2019,6.8,7.75,8.59,7.92,8.34,19.91,9.07,16.51,6.75,1.09
17-07-2019,9.37,9.12,11.08,7.7,5.68,9.32,9.24,20.86,7.04,1.18
18-07-2019,9.88,7.16,19.36,7.87,3.1,10.7,8.93,7.75,6.97,0.79
19-07-2019,6.92,6.13,29.13,9.28,3.03,9.19,19.95,16.16,6.1,1.05
20-07-2019,5.09,6.48,14.59,8.39,2.58,10.59,26.12,5.19,5.89,1.03
21-07-2019,6.43,6.64,23.14,8.78,2.62,6.06,20.24,2.79,5.9,1.09
22-07-2019,6.7,9.39,31.57,9.26,3.63,8.58,20.76,3.46,5.59,0.86
23-07-2019,6.94,7.66,26.12,9.26,2.51,20.1,9.32,9.48,4.54,1
24-07-2019,6.44,9.85,22.05,9.2,2.75,7.12,9,11.47,6.77,0.72
25-07-2019,7.12,9.16,16.78,8.4,3.65,4.56,16.38,9.2,5.3,0.63
26-07-2019,6.92,8.96,13.26,7.63,3.89,13.16,13.17,22.44,9.36,1
27-07-2019,5.66,8.22,11.98,8.12,2.56,11.42,11.55,21.73,9.81,0.94
28-07-2019,7.2,6.21,9.12,7.7,2.38,8.07,9.88,22.79,6.01,0.92
29-07-2019,5.18,6.98,10.8,7.72,2.31,9.59,12.35,18.77,6.55,0.73
30-07-2019,5.84,8.77,10.37,7.49,2.8,7.3,9.18,13.3,6.37,0.96
31-07-2019,5.7,8.91,10.23,8.14,3.45,6.02,9.14,14.67,6.16,0.85
01-08-2019,5.12,8.25,10.07,7.34,3.84,7.17,10.25,13.03,6.36,1.14
02-08-2019,6.62,10.65,11.86,11.53,3.38,7.76,9.61,17.24,8.73,0.92
03-08-2019,6.99,14.55,16.87,6.88,2.95,6.91,13.39,32.58,8.06,0.94
04-08-2019,9.14,24.1,17.79,7.62,2.92,5.45,18.18,20.07,7.02,0.85
05-08-2019,9.97,13.07,20.62,7.15,3.65,31.73,13.7,17.1,11.66,1.11
06-08-2019,10.3,10.88,19.57,7.35,3.66,31.65,6.22,26.53,9.42,1.02
07-08-2019,10.1,5.9,22.98,9.22,4.1,16.8,4.57,27.97,13.95,0.75
08-08-2019,9.42,7.25,15.06,5.5,3.46,31.98,5.18,21.6,11.34,1.31
09-08-2019,9.06,7.91,9.54,7.89,2.33,35.62,6.61,11.38,7.05,0.9
10-08-2019,8.61,6.04,9.02,8.92,2.51,27.48,7.99,14.67,6.77,1.08
11-08-2019,8.35,5.21,11.45,9.74,3.48,23.31,5.43,11.2,7.27,0.9
12-08-2019,12.49,5.37,13.19,8.46,3.75,14.42,5.21,23.83,9.8,0.89
13-08-2019,12.63,6.15,17.85,9.3,6.46,21.78,5.78,11.89,13.3,1.03
14-08-2019,10.13,5.67,16.96,5.67,6.59,25.79,5.54,7.43,17.96,0.91
15-08-2019,8.64,5.35,18.56,5.93,4.92,12.27,6.01,5.18,10.36,0.93
16-08-2019,8.64,5.54,13.71,5.95,7.61,12.3,5.56,9.98,12.11,0.91
17-08-2019,10.77,13.91,14.08,5.61,6,8.71,9.81,13.25,16.3,0.96
18-08-2019,12.4,7.36,17.56,6.12,8.22,9.99,7.76,9.41,15.54,0.86
19-08-2019,12.5,5.77,26.99,6.27,7.42,9.86,8.27,11.17,14.51,0.97
20-08-2019,9.79,5.55,19.92,6.83,10.74,11.44,5.54,6.45,10.84,0.85
21-08-2019,12.94,9.5,15.16,14.01,5.89,9.25,5.09,7.58,8.95,0.73
22-08-2019,9.03,8.15,23.36,7.12,3.97,10.61,6.31,9.73,10.06,1.37
23-08-2019,7.84,7.35,37.04,6.27,3.87,4.95,7.61,15.13,7.1,0.84
24-08-2019,8.07,7.96,41.65,7.27,5.14,32.29,7.45,9.69,6.12,1.16
25-08-2019,5.28,6.8,11.09,7.32,4.84,23.71,7.28,6.68,5.55,1.11
26-08-2019,5.95,5.63,15.89,7.64,4.2,35.98,10.02,7.11,9.62,1.22
27-08-2019,7.18,6.12,21.99,6.56,3.16,25.05,6.18,4.73,10.36,0.9
28-08-2019,6.49,6.72,19.01,7.09,2.99,11.78,5.7,5.44,7.79,0.9
29-08-2019,5.15,7.9,11.52,5.49,3.32,17.67,5.35,7.46,8.47,0.92
30-08-2019,5.76,7.53,12.89,9.79,4.06,12.05,5.43,9.48,8.99,0.87
31-08-2019,7.24,6.19,18.34,9.19,7.38,6.39,5.36,11.5,12.03,0.88
01-09-2019,5.73,7.56,12.03,4.47,3.19,4.94,5.87,13.52,10.83,0.88
02-09-2019,3.7,4.93,10.33,6.08,3.76,59.67,5.26,15.54,9.96,1.11
03-09-2019,6.38,8.46,13.02,7.59,4.15,30.6,5.96,17.56,11.97,0.97
04-09-2019,7.04,9.12,10.62,7.65,3.48,33.2,5.49,19.58,12.16,0.96
05-09-2019,7.56,10.23,9.99,7.86,3.19,39.71,5.37,21.6,8.97,1.21
06-09-2019,8.05,7.44,12.15,8.65,3.32,28.89,5.61,19.18,10.18,0.94
07-09-2019,7.3,6.35,14.46,8.51,3.35,23.48,5.39,19.62,11.48,0.89
08-09-2019,6,5.66,10.61,8.11,2.43,18.34,5.35,11.34,7.15,0.75
09-09-2019,6.98,5.03,13.78,7.87,3.16,27.76,5.73,12.63,7.42,0.77
10-09-2019,5.4,3.93,16.24,8.21,2.63,19.31,5.71,17,9.41,0.77
11-09-2019,6.57,4.34,15.86,8.59,3.7,43.03,5.01,21.98,8.87,0.54
12-09-2019,9.86,4.03,9.71,8.53,3.51,23.31,6.35,15.98,6.58,0.58
13-09-2019,10.46,3.76,9.52,9.15,2.78,32.53,13.52,21.38,7.03,0.62
14-09-2019,6.61,4.37,7.91,8.7,3.62,28.02,7.36,8.6,6.75,0.72
15-09-2019,7.52,4.21,10.34,8.75,5.84,22.29,6.87,6.65,10.54,0.96
16-09-2019,8,4.05,19.02,9.25,5.04,27.63,11.58,7.28,10.34,1.02
17-09-2019,8.98,4.24,14.08,8.29,4.28,25.13,6.18,4.12,12.13,0.81
18-09-2019,6.7,4.53,7.76,7.94,3.95,37.39,7.1,14.42,12.37,1.08
19-09-2019,6.04,5.48,7.22,8.11,5.58,38.5,7.34,3.26,8.54,0.94
20-09-2019,11.37,5.32,13.55,7.97,6.52,32.86,8.85,9.46,7.75,0.96
21-09-2019,7.27,7.34,17.26,7.34,8.43,38.97,15.28,24.8,8.58,0.88
22-09-2019,14.84,12.1,17.88,7.34,3.81,24.98,8.39,8.82,6.98,0.78
23-09-2019,17.22,5.94,11.33,6.59,7.41,27.85,6.38,8.07,9.32,0.92
24-09-2019,11.88,4.45,16.67,7.4,5.77,23.78,7.01,25.95,12.53,1.43
25-09-2019,7.39,5.34,11.53,7.22,3.79,22,7.18,25.39,5.19,1.12
26-09-2019,10.63,4.7,12.62,7.97,3.86,16.55,10.3,67.93,6.99,1.07
27-09-2019,10.14,4.84,9.94,8.84,4.02,13.44,15.14,90.84,6.45,0.89
28-09-2019,7.34,6.51,11.93,8.89,2.88,7.44,18.57,18.31,5.82,0.96
29-09-2019,4.7,6.15,8.13,8.86,5.55,5.49,22.17,34.87,8.25,0.95
30-09-2019,5.23,6.55,12.1,8.96,15.6,7.43,17.09,32.53,10.98,1.32
01-10-2019,11.17,5.71,12.82,12.49,14.7,33.68,19.53,31.47,5.76,0.96
02-10-2019,13.18,4.54,17.97,7.96,3.54,18.73,34.84,39.38,10.12,0.77
03-10-2019,12.09,5.67,30.13,12.64,6.61,16.28,34.57,77.73,12.25,0.67
04-10-2019,18.78,5.71,17.87,20.62,6.64,32.08,22.17,34.08,6.87,0.84
05-10-2019,18.64,4.85,20.52,11.39,5.22,28.39,27.1,23.87,6.63,0.7
06-10-2019,14.73,5.4,18.29,14.47,5.95,13.4,42.37,14.96,6.94,0.81
07-10-2019,26.1,16.41,13.36,12.71,6.8,5.21,19.58,23.38,18.15,0.85
08-10-2019,8.65,13.22,17.58,11.93,3.72,7.365,19.41,30.91,17.46,0.64
09-10-2019,31.34,8.28,40.81,14.22,3.46,9.52,40.46,16.3,19.65,1
10-10-2019,12.43,8.86,34.75,11.76,5.7,14.19,72.45,23.95,18.11,0.98
11-10-2019,12.32,10.48,35.13,20.52,5.84,14.61,13.67,26.21,10.01,0.7
12-10-2019,10.61,7.62,35.55,17.6,5.38,11.03,11.48,22.29,9.7,0.94
13-10-2019,11.38,6.92,43.72,17.91,4.95,6.5,12.81,24.9,8.87,0.66
14-10-2019,16.56,8.67,52.78,20.04,4.48,23.56,40.51,1.95,9.57,0.85
15-10-2019,16.25,10.05,67.74,10.76,4.1,26.73,40.22,2.26,22.71,0.85
16-10-2019,15.17,8.48,39,17.62,4.49,26.33,12.97,5.98,10.18,1.04
17-10-2019,17.76,10.97,18.94,22.35,5.5,16,6.17,7.31,6.05,0.76
18-10-2019,11.2,9.54,13.39,20.19,4.01,48,4.92,5.42,5.94,0.77
19-10-2019,9.17,9.22,31.61,20.73,3.64,12.1,9.39,17.22,7.61,0.94
20-10-2019,6.82,9.87,35,11.25,4.17,7.45,8.99,6.04,10.18,0.85
21-10-2019,15.04,8.77,34.79,13.22,3.98,5.12,6.46,4.96,25.3,0.88
22-10-2019,13.68,10.28,34.86,39.25,8.21,4.61,14.18,21.98,50.83,0.84
23-10-2019,7.89,10.76,56.07,36.51,7.97,7.94,29.55,13.55,67.61,1.09
24-10-2019,4.34,10.86,84.08,26.38,5.57,9.14,69.24,14.13,14.57,0.59
25-10-2019,5.68,15.09,42.42,9.07,9.25,9.26,16.07,22.91,5.6,0.65
26-10-2019,6.8,15.05,61.19,35.9,4.68,7.07,14.87,25.55,5.93,0.52
27-10-2019,7.74,16.89,46.63,19.51,4.6,7.21,10.52,32.3,23.49,0.53
28-10-2019,10.63,11.23,35.11,31.7,5.52,11.24,7.63,6.39,31.8,0.52
29-10-2019,11.34,24.12,58.36,27.21,5.84,18.22,23.91,3.28,30.88,0.52
30-10-2019,11.91,12.43,87.7,18.63,7.5,21.07,32.57,7.2,20.4,0.53
31-10-2019,7.39,16.69,99.58,24.34,4.76,15.18,51,25.5,23.04,0.63
01-11-2019,12.02,33.32,62.6,26.51,6.53,16.92,22.92,22.21,13.61,0.67
02-11-2019,12.02,14.04,34.23,40.71,7.92,20.09,7.01,25.08,5.67,0.58
03-11-2019,11.18,10.82,28.98,13.93,5,12.6,6.4,11.94,7.93,0.88
04-11-2019,20.78,8.53,29.75,14.55,5.3,11.56,8.14,24.05,13.34,0.93
05-11-2019,31.44,9.5,32.28,16.36,6.75,14.75,12.67,25.48,37.42,0.97
06-11-2019,26.51,8.85,57.56,19.35,8.64,14.68,27.64,11.14,13.89,0.92
07-11-2019,28.33,10.6,29.02,45.51,4.46,22.69,10.19,6.25,6.41,0.9
08-11-2019,17.73,9.56,51.48,42.16,8.51,28.08,14.41,44.7,5.4,0.96
09-11-2019,12.78,10.06,35.56,33.33,4.9,45.64,6.12,30.38,5.47,0.88
10-11-2019,11.34,11.81,30.88,22.75,3.52,49.57,5.42,14.13,6.01,0.94
11-11-2019,8.64,10.51,45.96,9.48,5.61,25.06,16.44,22.24,7.47,0.92
12-11-2019,7.02,9.95,51.47,21.72,4.11,67.77,41.37,14.02,5.68,0.92
13-11-2019,10.37,8.54,62.74,35.97,4.36,79.64,33.53,3.02,8.79,0.94
14-11-2019,11.88,7.31,77.46,51.87,4.17,77.88,43.29,2.94,6.03,1.09
15-11-2019,15.95,9.57,44.06,36.92,4.1,58.07,9.76,2.79,11.23,0.93
16-11-2019,12.03,9.8,23.38,31.51,4.52,47.3,5.96,3.63,13.45,0.57
17-11-2019,10.09,5.21,14.48,24.41,3.95,37.59,5.39,2.95,12.05,0.88
18-11-2019,12.69,6.88,29.18,17.21,3.46,38.84,11.62,2.89,12.92,0.52
19-11-2019,12.61,9.62,52.44,21.65,3.29,72.99,37.66,2.47,31.62,5.19
20-11-2019,13.06,6.89,79.63,14.97,3.88,82.15,90.48,2.69,23.61,10.09
21-11-2019,14.45,6.71,104.83,24.64,5.37,38.35,89.84,2.88,11.38,12.3
22-11-2019,11.39,5.94,83.99,15.23,5.09,81.71,77.76,2.99,13.49,10.12
23-11-2019,9.67,5.71,33.69,15.13,7.29,52.63,6.72,3.06,20.67,15.77
24-11-2019,4.45,6.8,19.82,14.21,6.13,28.59,4.21,3.55,11.09,8.13
25-11-2019,6.37,5.93,44.39,13.09,3.74,50.25,33.61,3.15,8.78,10.11
26-11-2019,14.25,7.52,49.17,39.48,3.03,35.16,46.51,2.69,15.15,12.82
27-11-2019,15.29,7.46,19.37,12.66,4.68,45.18,11.56,2.87,10.22,11.52
28-11-2019,13.08,5.67,10.57,8.7,8.62,94.66,5.5,3.12,9.37,12.94
29-11-2019,14.39,10.53,29.65,23.39,7.57,96.24,12.61,3.13,14.17,10.07
30-11-2019,11.74,6.3,34.59,15.05,6,26.18,9.83,2.9,10.98,11.01
01-12-2019,9.63,6.9,38.19,10.32,7.3,28.19,36.11,2.49,10.82,7.47
02-12-2019,10.32,8.03,50.45,13.97,7.03,68.77,21.34,2.82,18.17,10.56
03-12-2019,14,6.03,53.47,12.56,7.56,55.38,11.95,2.71,34.45,17.12
04-12-2019,9.9,3.91,77.61,37.45,7.67,95.41,55.95,3.29,46.88,17.56
05-12-2019,12.88,3.78,115.56,40.71,10.1,67.51,78.22,2.7,8.36,12.38
06-12-2019,9.71,5.35,73.76,45.23,11.81,34.33,44.43,3.46,9.49,8.9
07-12-2019,12.01,3.65,79.28,67.22,10.13,40.56,37.09,3.03,11.18,8
08-12-2019,8,6.05,109.28,38.92,10.2,40.99,56.66,3.66,20.13,8.27
09-12-2019,10.79,5.52,87.59,20.55,9.93,39.64,74.23,6.63,20.96,10.73
10-12-2019,9.34,5.6,85.62,41.42,12.36,30.79,83.85,29.64,35.78,10.02
11-12-2019,9.43,10.25,106.35,40.01,14.33,49.5,80.09,29.83,33.06,10.47
12-12-2019,8.12,6.04,46.67,31.42,10.17,22.68,14.04,39.06,5.07,9.75
13-12-2019,8.24,7.61,13.29,9.75,8.63,8.84,6.09,11.7,9.81,8.91
14-12-2019,9.79,12.14,26.2,12.93,8.88,10.06,7.69,4.09,8.25,8.57
15-12-2019,7.47,11.43,26.19,12.97,7.88,15.85,8.16,3.71,7.14,12.46
16-12-2019,11.19,7.9,21.68,9.35,8.91,10.9,4.75,3.45,8.82,12.38
17-12-2019,11.23,5.08,27.2,10.48,13.06,8.46,8.91,2.95,16.6,6.96
18-12-2019,11.5,7.44,29.59,9.02,16.08,8.53,13.45,3.12,22.7,8.7
19-12-2019,12.17,4.47,51.02,10,12.24,14.65,49.39,2.82,17.9,11.13
20-12-2019,13.62,4.19,40.57,16.12,15.73,13.444,20.29,2.94,21.06,10.27
21-12-2019,7.89,7.46,37.13,28.06,14.3,12.238,16.87,10.87,15.29,15.45
22-12-2019,6.3,6.65,19.33,11.75,9.68,11.032,5.38,2.8,11.58,9.09
23-12-2019,8.39,7.23,26.86,9.51,8.99,9.826,10.76,3.15,26.85,9.91
24-12-2019,9.2,5.61,38.02,9.03,8.67,8.62,21.55,3.06,6.21,19.87
25-12-2019,7.38,5.54,22.4,11.27,8.46,21.11,7.16,9.55,19.2,8.72
26-12-2019,7.56,10.48,19.25,8.21,9.47,19.81,13.7,22.95,45.77,8.87
27-12-2019,9.56,17.1,28.66,11.65,10.23,18.73,28.04,34.78,41.42,31.49
28-12-2019,7.86,13.01,60.13,17.43,10.37,19.61,46.31,4.21,24.38,16.91
29-12-2019,6.56,6.62,32.73,12.94,11.11,20.62,28.67,2.37,13.85,10.38
30-12-2019,6.4,5.03,54.97,26.55,11.1,31.1,40.07,3.22,8.7,10.75
31-12-2019,7.92,5.96,44.49,60.88,8.73,46.5,27.64,3.51,6.99,11.58
01-01-2020,9.03,6.69,109.53,91.75,8.24,45.23,105.65,2.83,3.97,9.66
02-01-2020,8.81,8.99,120.76,42.06,8.74,46.55,94.2,3.23,5.67,9.42
03-01-2020,6.62,10.43,111.09,26.23,8.11,40.49,96.93,3.25,7.54,12.86
04-01-2020,15.46,7.95,86.58,23.24,9.94,48.39,65.9,3.94,14.72,10.39
05-01-2020,6.86,4.8,29.99,13.04,10.67,29.64,31.39,3.03,22.43,8.19
06-01-2020,8.08,5.72,35.49,40.05,9.19,27.94,41.24,2.89,15.24,12.41
07-01-2020,10.11,4.27,24.08,29.29,8.09,49.98,9.69,3.13,5.69,14.76
08-01-2020,5.8,7.14,26.65,13.07,8.75,54.75,31.64,2.61,7.85,7.44
09-01-2020,7.15,9.27,14.71,18.41,10.08,36.27,4.78,37.52,6.2,11.33
10-01-2020,8.07,10.51,27.73,19.5,8.75,38.4,6.09,2.72,8.04,10.7
11-01-2020,6.52,11.64,43.83,43.94,10.9,39.04,10.64,3.13,20.28,11.59
12-01-2020,7.01,6.15,90.44,73.36,13.05,43.62,75.06,2.93,18.75,8.91
13-01-2020,10.78,6.12,61.38,22.88,12.77,64.44,27.86,20.91,18.39,9.89
14-01-2020,10.27,13.48,21.19,41.47,4.8,69.89,6.56,37.86,7.8,9.38
15-01-2020,10.74,7.2,29.61,50.39,2.88,67.57,10.86,20.01,5.32,8.02
16-01-2020,7.12,7.78,28.99,9.15,2.81,64.27,13.15,3.1,6.41,10.18
17-01-2020,12.3,8.07,31.58,24.8,6.4,31.14,13.77,2.81,16.71,9.09
18-01-2020,6.83,4.85,39.64,14.35,10.46,54.16,27.74,4.4,14.34,11.3
19-01-2020,5.34,6.4,18.6,11.23,11.5,57.96,4.47,15.49,12.23,9.67
20-01-2020,6.77,10.01,30.68,11.66,11.41,68.66,12.1,4.75,13.22,12.36
21-01-2020,6.26,8.14,63.49,60.79,10.09,107.88,32.28,3.1,6.07,11.01
22-01-2020,6.1,10.45,66,54.32,10,74.61,55.55,3.06,6.4,11.28
23-01-2020,8.76,7.07,15.4,12.53,11.39,55.55,7.94,23.74,14.49,12.37
24-01-2020,7.99,11.88,23.68,23.46,16.57,50.88,4.56,16.76,14.49,9.63
25-01-2020,10.87,13.16,58.83,24.44,16.44,79.2,42.89,29.35,50.06,10.49
26-01-2020,9.21,15.35,74.63,30.88,16.82,92.9,55.58,6.9,48.34,8.15
27-01-2020,12.1,11.22,89.41,36.21,14.41,92.59,50.41,3.11,5.45,8.98
28-01-2020,6.61,8.75,17.85,16.79,11.61,81.87,5.44,20.2,5.91,8.58
29-01-2020,8.04,8.89,30.9,6.01,12.15,62.27,8.5,12.63,7.1,8.9
30-01-2020,17.25,9.47,30.79,11.12,15.2,34.98,8.47,16.23,9.58,7.82
31-01-2020,5.39,9.01,31.8,16.69,15.5,51.93,13.08,7.07,7.8,8.62
01-02-2020,5.09,8.9,49.25,9.79,13.41,41.1,44.31,4.93,13.5,8.23
02-02-2020,4.24,8.28,33.12,11.66,10.81,37.12,8.65,3.03,9.46,8.1
03-02-2020,9.12,7.46,50.47,21.77,11.29,55.37,37.53,2.94,6.81,9.36
04-02-2020,7.82,10.16,92.85,45.18,11.47,114.81,60.96,17.13,5.59,9.94
05-02-2020,6.88,12.01,41.58,9.41,12.03,69.35,34.62,30.16,7.46,8.88
06-02-2020,7.34,13.34,33.37,23.45,11.42,105.41,14.89,6.41,6.67,8.36
07-02-2020,5.71,9.08,64.24,10.75,10.06,132.03,54.43,21.4,5.39,9.4
08-02-2020,5.64,7.69,30.62,20,13.62,109.82,10.6,3.21,5.21,9.56
09-02-2020,4.66,6.44,35.28,24.68,12.81,70.73,14.33,2.92,12.8,7.77
10-02-2020,5.3,5.24,56.93,20.91,11.81,63.82,35.54,3.27,28.12,8.71
11-02-2020,6.41,8.51,83.94,25.5,11.16,57.4,55.87,2.78,22.63,9.95
12-02-2020,6.23,7.23,38.78,25.03,11.99,25.07,15.08,2.75,17.45,4.89
13-02-2020,9.5,6.56,15.54,25.4,14.13,51.42,7.68,20.69,39.28,9.31
14-02-2020,15.25,7.34,12.35,9.48,27.33,67.53,7.13,3.34,9.45,8.61
15-02-2020,16.22,10.92,18.16,18.8,28.85,49.57,7.25,2.76,16.56,7
16-02-2020,6.18,8.46,42.02,20.87,17.31,88.38,17.66,2.44,43.28,8.14
17-02-2020,14.05,9.7,61.48,19.29,18.42,78.3,36.3,2.65,60.44,9.66
18-02-2020,6.85,16.63,39.22,14.65,13,46.99,35.08,2.38,78.5,6.82
19-02-2020,6.29,12.45,87.96,33.16,12.41,65.47,56.58,2.18,43.35,7.61
20-02-2020,7.98,9.18,10.13,10.82,10.85,69.4,6.7,2.05,5.57,7.79
21-02-2020,4.56,22.11,8.84,9.15,10,30.38,10.11,2.37,5.33,9.43
22-02-2020,4.67,7.52,29.86,10.02,10.68,34.41,15.58,2.34,5.44,9.26
23-02-2020,4.15,5.3,41.97,13.93,9.89,56.26,16.06,2.4,4.25,8.26
24-02-2020,5.07,9.17,29.23,13.42,9.62,43.81,16.16,2.39,8.2,10.44
25-02-2020,5,6.98,27.87,8.93,10.13,39.94,6.72,2.55,11.98,8.61
26-02-2020,5.03,5.38,56.86,9.86,12.79,62.21,45.69,2.08,8.24,7.97
27-02-2020,5.95,6.89,22.85,8.1,9.06,66.38,8.94,2.02,13.24,6.65
