Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Gurugram,Jaipur,Thiruvananthapuram
19-08-2018,15.56,8.17,32.1,6.53,15.02,20.61,22.25,30.22
20-08-2018,14.54,9.05,39.36,7.92,14.53,29.08,15.29,28.91
21-08-2018,16.38,7.35,31.02,8.9,14.24,18.51,20.84,28.41
22-08-2018,16.23,7.55,25.33,16.37,13.14,20.18,20.31,33.17
23-08-2018,13.6,4.86,18.25,10.55,11.2,15.07,15.52,32.85
24-08-2018,12.61,4.89,19.29,10.44,12.62,17.66,19.43,35.73
25-08-2018,12.01,6,20.69,9.56,12.26,15.02,18.62,37.06
26-08-2018,13.19,8.98,24.77,9.19,11.18,18.76,23.44,35.95
27-08-2018,10.61,10.38,26.5,23.38,9.29,24.53,22.87,35.69
28-08-2018,12.42,18.68,21.91,27.96,12.08,16.38,29.72,37.07
29-08-2018,10.52,18.48,21.53,24.95,15.33,12.21,25.5,36.37
30-08-2018,11.59,19.46,27.06,8.75,18.68,13.96,20.82,35.02
31-08-2018,12.01,19.14,23.57,9.44,15.88,16.1,22.11,30.68
01-09-2018,15.32,24.39,19.58,13.12,15.43,12.89,21.7,34.09
02-09-2018,17.84,32.26,23.36,14.32,14.04,19.13,17.52,35.3
03-09-2018,16.89,44.5,26.15,11.39,13.7,28.59,15.95,35.03
04-09-2018,18.24,50.33,26.55,9.69,13.86,10.58,18.1,38.92
05-09-2018,18.23,44.4,20.64,26.17,14.3,7.535,18.88,37.14
06-09-2018,17.79,39.37,26.24,15.44,14.29,4.49,20.8,36.66
07-09-2018,16.77,32.63,28.23,19.61,17.95,12.98,26.56,31.62
08-09-2018,17.16,33.69,23.65,18.05,19.94,8.25,25.61,37.88
09-09-2018,23.36,43.7,26.36,16.49,23.55,10.42,22.55,40.075
10-09-2018,21.64,35.48,29.46,13.89,27.14,4.05,13.27,42.27
11-09-2018,32.98,33.64,23.21,17.87,25.02,5.34,12.3,40.49
12-09-2018,33.73,36.56,22.44,23.28,20.9,7.86,18.57,44.4
13-09-2018,21.83,43.52,23.11,17.88,21.97,6.67,24.72,38.85
14-09-2018,32.17,35.37,24.58,19.32,30.31,9.5,24.79,42.35
15-09-2018,25.3,41.45,25.86,20.7,27.22,17.94,27.95,41.8
16-09-2018,19.68,37.48,26.12,21.74,22.86,26.38,34.71,42.2
17-09-2018,11.82,29.89,35.01,19.98,24.49,34.82,34.58,35.51
18-09-2018,13.4,15.27,38.79,24.56,21.89,28.13,28.52,31.54
19-09-2018,16.89,13.27,40.04,20.78,21.57,30.05,36.04,32.06
20-09-2018,18.67,15.8,49.18,23.37,23.53,43.1,41.56,36.96
21-09-2018,19.11,22.41,30.31,15.11,21.72,22.07,58.88,40.99
22-09-2018,21.83,24.6,23.89,14.26,27.07,15.9,27.01,36.52
23-09-2018,26.8,20.67,28.89,20.64,28.19,22.5,29.18,31.89
24-09-2018,29.89,21.88,19.54,19.56,21.51,5.87,18.05,32.13
25-09-2018,22.54,17.92,22.48,14.19,20.19,24.72,21.18,36.49
26-09-2018,23.35,16.79,28.54,21.61,16.94,20.99,20.58,37.66
27-09-2018,20.67,14,35.24,23.42,24.45,22.57,20.41,44.87
28-09-2018,14.86,13.21,37.24,27.33,15.53,17.28,25.73,36.45
29-09-2018,12.5,11.13,41.92,27.64,17.26,32.54,23.3,40.25
30-09-2018,16.11,12.69,35.54,30.17,24.96,36.9,24.86,31.92
01-10-2018,18.94,14.15,38.52,38.74,23.41,34.57,23.78,29.32
02-10-2018,15.9,13.46,35.8,36.84,22.58,36.78,27.09,27.34
03-10-2018,16.22,12.78,36.72,35.07,23.91,36.83,34.67,27.8
04-10-2018,8.9,10.81,45.63,17.01,24.63,40.47,51.58,28.68
05-10-2018,11.69,14.23,44.88,20.68,29.57,54.69,41.69,5.93
06-10-2018,10.5,15.03,32.93,29.63,29.21,37.65,45.55,8.34
07-10-2018,16.31,19.43,42.38,29.79,29.27,46.08,59.91,8.3
08-10-2018,18.26,18.66,51.05,30.61,28.65,52.99,53.06,8.62
09-10-2018,22.25,23.62,52.46,37.14,23.73,54.83,28.8,11
10-10-2018,23.46,24.71,43.9,33.67,21.94,50.92,35.97,11.47
11-10-2018,21.65,35.36,37.04,33.75,25.52,33.5,62.94,9.94
12-10-2018,22.96,33.56,42.01,19.54,27.9,39.27,63.73,10.98
13-10-2018,28.02,30.89,42,28.03,21.39,43.81,61.39,8.87
14-10-2018,34.33,30.56,40.16,43.29,27.41,44.61,55.39,6.88
15-10-2018,23.25,29.96,44.92,41.59,28.29,47.56,53.49,5.58
16-10-2018,19.06,17.9,54.38,32.5,26.04,46.87,27.12,7.8
17-10-2018,18.23,16.26,44.29,41.64,19.11,39.77,26.39,10.68
18-10-2018,21.13,18.73,44.65,37.67,21.12,32.67,28.91,8.91
19-10-2018,19.64,25.74,51.05,28.91,24.15,47.01,52.77,7.44
20-10-2018,27.25,18.13,47.64,31.21,26.5,41.02,61.5,6.57
21-10-2018,29.37,19.48,42.61,30.31,26.96,37.66,77.81,8.17
22-10-2018,29.12,19.31,41.32,31.92,27.86,34.98,53.21,7.22
23-10-2018,24.69,20.21,44.7,30.71,30.64,32.8,57.11,6.58
24-10-2018,24.3,15.61,56.09,31.61,28.14,40.98,47.41,7.49
25-10-2018,25.3,18.69,62.29,21.2,28.84,40.18,43.91,7.77
26-10-2018,30.95,25.47,53.02,25.6,31.72,22.88,61.83,11.76
27-10-2018,37.95,31.79,52.9,26.93,27.8,40.89,58.93,17.08
28-10-2018,38.38,50.28,52.78,23.82,36.66,39.85,70.93,10.17
29-10-2018,35.49,52.32,53.2,20.51,41.62,34.63,59.07,9.52
30-10-2018,28.94,21.44,50.55,24.58,41.46,38.91,48.61,20.02
31-10-2018,26.11,15.54,47.05,24.6,34.51,35.83,102.73,16.3
01-11-2018,23.72,13.71,45.98,28.62,26.9,39.88,56.74,6.09
02-11-2018,16.57,17.25,46.13,30.11,19.95,46.08,45.11,8.85
03-11-2018,20.21,23.51,45.43,32.63,23.14,56.68,40.8,36.9
04-11-2018,27.03,26.27,51.96,48.28,25.91,55.2,41.88,35.11
05-11-2018,21.7,22.85,45,47.1,27.53,32.01,39.54,34.42
06-11-2018,20.31,21.38,45.01,54.67,31.15,44.16,39.45,44.69
07-11-2018,27.35,24.89,51.22,51.55,34.91,45.72,36.81,40.15
08-11-2018,23.63,20.71,38.35,39.74,41,31.18,41.57,40.54
09-11-2018,25.02,25.98,47.94,46.86,36.77,34.78,41.49,37.02
10-11-2018,29.27,23.79,42.55,40.94,42.35,33.8,43.69,45.94
11-11-2018,34.04,28.45,51.68,40.5,44,38.34,41.03,47.14
12-11-2018,25.83,31.5,53.37,38.12,43.16,33.9,32.75,54.61
13-11-2018,28.07,46.49,37.8,36.14,34.36,27.92,21.63,64.4
14-11-2018,25.98,36.28,31.95,33.35,35.17,19.92,48.12,64.07
15-11-2018,17.61,25.99,32.95,32.19,30.37,21.79,28.87,72.01
16-11-2018,19.48,16.2,40.74,42.7,25.38,29.97,41.94,65.96
17-11-2018,35.62,13.6,36.97,47.15,20.36,27.47,33.16,51.17
18-11-2018,26.38,12.32,39.51,41.96,18.99,22.4,58.23,41.59
19-11-2018,13.5,18.24,51.15,36.48,21.05,42.72,61.44,36.38
20-11-2018,16.08,19.48,46.03,33.63,29.47,27.8,31.97,36.24
21-11-2018,21.91,14.62,40.22,30.57,36.71,21.4,52.16,43.78
22-11-2018,11.65,15.4,37.22,26.57,34.42,19.29,73.92,44.21
23-11-2018,11.55,28.75,40.01,39.37,32.72,29.13,52.86,46.36
24-11-2018,25.36,37.14,37.48,33.89,36.63,38.44,49.72,32.03
25-11-2018,41.24,37.01,37.17,26,46.4,45.71,32.84,41.98
26-11-2018,58.03,46.88,39.8,19.52,44.11,44.96,42.32,45.51
27-11-2018,62.99,43.13,34.02,19.57,41.07,41.87,77.62,57.6
28-11-2018,52.81,34.91,34.61,13.86,43.73,38,76.29,65.61
29-11-2018,42.35,35.7,35.79,16.44,34.93,39.95,48.1,44.08
30-11-2018,47.85,26.2,35.79,29.72,40.48,37.26,30.05,39.11
01-12-2018,50.45,25.18,35.45,25.7,35.54,36.36,27.97,37.8
02-12-2018,59.89,22.14,39.35,21.72,34.25,36.75,38.64,45.71
03-12-2018,43.92,26.18,38.44,27.87,36.37,42.6,31.94,51.9
04-12-2018,24.11,15.45,38.12,22.96,37.26,40.43,41.29,40.96
05-12-2018,26.63,27.94,32.33,28.35,33.84,18.37,37.25,37.22
06-12-2018,35.15,25.65,40.87,28.7,29.75,11.67,38.44,30.73
07-12-2018,33.42,27.6,32.45,27.51,31.2,13.02,42.89,39.66
08-12-2018,52.77,30.72,37.6,25.08,36.84,17.24,45.1,41.63
09-12-2018,80.57,32.88,39.85,24.21,36.66,18.39,39.29,43.05
10-12-2018,76.51,27.31,42.51,20.17,36.29,23.87,40.62,46.45
11-12-2018,69.85,25.82,41.9,21.5,31.26,33.31,66.08,55.01
12-12-2018,66.64,30.5,36.34,17.88,36.7,27.44,57.6,56.52
13-12-2018,59.79,23.49,24.89,19.2,34.73,23.86,34.36,58.22
14-12-2018,50.06,24.09,27.74,20.41,24.87,26.79,42.84,64.75
15-12-2018,48.1,48.79,29.58,22.84,37.42,27.73,37.65,43.15
16-12-2018,73.64,46.55,32.7,23.53,49.21,28.54,40.2,47.45
17-12-2018,51.64,49.14,32.85,24.04,34.28,25.1,47.35,48.42
18-12-2018,38.34,24.64,37.13,23.91,20.98,30.65,39.36,62.22
19-12-2018,57.86,19.24,37.05,32.04,23.73,30.66,28.43,62.44
20-12-2018,64.96,21.85,40.5,28.53,22.1,31.04,28.96,62.9
21-12-2018,56.78,27.3,38.38,32.96,27.57,32.6,30.54,65.28
22-12-2018,41.65,34.56,44.98,28.51,36.75,27.73,41.4,60.36
23-12-2018,46.25,27.99,50.65,26.44,42.72,34.89,67.92,51.55
24-12-2018,41.44,37.41,43.25,33.07,34.26,28.84,55.13,31.19
25-12-2018,54,36.12,36.37,38.3,43.56,28.69,39.63,46.36
26-12-2018,55.22,36.73,39.09,33.34,39.08,25.04,27.87,44.99
27-12-2018,55.3,37.12,40.96,28.24,28.38,26.76,26.57,60.74
28-12-2018,57.62,32.06,37.38,29.98,36.78,29.99,27.74,61.71
29-12-2018,47.62,31.96,39.29,36.71,45.65,26.66,26.59,56.83
30-12-2018,64.73,47.92,42.87,32.4,44.23,26.9,32.67,70.07
31-12-2018,55.18,69.62,41.44,31.43,38.19,23.11,28.89,75.33
01-01-2019,56.91,56.82,39.58,29.14,31.99,23.92,36.04,78.49
02-01-2019,51.25,36.38,43.3,23.3,33.44,26.45,32.9,72.82
03-01-2019,46.4,42.23,39.77,24.84,32.47,22.61,30.52,79.3
04-01-2019,41.42,47.31,28.75,26.35,34.39,15.31,37.85,78.4
05-01-2019,50.61,48.85,36.33,21.6,40.43,20.82,61.45,68.5
06-01-2019,64.29,30.74,31.48,27.44,46.03,30.05,52.22,67.82
07-01-2019,55.51,31.93,27.11,21.14,40.13,20.97,45.11,64.79
08-01-2019,47.42,31.65,27.37,25.19,27.73,30.93,35.76,69.65
09-01-2019,54.54,46.05,30.9,30.25,28.57,38.85,38.67,76.67
10-01-2019,56.23,39.2,30.92,35.39,34.38,33.12,37.97,77.91
11-01-2019,57.02,48.29,35.61,17.19,39.24,33.27,53.55,83.38
12-01-2019,61.7,44.27,39.78,21.35,40.02,37.12,59.19,74.35
13-01-2019,65.16,41.06,37.53,21.44,40,39.99,62.46,76.74
14-01-2019,50.93,54.55,31.33,21.1,37.84,43.53,49.14,66.58
15-01-2019,55.78,52.62,29.85,23.64,35.6,41.79,34.28,69.94
16-01-2019,69.72,40.96,33.75,25.62,35.82,33.66,40.67,84.14
17-01-2019,53.81,50.43,39.76,21.83,30.21,43.84,46.79,81.37
18-01-2019,54.41,56.44,30.35,28.03,30.69,31.96,42.24,74.07
19-01-2019,46.91,45.77,34.75,30.68,31.88,36.36,34.68,88.77
20-01-2019,63.97,35.54,45.03,31.84,29.49,35.48,42.14,81.16
21-01-2019,67.06,39.49,32.77,30.66,33.19,36.04,45.35,51.39
22-01-2019,72.89,40.99,27.01,40.16,32.82,32.21,28.28,68.24
23-01-2019,67.41,39.45,26.51,24.96,33.93,26.46,32.06,81.49
24-01-2019,61.46,36.67,30.57,19.5,29.43,28.39,38.57,77.46
25-01-2019,56.81,27.67,30.01,11.27,26.51,33.32,35.6,71.51
26-01-2019,52.2,25.33,35.41,15.62,23.49,42.61,42.7,64.39
27-01-2019,55.36,22.97,33.34,24.53,13.14,43.9,38.33,74.93
28-01-2019,53.78,33.89,33.6,27.44,18.86,53.27,29.3,71.42
29-01-2019,47.64,37.91,33.83,30.81,29.15,45.07,35.66,64.37
30-01-2019,59.22,45.84,35.84,24.29,33.69,31.88,39.17,69.67
31-01-2019,67.58,41.59,37.52,15.54,29.69,35.82,52.58,91.71
01-02-2019,63.66,45.34,33.12,18.87,34.07,41.25,35.74,86.53
02-02-2019,61.35,37.96,30.88,22.52,29.72,29.17,37.83,71.97
03-02-2019,64.91,36.74,29.44,19.59,34.63,28.49,44.31,67.59
04-02-2019,49.04,43.27,33.42,19.64,38.6,29.86,53.22,58.98
05-02-2019,65.7,55.63,46.33,19.34,38.11,40.67,54.55,58.86
06-02-2019,78.02,52.24,34.4,8.89,34.76,33.39,44.72,58.54
07-02-2019,73.99,41.97,30.25,14.14,40.27,19.74,33.03,64.32
08-02-2019,65,33.31,30.59,15.71,29.95,19.62,42.95,69.29
09-02-2019,55.17,18.49,33.55,26.11,35.28,19.92,36.72,62.04
10-02-2019,41.91,18.45,33.03,28.68,34.46,25.86,42.35,42.33
11-02-2019,37.69,31.72,37.03,29.79,32.49,23.12,48.86,46.91
12-02-2019,49.43,57.84,43.29,25.59,30.71,28.27,59.92,51.21
13-02-2019,52.51,79.41,43.36,22.79,29.39,25.3,64.44,71.82
14-02-2019,57.75,56.47,32.61,19.44,35.52,30.56,44.74,61.49
15-02-2019,59.52,32.8,28.15,22.07,28.5,26.01,43.88,71.49
16-02-2019,56.07,26.4,26.45,24.59,28.7,29.68,45.13,69.86
17-02-2019,62.98,18.38,34.81,24.89,26.53,38.84,36.24,53.57
18-02-2019,48.6,17.49,33.69,25.9,34.67,35.01,33.95,60.2
19-02-2019,50.9,17.42,36.66,25.7,31.04,29.59,38.75,51.1
20-02-2019,40.97,20.24,23.68,23.11,22.5,19.49,40.58,54.39
21-02-2019,41.82,21.84,34.41,20.83,27.44,31.01,43.64,64.79
22-02-2019,42.98,32.82,28.45,27.55,29.65,34.53,36.61,58.99
23-02-2019,43.98,42.25,37.26,35.48,32.58,50.53,49.95,71.74
24-02-2019,53.2,33.15,38.02,33.63,33.16,46.54,50.94,74.11
25-02-2019,55.66,29.26,42.49,29.92,35.68,38.18,47.6,69.58
26-02-2019,64.35,18.88,32.19,34.13,28.01,36.35,51.61,66.22
27-02-2019,58.28,17.23,31.38,30.93,25.47,35.91,38.53,60.65
28-02-2019,56.36,16.65,35.95,32.48,29.24,33.43,49.36,59.96
01-03-2019,53.3,15.1,37.75,31.31,26.37,31.94,57.51,67.86
02-03-2019,49.67,18.42,25.07,29.87,23.5,17.01,59.2,60.34
03-03-2019,55.58,19.22,33.59,24.5,25.1,25.43,56.37,63.59
04-03-2019,63.42,19.86,38.13,22.58,33.65,28.39,46.49,62.83
05-03-2019,56.77,22.26,36.3,27.63,26.83,31.28,40.62,57.22
06-03-2019,48.36,21.23,33.71,34.01,32.22,29.85,36.86,49.41
07-03-2019,39.54,23.03,39.32,35.45,36.21,33.94,54.93,58.6
08-03-2019,49.42,21.08,37.86,28.26,32.16,30.34,57.35,48.91
09-03-2019,56.41,26,33.51,24.54,26.07,35.3,58.57,59.11
10-03-2019,47.45,18.63,44.11,28.93,26.28,44.13,64.01,61.11
11-03-2019,55.52,17.53,42.09,33.53,26.75,42.08,53.06,56.11
12-03-2019,67.73,26.92,37.15,37.18,29,31.76,56.13,64.88
13-03-2019,59.27,25.37,33.94,37.47,35.6,25.59,52.01,94.17
14-03-2019,65.46,31.6,28.81,33.1,32.13,22.05,54.15,67.26
15-03-2019,54.19,34.93,33.4,39.39,32.17,31.69,47.6,97.28
16-03-2019,47.32,29.95,43.66,38.74,33.27,44.82,50.46,66.07
17-03-2019,66.57,34.31,42,43.96,25.92,40.64,52.21,69.55
18-03-2019,67.48,24.25,43.21,44.76,30.19,41.42,56.84,58.82
19-03-2019,59.72,18.89,40.14,44.18,26.68,37.4,57.42,48.67
20-03-2019,57.62,28.14,40.41,40.83,27.83,34.34,46.24,45.72
21-03-2019,61.82,28.28,46.64,44.33,31.53,38.21,68.35,58.3
22-03-2019,59.05,27.87,46.73,47.14,30.83,33.52,66.58,67.81
23-03-2019,58.37,22.44,52.24,52.6,31.37,36.25,60.73,65.11
24-03-2019,64.14,10.75,42.57,37.14,34.52,31.38,58.17,63.12
25-03-2019,49.93,23.65,36.06,30.84,34.56,25.93,47.95,55.99
26-03-2019,57.9,36.49,41.35,29.4,31.57,32.12,58.09,56.69
27-03-2019,55.64,37.94,43.23,36.16,34.62,33.04,55.4,61.46
28-03-2019,51.02,40.81,48.44,34.49,36.1,28.29,52.94,47.74
29-03-2019,62.38,41.51,46.51,33.22,37.07,29.86,38.66,53.96
30-03-2019,54.03,37.59,51.49,43.71,41.34,28.7,61.09,50.38
31-03-2019,52.26,21.53,48.72,35.92,38.94,31.86,64.76,51.96
01-04-2019,49.03,19.13,54.95,39.72,36.69,36.66,57.44,47.12
02-04-2019,46.15,21.34,54.67,38.18,40.44,36.84,65.75,46.11
03-04-2019,54.26,14.11,51.06,44.11,36.41,27,75.99,49.93
04-04-2019,50.92,12.54,60.25,40.34,34.99,33.02,69.83,49.66
05-04-2019,53.59,11.4,57,42.04,53.76,37.04,54.78,42.11
06-04-2019,64.46,12.49,50.84,33.79,43.5,47.1,47.12,42.45
07-04-2019,68.41,13.51,53.16,32.68,41.68,34.7,58.64,51.91
08-04-2019,59.17,12.61,51.32,40.69,34.53,33.4,62.1,47.6
09-04-2019,66.47,13.35,57.86,53.66,29.18,37.7,67.87,49.38
10-04-2019,45.42,12.89,50.86,53.46,31.83,33.75,66,54.35
11-04-2019,40.76,13.58,48.59,48.94,32.91,27.93,69.9,58.07
12-04-2019,51.55,13.42,51.94,34.46,42.54,34.02,72.74,46.32
13-04-2019,52.04,20.27,45.3,37.47,46,28.19,81.83,49.61
14-04-2019,56.7,13.17,41.86,41.94,37.66,28.71,68.09,48.69
15-04-2019,54.29,15.81,42.3,38.41,39.51,26.62,70.5,45.55
16-04-2019,51.67,14.36,47.49,27.93,47,28.01,50.55,37.88
17-04-2019,38.4,15.7,45.44,29.37,40.01,21.26,44.18,39.21
18-04-2019,47.27,14.86,50.12,39.08,42.42,33.67,64.48,44.07
19-04-2019,47.03,13.7,45.45,43.57,42.07,32.57,64.75,44.89
20-04-2019,55.89,16.87,55.67,47.16,37.92,38.01,72.28,47.52
21-04-2019,56.53,17.5,50.13,46.26,39.44,43.16,65.95,47.61
22-04-2019,45.27,11.95,56.24,46.37,42.82,40.31,45.5,52.09
23-04-2019,57.49,9.1,53.24,42.78,45.19,33.78,40.73,60.65
24-04-2019,53.21,9.33,61.45,46.65,46.82,54.63,41.16,55.08
25-04-2019,54.27,11.18,65.26,47.59,49.41,53.23,46.46,53.82
26-04-2019,57.17,12.59,47.45,37.25,61.91,41.76,66.47,55.52
27-04-2019,61.68,13.31,52.16,39.02,54.12,38.66,63.36,44.53
28-04-2019,53.79,14.98,54,38.15,46.78,43.09,72.33,39.2
29-04-2019,50.57,15.45,50.32,37.53,48.48,36.38,71.68,47.45
30-04-2019,60.14,18.63,57.54,44.06,45.87,40.79,40.87,55.71
01-05-2019,55.94,18.49,65.95,33.47,40.78,59.08,41.03,51.43
02-05-2019,46.73,19.34,65.33,34.24,41.64,47.63,75.58,38.65
03-05-2019,48.84,25.11,64.36,30.11,47.23,53.69,70.59,41.05
04-05-2019,51.98,26.4,46.34,31.6,42.01,45.01,55.31,46.24
05-05-2019,61.04,26.22,52.97,51.09,36.18,47.74,42.79,47.52
06-05-2019,66.44,17.59,55.91,60.4,33.27,43.13,47.06,42.12
07-05-2019,47.19,14.78,40.32,50.92,33.49,31.28,34.89,34.79
08-05-2019,34.37,21.36,47.34,45.54,39.92,29.99,32.21,33.48
09-05-2019,37.92,26.79,50.71,47.37,35.35,33.11,42.76,39.01
10-05-2019,49.37,13.48,52.66,39.75,35.22,40.67,48.3,48.23
11-05-2019,48.35,30.18,62.02,31.5,47.78,50.92,45.79,40.41
12-05-2019,41.87,18.9,57.85,47.31,52.22,51.64,65.43,45.35
13-05-2019,50.16,19.47,67.84,37.99,52.29,60.75,58.85,32.67
14-05-2019,50.77,35.41,54.85,43.47,55.14,54.44,54.82,33.63
15-05-2019,38.96,34.3,41.85,45.17,45.58,41.87,40.59,36.62
16-05-2019,44.94,32.88,46.97,42.82,38.79,43.82,58.11,40.85
17-05-2019,36.64,39.97,46.42,37.23,42.46,36.83,50.67,32.72
18-05-2019,43.17,35.56,45.46,27.47,37.63,38.05,57.26,47.85
19-05-2019,45.7,32.61,59.34,39.72,40.31,49.78,56.63,39.76
20-05-2019,40.95,28.16,53.31,44.33,52.92,43.56,51.82,29.81
21-05-2019,51.87,28.86,55.06,44.1,53.16,44.3,47.92,36.36
22-05-2019,62.73,27.46,38.34,38.63,56.64,31.52,41.22,38.44
23-05-2019,34.01,34.69,55.29,35.97,53.87,43.19,45,28.39
24-05-2019,51.84,38.11,31.11,31.33,50.74,38.42,59.75,31.63
25-05-2019,54.83,45.64,51.47,35.36,41.11,49.63,70.81,39.82
26-05-2019,65.11,51.3,59.94,40.74,36.25,51.54,58.8,37.65
27-05-2019,60.35,47.23,53.59,38.31,38.17,43.77,42.07,32.51
28-05-2019,51.83,42.45,54.43,40.29,42.15,52.3,60.98,28.04
29-05-2019,82.31,38.78,57.99,43.66,47.71,63.14,36.62,39.68
30-05-2019,64.17,51.03,49.58,40.37,55.34,54.46,36.83,38.47
31-05-2019,69.14,60.96,58.49,50.75,48.05,61.49,44.47,32.62
01-06-2019,52.56,67.66,64.56,49.58,45.42,90.99,35.58,30.08
02-06-2019,45.14,74,60.84,51.18,42,121.6,47.94,21.26
03-06-2019,51.34,79.9,60.03,51.5,39.38,127.57,43.61,37.03
04-06-2019,40.04,65.54,65.82,50.36,49.99,123.48,49.18,35.1
05-06-2019,45.01,70.18,59.78,52.26,46.52,98.07,42.51,36.69
06-06-2019,46.31,38.04,61.04,50.88,52.02,91.53,58.08,28.36
07-06-2019,50.51,47.78,74.12,46.9,59.34,112.5,86.51,29.83
08-06-2019,54.31,70.67,63.64,52.49,50.4,98.28,100.38,33.93
09-06-2019,50.05,57.18,69.14,56.29,54.96,75.74,78.46,27.8
10-06-2019,45,42.43,55.95,50.92,54.44,73.24,55.12,33.91
11-06-2019,36.82,57.29,39.96,49.19,38.66,38.56,52.39,31.72
12-06-2019,30.56,53.52,62.12,40.71,34.8,104.93,43.95,29.52
13-06-2019,25.3,47.65,52.93,39.25,25.66,59.11,56.56,27.33
14-06-2019,24.42,48.14,59.31,34.76,25.63,57.99,51.37,25.13
15-06-2019,24.61,39.39,57.41,50.72,25.28,51.57,51.18,22.94
16-06-2019,25.18,40.82,46.81,34.18,25.32,59.95,27.18,20.75
17-06-2019,30.6,25.3,40.56,26.62,22.92,59.92,36.65,18.55
18-06-2019,30.67,43.82,48.99,43.19,25.52,106.55,40.48,16.36
19-06-2019,29.26,43,61.02,42.75,26.23,110.44,59.49,14.52
20-06-2019,32.97,35.7,68.57,47.38,27.66,86.95,55.22,21.71
21-06-2019,38.03,37.37,59.68,49.3,29.42,71.53,51.14,17.01
22-06-2019,38.81,31.92,69.18,35.87,33.89,99.79,55.88,14.46
23-06-2019,37.89,42.43,57.33,31.48,25.89,73.16,84.46,15.43
24-06-2019,32.56,47.02,37.78,43.74,31.78,42.18,64.54,14.23
25-06-2019,30.97,43.43,54.02,34.39,28.48,58.79,59.27,14.2
26-06-2019,25.3,29.75,46.26,31.31,25.99,45.38,55.24,13.52
27-06-2019,28.6,15.31,46.84,42.03,26.41,52.55,54.68,14.73
28-06-2019,33.5,23.12,38.39,64.68,24.92,47.31,44.59,14.21
29-06-2019,37.55,18.98,37.99,33.39,21.45,41.72,50.27,14.87
30-06-2019,33.55,19.25,44.4,42.98,24,46.52,46.82,14.65
01-07-2019,35,38.58,58,39.57,21.07,49.54,52.79,15.03
02-07-2019,39.44,31.2,64.82,25.61,17.96,79.6,51.98,15.31
03-07-2019,33.59,13.47,42.31,21.47,19.24,36.88,62.56,17.14
04-07-2019,27.13,11.91,28.2,24.11,18.73,22,41.34,21.12
05-07-2019,25.86,6.92,22.68,26.49,17.83,18.77,28.3,14.24
06-07-2019,29,14.93,33.71,40.07,19.48,30.58,19.56,16.23
07-07-2019,32.8,23.7,38.66,14.2,20.16,33.54,26.79,17.67
08-07-2019,29.35,23.93,35.11,31.5,16.37,29.77,26.85,17.75
09-07-2019,25.43,25.99,25.75,11.11,16.83,19.4,25.67,22.66
10-07-2019,30.18,27.07,28.65,14.5,16.24,23.4,30.17,23.55
11-07-2019,31.66,24.91,29.84,15.33,16.63,27.49,29.47,33.61
12-07-2019,32.12,29,28.38,20.69,16.69,23.85,30.56,23.15
13-07-2019,32.55,26.49,30.81,22.49,17.36,27.07,33.44,22.26
14-07-2019,31.64,30.21,32.77,17.6,16.68,32.3,32.96,24.72
15-07-2019,32.19,36.35,27.23,31.84,18.62,36.03,27.63,26.31
16-07-2019,25.04,27.46,30.05,24.56,18.08,54.19,28.01,28.26
17-07-2019,25.39,16.08,31.48,24.45,22.08,26.52,27.16,25.37
18-07-2019,23.45,29.49,30.75,28.11,25.61,22.27,25.25,26.2
19-07-2019,22.89,26.57,49.9,23.27,30.58,26.61,32.9,24.33
20-07-2019,25.53,39.38,29.1,36.02,30.44,26.71,36.67,28.29
21-07-2019,25.98,32.68,32.04,28.19,25.58,33.8,47.16,29.51
22-07-2019,27.44,25.69,34.79,36.33,21.49,47.05,47.36,29.77
23-07-2019,24.3,25.26,40.16,31.33,22.08,62.77,51.68,34.61
24-07-2019,25.88,32.18,33.1,33.65,21.22,62.49,37.06,31.47
25-07-2019,23.94,28.09,22.78,33.36,18.8,24.59,35.23,25.1
26-07-2019,21.84,22.33,27.72,37.51,15.66,10.08,19.22,24
27-07-2019,24.81,29.16,29.54,31.56,19.4,20.75,15.36,25.25
28-07-2019,25.68,55.18,30.62,20.97,19.12,32.22,23.09,23.69
29-07-2019,25.3,44.99,29.78,19.34,18.19,27.14,27.28,21.95
30-07-2019,23.02,38.45,27.42,28.68,17.98,28.63,28.54,20.01
31-07-2019,23.67,66.13,31.25,32.6,16.46,34.68,30.62,20.06
01-08-2019,23.76,62.67,32.51,22.55,14.78,34.48,32.68,22.94
02-08-2019,21.7,58.91,29.29,34.08,13.76,27.73,22.16,22.3
03-08-2019,25.31,62.68,27.74,31.81,14.61,23.44,21.71,19.2
04-08-2019,23.02,67.28,27.25,43.73,17.5,25.24,20.28,18.84
05-08-2019,17.14,42.93,28.66,37.16,17.12,26.75,23.75,21.47
06-08-2019,18.42,52.98,22.91,24.45,13.9,16.37,24.22,20.78
07-08-2019,14.32,40.1,29.87,25.04,12.08,22.32,18.91,22.28
08-08-2019,14.25,44.3,30.92,25.33,14.47,22.44,22.95,24.38
09-08-2019,17.32,37.47,26.17,27.54,18.47,31.92,31.19,23.87
10-08-2019,18.47,48.65,25.43,24.37,19.37,30.76,24.24,31.41
11-08-2019,17.76,56.49,26.21,19.8,18.34,29.17,23.46,30.75
12-08-2019,17.11,56.7,21.46,23.17,16.93,27.38,20.5,31.66
