Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Gurugram,Jaipur,Thiruvananthapuram
26-05-2020,22.25,27.82,55.38,71.23,32.51,56.62,48.1,16.22
27-05-2020,19.81,20,43.22,107.05,28.66,68.78,48.33,16.68
28-05-2020,28.46,31.03,39.07,38.92,26.7,75.32,61.57,17.4
29-05-2020,23.16,38.3,24.62,46.61,21.07,32.39,49.62,12.51
30-05-2020,15.87,33.99,23.09,46.72,18.56,26.35,33.9,9.86
31-05-2020,23.32,18.85,21.51,37.56,25.17,27.67,28.51,9.51
01-06-2020,9.16,36.15,41.05,47.72,30,36.12,22.58,9.56
02-06-2020,8.95,18.83,45.9,48.38,16.47,46.04,29.66,12.31
03-06-2020,9.69,20.61,50.62,65.45,11.74,46.92,31.13,11.92
04-06-2020,10.91,18.5,68.24,61.74,13.93,58.03,29.78,16.61
05-06-2020,22.88,18.53,42.43,51.38,19.57,39.79,21.7,16.81
06-06-2020,18.18,40.73,35.14,31.01,23.02,43.29,28.32,10.76
07-06-2020,17.6,20.52,39.99,29.99,19.49,48.67,29.8,10.15
08-06-2020,20.16,23.04,46.9,53.23,20.2,47.11,31.64,14.49
09-06-2020,21.7,22.43,64.77,79.9,17.96,65,35.26,23.6
10-06-2020,25.44,30.42,58.9,91.02,20.26,50.5,36.6,22.93
11-06-2020,16.53,26.37,54.69,79.09,19.96,46.61,33.19,24.21
12-06-2020,16.84,104.45,64,71.59,17.19,72.62,37.85,28.64
13-06-2020,16.79,20.76,52.36,51.8,9.87,61.48,43.7,26.26
14-06-2020,16.66,20.17,71.08,41.87,9.8,73.88,37.85,17.45
15-06-2020,19.57,19.34,48.69,46.39,13.53,54.15,32.72,28.24
16-06-2020,17.07,24.1,39.87,31.6,10.31,49.75,44.22,24.39
17-06-2020,18.29,32.37,34.35,39.69,10.31,45.21,44.53,27.92
18-06-2020,28.32,23.89,36.84,35.98,14.04,46.26,51.98,23.96
19-06-2020,21.55,29.8,57.6,35.25,20.19,65.61,44.05,20.32
20-06-2020,18.32,89.92,35.96,36.49,22.5,49.08,49.29,19.9
21-06-2020,18.18,26.53,39.7,29.43,24,49.1,44.14,15.74
22-06-2020,15.65,23.55,39.47,29.44,22.91,48.62,34.32,16.89
23-06-2020,20.38,18.95,29.02,34.52,22.36,39.63,28.29,28.45
24-06-2020,19.72,28.83,30.91,45.74,21.25,43.35,24.06,34.68
25-06-2020,16.93,23.13,38.37,54.97,22.41,42.64,64.47,28.01
26-06-2020,15.4,23.75,50.01,38.9,27.05,56.56,35.81,18.78
27-06-2020,16.6,26.42,39.8,32.23,23.29,47.82,28.33,18.06
28-06-2020,20.44,25.93,59.52,34.58,15.8,64.72,23.76,22.51
29-06-2020,28.68,21.3,44.86,30.19,20.24,46.89,30.58,23.17
30-06-2020,14.47,24.14,39.8,38.27,19.38,47.27,30.03,20.66
01-07-2020,17.5,15.95,54.01,34.97,26.83,61.64,58.79,2
