Date,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Visakhapatnam,Jaipur
09-01-2018,3.33,0.74,5.31,2.84,0,2.65,0.7,2.45,6.47
10-01-2018,0,1.95,3.26,2.92,0,2.98,0.56,4.17,6.07
11-01-2018,0,1.25,3.27,2.17,0,4.21,0.58,6.32,4.64
12-01-2018,0,1.67,4.23,1.12,0,4.04,0.53,5.62,3.82
13-01-2018,0,3.58,7.62,1.53,0,4.4,0.64,4.21,4.92
14-01-2018,0,0.94,4.3,1.46,0,3.82,0.68,5.08,3.07
15-01-2018,0,1.03,3.26,2.47,0,2.18,0.52,4.12,2.61
16-01-2018,0,1.09,3.09,1.57,0,3.74,0.84,4.36,1.75
17-01-2018,0,1.93,4.22,2.08,0,2.99,0.83,4.37,1.02
18-01-2018,0,1.83,5.19,2.57,0,3.98,0.6,3.7,1.87
19-01-2018,0,1.71,5.47,6.83,0,3.88,0.9,3.83,1.38
20-01-2018,0,1.74,2.37,2.46,0,6.07,0.7,4.1,1.39
21-01-2018,0,2.21,2.74,1.27,0,3.53,0.63,3.84,1.73
22-01-2018,0,1.58,4.09,2.57,0,2.84,0.67,4.12,0.98
23-01-2018,0.08,1.48,2.68,4.4,0,2.48,0.73,4.89,1.13
24-01-2018,0.2,1.09,2.26,1.24,0,2.46,0.61,4.745,0.89
25-01-2018,0,1.57,2.22,1.75,0,4.31,0.35,4.6,2.07
26-01-2018,0,1.19,2.46,1.92,0,5.18,0.36,4.455,2.2
27-01-2018,0.04,1.2,2.29,2.15,0,4.7,0.45,4.31,2.08
28-01-2018,0,1.46,2.07,2.94,0,3.22,0.63,5.16,2.19
29-01-2018,0,1.72,2.18,3.37,0,2.79,0.65,5.9,1.74
30-01-2018,0,1.72,1.84,1.92,0,4.12,0.61,7.86,2.69
31-01-2018,0,1.33,1.72,1,0,5.96,0.62,7.66,1.66
01-02-2018,0,1.89,2.08,1.67,0,4.76,0.64,7.47,3.16
02-02-2018,0,1.39,1.72,2.88,0,5.81,0.67,8.43,1.48
03-02-2018,0,1.65,1.35,4.84,0,4.06,0.81,8.41,0.5
04-02-2018,0.01,0.86,1.44,0.76,0,2.54,0.6,7.49,0.67
05-02-2018,0,1.5,2.04,0.55,0,1.46,0.4,7.41,0.97
06-02-2018,0,1.27,1.74,0.56,0,4.55,0.35,8.28,0.71
07-02-2018,0,1.21,1.64,0.58,0,6.4,0.35,6.68,1.08
08-02-2018,0,1.02,3.21,0.49,0,2.62,0.35,7.01,1.01
09-02-2018,2.62,1.46,3.32,0.52,0,2.56,0.33,6.7,1.07
10-02-2018,1.74,1.06,6.94,0.86,0,2.59,0.33,7.64,1.49
11-02-2018,0.64,1.11,3.53,2.1,0,1.07,0.35,6.39,0.6
12-02-2018,0.47,1.06,0.8,0.68,0,0.76,0.36,4.18,0.58
13-02-2018,0.4,0.96,1.73,0.63,0,0.98,0.35,4.3,0.63
14-02-2018,0.3,1.29,1.02,0.23,0,1.98,0.35,4.17,0.47
15-02-2018,0.72,0.84,1.16,0.28,0,2.27,0.25,7.43,0.91
16-02-2018,0.88,0.5,1.52,0.31,0,2.14,0.35,5.91,0.85
17-02-2018,1.51,0.58,1.73,0.46,0,3.07,0.35,7.24,1.89
18-02-2018,0.94,0.3,2.15,0.64,0,2.55,0.39,4.92,0.68
19-02-2018,0.71,0.34,3.07,0.77,0,1.28,0.46,5.97,0.54
20-02-2018,0.56,0.71,3.34,0.61,0,1.18,0.42,6.56,1.3
21-02-2018,0.9,0.95,5.24,2.48,0,1.75,0.43,7.49,1.66
22-02-2018,0.87,1.17,4,1.87,0,1.9,0.5,7.24,2.06
23-02-2018,0.68,0.84,3.89,2.74,0,1.94,0.43,6.53,2.3
24-02-2018,0.18,0.55,2.85,1.79,0,1.25,0.49,11.15,2.28
25-02-2018,0.03,0.53,2.05,0.66,0,1.63,0.4,9.57,0.68
26-02-2018,0.41,0.41,1.09,0.23,0,2.74,0.38,6.75,0.61
27-02-2018,0.29,0.47,1.93,0.39,0,3.05,0.35,5.89,0.67
28-02-2018,0.63,0.9,2.47,0.62,0,4.03,0.35,6.03,1.03
01-03-2018,0.53,1.71,2.3,0.52,0,2.69,0.33,7.16,1.22
02-03-2018,0.63,1.11,3.01,0.42,0,2.04,0.33,5.59,0.75
03-03-2018,0.77,0.73,1.85,0.22,0,1.62,0.08,5,0.61
04-03-2018,0.5,0.56,1.63,0.52,0,1.64,0.13,4.86,0.57
05-03-2018,0.47,0.49,1.39,0.28,0,1.61,0.31,5.41,0.38
06-03-2018,0.4,0.62,1.26,0.17,0,1.33,0.29,6.14,0.54
07-03-2018,0.38,0.79,1.7,0.37,0,1.32,0.23,6.19,0.79
08-03-2018,0.35,0.99,6.59,1,0,1.72,0.35,3.14,0.79
09-03-2018,1.1,0.38,4.54,0.73,0,1.61,0.35,3.07,0.82
10-03-2018,0.41,0.46,1.36,0.37,0,1.88,0.35,6.26,0.92
11-03-2018,0.2,0.19,1.28,0.36,0,1.05,0.29,5.56,0.7
12-03-2018,0.03,0.64,1.29,0.52,0,1.13,0.35,5.77,0.83
13-03-2018,0.05,0.91,1.87,0.52,0,1.24,0.35,6.25,1.27
14-03-2018,0,1.01,2.85,2.22,0,1.72,0.39,6.55,0.57
15-03-2018,0.22,0.89,3.53,1.4,0,1.04,0.41,5.38,0.81
16-03-2018,0.03,1.02,4.14,0.4,0,1.8,0.35,5,1.04
17-03-2018,0.3,0.73,1.73,0.28,0,1.06,0.34,8.82,0.51
18-03-2018,0,0.97,0.93,0.18,0,0.81,0.34,6.68,0.71
19-03-2018,0.06,0.96,1.06,0.44,0,2.48,0.31,4.75,0.85
20-03-2018,0.26,1.06,3.19,0.44,0,1.17,0.35,4.24,0.44
21-03-2018,0.25,1.2,4.03,1.58,0,1.53,0.32,5.29,0.3
22-03-2018,0.71,1.17,1.92,0.91,0,2.13,0.41,5.31,0.35
23-03-2018,1.39,1.26,1.57,0.27,0,3.31,0.42,5.6,0.39
24-03-2018,0.23,1.01,2.36,0.28,0,2.93,0.33,4.19,0.47
25-03-2018,0,1.2,1.74,0.26,0,2.03,0.34,2.62,0.64
26-03-2018,0,1.31,2.64,0.32,0,1.76,0.33,4.26,1.41
27-03-2018,1.58,1.12,4.42,0.42,0,1.63,0.4,4.89,2.08
28-03-2018,0,0.85,6.14,1.61,0,1.38,0.5,4.26,0.71
29-03-2018,0,0.73,2.72,1.34,0,2.01,0.49,3.54,0.69
30-03-2018,0,1.72,3.12,0.69,0,1.5,0.35,3.7,0.59
31-03-2018,0,1.82,2.96,0,0,1.43,0.21,4.06,0.71
01-04-2018,0,0,2.97,0,0,0.94,0.28,4.42,1.17
02-04-2018,0,0.15,3.33,0,0,1.25,0.16,3.46,1.09
03-04-2018,0,0,3.22,0,0,1.65,0.35,3.05,0.81
04-04-2018,0,0.65,2.64,0.56,0,1.04,0.34,3.21,1.09
05-04-2018,0,0,4.62,0.59,0,1.33,0.29,3.52,0.83
06-04-2018,0,0.7,2.64,0.44,0,1.57,0.29,4.36,0.41
07-04-2018,0,1.17,1.43,0.05,0,1.28,0.22,4.42,0.77
08-04-2018,0,1.25,0.95,0,0,0.85,0.15,2.3,0.87
09-04-2018,0,1.09,2.34,0,0,1.24,0.29,4.77,0.49
10-04-2018,0,0.09,4.38,0,1.44,1.6,0.34,5.24,0.45
11-04-2018,0,0.16,4.24,0,0,1.19,0.32,4.99,0.75
12-04-2018,0,2.86,4.98,0,0,1.33,0.28,3.85,0.42
13-04-2018,0,0.21,1.6,0,0,1.08,0.35,5.39,0.29
14-04-2018,0,0,2.45,0,0,0.6,0.31,4.25,0.4
15-04-2018,0,0,3.68,0,0,0.86,0.35,3.34,0.35
16-04-2018,0.28,0.18,4.66,0,0,2.22,0.31,3.51,0.41
17-04-2018,0,1.44,3.36,0,1.87,1.18,0.34,5.94,0.35
18-04-2018,0,4.76,1.72,0,0.22,1.12,0.31,4.38,0.31
19-04-2018,0.91,2.53,2.44,0,0.26,1.57,0.35,3.85,0.45
20-04-2018,1.5,3.19,2.23,0,0.24,1.71,0.24,4.25,0.3
21-04-2018,1.87,2.45,1.13,0,0.24,2.21,0.2,4.52,0.18
22-04-2018,1.86,1.13,1.43,0,0.16,1.31,0.27,2.95,0.15
23-04-2018,1.72,1.63,1.83,0,0.08,0.62,0.13,6.28,0.32
24-04-2018,1.75,1.84,3.36,0,0,0.87,0.34,4.32,0.7
25-04-2018,2.7,3.28,6.04,0,0.09,0.72,0.4,5.55,0.75
26-04-2018,2.74,3.82,5.52,0,0.23,0.96,0.24,4.77,0.36
27-04-2018,1.71,2.05,2.86,0,0.22,1.35,0.12,3.83,0.46
28-04-2018,0.76,2.85,1.7,0,0.21,0.65,0.07,3.19,0.49
29-04-2018,0.85,0.73,1.87,0,0.2,0.89,0,3.36,0.61
30-04-2018,0.81,1.38,1.71,0,0.19,1.2,0.02,3.43,0.32
01-05-2018,0.12,0.71,1.18,0,0.18,1.47,0,3.07,0.48
02-05-2018,0.22,1.25,1.19,0,0.17,0.88,4.973333333,6.29,0.85
03-05-2018,0.23,1.49,0.94,0,0.16,0.79,9.946666667,6.87,0.77
04-05-2018,0.28,1.45,1.41,0,0.15,0.73,14.92,5.37,0.68
05-05-2018,0.28,1.55,2.46,0,0.14,0.6,11.59,3.87,0.92
06-05-2018,0.24,1.45,3.75,0,0.12,0.44,11.36,3.58,0.45
07-05-2018,0.53,1.3,3.61,0,0.29,0.68,12.34,4.06,0.42
08-05-2018,1.25,1.49,1.37,0,0.35,1.47,11.56,4.71,0.66
09-05-2018,0.77,1.64,1.93,0,0.44,1.09,7.43,4.35,0.33
10-05-2018,0.71,0.75,2.3,0,0.32,0.97,7.25,5.88,0.42
11-05-2018,0.82,0,4.4,0,0.44,1.14,7,3.45,1.53
12-05-2018,0.76,0.603333333,4.15,0,0.24,0.61,6.4,4.8,1.19
13-05-2018,0.72,1.206666667,1.31,0,0.62,0.65,5.91,3.64,0.99
14-05-2018,0.85,1.81,1.07,0,0.35,0.5,5.09,4.41,1.03
15-05-2018,0.83,1.31,1.85,0,0.5,0.53,6.18,5.43,0.89
16-05-2018,0.79,1.45,2.59,0,0.46,0.86,6.23,4.81,1.04
17-05-2018,0.7,1.45,1.84,0,0.49,1,5.94,4.39,0.95
18-05-2018,0.82,1.36,3.02,0,0.68,0.76,6.56,4.36,1.24
19-05-2018,0.99,1.46,5.23,0.06,0.5,1.16,6.31,4.6,1.14
20-05-2018,0.7,1.5,2.72,0,0.35,0.83,5.38,3.11,0.91
21-05-2018,0.98,1.46,3.04,0,0.63,1.05,7.1,5.31,1.08
22-05-2018,0.47,0.54,3.53,0,0.63,0.87,6.56,4.18,1.54
23-05-2018,0.52,0,5.79,0,0.38,1.31,6.51,4.17,2.27
24-05-2018,0.37,0.06,3.1,0,0.49,1.01,6.35,3.87,1.52
25-05-2018,0.28,0,4.03,0,0.64,1.22,7.07,3.06,3.22
26-05-2018,0.36,0.02,4.77,0,0.3,0.68,6.1,2.98,1.65
27-05-2018,0.17,0,3.73,0,0.26,1.04,5.59,3.12,0.98
28-05-2018,0.09,0,2.77,0,0.32,1.11,6.12,6.47,1.36
29-05-2018,0.1,0,3.88,0,0.34,1.06,6.16,3.86,0.88
30-05-2018,0.2,0.25,1.2,0,0.42,0.66,6.78,4.47,0.61
31-05-2018,0.47,0,1.88,0,0.34,0.66,6.53,3.19,1.24
01-06-2018,0.28,0,1.48,0,0.22,1.24,5.05,3.95,1.14
02-06-2018,0.43,0,1.51,0,0.47,1.26,5.49,4.28,1.05
03-06-2018,0.28,0.18,1.32,0,0.45,0.62,5.23,6.38,0.36
04-06-2018,0.11,0,2.13,0,0.67,0.74,5.56,3.46,0.87
05-06-2018,0.13,0,2.52,0,0.44,0.86,5.98,5.85,0.69
06-06-2018,0.11,0.32,2.71,0,0.42,1.04,5.83,5.24,0.54
07-06-2018,0.07,0.25,4.76,0,0.51,0.42,6.46,3.59,0.73
08-06-2018,0.05,0.11,2.56,0,0.63,0.44,5.39,6.67,0.93
09-06-2018,0.06,0,2.72,0,0.51,0.38,5.06,4.5,0.72
10-06-2018,0.01,0,2.67,0,0.27,0.27,4.42,4.06,0.52
11-06-2018,0.28,0,2.57,0,0.29,0.78,5.55,4.57,0.78
12-06-2018,1.11,0,2.26,0.49,0.37,0.9,5.79,5.37,0.49
13-06-2018,1.03,0,2.33,0.16,16.24,0.46,5.42,5.61,0.24
14-06-2018,0.59,0.08,2.25,2.87,0.43,0.38,5.79,4.68,0.29
15-06-2018,0.85,0.48,2.98,1.09,0.24,0.37,6.39,5.44,0.34
16-06-2018,1.22,0,3.36,0.61,0.71,0.26,5.37,4.84,0.26
17-06-2018,0.88,0,2.78,0.61,0.59,0.24,5.3,4.233333333,0.26
18-06-2018,0.78,0,2.82,0.64,1.04,0.26,6,3.626666667,0.39
19-06-2018,0.64,0,3.73,0.68,0.75,0.2,5.69,3.02,0.45
20-06-2018,0.57,0.01,4.51,0.86,0.51,0.25,4.87,4.66,0.44
21-06-2018,0.53,0,3.89,1.07,0.39,0.38,4.64,3.55,0.66
22-06-2018,0.53,0,4.69,1.03,0.63,0.94,4.495,4.28,0.73
23-06-2018,0.68,0.09,4.26,0.48,0.69,0.66,4.35,4.89,0.43
24-06-2018,0.3,0,2.66,0.26,0.51,0.26,3.88,3.35,0.39
25-06-2018,0.36,0,1.93,0.71,0.36,0.23,3.44,4.61,0.46
26-06-2018,0.34,0,1.81,0.61,0.39,0.24,2.1,5.53,0.59
27-06-2018,0.36,0,2.24,0.12,0.33,0.28,3.28,5.99,0.81
28-06-2018,0.5,0,1.65,0.04,0.66,0.32,2.57,4.77,0.53
29-06-2018,0.54,0,2.22,0.04,1.02,0.34,3.07,6.03,1.75
30-06-2018,0.88,0,2.3,0.04,0.62,0.48,3.5,4.69,0.48
01-07-2018,2.3,0,1.56,0.11,0.82,0.38,3.19,4.77,0.63
02-07-2018,0.64,0,0.98,0.17,0.55,0.43,2.78,3.84,0.74
03-07-2018,0.66,0,1.82,0.21,0.54,0.66,2.2,4.59,0.77
04-07-2018,0.58,0,1.88,0.03,0.27,1.11,1.91,4.95,0.69
05-07-2018,0.55,0.48,2.57,0.01,0.5,0.37,2.34,4.87,0.89
06-07-2018,0.52,1.4,2.31,0,0.41,1.08,3.21,5.05,0.87
07-07-2018,0.5,0.65,2.06,0.07,0.4,1.04,3.92,6.26,0.66
08-07-2018,0.51,0,2.31,0.08,0.56,0.78,4.23,4.77,0.74
09-07-2018,0.6,0,1.66,0.05,0.62,0.5,6.04,4.67,0.99
10-07-2018,0.51,0,1.07,0.06,0.74,0.37,3.11,4.23,0.83
11-07-2018,0.44,0,1.49,0.04,0.42,0.42,3.42,5.11,1.28
12-07-2018,0.44,0,1.49,0,0.5,0.36,3.14,5.31,1.18
13-07-2018,0.42,0,1.55,0.02,0.5,0.39,3.15,4.54,0.99
14-07-2018,0.49,0,1.81,0,1.25,0.68,3.05,5.02,0.51
15-07-2018,0.33,0,1.19,0,0.58,0.54,2.91,4.51,0.73
16-07-2018,0.45,0,1.61,0,0.46,0.52,2.98,4.64,1.16
17-07-2018,0.5,0,1.53,0.24,0.52,0.42,2.67,4.46,0.67
18-07-2018,0.58,0,1.48,0.36,0.67,0.8,2.97,4.07,0.56
19-07-2018,0.61,0,1.31,0.4,0.72,0.59,3.47,3.85,1.06
20-07-2018,0.49,0,1.87,0.35,0.71,0.88,3.32,5.45,1.16
21-07-2018,0.5,0,2.32,0.31,0.6,0.69,2.85,5.86,0.74
22-07-2018,0.36,0,1.28,0.26,0.74,0.55,2.36,4.88,0.38
23-07-2018,0.56,0,1.39,0.25,0.24,0.48,2.49,6.49,0.69
24-07-2018,0.56,0,1.5,0.24,0.51,0.44,2.64,6.29,0.67
25-07-2018,0.73,0,1.18,0.25,0.59,0.41,1.96,6.23,0.55
26-07-2018,0.61,0,1.26,0.24,0.57,0.43,2.35,5.61,0.54
27-07-2018,0.61,0,1.46,0.26,0.53,0.46,2.3,6.52,0.51
28-07-2018,0.38,0,1.36,0.27,0.39,0.51,2.6,4.71,0.43
29-07-2018,0.38,0,1.24,0.28,0.44,0.53,2,4.11,0.34
30-07-2018,0.66,0,1.08,0.28,0.67,0.73,1.88,8.42,0.41
31-07-2018,0.48,0,1.28,0.24,0.39,0.59,2.23,5.04,0.44
01-08-2018,0.55,0,1.38,0.18,0.44,0.71,1.9,6.09,0.35
02-08-2018,0.4,0,1.47,0.21,1.02,1.23,2.57,3.5,0.32
03-08-2018,1.27,0,1.4,0.25,0.32,1.59,2.63,4.36,0.31
04-08-2018,0.59,0,1.23,0.2,0.27,0.8,2.38,6.15,0.26
05-08-2018,0.4,0,1.08,0.15,0.3,0.78,2.74,4.59,0.28
06-08-2018,0.53,0,1.44,0.21,0.36,0.71,2.98,7.43,0.41
07-08-2018,0.47,0,1.55,0.18,0.42,0.54,3.23,5.1,0.71
08-08-2018,0.53,0,1.55,1.89,0.29,0.55,3.11,5.21,0.74
09-08-2018,0.56,0,1.37,0.19,0.19,1.04,2.71,4.69,0.62
10-08-2018,0.54,0,1.81,0.22,0.3,0.76,2.98,5.74,0.68
11-08-2018,0.62,0,1.28,0.32,0.31,0.65,3.4,4.96,0.41
12-08-2018,0.6,0,0.97,0.23,0.29,0.68,3.23,3.7,0.3
13-08-2018,0.45,0,1.11,0.23,0.39,0.43,3.45,6.28,0.4
14-08-2018,0.53,0.23,1.57,0.19,0.33,0.84,3.26,6.64,0.66
15-08-2018,0.46,0,1.41,0.12,0.31,0.65,2.87,6.45,0.5
16-08-2018,0.37,0,1.88,0.16,0.43,0.49,2.45,6.26,0.74
17-08-2018,0.41,0.2,1.88,0.14,0.34,0.39,2.63,4.41,0.53
18-08-2018,0.33,0,1.61,0.12,0.33,0.36,3.4,4.72,0.55
19-08-2018,0.35,0,1.63,0.1,0.33,0.76,3.11,6.97,0.67
20-08-2018,0.41,0,1.66,0.21,0.32,0.5,3.12,5.19,0.99
21-08-2018,0.44,0,1.09,0.12,0.33,0.44,2.59,3.55,0.93
22-08-2018,0.38,0,1.23,0.1,0.38,0.35,2.96,3.98,0.72
23-08-2018,0.43,0,1.16,0.08,0.28,0.62,2.92,3.8,0.43
24-08-2018,0.54,0,1.15,0.16,0.25,0.76,3.54,2.58,0.88
25-08-2018,0.5,0,1.19,1.79,0.28,0.74,3.34,6.61,0.91
26-08-2018,0.29,0,0.96,0.15,0.5,0.53,3.03,6.665,0.87
27-08-2018,0.43,0,1.31,0.13,0.47,0.81,3.15,6.72,1.1
28-08-2018,0.3,0,1.53,0.11,0.4,3.66,2.9,7.33,1.38
29-08-2018,0.48,0,1.6,0.1,0.29,0.87,2.38,5.92,1.06
30-08-2018,0.32,0,1.78,0.05,0.47,1.15,3.4,4.33,0.5
31-08-2018,0.33,0,1.47,0.1,0.35,1.46,3.47,7.65,0.41
01-09-2018,0.29,0,2.24,0.1,0.3,1.49,3.17,5.39,0.44
02-09-2018,0.27,0.02,1.95,0.09,0.41,1.16,2.68,4.63,0.43
03-09-2018,0.33,0.03,2.11,0.08,0.29,0.83,2.59,5.02,0.53
04-09-2018,0.97,0.03,2.89,0.1,0.39,1.35,2.71,4.49,0.6
05-09-2018,0.31,0,2.12,0.09,0.39,1.77,2.97,5.12,0.59
06-09-2018,0.31,0,2.19,0.1,0.28,1.66,3.32,5.14,0.58
07-09-2018,0.35,0,2.51,0.08,0.42,1.21,2.64,5.44,0.62
08-09-2018,0.18,0,1.84,0.07,0.37,0.5,2.7,4.66,0.6
09-09-2018,0.23,0,1.05,0.08,0.97,1.1,2.79,5.38,0.53
10-09-2018,0.36,0.03,1.29,0.09,1.3,2.14,2.06,4.87,0.72
11-09-2018,0.46,0.02,1.36,0.08,0.99,2.2,1.91,4.83,0.92
12-09-2018,0.39,0.05,1.44,0.05,0.77,1.91,1.83,5.24,0.59
13-09-2018,0.43,0,1.28,0.04,0.84,3.3,1.95,4.44,0.58
14-09-2018,0.43,0.11,1.44,0.08,1.04,2.82,2.28,6.18,0.64
15-09-2018,0.35,0.06,2.29,0.08,1.83,2.99,2.3,5.87,0.65
16-09-2018,0.42,0,1.78,0.06,1.53,3.04,2.47,5.55,0.55
17-09-2018,0.39,0.02,1.68,0.1,0.91,1.45,3.37,4.5,0.68
18-09-2018,0.41,0,1.71,0.1,0.79,1.45,2.8,5.4,0.68
19-09-2018,0.33,0.02,2.12,0.12,0.54,2.1,3.24,5.12,0.68
20-09-2018,1.01,0,2.75,0.14,0.84,1.48,3.72,5.25,0.7
21-09-2018,0.56,0.02,1.98,0.09,1.41,1.37,2.64,3.48,0.82
22-09-2018,0.72,0,1.7,0.08,0.55,0.69,2.54,3.37,0.76
23-09-2018,0.56,0,1.4,0.09,0.56,1.06,2.59,4.26,0.66
24-09-2018,0.71,0,2.44,0.17,1.18,1.73,2.76,4.06,0.92
25-09-2018,1.01,0,3.12,0.35,0.62,2.47,2.7,4.32,1.16
26-09-2018,0.95,0.04,2.94,0.47,0.65,4.16,2.86,5.61,1.2
27-09-2018,1.03,0.08,4.84,0.7,0.84,2.37,2.2,4.46,1.16
28-09-2018,0.53,0.09,6.51,0.64,2.15,3.95,2.63,4.68,1.2
29-09-2018,0.47,0,6,0.42,1.42,4.27,2.35,4.7,1.24
30-09-2018,0.4,0,2.9,0.3,1.61,5.97,2.16,4.18,1.51
01-10-2018,0.31,0.1,3.29,0.25,2.06,2.92,2.16,4.1,1.54
02-10-2018,0.23,0.03,3.8,0.24,1.49,2.42,2.42,4.73,1.54
03-10-2018,0.18,0.06,3.74,0.23,1.86,1.66,2.76,3.35,1.52
04-10-2018,0.32,0.02,4.97,0.22,1.59,2.19,3.17,5.1,1.17
05-10-2018,0.25,0.15,6.75,0.2,1.69,2.91,2.97,4.68,1.38
06-10-2018,0.32,0.39,4.74,0.2,1.57,4.05,2.85,5.16,1.11
07-10-2018,0.23,0,4.61,0.69,1.03,3.02,2.67,3.38,1.21
08-10-2018,0.38,0.08,5.34,0.82,2.08,3.34,3.28,3.37,1.37
09-10-2018,0.94,0.11,5.33,0.45,1.72,5.46,3.93,3.85,1.34
10-10-2018,2.07,0.64,4.55,0.38,0.98,4.33,3.72,4.3,1.35
11-10-2018,2.79,0.26,3.1,0.31,0.74,3.68,2.95,7.92,1.24
12-10-2018,1.46,0.06,3.68,0.17,0.96,3.35,2.76,6.08,1.2
13-10-2018,1.68,0.08,5.82,0.21,1.74,4.92,2.57,3.81,1.19
14-10-2018,0.72,0.12,4.23,0.22,2.47,4,2.24,4.62,1.22
15-10-2018,1.32,0.08,5.51,0.25,1.86,3.18,2.47,5.29,1.69
16-10-2018,0.31,0,7.92,0.28,2.25,2.71,2.53,3.48,2.08
17-10-2018,0.9,0.49,6.99,0.8,3.02,1.99,3.21,3.07,1.76
18-10-2018,0.78,0.08,8.83,0.41,2.79,1.76,3.78,6.24,1.98
19-10-2018,0.24,0.05,6.59,0.41,0.78,2.14,3.23,6.57,1.69
20-10-2018,0.15,0.6,5.99,0.39,0.88,3.78,3.12,5.75,1.73
21-10-2018,0.16,0.13,5.73,0.4,0.84,2.41,3.62,5.62,1.33
22-10-2018,0.34,0.03,5.75,0.29,0.8,3.99,3.6,5.76,1.59
23-10-2018,0.59,0.02,7.1,0.26,0.8,3.35,3.8,7.05,1.32
24-10-2018,0.56,0.05,10.68,0.3,1.28,3.46,3.29,7.08,1.37
25-10-2018,0.48,0.03,9.42,0.68,1.43,3.58,3.8,6.79,1.73
26-10-2018,0.46,0.54,10.6,0.73,1.16,3.17,4.47,4.28,1.36
27-10-2018,0.51,0.05,11.57,1.16,2.39,6.3,4.04,5.4,1.32
28-10-2018,0.53,0.03,8.94,1.2,1.615,6.21,3.52,3.12,1.33
29-10-2018,0.76,0.07,9.06,0.94,0.84,5.25,3.49,2.9,1.84
30-10-2018,0.81,0.09,10.08,0.7,1.04,5.31,3.62,3.26,2.12
31-10-2018,0.63,0.13,9.95,0.45,0.96,4.83,3.43,2.7,2.03
01-11-2018,0.44,0.37,10.79,0.94,2.77,3.91,4.52,2.19,2.46
02-11-2018,0.36,0.2,7.93,0.57,2.3,3.24,4.29,2.33,3.01
03-11-2018,0.32,0.05,4.98,0.43,2.07,1.89,3.62,1.87,1.86
04-11-2018,0.29,0.03,2.56,0.46,1.89,1.44,4.3,1.68,1.42
05-11-2018,0.39,0,5.5,0.67,1.72,1.86,4.38,2.14,1.03
06-11-2018,0.66,0.08,3.88,0.56,2.52,2.59,3.11,4.53,1.4
07-11-2018,0.46,0.04,4.15,0.52,2.57,2.23,2.88,4.82,1.48
08-11-2018,0.55,0.07,9.12,0.8,3.27,1.83,3.92,5.24,1.96
09-11-2018,0.44,0.02,9.12,0.53,3.26,2.96,2.92,3.51,2.89
10-11-2018,0.76,0.08,10.17,1.36,3.84,3.67,3.28,4.62,3.15
11-11-2018,0.8,0.02,9.37,0.98,3.23,3.89,3.48,3.17,1.88
12-11-2018,1.47,0.02,9.5,1.27,3.25,5.14,3.5,4.84,2.04
13-11-2018,1.87,0.01,9.65,1.55,2.28,6.78,3.11,3.85,3.14
14-11-2018,1.91,0.09,5.38,0.22,2.75,6.23,3.73,3.96,1.25
15-11-2018,1.14,0,4.17,0.19,2.86,4.71,3.19,3.74,1.9
16-11-2018,0.33,0.08,3.27,0.16,2.86,4.55,2.72,3.52,1.56
17-11-2018,0.36,0.12,4.06,0.19,3.33,1.68,2.6,3.59,2.45
18-11-2018,0.21,0.11,6.3,0.23,3.32,1.2,3.26,3.33,1.31
19-11-2018,0.28,0.13,4.66,2.17,2.705,1.3,4.92,2.67,1.46
20-11-2018,0.37,0.16,6.37,1.19,2.09,3.02,4.94,2.56,1.51
21-11-2018,0.3,0.1,5.32,0.65,2.05,3.66,4.59,2.72,2.18
22-11-2018,0.3,0.21,6.05,1,2.01,2.57,4.91,2.88,1.35
23-11-2018,0.34,0.2,6.49,0.57,1.09,4.48,3.93,3.05,1.26
24-11-2018,0.54,0.09,3.33,0.56,1.46,4.52,3.32,3.21,1.83
25-11-2018,0.76,0.11,4.61,1.08,2.05,3.27,4.41,3.37,2.77
26-11-2018,0.8,0.28,7.01,0.86,2.18,4.19,5.78,3.53,1.64
27-11-2018,0.78,0.15,10.54,2.05,1.45,3.59,4.55,3.69,1.12
28-11-2018,0.82,0.12,8.67,2.88,2.3,3.45,3.78,3.86,1.04
29-11-2018,0.82,0.11,8.64,1.57,2.04,5.26,4,4.02,1.76
30-11-2018,0.61,0.16,6.19,0.91,2.2,5.29,3.85,4.18,3.02
01-12-2018,0.83,0.14,5.99,1.64,2.21,3.57,3.59,4.46,2.52
02-12-2018,0.77,0.09,8.92,1.12,2.73,3.22,3.77,4.57,1.79
03-12-2018,0.8,0.11,8.11,0.79,2.22,3.01,4.01,4.68,2.07
04-12-2018,0.6,0.09,9.77,2.72,1.87,3.19,4.69,4.79,1.81
05-12-2018,0.62,0.11,7.76,1.04,2.09,2.13,4.43,4.96,2.47
06-12-2018,0.58,0.17,10.22,1.03,1.91,2.39,4.11,4.82,2.19
07-12-2018,0.61,0.2,7.45,0.65,1.75,2.35,3.68,5.23,1.43
08-12-2018,0.64,0.03,7.6,0.63,1.7,2.47,3.91,4.15,1.52
09-12-2018,0.6,0.21,9.42,0.35,2.04,1.63,4.21,4.37,2.01
10-12-2018,0.61,0,8.92,1.07,1.38,1.29,5.45,4.46,1.79
11-12-2018,0.7,0.05,8.53,0.55,1.28,2.8,4.76,4.69,1
12-12-2018,0.85,0.13,6.65,0.28,1.27,2.23,5.26,4.31,0.72
13-12-2018,0.91,0.27,3.74,0.08,1.46,2.4,5.21,4.37,0.77
14-12-2018,0.82,0.15,3.76,0.09,1.05,3.65,4.41,4.15,0.61
