Date,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Visakhapatnam,Jaipur
30-03-2020,0.21,11.7,1.08,19.98,4.34,1.04,0.77,4.4,0.3
31-03-2020,0.11,0.55,1.06,13.26,3.88,1.86,2.31,3.88,0.99
01-04-2020,0.12,0.47,1.12,9.99,3.3,1.96,3.26,4.61,0.66
02-04-2020,0.11,0.46,0.91,9.04,3.7,1.62,2.12,2.32,0.3
03-04-2020,0.11,0.4,1.13,13.67,3.31,1.54,0.67,3.18,0.29
04-04-2020,0.25,0.46,1.3,16.74,3.52,2.06,0.72,2.11,0.94
05-04-2020,0.17,0.44,1.74,17.8,3.65,1.16,1.21,2.31,0.78
06-04-2020,0.15,0.37,2.04,14.41,3.76,1.64,0.17,2.4,0.92
07-04-2020,0.22,0.32,1.01,21.91,3.68,1.19,0.15,2.33,0.42
08-04-2020,0.26,0.32,0.99,12.12,4.37,0.94,0.2,1.67,0.25
09-04-2020,0.25,0.32,1.11,23.28,3.24,2.22,0.31,2.6,0.3
10-04-2020,0.25,0.44,1.79,7.4,3.34,1,0.64,3.39,0.5
11-04-2020,0.73,0.38,1.88,14.88,2.65,1.17,0.62,1.9,0.52
12-04-2020,0.57,0.36,1.19,13.65,4.69,1.56,0.84,2.74,0.57
13-04-2020,0.42,0.33,1.78,20.3,4.16,0.94,0.65,3.32,1.32
14-04-2020,0.32,0.37,2.04,22.36,4.12,1.34,0.49,2.84,0.95
15-04-2020,0.37,0.36,2.36,21.78,6.08,1.08,0.04,2.58,1.33
16-04-2020,0.44,0.3,2.4,15.37,6.9,1.06,0.36,3.51,0.37
17-04-2020,0.34,0.26,1.07,18.92,7.81,1.16,0.77,2.97,0.38
18-04-2020,0.25,0.24,1.19,26.56,4.53,1,0.48,2.9,0.35
19-04-2020,0.28,0.28,1.29,19.46,6.9,1.08,0.12,2.79,0.41
20-04-2020,0.16,0.3,2.37,28.58,5.79,1.24,0.62,2.21,0.31
21-04-2020,0.22,0.27,1.48,22.5,5.45,1.35,0.44,2.7,0.44
22-04-2020,0.19,0.25,2.03,28.26,4.32,0.94,0.52,1.54,0.71
23-04-2020,0.2,0.21,2.8,16.01,3.45,2.7,1.09,1.76,0.69
24-04-2020,0.59,0.19,2.57,37.12,4.22,0.83,0.81,1.676666667,0.64
25-04-2020,0.51,0.2,1.13,22.31,5.06,1.81,0.74,1.593333333,0.35
26-04-2020,0.25,0.15,1.68,12.27,14.21,1.21,0.54,1.51,1.08
27-04-2020,0.19,0.22,1.24,12.08,8.98,1.37,0.66,1.96,0.92
28-04-2020,0.21,0.29,1.7,10.34,16.93,0.63,0.55,2.21,0.89
29-04-2020,0.22,0.26,2.03,9.76,13.9,0.69,0.69,2.31,0.92
30-04-2020,0.36,0.22,1.68,25.15,4.34,0.74,1.67,2.69,0.46
01-05-2020,0.22,0.28,1.96,11.95,2.59,1.04,1.15,2.2,0.46
02-05-2020,0.3,0.23,1.19,31.82,2.28,0.8,0.68,4.28,0.26
03-05-2020,0.28,0.22,1.31,10.43,2.57,2.04,0.93,2.86,1.2
04-05-2020,0.25,0.2,1.14,22.28,2.52,0.85,0.69,2.45,0.58
05-05-2020,0.25,0.2,2,23.12,2.83,1.03,0.94,2.51,0.45
06-05-2020,0.22,0.19,2.04,21.19,2.19,0.73,1.65,2.84,0.52
07-05-2020,0.25,0.21,1.46,14.76,2.77,0.82,2.05,2.56,1.14
08-05-2020,0.28,0.18,1.69,15.77,2.9,1.07,1.93,2.55,1.45
09-05-2020,0.26,0.22,1.61,12.83,3.11,1.28,2.48,1.83,0.91
10-05-2020,0.22,0.24,1.3,18.83,2.98,1.02,2.57,3.84,0.58
11-05-2020,0.21,0.23,1.55,14.87,3.15,2.84,2,1.72,0.77
12-05-2020,0.24,0.2,1.5,22.57,2.8,1.18,2.97,1.33,0.58
13-05-2020,0.76,0.19,1.81,31.23,2.08,0.81,3.21,2.29,0.67
14-05-2020,0.38,0.18,1.69,36.63,2.3,0.97,3.77,1.8,0.54
15-05-2020,0.3,0.17,1.41,35.8,3.23,1.34,2.46,1.84,1.12
16-05-2020,0.35,0.14,1.61,35.83,2.7,1.88,2.81,0.73,1.65
17-05-2020,0.27,0.18,2.07,37.71,2.47,2.53,3.6,0.86,1.8
18-05-2020,0.22,0.15,2.42,25.51,2.11,1.37,2.58,1.51,1.64
19-05-2020,0.19,0.14,2.75,31.48,1.68,2.55,2.11,2.06,1.98
20-05-2020,0.18,0.15,1.92,28.63,2.2,2.33,2.24,5.64,1.4
21-05-2020,0.18,0.14,1.72,22.67,1.89,2.6,1.18,3.03,2.77
22-05-2020,0.2,0.15,2.96,29.57,0.8,4.92,1.1,1.7,2.87
23-05-2020,0.23,0.12,2.77,26.11,1,3.68,1.69,2.55,0.94
24-05-2020,0.19,0.15,1.76,30.21,0.64,1.79,2.59,2.36,1.31
25-05-2020,0.25,0.16,1.88,29.01,0.7,1.02,2.88,2.03,1.19
26-05-2020,0.26,0.14,2.51,24.85,0.62,1.05,2.23,2.56,1.15
27-05-2020,0.28,0.13,1.7,12.95,0.71,1.77,1.49,2.7,1.63
28-05-2020,0.4,0.12,1.11,5,0.52,2.38,1.14,2.43,2.06
29-05-2020,0.6,0.12,1.1,0.69,0.63,0.84,1.53,1.66,1.41
30-05-2020,0.58,0.1,0.95,0.54,0.8,0.91,1.65,3.21,1.26
31-05-2020,0.52,0.11,1.05,0.59,1.56,1.04,1.44,2.08,1.46
01-06-2020,0.52,0.13,1.94,1.07,2.39,1.57,1.74,2.47,1.62
02-06-2020,0.59,0.08,1.75,1.05,1.92,1.01,2.95,1.37,1.19
03-06-2020,0.67,0.1,1.93,1.48,1.18,0.5,2.5,2.65,1.45
04-06-2020,0.67,0.03,2.79,1.32,1.67,0.34,2.77,3.06,1.46
05-06-2020,0.92,0.11,2,0.82,1.54,0.53,2.03,4.5,1.01
06-06-2020,0.66,0.11,1.6,4.66,1.83,0.59,2.39,2.57,1.03
07-06-2020,0.73,0.12,1.82,29.74,1.95,0.69,2.5,3.07,0.72
08-06-2020,0.73,0.06,1.99,24.99,1.29,0.69,2.18,3.47,0.68
09-06-2020,0.71,0.07,2.23,20.81,2.03,0.76,3.11,4.07,0.58
10-06-2020,1.05,0.12,2.17,6.83,1.83,1.2,2.34,2.96,0.48
11-06-2020,1.03,0.1,1.84,15.04,1.21,1.24,1.9,5.29,0.37
12-06-2020,0.82,0.09,2.16,15.65,1.8,0.8,1.39,4.77,0.55
13-06-2020,0.81,0.06,2.09,11.53,1.62,0.43,1.36,3.06,1.27
14-06-2020,0.86,0.06,2.42,11.3,1.88,0.38,1.24,2.29,0.94
15-06-2020,0.63,0.05,1.9,11.1,2.47,0.42,1.46,3.13,0.88
16-06-2020,0.38,0.09,1.99,10.26,1.88,0.29,1.57,3.77,0.84
17-06-2020,0.27,0.08,1.55,7.81,2.32,0.48,1.61,2.96,0.4
18-06-2020,1.31,0.07,1.5,7.68,2.34,0.37,1.95,4.38,0.64
19-06-2020,0.45,0.16,1.69,13.7,2.49,0.64,1.72,2.55,0.26
20-06-2020,0.39,0.1,1.42,19.92,0.9,0.66,1.55,3.14,0.18
21-06-2020,0.37,0.1,1.51,15.74,1.11,0.68,1.33,3.1,0.22
22-06-2020,0.46,0.1,1.54,10.45,2.26,0.83,1.76,3.99,0.47
23-06-2020,0.39,0.12,1.25,5.96,1.4,1.34,1.35,2.88,0.36
24-06-2020,0.33,0.08,1.28,7.36,1.89,0.93,1.2,2.99,0.67
25-06-2020,0.4,0.1,1.59,8.81,1.7,1.13,1.95,1.28,0.59
26-06-2020,0.25,0.12,2.07,8.8,0.73,0.76,1.17,1.45,0.5
27-06-2020,0.21,0.1,1.69,10.16,0.82,0.88,1.09,2.24,0.23
28-06-2020,0.12,0.09,1.71,10.98,0.85,0.82,1.18,0.74,0.16
29-06-2020,0.17,0.09,2.13,15.05,0.47,1.31,1.51,0.01,0.22
30-06-2020,0.18,0.17,1.57,21.78,0.73,1.45,1.58,0,0.48
01-07-2020,0.27,0.09,2.03,7.79,0.78,1.31,1.73,2.65,0.22
