Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-04-29,77.74,8.34,9.32,13.98,8.87,,10.58,,,,,,,,,,,,,,,,,,,
2015-04-30,78.27,11.54,6.67,12.85,15.07,,12.34,,,,,,,,,,,,,,,,,,,
2015-05-01,39.41,4.96,3.44,13.1,11.31,,13.38,,,,,,,,,,,,,,,,,,,
2015-05-02,93.18,2.99,2.69,16.16,13.08,,8.54,,,,,,,,,,,,,,,,,,,
2015-05-03,65.95,7.47,4.29,19.43,14.72,,8.33,,,,,,,,,,,,,,,,,,,
2015-05-04,50.13,6.79,5.86,17.53,15.75,,9.03,,,,,,,,,,,,,,,,,,,
2015-05-05,34.06,8.6,6.65,26.0,13.58,,9.62,,,,,,,,,,,,,,,,,,,
2015-05-06,22.27,11.77,11.24,25.26,11.79,,13.7,,,,,,,,,,,,,,,,,,,
2015-05-07,15.5,4.67,9.54,24.63,11.86,,9.0,,,,,,,,,,,,,,,,,,,
2015-05-08,20.13,7.18,18.14,20.79,11.19,,10.17,,,,,,,,,,,,,,,,,,,
2015-05-09,39.69,6.64,16.28,18.15,12.45,,8.96,,,,,,,,,,,,,,,,,,,
2015-05-10,54.69,3.46,9.01,16.92,9.7,,9.57,,,,,,,,,,,,,,,,,,,
2015-05-11,42.66,11.84,21.84,15.11,20.09,,9.43,,,,,,,,,,,,,,,,,,,
2015-05-12,27.96,2.96,17.42,10.84,7.57,,8.13,,,,,,,,,,,,,,,,,,,
2015-05-13,31.9,2.77,10.63,9.08,8.7,,8.06,,,,,,,,,,,,,,,,,,,
2015-05-14,36.05,2.83,10.36,10.42,9.08,,7.7,,,,,,,,,,,,,,,,,,,
2015-05-15,70.13,3.08,10.03,15.02,8.33,,8.17,,,,,,,,,,,,,,,,,,,
2015-05-16,17.66,3.9,10.54,15.03,11.43,,8.54,,,,,,,,,,,,,,,,,,,
2015-05-17,38.76,5.8,9.98,20.15,10.25,,8.38,,,,,,,,,,,,,,,,,,,
2015-05-18,52.07,5.83,11.85,15.04,9.65,,10.08,,,,,,,,,,,,,,,,,,,
2015-05-19,36.23,3.92,15.11,14.58,13.1,,10.98,,,,,,,,,,,,,,,,,,,
2015-05-20,17.0,4.24,16.19,20.3,9.19,,10.65,,,,,,,,,,,,,,,,,,,
2015-05-21,30.67,4.38,14.97,14.85,14.66,,12.39,,,,,,,,,,,,,,,,,,,
2015-05-22,41.12,4.89,13.12,14.77,15.98,,11.44,,,,,,,,,,,,,,,,,,,
2015-05-23,26.4,12.38,10.51,10.73,20.47,,10.57,,,,,,,,,,,,,,,,,,,
2015-05-24,41.96,3.98,18.74,18.96,15.78,,11.55,,,,,,,,,,,,,,,,,,,
2015-05-25,23.67,4.81,11.06,11.78,23.05,,9.15,,,,,,,,,,,,,,,,,,,
2015-05-26,14.46,3.92,12.79,9.9,14.2,,11.79,,,,,,,,,,,,,,,,,,,
2015-05-27,12.85,4.02,11.4,17.48,16.28,,11.62,,,,,,,,,,,,,,,,,,,
2015-05-28,14.91,0.96,11.34,14.33,14.27,,7.26,,,,,,,,,,,,,,,,,,,
2015-05-29,15.33,0.92,10.99,12.9,19.4,,9.52,,,,,,,,,,,,,,,,,,,
2015-05-30,46.82,7.13,9.7,17.68,13.56,,9.16,,,,,,,,,,,,,,,,,,,
2015-05-31,41.68,4.24,11.03,13.08,11.13,,9.25,,,,,,,,,,,,,,,,,,,
2015-06-01,71.97,6.9,11.45,9.96,9.28,,8.05,1.8,,,,,,,,,,,,,,,,,,
2015-06-02,18.64,7.93,9.62,6.73,13.14,,9.1,9.69,,,,,,,,,,,,,,,,,,
2015-06-03,7.76,4.44,10.79,6.31,7.48,,9.06,20.61,,,,,,,,,,,,,,,,,,
2015-06-04,38.05,4.47,10.8,5.53,7.77,,8.57,4.35,,,,,,,,,,,,,,,,,,
2015-06-05,23.84,5.85,11.32,4.12,15.39,,8.09,7.22,,,,,,,,,,,,,,,,,,
2015-06-06,48.05,11.64,9.55,7.37,14.44,,8.31,11.02,,,,,,,,,,,,,,,,,,
2015-06-07,39.85,4.22,10.2,9.53,9.9,,7.65,5.36,,,,,,,,,,,,,,,,,,
2015-06-08,9.89,17.45,11.71,10.44,11.68,,7.8,4.53,,,,,,,,,,,,,,,,,,
2015-06-09,3.13,15.06,14.35,8.84,9.38,,8.76,10.42,,,,,,,,,,,,,,,,,,
2015-06-10,0.76,6.09,11.19,5.91,10.6,,8.8,17.55,,,,,,,,,,,,,,,,,,
