Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2015-04-23,6.84,41.89,76.46,24.3,17.45,
2015-04-24,14.96,39.33,88.61,16.54,12.68,
2015-04-25,8.42,35.63,58.87,12.56,7.42,
2015-04-26,14.35,36.72,31.23,10.99,17.87,
2015-04-27,7.74,26.61,35.54,15.12,28.32,
2015-04-28,12.95,45.19,34.88,13.56,18.93,
2015-04-29,17.71,49.3,42.98,16.37,18.65,
2015-04-30,16.69,58.18,43.9,14.83,19.14,
2015-05-01,14.31,19.39,42.99,12.12,29.62,
2015-05-02,14.24,37.2,62.09,14.35,14.38,
2015-05-03,15.2,34.41,83.3,20.79,13.74,
2015-05-04,25.81,16.92,85.5,25.14,17.31,
2015-05-05,20.7,22.34,107.85,22.69,15.34,
2015-05-06,17.15,16.92,87.88,16.42,18.21,
2015-05-07,20.41,20.94,63.18,16.32,18.06,
2015-05-08,17.29,24.85,56.54,14.08,26.23,
2015-05-09,24.35,25.94,63.57,13.6,22.78,
2015-05-10,29.77,29.04,57.51,19.08,16.65,
2015-05-11,29.38,33.32,42.7,18.29,21.67,
2015-05-12,29.1,43.83,43.04,12.68,13.54,
2015-05-13,32.27,22.81,48.61,13.9,21.74,
2015-05-14,33.12,23.93,42.22,13.48,8.42,
2015-05-15,22.13,20.05,63.55,12.03,8.52,
2015-05-16,32.24,19.7,75.5,13.78,11.99,
2015-05-17,22.62,19.21,57.63,12.87,9.74,
2015-05-18,22.49,19.56,47.64,13.04,13.2,
2015-05-19,31.22,49.11,75.47,10.78,18.36,
2015-05-20,32.48,16.44,52.69,11.77,16.05,
2015-05-21,17.97,16.72,53.03,12.15,20.16,
2015-05-22,17.88,16.47,56.84,12.48,18.99,
2015-05-23,23.45,17.24,52.79,14.1,13.27,
2015-05-24,17.13,17.43,56.29,11.67,13.64,
2015-05-25,18.69,17.14,60.65,10.83,11.5,
2015-05-26,12.85,15.58,51.77,11.18,15.75,
2015-05-27,11.83,16.33,70.43,10.08,12.31,
2015-05-28,41.16,20.24,72.67,11.21,10.4,
2015-05-29,22.5,21.32,64.94,11.77,15.76,
2015-05-30,14.82,25.74,65.26,12.7,11.3,
2015-05-31,6.62,29.99,41.86,16.47,13.81,
2015-06-01,14.12,14.97,48.55,10.86,9.84,25.06
2015-06-02,9.28,14.35,54.29,10.87,8.57,22.48
2015-06-03,19.98,16.12,65.25,15.29,14.49,17.16
2015-06-04,6.39,15.66,62.38,12.77,11.94,15.62
2015-06-05,14.61,16.64,62.63,11.71,14.44,10.36
2015-06-06,30.73,15.47,46.37,10.79,15.72,18.56
2015-06-07,25.18,15.4,77.07,9.95,20.71,27.97
2015-06-08,22.65,15.86,109.34,11.42,11.84,29.72
2015-06-09,20.8,15.26,76.88,13.08,12.17,28.6
2015-06-10,22.16,15.22,31.27,11.27,14.21,20.42
2015-06-11,17.32,15.13,32.99,11.98,13.23,18.38
2015-06-12,13.35,15.08,36.36,12.5,11.33,17.14
2015-06-13,10.75,15.31,52.9,11.89,12.49,16.58
2015-06-14,9.61,15.4,68.76,12.6,9.67,19.71
2015-06-15,13.12,14.98,72.79,14.6,6.58,22.41
2015-06-16,10.09,13.37,81.57,13.26,8.18,17.15
2015-06-17,11.09,12.39,70.96,10.69,8.22,22.37
2015-06-18,18.7,11.22,94.25,10.34,6.55,17.95
2015-06-19,19.0,14.6,65.21,11.97,8.71,17.43
2015-06-20,14.48,15.23,52.7,8.84,8.36,12.65
2015-06-21,15.95,15.88,50.78,8.89,7.91,11.84
2015-06-22,16.04,17.51,58.88,9.11,5.87,12.45
2015-06-23,7.27,16.15,61.18,9.33,4.18,11.31
2015-06-24,5.61,16.31,60.31,8.92,4.07,20.67
2015-06-25,5.38,19.42,44.72,8.84,4.24,9.67
2015-06-26,6.1,17.22,46.88,9.24,7.34,16.48
2015-06-27,5.23,15.11,38.55,9.31,9.26,18.11
2015-06-28,4.38,17.59,47.19,8.72,10.35,14.6
2015-06-29,7.02,17.75,38.37,8.78,18.72,22.39
2015-06-30,8.39,17.68,46.06,9.11,12.07,21.23
2015-07-01,6.34,20.08,49.64,8.54,5.89,14.58
2015-07-02,11.59,20.66,52.45,8.82,10.41,14.32
2015-07-03,5.11,21.36,37.09,11.83,9.01,14.73
2015-07-04,5.99,17.94,35.54,9.48,8.77,15.31
2015-07-05,7.66,20.14,36.89,9.41,5.22,10.86
2015-07-06,8.79,20.02,44.07,15.94,5.97,16.58
2015-07-07,7.83,20.37,51.7,8.53,6.78,12.16
2015-07-08,8.71,19.66,52.69,8.56,5.32,10.1
2015-07-09,10.04,13.66,53.39,7.95,4.88,10.16
2015-07-10,10.1,14.72,46.71,8.15,4.45,7.55
2015-07-11,10.66,19.45,51.39,7.8,5.87,8.74
2015-07-12,9.83,20.32,32.77,7.975,7.14,6.82
2015-07-13,12.22,19.39,37.71,8.15,6.24,19.81
2015-07-14,11.7,20.42,43.46,8.59,8.45,19.86
2015-07-15,17.43,17.26,38.05,9.73,7.49,18.81
2015-07-16,15.73,18.65,36.72,9.61,8.43,22.63
2015-07-17,10.76,18.59,42.07,7.74,6.3,13.9
2015-07-18,8.46,19.18,48.79,8.83,5.28,14.27
2015-07-19,7.65,19.23,52.87,9.37,5.33,11.5
2015-07-20,10.26,18.96,62.37,9.44,5.65,13.13
2015-07-21,11.45,18.58,46.3,8.93,7.09,11.94
2015-07-22,9.91,18.89,41.41,7.73,7.0,13.51
2015-07-23,11.26,26.1,39.98,12.36,7.27,16.57
2015-07-24,9.48,18.19,43.99,9.08,5.95,15.2
2015-07-25,10.0,20.33,42.86,12.14,5.33,14.1
2015-07-26,11.03,19.16,30.66,7.94,5.95,14.97
2015-07-27,8.83,18.92,33.21,6.4,5.5,12.07
2015-07-28,10.76,18.75,40.25,12.94,5.82,11.93
2015-07-29,12.67,19.44,35.69,7.81,7.71,12.34
2015-07-30,11.52,19.47,32.96,7.26,8.28,11.77
2015-07-31,10.27,19.64,35.9,7.82,8.52,12.39
2015-08-01,20.21,29.71,35.14,7.87,8.91,10.31
2015-08-02,9.54,15.44,37.96,8.32,9.68,12.29
2015-08-03,11.41,14.52,40.17,7.52,8.62,30.33
2015-08-04,10.66,15.17,46.74,8.02,9.38,9.12
2015-08-05,11.85,16.22,52.78,7.47,8.86,13.1
2015-08-06,18.38,14.74,52.51,7.19,10.77,23.01
2015-08-07,10.02,14.52,48.24,8.39,10.82,13.91
2015-08-08,8.46,15.11,50.51,8.44,10.57,9.95
2015-08-09,7.32,15.08,39.47,8.81,10.61,3.93
2015-08-10,8.21,14.92,45.46,9.44,10.62,24.06
2015-08-11,7.98,15.12,49.43,8.13,10.29,18.51
2015-08-12,7.44,14.57,45.71,9.57,8.7,18.59
2015-08-13,6.61,14.41,52.76,8.88,9.68,15.57
2015-08-14,14.73,15.55,50.96,7.99,12.02,16.92
2015-08-15,13.63,14.77,44.4,9.07,11.94,15.69
2015-08-16,17.39,16.06,48.39,7.63,13.33,18.45
2015-08-17,19.5,15.16,44.41,7.54,13.48,14.22
2015-08-18,19.73,16.15,56.15,8.21,15.1,12.51
2015-08-19,17.92,15.61,36.47,9.09,15.6,10.85
2015-08-20,34.35,19.19,32.0,9.36,12.71,12.09
2015-08-21,17.51,13.87,35.87,10.27,12.06,17.3
2015-08-22,15.97,14.15,40.28,8.53,16.27,16.94
2015-08-23,11.64,14.71,33.76,8.32,16.72,15.32
2015-08-24,15.11,14.15,44.61,8.03,16.69,19.76
2015-08-25,16.49,13.55,39.88,8.26,18.4,15.99
2015-08-26,12.18,13.23,37.85,8.5,16.37,19.6
2015-08-27,20.81,12.82,40.41,8.71,21.29,16.97
2015-08-28,21.16,13.19,50.74,11.77,21.15,17.02
2015-08-29,13.86,14.18,49.3,11.37,16.07,16.68
2015-08-30,5.53,16.1,39.84,9.23,17.82,15.52
2015-08-31,6.47,15.66,32.53,7.36,12.8,12.18
2015-09-01,7.25,16.34,27.42,7.21,11.61,12.85
2015-09-02,9.49,16.66,29.16,7.64,11.4,10.16
2015-09-03,12.59,17.24,35.31,8.46,13.47,15.01
2015-09-04,15.89,17.1,41.7,8.64,14.42,13.6
2015-09-05,17.6,16.9,29.5,10.81,16.11,14.72
2015-09-06,11.7,17.03,27.81,11.82,22.56,11.87
2015-09-07,12.0,17.3,35.49,10.96,22.54,14.59
2015-09-08,10.95,17.24,38.36,9.99,28.93,9.9
2015-09-09,11.14,16.89,36.2,9.82,31.15,6.0
2015-09-10,12.29,17.02,42.1,9.76,28.96,17.68
2015-09-11,13.42,15.04,46.81,12.2,30.64,22.02
2015-09-12,13.1,14.96,54.45,9.92,26.03,25.69
2015-09-13,11.85,15.72,45.36,9.36,19.82,25.79
2015-09-14,12.44,15.18,60.71,9.69,19.94,25.89
2015-09-15,11.66,14.0,56.31,9.83,20.0,25.65
2015-09-16,12.06,12.96,46.44,13.09,18.53,26.18
2015-09-17,9.78,10.69,60.96,31.55,12.01,25.29
2015-09-18,8.71,10.45,43.3,21.08,12.15,25.39
2015-09-19,8.98,10.47,49.83,10.97,14.22,27.22
2015-09-20,9.42,10.48,62.73,10.38,17.08,24.065
2015-09-21,15.32,10.76,62.69,6.75,12.23,20.91
2015-09-22,22.83,11.93,38.78,5.87,14.96,21.46
2015-09-23,27.93,10.81,31.17,6.08,16.17,20.81
2015-09-24,22.47,10.01,39.16,4.55,13.31,22.92
2015-09-25,21.03,10.75,45.09,4.54,12.99,21.29
2015-09-26,17.22,9.7,45.96,4.6,13.3,18.68
2015-09-27,20.53,10.03,44.13,5.08,9.84,20.26
2015-09-28,30.35,10.08,43.41,5.27,15.42,23.25
2015-09-29,33.02,10.47,48.19,7.1,11.01,26.33
2015-09-30,31.34,10.73,42.91,8.34,8.66,31.05
2015-10-01,30.71,11.77,54.68,9.97,21.65,28.3
2015-10-02,26.84,10.78,52.53,9.75,25.94,21.49
2015-10-03,19.24,12.94,54.93,14.19,20.11,21.98
2015-10-04,16.51,15.21,62.84,17.08,17.81,24.01
2015-10-05,23.13,13.7,75.42,7.63,16.05,27.6
2015-10-06,19.67,10.87,65.07,6.72,11.76,22.55
2015-10-07,19.92,11.79,57.05,10.14,6.52,26.21
2015-10-08,19.19,12.98,58.32,22.65,7.43,24.39
2015-10-09,20.31,12.68,65.15,24.06,7.93,23.53
2015-10-10,21.36,12.52,61.29,19.22,2.3,24.86833333333333
2015-10-11,19.3,12.94,51.83,10.31,2.28,26.206666666666663
2015-10-12,27.34,13.16,52.92,9.63,2.56,27.544999999999995
2015-10-13,38.97,21.5,48.92,7.7,3.46,28.88333333333333
2015-10-14,58.6,22.21,43.47,4.09,6.46,30.221666666666657
2015-10-15,71.63,22.35,60.8,3.77,3.91,31.56
2015-10-16,51.64,15.46,68.24,15.55,1.87,30.75
2015-10-17,33.93,14.19,20.29,3.45,1.17,31.51
2015-10-18,37.25,13.58,41.09,4.48,0.95,24.45
2015-10-19,27.41,12.4,61.67,7.6,1.05,30.0
2015-10-20,22.4,12.9,74.62,7.78,2.84,28.08
2015-10-21,21.57,14.19,46.9,6.24,3.3,27.44
2015-10-22,24.25,13.2,32.96,10.89,1.94,30.24
2015-10-23,28.3,20.88,67.38,24.63,1.33,26.28
2015-10-24,26.15,12.53,71.38,43.54,0.85,38.79
2015-10-25,20.74,12.27,56.46,28.63,0.74,40.47
2015-10-26,26.73,12.05,47.8,32.94,0.74,34.67
2015-10-27,32.0,13.79,49.25,39.5,0.73,24.67
2015-10-28,24.21,11.71,43.78,31.43,0.67,26.66
2015-10-29,22.68,12.9,57.74,15.4,0.64,28.0
2015-10-30,15.26,10.92,42.63,16.92,0.62,23.37
2015-10-31,23.3,9.93,35.11,29.73,0.65,30.07
2015-11-01,15.14,10.76,60.17,25.19,0.71,26.57
2015-11-02,18.2,11.73,68.4,34.31,0.71,29.37
2015-11-03,20.58,13.78,82.74,32.52,1.18,25.7
2015-11-04,12.07,13.77,87.47,34.75,1.72,26.49
2015-11-05,17.33,15.87,63.78,28.61,4.47,28.0
2015-11-06,13.89,23.81,58.13,24.22,14.73,31.08
2015-11-07,15.85,18.91,86.59,32.98,14.84,30.86
2015-11-08,15.33,16.0,75.98,28.81,10.48,33.03
2015-11-09,10.21,13.02,79.2,32.0,15.98,33.5
2015-11-10,6.81,13.89,84.89,31.56,18.54,28.78
2015-11-11,8.59,15.85,55.72,22.08,17.0,23.99
2015-11-12,8.2,15.41,54.69,21.89,19.56,26.9
2015-11-13,21.5,14.79,61.66,21.3,15.59,28.02
2015-11-14,29.94,14.72,60.05,22.72,15.61,25.54
2015-11-15,18.86,13.89,83.62,19.84,16.18,27.83
2015-11-16,18.34,12.65,85.03,20.43,10.53,24.69
2015-11-17,16.2,12.88,57.11,19.15,6.38,26.47
2015-11-18,15.47,13.25,74.39,20.83,6.58,24.26
2015-11-19,16.44,11.68,96.62,21.42,5.1,23.62
2015-11-20,12.14,9.19,101.44,17.38,6.96,27.91
2015-11-21,13.13,8.59,97.76,18.37,9.18,33.24
2015-11-22,10.57,7.91,92.32,16.83,7.21,36.42
2015-11-23,16.37,7.74,105.29,14.84,7.92,37.1
2015-11-24,20.64,8.34,88.74,15.51,10.51,37.41
2015-11-25,28.8,8.2,54.63,18.58,15.65,34.87
2015-11-26,29.33,8.01,69.29,20.79,21.0,31.61
2015-11-27,26.64,8.11,71.35,19.83,16.36,43.46
2015-11-28,28.1,8.91,47.21,59.08,11.75,42.36
2015-11-29,21.21,7.53,51.84,16.61,9.39,38.99
2015-11-30,22.22,7.9,78.48,16.73,8.74,36.98
2015-12-01,25.86,7.8,83.03,70.48,10.07,32.13
2015-12-02,24.04,7.94,95.99,63.58,10.13,31.95
2015-12-03,33.56,5.88,92.91,33.38,17.38,28.14
2015-12-04,32.95,6.345,79.52,36.25,19.75,31.59
2015-12-05,33.02,6.81,121.11,35.22,16.02,35.95
2015-12-06,25.17,7.274999999999999,113.45,40.73,24.24,31.43
2015-12-07,34.42,7.74,103.77,48.17,22.09,29.32
2015-12-08,44.41,6.79,140.09,20.77,17.02,25.24
2015-12-09,39.78,6.05,93.99,18.69,16.7,27.61
2015-12-10,35.58,6.76,78.05,27.29,16.6,33.72
2015-12-11,41.05,5.56,64.21,36.73,12.14,38.96
2015-12-12,57.62,7.55,55.01,31.23,13.9,36.49
2015-12-13,42.88,8.62,63.9,20.29,9.76,38.0
2015-12-14,27.66,8.39,59.09,8.73,10.89,43.54
2015-12-15,22.28,7.61,40.52,8.79,14.83,42.36
2015-12-16,37.1,7.64,34.44,9.44,12.81,41.71
2015-12-17,40.72,7.96,23.07,11.88,12.47,43.6
2015-12-18,57.36,8.38,25.24,9.87,12.44,44.37
2015-12-19,49.4,8.47,26.84,9.73,13.32,42.01
2015-12-20,43.97,19.41,111.18,11.33,8.87,40.82
2015-12-21,53.53,18.15,78.99,10.65,11.64,42.69
2015-12-22,65.66,16.39,136.15,11.61,13.39,42.42
2015-12-23,55.38,17.56,102.69,13.02,12.88,45.18
2015-12-24,56.16,20.86,55.01,13.01,11.42,43.49
2015-12-25,51.22,22.32,71.91,12.53,8.91,37.49
2015-12-26,42.79,12.18,88.96,12.78,12.23,36.14
2015-12-27,42.69,9.86,90.57,11.88,14.89,38.86
2015-12-28,56.3,12.09,75.69,16.34,21.23,43.96
2015-12-29,54.12,16.1,73.11,15.2,27.59,45.49
2015-12-30,59.75,15.14,87.4,18.2,29.6,51.59
2015-12-31,61.97,16.46,72.93,17.98,25.5,45.11
2016-01-01,51.73,32.92,94.04,13.27,17.35,39.36
2016-01-02,73.09,8.72,81.22,14.56,16.6,35.62
2016-01-03,77.77,6.44,76.67,15.12,15.35,36.59
2016-01-04,77.07,12.75,133.95,15.24,15.94,34.76
2016-01-05,79.43,21.07,118.81,13.94,16.65,39.02
2016-01-06,68.5,19.92,103.78,14.34,19.71,40.48
2016-01-07,53.25,10.48,96.36,11.58,13.35,42.48
2016-01-08,51.09,25.36,67.85,10.45,18.17,40.09
2016-01-09,64.04,21.05,60.63,12.75,20.69,35.89
2016-01-10,46.46,20.35,68.86,12.88,19.99,38.34
2016-01-11,39.43,20.34,76.4,11.88,19.87,39.03
2016-01-12,39.55,22.24,78.61,10.01,22.42,32.02
2016-01-13,55.91,25.19,73.18,10.49,21.93,25.68
2016-01-14,70.58,21.76,55.91,9.74,13.38,42.07
2016-01-15,50.76,13.02,45.85,10.83,7.15,43.25
2016-01-16,83.2,12.83,41.92,11.94,9.91,37.64
2016-01-17,110.24,10.86,58.56,11.81,8.61,43.84
2016-01-18,77.38,12.01,78.22,11.48,9.64,40.07
2016-01-19,72.62,12.34,61.04,12.37,9.39,32.87
2016-01-20,45.06,11.52,56.67,12.38,12.5,29.41
2016-01-21,34.63,11.1,52.83,12.16,10.2,26.51
2016-01-22,41.69,11.46,73.9,12.22,10.0,26.42
2016-01-23,29.72,11.09,78.21,11.06,13.23,28.89
2016-01-24,35.97,8.8,64.55,9.29,10.36,41.38
2016-01-25,51.13,12.73,66.89,10.09,6.65,38.73
2016-01-26,45.69,18.21,80.14,9.88,2.7,38.43
2016-01-27,41.42,18.3,87.93,11.53,2.75,39.34
2016-01-28,36.42,13.56,90.45,13.93,2.59,36.55
2016-01-29,36.39,13.23,117.07,12.09,3.01,39.45
2016-01-30,37.09,15.06,111.19,14.85,2.88,37.33
2016-01-31,48.59,12.11,46.17,15.64,2.87,37.92
