Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Gurugram
2016-04-21,65.97,35.06,103.07,80.78,36.99,36.55
2016-04-22,48.47,44.55,110.09,73.3,40.99,42.31
2016-04-23,49.78,46.92,87.26,78.77,58.17,34.89
2016-04-24,47.44,54.93,87.66,94.18,57.73,49.05
2016-04-25,47.77,42.23,87.38,77.58,57.29,49.87
2016-04-26,56.94,28.18,86.82,75.72,39.46,122.38
2016-04-27,43.48,27.37,87.74,74.05,24.33,35.28
2016-04-28,39.29,23.58,117.59,70.92,34.32,40.92
2016-04-29,47.83,29.76,56.3,59.39,31.34,43.28
2016-04-30,53.75,33.3,59.71,53.71,47.78,48.91
2016-05-01,74.38,54.2,74.25,80.96,40.05,52.44
2016-05-02,68.49,47.31,70.42,82.62,52.45,42.73
2016-05-03,46.14,38.81,101.53,42.27,34.06,26.96
2016-05-04,45.77,34.5,91.18,61.22,49.45,23.27
2016-05-05,40.96,32.6,79.9,53.55,41.7,27.1
2016-05-06,95.21,41.1,65.26,58.54,26.27,23.97
2016-05-07,53.32,42.11,75.61,82.58,34.35,38.24
2016-05-08,52.09,32.45,81.61,91.33,43.27,52.92
2016-05-09,58.13,24.26,79.06,49.59,41.24,51.85
2016-05-10,50.62,22.41,68.57,82.78999999999999,35.04,45.35
2016-05-11,45.59,31.62,61.02,115.98999999999998,24.56,53.47
2016-05-12,54.95,53.25,76.43,149.19,38.0,42.03
2016-05-13,70.86,53.29,95.52,,44.28,19.62
2016-05-14,53.86,48.37,86.22,,51.78,43.46
2016-05-15,41.46,51.8,56.63,,29.69,41.3
2016-05-16,22.93,58.35,62.4,,31.52,29.92
2016-05-17,20.18,38.9,89.66,,22.35,38.39
2016-05-18,20.14,27.97,105.42,,23.33,40.39
2016-05-19,32.59,41.45,85.76,,22.0,46.26
2016-05-20,30.79,55.65,77.8,,32.38,35.49
2016-05-21,29.76,52.65,107.9,,16.96,39.5
2016-05-22,27.96,56.21,101.65,,18.1,39.93
2016-05-23,32.6,41.93,93.48,,18.19,23.85
2016-05-24,31.86,51.11,75.38,,20.13,22.98
2016-05-25,,48.96,126.55,,19.21,19.06
2016-05-26,,41.27,160.06,52.22,22.3,18.11
2016-05-27,,49.56,169.35,42.15,28.01,28.48
2016-05-28,,55.38,120.76,51.68,29.17,17.47
2016-05-29,,59.45,101.26,47.25,27.41,44.76
2016-05-30,,48.16,73.43,43.01,22.62,16.88
2016-05-31,,61.61,83.4,30.08,20.77,18.53
2016-06-01,,58.74,86.34,37.68,21.89,21.18
2016-06-02,,40.93,94.77,24.82,21.19,26.12
2016-06-03,,,129.18,61.81,25.0,29.35
2016-06-04,,,115.31,15.95,35.81,37.22
2016-06-05,,,78.8,56.86,35.42,25.5
2016-06-06,,,100.24,48.36,38.04,55.49
2016-06-07,,,82.33,52.59,24.97,47.53
2016-06-08,,,79.75,47.24,26.72,47.61
2016-06-09,,,84.94,79.6,27.2,28.95
2016-06-10,,,92.8,66.55,31.8,18.14
2016-06-11,,,68.93,30.91,15.25,35.97
2016-06-12,,,70.91,35.02,15.37,34.68
2016-06-13,,,98.09,38.24,16.0,18.83
2016-06-14,,19.23,57.42,56.89,17.5,14.8
2016-06-15,,33.41,65.24,30.46,13.11,21.03
2016-06-16,,36.19,56.97,28.43,16.81,22.56
2016-06-17,14.93,28.24,59.25,39.51,28.2,26.81
2016-06-18,9.69,33.51,68.32,34.91,21.42,25.97
2016-06-19,11.99,49.08,56.24,33.97,13.51,26.37
2016-06-20,10.92,47.71,52.76,32.57,13.6,15.41
2016-06-21,21.395,37.87,43.4,12.49,16.7,16.91
2016-06-22,31.87,31.72,51.74,8.13,18.23,19.76
2016-06-23,53.33,22.67,55.92,26.09,20.15,17.86
2016-06-24,65.62,27.66,101.3,18.25,18.51,21.01
2016-06-25,58.83666666666667,29.19666666666667,79.26,22.04,14.55,23.263333333333332
2016-06-26,52.05333333333334,30.733333333333334,58.37,25.83,15.04,25.51666666666667
2016-06-27,45.27,32.27,51.76,29.62,13.17,27.77
2016-06-28,38.45,28.09,55.61,29.41,6.28,40.71
2016-06-29,39.09,15.69,44.44,17.6,9.19,43.56
2016-06-30,39.53,9.94,51.31,20.56,13.09,47.41
2016-07-01,44.86,10.94,37.35,15.78,8.59,43.37
2016-07-02,51.84,19.56,40.49,18.96,11.61,43.84
2016-07-03,42.29,22.09,48.9,18.59,10.13,44.36
2016-07-04,33.37,14.71,52.3,18.14,9.39,41.45
2016-07-05,35.67,11.26,55.57,22.87,8.83,50.66
2016-07-06,,16.99,57.81,4.68,10.08,53.31
2016-07-07,,4.46,42.67,12.47,9.4,43.75
2016-07-08,,10.57,45.55,18.89,10.69,43.29
2016-07-09,,11.86,45.1,23.03,7.52,58.05
2016-07-10,,16.17,43.24,23.41,8.54,58.77
2016-07-11,,10.79,42.22,4.41,10.16,60.48
2016-07-12,,28.11,43.95,3.41,11.6,47.14
2016-07-13,,27.45,50.01,7.14,12.97,40.13
2016-07-14,,15.02,47.3,8.81,12.3,45.28
2016-07-15,,39.34,36.35,8.48,14.77,48.35
2016-07-16,,35.13,33.31,17.07,13.64,50.5
2016-07-17,,36.1,28.11,14.14,11.52,36.08
2016-07-18,,25.9,36.73,21.94,15.53,32.99
2016-07-19,,8.82,44.7,21.32,6.92,37.96
2016-07-20,31.06,8.77,61.07,24.46,10.45,29.62
2016-07-21,33.502,7.23,56.3,47.5,8.07,33.5
2016-07-22,35.944,12.6,64.4,30.02,10.21,27.61
2016-07-23,38.386,7.8,51.32,24.75,11.86,35.02
2016-07-24,40.828,36.62,65.42,37.92,15.34,34.26
2016-07-25,43.27,32.48,62.62,27.15,12.4,21.97
2016-07-26,,28.34,52.3,28.06,8.19,17.82
2016-07-27,,24.2,56.73,48.32,11.21,
2016-07-28,,38.65,72.25,33.9,9.17,
2016-07-29,,15.84,70.34,25.12,8.35,
2016-07-30,,9.82,49.28,33.26,7.72,
2016-07-31,,1.8,85.11,19.31,6.46,
2016-08-01,,9.89,68.03,31.42,6.08,
2016-08-02,,10.5,91.54,30.98,7.25,
2016-08-03,,11.18,92.81,37.89,7.0,
2016-08-04,,8.23,86.42,40.23,6.9,
2016-08-05,,12.45,63.17,30.99,8.76,
2016-08-06,,12.18,68.19,48.88,9.19,
2016-08-07,,20.14,67.17,43.352,9.5,
2016-08-08,,16.91,73.28,37.824000000000005,9.91,
2016-08-09,,19.75,59.76,32.29600000000001,10.1,
2016-08-10,,17.86,53.53,26.768000000000008,9.76,
2016-08-11,32.72,21.82,54.64,21.24,9.13,
2016-08-12,16.55,26.59,70.12,26.36,9.19,
2016-08-13,18.87,22.72,68.22,35.9,,
2016-08-14,19.82,16.29,81.39,33.51,,
2016-08-15,21.54,9.59,91.79,25.12,,
2016-08-16,20.49,13.97,83.64,43.86,,
2016-08-17,20.28,16.96,85.32,35.27,,
2016-08-18,21.74,32.5,72.82,29.27,,
2016-08-19,26.26,38.19,69.54,22.85,,
2016-08-20,26.14,44.87,59.67,26.53,,
2016-08-21,28.1,58.95,42.88,21.66,,
2016-08-22,22.79,44.53,43.07,15.09,,
2016-08-23,25.25,49.73,50.23,17.73,,
2016-08-24,23.74,46.6,48.2,17.51,,
2016-08-25,26.6,20.89,32.24,31.2,,
2016-08-26,25.06,17.15,41.9,29.99,,
2016-08-27,25.17,10.76,26.55,43.01,,
2016-08-28,34.16,18.76,27.7,32.45,,
2016-08-29,28.48,17.52,40.47,39.05,,
2016-08-30,21.22,18.33,41.9,23.67,,
2016-08-31,20.34,15.76,41.57,23.46,,
2016-09-01,21.4,27.96,54.7,35.93,15.01,
2016-09-02,22.36,24.39,64.8,25.89,13.53,29.54
2016-09-03,24.83,17.04,68.7,38.42,14.46,22.106666666666666
2016-09-04,22.29,22.33,56.8,39.37,14.74,14.673333333333332
2016-09-05,23.62,11.94,57.01,37.02,14.68,7.24
2016-09-06,22.96,23.45,61.24,41.12,14.26,9.1
2016-09-07,24.81,22.59,75.45,35.45,13.15,9.413333333333332
2016-09-08,29.82,36.09,63.76,42.43,15.26,9.726666666666665
2016-09-09,22.77,48.12,49.75,45.89,14.06,10.04
2016-09-10,28.99,26.37,55.82,43.95,15.02,11.2
2016-09-11,22.02,18.27,52.36,48.05,16.52,11.72
2016-09-12,31.99,8.2,54.62,50.31,15.39,9.97
2016-09-13,44.94,13.01,63.46,30.61,22.48,11.75
2016-09-14,36.66,16.61,64.32,24.85,21.14,8.44
2016-09-15,39.12,15.46,77.97,25.32,18.76,21.62
2016-09-16,22.05,18.47,70.09,24.9,8.26,40.685
2016-09-17,36.26,10.14,75.84,20.87,10.39,59.75
2016-09-18,16.27,14.31,74.51,13.6,18.91,39.3
2016-09-19,19.1,18.08,88.62,20.33,27.43,45.49
2016-09-20,16.09,7.23,134.72,23.4,24.77,43.39
2016-09-21,17.18,7.9,144.45,25.26,21.43,30.94
2016-09-22,22.04,15.27,72.31,24.12,26.59,32.7
2016-09-23,16.37,16.67,78.31,17.49,17.76,30.81
2016-09-24,10.98,38.43,67.97,24.59,25.15,32.71
2016-09-25,10.45,36.73,73.87,15.14,21.7,32.61
2016-09-26,13.28,39.31,89.95,14.28,21.89,27.59
2016-09-27,14.12,46.34,62.19,17.63,23.63,19.78
2016-09-28,14.51,50.13,113.81,17.84,25.64,27.56
2016-09-29,15.05,35.26,96.64,16.5,27.93,19.76
2016-09-30,31.09,33.94,87.95,24.91,35.03,32.51
2016-10-01,,52.92,109.06,28.42,29.57,24.82
2016-10-02,,34.015,75.58,26.65,30.28,27.68
2016-10-03,,15.11,97.36,23.14,25.02,26.79
2016-10-04,,23.06,123.99,24.69,22.95,26.83
2016-10-05,,35.81,85.94,21.37,23.2,25.575
2016-10-06,,43.57,109.08,28.72,20.62,24.32
2016-10-07,,32.88,97.13,26.41,23.05,21.04
2016-10-08,23.0,46.76,98.7,24.18,22.36,23.95
2016-10-09,15.26,39.59,128.17,24.64,30.7,42.57
2016-10-10,14.68,31.28,112.52,17.18,39.61,41.83
2016-10-11,15.67,28.41,104.67,23.73,33.61,48.24
2016-10-12,15.17,49.57,93.47,36.75,27.61,48.28
2016-10-13,12.04,49.08,78.81,33.27,26.79,28.98
2016-10-14,13.14,63.32,87.84,33.33,33.44,19.33
2016-10-15,21.95,55.5,120.33,49.32,38.65,39.97
2016-10-16,23.11,58.43,99.74,39.03,33.68,32.14
2016-10-17,4.68,61.2,112.83,52.93,26.69,23.57
2016-10-18,23.21,69.64,101.0,78.91,25.99,26.84
2016-10-19,41.74,72.0,73.0,38.45,35.87,20.79
2016-10-20,23.58,8.36,107.03,26.96,35.26,21.37
2016-10-21,23.86,79.47,32.06,22.17,35.03,20.19
2016-10-22,10.54,65.42,53.5,24.0,34.31,19.95
2016-10-23,31.08,63.2,122.74,29.44,40.26,39.74
2016-10-24,22.16,61.0,109.22,37.6,29.52,17.4
2016-10-25,22.28,52.22,83.78,32.71,27.18,16.02
2016-10-26,25.13,49.15,85.57,33.65,38.81,14.64
2016-10-27,29.54,62.24,82.06,38.51,56.45,13.260000000000002
2016-10-28,44.86,50.72,107.12,41.48,70.1,11.88
2016-10-29,45.04,52.28,139.22,51.61,56.15,33.06
2016-10-30,23.8,25.71,257.73,28.86,55.87,32.02
2016-10-31,21.69,10.23,153.52,25.35,46.88,33.45
2016-11-01,16.2,10.94,193.31,32.19,58.59,35.39
2016-11-02,26.39,4.38,160.01,22.07,68.19,13.97
2016-11-03,25.26,7.28,108.33,16.92,58.34,20.25
2016-11-04,30.68,20.63,177.07,16.54,58.26,16.58
2016-11-05,34.67,44.96,39.05,28.57,66.88,16.47
2016-11-06,37.6,51.61,39.21,30.82,66.89,13.42
2016-11-07,36.94,32.83,33.33,23.07,72.73,16.66
2016-11-08,37.14,42.53,35.0,45.86,66.96,30.91
2016-11-09,46.92,53.12,33.89,40.58,74.13,6.4
2016-11-10,62.56,60.63,42.27,41.28,79.48,21.1
2016-11-11,71.14,56.87,50.03,38.3,79.89,24.94
2016-11-12,77.53,41.55,43.22,39.62,92.1,32.51
2016-11-13,57.77,27.37,66.96,46.12,91.75,25.36
2016-11-14,14.2,5.6,63.1,49.91,59.28,24.1
2016-11-15,15.65,5.94,37.37,51.18,55.35,20.71
2016-11-16,22.33,33.85,35.58,55.53,78.43,27.38
2016-11-17,48.83,72.89,37.74,75.67,75.33,38.36
2016-11-18,56.67,54.3,37.26,71.42,76.18,34.22
2016-11-19,45.24,56.87,48.81,70.68,67.7,26.98
2016-11-20,49.29,43.66,53.69,48.85,64.43,30.8
2016-11-21,44.48,38.81,50.47,62.79,53.54,24.41
2016-11-22,16.37,46.65,32.17,83.59,42.62,20.13
2016-11-23,33.28,56.6,38.25,62.75,63.49,27.57
2016-11-24,46.95,44.08,35.12,64.29,67.2,25.87
2016-11-25,43.76,59.17,40.07,102.91,50.88,44.26
2016-11-26,38.04,40.86,39.94,65.4,32.64,48.49
2016-11-27,35.33,51.78,38.99,53.47,51.89,44.77
2016-11-28,26.27,38.11,36.12,52.92,57.06,36.38
2016-11-29,31.34,29.57,40.89,21.15,49.06,23.06
2016-11-30,28.52,43.63,44.16,28.74,44.92,8.75
2016-12-01,39.83,41.61,49.44,25.1,49.67,5.82
2016-12-02,20.83,25.3,34.89,13.58,38.95,4.66
2016-12-03,11.42,10.34,34.86,19.75,33.69,2.775
2016-12-04,8.61,4.59,33.98,24.94,32.84,0.89
2016-12-05,9.8,31.59,31.6,22.05,39.49,15.31
2016-12-06,15.37,49.83,38.89,26.16,62.06,13.49
2016-12-07,20.32,19.72,53.91,28.82,47.96,11.71
2016-12-08,16.42,23.28,36.02,14.26,53.68,6.13
2016-12-09,13.5,34.87,38.31,27.98,62.7,15.43
2016-12-10,6.73,59.52,41.6,21.86,54.68,11.3
2016-12-11,8.43,62.12,37.83,36.47,50.84,13.18
2016-12-12,22.58,46.57,30.87,20.21,45.44,11.54
2016-12-13,18.31,,32.12,33.56,37.38,12.06
2016-12-14,22.5,,33.54,30.52,36.95,14.79
2016-12-15,12.13,,34.65,42.66,27.81,18.66
2016-12-16,7.08,,33.68,28.08,44.11,18.09
2016-12-17,13.37,,33.35,34.64,40.88,19.12
2016-12-18,26.23,,34.3,41.88,40.87,21.9
2016-12-19,25.9,,31.86,52.68,46.78,22.04
2016-12-20,18.88,,34.48,61.73,56.91,37.38
2016-12-21,16.53,,33.78,49.94,49.4,35.81
2016-12-22,28.61,,37.52,48.78,49.82,23.1
2016-12-23,37.75,,45.0,37.73,42.22,16.49
2016-12-24,11.26,,41.56,51.97,55.7,23.56
2016-12-25,52.62,,38.99,41.32,63.02,13.46
2016-12-26,34.44,,36.31,27.5,51.25,22.94
2016-12-27,23.74,,36.9,48.98,49.14,19.75
2016-12-28,17.27,,40.19,31.52,74.29,10.87
2016-12-29,25.23333333333333,,55.09,37.77,57.89,13.25
2016-12-30,33.196666666666665,39.59,43.97,29.16,80.55,5.08
2016-12-31,41.16,21.42,42.84,38.03,83.19,7.32
2017-01-01,25.9,19.33,50.03,21.3,69.11,13.66
2017-01-02,29.95,15.18,47.86,23.46,47.61,6.82
2017-01-03,31.55,17.92,42.9,23.4,50.37,7.21
2017-01-04,39.09,19.77,41.13,21.68,56.42,8.79
2017-01-05,35.78,29.9,41.95,20.3,45.66,13.19
2017-01-06,39.95,34.23,44.04,20.66,36.8,12.72
2017-01-07,43.82,56.37,47.75,29.13,58.44,4.12
2017-01-08,39.25,82.71,45.09,17.02,52.76,16.58
2017-01-09,38.14,61.87,42.66,20.6,60.3,12.16
2017-01-10,59.48,30.96,36.04,42.01,53.49,21.26
2017-01-11,56.92,41.83,29.92,53.13,49.64,22.79
2017-01-12,52.42,31.82,32.17,62.81,51.68,20.84
2017-01-13,50.8,29.88,33.09,50.93,43.54,18.91
2017-01-14,63.14,46.92,29.53,40.4,47.92,15.19
2017-01-15,58.37,48.59,24.93,37.74,42.95,15.54
2017-01-16,53.3,47.77,33.86,35.47,30.43,14.5
2017-01-17,,49.91,36.21,31.55,32.75,14.22
2017-01-18,,37.5,34.21,25.42,58.14,11.53
2017-01-19,,43.31,34.42,44.53,66.33,12.11
2017-01-20,,36.56,39.1,60.3,55.29,3.72
2017-01-21,,46.12,18.33,58.58,48.08,24.98
2017-01-22,,49.79,19.1,52.92,53.25,14.48
2017-01-23,,48.57,20.57,57.27,53.54,12.56
2017-01-24,51.39,54.72,37.93,63.08,53.29,13.28
2017-01-25,49.67,68.4,40.58,45.84,58.67,7.55
2017-01-26,47.81,48.16,34.78,53.82,75.82,11.85
2017-01-27,19.01,15.93,36.05,59.01,51.86,16.15
2017-01-28,20.22,11.14,36.87,39.17,43.59,15.84
2017-01-29,17.63,9.38,39.39,49.63,49.54,19.08
2017-01-30,34.35,18.32,36.47,36.78,56.94,14.05
2017-01-31,47.14,39.08,35.58,48.99,53.74,19.23
2017-02-01,39.53,28.68,34.75,66.29,74.98,2.71
2017-02-02,72.53,28.39,36.78,48.13,68.59,4.36
2017-02-03,50.44,27.27,39.02,66.82,76.03,17.89
2017-02-04,60.82,39.87,43.9,69.82,82.95,28.8
2017-02-05,58.61,39.5,44.68,72.01,98.75,34.33
2017-02-06,60.34,36.86,35.21,66.52,61.34,21.4
2017-02-07,65.58,46.22,36.12,93.16,42.44,32.85
2017-02-08,64.64,37.86,34.28,93.98,45.33,23.38
2017-02-09,12.28,43.21,36.78,97.45,50.11,28.66
2017-02-10,13.96,37.69,35.09,102.19,67.42,33.01
2017-02-11,41.88,29.51,31.87,98.26,64.54,27.57
2017-02-12,43.53,39.34,31.11,85.21,47.55,33.06
2017-02-13,,23.36,36.88,92.44,79.28,33.96
2017-02-14,,46.81,35.28,106.14,57.4,39.27
2017-02-15,,43.83,31.92,100.51,38.79,30.31
2017-02-16,,63.2,31.57,94.62,40.55,33.27
2017-02-17,,62.53,32.42,72.86,37.61,25.0
2017-02-18,,40.78,30.24,94.06,39.71,25.44
2017-02-19,,37.49,29.1,107.45,50.72,24.14
2017-02-20,,36.87,35.07,110.71,39.94,15.11
2017-02-21,,33.87,33.71,82.82,39.26,37.2
2017-02-22,66.01,25.89,38.35,104.83,49.52,36.44
2017-02-23,45.32,20.3,44.58,122.82,52.2,21.25
2017-02-24,21.94,14.13,55.11,134.37,56.79,42.45
2017-02-25,19.64,18.29,55.2,96.73,51.85,63.65
2017-02-26,34.75,18.06,31.79,64.91,57.97,54.47
2017-02-27,25.64,19.94,35.64,63.28,64.27,39.27
2017-02-28,27.08,27.15,38.79,60.93,64.43,25.32
2017-03-01,32.88,54.36,45.24,48.09,38.61,30.88
2017-03-02,22.95,35.08,35.22,40.72,42.14,25.1
2017-03-03,22.65,41.66,32.02,60.5,51.83,50.65
2017-03-04,13.85,11.6,27.77,63.27,68.85,54.11
2017-03-05,20.8,13.06,31.88,85.68,55.32,60.3
2017-03-06,19.79,12.59,30.68,75.65,50.93,45.58
2017-03-07,25.64,9.91,34.43,52.0,55.68,39.73
2017-03-08,29.59,9.11,35.35,40.04,57.87,42.02
2017-03-09,16.07,6.85,45.45,49.43,47.16,37.61
2017-03-10,29.37,13.3,47.51,54.51,42.43,41.6
2017-03-11,26.56,31.65,47.14,43.07,43.3,43.13
2017-03-12,30.11,28.07,42.82,48.95,44.15,44.28
2017-03-13,19.9,23.97,34.2,58.4,52.81,58.69
2017-03-14,11.13,16.7,34.99,72.02,50.11,43.25
2017-03-15,8.93,10.8,32.01,71.76,41.95,83.57
2017-03-16,28.92,13.35,31.9,69.38,42.8,76.5
2017-03-17,47.72,21.35,32.6,62.64,39.39,75.12
2017-03-18,66.57,31.85,33.42,66.67,34.77,56.24
2017-03-19,57.26,35.43,31.83,67.65,29.02,45.36
2017-03-20,60.19,34.4,30.92,57.34,25.22,57.3
2017-03-21,42.51,28.81,28.61,81.12,41.21,43.46
2017-03-22,36.22,25.43,20.88,57.99,68.16,37.31
2017-03-23,42.18,33.27,31.7,79.98,64.54,43.09
2017-03-24,43.89,37.74,19.74,77.01,64.9,39.56
2017-03-25,52.37,34.13,22.26,63.47,63.64,58.81
2017-03-26,68.34,29.09,23.14,79.85,65.94,66.98
2017-03-27,45.77,28.02,23.49,92.53,66.96,75.87
2017-03-28,40.7,16.24,18.81,71.93,57.96,47.11
2017-03-29,52.94,15.58,15.36,67.76,57.0,41.44
2017-03-30,47.33,20.26,14.88,65.19,54.3,47.62
2017-03-31,53.42,14.06,22.61,71.47,62.1,50.45
2017-04-01,61.72,13.8,22.94,60.12,59.95,43.73
2017-04-02,66.27,19.82,34.73,74.08,49.08,59.14
2017-04-03,68.42,38.56,32.92,71.64,53.76,49.23
2017-04-04,72.54,23.51,31.95,74.3,55.87,37.62
2017-04-05,69.06,21.86,29.86,80.64,43.12,39.63
2017-04-06,66.84,21.17,30.66,84.98,39.14,41.81
2017-04-07,68.4,30.17,35.44,93.6,48.79,38.95
2017-04-08,45.04,25.51,36.52,96.31,41.4,49.3
2017-04-09,37.96,26.34,52.48,119.65,36.76,72.77
2017-04-10,60.0,38.21,54.89,112.79,46.58,76.52
2017-04-11,60.0,40.63,45.45,109.3,41.49,72.13
2017-04-12,17.79,17.3,33.49,87.94,10.79,62.93
2017-04-13,75.93,24.36,27.66,98.05,64.29,49.7
2017-04-14,63.27,19.26,43.31,118.79,53.34,54.99
2017-04-15,60.39,23.92,28.5,114.27,46.79,54.34
2017-04-16,66.23,39.32,40.1,114.72,41.88,60.24
2017-04-17,83.69,52.16,35.43,113.96,41.35,58.26
2017-04-18,91.3,42.61,28.65,113.56,56.8,41.41
2017-04-19,81.46,31.95,32.02,108.42,50.43,37.73
2017-04-20,47.22,29.14,49.2,85.96,48.24,31.15
2017-04-21,54.16,45.42,56.86,107.34,48.44,29.46
2017-04-22,24.41,53.37,56.36,84.75,42.89,43.58
2017-04-23,7.03,51.13,55.86,69.35,36.37,49.37
2017-04-24,21.33,39.09,42.6,94.63,33.12,58.51
2017-04-25,27.0,33.19,50.43,97.46,35.6,73.95
2017-04-26,48.16,32.11,38.6,102.2,26.72,54.0
2017-04-27,27.84,28.98,41.04,96.12,48.36,40.66
2017-04-28,61.69,39.2,33.66,103.57,70.21,42.62
2017-04-29,43.66,20.36,40.95,96.8,59.6,53.42
2017-04-30,22.75,43.9,57.8,127.74,55.85,42.33
2017-05-01,39.36,34.38,42.85,108.83,45.05,49.84
2017-05-02,24.89,24.3,58.08,96.07,64.01,64.12
2017-05-03,21.17,19.53,43.78,62.12,54.45,29.94
2017-05-04,17.45,18.54,45.95,90.9,52.6,51.83
2017-05-05,6.19,20.81,50.69,105.68,65.03,60.8
2017-05-06,17.855,25.06,43.3,91.64,50.37,53.66
2017-05-07,29.52,21.04,42.33,83.13,67.42,58.54
2017-05-08,52.55,33.65,39.49,111.37,62.99,84.47
2017-05-09,33.71,40.3,43.99,108.01,53.25,38.15
2017-05-10,25.26,62.21,61.69,81.45,93.07,49.95
2017-05-11,36.74,25.64,68.53,67.61,57.35,45.77
2017-05-12,10.9,21.21,66.7,70.2,53.61,43.39
2017-05-13,18.96,27.28,63.83,57.11,45.63,57.01
2017-05-14,16.82,47.07,41.08,7.59,44.74,48.23
2017-05-15,38.46,81.71,34.75,15.99,49.94,26.85
2017-05-16,34.53,72.36,52.5,21.36,37.77,52.4
2017-05-17,45.09,48.88,48.38,7.08,38.04,61.28
2017-05-18,13.13,63.11,52.39,33.03,32.17,52.155
2017-05-19,21.6,61.8,45.33,13.5,32.93,43.03
2017-05-20,21.87,74.87,46.67,15.7,36.62,33.47
2017-05-21,23.31,71.02,49.89,14.86,39.06,21.7
2017-05-22,13.76,46.83,40.92,17.02,44.56,9.93
2017-05-23,20.05,64.78,39.59,15.66,29.12,49.68
2017-05-24,26.67,41.86,39.1,21.4,30.25,33.86
2017-05-25,16.72,55.31,30.8,46.73,47.08,69.75
2017-05-26,11.46,50.56,53.9,44.63,45.06,56.49
2017-05-27,18.34,57.04,53.22,60.87,43.41,80.73
2017-05-28,12.12,60.64,57.01,35.16,53.11,57.15
2017-05-29,9.02,29.6,49.0,33.64,41.03,37.77
2017-05-30,9.85,32.19,54.23,50.48,36.63,36.4
2017-05-31,9.92,33.55,50.95,46.76,45.72,31.32
2017-06-01,10.13,45.19,65.67,33.71,48.75,35.9
2017-06-02,8.69,39.97,45.77,44.74,57.96,41.76
2017-06-03,8.19,43.42,42.56,51.77,53.33,15.22
2017-06-04,7.55,59.32,29.97,36.67,46.26,26.27
2017-06-05,8.38,33.1,20.67,27.98,54.74,37.32
2017-06-06,7.92,25.05,26.41,9.41,54.65,19.15
2017-06-07,10.29,17.67,39.61,8.36,48.45,25.64
2017-06-08,14.64,11.65,,15.85,36.3,24.78
2017-06-09,19.12,14.69,,28.79,33.48,15.05
2017-06-10,19.88,15.64,,35.01,36.93,15.06
2017-06-11,19.08,17.26,,51.08,27.75,39.7
2017-06-12,19.47,20.7,,54.38,27.08,35.77
2017-06-13,19.68,28.07,,33.68,42.25,15.54
2017-06-14,21.06,34.87,,28.91333333333333,54.73,21.39
2017-06-15,20.85,35.61,,24.14666666666667,48.18,32.81
2017-06-16,18.43,31.69,,19.38,50.2,19.89
2017-06-17,20.06,31.69,,27.63,52.04,10.44
2017-06-18,9.1,37.9,,31.87,54.45,12.3
2017-06-19,10.17,29.2,,40.94,40.17,21.77
2017-06-20,7.75,26.21,,54.02,39.37,34.88
2017-06-21,13.04,38.32,,19.89,37.42,32.2
2017-06-22,8.43,26.43,,17.81,27.54,25.67
2017-06-23,13.82,27.92,,19.07,29.81,25.68
2017-06-24,10.04,24.3,,21.96,34.33,31.31
2017-06-25,7.84,20.75,,18.72,35.59,36.6
2017-06-26,8.44,23.89,,17.87,33.43,34.39
2017-06-27,8.39,24.61,,17.94,31.88,22.48
2017-06-28,8.99,20.31,,16.62,31.16,20.32
2017-06-29,9.92,14.01,,17.99,32.42,18.22
2017-06-30,10.32,26.18,,29.09,33.21,10.52
2017-07-01,11.34,24.55,,19.08,32.5,17.05
2017-07-02,10.47,34.7,,21.33,31.55,17.83
2017-07-03,10.21,26.47,,26.4,32.11,22.87
2017-07-04,9.67,10.34,,22.26,29.3,16.7
2017-07-05,8.98,23.07,,22.87,30.35,15.97
2017-07-06,9.26,24.43,,14.5,29.56,17.69
2017-07-07,12.39,29.22,,13.87,30.48,18.06
2017-07-08,9.39,14.07,,13.64,34.11,22.11
2017-07-09,9.34,25.97,,13.79,32.87,12.89
2017-07-10,10.61,28.01,,12.47,29.39,9.91
2017-07-11,12.44,23.74,,13.01,26.9,15.51
2017-07-12,18.42,15.57,,13.23,29.41,8.85
2017-07-13,24.82,17.01,,16.19,28.55,23.56
2017-07-14,47.62,19.64,,18.06,27.6,51.31
2017-07-15,47.14,22.59,,14.93,29.24,51.77
2017-07-16,23.82,18.16,,19.58,34.63,58.72
2017-07-17,44.94,17.79,,15.33,31.84,45.46
2017-07-18,27.09,18.01,,15.11,26.27,61.17
2017-07-19,30.16,20.05,,11.18,25.0,47.54
2017-07-20,54.5,24.56,,9.69,26.17,8.18
2017-07-21,41.97,20.82,,9.71,28.25,7.8
2017-07-22,53.85,21.32,,10.49,29.49,8.25
2017-07-23,24.37,27.78,,14.95,31.42,7.55
2017-07-24,42.69,22.76,,12.65,29.9,17.32
2017-07-25,50.04,19.56,,10.83,25.83,27.7
2017-07-26,51.12,19.21,,10.83,28.42,31.42
2017-07-27,55.9,23.46,,13.47,28.62,30.62
2017-07-28,51.05,36.31,,13.69,26.67,31.55
2017-07-29,56.82,22.94,,10.35,29.08,38.82
2017-07-30,23.6,32.14,,10.78,27.97,30.09
2017-07-31,45.36,30.77,,10.29,28.83,14.27
2017-08-01,54.93,45.06,,10.84,27.81,18.17
2017-08-02,41.25,30.2,,9.17,26.03,23.79
2017-08-03,39.16,29.56,,8.33,22.38,20.05
