Date,DL002,DL031,KA003,KA009,TN001,UP012,UP014
2019-11-29,126.0,84.0,69.0,68.0,54.0,259.0,310.0
2019-11-30,154.0,141.0,58.0,68.0,56.5,127.0,236.0
2019-12-01,305.0,208.0,45.0,69.0,59.0,171.0,224.0
2019-12-02,324.0,270.0,45.0,68.0,61.5,195.0,244.0
2019-12-03,329.0,249.0,54.0,70.0,64.0,223.0,305.0
2019-12-04,344.0,267.0,72.0,69.0,47.0,233.0,307.0
2019-12-05,483.0,332.0,110.0,77.0,68.0,326.0,337.0
2019-12-06,436.0,386.0,160.0,95.0,81.0,338.0,369.0
2019-12-07,401.0,366.0,91.0,96.0,58.0,317.0,325.0
2019-12-08,541.0,378.0,53.0,71.0,67.0,318.0,360.0
2019-12-09,424.0,349.0,52.0,78.0,55.0,249.0,327.0
2019-12-10,439.0,357.0,61.0,82.0,45.0,259.0,312.0
2019-12-11,477.0,402.0,74.0,76.0,75.0,320.0,368.0
2019-12-12,555.0,409.0,81.0,81.0,60.0,314.0,355.0
2019-12-13,338.0,288.0,67.0,71.0,52.0,297.0,334.0
2019-12-14,231.0,134.0,73.0,71.0,79.0,118.0,135.0
2019-12-15,261.0,173.0,49.0,60.0,76.0,106.0,129.0
2019-12-16,291.0,157.0,66.0,69.0,63.0,109.0,120.0
2019-12-17,295.0,127.0,76.0,61.0,62.0,111.0,153.0
2019-12-18,319.0,241.0,84.0,76.0,105.0,96.0,168.0
2019-12-19,386.0,346.0,118.0,80.0,81.0,144.0,282.0
2019-12-20,571.0,392.0,127.0,85.0,93.0,245.0,345.0
2019-12-21,577.0,379.0,95.0,90.0,135.0,326.0,405.0
2019-12-22,379.0,320.0,96.0,84.0,123.0,324.0,416.0
2019-12-23,337.0,273.0,92.0,82.0,85.0,270.0,344.0
2019-12-24,409.0,359.0,107.0,85.0,98.0,287.0,346.0
2019-12-25,421.0,353.0,75.0,79.0,77.0,266.0,337.0
2019-12-26,353.0,317.0,85.0,87.0,103.0,301.0,358.0
2019-12-27,397.0,333.0,97.0,85.0,74.0,293.0,323.0
2019-12-28,477.0,417.0,94.0,74.0,64.0,312.0,386.0
2019-12-29,483.0,510.0,93.0,69.0,100.0,302.0,333.0
2019-12-30,512.0,550.0,92.0,71.0,87.0,306.0,295.0
2019-12-31,428.0,372.0,97.0,86.0,75.0,340.0,319.0
2020-01-01,497.0,546.0,99.33333333333331,84.0,63.0,413.0,456.0
2020-01-02,476.0,534.0,101.66666666666666,76.0,56.0,352.0,381.0
2020-01-03,530.0,419.0,104.0,84.0,111.0,287.0,256.0
2020-01-04,490.0,321.0,120.0,92.0,73.0,302.0,218.0
2020-01-05,368.0,305.0,121.0,112.0,77.0,264.0,218.0
2020-01-06,345.0,295.0,96.0,78.0,73.0,192.0,291.0
2020-01-07,317.0,185.0,83.0,73.0,41.0,257.0,288.0
2020-01-08,319.0,174.0,97.0,82.0,63.0,402.0,313.0
2020-01-09,313.0,170.0,111.0,88.0,76.0,269.0,128.0
2020-01-10,298.0,202.0,108.0,89.0,72.0,116.0,222.0
2020-01-11,323.0,286.0,88.0,66.0,58.0,210.0,344.0
2020-01-12,372.0,333.0,101.0,77.0,69.0,323.0,398.0
2020-01-13,421.0,372.0,132.0,100.0,104.0,316.0,411.0
2020-01-14,367.0,263.0,144.0,124.0,220.0,211.0,340.0
2020-01-15,272.0,181.0,133.0,105.0,165.0,304.0,350.0
2020-01-16,317.0,234.0,116.0,80.0,63.0,349.0,292.0
2020-01-17,311.0,240.0,150.0,95.0,45.0,96.0,191.0
2020-01-18,277.0,213.0,84.0,82.0,64.0,141.0,209.0
2020-01-19,334.0,259.0,49.0,58.0,68.0,99.0,252.0
2020-01-20,324.0,224.0,81.0,80.0,57.0,144.0,294.0
2020-01-21,382.0,323.0,118.0,76.0,62.0,218.0,322.0
2020-01-22,402.0,352.0,149.0,77.0,77.0,324.0,386.0
2020-01-23,300.0,207.0,134.0,71.0,101.0,210.0,323.0
2020-01-24,158.0,122.0,288.0,83.0,102.0,96.0,229.0
2020-01-25,273.0,207.0,160.0,85.0,98.0,204.0,320.0
2020-01-26,447.0,326.0,115.0,85.0,87.0,270.0,345.0
2020-01-27,498.0,337.0,142.0,91.0,76.0,320.0,329.0
2020-01-28,319.0,257.0,163.0,93.0,98.0,312.0,338.0
2020-01-29,228.0,154.0,138.0,96.0,85.0,279.0,318.0
2020-01-30,172.0,102.0,141.0,99.0,73.0,174.0,194.0
2020-01-31,186.0,145.0,134.0,94.0,78.0,161.0,174.0
2020-02-01,271.0,194.0,107.0,100.0,77.0,164.0,328.0
2020-02-02,286.0,209.0,113.0,83.0,65.0,151.0,292.0
2020-02-03,320.0,233.0,97.0,70.0,62.0,118.0,328.0
2020-02-04,379.0,329.0,107.0,74.0,61.0,211.0,345.0
2020-02-05,313.0,332.0,98.0,84.0,79.0,256.0,335.0
2020-02-06,297.0,228.0,100.0,88.0,82.0,192.0,304.0
2020-02-07,334.0,280.0,115.0,91.0,78.0,248.0,334.0
2020-02-08,323.0,298.0,136.0,98.0,62.0,192.0,326.0
2020-02-09,317.0,295.0,114.0,83.0,59.0,238.0,333.0
2020-02-10,334.0,313.0,133.0,69.0,58.0,259.0,338.0
2020-02-11,371.0,329.0,151.0,69.0,66.0,257.0,334.0
2020-02-12,347.0,329.0,106.0,70.0,76.0,216.0,335.0
2020-02-13,291.0,242.0,98.0,76.0,99.0,216.0,328.0
2020-02-14,197.0,171.0,134.0,89.0,113.0,170.0,305.0
2020-02-15,236.5,179.0,159.0,87.0,150.0,337.0,286.0
2020-02-16,276.0,185.0,154.0,85.0,91.0,141.0,304.0
2020-02-17,344.0,308.0,146.0,79.0,68.0,252.0,351.0
2020-02-18,310.0,261.0,136.0,94.0,92.0,173.0,325.0
2020-02-19,385.0,258.0,237.0,88.0,85.0,132.0,320.0
2020-02-20,260.0,177.0,180.5,89.0,75.0,172.0,304.0
2020-02-21,186.0,145.0,124.0,76.0,73.0,153.0,256.0
2020-02-22,109.0,91.0,75.0,67.0,64.0,92.0,117.0
2020-02-23,252.0,167.0,77.0,68.0,65.0,100.0,269.0
2020-02-24,178.0,126.0,96.0,70.0,69.0,156.0,330.0
2020-02-25,169.0,190.0,129.0,90.0,83.0,107.0,178.0
2020-02-26,273.0,267.0,187.0,84.0,89.0,106.0,101.0
2020-02-27,255.0,237.0,269.0,78.0,83.0,82.0,108.0
2020-02-28,177.0,140.0,105.0,90.0,69.0,102.0,164.0
2020-02-29,129.0,115.0,93.0,86.0,76.0,105.0,221.0
2020-03-01,104.0,85.0,294.0,82.0,94.0,102.0,251.0
2020-03-02,258.0,143.0,262.75,80.0,70.0,97.0,276.0
2020-03-03,275.0,163.0,231.5,117.0,95.0,95.0,202.0
2020-03-04,197.0,154.0,200.25,118.0,79.0,128.0,293.0
2020-03-05,165.0,95.0,169.0,105.0,79.0,98.0,214.0
2020-03-06,105.0,82.0,144.0,87.0,78.0,73.0,122.0
2020-03-07,89.0,90.0,111.0,88.0,87.0,72.0,66.0
2020-03-08,191.0,124.0,106.0,83.0,54.0,79.0,116.0
2020-03-09,173.0,114.0,136.0,72.0,98.0,65.0,293.0
2020-03-10,239.0,145.0,98.0,81.0,76.0,104.0,267.0
2020-03-11,183.0,108.0,115.0,83.0,92.0,114.0,257.0
2020-03-12,127.0,107.0,134.0,76.0,62.0,92.0,188.0
2020-03-13,185.0,147.0,101.0,79.0,62.0,64.0,130.0
2020-03-14,162.0,117.0,95.0,83.0,67.0,67.0,91.0
2020-03-15,122.0,97.0,81.0,73.0,101.0,79.0,148.0
2020-03-16,139.0,117.0,78.0,68.0,62.0,72.0,108.0
2020-03-17,189.0,126.0,80.0,69.0,65.0,89.0,162.0
2020-03-18,151.0,134.0,76.0,70.0,112.0,96.0,212.0
2020-03-19,212.0,142.0,92.0,78.0,106.0,92.0,304.0
2020-03-20,270.0,147.0,112.0,90.0,130.0,202.0,369.0
2020-03-21,252.0,144.0,100.0,85.0,84.0,162.0,274.0
2020-03-22,249.0,143.0,106.0,84.0,54.0,63.0,103.0
2020-03-23,137.0,96.0,66.0,81.0,61.0,77.0,135.0
2020-03-24,174.0,109.0,216.0,101.0,46.0,108.0,252.0
2020-03-25,76.0,76.0,118.0,71.0,37.0,161.0,270.0
2020-03-26,77.0,69.0,82.0,59.0,47.0,75.0,119.0
2020-03-27,81.0,76.0,101.0,58.0,60.0,67.0,94.0
2020-03-28,68.0,74.0,140.0,59.0,42.0,54.0,85.0
2020-03-29,76.0,68.0,131.0,54.0,44.0,51.0,67.0
2020-03-30,89.0,68.0,140.0,64.0,40.0,52.0,73.0
2020-03-31,91.0,65.0,138.0,61.0,40.0,56.0,94.0
2020-04-01,86.0,66.0,95.0,60.0,44.0,72.0,136.0
2020-04-02,95.0,65.0,123.0,62.0,41.0,80.0,139.0
2020-04-03,104.0,65.0,111.0,72.0,43.0,50.0,96.0
2020-04-04,133.0,75.0,88.0,77.0,43.0,49.0,93.0
2020-04-05,116.0,96.0,98.0,71.0,39.0,51.0,119.0
2020-04-06,136.0,106.0,68.0,62.0,33.0,47.0,135.0
2020-04-07,,92.0,93.0,69.0,32.0,48.0,97.0
2020-04-08,,92.0,106.0,52.0,35.0,60.0,85.0
2020-04-09,,74.0,85.0,52.0,34.0,54.0,133.0
2020-04-10,,101.0,82.0,86.0,113.0,50.0,90.0
2020-04-11,,121.0,102.0,76.0,41.0,65.0,124.0
2020-04-12,,94.0,83.0,68.0,33.0,72.0,173.0
2020-04-13,,117.0,127.0,61.0,40.0,69.0,90.0
2020-04-14,,124.0,130.0,70.0,39.0,168.0,179.0
2020-04-15,,185.0,122.0,78.0,35.0,95.0,200.0
2020-04-16,,175.0,124.0,65.0,63.0,116.0,244.0
2020-04-17,,117.0,105.0,61.0,43.0,272.0,262.0
2020-04-18,,83.0,145.0,68.0,31.0,132.0,192.0
2020-04-19,,92.0,109.0,64.0,34.0,177.0,88.0
2020-04-20,159.0,143.0,67.0,70.0,33.0,76.0,68.0
2020-04-21,129.0,141.0,122.0,72.0,33.0,103.0,58.0
2020-04-22,149.0,97.0,121.0,67.0,38.0,91.0,77.0
2020-04-23,140.0,91.0,54.0,92.0,39.0,110.0,125.0
2020-04-24,143.0,144.0,62.0,83.0,33.0,50.0,175.0
2020-04-25,147.0,98.0,74.33333333333333,62.0,32.0,88.0,148.0
2020-04-26,128.0,163.0,86.66666666666666,70.0,44.0,75.0,103.0
2020-04-27,122.0,140.0,99.0,57.0,33.0,77.0,59.0
2020-04-28,115.0,154.0,134.0,62.0,35.0,55.0,67.0
2020-04-29,116.0,134.0,68.0,57.0,42.0,76.0,70.0
2020-04-30,105.0,92.0,72.0,58.0,45.0,70.0,87.0
2020-05-01,,96.0,72.0,72.0,49.0,70.0,87.0
2020-05-02,,87.0,98.0,98.0,25.0,79.0,58.0
2020-05-03,,73.0,126.0,,47.0,67.0,60.0
2020-05-04,,55.0,146.0,,40.0,69.0,78.0
2020-05-05,,69.0,128.0,,88.0,83.0,79.0
2020-05-06,,100.0,138.0,,76.0,52.0,56.0
2020-05-07,,176.0,146.0,,55.0,75.0,59.0
2020-05-08,,202.0,92.0,,59.0,54.0,101.0
2020-05-09,,95.0,98.0,,37.0,54.0,146.0
2020-05-10,,89.0,114.0,,38.0,61.0,177.0
2020-05-11,,84.0,135.0,,39.0,58.0,341.0
2020-05-12,,87.0,93.0,80.0,40.0,56.0,197.0
2020-05-13,,89.0,116.0,62.0,55.0,69.0,257.0
2020-05-14,,94.0,88.0,72.0,60.0,75.0,139.0
2020-05-15,,94.0,123.0,83.0,45.0,75.0,207.0
2020-05-16,199.0,102.0,146.0,71.0,43.0,82.0,190.0
2020-05-17,216.0,112.0,86.0,69.0,44.0,56.0,126.0
2020-05-18,235.0,127.0,102.0,54.0,36.0,58.0,184.0
2020-05-19,267.0,158.0,111.0,82.0,51.0,60.0,156.0
2020-05-20,248.0,116.0,139.0,76.0,58.0,287.0,233.0
2020-05-21,183.0,103.0,118.0,65.0,79.0,106.0,190.0
2020-05-22,237.0,123.0,106.0,68.0,99.0,97.0,221.0
2020-05-23,291.0,128.0,108.0,60.0,33.0,87.0,249.0
2020-05-24,225.0,123.0,63.0,61.0,41.0,94.0,191.0
2020-05-25,222.0,109.0,90.0,60.0,44.0,92.0,279.0
2020-05-26,160.0,113.0,52.0,64.0,39.0,95.0,236.0
2020-05-27,223.0,114.0,137.0,74.0,38.0,97.0,332.0
2020-05-28,199.0,132.0,,62.0,39.0,79.0,215.0
2020-05-29,144.0,99.0,,69.0,79.0,75.0,73.0
2020-05-30,140.0,51.0,,105.0,116.0,87.0,89.0
2020-05-31,153.0,44.0,,67.0,82.0,82.0,69.0
2020-06-01,226.0,63.0,,49.0,112.0,91.0,79.0
2020-06-02,186.0,98.0,,45.0,77.0,80.0,115.0
2020-06-03,224.0,88.0,,41.0,55.0,80.0,122.0
2020-06-04,221.0,101.0,,45.0,122.0,86.0,163.0
2020-06-05,196.0,85.0,,42.0,61.0,87.0,76.0
2020-06-06,152.0,66.0,,47.0,65.0,127.0,56.0
2020-06-07,150.0,70.0,,57.0,185.0,71.0,57.0
2020-06-08,191.0,83.0,,50.0,47.0,75.0,86.0
2020-06-09,207.0,109.0,,51.0,78.0,104.0,176.0
2020-06-10,225.0,114.0,,54.0,69.0,116.0,253.0
2020-06-11,170.0,104.0,,61.0,131.0,115.0,226.0
2020-06-12,199.0,120.0,,42.0,398.0,124.0,209.0
2020-06-13,170.0,109.0,,45.0,177.0,80.0,143.0
2020-06-14,265.0,122.0,,50.0,74.0,76.0,116.0
2020-06-15,169.0,98.0,,57.0,51.0,80.0,84.0
2020-06-16,154.0,98.0,,81.0,57.0,77.0,73.0
2020-06-17,134.0,91.0,,56.0,55.0,70.0,60.0
2020-06-18,150.0,72.0,,56.0,166.0,85.0,69.0
2020-06-19,174.0,110.0,,66.0,159.0,80.0,64.0
2020-06-20,197.0,140.0,,53.0,331.0,85.0,64.0
2020-06-21,145.0,90.0,,51.0,277.0,72.0,56.0
2020-06-22,144.0,76.0,,40.0,131.0,75.0,56.0
2020-06-23,101.0,62.0,,53.0,162.0,81.0,56.0
2020-06-24,69.0,49.0,,61.0,143.0,88.0,73.0
2020-06-25,114.0,63.0,,55.0,130.0,69.0,186.0
2020-06-26,147.0,86.0,,71.0,92.0,70.0,99.0
2020-06-27,134.0,90.0,81.0,59.0,88.0,80.0,74.0
2020-06-28,165.0,155.0,121.0,62.0,109.0,87.0,66.0
2020-06-29,182.0,182.0,175.0,51.0,142.0,49.0,73.0
2020-06-30,126.0,89.0,176.0,52.0,171.0,54.0,61.0
2020-07-01,157.0,73.0,44.0,64.0,94.0,68.0,66.0
