Date,DL002,DL031,KA009
2019-04-21,48.76,22.89,27.1
2019-04-22,55.44,31.63,28.9
2019-04-23,67.94,31.14,28.33
2019-04-24,58.56,35.68,30.61
2019-04-25,58.16,36.31,31.84
2019-04-26,45.15,31.1,31.83
2019-04-27,37.74,27.63,29.58
2019-04-28,34.3,25.22,30.13
2019-04-29,36.47,24.04,28.06
2019-04-30,40.86,25.42,28.19
2019-05-01,45.35,32.7,25.18
2019-05-02,36.98,33.73,26.15
2019-05-03,29.25,30.1,26.43
2019-05-04,38.21,44.33,26.84
2019-05-05,31.16,27.45,26.54
2019-05-06,24.11,29.42,27.02
2019-05-07,32.23,30.99,25.36
2019-05-08,40.26,31.25,32.25
2019-05-09,29.76,30.28,39.14
2019-05-10,33.16,26.65,37.83
2019-05-11,41.43,32.25,25.82
2019-05-12,38.73,31.89,24.8
2019-05-13,52.52,31.76,31.14
2019-05-14,52.53,27.41,27.02
2019-05-15,58.37,31.92,28.36
2019-05-16,72.47,34.72,32.78
2019-05-17,69.04,32.16,35.93
2019-05-18,72.17,35.09,44.27
2019-05-19,63.77,30.57,35.42
2019-05-20,68.94,29.7,38.03
2019-05-21,58.45,22.94,34.16
2019-05-22,52.79,24.4,36.12
2019-05-23,66.46,26.83,38.72
2019-05-24,65.56,39.67,35.03
2019-05-25,49.39,30.13,32.8
2019-05-26,43.79,24.23,30.61
2019-05-27,44.7,22.24,36.95
2019-05-28,38.76,21.85,34.81
2019-05-29,42.5,21.93,33.44
2019-05-30,48.32,25.35,31.16
2019-05-31,47.84,23.35,31.85
2019-06-01,68.6,29.11,28.28
2019-06-02,62.96,33.57,20.07
2019-06-03,46.51,32.4,22.1
2019-06-04,35.03,27.44,23.58
2019-06-05,35.15,25.88,23.685
2019-06-06,48.73,42.19,23.79
2019-06-07,42.52,30.13,26.47
2019-06-08,47.72,30.45,26.7
2019-06-09,71.73,28.9,24.61
2019-06-10,65.68,37.3,25.27
2019-06-11,60.23,26.44,35.98
2019-06-12,56.89,28.52,41.52
2019-06-13,38.05,24.76,35.4
2019-06-14,35.71,20.81,34.66
2019-06-15,34.8,21.09,34.51
2019-06-16,43.09,19.5,32.41
2019-06-17,41.57,21.47,37.76
2019-06-18,40.28,21.96,40.42
2019-06-19,56.62,27.08,30.03
2019-06-20,45.12,26.65,29.96
2019-06-21,43.95,27.96,31.91
2019-06-22,44.49,27.33,31.62
2019-06-23,39.9,29.58,30.14
2019-06-24,29.18,25.39,31.74
2019-06-25,31.88,24.22,32.99
2019-06-26,38.0,23.24,31.96
2019-06-27,46.83,27.69,27.07
2019-06-28,50.65,24.02,22.77
2019-06-29,36.4,21.15,21.24
2019-06-30,39.63,20.01,20.91
2019-07-01,38.65,20.32,21.24
2019-07-02,32.49,18.52,23.31
2019-07-03,27.77,26.27,21.55
2019-07-04,23.3,26.42,24.09
2019-07-05,39.54,28.48,23.43
2019-07-06,29.01,26.78,23.29
2019-07-07,49.11,24.85,22.456666666666667
2019-07-08,47.4,26.09,21.62333333333333
2019-07-09,44.05,24.33,20.79
2019-07-10,39.06,25.22,22.17
2019-07-11,54.31,20.72,21.62
2019-07-12,55.02,20.6,22.19
2019-07-13,30.05,20.43,21.94
2019-07-14,38.18,17.29,20.86
2019-07-15,32.91,21.59,21.2
2019-07-16,31.48,24.1,22.81
2019-07-17,18.71,22.12,23.33
2019-07-18,12.3,20.75,24.38
2019-07-19,27.04,21.29,24.44
2019-07-20,46.43,22.99,22.61
2019-07-21,27.66,25.25,20.8
2019-07-22,63.21,27.47,20.24
2019-07-23,43.16,31.02,22.48
2019-07-24,43.61,31.69,23.76
2019-07-25,45.94,27.34,24.11
2019-07-26,77.92,27.17,23.64
2019-07-27,65.65,27.67,21.67
2019-07-28,17.97,26.91,20.74
2019-07-29,26.2,27.87,21.41
2019-07-30,40.99,28.27,22.29
2019-07-31,41.02,28.5,20.35
2019-08-01,44.56,27.54,18.5
2019-08-02,45.61,27.63,20.96
2019-08-03,35.09,24.61,20.04
2019-08-04,25.23,24.7,21.04
2019-08-05,34.14,27.74,22.04
2019-08-06,66.65,29.76,21.85
2019-08-07,46.11,25.34,22.56
2019-08-08,76.29,24.67,22.19
2019-08-09,74.51,19.7,22.06
2019-08-10,61.85666666666667,22.46,23.34
2019-08-11,49.20333333333333,21.74,20.03
2019-08-12,36.55,23.46,23.65
2019-08-13,48.56,23.99,24.28
2019-08-14,51.08,21.2,23.93
2019-08-15,47.21,21.53,21.5
2019-08-16,78.77,19.08,23.86
2019-08-17,42.5,20.14,25.88
2019-08-18,31.9,21.91,29.8
2019-08-19,58.83,18.26,28.02
2019-08-20,71.02,21.25,26.42
2019-08-21,60.01,22.39,23.07
2019-08-22,68.09,22.05,22.17
2019-08-23,54.1,22.03,21.04
2019-08-24,55.44,22.73,20.15
2019-08-25,70.51,20.94,19.02
2019-08-26,58.85,18.56,18.6
2019-08-27,55.59,17.28,18.81
2019-08-28,63.5,17.39,20.22
2019-08-29,63.06,19.9,20.45
2019-08-30,54.47,26.16,21.51
2019-08-31,52.25,27.04,23.19
2019-09-01,33.02,25.85,21.68
2019-09-02,33.01,23.77,19.09
2019-09-03,22.18,23.79,20.3
2019-09-04,31.97,26.21,22.68
2019-09-05,40.23,22.69,18.97
2019-09-06,56.45,26.45,19.68
2019-09-07,36.5,28.75,19.94
2019-09-08,33.2,24.38,18.1
2019-09-09,20.99,23.62,16.26
2019-09-10,36.98,23.3,22.99
2019-09-11,33.92,25.67,
2019-09-12,11.44,24.46,
2019-09-13,8.48,23.51,
2019-09-14,10.56,18.92,
2019-09-15,26.87,18.75,
2019-09-16,18.03,19.25,23.91
2019-09-17,48.12,20.05,24.69
2019-09-18,49.34,19.03,23.19
2019-09-19,35.91,18.07,22.44
2019-09-20,33.72,16.91,22.08
2019-09-21,30.98,17.77,23.1
2019-09-22,33.47,16.94,28.05
2019-09-23,32.83,16.65,33.55
2019-09-24,27.41,16.71,27.47
2019-09-25,26.84,18.24,25.29
2019-09-26,16.5,15.92,22.77
2019-09-27,23.07,1.14,24.12
2019-09-28,22.35,2.3,23.38
2019-09-29,18.72,5.0,23.01
2019-09-30,20.11,5.27,23.09
2019-10-01,27.67,0.17,23.65
2019-10-02,17.3,0.14,24.36
2019-10-03,34.96,0.31,24.51
2019-10-04,30.72,11.29,24.62
2019-10-05,32.76,20.23,28.64
2019-10-06,57.37,22.22,21.59
2019-10-07,68.08,21.9,22.45
2019-10-08,50.17,19.63,21.01
2019-10-09,44.83,21.02,26.5
2019-10-10,39.49,24.0,28.69
2019-10-11,40.13,25.0,32.32
2019-10-12,66.96,29.06,27.37
2019-10-13,65.02,24.02,25.22
2019-10-14,62.33,24.94,33.68
2019-10-15,61.21,29.01,29.31
2019-10-16,59.92,35.28,25.63
2019-10-17,60.53,30.22,27.35
2019-10-18,65.87,29.04,24.52
2019-10-19,61.83,17.69,24.02
2019-10-20,65.45,12.51,23.29
2019-10-21,66.98,11.96,26.7
2019-10-22,66.75,11.23,25.54
2019-10-23,76.0,17.89,23.79
2019-10-24,87.11,29.44,19.59
2019-10-25,67.07,19.56,20.56
2019-10-26,87.89,15.87,18.87
2019-10-27,92.22,16.51,19.99
2019-10-28,96.78,13.19,21.36
2019-10-29,118.37,23.57,22.34
2019-10-30,115.5,22.17,24.64
2019-10-31,119.79,22.68,25.42
2019-11-01,110.05,26.65,21.21
2019-11-02,101.97,23.75,23.6
2019-11-03,99.49,32.98,22.56
2019-11-04,74.41,19.36,26.12
2019-11-05,67.49,18.2,26.05
2019-11-06,71.7,13.89,23.33
2019-11-07,88.5,7.65,24.19
2019-11-08,85.79,5.66,24.36
2019-11-09,79.52,14.82,23.8
2019-11-10,78.09,16.16,23.2
2019-11-11,80.26,17.95,24.78
2019-11-12,74.72,24.81,22.34
2019-11-13,70.27,33.01,21.62
2019-11-14,83.87,41.39,21.86
2019-11-15,103.89,39.65,24.75
2019-11-16,75.13,18.81,23.96
2019-11-17,57.99,11.09,21.4
2019-11-18,60.62,5.55,22.63
2019-11-19,68.54,5.26,23.18
2019-11-20,72.32,6.68,23.18
2019-11-21,79.99,23.38,26.45
2019-11-22,68.92,16.81,22.6
2019-11-23,67.25,13.45,21.77
2019-11-24,70.1,14.63,20.09
2019-11-25,67.11,18.57,20.74
2019-11-26,66.92,21.78,20.26
2019-11-27,67.63,16.45,23.88
2019-11-28,58.05,8.56,24.81
2019-11-29,55.24,14.06,21.85
2019-11-30,67.35,19.95,20.92
2019-12-01,73.15,17.76,20.69
2019-12-02,73.73,19.56,21.79
2019-12-03,79.97,19.8,21.82
2019-12-04,85.01,21.67,20.64
2019-12-05,107.27,30.01,19.99
2019-12-06,107.87,32.56,19.67
2019-12-07,109.03,32.53,20.47
2019-12-08,101.2,29.19,20.17
2019-12-09,92.8,22.84,20.25
2019-12-10,98.97,20.09,19.4
2019-12-11,99.78,27.3,20.95
2019-12-12,113.27,33.1,19.39
2019-12-13,132.96,23.76,19.58
2019-12-14,135.7,19.02,19.64
2019-12-15,121.27,20.42,18.76
2019-12-16,106.84,20.96,19.87
2019-12-17,125.16,28.74,19.42
2019-12-18,129.8,28.72,20.0
2019-12-19,122.19,20.97,20.27
2019-12-20,127.82,27.78,20.61
2019-12-21,127.17,44.17,19.5
2019-12-22,120.05,26.94,18.38
2019-12-23,94.13,37.4,19.18
2019-12-24,118.1,37.75,19.59
2019-12-25,129.5,34.64,20.39
2019-12-26,134.02,35.81,21.16
2019-12-27,124.01,32.51,21.35
2019-12-28,121.82,19.56,19.68
2019-12-29,123.75,5.62,18.68
2019-12-30,74.16,56.44,18.9
2019-12-31,54.54,20.34,19.62
2020-01-01,58.89,22.43,19.32
2020-01-02,51.92,17.24,20.43
2020-01-03,56.13,13.3,20.33
2020-01-04,56.93,18.95,21.45
2020-01-05,45.49,23.72,20.55
2020-01-06,45.33,22.64,20.01
2020-01-07,37.25,25.77,20.18
2020-01-08,32.09,29.56,19.7
2020-01-09,19.28,15.83,20.32
2020-01-10,16.71,15.22,19.0
2020-01-11,21.37,16.16,17.77
2020-01-12,46.79,17.96,18.09
2020-01-13,68.81,13.23,20.04
2020-01-14,62.31,14.59,19.57
2020-01-15,50.95,19.07,17.6
2020-01-16,48.58,21.53,18.29
2020-01-17,39.44,17.56,19.0
2020-01-18,40.59,16.99,18.07
2020-01-19,44.42,19.01,18.02
2020-01-20,44.05,17.8,19.78
2020-01-21,67.84,21.09,18.02
2020-01-22,35.91,17.2,17.97
2020-01-23,26.43,7.75,17.85
2020-01-24,11.67,8.09,19.02
2020-01-25,13.4,12.58,18.95
2020-01-26,26.72,25.81,17.81
2020-01-27,40.75,27.03,17.92
2020-01-28,34.32,17.13,17.48
2020-01-29,23.55,6.33,18.6
2020-01-30,15.38,17.51,18.64
2020-01-31,15.91,13.94,17.79
2020-02-01,31.17,10.37,17.05
2020-02-02,35.82,10.68,16.56
2020-02-03,43.18,13.31,16.47
2020-02-04,48.31,13.77,15.92
2020-02-05,41.71,17.51,16.76
2020-02-06,39.52,12.24,16.65
2020-02-07,34.41,8.34,16.82
2020-02-08,36.2,15.01,17.42
2020-02-09,28.08,15.16,15.47
2020-02-10,32.16,16.03,15.37
2020-02-11,22.09,17.22,14.89
2020-02-12,29.29,32.84,15.12
2020-02-13,38.01,19.63,15.41
2020-02-14,36.17,14.87,15.35
2020-02-15,30.63,13.08,19.25
2020-02-16,38.68,18.84,13.67
2020-02-17,39.22,20.81,14.25
2020-02-18,42.09,18.74,14.55
2020-02-19,51.71,15.65,14.61
2020-02-20,33.63,21.44,14.91
2020-02-21,27.48,19.02,14.36
2020-02-22,24.98,13.69,14.46
2020-02-23,32.03,15.97,13.91
2020-02-24,25.34,14.32,14.39
2020-02-25,31.18,18.45,15.03
2020-02-26,40.26,14.03,15.21
2020-02-27,46.17,18.01,15.1
2020-02-28,38.86,17.73,14.84
2020-02-29,31.37,14.51,15.16
2020-03-01,31.82,12.6,14.21
2020-03-02,33.95,11.53,16.06
2020-03-03,42.4,12.97,15.65
2020-03-04,38.22,15.53,18.57
2020-03-05,26.76,13.37,16.67
2020-03-06,17.47,11.38,15.57
2020-03-07,10.49,10.4,15.78
2020-03-08,25.97,9.83,15.35
2020-03-09,23.16,6.14,15.79
2020-03-10,30.54,15.72,14.52
2020-03-11,27.5,16.29,13.28
2020-03-12,24.01,14.26,12.81
2020-03-13,21.55,14.25,12.53
2020-03-14,20.82,19.93,12.62
2020-03-15,21.34,19.82,12.23
2020-03-16,24.2,20.72,13.15
2020-03-17,29.28,20.98,12.44
2020-03-18,30.4,20.54,12.44
2020-03-19,34.09,25.22,12.68
2020-03-20,32.09,23.06,13.98
2020-03-21,35.96,24.16,14.01
2020-03-22,30.96,26.01,11.6
2020-03-23,24.42,22.58,14.61
2020-03-24,25.98,23.29,13.55
2020-03-25,30.04,25.89,12.06
2020-03-26,24.83,23.22,11.82
2020-03-27,21.23,20.41,11.48
2020-03-28,20.37,17.98,10.07
2020-03-29,17.29,16.32,9.9
2020-03-30,16.44,18.09,10.16
2020-03-31,16.52,16.13,10.06
2020-04-01,16.83,18.74,9.78
2020-04-02,16.14,17.28,10.14
2020-04-03,16.31,15.77,10.17
2020-04-04,32.74,17.25,10.37
2020-04-05,30.66,21.22,11.22
2020-04-06,,22.32,11.22
2020-04-07,,20.24,14.95
2020-04-08,,16.7,14.69
2020-04-09,,18.42,13.84
2020-04-10,,21.94,12.1
2020-04-11,,23.98,12.93
2020-04-12,,22.08,12.06
2020-04-13,,25.0,11.46
2020-04-14,,23.53,10.52
2020-04-15,,26.61,10.74
2020-04-16,,29.29,11.14
2020-04-17,,22.85,12.8
2020-04-18,,24.56,12.54
2020-04-19,64.81,26.53,12.29
2020-04-20,45.9,31.6,12.05
2020-04-21,56.82,25.99,11.5
2020-04-22,64.99,25.52,12.45
2020-04-23,60.23,26.14,13.72
2020-04-24,57.62,28.6,14.83
2020-04-25,49.91,22.6,15.54
2020-04-26,54.46,27.14,16.06
2020-04-27,50.61,29.41,16.59
2020-04-28,87.99,29.99,14.82
2020-04-29,,34.52,12.61
2020-04-30,,34.14,12.45
2020-05-01,,37.98,12.17
2020-05-02,,36.34,12.03
2020-05-03,,35.57,12.45
2020-05-04,,34.82,12.87
2020-05-05,,31.2,13.29
2020-05-06,,29.45,13.71
2020-05-07,,24.39,19.46
2020-05-08,,28.41,17.425
2020-05-09,,32.32,15.39
2020-05-10,,31.19,13.355
2020-05-11,,28.57,11.32
2020-05-12,,33.73,11.29
2020-05-13,,34.25,10.69
2020-05-14,,31.63,11.24
2020-05-15,31.39,26.21,11.38
2020-05-16,32.71,23.15,11.29
2020-05-17,32.11,23.06,10.61
2020-05-18,38.49,23.15,11.05
2020-05-19,59.25,20.64,11.23
2020-05-20,53.49,18.57,10.68
2020-05-21,51.89,17.01,11.02
2020-05-22,20.83,19.36,10.92
2020-05-23,29.84,21.29,10.58
2020-05-24,23.04,19.94,10.19
2020-05-25,19.67,19.72,11.49
2020-05-26,20.05,13.35,12.93
2020-05-27,20.4,13.26,14.44
2020-05-28,21.11,18.97,13.99
2020-05-29,21.51,17.99,14.87
2020-05-30,23.37,27.89,15.57
2020-05-31,21.09,32.2,11.83
2020-06-01,21.29,26.82,11.09
2020-06-02,24.42,28.21,11.09
2020-06-03,25.47,34.15,11.31
2020-06-04,53.68,43.21,11.24
2020-06-05,36.4,29.91,11.57
2020-06-06,23.57,29.49,12.0
2020-06-07,30.18,25.54,10.87
2020-06-08,35.7,25.18,10.67
2020-06-09,35.42,31.12,10.85
2020-06-10,31.14,31.03,10.99
2020-06-11,25.87,33.27,10.95
2020-06-12,46.2,30.26,10.39
2020-06-13,57.1,26.64,10.56
2020-06-14,59.22,19.82,9.31
2020-06-15,49.7,23.33,9.95
2020-06-16,45.15,19.88,10.11
2020-06-17,46.54,13.96,10.17
2020-06-18,41.72,10.82,10.34
2020-06-19,34.56,14.61,10.38
2020-06-20,20.49,15.4,10.36
2020-06-21,22.58,13.01,9.67
2020-06-22,21.21,32.18,10.1
2020-06-23,17.81,20.98,11.37
2020-06-24,14.67,20.38,11.91
2020-06-25,11.73,14.22,11.11
2020-06-26,12.19,16.36,12.13
2020-06-27,15.18,32.21,11.67
2020-06-28,20.34,24.98,10.17
2020-06-29,14.01,20.43,10.1
2020-06-30,23.95,15.64,10.98
2020-07-01,23.12,11.5,10.55
