Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad
2015-07-26,25.14,47.88,29.81,35.5,24.08
2015-07-27,13.85,57.59,22.82,44.01,22.61
2015-07-28,16.63,51.55,24.69,51.09,24.46
2015-07-29,19.04,50.58,29.04,43.47,28.17
2015-07-30,24.43,49.89,25.76,41.28,19.83
2015-07-31,19.16,56.67,37.85,48.46,19.33
2015-08-01,18.18,85.39,41.32,48.58,21.46
2015-08-02,15.52,70.17,47.81,49.0,28.96
2015-08-03,18.67,49.45,56.02,43.58,23.04
2015-08-04,15.85,64.89,54.46,51.67,26.33
2015-08-05,18.26,59.69,59.13,46.36,21.56
2015-08-06,17.94,49.27,65.47,55.45,24.75
2015-08-07,21.86,56.12,64.58,43.3,24.82
2015-08-08,46.86,63.11,70.05,44.99,25.79
2015-08-09,54.42,55.12,55.51,68.06,25.79
2015-08-10,21.02,54.41,82.27,63.08,24.96
2015-08-11,21.1,61.65,77.04,50.4,22.0
2015-08-12,16.64,53.49,52.45,34.61,17.79
2015-08-13,14.99,58.42,61.66,57.71,26.18
2015-08-14,20.21,57.52,65.67,30.81,28.33
2015-08-15,18.04,51.29,51.4,32.36,29.96
2015-08-16,20.8,58.79,55.71,32.23,30.67
2015-08-17,15.35,63.39,61.84,31.72,30.79
2015-08-18,27.31,66.98,60.65,31.98,34.23
2015-08-19,32.13,69.54,34.42,33.01,75.88
2015-08-20,23.26,64.9,40.83,34.33,107.98
2015-08-21,17.9,43.12,50.97,21.08,299.25
2015-08-22,10.99,39.93,46.74,40.93,108.69
2015-08-23,12.9,33.26,44.67,43.9,51.0
2015-08-24,22.29,40.27,37.39,56.57,65.69
2015-08-25,20.06,46.96,52.06,46.62,67.85
2015-08-26,17.38,39.91,57.52,45.44,32.6
2015-08-27,14.67,39.65,61.47,40.47,96.77
2015-08-28,18.96,45.16,77.76,44.58,102.47
2015-08-29,20.56,43.58,68.53,42.75,31.12
2015-08-30,17.27,37.62,57.85,46.2,30.12
2015-08-31,23.42,41.0,51.67,45.17,38.9
2015-09-01,24.9,32.37,73.78,46.76,53.65
2015-09-02,23.54,24.27,97.63,47.64,90.29
2015-09-03,24.49,26.54,99.5,52.43,96.48
2015-09-04,26.16,26.96,97.31,57.1,161.72
2015-09-05,27.38,25.83,76.43,51.36,114.41
2015-09-06,18.38,26.47,61.69,62.46,59.42
2015-09-07,16.34,27.97,55.19,57.19,48.83
2015-09-08,22.47,27.86,63.79,66.99,91.82
2015-09-09,29.6,26.89,58.48,66.88,35.56
2015-09-10,15.21,28.78,60.29,62.73,45.64
2015-09-11,18.09,31.49,67.35,65.64,60.88
2015-09-12,16.68,32.09,87.55,72.15,65.61
2015-09-13,12.24,29.23,84.57,68.23,60.02
2015-09-14,14.99,30.94,111.58,66.15,73.21
2015-09-15,11.75,29.62,108.78,71.73,83.87
2015-09-16,11.47,29.73,91.18,64.24,56.53
2015-09-17,10.93,30.34,104.85,66.17,33.03
2015-09-18,13.18,31.63,56.19,64.64,37.08
2015-09-19,13.47,35.42,67.62,70.56,95.29
2015-09-20,7.32,27.32,64.38,74.68,105.12
2015-09-21,16.51,27.69,45.65,28.82,86.36
2015-09-22,28.38,39.77,35.75,28.26,88.0
2015-09-23,27.74,31.65,34.89,39.66,110.77
2015-09-24,29.1,39.97,63.06,48.54,44.79
2015-09-25,17.48,41.94,82.39,49.65,63.99
2015-09-26,14.95,65.79,88.08,42.27,107.7
2015-09-27,27.29,86.4,89.75,49.92,64.93
2015-09-28,19.98,61.69,69.57,63.28,78.9
2015-09-29,31.36,44.26,68.34,51.42,69.88
2015-09-30,35.5,42.71,61.08,47.21,158.15
2015-10-01,26.25,46.97,85.7,47.78,120.75
2015-10-02,22.3,42.17,97.62,54.13,29.66
2015-10-03,13.97,47.0,103.58,60.88,36.56
2015-10-04,9.63,49.45,145.97,65.59,42.69
2015-10-05,28.7,46.7,180.52,59.33,75.04
2015-10-06,35.04,33.87,151.57,34.68,136.45
2015-10-07,15.82,33.0,144.04,53.63,150.93
2015-10-08,12.14,36.3,148.44,68.67,116.24
2015-10-09,14.44,36.51,130.22,57.76,137.28
2015-10-10,12.01,37.71,147.71,44.58,69.24
2015-10-11,10.02,35.73,111.34,28.45,45.98
2015-10-12,17.14,36.27,100.7,70.75,106.66
2015-10-13,25.65,122.16,97.67,72.43,58.05
2015-10-14,31.78,90.73,75.81,73.52,124.14
2015-10-15,46.63,63.96,95.24,82.39,192.41
2015-10-16,49.23,48.79,148.29,95.47,118.66
2015-10-17,40.76,34.96,90.66,112.56,155.84
2015-10-18,31.18,37.55,156.71,133.81,59.6
2015-10-19,42.02,31.54,170.28,133.94,65.35
2015-10-20,43.32,37.74,198.1,188.69,116.35
2015-10-21,42.64,41.27,158.04,185.78,84.18
2015-10-22,55.94,47.68,116.98,166.1,86.98
2015-10-23,51.0,81.26,143.73,120.87,73.34
2015-10-24,45.13,44.79,169.22,155.09,133.6
2015-10-25,38.26,50.98,147.65,162.6,103.01
2015-10-26,47.1,46.79,101.61,190.97,95.22
2015-10-27,42.92,54.0,113.2,192.37,122.14
2015-10-28,36.44,52.65,112.89,156.6,81.18
2015-10-29,29.17,55.75,95.72,123.29,252.47
2015-10-30,31.78,52.29,108.4,123.44,516.2
2015-10-31,25.77,41.39,245.97,140.75,270.21
2015-11-01,29.89,44.08,277.53,154.01,31.56
2015-11-02,28.56,41.44,232.4,162.51,54.91
2015-11-03,31.05,41.96,244.78,147.9,56.93
2015-11-04,43.1,41.8,293.49,205.62,40.67
2015-11-05,30.36,43.18,161.78,187.6,50.03
2015-11-06,37.22,44.74,153.33,127.49,89.59
2015-11-07,31.44,53.31,353.86,192.7,86.87
2015-11-08,31.4,38.73,217.55,186.9,51.21
2015-11-09,34.92,23.46,201.44,143.47,53.87
2015-11-10,12.63,76.42,249.95,247.11,67.45
2015-11-11,48.94,53.36,219.68,325.72,85.48
2015-11-12,63.69,44.5,258.48,344.93,88.14
2015-11-13,28.22,51.11,291.66,333.82,72.77
2015-11-14,42.42,55.76,221.68,384.4,61.82
2015-11-15,42.23,49.55,214.24,306.59,70.51
2015-11-16,16.03,31.49,184.02,258.7,69.02
2015-11-17,17.675,30.89,136.22,226.73,44.27
2015-11-18,19.32,36.51,188.09,217.75,46.31
2015-11-19,21.99,30.69,238.69,264.18,37.76
2015-11-20,13.89,28.66,271.42,305.64,30.44
2015-11-21,16.06,33.37,293.73,268.78,38.88
2015-11-22,16.97,29.11,247.27,302.85,70.96
2015-11-23,19.66,27.08,266.95,281.45,46.04
2015-11-24,20.35,25.63,241.61,287.55,40.59
2015-11-25,34.39,35.35,149.14,243.68,69.37
2015-11-26,43.91,36.82,182.5,234.54,91.06
2015-11-27,44.14,36.96,193.58,320.88,83.12
2015-11-28,44.94,44.41,172.89,327.45,81.22
2015-11-29,29.35,29.55,190.46,226.18,67.13
2015-11-30,15.34,31.97,282.76,246.37,45.49
2015-12-01,14.18,28.82,183.28,213.96,38.24
2015-12-02,13.36,32.64,170.74,60.54,29.53
2015-12-03,19.86,52.16,190.14,196.55,45.97
2015-12-04,28.35,42.4375,186.64,245.14,57.22
2015-12-05,25.04,32.715,282.01,358.43,61.11
2015-12-06,29.12,22.992500000000003,218.22,371.89,61.38
2015-12-07,41.16,13.27,249.8,506.04,79.25
2015-12-08,46.33,48.08,283.59,467.37,72.74
2015-12-09,48.01,40.81,250.69,385.13,60.2
2015-12-10,35.48,40.96,211.95,384.13,49.53
2015-12-11,32.95,46.17,198.38,240.85,24.85
2015-12-12,50.19,78.83,184.12,343.82,42.92
2015-12-13,34.57,138.07,135.42,245.71,57.34
2015-12-14,52.06,54.85,118.6,269.97,30.53
2015-12-15,39.67,42.45,88.3,206.35,30.54
2015-12-16,50.47,46.16,111.45,207.43,33.68
2015-12-17,41.04,48.64,152.24,174.5,33.48
2015-12-18,56.62,44.78,136.75,171.81,36.17
2015-12-19,42.57,39.11,114.35,130.02,38.31
2015-12-20,60.44,42.67,181.67,216.6,45.87
2015-12-21,48.4,65.01,135.78,209.5,30.24
2015-12-22,49.54,56.1,204.72,263.23,59.23
2015-12-23,49.42,50.32,321.52,277.97,38.41
2015-12-24,61.58,63.0,129.08,176.88,60.86
2015-12-25,68.48,59.47,132.56,119.88,74.08
2015-12-26,57.15,71.81,158.69,143.01,79.9
2015-12-27,76.35,81.74,187.01,145.11,79.52
2015-12-28,85.66,62.63,148.77,157.54,65.91
2015-12-29,49.06,65.1,159.67,152.87,68.43
2015-12-30,48.16,57.23,233.97,162.39,83.76
2015-12-31,71.06,52.27,240.97,207.99,177.62
2016-01-01,56.4,65.97,295.71,203.43,232.83
2016-01-02,53.69,41.3,239.21,188.05,71.44
2016-01-03,62.35,36.81,270.1,135.82,66.92
2016-01-04,64.96,44.87,339.8,137.98,134.61
2016-01-05,70.15,63.67,318.1,137.01,80.83
2016-01-06,68.22,67.49,305.51,173.33,109.82
2016-01-07,68.74,52.94,391.54,149.68,66.19
2016-01-08,67.9,69.88,339.87,155.57,69.27
2016-01-09,79.8,66.89,158.43,119.03,97.2
2016-01-10,76.18,62.27,183.24,120.45,72.09
2016-01-11,61.48,51.56,227.13,192.61,71.44
2016-01-12,73.5,58.27,195.21,237.84,129.67
2016-01-13,70.78,63.13,248.59,250.73,103.44
2016-01-14,75.01,80.23,196.87,250.67,60.76
2016-01-15,42.84,39.74,178.8,169.86,56.01
2016-01-16,77.23,49.21,138.86,174.76,58.57
2016-01-17,68.98,55.73,179.48,168.21,54.12
2016-01-18,73.89,58.28,269.05,232.46,43.05
2016-01-19,75.45,56.47,278.2,273.85,50.38
2016-01-20,78.07,60.04,272.1,139.7,75.11
2016-01-21,53.45,55.45,196.83,166.38,62.65
2016-01-22,63.58,65.26,290.66,255.63,51.14
2016-01-23,57.91,53.07,294.3,253.71,66.16
2016-01-24,41.36,51.32,303.5,241.9,73.91
2016-01-25,51.7,46.84,217.05,238.8,69.02
2016-01-26,54.34,46.29,308.75,248.76,63.61
2016-01-27,54.33,42.49,255.94,212.94,58.2
2016-01-28,84.84,47.11,283.03,255.85,66.76
2016-01-29,87.02,50.13,311.08,259.11,60.79
2016-01-30,71.42,53.58,285.83,277.66,61.3
2016-01-31,119.16,76.91,242.05,210.94,77.8
2016-02-01,84.45,107.65,121.4,151.38,67.17
2016-02-02,76.8,69.9,135.31,153.42,58.73
2016-02-03,75.57,112.72,136.87,130.88,57.81
2016-02-04,74.6,81.79,130.76,115.55,103.27
2016-02-05,72.11,127.03,206.72,178.06,68.56
2016-02-06,63.42,70.57,224.94,253.19,61.7
2016-02-07,82.78,79.55,170.45,255.81,61.74
2016-02-08,75.98,76.36,119.57,290.47,69.72
2016-02-09,85.33,92.83,181.76,206.49,72.39
2016-02-10,84.32,98.75,216.55,206.95,62.0
