Date,DL002,DL021,DL031,DL033,KA003,KA009,TN001,UP012,UP014
2019-09-04,36.26,7.3,8.07,10.75,6.22,5.0,8.03,6.08,6.45
2019-09-05,13.08,11.75,1.43,9.33,4.99,2.74,8.62,5.99,7.6
2019-09-06,27.54,8.22,1.48,12.58,6.63,2.86,6.82,6.0,15.07
2019-09-07,31.54,8.21,1.45,11.64,3.24,2.73,5.03,6.49,15.06
2019-09-08,41.54,7.05,1.4,11.71,2.62,2.435,5.5,7.28,15.06
2019-09-09,59.51,6.75,1.53,9.13,5.52,2.14,5.35,7.25,15.45
2019-09-10,59.1,12.67,1.62,11.42,5.34,5.16,5.16,7.28,15.19
2019-09-11,27.23,8.51,2.0,9.62,5.09,,5.29,7.26,15.13
2019-09-12,14.82,6.43,1.36,6.4,7.17,,5.34,7.28,15.07
2019-09-13,15.42,6.57,1.37,6.5,6.39,,5.38,7.25,15.12
2019-09-14,12.19,6.1,1.29,4.86,3.91,,5.24,7.21,15.08
2019-09-15,21.44,12.71,1.37,7.13,2.85,,5.29,7.76,15.11
2019-09-16,74.95,10.28,1.41,29.74,1.32,3.65,5.34,7.41,15.13
2019-09-17,71.17,7.58,1.56,10.32,1.0,4.02,5.36,7.26,11.29
2019-09-18,9.71,8.08,1.39,4.0,7.98,3.05,5.37,6.52,9.59
2019-09-19,8.82,6.32,1.76,9.89,8.6,3.27,5.43,7.79,9.26
2019-09-20,22.64,8.27,1.45,7.99,7.69,3.03,4.95,7.35,8.78
2019-09-21,52.95,10.55,1.57,11.04,6.99,2.98,4.77,6.55,8.08
2019-09-22,39.8,12.71,1.19,10.76,5.55,5.7,6.01,7.12,6.79
2019-09-23,25.84,6.76,1.33,6.32,15.25,7.31,4.92,6.7,6.75
2019-09-24,46.39,7.3,7.35,13.2,8.92,3.98,4.54,5.9,6.76
2019-09-25,29.06,7.36,10.19,7.49,12.15,2.9,3.68,7.31,6.71
2019-09-26,17.21,7.69,9.47,5.49,31.3,2.99,4.11,11.33,6.51
2019-09-27,13.9,9.51,5.12,5.09,16.84,3.78,4.95,11.53,7.48
2019-09-28,22.04,11.61,10.28,8.05,18.38,3.05,5.28,13.35,7.5
2019-09-29,9.93,6.39,7.465,2.68,4.6,2.9,5.44,14.21,7.5
2019-09-30,18.34,6.34,4.65,6.16,10.2,2.97,4.7,10.87,7.5
2019-10-01,16.21,7.31,0.7,13.69,12.76,3.08,5.82,8.03,7.5
2019-10-02,43.25,7.48,0.5,8.36,7.18,3.97,3.48,7.15,8.64
2019-10-03,96.63,14.27,1.45,10.4,11.75,3.2,9.32,22.85,10.0
2019-10-04,98.75,8.14,25.73,14.22,18.99,4.17,1.41,26.62,9.99
2019-10-05,90.39,8.47,44.73,8.93,7.35,5.35,3.83,13.81,10.0
2019-10-06,96.91,7.79,31.4,6.78,34.47,2.53,5.47,12.23,10.0
2019-10-07,88.53,36.57,6.95,6.78,33.64,2.59,4.04,13.13,10.0
2019-10-08,83.64,39.48,33.77,11.98,5.61,2.54,3.99,24.64,9.99
2019-10-09,75.95,39.01,103.02,44.06,17.68,4.05,4.85,36.82,10.25
2019-10-10,46.1,29.17,88.51,29.73,11.44,6.17,5.74,23.5,9.96
2019-10-11,121.72,8.57,88.77,23.25,17.18,8.68,5.41,38.37,9.99
2019-10-12,91.96,5.68,102.76,25.67,12.09,4.68,5.56,41.28,10.0
2019-10-13,118.45,12.68,116.51,61.45,10.04,3.33,4.97,40.26,9.98
2019-10-14,153.26,9.47,158.5,60.39,21.8,8.38,5.56,53.57,9.29
2019-10-15,149.62,35.57,174.96,83.07,14.02,5.45,6.57,19.82,7.46
2019-10-16,51.44,14.35,131.95,20.05,12.77,3.27,6.73,45.45,7.45
2019-10-17,18.7,6.97,53.65,7.04,30.0,5.17,10.62,48.02,6.85
2019-10-18,29.86,5.46,19.75,7.1,18.45,3.18,8.71,46.62,7.77
2019-10-19,120.43,8.52,41.01,21.21,13.0,3.2,7.32,50.63,12.9
2019-10-20,152.17,7.57,31.91,21.04,7.18,3.0,7.09,9.14,16.26
2019-10-21,131.68,10.08,34.32,11.79,16.55,4.38,7.44,7.88,16.26
2019-10-22,177.18,18.54,35.71,37.33,6.14,3.14,5.75,80.97,16.37
2019-10-23,222.54,27.59,79.08,84.0,10.796666666666669,3.07,6.02,83.94,21.22
2019-10-24,168.59,75.09,238.15,144.87,15.453333333333331,2.95,3.95,52.72,21.4
2019-10-25,112.51,17.14,95.53,28.59,20.11,2.89,5.47,12.52,13.18
2019-10-26,125.68,32.11,84.64,57.46,13.77,2.87,9.04,107.12,24.61
2019-10-27,254.64,18.18,41.69,80.15,6.11,3.53,9.29,47.37,17.85
2019-10-28,212.35,19.55,14.48,79.53,14.42,3.64,4.63,83.0,12.18
2019-10-29,279.46,26.84,93.71,116.71,12.67,2.86,6.55,70.74,14.26
2019-10-30,304.68,52.87,110.75,145.66,10.9,3.25,6.81,29.18,10.34
2019-10-31,268.6,38.44,133.62,187.03,8.71,3.33,10.24,58.64,6.94
2019-11-01,213.07,26.87,79.93,114.09,15.75,2.7,8.55,53.78,4.43
2019-11-02,177.86,10.55,34.04,35.45,15.98,4.99,11.37,125.37,7.69
2019-11-03,191.2,10.1,22.81,32.15,10.27,2.87,8.68,13.56,7.95
2019-11-04,183.4,13.51,29.7,27.47,37.6,6.61,7.71,7.09,10.62
2019-11-05,160.38,22.47,41.05,39.79,55.21,6.35,8.66,6.66,11.81
2019-11-06,163.39,16.56,65.68,84.98,48.36,3.01,8.67,20.04,11.79
2019-11-07,98.68,14.29,12.47,26.68,32.37,3.16,14.35,100.85,12.0
2019-11-08,156.17,16.73,16.74,59.02,12.86,3.15,12.17,93.87,12.4
2019-11-09,174.9,10.54,22.37,22.89,12.76,2.83,11.28,80.53,12.62
2019-11-10,177.72,13.07,25.03,20.12,6.98,2.92,17.51,40.44,13.4
2019-11-11,155.4,15.96,60.31,25.03,10.49,3.13,12.07,6.02,11.68
2019-11-12,177.0,11.96,78.04,31.92,10.78,2.78,9.69,59.72,7.14
2019-11-13,176.04,30.02,104.51,62.15,13.33,2.66,11.68,82.77,6.06
2019-11-14,236.93,47.41,121.08,110.89,13.72,2.75,11.64,100.97,7.65
2019-11-15,183.2,27.54,46.46,52.46,22.59,4.15,13.33,93.74,8.61
2019-11-16,97.7,8.41,15.81,17.47,15.51,3.25,11.0,58.35,6.64
2019-11-17,94.54,5.59,4.99,11.47,9.84,2.69,9.77,68.42,6.72
2019-11-18,178.98,19.46,16.89,27.65,11.24,3.18,10.34,4.83,22.11
2019-11-19,170.82,35.91,28.27,77.23,17.97,3.3,15.61,4.94,17.17
2019-11-20,20.1,38.06,55.17,138.75,12.41,3.39,11.07,5.02,20.7
2019-11-21,14.51,142.52,181.15,126.61,12.59,4.49,8.25,41.64,16.44
2019-11-22,24.86,53.43,125.96,38.49,12.23,3.08,9.36,15.68,8.32
2019-11-23,220.07,8.9,26.98,37.31,6.56,2.89,11.19,8.37,8.4
2019-11-24,141.6,5.81,6.5,15.26,4.0,2.61,10.74,23.23,9.53
2019-11-25,125.21,19.8,75.56,39.72,10.25,2.75,8.1,14.35,14.31
2019-11-26,51.67,28.45,96.9,18.44,8.21,2.8,9.31,43.77,55.66
2019-11-27,49.84,6.82,20.74,22.97,11.74,3.42,5.35,18.25,16.82
2019-11-28,27.95,4.46,5.42,9.7,10.27,3.08,8.39,9.52,11.13
2019-11-29,108.91,13.79,32.24,29.51,11.47,2.98,7.84,43.64,22.43
2019-11-30,206.11,16.3,35.71,29.63,9.12,3.37,6.82,15.02,13.63
2019-12-01,202.37,19.65,45.61,22.94,6.18,2.81,8.09,11.34,8.44
2019-12-02,230.34,28.41,65.45,43.79,10.96,3.1,11.48,11.44,9.81
2019-12-03,235.91,40.82,58.09,41.21,12.49,3.01,7.52,12.63,9.35
2019-12-04,215.03,40.18,102.56,65.24,6.92,2.72,5.6,86.63,37.57
2019-12-05,183.03,74.36,162.89,115.91,8.12,2.6,6.46,79.07,42.73
2019-12-06,149.42,35.17,114.6,43.38,7.14,2.5,5.52,87.34,50.64
2019-12-07,216.39,69.6,122.56,65.45,8.96,2.7,4.96,128.57,82.97
2019-12-08,208.47,58.84,155.27,119.06,5.28,2.66,11.43,87.74,43.56
2019-12-09,192.37,52.72,92.05,79.91,12.13,2.88,6.28,41.44,14.4
2019-12-10,128.82,49.7,84.92,81.65,10.72,2.56,5.07,69.17,39.64
2019-12-11,60.42,92.14,137.74,86.96,11.07,3.22,9.89,67.99,44.6
2019-12-12,42.96,35.27,82.96,37.0,8.11,2.38,5.71,40.86,40.96
2019-12-13,46.68,4.87,5.2,8.34,7.17,2.55,8.56,10.01,8.82
2019-12-14,123.645,9.54,30.87,15.7,5.49,2.54,24.61,19.85,18.86
2019-12-15,200.61,9.76,23.22,12.94,5.41,2.45,18.28,22.27,12.77
2019-12-16,273.16,6.85,5.58,9.1,6.88,3.11,10.5,10.96,10.42
2019-12-17,221.05,12.19,20.24,13.35,9.65,2.74,7.95,11.04,11.01
2019-12-18,137.79,17.78,44.95,17.41,12.63,3.12,11.04,13.47,6.74
2019-12-19,63.38,42.13,56.88,47.93,17.18,3.06,4.92,13.78,6.8
2019-12-20,140.95,16.26,27.81,35.99,20.49,3.23,4.14,20.47,18.99
2019-12-21,103.49,14.01,34.85,31.98,6.46,2.49,10.88,38.48,35.54
2019-12-22,124.54,12.64,8.74,17.85,3.52,2.38,11.88,10.05,11.38
2019-12-23,160.35,9.79,23.91,24.91,7.18,2.85,9.2,15.87,8.11
2019-12-24,54.19,34.64,50.89,37.0,7.82,2.66,10.38,15.99,6.95
2019-12-25,53.21,10.0,17.08,20.97,6.04,2.75,10.41,17.65,9.02
2019-12-26,45.98,8.98,17.61,18.45,5.64,2.92,20.24,17.14,6.57
2019-12-27,27.24,16.59,32.73,26.1,6.48,2.99,23.91,20.94,10.82
2019-12-28,35.07,47.58,54.62,51.63,5.72,2.53,14.9,43.07,13.7
2019-12-29,18.13,20.31,29.24,31.71,4.54,2.35,10.67,34.73,9.26
2019-12-30,5.57,29.22,25.88,51.66,5.88,2.33,7.15,78.28,18.32
2019-12-31,4.78,33.38,25.18,69.95,5.36,2.72,7.31,148.03,66.93
2020-01-01,72.8,109.75,100.75,121.86,16.965,2.56,7.73,146.86,145.37
2020-01-02,107.1,150.37,96.02,128.85,28.57,3.25,11.33,93.66,52.69
2020-01-03,89.33,93.03,75.02,135.96,11.32,2.8,13.1,64.35,15.5
2020-01-04,85.97,60.77,43.78,102.52,13.29,4.09,8.57,39.83,18.42
2020-01-05,103.72,8.14,29.97,20.82,4.96,2.57,5.02,8.38,9.86
2020-01-06,111.14,13.97,47.83,25.93,18.06,2.84,6.87,68.29,22.74
2020-01-07,32.73,11.97,22.97,19.64,12.4,3.11,2.97,19.25,11.01
2020-01-08,71.74,10.99,34.16,21.94,12.08,2.47,13.14,16.07,8.65
2020-01-09,92.44,6.27,14.98,10.9,12.1,3.34,11.25,17.02,7.23
2020-01-10,100.71,14.49,22.59,25.58,12.26,2.54,18.09,9.65,13.45
2020-01-11,112.57,39.79,41.04,53.19,6.13,2.34,14.99,78.03,40.49
2020-01-12,134.41,54.54,98.71,175.84,8.02,3.9,8.01,90.04,110.75
2020-01-13,76.46,34.59,86.41,56.99,12.33,4.98,5.07,15.96,24.43
2020-01-14,59.19,6.37,16.88,20.99,10.2,3.06,14.71,72.8,44.53
2020-01-15,61.43,9.99,25.23,24.44,4.59,2.15,7.02,90.07,51.96
2020-01-16,62.15,9.5,22.34,31.1,10.07,2.84,8.36,3.64,8.3
2020-01-17,84.94,12.14,18.65,34.14,18.59,3.96,9.78,54.11,36.06
2020-01-18,115.24,16.6,32.04,34.42,8.59,2.51,4.02,25.3,16.19
2020-01-19,112.88,5.41,7.34,17.17,4.44,2.43,5.79,20.36,7.28
2020-01-20,98.83,23.96,24.0,28.21,8.97,2.95,9.38,23.99,6.94
2020-01-21,69.87,48.9,64.48,95.83,9.33,2.34,10.26,142.21,56.43
2020-01-22,147.5,44.95,109.8,64.49,9.34,2.45,12.51,97.64,60.97
2020-01-23,81.67,7.7,4.22,15.22,9.73,2.4,11.51,5.14,9.4
2020-01-24,119.45,9.83,22.25,17.09,12.66,3.3,19.58,37.07,26.13
2020-01-25,109.26,37.88,59.83,62.46,17.88,2.67,26.28,50.66,26.99
2020-01-26,108.83,53.25,132.05,114.4,13.67,2.4,20.9,45.07,40.64
2020-01-27,77.3,41.8,127.19,117.27,19.21,2.16,19.27,52.43,27.8
2020-01-28,35.56,6.31,12.76,17.35,9.2,2.17,12.45,29.37,9.3
2020-01-29,108.01,9.19,6.87,28.58,20.19,2.62,7.8,5.1,1.96
2020-01-30,86.34,13.28,13.66,22.44,27.95,3.09,8.93,2.9,8.96
2020-01-31,102.28,11.86,33.27,23.85,9.29,2.12,11.86,16.96,9.87
2020-02-01,88.68,22.96,44.61,77.07,5.4,2.33,11.24,7.38,9.6
2020-02-02,118.62,14.41,37.75,28.67,4.05,2.14,17.11,4.1,4.55
2020-02-03,123.71,27.43,54.62,57.5,12.1,2.3,10.75,22.23,24.56
2020-02-04,47.14,49.31,143.09,102.34,18.45,2.52,16.54,55.35,41.13
2020-02-05,85.58,19.82,47.78,38.11,14.27,2.41,24.15,9.49,6.3
2020-02-06,93.84,14.45,36.56,22.98,21.01,2.17,18.99,27.87,2.72
2020-02-07,58.18,40.89,44.56,56.22,10.18,2.22,12.59,9.7,15.23
2020-02-08,83.81,14.67,36.89,21.91,5.8,3.03,9.79,13.77,14.03
2020-02-09,42.49,23.5,43.45,29.96,3.83,2.27,8.06,13.97,12.64
2020-02-10,16.35,38.27,78.16,69.42,6.27,2.4,6.49,6.24,13.71
2020-02-11,42.42,50.65,134.34,124.59,6.51,2.29,14.88,12.45,9.88
2020-02-12,67.13,17.75,42.94,31.32,10.26,2.47,8.97,1.51,8.08
2020-02-13,70.72,5.79,6.19,12.55,9.75,2.27,6.24,4.14,12.53
2020-02-14,70.22,4.7,10.07,10.02,15.31,2.47,11.41,1.8,9.69
2020-02-15,113.85,6.02,11.54,17.12,16.8,4.16,16.57,19.99,6.83
2020-02-16,116.59,10.57,52.5,29.37,6.53,2.16,12.12,13.61,9.73
2020-02-17,68.28,26.72,65.71,111.24,14.88,2.68,13.85,3.5,8.47
2020-02-18,127.03,30.31,50.33,53.35,10.21,2.33,30.29,4.69,6.89
2020-02-19,15.97,46.03,106.98,103.73,2.78,2.09,16.58,26.24,36.6
2020-02-20,8.59,2.78,4.85,4.53,10.7,2.58,16.83,2.18,5.54
2020-02-21,24.3,3.27,10.53,4.25,6.57,2.47,28.89,0.3,6.9
2020-02-22,50.22,9.02,44.74,20.85,5.14,2.23,8.54,1.81,7.9
2020-02-23,59.65,13.36,71.81,29.89,3.82,2.11,7.96,5.48,10.51
2020-02-24,62.34,13.73,40.02,18.64,6.9,2.22,17.44,3.82,9.03
2020-02-25,81.38,13.76,35.37,10.38,11.02,2.38,7.91,2.49,7.27
2020-02-26,92.61,24.72,104.91,40.94,8.73,2.44,6.34,6.28,9.19
2020-02-27,24.29,9.11,37.1,6.29,7.39,2.63,10.67,6.89,10.72
2020-02-28,8.53,2.88,6.85,2.94,6.61,2.45,6.53,7.71,17.41
2020-02-29,14.15,2.89,6.94,3.44,2.79,2.68,10.46,9.09,19.07
2020-03-01,27.0,4.85,22.67,10.11,2.17,2.25,7.67,8.88,15.06
2020-03-02,72.23,43.21,79.59,45.68,1.365,3.06,8.04,7.98,18.65
2020-03-03,95.98,26.42,61.86,44.37,0.56,2.44,10.8,6.87,10.2
2020-03-04,58.89,13.18,57.56,15.28,4.25,3.98,10.44,7.45,15.62
2020-03-05,36.83,3.38,9.38,4.39,14.68,2.16,6.35,3.55,9.47
2020-03-06,35.68,3.42,9.35,0.45,9.18,2.26,6.56,3.34,8.39
2020-03-07,19.42,6.91,22.09,15.11,5.42,2.38,6.48,7.47,9.59
2020-03-08,113.98,29.57,27.09,44.91,4.29,2.28,6.88,4.03,3.22
2020-03-09,76.2,7.98,18.69,14.18,5.4,2.46,10.82,3.37,4.61
2020-03-10,76.09,3.39,13.94,15.63,4.5,2.43,7.73,3.53,2.11
2020-03-11,8.07,3.37,6.92,10.84,8.24,2.24,11.58,5.99,2.33
2020-03-12,38.85,7.04,29.92,22.25,13.31,2.25,10.49,11.2,15.5
2020-03-13,49.72,8.61,22.04,24.43,14.79,2.29,14.97,3.27,2.37
2020-03-14,42.42,3.51,15.86,14.2,8.13,2.41,11.89,8.85,5.86
2020-03-15,63.98,8.22,24.13,30.47,1.88,2.22,13.15,3.49,38.37
2020-03-16,71.98,7.09,23.33,18.65,4.06,2.41,9.58,5.43,60.76
2020-03-17,88.11,8.57,37.19,16.79,5.02,2.26,9.06,13.12,79.29
2020-03-18,98.52,6.38,50.48,20.51,7.03,2.3,9.81,4.29,125.86
2020-03-19,107.53,11.13,59.76,33.89,7.29,2.18,9.0,10.82,36.7
2020-03-20,66.14,10.95,50.46,35.84,1.74,2.39,9.85,18.61,9.8
2020-03-21,102.23,8.6,44.34,21.95,3.53,2.99,8.0,5.86,6.05
2020-03-22,25.18,5.62,20.9,17.0,0.96,2.09,4.54,6.43,4.2
2020-03-23,7.79,4.11,12.16,10.19,2.26,2.7,6.37,6.39,4.18
2020-03-24,10.26,4.27,9.47,11.03,3.44,2.19,4.92,6.92,4.04
2020-03-25,4.95,4.57,6.14,12.55,0.46,2.12,4.17,6.4,4.55
2020-03-26,5.57,4.28,2.46,9.89,0.34,2.18,9.97,6.21,4.63
2020-03-27,5.19,4.33,2.99,10.51,0.34,2.63,6.22,6.45,5.12
2020-03-28,4.84,4.3,2.48,13.0,0.58,1.94,4.34,6.19,9.91
2020-03-29,6.09,4.0,1.99,9.92,1.61,1.93,4.04,6.25,5.72
2020-03-30,4.42,3.92,2.1,10.43,1.62,1.94,4.22,6.17,6.79
2020-03-31,4.22,3.81,2.13,9.83,0.65,1.93,4.0,4.67,7.7
2020-04-01,4.46,4.08,2.39,10.39,0.39,1.92,4.23,2.61,19.13
2020-04-02,4.65,3.82,1.98,9.21,0.55,1.95,4.35,2.41,6.48
2020-04-03,5.15,3.85,2.08,9.52,0.44,1.99,4.48,2.47,3.69
2020-04-04,5.87,3.83,2.61,9.72,0.44,1.99,4.49,2.45,3.69
2020-04-05,5.42,3.87,3.42,10.21,0.36,2.37,4.17,2.57,1.79
2020-04-06,,4.03,2.7,10.15,0.5,2.12,3.88,2.5,1.09
2020-04-07,,3.84,2.19,9.76,1.63,2.47,4.33,2.36,1.2
2020-04-08,,3.77,2.06,9.46,2.68,2.2,3.78,3.74,1.19
2020-04-09,,3.77,2.16,9.39,1.11,2.2,4.18,2.46,1.14
2020-04-10,,3.99,2.94,12.68,0.6,2.46,4.0,2.56,1.16
2020-04-11,,4.1,6.92,9.9,0.5,2.4,4.16,3.11,1.17
2020-04-12,,3.78,1.89,9.16,1.62,2.36,3.97,2.48,1.0
2020-04-13,,4.21,3.08,12.23,3.86,2.09,4.08,2.84,9.78
2020-04-14,,4.04,4.04,9.37,2.8,2.04,3.66,2.91,1.17
2020-04-15,,4.33,8.57,11.66,0.74,2.1,4.09,3.21,1.2
2020-04-16,,5.32,7.5,17.37,0.68,2.03,4.37,3.13,1.1
2020-04-17,,3.76,2.06,9.16,0.83,2.33,3.66,4.21,1.13
2020-04-18,,3.79,2.13,8.99,0.22,2.11,3.27,6.09,1.2
2020-04-19,4.36,3.92,4.99,9.58,0.37,2.18,3.61,10.47,2.67
2020-04-20,9.09,4.82,7.16,16.32,0.51,2.19,3.42,2.47,1.16
2020-04-21,3.82,3.85,2.11,8.24,1.16,2.08,3.19,2.33,1.18
2020-04-22,5.67,4.01,3.34,10.55,0.24,2.19,3.92,2.45,1.17
2020-04-23,4.24,3.89,3.01,8.46,0.42,2.34,3.77,2.71,1.1
2020-04-24,4.81,4.02,3.06,8.63,1.69,2.62,2.35,2.25,1.22
2020-04-25,3.3,3.79,2.01,7.66,4.01,2.39,2.27,2.5,1.18
2020-04-26,3.38,3.98,2.2,7.89,1.0,2.56,2.91,2.37,1.09
2020-04-27,3.1,3.96,2.21,7.6,1.21,3.1,2.23,2.46,1.12
2020-04-28,3.42,3.95,2.39,7.64,0.68,2.52,2.27,2.44,1.0
2020-04-29,,3.9,2.27,7.64,1.17,2.03,2.41,2.4,1.11
2020-04-30,,3.97,2.12,7.81,5.44,2.12,2.0,2.45,1.25
2020-05-01,,4.06,2.15,7.8,2.11,2.15,2.57,2.27,1.12
2020-05-02,,3.85,2.0,7.58,2.37,3.72,2.2,2.3,1.15
2020-05-03,,3.89,2.12,7.86,3.72,3.7025,2.85,2.38,1.1
2020-05-04,,3.9,2.59,8.51,0.63,3.685,2.47,2.46,1.12
2020-05-05,,3.82,2.31,8.73,0.93,3.6675,2.29,2.6,1.12
2020-05-06,,3.89,2.66,8.17,1.24,3.65,2.29,2.64,1.18
2020-05-07,,3.73,2.07,7.73,1.99,11.74,2.49,2.98,6.03
2020-05-08,,3.79,1.83,7.68,2.65,9.5575,2.46,2.73,10.52
2020-05-09,,3.73,1.43,7.59,1.72,7.375000000000001,1.73,2.79,10.88
2020-05-10,,3.75,1.53,7.72,1.55,5.192500000000001,3.04,3.14,10.68
2020-05-11,,3.83,1.62,7.89,1.3,3.01,2.02,3.19,16.55
2020-05-12,,3.77,1.62,7.86,1.43,2.97,2.28,3.01,17.81
2020-05-13,,3.86,1.6,7.99,2.18,2.67,1.64,5.02,15.15
2020-05-14,,4.41,4.62,9.78,0.83,2.81,1.93,3.02,15.91
2020-05-15,2.18,3.97,1.64,10.46,1.32,3.08,4.16,3.22,16.86
2020-05-16,2.38,3.81,1.42,8.05,0.93,2.9,4.05,2.48,15.45
2020-05-17,3.13,4.46,2.44,10.8,0.84,2.61,3.6,2.67,18.36
2020-05-18,11.49,4.44,4.15,12.14,1.34,2.51,3.23,3.43,22.95
2020-05-19,20.36,6.77,13.06,18.22,1.06,2.63,3.27,3.79,20.5
2020-05-20,10.09,4.03,2.12,8.44,0.96,2.83,3.39,3.145,18.44
2020-05-21,5.43,6.82,7.12,9.71,0.86,2.87,2.96,2.5,18.12
2020-05-22,72.6,6.61,6.25,23.24,1.03,2.79,2.9,2.51,15.38
2020-05-23,20.53,6.12,2.14,14.18,0.89,2.58,2.86,2.5,12.1
2020-05-24,4.95,5.54,1.79,8.82,1.05,2.56,2.57,2.49,14.78
2020-05-25,5.66,6.33,3.12,7.94,2.05,2.86,2.47,2.5,13.28
2020-05-26,18.51,13.67,19.67,25.48,3.98,2.86,2.28,2.51,14.04
2020-05-27,4.34,5.65,1.69,7.72,4.62,3.02,2.42,2.5,13.91
2020-05-28,4.1,5.16,2.03,7.71,4.29,2.77,2.5,2.49,9.04
2020-05-29,4.22,5.48,2.27,7.97,4.34,2.89,3.15,2.49,10.14
2020-05-30,4.14,5.05,2.1,7.76,3.93,2.84,4.1,2.5,12.64
2020-05-31,4.56,5.23,2.4,8.1,4.01,2.74,3.5,2.49,18.02
2020-06-01,4.16,5.7,3.22,8.2,4.06,2.68,4.51,2.5,18.25
2020-06-02,4.3,5.59,3.34,8.36,4.14,2.55,4.74,2.51,23.16
2020-06-03,4.41,5.26,4.99,10.0,4.41,2.52,3.91,2.5,26.1
2020-06-04,12.27,6.46,11.5,13.34,4.61,2.46,4.1,2.5,29.5
2020-06-05,6.23,6.03,3.51,8.35,3.8,2.69,4.7,2.5,5.35
2020-06-06,4.47,5.34,2.33,7.89,3.88,2.43,4.22,2.51,19.04
2020-06-07,5.52,5.62,3.18,8.37,4.06,2.36,4.46,2.5,13.15
2020-06-08,7.42,5.99,3.18,8.45,3.82,2.52,3.58,2.5,8.11
2020-06-09,10.49,5.99,4.45,8.95,4.1,2.61,4.35,2.5,7.34
2020-06-10,7.68,7.87,9.16,13.97,4.27,2.37,4.25,2.5,11.0
2020-06-11,9.08,7.66,6.76,8.88,4.01,2.58,9.26,2.5,6.56
2020-06-12,9.63,5.61,4.07,8.18,4.03,2.54,7.55,2.49,9.04
2020-06-13,14.84,5.41,2.43,18.87,3.71,2.65,5.79,2.49,10.86
2020-06-14,19.03,6.63,2.42,10.74,4.62,2.46,5.29,2.5,9.71
2020-06-15,24.89,5.62,2.41,7.91,4.64,2.35,4.83,2.51,11.09
2020-06-16,14.62,5.27,10.65,7.53,4.17,2.33,3.67,2.58,7.6
2020-06-17,10.08,5.14,2.71,7.73,4.38,2.27,4.22,11.21,10.99
2020-06-18,14.43,5.24,2.89,7.75,4.12,2.36,5.12,5.5,8.24
2020-06-19,9.28,5.29,2.8,7.79,4.21,2.21,5.15,5.1,8.98
2020-06-20,16.7,5.37,2.41,9.07,3.84,2.31,4.36,8.68,8.48
2020-06-21,8.4,5.89,2.78,8.96,3.78,2.28,3.64,8.11,9.78
2020-06-22,8.57,5.54,2.45,7.92,3.73,2.24,5.1,5.02,10.7
2020-06-23,4.8,5.27,2.74,7.97,3.38,2.72,22.61,5.96,15.07
2020-06-24,5.66,5.35,3.07,7.82,3.61,2.28,4.25,11.18,14.2
2020-06-25,13.0,5.76,6.19,9.1,3.47,2.42,4.44,10.86,12.99
2020-06-26,9.74,6.23,6.72,9.37,3.65,3.04,5.55,9.41,11.37
2020-06-27,29.72,6.66,4.3,10.24,3.65,3.02,5.2,8.5,15.0
2020-06-28,43.13,7.23,8.96,16.41,3.67,2.6,5.08,8.28,14.27
2020-06-29,9.81,5.43,6.43,14.85,3.58,2.27,4.45,26.11,7.85
2020-06-30,5.6,4.62,2.36,9.16,3.55,2.81,10.55,12.02,2.16
2020-07-01,4.03,3.67,1.35,9.53,3.71,2.63,2.91,23.36,0.54
