Date,DL002,DL021,DL031,DL033,KA003,KA009,TN001,UP012,UP014
2015-01-01,,150.68,,97.55,4.01,2.51,8.81,1.59,2.87
2015-01-02,,108.46,,88.41,9.21,2.9,8.71,1.61,2.87
2015-01-03,,55.6,,24.56,11.22,17.45,8.9,1.67,2.87
2015-01-04,,48.82,,15.43,6.73,16.27,8.69,1.62,2.87
2015-01-05,,13.0,,6.75,13.51,5.54,8.74,1.76,2.87
2015-01-06,,18.4,,14.12,10.27,2.93,8.92,1.86,2.87
2015-01-07,,42.81,,20.97,22.31,2.89,8.76,2.09,3.61
2015-01-08,,33.02,,18.34,9.15,4.05,11.01,3.71,4.57
2015-01-09,,25.25,,15.11,10.27,3.22,10.28,3.33,4.55
2015-01-10,,15.29,,24.73,4.15,2.82,8.87,3.39,4.56
2015-01-11,,23.825,,31.96,5.03,2.91,8.78,3.24,3.82
2015-01-12,,32.36,,22.19,11.6,10.49,8.65,3.37,2.81
2015-01-13,,41.26,,33.76,14.93,6.53,8.78,3.21,3.99
2015-01-14,,37.27,,14.49,11.34,7.34,8.8,2.52,3.31
2015-01-15,,91.11,,72.39,7.06,6.67,8.78,1.92,3.98
2015-01-16,,104.1,,,8.83,12.65,8.67,2.27,1.51
2015-01-17,,87.07,,,8.15,9.15,12.5,2.14,2.4
2015-01-18,,81.87,,,2.58,9.75,12.68,2.04,1.98
2015-01-19,,53.37,,,6.68,9.18,12.44,4.57,2.19
2015-01-20,,13.39,,,24.786666666666665,10.44,12.87,3.88,4.25
2015-01-21,,12.95,,12.23,42.89333333333333,7.02,13.43,11.8,21.82
2015-01-22,,20.05,,17.53,61.0,15.95,12.99,7.53,14.51
2015-01-23,,12.37,,12.75,4.35,3.46,11.56,5.35,5.85
2015-01-24,,11.21,,8.61,6.59,2.9,8.98,4.42,4.52
2015-01-25,,9.8,,10.4,3.7,2.68,9.02,4.86,3.61
2015-01-26,,9.985,,8.94,2.01,2.52,8.96,6.47,6.58
2015-01-27,,10.17,,10.48,19.1,2.75,9.09,5.65,6.31
2015-01-28,,16.21,,10.7,9.78,2.84,9.01,4.35,2.63
2015-01-29,,30.96,,17.35,149.14,3.05,8.92,6.02,2.42
2015-01-30,,25.34,,12.35,100.99,5.28,8.85,7.689999999999999,2.36
2015-01-31,,57.44,,43.1,69.39,3.09,8.97,9.36,4.35
2015-02-01,,98.13,,67.38,3.03,2.5,8.69,8.74,5.85
2015-02-02,,9.13,,5.27,8.05,2.66,15.23,5.06,2.47
2015-02-03,,8.98,,4.56,5.9,3.03,8.94,4.5,3.01
2015-02-04,,14.58,,8.03,8.33,2.89,8.64,6.25,4.2
2015-02-05,,38.03,,17.83,14.4,2.7,8.92,3.88,3.36
2015-02-06,,53.03,,50.69,5.88,3.03,8.82,8.905,3.22
2015-02-07,,43.44,,23.67,17.47,3.77,8.99,13.93,7.56
2015-02-08,,29.565,,27.89,11.23,2.84,8.72,8.75,5.7
2015-02-09,,15.69,,12.29,4.09,2.84,8.87,6.36,5.02
2015-02-10,,16.37,,21.85,6.54,3.08,8.83,5.99,2.56
2015-02-11,,44.15,,36.26,11.53,3.51,8.88,8.41,4.41
2015-02-12,,37.47,,39.82,12.89,12.5,8.92,7.57,5.01
2015-02-13,,27.31,,47.38,28.04,5.81,9.05,4.48,2.05
2015-02-14,,131.81,,140.01,20.02,2.57,9.72,7.98,4.57
2015-02-15,,75.72,,50.8,7.36,2.06,9.64,4.67,2.13
2015-02-16,,28.14,,24.36,13.94,7.36,9.26,6.08,2.46
2015-02-17,,41.42,,24.65,20.56,11.33,12.27,5.5,2.61
2015-02-18,,125.72,,124.72,27.74,11.33,14.94,5.44,3.32
2015-02-19,,26.6,,34.04,17.85,11.07,13.96,5.42,3.02
2015-02-20,,16.84,,15.22,11.6,8.4,10.51,5.12,2.23
2015-02-21,,54.74,,55.34,6.68,2.86,8.49,7.46,3.28
2015-02-22,,12.82,,9.94,5.79,10.27,7.77,6.19,2.33
2015-02-23,,14.175,,22.56,5.33,9.44,7.3,8.3,2.55
2015-02-24,,15.53,,66.43,23.41,3.58,7.53,7.74,4.88
2015-02-25,,14.93,,8.12,21.94,5.81,9.33,8.43,4.32
2015-02-26,,11.3,,11.95,16.21,3.18,7.3,4.59,3.966666666666667
2015-02-27,,18.34,,17.2,8.65,4.74,6.97,7.11,3.613333333333333
2015-02-28,,5.54,,14.28,2.17,3.71,7.68,9.87,3.26
2015-03-01,,7.32,,6.67,2.34,2.75,7.84,11.73,3.24
2015-03-02,,5.08,,6.27,2.98,8.93,9.38,11.36,2.89
2015-03-03,,16.87,,26.98,5.42,10.82,9.08,11.62,4.26
2015-03-04,,11.25,,17.04,3.5,6.9,8.42,13.48,5.29
2015-03-05,,33.66,,48.33,11.53,11.53,11.55,14.77,5.3
2015-03-06,,24.78,,34.04,4.26,7.62,11.2,12.81,5.3
2015-03-07,,10.7,,15.92,5.13,9.02,11.12,21.43,5.24
2015-03-08,,14.24,,15.58,3.33,7.14,10.75,16.11,5.05
2015-03-09,,7.86,,7.28,7.17,6.53,10.81,12.96,3.99
2015-03-10,,9.35,,10.2,6.87,3.04,8.78,12.86,2.48
2015-03-11,,19.63,,13.62,13.14,4.04,6.41,13.14,2.47
2015-03-12,,21.6,,34.56,7.34,3.42,6.52,13.73,2.38
2015-03-13,,20.61,,27.62,5.45,10.75,15.9,13.28,3.0
2015-03-14,,16.92,,19.81,5.1,19.78,12.52,12.81,2.99
2015-03-15,,5.91,,4.53,2.86,15.3,7.62,11.78,2.81
2015-03-16,,16.02,,7.25,4.85,19.9,7.2,21.96,3.59
2015-03-17,,13.75,,13.36,9.9,18.0,20.71,17.28,3.17
2015-03-18,,7.92,,6.45,57.9,22.81,17.97,11.68,2.39
2015-03-19,,25.23,,13.2,,17.05,16.79,12.32,2.35
2015-03-20,,23.15,,31.86,,3.36,17.49,13.96,2.32
2015-03-21,,29.59,,34.2,,3.47,20.68,14.61,2.33
2015-03-22,,6.54,,5.08,,2.84,14.85,12.22,2.31
2015-03-23,,13.68,,10.14,,3.1,14.41,12.8,2.27
2015-03-24,,14.06,,51.63,,5.39,19.12,19.65,2.24
2015-03-25,,28.95,,38.86,,3.16,12.77,32.66,2.56
2015-03-26,,40.95,,44.3,,4.16,6.24,34.29,2.51
2015-03-27,,11.87,,8.25,5.02,3.67,6.15,13.89,2.27
2015-03-28,,52.09,,54.98,2.28,3.46,6.09,25.51,2.42
2015-03-29,,38.16,,42.56,1.08,3.06,6.05,14.63,2.32
2015-03-30,,5.63,,2.98,1.3,3.36,6.38,11.88,2.22
2015-03-31,,10.03,,7.9,1.0,3.58,6.32,12.79,5.42
2015-04-01,,47.12,,75.96,1.06,3.73,6.65,15.63,6.22
2015-04-02,,4.41,,2.01,2.47,5.48,6.44,24.0,6.21
2015-04-03,,4.39,,4.54,1.47,3.32,6.11,13.6,5.92
2015-04-04,18.27,5.05,7.06,6.75,2.65,4.57,6.57,11.82,5.54
2015-04-05,14.56,10.77,6.87,20.91,0.76,2.99,6.58,12.58,5.64
2015-04-06,18.2675,49.82,7.0600000000000005,86.16,0.85,4.11,10.4,14.63,5.66
2015-04-07,21.975,2.9,7.25,3.68,1.21,3.69,15.85,25.35,5.66
2015-04-08,25.6825,10.95,7.439999999999999,24.79,1.82,3.11,6.19,15.79,2.79
2015-04-09,29.39,7.13,7.63,10.69,2.06,4.31,17.24,12.78,1.11
2015-04-10,26.64,13.68,7.46,27.14,11.15,3.21,16.7,15.05,1.17
2015-04-11,16.26,14.13,8.63,51.37,11.79,4.65,6.09,19.6,1.63
2015-04-12,15.43,2.37,6.86,6.15,0.67,3.22,6.13,12.91,2.0
2015-04-13,13.32,2.03,6.83,28.08,1.71,3.65,12.96,14.04,7.55
2015-04-14,11.66,6.89,7.18,16.29,0.65,3.48,6.95,19.27,8.24
2015-04-15,17.64,8.76,7.3,31.33,9.05,4.61,8.34,14.5,8.93
2015-04-16,16.83,12.41,6.71,12.12,1.2,4.15,10.9,20.85,9.62
2015-04-17,30.04,13.57,7.33,32.28,0.93,4.75,6.82,13.37,8.65
2015-04-18,24.85,15.0,7.35,74.18,0.92,2.98,6.92,12.11,8.86
2015-04-19,19.7,47.61,8.28,75.42,0.96,2.92,6.44,17.9,6.37
2015-04-20,11.03,8.07,6.81,49.41,1.24,3.26,6.2,13.39,4.61
2015-04-21,30.44,10.94,6.98,80.43,1.1,6.02,6.14,15.2,11.1
2015-04-22,32.92,17.7,7.56,93.5,1.12,5.9,6.2,17.01,4.38
2015-04-23,28.75,46.12,8.28,85.2,1.49,5.53,6.11,5.7,7.1
2015-04-24,23.95,54.75,9.01,107.74,0.83,4.35,17.85,4.74,1.02
2015-04-25,13.78,11.79,7.68,66.34,0.17,4.49,36.44,4.57,0.87
2015-04-26,9.54,3.85,6.77,35.42,2.0,12.21,35.76,4.58,0.98
2015-04-27,10.02,4.1,6.83,33.95,1.84,5.69,36.02,4.71,1.44
2015-04-28,9.7,4.02,6.77,20.3,5.91,8.59,36.15,4.63,1.92
2015-04-29,9.72,4.11,6.81,23.34,7.37,7.11,36.07,4.67,1.71
2015-04-30,9.9,3.85,3.67,25.09,2.5,4.99,34.03,4.71,1.54
2015-05-01,9.75,3.83,18.85,27.65,2.76,4.12,36.55,4.74,2.33
2015-05-02,11.74,11.91,46.06,50.03,2.83,9.22,36.84,4.8,2.57
2015-05-03,12.59,53.4,111.43,101.2,4.45,6.27,36.49,4.79,2.58
2015-05-04,11.67,47.31,89.95,103.23,4.25,6.12,36.24,4.8,2.84
2015-05-05,13.78,87.65,150.42,115.94,4.31,13.74,35.54,4.84,2.4
2015-05-06,12.67,54.22,111.67,121.47,4.55,11.9,22.79,4.86,2.39
2015-05-07,10.69,12.08,27.58,39.21,7.14,4.56,6.24,4.35,1.71
2015-05-08,11.0,34.79,55.39,41.71,7.64,4.99,31.85,1.68,1.69
2015-05-09,10.98,46.94,84.32,91.25,4.32,4.63,20.13,1.11,1.66
2015-05-10,11.31,15.39,8.05,61.36,11.34,4.08,6.32,1.26,6.27
2015-05-11,10.06,4.49,21.13,22.69,9.22,5.16,21.45,1.82,3.2
2015-05-12,9.79,4.89,8.77,21.34,14.74,4.46,9.79,1.11,1.84
2015-05-13,8.32,8.13,10.353333333333332,23.2,9.23,4.13,13.63,1.26,2.07
2015-05-14,2.77,25.62,11.936666666666667,33.57,7.51,3.43,26.77,1.21,1.95
2015-05-15,6.14,31.38,13.52,90.26,7.5,3.52,9.38,1.77,1.72
2015-05-16,7.71,13.37,45.14,23.68,6.41,4.26,8.12,3.98,1.7
2015-05-17,9.28,5.65,24.58,24.93,9.08,2.95,9.7,4.03,1.64
2015-05-18,10.85,4.98,1.02,23.15,14.13,3.24,9.11,4.26,1.75
2015-05-19,12.42,8.21,14.32,29.24,17.7,4.23,108.65,2.99,1.79
2015-05-20,23.87,7.63,15.49,35.96,6.59,3.31,7.34,3.34,1.8
2015-05-21,58.25,16.53,11.31,40.15,12.69,3.23,7.48,3.44,1.73
2015-05-22,153.97,12.68,11.01,32.38,10.96,3.15,7.01,2.87,2.22
2015-05-23,192.95,11.54,21.6,42.31,11.19,3.63,12.26,3.27,8.29
2015-05-24,114.93,12.9,48.09,63.02,8.47,2.57,8.99,6.94,1.55
2015-05-25,142.89,10.12,83.58,75.09,7.71,2.5,18.31,3.67,1.5
2015-05-26,123.6,7.78,16.04,40.37,3.65,2.4,7.76,6.82,1.49
2015-05-27,155.36,15.07,62.2,33.93,2.89,3.07,17.95,3.4,1.47
2015-05-28,123.11,43.08,80.52,35.14,9.29,14.58,32.28,4.09,1.53
2015-05-29,96.48,7.32,71.88,33.32,8.65,5.94,45.9,6.67,1.54
2015-05-30,204.7,15.3,59.6,35.62,1.73,0.9,63.79,5.35,1.8
2015-05-31,139.89499999999998,13.68,30.19,48.97,13.78,0.47,49.07,6.23,4.21
2015-06-01,75.09,5.92,14.75,17.57,10.47,0.39,2.4,3.8,0.99
2015-06-02,66.44,6.39,14.42,16.08,8.615,0.46,3.12,3.26,1.0
2015-06-03,82.15,7.73,18.47,15.9,6.76,0.4,5.35,4.75,3.4
2015-06-04,61.84,7.36,14.47,11.69,4.39,0.48,3.64,3.53,2.91
2015-06-05,66.10000000000001,8.34,46.29,15.32,1.74,2.49,16.78,3.49,1.16
2015-06-06,70.36000000000001,7.06,61.65,9.6,3.66,5.04,3.54,3.44,1.02
2015-06-07,74.62,9.52,63.96,12.42,0.69,4.76,2.95,4.99,1.37
2015-06-08,169.98,4.54,6.13,11.94,8.51,4.35,3.79,7.2,1.7199999999999998
2015-06-09,166.8,6.13,2.45,10.09,2.48,8.32,3.25,5.58,2.07
2015-06-10,116.57,6.65,2.13,10.03,1.79,4.05,2.9,3.24,1.0
2015-06-11,173.47,5.04,2.86,8.14,1.28,3.68,8.82,3.0,1.09
2015-06-12,230.37,6.06,9.34,11.38,5.28,2.56,6.99,3.18,0.97
2015-06-13,104.28,8.11,15.01,14.51,7.06,2.34,6.1,2.91,1.01
2015-06-14,55.28,8.67,9.79,10.63,2.13,1.74,2.34,3.23,0.91
2015-06-15,80.34,9.23,17.76,12.97,19.8,3.11,6.24,3.55,1.0
2015-06-16,140.34,6.65,56.77,24.02,0.32,2.93,3.02,3.87,1.24
2015-06-17,133.13,15.5,44.89,10.14,3.26,2.16,2.82,3.46,1.0
2015-06-18,79.46,27.2,52.69,9.75,2.59,2.8,2.31,3.54,1.01
2015-06-19,14.49,4.19,6.9,7.51,1.92,4.4,5.17,3.09,1.01
2015-06-20,15.6,4.3,3.13,7.47,1.44,5.63,4.54,2.99,1.01
2015-06-21,26.85,4.79,5.74,6.95,1.18,5.2,2.44,2.82,1.0
2015-06-22,34.94,4.96,9.18,7.67,2.59,3.04,11.51,2.71,1.03
2015-06-23,51.0,7.17,22.66,7.8,2.25,1.37,12.04,2.92,1.09
2015-06-24,61.95,7.25,10.27,7.69,1.02,0.79,10.18,2.81,1.55
2015-06-25,66.14,4.7,15.33,7.36,4.29,0.43,12.74,3.06,1.28
2015-06-26,144.5,9.43,16.06,9.99,1.74,0.24,3.36,3.3,1.01
2015-06-27,109.37,5.36,1.99,6.9,1.03,0.84,3.4,3.18,1.1
2015-06-28,109.65,4.9,3.97,7.81,0.77,0.66,4.25,3.24,0.99
2015-06-29,12.98,4.19,2.72,7.14,1.88,0.62,3.7,3.58,1.18
2015-06-30,29.46,4.08,1.98,7.02,4.63,0.85,2.46,3.7,1.54
2015-07-01,28.85,6.04,2.69,7.24,1.67,0.44,18.22,3.95,1.24
2015-07-02,49.54,4.93,3.83,7.11,3.9,0.37,8.45,3.59,1.07
2015-07-03,100.76,5.77,1.99,6.31,2.19,0.24,8.38,4.02,2.32
2015-07-04,125.56,5.27,2.25,5.74,1.93,0.29,9.22,3.57,1.07
2015-07-05,158.36,6.48,22.2,7.04,1.29,0.19,5.0,3.18,1.2
2015-07-06,46.48,9.22,20.04,5.16,2.42,3.13,5.48,3.25,1.57
2015-07-07,34.97,5.44,17.96,5.62,1.87,0.14,6.65,3.41,1.21
2015-07-08,22.46,8.67,16.95,7.56,2.08,4.95,5.19,3.31,1.02
2015-07-09,69.38,7.61,33.89,,6.2,5.66,18.2,3.02,1.96
2015-07-10,58.9,7.69,24.08,,7.88,7.11,9.96,3.23,1.65
2015-07-11,37.3,7.975,29.55,,3.49,9.52,12.08,2.96,1.26
2015-07-12,55.2,8.26,17.92,,2.66,9.1,9.12,22.155,1.785
2015-07-13,73.10000000000001,8.83,19.9,,2.82,7.19,7.06,41.35,2.31
2015-07-14,91.0,11.23,13.68,4.71,3.48,4.84,19.1,3.1,25.43
2015-07-15,132.0,13.57,5.4,27.93,3.96,7.33,11.92,3.12,8.22
2015-07-16,98.7,12.44,6.83,4.19,4.62,5.3,15.46,3.7,6.8
2015-07-17,29.45,12.88,13.89,5.78,7.26,5.1,8.91,3.15,3.44
2015-07-18,47.9,18.69,18.37,40.9,2.06,5.51,7.26,3.43,1.58
2015-07-19,68.99,20.73,22.0,21.08,1.72,5.8,10.49,3.6,2.76
2015-07-20,44.41,17.336666666666666,23.64,11.19,4.67,5.52,8.26,3.13,2.24
2015-07-21,19.11,13.943333333333332,7.71,20.05,3.83,5.07,7.75,2.86,1.5
2015-07-22,14.99,10.55,5.17,76.58,3.11,4.96,8.1,2.86,1.53
2015-07-23,11.48,11.23,7.23,37.93,7.03,5.0,39.3,2.95,17.35
2015-07-24,14.06,11.16,7.46,,2.85,4.79,16.48,3.68,5.47
2015-07-25,13.92,12.5,11.63,,3.4,5.04,7.42,3.92,5.71
2015-07-26,14.57,12.12,3.95,,2.06,4.71,6.56,3.44,5.09
2015-07-27,17.72,11.55,4.24,,6.68,4.7,13.05,3.81,11.14
2015-07-28,16.88,11.74,2.52,,2.24,5.08,8.48,4.31,23.78
2015-07-29,21.12,8.45,8.19,,2.13,5.21,7.54,3.85,2.23
2015-07-30,42.43,6.79,4.31,4.2,4.02,5.16,8.68,3.86,2.42
2015-07-31,96.86,9.17,11.09,4.01,4.82,5.33,12.94,5.51,2.61
2015-08-01,91.94,12.47,15.22,,3.15,4.97,78.88,4.79,2.49
2015-08-02,89.64,12.51,14.72,,2.44,4.52,9.86,4.34,2.17
2015-08-03,103.55,7.88,11.53,,6.89,4.91,9.41,4.49,2.27
2015-08-04,67.28,6.24,6.42,,6.04,5.43,12.73,4.37,2.32
2015-08-05,47.28,6.7,28.6,,3.78,5.35,9.4,4.14,2.32
2015-08-06,67.61,10.48,7.9,,7.11,4.93,8.96,3.34,2.18
2015-08-07,38.76,5.9,10.59,,3.89,2.24,12.15,3.32,2.64
2015-08-08,30.7,8.23,11.92,,3.28,1.97,12.47,3.77,5.17
2015-08-09,86.66,13.93,17.39,,1.72,1.29,11.43,3.88,5.99
2015-08-10,79.88,15.82,25.0,,5.54,1.77,10.47,4.49,20.71
2015-08-11,58.84,8.47,29.56,,3.58,1.55,13.48,4.22,4.01
2015-08-12,14.7,5.69,32.88,,5.15,1.76,11.13,3.93,13.64
2015-08-13,30.58,21.38,56.83,,7.94,1.68,15.57,4.06,1.68
2015-08-14,32.92,14.08,15.67,52.38,7.6,1.48,9.36,3.86,
2015-08-15,38.54,7.74,9.68,42.34,1.67,2.19,6.66,3.76,
2015-08-16,113.01,11.32,17.57,32.300000000000004,5.99,4.12,7.93,5.21,
2015-08-17,87.09,9.39,17.66,22.26,9.72,4.14,14.96,4.89,
2015-08-18,57.28,10.52,7.2,17.59,7.14,2.02,16.42,4.47,
2015-08-19,110.49,4.29,9.62,8.39,17.14,2.65,17.28,4.25,
2015-08-20,131.9,6.37,5.79,4.58,12.18,1.92,42.82,4.28,3.0
2015-08-21,130.24,3.98,34.26,5.54,4.1,2.52,7.87,3.66,33.28
2015-08-22,134.23,4.54,21.08,6.59,4.06,1.83,8.9,4.86,3.25
2015-08-23,96.92,6.5600000000000005,11.85,6.89,3.72,1.85,7.66,4.76,5.02
2015-08-24,112.32,8.58,21.73,7.98,5.64,2.35,9.81,4.02,7.49
2015-08-25,107.4,5.1,13.68,3.32,4.95,6.11,8.48,4.14,3.02
2015-08-26,102.63,5.36,19.98,3.02,1.98,6.47,9.22,4.94,3.23
2015-08-27,100.33,4.75,55.23,6.48,8.7,4.83,9.71,4.29,8.53
2015-08-28,28.78,7.68,8.38,1.44,4.41,2.03,8.28,6.94,1.1
2015-08-29,93.25,9.455,11.25,2.33,4.35,3.86,8.3,9.56,2.4
2015-08-30,97.35,11.23,9.73,3.22,0.27,2.38,5.87,9.08,3.15
2015-08-31,90.31,12.89,5.45,2.87,0.31,4.72,7.22,8.58,3.09
2015-09-01,95.54,12.73,10.28,6.529999999999999,0.22,4.79,5.44,8.55,3.44
2015-09-02,122.21,13.99,16.94,10.19,0.19,2.43,5.62,8.85,3.38
2015-09-03,101.66,12.88,41.32,9.9,0.74,2.93,6.29,8.47,2.68
2015-09-04,128.0,15.02,80.94,22.37,,3.72,5.69,6.43,2.6
2015-09-05,117.94,13.75,57.25,1.85,,6.79,5.89,6.55,4.06
2015-09-06,76.65,11.78,41.375,2.49,,2.41,5.25,7.16,1.81
2015-09-07,89.35,12.21,25.5,1.91,,4.12,6.25,6.89,2.1
2015-09-08,95.53,11.8,34.1,2.44,0.5,7.18,6.59,6.79,1.85
2015-09-09,80.77,10.91,13.62,1.51,,6.75,6.29,6.7,3.67
2015-09-10,79.87,11.98,19.56,2.73,,6.53,7.51,7.84,3.61
2015-09-11,60.33,10.85,12.18,3.96,,5.32,9.66,9.2,2.44
2015-09-12,33.11,9.63,49.51,2.32,,4.77,9.61,6.72,1.66
2015-09-13,21.18,8.41,42.54,4.67,,2.59,7.31,7.41,1.96
2015-09-14,36.24,18.25,83.3,1.09,,5.5,8.58,7.34,2.57
2015-09-15,16.27,9.93,37.25,3.97,,3.39,9.1,8.24,3.78
2015-09-16,13.08,13.16,4.45,1.76,,3.26,8.66,6.7,5.85
2015-09-17,64.96,21.93,24.85,11.85,4.26,2.27,8.21,6.89,10.16
2015-09-18,20.74,20.25,9.98,13.57,3.15,2.82,8.79,10.58,3.48
2015-09-19,49.86,23.46,21.26,12.35,3.44,3.05,14.52,6.89,2.8
2015-09-20,42.28,24.62,19.13,16.36,4.11,2.49,10.285,7.33,1.81
2015-09-21,25.66,20.15,5.07,11.14,3.96,3.76,6.05,8.11,1.44
2015-09-22,22.6,19.69,3.0,8.3,3.97,8.21,5.45,8.54,1.55
2015-09-23,59.44,17.37,5.29,9.68,4.13,2.93,6.24,,1.77
2015-09-24,147.6,17.21,42.5,15.37,3.97,2.65,5.58,,2.51
2015-09-25,156.8,41.26,88.56,24.25,3.89,3.36,5.79,,2.52
2015-09-26,152.82,49.56,127.57,32.39,2.77,1.6,18.6,,2.47
2015-09-27,125.96,55.48,68.51,15.98,2.97,18.59,6.69,,2.24
2015-09-28,70.53,20.7,36.16,8.69,2.88,40.44,6.55,,2.02
2015-09-29,80.18,18.24,24.32,7.89,4.71,7.26,9.83,,1.27
2015-09-30,75.13,14.89,5.29,7.13,9.95,3.66,10.09,,1.41
2015-10-01,92.03,38.13,69.1,10.22,4.69,4.21,11.39,,1.2
2015-10-02,98.33,,82.05,9.1,4.725,3.85,6.06,,1.31
2015-10-03,101.72,,46.9,10.81,4.76,2.01,7.9,17.42,1.34
2015-10-04,158.41,,83.41,36.68,3.42,4.09,6.61,20.72,1.9
2015-10-05,174.34,,127.67,89.7,5.26,7.08,7.32,6.42,1.91
2015-10-06,169.85,,113.84,63.45,9.45,3.87,7.45,5.54,1.92
2015-10-07,73.84,,48.13,9.7,4.1,3.15,6.88,23.6,2.03
2015-10-08,96.6,,128.32,14.36,4.48,5.63,6.94,17.67,3.12
2015-10-09,142.89,,103.16,43.32,6.86,5.77,7.27,14.33,5.38
2015-10-10,253.02,,145.25,77.95,11.69,4.56,7.39,36.02,3.03
2015-10-11,216.98,,139.38,57.33,4.07,5.75,7.37,33.58,1.95
2015-10-12,187.62,,150.36,47.02,11.46,3.29,7.71,0.8,6.49
2015-10-13,19.58,,62.03,20.27,15.34,4.93,74.62,24.53,1.49
2015-10-14,27.49,,13.53,10.81,20.27,5.9,46.25,35.48,1.0
2015-10-15,86.79,,74.56,25.51,10.36,8.41,31.88,4.44,1.75
2015-10-16,133.11,,147.81,31.69,16.63,11.81,16.17,32.05,1.75
2015-10-17,91.715,,118.62,66.13,7.52,3.01,11.15,11.28,1.44
2015-10-18,50.32,,89.43,35.25,4.51,9.43,14.3,5.79,1.97
2015-10-19,107.53,,156.42,31.38,10.58,7.36,9.47,3.02,2.08
2015-10-20,143.02,,174.87,98.35,7.89,1.96,9.18,30.26,2.57
2015-10-21,72.58,,63.87,13.29,3.99,0.85,11.59,12.81,3.09
2015-10-22,70.44,,128.78,14.34,2.96,0.97,12.19,21.22,4.23
2015-10-23,126.21,,80.3,36.12,6.32,0.42,28.84,26.62,7.64
2015-10-24,167.96,,135.11,77.16,2.95,0.52,9.85,36.64,29.87
2015-10-25,29.53,,52.62,28.69,3.06,0.42,13.45,14.43,9.5
2015-10-26,41.43,,37.49,20.29,4.75,1.47,10.01,26.4,19.16
2015-10-27,58.71,,76.8,25.9,4.99,2.11,12.72,31.56,25.35
2015-10-28,64.12,4.35,63.69,24.4,7.35,1.81,13.67,50.86,17.4
2015-10-29,41.93,4.84,69.89,19.3,4.76,8.26,12.98,8.76,9.93
2015-10-30,41.72,40.96,32.92,28.49,5.82,2.85,13.02,11.03,19.34
2015-10-31,55.08,0.36,58.395,93.22,2.54,1.11,16.44,11.03,37.0
2015-11-01,68.44,0.26,83.87,99.85,3.44,0.83,12.51,6.09,27.68
2015-11-02,89.93,16.48,147.11,77.79,11.96,1.84,10.88,8.09,31.07
2015-11-03,64.22,34.33,159.6,33.75,16.57,2.93,10.85,10.54,15.25
2015-11-04,201.33,22.22,184.68,125.32,10.83,1.5,9.91,8.78,31.85
2015-11-05,93.22,9.62,82.16,25.61,8.21,7.87,12.44,3.65,29.31
2015-11-06,75.26,7.52,66.44,25.86,5.26,1.84,12.11,5.56,18.71
2015-11-07,99.43,13.22,103.82,34.63,5.15,0.87,13.72,6.01,43.92
2015-11-08,71.05,5.7,98.51,22.6,3.24,0.61,7.6,5.76,22.61
2015-11-09,157.07,36.58,238.6,79.35,1.06,0.69,4.59,6.47,38.33
2015-11-10,200.31,83.06,122.74,84.34,2.4,0.45,5.73,5.24,40.77
2015-11-11,88.43,9.88,49.78,15.97,5.86,1.09,5.55,4.49,14.05
2015-11-12,137.53,5.57,35.24,16.41,6.62,2.19,6.49,4.05,17.67
2015-11-13,101.11,8.44,54.59,16.8,6.45,1.2,6.13,3.37,18.77
2015-11-14,38.36,10.74,46.78,14.07,6.32,0.86,5.76,3.02,20.24
2015-11-15,33.65,35.16,64.63,69.84,1.21,1.1025,4.89,3.3,19.53
2015-11-16,93.73,59.58,189.23,109.46,1.11,1.345,4.32,3.98,22.32
2015-11-17,142.23,39.08,358.87,29.61,4.14,1.5875,5.5,2.61,22.02
2015-11-18,208.32,90.66,108.74,93.75,7.17,1.83,5.24,1.7,12.69
2015-11-19,181.57,113.32,164.45,147.11,10.2,5.71,8.85,2.76,13.67
2015-11-20,168.72,131.93,185.76,154.84,7.11,2.32,7.59,1.69,26.39
2015-11-21,114.62,109.84,99.57,126.73,10.333333333333334,1.44,6.6,2.73,24.39
2015-11-22,104.31,99.87,126.87,142.59,13.556666666666668,0.71,7.02,3.42,40.78
2015-11-23,96.43,134.6,222.24,160.34,16.78,1.56,6.06,3.74,41.62
2015-11-24,178.12,98.35,206.67,85.17,9.72,2.41,8.82,4.29,28.84
2015-11-25,83.05,25.29,58.39,32.47,9.96,2.61,6.66,2.84,21.7
2015-11-26,96.77,55.06,163.06,112.34,10.26,6.63,5.46,6.47,25.68
2015-11-27,66.1,29.03,79.33,82.08,8.2,1.77,9.07,4.79,25.29
2015-11-28,56.31,31.69,56.02,27.01,9.15,2.96,10.81,2.79,47.75
2015-11-29,178.04,65.03,110.9,71.99,5.4,0.85,5.84,2.82,40.28
2015-11-30,182.56,94.16,247.46,132.49,8.28,1.26,7.0,2.89,51.94
2015-12-01,137.02,32.17,92.19,50.44,9.46,1.65,5.81,3.02,75.6
2015-12-02,120.16,37.62,138.87,42.4,8.94,1.5,3.94,2.81,27.21
2015-12-03,170.28,14.14,65.31,25.87,8.08,4.52,2.73,2.78,6.86
2015-12-04,155.52,35.51,48.58,65.67,7.22,3.47,3.6475,3.21,6.86
2015-12-05,222.46,115.62,105.9,179.57,6.08,1.04,4.565,27.51,12.61
2015-12-06,79.67,112.6,183.07,154.77,4.86,0.74,5.482500000000001,35.45,14.28
2015-12-07,119.5,19.61,119.34,40.26,7.1,0.99,6.4,47.44,39.86
