Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2015-04-23,14.07,18.28,96.19,4.22,28.48,
2015-04-24,12.52,14.56,108.55,4.22,21.07,
2015-04-25,12.28,10.76,71.34,5.65,35.3,
2015-04-26,19.55,6.91,38.68,4.95,34.04,
2015-04-27,11.71,8.07,44.09,4.34,32.78,
2015-04-28,18.7,7.91,43.91,4.72,25.34,
2015-04-29,22.68,9.38,51.34,4.22,24.05,
2015-04-30,12.64,10.16,48.72,4.83,35.02,
2015-05-01,12.05,8.77,52.01,4.98,69.42,
2015-05-02,14.93,9.61,76.22,4.47,19.37,
2015-05-03,10.05,20.42,100.84,4.22,20.07,
2015-05-04,15.91,7.19,112.64,6.13,24.32,
2015-05-05,13.3,10.33,150.76,5.6,20.37,
2015-05-06,10.79,12.74,122.67,4.72,24.92,
2015-05-07,14.16,21.64,73.07,4.3,23.92,
2015-05-08,11.04,17.05,73.9,3.97,39.41,
2015-05-09,13.81,17.23,96.25,3.63,29.61,
2015-05-10,14.91,37.17,65.08,4.47,22.64,
2015-05-11,17.29,31.25,48.43,4.22,34.34,
2015-05-12,18.34,43.94,48.09,4.47,19.29,
2015-05-13,20.96,21.94,45.79,4.22,54.46,
2015-05-14,20.16,24.47,53.26,4.22,16.64,
2015-05-15,14.1,18.36,81.14,4.22,20.92,
2015-05-16,18.53,18.4,91.36,4.61,20.26,
2015-05-17,11.25,18.38,65.15,5.06,17.56,
2015-05-18,13.5,18.2,55.88,4.51,24.13,
2015-05-19,20.24,35.47,70.51,4.7,40.48,
2015-05-20,16.97,18.92,60.6,4.22,37.38,
2015-05-21,9.15,18.82,63.55,4.22,41.97,
2015-05-22,8.93,18.43,77.1,4.39,40.71,
2015-05-23,13.42,19.78,75.32,3.63,22.64,
2015-05-24,10.15,17.31,69.04,3.55,28.05,
2015-05-25,10.4,20.45,102.66,4.65,22.46,
2015-05-26,9.33,17.15,70.51,5.24,36.63,
2015-05-27,9.27,19.94,91.54,6.15,27.23,
2015-05-28,23.43,23.78,100.54,3.75,21.64,
2015-05-29,13.99,26.22,87.55,3.8,24.3,
2015-05-30,10.67,35.87,103.71,3.8,20.51,
2015-05-31,5.01,27.0,52.3,4.14,21.33,
2015-06-01,7.77,15.73,61.72,4.98,17.42,39.32
2015-06-02,3.25,14.84,68.84,4.22,16.2,47.5
2015-06-03,9.87,17.11,91.72,4.48,22.35,29.81
2015-06-04,7.52,16.38,71.04,4.22,19.82,28.63
2015-06-05,19.41,18.28,52.93,4.22,22.2,20.14
2015-06-06,36.51,16.48,46.37,4.47,25.63,38.88
2015-06-07,27.39,16.38,91.29,6.24,35.47,48.2
2015-06-08,13.65,16.71,109.95,6.24,23.0,53.29
2015-06-09,13.22,15.78,83.43,4.89,22.6,55.47
2015-06-10,11.83,16.17,34.21,4.13,25.51,43.24
2015-06-11,8.95,17.09,26.63,4.15,24.11,30.39
2015-06-12,7.08,16.42,37.13,3.49,21.41,27.13
2015-06-13,4.86,16.68,64.56,3.29,27.11,19.57
2015-06-14,4.7,16.56,71.74,2.21,20.39,24.84
2015-06-15,10.43,17.13,73.34,2.21,14.69,35.88
2015-06-16,5.6,14.54,109.14,3.48,16.59,24.85
2015-06-17,5.01,13.86,82.45,4.76,16.5,48.96
2015-06-18,9.83,12.39,108.25,4.22,14.77,49.64
2015-06-19,11.85,15.3,61.04,4.22,20.75,42.03
2015-06-20,9.69,16.57,45.57,4.46,17.37,29.82
2015-06-21,8.19,17.05,40.03,3.78,17.35,29.1
2015-06-22,11.71,18.04,56.1,4.22,14.35,42.94
2015-06-23,4.01,14.61,67.45,3.88,12.69,45.97
2015-06-24,1.82,15.81,86.44,6.01,12.59,56.06
2015-06-25,3.37,16.81,104.26,5.44,12.93,16.86
2015-06-26,3.71,15.38,101.06,3.97,16.56,32.08
2015-06-27,2.93,14.84,69.98,4.22,19.82,52.79
2015-06-28,1.91,15.56,92.99,4.14,25.45,26.15
2015-06-29,3.74,15.68,81.25,4.14,50.1,51.99
2015-06-30,5.43,15.59,108.22,4.22,23.84,38.93
2015-07-01,3.24,20.23,103.97,4.47,14.52,25.8
2015-07-02,6.83,18.33,110.32,5.15,31.13,21.45
2015-07-03,2.7,17.47,64.79,4.22,18.81,27.87
2015-07-04,2.9,14.05,45.93,4.39,17.72,29.45
2015-07-05,4.66,17.67,49.31,4.81,13.33,24.26
2015-07-06,6.36,17.66,109.71,4.3,23.26,46.45
2015-07-07,7.62,17.7,109.52,4.22,16.83,34.78
2015-07-08,6.88,17.44,131.9,4.3,14.73,31.4
2015-07-09,8.43,20.38,152.12,4.81,13.43,35.06
2015-07-10,9.4,16.86,173.98,4.44,13.12,30.91
2015-07-11,9.34,16.78,254.8,4.13,15.31,23.55
2015-07-12,8.64,15.16,117.79,3.675,20.23,21.9
2015-07-13,9.75,17.75,105.59,3.22,16.24,34.55
2015-07-14,9.3,20.14,94.25,4.98,17.29,45.96
2015-07-15,12.1,17.66,89.67,4.22,15.55,27.11
2015-07-16,11.27,18.99,102.35,4.22,18.6,64.99
2015-07-17,9.67,17.67,128.36,4.22,11.36,38.27
2015-07-18,7.12,17.62,149.07,4.14,10.03,28.49
2015-07-19,6.72,18.33,155.27,4.22,9.95,25.23
2015-07-20,8.78,17.64,196.68,4.57,11.25,33.85
2015-07-21,8.94,16.77,151.32,4.22,12.88,29.48
2015-07-22,8.06,16.87,132.19,4.22,12.75,47.99
2015-07-23,9.75,25.0,116.55,4.22,17.82,52.36
2015-07-24,7.7,19.02,146.4,4.56,10.66,39.1
2015-07-25,8.6,17.18,141.1,4.47,9.99,32.97
2015-07-26,7.88,16.82,106.81,5.23,11.15,42.43
2015-07-27,8.32,17.87,113.43,5.31,16.69,28.02
2015-07-28,8.08,17.09,127.68,4.3,11.15,29.17
2015-07-29,9.08,17.33,126.64,4.3,13.65,30.52
2015-07-30,7.93,17.43,105.81,4.22,15.58,27.36
2015-07-31,7.61,18.32,119.1,4.22,18.09,31.2
2015-08-01,11.77,36.6,139.85,4.22,18.4,37.82
2015-08-02,6.15,17.87,165.43,4.22,18.53,34.54
2015-08-03,8.58,18.15,129.29,4.47,16.7,54.07
2015-08-04,8.17,20.9,142.99,4.64,18.38,23.85
2015-08-05,8.03,19.77,164.51,4.22,16.41,23.56
2015-08-06,13.03,17.93,205.02,3.72,17.39,58.09
2015-08-07,6.18,18.89,202.11,4.64,17.24,36.23
2015-08-08,5.62,19.82,200.34,4.56,16.56,31.4
2015-08-09,5.27,19.0,167.5,4.22,16.59,10.96
2015-08-10,6.26,18.75,225.79,4.22,16.41,55.28
2015-08-11,5.34,19.68,215.75,4.3,15.83,41.3
2015-08-12,5.58,18.54,138.01,4.22,14.0,42.6
2015-08-13,6.6,19.25,189.02,4.72,15.26,34.88
2015-08-14,12.48,19.18,194.75,6.24,18.37,34.59
2015-08-15,9.32,17.4,157.69,6.24,20.94,32.78
2015-08-16,10.93,19.42,187.78,6.24,24.11,40.2
2015-08-17,13.98,20.02,148.85,6.24,16.78,27.79
2015-08-18,12.9,20.4,133.24,6.24,22.28,26.32
2015-08-19,15.33,20.61,119.94,6.24,22.19,20.92
2015-08-20,21.46,28.28,72.35,6.07,18.75,24.48
2015-08-21,11.02,17.52,84.88,4.22,19.81,48.54
2015-08-22,9.93,17.77,61.52,4.41,30.82,41.35
2015-08-23,7.72,18.63,52.07,4.3,29.91,39.59
2015-08-24,10.24,18.19,68.41,4.3,27.12,49.12
2015-08-25,13.5,17.72,56.22,4.22,32.98,34.55
2015-08-26,12.33,17.04,55.54,4.22,25.9,47.14
2015-08-27,14.62,16.21,74.7,4.22,33.46,50.32
2015-08-28,12.18,16.74,57.41,4.22,32.51,48.18
2015-08-29,9.92,17.26,91.78,3.88,24.29,39.32
2015-08-30,3.77,17.88,71.42,3.78,26.91,29.96
2015-08-31,5.25,17.36,57.84,4.22,21.35,23.36
2015-09-01,5.57,18.15,45.7,4.22,17.64,22.62
2015-09-02,6.09,18.34,66.15,4.22,18.28,17.83
2015-09-03,8.41,19.25,67.05,4.3,19.72,27.05
2015-09-04,10.97,19.35,90.18,4.22,20.5,22.19
2015-09-05,14.32,19.0,52.24,4.64,22.3,24.58
2015-09-06,7.72,19.38,41.56,4.3,20.73,18.96
2015-09-07,9.25,19.68,61.81,4.22,19.41,27.46
2015-09-08,10.3,19.5,60.12,4.22,23.37,20.65
2015-09-09,10.91,19.05,55.36,4.22,24.31,11.63
2015-09-10,11.26,19.51,59.79,4.47,25.58,33.98
2015-09-11,10.92,18.98,56.83,4.05,24.22,58.43
2015-09-12,10.22,18.92,67.44,4.3,20.37,78.25
2015-09-13,7.95,18.98,54.12,4.3,14.51,81.265
2015-09-14,10.43,18.66,75.63,4.22,15.4,84.28
