Date,DL002,DL014,DL019,DL021,DL028,DL031,DL033,KA009,KA010,TG005,TG006,TN001,UP012
2019-11-30,223.8,66.24,44.51,34.24,38.35,49.8,59.93,33.41,14.59,27.03,36.69,17.96,30.94
2019-12-01,222.21,72.23,36.45,40.38,37.21,57.87,60.49,27.42,13.53,23.81,32.16,17.94,26.42
2019-12-02,242.41,80.23,48.14,49.48,50.02,80.1,76.03,28.1,18.13,22.11,32.27,21.81,26.73
2019-12-03,249.84,84.74,94.79,60.25,44.2,73.78,71.82,30.94,17.82,29.84,60.92,20.97,31.56
2019-12-04,240.83,102.35,81.87,57.29,46.87,113.03,91.99,30.43,16.66,30.16,39.05,19.85,115.46
2019-12-05,215.62,157.39,143.32,84.34,89.03,170.27,134.27,32.96,17.09,28.8,37.79,20.85,114.98
2019-12-06,178.68,99.68,97.41,53.65,66.13,125.0,76.29,34.19,16.55,28.99,39.08,20.28,118.1
2019-12-07,224.05,139.64,88.78,76.68,54.35,129.5,89.8,36.97,17.58,30.66,51.69,28.48,147.08
2019-12-08,235.47,138.41,105.04,69.94,56.92,154.51,127.74,32.88,17.4,27.23,40.04,28.39,110.59
2019-12-09,218.0,125.67,114.06,64.09,83.5,98.55,97.96,35.22,18.19,32.29,40.4,28.3,76.06
2019-12-10,174.52,145.2,118.45,62.2,114.22,87.85,98.63,33.73,18.39,31.1,35.37,26.62,95.58
2019-12-11,129.01,187.56,119.94,103.62,131.44,136.82,105.9,41.3,18.18,36.85,34.67,34.9,99.28
2019-12-12,102.58,101.85,128.09,57.07,76.29,97.62,63.33,37.81,18.25,34.41,35.09,28.29,66.88
2019-12-13,110.97,60.66,30.57,18.46,24.19,21.42,33.44,36.6,17.64,19.87,32.11,34.33,13.3
2019-12-14,191.675,68.36,40.21,26.21,31.54,43.97,42.35,32.34,16.83,21.34,35.52,48.18,23.78
2019-12-15,272.38,56.91,34.51,22.82,22.54,35.59,39.7,30.95,16.56,18.97,31.59,41.2,28.14
2019-12-16,303.35,43.76,14.94,18.83,16.03,18.11,37.86,34.62,16.61,22.69,36.87,32.7,9.33
2019-12-17,240.3,48.64,16.98,22.45,19.35,28.95,37.88,33.63,16.3,32.87,39.67,30.5,6.36
2019-12-18,197.59,52.75,42.32,28.68,29.68,54.37,45.59,36.28,16.33,33.36,43.39,37.56,11.63
2019-12-19,128.85,79.69,77.88,58.19,72.2,58.16,69.6,35.47,16.68,32.68,44.58,33.69,16.64
2019-12-20,237.75,66.37,67.86,33.51,73.94,43.34,64.68,40.17,17.99,41.07,40.34,30.16,29.34
2019-12-21,176.07,57.22,53.23,29.26,75.68,51.65,55.42,34.34,18.69,32.74,47.42,37.74,43.29
2019-12-22,165.93,42.98,29.69,24.11,49.63,16.88,43.78,31.32,13.61,22.84,46.15,35.93,11.41
2019-12-23,194.44,44.35,35.74,21.84,54.32,36.95,48.92,36.06,13.41,26.33,44.33,37.65,21.63
2019-12-24,178.06,52.74,59.43,50.79,91.52,71.57,63.15,35.64,14.73,21.11,39.76,36.2,21.38
2019-12-25,97.59,40.52,29.18,22.72,51.27,31.16,50.47,33.7,15.18,18.62,41.72,34.1,22.85
2019-12-26,111.72,39.88,28.37,23.2,52.27,33.19,50.51,35.08,18.94,19.86,35.8,43.42,61.98
2019-12-27,124.21,46.51,38.59,30.83,71.73,48.8,57.22,35.69,19.14,19.57,37.73,41.45,126.0
2019-12-28,182.28,70.18,56.95,54.73,129.43,53.5,70.92,32.51,18.12,18.28,42.37,38.99,153.11
2019-12-29,122.74,57.09,58.57,38.85,107.235,27.56,64.86,31.46,14.9,19.09,44.83,29.7,144.4
2019-12-30,40.76,72.72,80.82,47.83,85.04,47.87,76.96,34.3,12.13,31.29,36.17,26.62,140.0
2019-12-31,16.53,78.36,53.25,44.09,92.35,27.1,80.63,36.8,21.55,20.54,31.89,26.42,225.06
2020-01-01,112.28,97.43,119.93,107.71,224.26,93.17,121.01,33.02,13.92,12.8,33.36,25.18,268.51
2020-01-02,142.77,99.24,137.73,146.1,293.93,86.16,122.1,35.34,12.44,23.85,29.01,26.93,231.41
2020-01-03,141.52,110.66,152.06,92.15,155.97,65.53,119.63,33.64,12.19,19.75,24.36,29.51,165.35
2020-01-04,122.06,106.46,113.24333333333334,67.48,104.32,53.19,105.28,40.74,11.65,17.29,32.81,20.16,137.81
2020-01-05,127.75,53.39,74.42666666666668,24.13,37.75,57.16,57.44,34.94,12.79,14.22,33.76,17.53,92.33
2020-01-06,123.74,59.64,35.61,31.39,48.32,75.58,63.41,32.14,14.12,29.21,33.52,21.16,144.77
2020-01-07,48.67,72.07,69.72,32.0,64.25,45.11,56.86,34.27,15.91,20.92,31.24,18.93,135.15
2020-01-08,78.59,57.69,47.84,25.5,47.87,49.27,59.57,35.39,17.53,19.95,23.62,41.89,110.73
2020-01-09,97.3,40.84,22.76,18.91,25.46,28.86,44.25,42.94,14.17,22.65,27.02,35.14,70.97
2020-01-10,121.02,43.09,33.31,31.49,37.09,43.1,57.45,38.58,13.4,15.14,29.72,42.36,53.88
2020-01-11,137.3,52.47,46.58,55.42,56.11,62.93,73.24,35.33,13.35,23.09,42.78,38.63,137.93
2020-01-12,190.21,78.74,104.27,64.64,109.38,115.34,111.41,41.83,13.95,26.495,38.0,32.61,148.29
2020-01-13,108.23,87.83,50.03,50.53,83.13,99.42,67.61,47.05,15.33,29.9,40.48,29.2,72.03
2020-01-14,68.67,41.85,36.62,20.09,29.68,32.22,41.9,44.1,17.47,28.3275,39.53,42.71,130.4
2020-01-15,76.47,46.35,39.59,25.09,39.16,43.37,48.02,36.51,18.78,26.755000000000003,32.94,25.54,174.89
2020-01-16,71.4,49.07,42.63,23.37,43.62,39.07,50.27,43.56,18.32,25.182500000000005,32.14,28.37,42.72
2020-01-17,90.76,45.99,35.61,22.51,42.12,38.62,49.47,46.76,18.0,23.61,34.16,24.18,109.23
2020-01-18,143.18,53.57,47.47,29.54,45.41,47.59,56.55,33.12,17.05,15.23,37.02,14.46,76.25
2020-01-19,121.37,34.35,23.08,16.34,22.69,21.01,46.78,30.04,24.66,20.64,32.25,24.58,69.15
2020-01-20,116.31,44.87,32.19,31.54,32.74,36.95,54.63,37.09,18.84,26.05,35.0,24.77,73.99
2020-01-21,104.7,75.78,71.94,55.97,101.83,81.47,105.28,34.71,16.13,18.97,37.58,31.03,170.6
2020-01-22,156.86,63.55,107.91,50.29,69.28,120.41,82.32,35.99,19.43,20.69,36.45,38.0,133.79
2020-01-23,93.98,37.29,16.29,21.34,25.95,8.43,47.71,33.12,16.6,29.79,37.05,36.99,49.26
2020-01-24,142.13,43.01,26.85,24.26,25.45,32.25,56.74,41.06,16.7,45.27,40.97,47.32,70.01
2020-01-25,147.25,66.63,55.03,49.61,65.09,72.46,87.6,45.37,22.58,38.7,43.39,51.98,140.47
2020-01-26,165.14,86.39,131.63,58.93,78.22,146.67,117.17,42.8,21.92,32.355000000000004,38.43,43.19,95.15
2020-01-27,130.01,99.39,54.08,57.79,124.61,153.59,127.8,42.55,19.1,26.01,37.84,43.48,130.92
2020-01-28,54.09,57.57,39.27,21.88,43.68,26.33,50.07,37.44,12.53,21.44,26.0,35.84,53.12
2020-01-29,118.61,55.56,32.63,21.96,34.58,8.69,57.37,41.89,12.54,35.38,27.37,19.23,11.85
2020-01-30,101.66,47.81,32.41,27.34,36.03,29.67,58.61,48.17,17.31,25.935,30.8,8.93,11.04
2020-01-31,120.22,52.16,33.21,24.61,34.49,47.56,59.26,37.22,22.34,16.49,38.14,11.86,24.87
2020-02-01,120.52,63.66,42.0,33.83,53.64,50.47,89.83,32.89,22.26,19.06,33.83,11.24,18.72
2020-02-02,142.74,55.15,33.91,28.54,37.92,43.87,63.49,27.4,23.26,14.0,31.25,17.11,18.56
2020-02-03,153.9,78.15,46.78,41.16,58.76,70.82,78.94,32.59,23.24,16.41,32.0,10.75,40.33
2020-02-04,136.01,127.34,56.0,63.07,117.84,158.42,111.13,33.05,22.47,17.47,30.49,16.54,78.65
2020-02-05,114.08,60.98,45.18,34.45,44.06,64.88,71.5,32.71,21.55,20.67,31.66,31.05,28.85
2020-02-06,141.96,56.42,37.02,28.78,35.92,50.24,59.86,32.16,22.0,23.33,84.3,39.2,46.82
2020-02-07,114.79,77.8,54.48,54.57,67.83,53.96,82.02,31.72,21.96,16.27,34.63,30.81,37.03
2020-02-08,120.52,49.12,38.23,29.85,35.53,55.78,59.2,33.53,22.5,16.94,33.27,25.34,34.63
2020-02-09,78.19,56.0,36.38,38.02,35.42,64.87,65.23,25.85,22.48,13.36,34.71,19.6,37.98
2020-02-10,48.26,80.51,52.72,51.93,60.33,100.14,91.55,24.84,22.71,16.76,35.23,18.64,28.05
2020-02-11,76.77,101.76,70.07,61.39,86.91,156.15,125.21,26.05,23.01,17.19,35.43,32.43,35.21
2020-02-12,85.04,58.15,52.09,32.3,35.93,72.04,69.11,27.85,22.54,18.61,40.28,32.17,20.22
2020-02-13,97.3,45.46,34.64,20.59,21.1,23.5,50.15,28.33,22.95,25.09,42.02,31.78,20.9
2020-02-14,85.77,48.35,26.8,18.76,18.27,25.97,46.09,30.02,21.78,67.42,53.04,37.43,10.53
2020-02-15,141.64,53.98,46.64,21.48,24.23,33.28,58.73,54.09,22.65,62.3,60.27,42.94,34.18
2020-02-16,157.92,72.2,40.82,29.22,49.17,85.23,67.41,29.06,23.84,41.29,50.415000000000006,34.02,40.43
2020-02-17,123.68,85.2,49.24,43.12,58.48,98.96,115.13,34.78,23.72,31.27,40.56,34.01,25.29
2020-02-18,165.46,73.62,56.35,46.2,38.84,84.42,82.7,32.61,23.85,29.05,38.23,55.62,20.25
2020-02-19,44.81,136.9,117.09,55.55,128.2,130.68,107.04,29.31,23.12,37.58,49.1,38.49,57.66
2020-02-20,26.03,70.31,46.84,15.1,31.33,28.4,45.68,32.02,22.31,17.97,,42.58,17.0
2020-02-21,40.34,54.06,29.07,13.34,24.89,31.67,48.87,27.07,23.14,13.63,,53.47,5.33
2020-02-22,79.44,71.57,80.1,22.79,47.84,59.76,61.48,22.91,24.38,15.38,,22.09,9.84
2020-02-23,75.28,67.52,67.96,25.02,42.84,87.04,77.32,19.48,23.72,15.52,,22.01,20.2
2020-02-24,77.01,66.45,47.56,26.57,39.54,59.33,65.64,23.61,24.47,21.45,,33.36,19.81
2020-02-25,96.22,66.86,52.0,28.41,31.19,57.79,55.48,28.02,23.23,15.81,,27.57,8.17
2020-02-26,114.85,87.41,85.58,37.8,62.27,119.71,79.2,25.07,22.81,17.55,,13.94,20.77
2020-02-27,53.28,79.27,58.26,28.23,41.13,55.31,49.95,24.76,23.56,20.19,,23.28,20.41
2020-02-28,29.62,74.62,35.97,14.17,26.15,21.81,39.04,21.48,24.69,21.29,,23.42,26.16
2020-02-29,34.77,76.19,34.44,13.01,31.41,20.26,40.58,23.72,24.41,16.1,25.94,32.89,24.87
2020-03-01,82.14,85.18,41.37,16.46,51.25,34.07,46.64,18.88,24.27,20.91,27.21,21.07,24.64
2020-03-02,117.14,116.62,67.3,48.53,89.48,86.02,79.94,26.44,24.5,26.95,25.13,24.33,26.94
2020-03-03,134.44,93.93,54.32,35.88,72.36,71.21,75.04,24.29,24.45,20.64,22.38,25.29,28.84
2020-03-04,83.1,107.15,51.41,28.21,62.35,67.15,50.17,28.13,27.31,23.44,21.3,29.74,26.28
2020-03-05,49.57,75.75,34.8,13.55,40.91,22.56,34.45,18.8,25.21,25.97,26.64,23.56,16.01
2020-03-06,48.21,66.66,38.32,14.91,43.52,21.48,81.37,16.28,26.07,17.19,18.27,13.71,11.24
2020-03-07,26.59,68.23,45.59,19.29,41.11,31.65,42.89,17.54,24.02,16.07,21.42,17.3,15.95
2020-03-08,134.62,74.62,50.57,39.63,73.7,35.24,51.81,14.68,23.93,12.81,22.1,13.14,14.53
2020-03-09,94.25,58.82,33.29,21.51,33.23,22.74,24.5,16.08,23.87,17.53,23.3,19.37,13.24
2020-03-10,101.26,64.91,35.18,14.78,31.08,26.08,26.53,15.51,24.96,18.42,20.59,23.63,16.07
2020-03-11,24.39,75.48,38.48,15.48,38.6,20.08,20.2,16.54,25.91,16.46,21.87,14.1,23.73
2020-03-12,54.33,86.86,32.43,19.4,52.16,42.81,36.76,18.52,23.14,15.77,25.07,11.71,27.62
2020-03-13,81.69,78.07,24.45,22.94,54.73,40.52,40.88,19.57,24.04,16.35,22.6,41.02,10.25
2020-03-14,56.57,65.13,26.7,14.15,36.59,38.46,27.06,19.86,24.71,18.96,21.93,35.83,19.17
2020-03-15,78.0,68.74,37.78,21.72,37.2,52.05,45.73,14.37,23.2,13.58,22.89,29.03,12.44
2020-03-16,120.25,64.03,28.64,21.03,37.82,51.02,37.59,16.03,23.95,13.99,22.46,22.89,18.99
2020-03-17,106.45,67.06,38.0,24.97,40.86,63.28,36.3,14.53,23.94,17.8,24.28,19.01,29.2
2020-03-18,117.27,71.79,22.72,22.45,45.72,78.23,41.06,18.2,24.86,21.16,23.29,16.15,19.31
2020-03-19,126.32,76.19,29.48,25.21,54.11,84.97,51.83,18.52,23.72,21.88,26.55,16.64,24.31
2020-03-20,84.65,90.58,33.44,33.02,80.54,88.02,54.0,18.54,24.42,19.18,25.25,17.3,44.76
2020-03-21,129.65,77.77,27.42,25.34,60.21,70.73,42.0,20.85,24.3,17.24,24.08,15.38,19.69
2020-03-22,42.68,67.74,18.67,17.38,35.41,40.98,29.36,10.51,24.22,9.31,17.96,7.73,7.84
2020-03-23,23.89,59.67,14.75,12.7,26.87,29.72,19.34,19.79,24.48,9.21,15.56,14.57,8.07
2020-03-24,26.0,55.42,14.0725,14.6,29.78,24.46,19.56,12.03,23.68,7.05,14.22,18.89,11.24
2020-03-25,14.99,49.59,13.395,12.02,22.7,16.06,19.27,8.43,24.26,6.31,13.43,14.56,8.12
2020-03-26,13.72,51.75,12.7175,11.56,17.76,9.03,13.9,7.82,24.56,5.13,13.78,29.11,4.65
2020-03-27,12.03,55.93,12.04,10.52,17.83,9.19,14.14,9.32,22.49,5.69,13.77,19.03,6.59
2020-03-28,12.46,52.68,11.83,11.31,19.09,10.05,18.33,8.08,25.05,5.51,13.68,14.91,4.91
2020-03-29,13.08,45.36,10.74,10.73,15.74,6.91,12.62,8.6,24.14,5.0,13.57,11.39,4.73
2020-03-30,12.8,42.23,11.03,10.47,16.91,9.05,15.02,7.98,26.98,6.73,14.8,12.65,5.22
2020-03-31,13.34,42.93,11.13,10.21,16.75,8.66,13.14,7.8,26.63,19.94,14.02,11.53,6.88
2020-04-01,12.77,36.93,11.23,10.91,16.73,8.34,13.28,7.86,23.88,8.03,12.68,14.49,7.54
2020-04-02,12.0,34.0,10.88,9.92,15.07,6.88,11.37,7.83,23.69,7.87,12.69,13.14,5.63
2020-04-03,16.79,39.6,10.91,10.7,16.13,9.45,13.25,7.84,23.98,6.74,11.92,10.8,6.26
2020-04-04,17.76,42.93,11.44,10.92,18.7,14.29,17.05,7.92,24.29,9.28,,11.51,6.36
2020-04-05,17.38,38.7,12.67,11.73,21.55,17.68,20.04,8.78,24.35,6.5,,10.62,7.17
2020-04-06,,39.25,12.05,12.24,21.41,14.73,20.37,7.9,24.86,8.5,,11.17,6.16
2020-04-07,,42.12,11.48,10.25,16.66,8.66,16.01,9.12,24.1,8.0,,12.31,5.72
2020-04-08,,42.27,11.15,9.89,16.03,8.49,14.42,8.97,25.27,6.08,,9.4,12.82
2020-04-09,,42.42,11.67,10.44,17.37,11.53,16.03,8.16,25.06,9.13,,12.71,6.68
2020-04-10,,47.62,13.27,12.63,21.62,18.88,25.4,8.26,23.6,7.89,12.59,13.9,9.3
2020-04-11,,48.09,12.52,12.71,22.36,19.42,18.54,7.97,24.96,18.18,16.87,15.35,13.14
2020-04-12,,45.94,11.3,10.29,16.44,9.28,14.23,8.26,25.38,14.25,15.98,13.35,8.22
2020-04-13,,42.01,12.59,13.6,19.03,18.61,21.1,8.67,25.01,8.1,15.54,14.82,11.75
2020-04-14,,45.59,13.66,13.09,24.33,23.21,19.63,9.34,24.61,8.16,15.47,14.15,11.75
2020-04-15,,48.63,14.04,13.57,22.48,23.24,19.12,8.65,25.17,8.34,14.81,13.1,11.55
2020-04-16,,50.34,14.99,15.15,,22.7,27.05,8.36,24.58,9.19,14.43,10.57,12.74
2020-04-17,,41.94,10.52,10.17,,8.97,12.45,8.98,23.74,8.97,24.4,3.42,16.23
2020-04-18,,39.81,12.4,9.8,,8.91,13.15,8.06,24.33,9.99,24.85,5.08,12.82
2020-04-19,20.16,40.74,13.87,10.84,,20.49,20.92,7.57,24.79,7.24,24.6,3.35,17.91
2020-04-20,20.68,46.17,17.86,13.76,14.09,20.97,29.49,7.98,25.12,10.51,25.38,3.24,8.06
2020-04-21,11.98,41.03,17.13,10.87,16.92,11.45,18.59,9.23,24.56,10.04,24.76,4.9,6.18
2020-04-22,20.22,45.06,17.57,12.85,25.86,18.88,25.52,7.89,24.89,8.74,25.59,10.77,7.27
2020-04-23,16.96,45.42,17.81,12.76,23.41,16.42,22.06,9.08,24.98,7.76,25.51,10.1,10.0
2020-04-24,17.01,46.53,17.28,13.6,24.18,16.83,20.18,10.02,25.59,8.33,25.36,8.0,7.64
2020-04-25,11.76,45.22,13.21,10.0,17.05,10.58,15.35,8.25,24.21,8.54,26.53,9.76,7.84
2020-04-26,9.86,47.59,17.06,10.87,15.69,9.42,15.66,7.88,23.88,6.85,26.05,24.55,5.44
2020-04-27,8.22,42.55,16.36,9.96,14.21,6.89,13.87,8.84,24.97,7.3,28.02,5.52,6.08
2020-04-28,8.84,44.32,15.75,10.23,15.23,11.26,14.39,7.23,24.28,8.01,26.11,5.43,6.05
2020-04-29,,52.69,8.83,11.54,15.88,13.0,15.5,7.3,25.79,8.28,27.66,6.19,5.56
2020-04-30,,46.73,8.35,10.58,14.29,9.09,13.18,9.68,24.18,9.16,31.14,8.46,7.18
2020-05-01,,46.89,9.77,12.84,15.5,10.06,14.36,7.39,24.12,8.84,27.09,8.77,4.81
2020-05-02,,47.22,9.27,9.54,13.2,6.79,11.09,9.81,24.77,10.49,26.11,6.3,5.19
2020-05-03,,46.0,9.31,9.99,,7.56,13.22,10.03,25.14,9.77,27.45,6.55,5.55
2020-05-04,,45.83,12.91,10.1,,12.6,14.06,10.25,25.57,9.31,28.14,5.87,7.68
2020-05-05,,43.24,11.26,10.97,,15.2,17.6,10.47,24.72,10.42,28.26,5.62,6.94
2020-05-06,,46.59,12.49,12.27,,18.43,18.05,10.69,25.28,9.45,26.4,6.21,8.3
2020-05-07,,39.28,12.78,10.99,11.22,12.78,13.29,24.89,24.51,9.88,26.36,6.31,7.03
2020-05-08,,43.32,15.74,12.08,18.1,13.65,14.24,21.3675,25.8,11.15,26.52,6.15,6.77
2020-05-09,,45.9,10.04,10.82,15.31,9.46,11.79,17.845,25.66,9.3,24.57,5.62,6.81
2020-05-10,,49.14,13.12,10.78,15.17,9.77,12.73,14.322499999999998,24.95,11.21,29.13,10.1,6.68
2020-05-11,,41.15,16.61,12.08,19.78,12.34,14.56,10.8,28.27,13.95,29.81,10.48,8.98
2020-05-12,,38.18,12.18,11.01,17.79,13.81,14.56,10.63,25.59,20.79,29.59,8.82,9.94
2020-05-13,,45.05,10.73,12.74,17.18,14.22,15.51,9.08,26.77,13.49,29.03,6.3,11.7
2020-05-14,,49.94,16.38,13.94,20.5,18.87,20.21,9.14,24.99,10.17,25.44,7.9,10.78
2020-05-15,13.68,46.17,14.8,13.72,20.13,13.78,24.88,10.71,26.12,9.93,26.27,13.96,15.08
2020-05-16,12.76,40.46,12.79,14.21,22.19,15.32,22.93,10.59,27.6,16.59,26.9,7.47,8.73
2020-05-17,17.11,45.56,20.0,17.6,25.09,24.64,30.23,7.77,26.99,24.98,29.85,6.38,14.33
2020-05-18,30.97,53.3,18.73,17.71,29.12,27.27,31.31,8.06,22.1,6.65,29.51,9.53,17.48
2020-05-19,44.12,58.46,25.01,22.39,47.78,42.87,43.38,8.37,26.36,16.56,28.97,7.47,18.76
2020-05-20,26.76,56.46,12.63,18.21,27.66,24.39,27.44,8.72,27.34,17.4,28.44,10.96,12.885000000000002
2020-05-21,17.58,56.13,15.56,23.77,26.59,26.02,27.4,9.21,30.0,20.56,28.5,7.52,7.01
2020-05-22,124.35,62.17,14.33,22.41,36.15,38.07,48.44,8.93,26.17,29.88,32.1,6.1,6.93
2020-05-23,46.07,68.59,18.72,19.55,32.88,25.86,35.89,8.37,,25.05,33.76,8.12,7.01
2020-05-24,19.9,55.41,21.47,15.31,19.54,17.72,22.02,7.46,,11.43,30.13,14.03,7.01
2020-05-25,21.42,58.79,27.26,18.31,22.1,20.69,22.87,8.75,,7.61,26.56,12.11,7.0
2020-05-26,39.5,64.53,11.41,27.53,36.16,44.72,45.64,8.6,,9.81,26.13,7.04,7.0
2020-05-27,16.68,41.66,13.08,15.96,22.83,17.64,19.59,9.99,,10.25,28.36,7.69,6.99
2020-05-28,9.94,43.63,15.31,11.42,17.27,9.57,14.22,9.29,,10.25,27.72,9.28,7.05
2020-05-29,12.02,54.84,22.55,13.08,17.02,11.85,16.26,10.28,,10.22,27.21,15.03,7.0
2020-05-30,11.18,38.91,11.22,12.85,13.37,8.11,14.09,13.86,,8.44,28.98,9.6,6.99
2020-05-31,12.58,35.79,18.45,12.15,13.36,9.01,15.34,10.08,,22.19,28.27,8.18,7.0
2020-06-01,13.55,36.5,18.27,15.83,18.63,21.44,19.3,9.58,,33.86,27.15,10.46,6.98
2020-06-02,14.96,47.33,20.04,15.44,18.44,19.94,22.16,9.16,28.23,13.67,21.15,11.1,7.0
2020-06-03,17.56,46.73,12.38,14.2,19.27,24.39,27.38,8.46,23.16,10.62,21.0,9.07,6.99
2020-06-04,36.63,60.3,17.35,18.67,29.16,28.76,32.69,8.57,25.26,8.83,20.4,9.6,7.01
2020-06-05,18.78,45.39,17.34,17.16,20.13,6.64,20.47,9.01,14.45,12.22,21.41,10.86,7.0
2020-06-06,13.5,42.9,12.8,14.27,17.1,10.11,14.57,9.49,3.64,10.58,21.39,9.85,7.01
2020-06-07,15.79,36.38,18.95,15.26,17.4,12.58,18.2,8.24,16.585,7.5,18.99,10.41,7.0
2020-06-08,25.1,47.83,12.18,15.87,19.62,18.69,21.93,8.83,29.53,9.77,16.590000000000003,8.39,7.0
2020-06-09,34.21,47.86,12.96,18.55,23.41,25.17,23.85,9.41,29.91,10.13,14.19,12.16,7.01
2020-06-10,31.38,52.76,11.89,18.46,24.45,28.88,32.49,9.27,36.71,11.47,17.3,13.19,7.01
2020-06-11,27.07,49.09,8.5,17.75,21.29,29.82,21.67,8.97,27.68,12.3,17.58,8.02,6.99
2020-06-12,35.12,46.52,9.51,17.67,21.5,23.84,18.34,8.32,37.01,11.35,16.71,7.73,7.01
2020-06-13,40.55,44.31,9.17,14.6,19.92,14.74,28.47,9.33,36.15,8.69,16.29,7.41,6.99
2020-06-14,51.68,38.57,9.48,17.77,24.23,1.65,24.06,7.5,35.01,7.98,17.59,27.4,7.01
2020-06-15,57.33,49.6,8.02,16.78,18.68,50.9,16.62,8.03,36.41,13.13,17.66,12.63,7.02
2020-06-16,34.24,44.12,12.35,15.25,20.25,32.26,15.9,8.41,37.2,8.32,17.44,8.99,7.25
2020-06-17,31.49,51.05,8.23,12.24,14.51,10.09,13.11,8.28,36.68,9.39,17.8,12.9,16.82
2020-06-18,38.12,37.13,8.3,12.82,20.51,7.86,14.35,8.54,35.74,9.89,17.68,16.55,13.14
2020-06-19,25.6,47.02,8.39,11.94,17.53,8.75,13.72,8.23,36.38,9.89,16.01,7.53,11.47
2020-06-20,31.66,46.88,9.59,13.14,17.57,15.96,18.33,8.66,35.71,12.64,16.5,7.45,13.23
2020-06-21,22.87,35.43,11.61,15.61,21.89,20.32,18.03,7.48,34.53,7.81,17.6,5.69,13.55
2020-06-22,23.69,38.17,7.48,13.43,22.71,18.66,14.34,8.06,35.95,11.16,17.32,7.3,11.71
2020-06-23,12.61,43.4,8.7,12.13,20.06,11.57,13.54,9.56,35.87,17.51,17.13,36.27,17.13
2020-06-24,15.12,39.6,8.92,11.48,19.15,13.61,15.45,8.6,36.51,13.66,18.46,4.11,47.62
2020-06-25,22.36,45.77,9.51,13.65,18.82,23.16,17.9,9.33,36.77,20.03,21.13,4.85,55.0
2020-06-26,18.56,42.47,9.58,15.27,20.17,23.99,17.29,11.31,37.1,10.32,19.11,7.28,37.78
2020-06-27,38.32,37.98,8.82,14.94,15.97,17.95,19.03,10.97,36.81666666666667,11.6,17.67,10.3,30.24
2020-06-28,52.68,42.77,11.87,12.6,17.84,21.7,26.91,7.63,36.53333333333334,12.64,17.1,8.04,26.16
2020-06-29,20.14,52.5,9.88,10.28,20.61,19.87,23.1,9.24,36.25,20.01,18.39,7.06,42.07
2020-06-30,16.59,47.9,11.2,14.19,20.21,11.27,16.0,10.1,37.23,12.72,16.59,24.1,24.44
2020-07-01,18.2,42.51,13.5,16.65,19.42,15.53,17.2,7.51,34.95,9.93,19.05,14.82,10.97
