Date,DL002,DL014,DL019,DL021,DL028,DL031,DL033,KA009,KA010,TG005,TG006,TN001,UP012
2018-08-14,16.14,25.32,22.19,15.76,31.78,58.77,20.85,13.9,13.95,12.74,11.33,,34.13
2018-08-15,12.44,34.945,23.8,12.55,19.76,24.09,18.06,12.99,9.93,10.37,12.18,,29.64
2018-08-16,15.26,44.57,28.22,25.88,44.88,74.72,24.34,10.86,18.94,14.54,13.03,,19.92
2018-08-17,7.76,79.95,26.56,14.13,36.72,44.08,19.81,7.84,13.98,13.09,15.95,,20.36
2018-08-18,6.98,41.18,22.28,18.51,32.4,27.27,17.22,22.64,14.76,13.87,17.67,,23.84
2018-08-19,8.53,49.0,46.73,30.69,39.95,29.41,28.02,33.43,11.92,10.82,22.8,,22.76
2018-08-20,11.77,112.02,15.02,29.27,41.55,30.44,28.71,21.58,16.12,11.7,19.02,44.55,23.65
2018-08-21,13.95,84.48666666666666,32.46,26.56,31.69,15.27,22.12,13.85,15.66,13.87,16.19,34.425,20.97
2018-08-22,16.56,56.95333333333333,27.0,28.71,41.03,17.89,30.3,16.15,15.14,10.75,23.84,24.3,18.77
2018-08-23,23.15,29.42,17.09,28.99,23.05,10.68,27.97,14.08,14.02,12.27,,,22.57
2018-08-24,23.05,29.84,18.03,24.1,17.76,19.48,23.94,20.37,14.2,10.09,,,22.75
2018-08-25,24.34,27.98,14.52,23.41,13.82,9.35,23.34,25.23,12.99,14.09,,,20.28
2018-08-26,20.01,22.83,13.22,22.76,15.4,8.53,19.62,19.69,15.75,10.71,,,20.63
2018-08-27,17.75,33.58,20.83,26.19,26.4,15.5,22.44,20.83,18.51,15.47,,33.24,20.19
2018-08-28,9.36,47.21,26.23,30.96,30.22,27.72,27.76,20.09,15.4,18.03,,30.91,17.8
2018-08-29,14.29,48.88,25.36,27.29,27.47,13.87,19.17,20.85,16.16,14.89,16.95,32.7,18.43
2018-08-30,27.72,41.19,32.25,31.58,22.91,14.7,21.74,14.76,15.22,13.32,22.73,30.79,22.54
2018-08-31,25.18,39.29,17.99,27.38,14.6,12.77,20.11,9.63,14.45,12.16,26.68,29.68,20.55
2018-09-01,31.415,3.06,25.19,27.73,21.01,18.89,19.65,11.7,14.38,14.41,24.92,33.8,19.09
2018-09-02,37.65,0.0,26.493333333333336,29.44,15.23,19.45,15.26,16.16,13.02,13.37,30.58,36.97,18.14
2018-09-03,43.885,0.0,27.79666666666667,29.52,23.84,24.38,16.94,18.3,16.54,18.58,24.83,27.2,22.71
2018-09-04,50.12,8.21,29.1,31.03,24.71,19.84,39.9,19.96,18.94,16.06,30.25,29.71,23.69
2018-09-05,43.0,30.14,21.48,20.75,11.38,14.34,49.07,17.22,11.02,12.88,26.13,31.44,20.61
2018-09-06,71.7,50.92,22.46,15.12,16.31,16.88,56.2,16.67,,12.47,22.01,31.71,24.39
2018-09-07,141.23,57.38,35.04,18.42,18.21,26.69,48.9,16.84,,13.63,17.89,28.12,19.21
2018-09-08,54.1,44.07,26.67,16.67,20.32,16.58,30.58,17.0,,17.91,25.14,27.06,17.78
2018-09-09,24.51,43.65,18.21,13.34,10.55,6.77,28.24,16.65,,24.61,34.93,23.62,19.04
2018-09-10,68.26,40.06,20.61,17.95,11.25,7.02,41.11,17.58,20.99,19.48,35.96,33.8,18.26
2018-09-11,131.9,20.09,15.51,14.32,6.32,9.3,31.36,19.32,19.69,24.75,39.83,28.25,17.97
2018-09-12,134.16,13.4,12.56,14.88,10.25,9.02,25.91,18.62,17.27,27.38,39.08,32.22,18.56
2018-09-13,169.88,24.35,15.27,14.7,17.3,9.38,19.46,18.49,21.27,31.27,34.43,27.2,19.55
2018-09-14,135.76,28.23,13.06,15.5,26.62,14.53,24.08,19.31,23.08,18.74,33.62,25.09,18.31
2018-09-15,144.59,23.16,18.08,22.47,31.32,24.92,29.76,18.44,20.5,18.59,35.88,30.14,18.99
2018-09-16,108.93,0.0,17.68,13.47,27.93,34.21,28.37,18.56,21.64,21.89,36.68,28.52,18.92
2018-09-17,116.82,14.91,18.2,14.74,29.29,15.07,29.08,16.76,17.37,14.86,27.43,42.6,17.01
2018-09-18,95.18,27.0,19.3,16.81,27.79,11.87,24.1,16.03,9.96,18.85,29.96,39.34,17.5
2018-09-19,157.2,46.1,22.7,16.35,31.89,24.3,33.56,17.76,23.12,19.4,26.78,46.68,26.18
2018-09-20,,91.16,27.19,17.71,40.55,65.14,45.38,17.97,19.63,16.78,23.35,47.21,20.44
2018-09-21,,54.02,23.48,16.05,37.66,22.72,21.27,17.78,19.15,16.62,24.89,39.06,15.75
2018-09-22,,44.04,23.7,14.03,42.0,28.18,20.35,18.67,22.57,15.49,24.72,32.37,17.05
2018-09-23,,40.02,20.51,12.98,32.08,18.23,15.78,19.0,27.42,13.06,29.79,27.42,18.69
2018-09-24,172.03,48.15,22.24,10.95,29.44,63.13,22.41,18.85,24.09,30.01,34.44,29.42,18.29
2018-09-25,149.5,35.33,18.67,14.9,28.56,38.77,25.22,25.27,31.05,39.04,35.03,33.77,18.22
2018-09-26,184.05,43.08,21.11,23.1,34.42,78.02,35.68,19.67,27.15,58.83,56.52,29.37,17.59
2018-09-27,239.29,99.05,42.86,33.76,65.34,208.44,101.89,19.82,32.36,25.34,35.25,27.62,24.89
2018-09-28,282.33,128.73,48.68,54.08,130.27,218.3,129.76,23.06,33.05,23.04,34.08,29.49,19.7
2018-09-29,176.35,104.43,43.45,50.27,99.5,156.8,78.69,20.05,38.67,32.85,37.42,30.53,19.63
2018-09-30,135.14,33.46,14.03,22.46,36.81,80.26,27.99,19.19,25.5,29.44,39.93,31.11,19.75
2018-10-01,168.57,57.31,20.45,24.88,44.99,139.17,38.1,20.29,27.9,19.78,37.73,29.79,16.56
2018-10-02,161.05,68.22,24.9,24.54,38.4,129.25,57.51,17.98,24.62,13.83,40.39,31.62,12.57
2018-10-03,184.84,80.54,41.23,32.03,62.19,154.8,66.92,18.3,25.98,15.14,34.67,31.74,15.23
2018-10-04,113.41,63.6,39.84,32.25,80.52,146.35,79.48,19.0,32.23,16.31,36.06,44.69,26.89
2018-10-05,219.81,0.0,54.66,45.19,97.46,228.6,137.49,18.03,26.97,15.53,35.77,62.18,33.04
2018-10-06,221.42,75.71,35.89,30.16,45.38,177.66,70.43,20.0,30.78,21.29,38.08,46.42,34.38
2018-10-07,180.26,90.54,36.73,29.26,52.54,182.78,73.68,18.54,26.11,15.76,38.38,37.01,28.35
2018-10-08,132.63,113.64,39.75,40.68,74.63,189.72,89.43,22.88,24.69,20.15,36.53,51.34,35.55
2018-10-09,62.77,128.09,58.5,47.41,85.8,106.65,77.77,22.05,27.25,41.44,31.85333333333333,44.71,18.62
2018-10-10,68.7,88.85,51.25,34.53,67.44,73.46,58.95,25.78,31.43,37.6,27.17666666666667,53.59,16.73
2018-10-11,42.47,66.52,38.31,23.56,48.94,47.36,46.98,27.41,36.5,23.31,22.5,41.39,14.44
2018-10-12,118.61,65.83,35.83,25.55,78.25,111.6,81.22,29.94,37.72,22.97,30.11,42.81,14.16
2018-10-13,221.41,105.52,51.85,32.76,63.73,166.58,82.54,31.77,57.64,54.5,51.97,28.23,12.58
2018-10-14,229.34,65.98,33.2,34.67,54.42,96.42,71.38,19.89,27.63,18.38,39.95,36.48,13.5
2018-10-15,208.17,105.11,44.51,30.95,69.33,149.98,103.4,21.74,30.84,14.16,52.8,27.01,22.12
2018-10-16,205.04,186.72,102.5,62.04,131.0,211.03,145.81,20.0,28.77,18.62,35.07,29.13,26.9
2018-10-17,131.82,129.55,94.05,43.02,127.0,145.21,140.97,17.47,21.48,33.16,30.96,41.03,25.24
2018-10-18,150.09,244.22,171.8,84.02,200.6,219.33,180.8,18.59,23.37,21.05,36.38,45.49,45.81
2018-10-19,176.96,91.4,48.85,31.46,66.0,104.29,96.74,17.66,21.59,29.77,37.09,55.62,51.06
2018-10-20,164.87,82.03,42.45,30.31,76.85,156.2,126.68,18.26,18.78,32.17,49.69,61.52,45.71
2018-10-21,179.85,95.17,48.78,40.12,85.52,200.18,126.56,21.75,21.34,24.11,43.3,42.75,39.37
2018-10-22,234.3,80.96,40.21,44.49,62.07,178.86,109.7,26.55,28.95,51.32,42.3,54.85,46.09
2018-10-23,247.29,91.78,62.29,27.08,78.95,153.08,160.08,33.85,33.48,23.76,40.07,54.05,37.53
2018-10-24,280.24,179.24,96.92,54.99,242.24,241.81,227.7,36.14,31.98,31.79,35.9,55.57,63.04
2018-10-25,255.57,198.47,93.15,43.36,179.35,242.72,150.22,30.95,26.59,36.92,42.2,57.02,82.37
2018-10-26,287.01,203.72,102.28,56.92,226.51,187.97,217.76,53.72,23.1,34.38,47.19,48.94,61.08
2018-10-27,203.46,220.56,100.01,67.83,231.12,144.37,242.39,57.55,25.87,54.78,46.63,49.35,71.97
2018-10-28,236.23,147.22,87.62,46.67,157.54,118.09,97.43,67.8,25.35,30.83,60.42,43.06,61.33
2018-10-29,248.82,148.91,92.67,52.58,125.62,131.4,65.5,73.85,27.23,24.48,39.57,36.65,81.34
2018-10-30,275.57,140.0,97.83,41.94,158.42,162.53,91.57,62.06,30.16,20.52,40.08,36.87,74.68
2018-10-31,231.65,217.86,55.26,52.96,205.87,163.22,111.3,39.81,26.01,16.97,52.98,47.68,74.86
2018-11-01,176.3,211.51,122.92,54.02,231.0,159.13,125.36,34.1,25.15,29.41,41.99,50.48,71.12
2018-11-02,126.87,137.76,88.25,24.01,104.9,147.65,61.38,28.41,36.48,19.95,40.85,43.23,81.38
2018-11-03,63.86,71.25,46.51,15.45,76.96,43.85,38.8,24.26,34.9,18.09,38.68,33.61,53.22
2018-11-04,76.78,39.06,27.3,13.13,40.43,31.55,27.62,26.52,27.5,18.42,36.05,33.99,39.0
2018-11-05,219.41,45.34,35.29,23.99,51.72,72.57,49.12,32.22,34.53,23.92,36.12,29.34,30.5
2018-11-06,202.1,38.52,32.98,25.53,44.73,49.37,48.02,38.29,37.54,23.98,36.48,34.2,27.88
2018-11-07,198.87,45.5,31.74,30.57,57.03,73.95,79.23,40.13,30.86,25.09,34.57,43.89,54.75
2018-11-08,257.87,176.37,122.06,54.82,194.51,163.98,205.99,40.51,37.69,19.12,32.4,61.74,30.37
2018-11-09,257.76,200.44,117.69,78.81,180.62,177.47,219.66,41.66,32.29,23.9,39.43,45.79,32.53
2018-11-10,252.13,234.83,107.33,56.75,241.76,206.09,218.68,49.42,32.79,22.04,42.91,45.78,39.94
2018-11-11,251.39,215.64,145.76,62.58,191.23,167.16,199.49,47.92,36.09,23.97,46.41,43.14,31.2
2018-11-12,216.2,93.27,103.26,69.37,211.37,253.34,161.89,55.14,43.51,33.53,47.19,46.91,58.32
2018-11-13,170.8,185.34,124.07,64.08,201.43,212.72,168.93,56.29,47.84,40.25,56.77,50.58,65.04
2018-11-14,153.9,98.84,80.62,36.67,103.35,126.02,87.17,63.02,47.4,40.96,58.07,47.43,28.91
2018-11-15,155.02,57.53,50.5,32.15,68.76,86.21,58.8,56.4,37.36,36.14,51.58,35.89,27.4
2018-11-16,211.92,33.56,34.8,26.49,37.93,61.08,43.18,36.5,46.2,26.7,43.09,32.86,15.3
2018-11-17,231.19,41.17,33.14,41.69,41.93,126.26,84.19,36.19,49.77,17.22,39.86,44.13,17.44
2018-11-18,131.88,41.17,50.51,50.39,82.52,190.14,152.52,30.41,64.07,14.9,38.31,43.39,33.44
2018-11-19,53.25,70.13,52.94,33.34,84.4,82.64,47.16,33.65,45.26,17.21,37.21,34.55,37.99
2018-11-20,214.9,104.77,66.72,50.13,107.22,167.91,104.67,42.08,37.54,18.42,41.99,34.87,58.36
2018-11-21,300.03,76.88,46.63,42.04,76.18,153.89,113.49,45.74,26.21,18.96,39.95,30.26,57.93
2018-11-22,302.47,140.92,71.57,77.02,102.6,173.06,179.34,35.1,25.31,21.46,41.92,42.77,41.44
2018-11-23,226.4,133.62,42.48,69.43,98.21,163.44,151.83,40.12,30.98,21.02,44.87,40.14,22.26
2018-11-24,199.86,40.39,35.61,32.52,46.76,73.44,59.45,39.31,36.78,31.65,48.16,52.87,16.71
2018-11-25,254.8,110.23,66.61,63.25,87.22,143.32,127.94,43.17,31.97,29.51,45.23,48.29,40.25
2018-11-26,212.77,218.11,62.5,76.62,131.29,183.6,183.04,48.34,33.78,30.79,50.21,63.89,62.04
2018-11-27,188.05,280.35,66.11,127.67,166.81,249.81,167.84,151.88,35.12,37.42,47.11,56.6,73.79
2018-11-28,240.87,224.3,156.11,78.8,161.62,205.13,156.2,41.71,41.63,34.73,47.07,49.47,46.93
2018-11-29,301.83,140.06,107.1,65.77,145.37,202.97,209.77,41.11,32.98,37.55,52.55,43.08,43.33
2018-11-30,298.7,94.41,67.39,41.39,81.92,144.7,128.28,39.6,33.46,30.42,48.61,45.1,26.54
2018-12-01,257.33,94.44,54.92,46.05,92.87,140.05,138.71,42.52,38.04,33.16,48.34,51.7,43.73
2018-12-02,252.83,178.48,99.49,78.66,156.5,225.41,223.06,40.54,31.69,30.97,49.89,38.27,56.73
2018-12-03,252.3,167.79,95.0,83.2,195.66,222.59,228.63,37.9,37.82,23.24,49.59,39.61,36.13
2018-12-04,292.5,190.89,146.36,77.12,230.81,266.83,275.73,38.99,37.71,24.63,49.64,41.69,51.55
2018-12-05,256.18,159.1,112.58,82.06,206.22,206.41,202.66,40.44,42.2,22.77,43.71,46.08,35.78
2018-12-06,276.04,208.22,157.25,89.66,74.72,248.42,168.41,38.52,45.37,23.08,47.31,41.13,40.15
2018-12-07,306.16,131.17,76.95,69.96,50.99,207.68,165.96,39.06,34.11,14.56,37.33,38.5,32.05
2018-12-08,294.09,117.02,62.48,47.75,89.74,198.33,121.46,31.31,43.78,15.5,38.14,37.46,45.72
2018-12-09,276.2,181.05,82.84,97.28,102.72,263.5,146.58,41.82,53.605,15.89,38.73,35.04,68.42
2018-12-10,239.86,185.02,161.91,68.62,119.38,255.89,146.4,52.33,63.43,20.76,31.33,43.93,111.08
2018-12-11,240.58,186.45,178.7,55.04,185.23,240.0,127.51,43.84,44.16,21.26,34.22,52.39,56.54
2018-12-12,129.29,94.18,63.38,47.5,131.19,161.78,107.5,43.72,46.23,22.5,37.67,58.78,45.07
2018-12-13,127.0,46.21,27.17,27.44,62.06,95.18,60.91,37.59,31.55,18.64,37.8,49.56,27.0
2018-12-14,175.4,36.26,31.25,30.46,66.65,100.45,58.43,39.65,32.71,19.91,46.47,52.68,22.23
2018-12-15,194.77,31.69,34.0,27.49,57.73,85.54,50.19,41.79,18.2,16.08,45.29,34.79,26.52
2018-12-16,245.11,40.69,29.09,32.61,66.79,123.8,63.01,37.49,16.51,14.88,39.11,29.39,50.16
2018-12-17,251.7,74.45,36.3,61.45,107.36,171.98,104.22,43.27,55.31,11.75,32.46,41.01,53.88
2018-12-18,256.05,60.99,34.81,55.1,87.39,128.91,96.44,48.19,88.84,13.82,30.64,51.32,36.57
2018-12-19,285.51,63.01,35.39,35.89,74.25,158.9,122.01,42.75,33.83,14.44,40.55,34.76,26.75
2018-12-20,299.71,108.05,78.65,73.38,157.53,252.35,203.74,39.44,30.45,24.52,48.46,36.12,27.51
2018-12-21,151.52,79.21,151.55,79.15,103.32,165.78,162.07,39.64,34.56,31.9,37.23,38.95,27.11
2018-12-22,219.08,119.04,172.86,56.89,163.33,207.27,211.81,41.22,28.21,25.84,41.92,35.21,54.85
2018-12-23,215.39,164.66,215.59,70.48,230.69,227.75,255.14,32.25,18.01,21.27,50.81,35.54,41.39
2018-12-24,249.35,127.06,213.11,107.38,268.25,266.65,262.11,32.85,34.59,23.85,33.77,38.95,23.58
2018-12-25,237.13,46.9,158.87,44.3,61.88,117.54,76.42,34.92,32.4,26.58,42.48,45.37,29.45
2018-12-26,249.55,50.51,172.46,40.03,80.06,123.87,119.29,36.75,39.24,33.15,31.32,39.14,35.32
2018-12-27,236.61,141.79,176.01,67.43,185.02,190.71,194.36,31.98,22.62,22.32,35.2,45.05,24.19
2018-12-28,211.27,45.9,116.21,37.56,70.84,66.39,88.57,35.62,35.66,27.45,35.48,43.04,22.91
2018-12-29,287.25,88.49,175.56,45.3,92.11,97.79,173.54,34.43,31.29,22.05,44.65,40.84,33.37
2018-12-30,218.39,145.24,190.75,96.52,102.85,167.05,216.1,32.41,23.48,23.77,47.55,13.9,65.94
2018-12-31,220.09,117.05,210.77,109.75,80.98,136.7,219.0,40.63,35.6,33.78,52.32,16.28,56.6
2019-01-01,208.43,115.5,187.77,52.34,55.09,117.59,232.5,46.26,39.2,45.8,77.21,20.85,65.19
2019-01-02,212.0,141.27,200.09,64.24,86.86,147.21,203.28,59.07,41.5,67.6,78.82,20.09,125.16
2019-01-03,279.69,87.77,151.96,64.3,68.13,100.77,121.91,105.49,49.72,73.65,66.96,22.78,46.36
2019-01-04,217.57,62.33,111.28,34.15,65.62,80.53,103.97,80.77,38.49,52.1,76.24,24.42,45.06
2019-01-05,95.69,105.37,142.97,58.7,116.76,133.1,98.75,42.16,43.46,35.06,56.69,25.25,49.71
2019-01-06,151.07,46.35,83.32,26.58,59.84,64.55,56.5,41.2,32.85,21.85,54.38,22.33,26.98
2019-01-07,221.47,64.15,92.36,43.04,78.09,69.05,78.74,62.26,52.65,44.03,68.79,21.42,39.63
2019-01-08,187.35,35.79,64.01,27.39,49.43,41.06,58.91,67.9,42.71,60.38,66.78,24.73,25.47
2019-01-09,200.28,27.53,62.55,21.12,47.78,47.27,54.61,73.94,51.2,54.83,53.93,21.77,21.67
2019-01-10,241.34,69.91,85.69,57.36,86.34,125.13,108.2,75.77,64.02,35.39,63.48,25.04,37.99
2019-01-11,218.22,219.38,151.98,119.71,216.58,160.78,185.93,81.7,55.09,23.7,52.29,19.31,57.67
2019-01-12,208.26,209.0,150.13,100.13,190.21,204.83,306.45,80.1,44.86,24.47,49.99,20.03,54.6
2019-01-13,179.36,98.87,134.19,44.8,129.89,50.06,266.905,79.46,38.99,19.24,49.18,21.52,50.39
2019-01-14,149.79,29.3,41.39,16.07,39.1,34.4,227.36,83.56,48.24,23.93,46.78,17.67,21.62
2019-01-15,208.28,33.6,45.54,27.57,54.99,52.59,187.815,78.37,32.86,22.06,52.64,15.3,27.8
2019-01-16,195.72,177.48,150.43,57.41,183.66,154.15,148.27,81.72,41.93,27.68,50.07,15.26,52.44
2019-01-17,339.56,150.75,133.91,77.4,190.25,174.24,183.37,69.76,42.73,44.37,57.8,15.17,60.57
2019-01-18,265.165,73.08,74.94,57.78,83.64,106.49,133.08,26.46,36.64,33.62,50.45,17.17,29.79
2019-01-19,190.77,113.86,108.78,54.43,109.98,158.9,205.14,31.03,39.7,31.55,52.91,17.81,28.81
2019-01-20,242.78,199.92,199.02,112.01,161.93,187.51,197.34,25.79,36.19,35.62,57.46,17.63,51.05
2019-01-21,117.32,83.74,94.31,33.45,105.95,88.12,66.09,31.1,42.54,35.2,46.61,17.75,76.08
2019-01-22,60.08,36.76,42.36,14.11,45.14,30.04,19.82,32.01,51.51,23.13,38.85,16.39,20.38
2019-01-23,179.81,81.09,76.42,34.21,89.52,74.54,104.23,30.76,44.74,18.63,41.44,16.06,20.84
2019-01-24,106.44,49.11,56.11,26.01,72.66,67.85,75.16,26.64,24.68,22.76,47.57,15.02,48.38
2019-01-25,104.42,23.12,36.81,15.64,46.44,42.95,43.56,24.05,35.51,17.66,39.65,18.75,84.02
2019-01-26,108.7,17.46,33.31,14.17,33.25,34.96,40.61,23.55,30.38,13.97,40.49,12.3,23.56
2019-01-27,149.8,18.83,32.22,19.67,52.63,38.73,45.14,21.4,23.79,15.82,48.09,12.93,20.94
2019-01-28,163.77,20.53,33.6,19.99,90.08,43.83,49.68,21.03,18.12,18.25,49.72,11.9,22.13
2019-01-29,195.56,25.86,46.48,28.66,77.84,58.81,60.48,22.49,22.68,21.63,59.38,14.89,27.23
2019-01-30,248.75,61.37,86.94,53.37,124.42,102.75,102.73,22.02,39.59,30.98,55.14,15.97,40.35
2019-01-31,139.85,69.11,130.18,61.75,172.08,124.19,123.47,24.09,33.02,29.07,56.96,14.84,92.83
2019-02-01,94.7,11.59,49.96,26.26,64.86,47.08,58.57,26.29,43.39,27.56,51.05,15.53,58.99
2019-02-02,119.46,20.04,29.8,17.18,24.34,36.18,37.62,25.88,33.18,30.67,51.32,15.41,41.06
2019-02-03,107.47,21.99,32.53,16.91,24.05,41.8,49.03,23.84,26.62,23.1,49.87,15.71,25.4
2019-02-04,183.14,48.49,73.18,40.47,68.51,88.77,115.96,23.75,25.5,17.4,46.81,15.03,27.06
2019-02-05,334.58,139.7,194.34,106.38,220.66,186.46,234.18,22.66,27.14,30.55,47.84,18.48,42.85
2019-02-06,91.54,53.76,76.89,29.16,22.87,64.17,51.64,24.95,32.71,33.04,42.38,15.58,39.43
2019-02-07,74.51,26.72,23.22,10.96,11.02,29.9,24.08,26.88,41.1,22.15,42.94,17.24,24.26
2019-02-08,191.01,32.35,35.22,23.23,31.08,53.75,62.73,24.74,28.64,35.5,60.99,15.42,41.7
2019-02-09,166.73,19.69,24.45,21.46,42.42,47.92,42.34,26.81,38.41,23.04,97.26,13.77,25.8
2019-02-10,243.14,36.33,43.7,48.03,68.74,88.54,71.53,22.28,28.28,21.88,82.80000000000001,15.26,31.52
2019-02-11,263.96,52.5,83.36,61.93,123.24,125.55,123.29,21.6,31.64,17.79,68.34,13.45,47.48
2019-02-12,237.62,77.75,106.96,45.47,158.47,162.82,160.75,24.23,25.67,22.29,67.6,14.27,58.01
2019-02-13,178.74,61.62,77.28,52.93,136.24,157.74,103.08,25.33,27.42,25.11,71.45,17.0,115.67
2019-02-14,94.53,40.64,63.27,22.25,80.58,100.45,40.77,25.83,32.12,29.67,85.87,15.05,113.33
2019-02-15,125.55,1.24,35.77,23.83,67.14,55.62,43.99,24.04,52.0,22.4,59.93,16.3,20.92
2019-02-16,137.01,0.0,21.21,12.34,34.87,43.73,27.1,23.71,40.57,32.46,69.18,14.5,20.2
2019-02-17,176.51,0.0,21.94,21.48,41.83,56.28,32.06,24.11,36.16,15.11,76.99,13.53,17.92
2019-02-18,113.23,21.4,34.73,25.92,71.65,44.98,42.47,28.33,45.32,21.84,98.23,13.01,42.97
2019-02-19,133.19,55.88,50.39,20.85,93.87,127.79,53.54,25.36,38.32,19.54,57.59,12.84,61.41
2019-02-20,88.81,56.41,59.91,33.13,101.88,155.31,55.11,22.7,29.16,14.49,51.05,23.21,60.06
2019-02-21,101.28,58.04,53.29,30.66,87.68,126.16,50.11,22.08,29.28,18.42,52.75,16.61,56.83
2019-02-22,114.54,22.79,29.91,19.12,35.93,86.15,37.13,38.52,31.44,26.82,53.69,17.36,40.93
2019-02-23,63.41,22.65,16.91,13.54,25.53,43.46,25.0,27.58,40.43,26.79,58.94,23.83,17.32
2019-02-24,60.34,32.18,27.5,16.1,37.49,80.19,37.44,27.59,41.98,24.18,47.48,19.65,25.68
2019-02-25,57.74,66.94,43.56,23.05,62.61,139.66,50.04,31.68,50.88,17.73,42.7,14.46,58.15
2019-02-26,40.94,62.39,44.14,22.68,60.71,83.15,42.53,30.04,30.58,16.66,54.62,15.91,22.8
2019-02-27,39.91,35.0,11.5,13.07,39.73,75.72,32.57,25.76,27.83,13.93,52.8,12.59,23.62
2019-02-28,55.92,61.5,29.94,26.69,69.91,121.05,62.61,28.6,28.85,14.22,48.62,13.11,20.44
2019-03-01,63.06,61.31,44.34,19.96,66.55,144.08,44.65,30.42,43.73,17.75,52.58,12.86,32.12
2019-03-02,55.82,77.61,69.74,27.64,86.83,166.02,65.42,22.67,19.76,12.12,43.57,15.93,30.79
2019-03-03,37.27,54.65,36.45,14.73,58.21,108.175,31.74,23.48,22.04,11.08,41.44,15.83,28.36
2019-03-04,52.02,70.92,58.84,33.89,87.36,50.33,60.9,22.21,22.63,16.81,39.93,13.97,21.63
2019-03-05,52.15,32.1,22.69,15.02,39.48,61.07,28.96,22.96,1.02,16.77,39.48,32.74,21.87
2019-03-06,99.61,48.42,33.99,17.07,52.16,112.78,45.85,23.61,4.44,24.66,44.24,23.8,21.18
2019-03-07,227.0,77.01,57.41,24.62,68.46,149.35,100.7,33.31,13.6,36.04,53.27,7.09,47.55
2019-03-08,152.77,44.85,39.93,27.75,66.49,125.61,76.8,32.01,13.72,20.9,52.45,7.29,32.77
2019-03-09,114.13,24.67,30.7,14.29,44.22,69.1,43.76,27.84,13.32,22.72,47.82,7.29,23.3
2019-03-10,129.1,20.61,27.16,16.12,45.84,72.6,40.56,22.37,13.77,23.1,43.08,5.83,21.44
2019-03-11,69.69,32.25,49.9,25.97,67.3,61.63,51.83,23.05,13.39,23.67,41.09,7.08,52.0
2019-03-12,89.5,23.7,24.53,15.38,37.77,56.92,44.43,24.02,13.74,20.08,39.16,7.09,46.93
2019-03-13,109.25,40.33,49.68,23.21,74.86,122.84,70.69,28.48,13.06,18.57,39.71,14.94,46.7
2019-03-14,116.25,53.23,63.6,31.09,83.84,135.82,72.51,28.15,12.79,24.2,39.46,27.9,47.61
2019-03-15,121.36,36.73,21.12,19.72,51.0,83.97,46.24,28.43,13.47,23.42,41.77,25.72,40.14
2019-03-16,112.73,22.21,26.36,14.96,33.69,49.34,29.5,28.78,13.59,18.15,43.74,37.24,43.25
2019-03-17,143.15,29.67,39.58,17.28,44.07,76.08,43.04,30.02,13.61,14.71,44.67,25.99,30.09
2019-03-18,169.83,43.17,38.09,20.68,54.58,77.73,58.71,27.19,14.01,20.52,41.24,22.63,35.545
2019-03-19,172.75,48.89,26.84,25.78,73.12,116.06,67.03,25.56,13.78,15.22,38.14,24.92,41.0
2019-03-20,85.58,65.56,25.83333333333333,16.51,67.14,97.03,59.12,24.26,13.68,16.52,38.81,40.04,52.41
2019-03-21,56.61,9.57,24.826666666666664,0.0,37.58,66.61,39.78,24.34,13.48,13.26,35.63,25.35,29.33
2019-03-22,87.35,7.9,23.82,14.61,26.3,38.43,26.42,25.43,13.58,14.38,35.58,25.6,18.11
2019-03-23,96.82,16.39,18.23,31.99,24.07,38.08,24.88,26.6,18.12,20.47,41.61,41.43,17.13
2019-03-24,127.99,20.15,22.75,19.2,26.27,44.79,27.43,22.97,21.45,19.5,41.21,34.89,20.12
2019-03-25,116.09,22.23,23.78,15.54,30.27,46.15,30.32,24.09,20.19,24.67,43.18,39.85,24.24
2019-03-26,134.19,21.88,27.57,15.7,37.11,59.45,34.56,24.94,17.7325,25.82,43.81,41.69,14.11
2019-03-27,185.76,33.76,33.97,16.59,53.42,67.22,45.24,26.43,15.275000000000002,20.57,38.83,24.81,13.98
2019-03-28,201.45,58.45,68.66,32.83,81.05,138.03,119.1,27.63,12.817500000000004,26.28,36.8,39.72,35.68
2019-03-29,176.88,50.56,59.0,48.28,113.05,166.98,115.18,27.28,10.36,32.08,44.27,37.34,43.86
2019-03-30,141.44,52.26,46.97,40.7,71.3,114.29,70.17,33.05,11.99,26.97,44.56,43.74,55.31
2019-03-31,97.97,9.26,25.74,18.2,29.17,60.07,31.72,25.73,12.313333333333334,25.18,38.615,22.17,68.98
2019-04-01,98.64,10.02,25.74,18.58,29.05,45.75,33.89,28.14,12.636666666666668,28.34,32.67,16.6,9.88
2019-04-02,134.04,37.3,42.98,20.98,47.54,81.21,68.27,26.57,12.96,22.96,36.07,16.25,3.92
2019-04-03,135.4,33.68,44.69,22.0,55.21,110.09,62.21,24.25,,19.23,40.54,16.07,9.02
2019-04-04,132.94,33.71,68.21,53.73,83.39,172.34,92.74,23.76,,19.55,36.79,16.0,9.01
2019-04-05,220.02,85.73,66.05,54.97,100.13,154.01,113.19,23.34,,15.11,27.42,14.18,8.99
2019-04-06,117.84,41.69,49.03,26.68,66.27,90.52,64.62,22.39,,32.46,39.56,15.83,9.02
