Date,DL002,DL021,DL031,KA003,KA009,TN001,UP012,UP014
2019-07-24,74.32,64.4,68.73,19.72,30.89,23.84,15.05,23.42
2019-07-25,24.7,43.17,30.36,31.49,26.85,87.9,11.54,17.61
2019-07-26,26.41,41.11,33.82,33.75,30.65,19.24,8.52,17.49
2019-07-27,24.21,44.13,26.59,50.72,31.17,20.4,13.64,24.64
2019-07-28,14.46,35.43,25.66,41.33,31.27,25.88,106.14,15.95
2019-07-29,23.86,39.75,35.72,23.33,27.57,21.72,16.3,19.52
2019-07-30,29.62,53.08,40.5,32.53,27.65,27.89,16.56,18.83
2019-07-31,27.98,52.14,34.5,27.76,26.31,28.8,21.94,32.09
2019-08-01,33.93,52.05,32.55,25.84,21.67,28.49,42.14,38.28
2019-08-02,31.77,51.5,37.02,22.28,20.32,31.77,139.94,37.82
2019-08-03,40.05,48.37,47.08,30.16,20.58,26.65,30.58,41.83
2019-08-04,49.91,57.39,54.73,22.48,19.09,18.82,34.13,31.78
2019-08-05,50.94,43.44,60.68,24.64,17.6,21.57,32.3,37.47
2019-08-06,36.07,47.95,44.12,30.07,17.66,22.58,23.2,24.56
2019-08-07,45.74,46.13,36.67,25.69,18.49,16.9,15.12,34.96
2019-08-08,28.99,50.92,21.88,20.78,16.52,20.74,19.45,26.81
2019-08-09,15.94,47.9,13.85,28.34,22.69,22.22,21.3,29.03
2019-08-10,23.47,41.65,22.0,21.02,18.89,21.3,26.88,40.99
2019-08-11,31.0,42.64,29.79,15.48,16.71,19.26,24.8,56.49
2019-08-12,25.52,38.7,22.53,9.94,21.64,21.49,21.25,36.09
2019-08-13,26.95,44.81,20.58,4.4,19.91,24.91,24.36,24.7
2019-08-14,45.98,44.67,34.73,163.3,21.9,23.98,25.77,22.23
2019-08-15,37.09,41.36,32.47,12.76,16.89,15.9,23.9,26.25
2019-08-16,17.91,35.6,15.55,41.36,19.27,21.78,24.09,18.39
2019-08-17,9.54,32.01,12.73,26.42,18.81,14.68,19.36,19.23
2019-08-18,18.62,28.41,6.94,25.19,21.93,11.55,25.9,24.17
2019-08-19,51.38,46.62,30.29,19.42,21.28,18.12,26.81,30.09
2019-08-20,53.93,53.54,46.7,17.44,18.4,20.04,21.81,31.71
2019-08-21,62.51,69.18,45.07,,20.38,34.09,21.63,23.58
2019-08-22,68.66,55.16,42.53,,21.54,38.19,21.0,29.23
2019-08-23,65.93,61.48,46.71,,20.35,33.13,28.52,29.36
2019-08-24,87.89,63.4,66.13,,18.28,25.13,26.11,27.67
2019-08-25,40.77,38.32,34.22,,16.32,36.85,20.66,22.16
2019-08-26,26.29,42.08,21.27,,16.4,24.07,20.14,27.03
2019-08-27,44.91,50.57,33.35,72.82,19.05,29.54,23.32,34.1
2019-08-28,38.99,43.92,37.3,25.23,24.65,32.65,25.98,29.98
2019-08-29,39.48,40.15,35.0,23.86,23.63,32.0,25.68,32.72
2019-08-30,48.59,54.77,34.0,12.64,26.87,30.96,32.18,35.03
2019-08-31,63.46,65.54,45.62,17.49,34.91,37.58,38.01,32.83
2019-09-01,30.77,55.42,36.36,22.21,31.92,37.28,39.53,43.76
2019-09-02,56.57,58.57,50.25,7.93,23.86,28.61,34.27,27.55
2019-09-03,80.53,89.81,78.74,14.92,16.68,23.52,34.3,34.58
2019-09-04,78.73,88.8,72.17,4.39,28.34,28.95,25.73,32.8
2019-09-05,34.03,53.76,33.95,18.99,32.42,26.92,31.9,31.07
2019-09-06,38.07,46.02,42.66,13.16,16.05,33.18,36.05,35.7
2019-09-07,38.15,51.96,35.12,61.16,13.27,40.77,27.64,26.92
2019-09-08,41.16,51.42,47.92,10.85,12.5,29.95,24.57,21.07
2019-09-09,67.81,67.34,67.26,24.04,11.73,34.56,25.04,29.83
2019-09-10,77.68,75.45,66.05,37.27,25.67,42.97,28.75,39.17
2019-09-11,84.38,86.54,71.71,29.66,,28.18,33.85,47.08
2019-09-12,56.4,67.0,59.22,34.06,,25.25,36.47,46.74
2019-09-13,33.12,48.7,34.87,32.66,,26.96,15.41,16.01
2019-09-14,34.9,40.16,29.33,41.81,,30.81,21.24,26.57
2019-09-15,38.44,41.92,41.73,37.95,,24.82,27.12,28.78
2019-09-16,67.9,58.66,58.76,405.36,39.45,26.03,22.6,22.71
2019-09-17,77.51,58.04,51.97,549.5,16.75,21.41,25.08,33.78
2019-09-18,33.46,52.43,37.93,30.63,19.0,26.92,14.43,19.84
2019-09-19,17.6,45.98,25.63,38.07,20.73,25.85,19.75,15.01
2019-09-20,39.64,42.75,40.16,35.96,16.75,34.34,20.51,25.23
2019-09-21,38.78,47.65,40.62,38.59,30.0,44.88,20.89,32.68
2019-09-22,27.21,38.37,27.53,31.61,16.19,57.13,25.36,24.38
2019-09-23,31.46,46.2,33.84,40.46,22.74,56.34,22.05,27.78
2019-09-24,41.03,48.47,41.62,15.0,22.4,34.35,20.08,29.46
2019-09-25,34.47,40.96,26.39,31.83,14.4,19.94,18.8,27.76
2019-09-26,26.11,38.3,22.27,48.66,16.31,19.45,14.95,14.09
2019-09-27,14.03,41.68,9.2,58.62,21.19,20.1,11.51,9.03
2019-09-28,23.48,37.78,19.17,49.92,20.84,30.54,11.21,11.17
2019-09-29,14.02,35.92,12.77,65.88,23.74,34.01,7.56,6.97
2019-09-30,25.67,39.25,21.54,43.82,20.75,25.66,12.52,13.19
2019-10-01,31.88,43.05,27.79,56.52,21.98,39.34,23.21,28.25
2019-10-02,43.35,48.89,39.34,21.41,15.25,41.21,22.98,32.18
2019-10-03,77.78,61.03,54.54,39.84,23.39,26.66,25.93,34.9
2019-10-04,55.53,54.02,39.98,104.66,23.92,30.62,39.2,39.78
2019-10-05,44.46,57.65,37.98,34.53,31.5,89.3,52.47,55.83
2019-10-06,68.07,78.94,56.51,38.87,20.13,33.7,51.7,64.9
2019-10-07,60.98,75.7,52.25,52.6,21.67,24.63,67.16,89.71
2019-10-08,46.09,66.21,37.64,42.09,26.24,25.84,72.33,81.38
2019-10-09,79.99,97.23,67.98,44.83,25.95,24.66,81.01,92.17
2019-10-10,117.31,115.56,71.09,57.1,224.49,22.16,63.4,56.93
2019-10-11,135.04,98.97,73.61,64.39,32.61,23.06,74.96,63.59
2019-10-12,132.78,95.84,77.62,55.09,27.25,21.64,77.05,47.71
2019-10-13,180.81,130.54,85.3,37.04,17.91,21.62,90.8,55.2
2019-10-14,146.53,117.4,81.1,41.24,22.3,21.77,108.78,54.29
2019-10-15,172.7,122.81,80.55,42.32,22.3,21.82,83.1,49.05
2019-10-16,164.33,139.94,97.0,37.93,18.89,23.21,78.02,57.22
2019-10-17,129.28,113.01,87.38,40.74,16.43,55.85,95.37,91.75
2019-10-18,71.75,90.17,65.41,40.87,17.84,54.4,78.27,99.2
2019-10-19,101.78,78.64,58.12,35.91,15.3,65.43,86.23,94.89
2019-10-20,112.48,100.97,50.44,36.13,17.81,61.17,93.93,144.8
2019-10-21,133.5,116.81,63.17,36.89,33.59,50.91,107.24,117.4
2019-10-22,120.39,98.71,56.71,34.08,21.93,38.12,83.34,162.36
2019-10-23,172.38,111.78,80.67,28.826666666666664,14.21,67.23,126.32,168.21
2019-10-24,231.89,160.82,86.0,23.57333333333333,13.78,55.43,99.02,142.77
2019-10-25,145.98,116.98,85.36,18.32,16.81,46.51,81.21,112.25
2019-10-26,185.88,123.9,90.56,26.33,15.79,110.91,77.85,73.61
2019-10-27,240.97,165.72,183.5,43.55,20.17,147.13,138.28,105.96
2019-10-28,356.85,232.86,301.72,34.08,28.1,75.7,233.96,148.22
2019-10-29,414.92,208.89,227.5,48.42,23.68,37.97,184.87,148.89
2019-10-30,372.47,191.66,212.8,23.56,19.04,14.67,180.77,133.26
2019-10-31,406.47,228.12,209.67,23.34,16.95,36.78,215.08,195.82
2019-11-01,465.81,298.08,324.54,41.22,20.31,32.99,237.29,259.29
2019-11-02,370.58,251.11,252.75,34.98,22.38,42.19,266.13,307.31
2019-11-03,619.48,415.45,472.54,50.64,21.07,72.83,172.98,241.91
2019-11-04,378.74,202.52,191.92,78.46,30.38,110.6,288.37,437.56
2019-11-05,245.64,139.96,145.53,110.72,36.89,103.63,218.31,234.0
2019-11-06,120.2,90.99,84.74,130.26,40.03,98.52,128.21,206.54
2019-11-07,209.09,140.75,166.54,105.08,45.58,121.74,199.12,157.71
2019-11-08,207.84,150.85,142.9,87.22,36.7,130.9,159.9,210.3
2019-11-09,143.96,149.46,125.35,45.19,29.77,100.92,116.74,174.33
2019-11-10,235.8,147.47,170.55,49.1,33.14,102.39,81.16,129.33
2019-11-11,327.38,194.22,214.53,55.31,40.33,72.29,116.62,148.87
2019-11-12,446.82,293.42,325.0,25.78,26.28,35.75,146.28,166.07
2019-11-13,408.89,317.07,353.84,28.31,28.93,36.86,236.35,198.99
2019-11-14,418.95,317.11,342.57,21.97,22.8,22.29,177.3,165.56
2019-11-15,393.05,383.24,412.83,18.11,22.46,25.44,134.8,163.65
2019-11-16,168.53,173.86,155.05,17.22,21.47,53.21,115.59,151.11
2019-11-17,96.3,96.54,86.42,38.45,24.23,64.67,78.87,123.2
2019-11-18,130.53,92.46,98.57,22.54,26.49,33.05,69.08,112.38
2019-11-19,180.47,112.39,106.62,14.47,23.71,38.99,64.49,148.96
2019-11-20,214.48,143.81,145.08,19.48,21.42,24.48,125.52,173.67
2019-11-21,282.22,216.68,176.49,44.69,31.98,21.41,135.47,193.74
2019-11-22,268.68,199.62,169.3,61.11,32.55,33.55,121.64,140.5
2019-11-23,144.67,143.45,119.9,51.62,25.64,63.73,115.05,173.54
2019-11-24,96.0,158.88,90.04,65.14,11.95,77.0,94.99,133.37
2019-11-25,119.88,154.4,113.24,59.22,11.94,53.08,109.18,176.44
2019-11-26,119.63,143.41,103.54,60.23,12.05,55.65,174.98,263.22
2019-11-27,114.04,96.7,55.01,41.65,20.24,30.89,183.07,253.22
2019-11-28,35.44,48.89,25.66,32.45,20.7,50.0,176.62,260.39
2019-11-29,56.41,75.12,43.29,30.38,24.92,16.96,67.16,88.03
2019-11-30,105.32,128.42,84.46,28.17,29.63,13.59,69.72,100.78
2019-12-01,134.57,159.38,102.83,14.05,18.72,47.29,79.45,93.12
2019-12-02,157.93,191.28,111.42,16.82,20.26,45.09,102.2,124.48
2019-12-03,163.31,175.21,104.58,32.83,30.36,26.43,85.09,114.82
2019-12-04,199.61,128.04,125.23,48.69,41.61,6.05,124.73,170.34
2019-12-05,326.46,191.25,202.52,75.05,52.91,66.24,166.75,185.29
2019-12-06,256.14,208.37,212.58,68.67,57.43,35.05,168.71,183.89
2019-12-07,292.51,223.54,225.53,37.44,48.91,34.27,123.05,146.68
2019-12-08,303.54,203.81,208.08,22.3,30.9,31.63,136.4,210.59
2019-12-09,240.35,179.4,174.69,18.1,30.62,18.91,106.07,129.15
2019-12-10,287.79,196.89,225.1,28.8,27.2,35.66,123.89,169.27
2019-12-11,338.6,264.57,248.74,38.26,33.49,44.13,132.56,205.48
2019-12-12,314.48,228.95,230.42,40.35,32.14,27.73,153.79,189.7
2019-12-13,104.63,99.09,83.38,36.85,36.92,37.94,92.26,113.73
2019-12-14,89.0,95.49,69.71,30.08,31.61,42.92,42.72,58.53
2019-12-15,89.55,99.96,80.05,30.36,24.36,39.34,55.69,65.02
2019-12-16,98.59,99.89,76.97,32.76,30.57,34.16,62.49,57.8
2019-12-17,102.15,97.33,78.08,36.42,29.4,43.86,45.74,89.05
2019-12-18,176.7,132.02,134.36,53.61,45.75,63.24,61.98,88.7
2019-12-19,318.16,232.9,213.57,49.64,38.61,46.61,83.34,142.56
2019-12-20,502.97,234.39,241.41,42.54,45.36,61.36,120.89,210.34
2019-12-21,325.42,223.32,201.23,58.06,49.22,78.16,180.96,289.76
2019-12-22,162.8,135.38,111.18,55.3,48.36,50.91,115.08,229.72
2019-12-23,194.08,152.31,146.14,53.68,48.09,56.0,145.27,158.48
2019-12-24,321.88,244.97,222.28,35.67,41.42,54.46,95.73,179.19
2019-12-25,196.46,142.77,135.64,45.96,39.6,37.87,132.34,192.42
2019-12-26,213.14,215.84,162.07,47.33,47.38,58.94,112.47,160.53
2019-12-27,289.42,219.29,183.52,48.96,46.49,36.99,139.84,196.54
2019-12-28,333.33,258.56,247.01,47.22,41.7,39.63,122.27,216.66
2019-12-29,361.36,314.88,287.15,51.22,38.82,66.58,120.85,117.67
2019-12-30,377.01,267.85,276.99,49.47,42.08,45.14,136.89,124.04
2019-12-31,259.27,201.4,218.15,55.47,50.6,44.17,211.55,228.11
2020-01-01,374.12,345.91,411.9,42.15,36.38,29.68,255.8,314.02
2020-01-02,361.19,399.43,290.69,28.83,30.81,38.98,149.84,168.61
2020-01-03,401.51,188.23,187.73,50.27,33.85,45.74,99.63,77.29
2020-01-04,216.2,185.11,139.07,61.87,58.88,36.01,202.6,99.94
2020-01-05,191.29,142.94,117.3,65.89,57.28,42.59,74.82,98.13
2020-01-06,170.11,153.2,117.17,34.61,32.24,24.3,88.03,127.77
2020-01-07,142.91,109.8,78.07,31.75,30.68,27.48,157.37,113.26
2020-01-08,144.73,104.84,87.56,29.14,38.1,39.98,278.0,122.97
2020-01-09,106.06,95.59,72.7,55.3,50.39,39.41,72.96,64.62
2020-01-10,146.42,139.48,106.58,50.63,43.53,43.49,67.84,133.71
2020-01-11,160.98,171.71,119.76,43.33,37.84,18.16,120.39,201.5
2020-01-12,245.23,197.38,208.1,57.69,46.94,52.37,153.83,272.92
2020-01-13,273.77,210.98,182.74,69.85,58.97,62.55,129.33,234.72
2020-01-14,152.61,95.52,85.43,78.23,66.81,124.42,88.37,154.58
2020-01-15,115.53,119.75,90.15,52.74,48.65,36.98,151.67,181.55
2020-01-16,163.99,139.48,111.1,36.95,47.75,26.87,146.24,106.73
2020-01-17,108.67,119.93,84.04,23.09,46.18,28.23,37.82,66.53
2020-01-18,168.95,114.95,106.51,36.98,34.13,25.04,64.6,109.54
2020-01-19,154.49,110.83,102.01,28.51,26.56,23.71,58.77,100.71
2020-01-20,175.71,132.31,113.11,51.54,40.44,34.37,87.84,149.99
2020-01-21,241.99,231.14,166.92,66.15,41.43,41.03,113.26,172.76
2020-01-22,243.51,192.22,172.68,28.31,35.76,51.53,140.5,209.22
2020-01-23,76.42,102.49,52.92,94.07,40.11,62.35,64.27,128.32
2020-01-24,85.05,96.32,55.64,68.96,43.09,56.09,63.8,108.82
2020-01-25,151.48,128.93,120.18,60.61,44.02,55.3,103.36,177.47
2020-01-26,293.0,187.28,168.15,66.21,41.73,48.21,121.22,159.91
2020-01-27,250.36,196.68,159.18,62.09,50.15,50.49,144.08,150.68
2020-01-28,103.7,96.88,88.39,70.62,57.3,56.1,132.43,166.47
2020-01-29,84.15,84.75,56.53,57.8,58.28,44.67,106.94,130.3
2020-01-30,81.1,115.05,49.95,39.49,53.43,41.6,42.43,62.29
2020-01-31,91.25,100.26,73.72,48.95,55.03,43.19,61.1,98.96
2020-02-01,129.88,117.31,88.36,57.78,58.34,42.83,73.43,164.16
2020-02-02,119.75,127.82,97.1,41.4,40.83,36.18,61.16,143.02
2020-02-03,152.16,146.01,110.72,46.44,44.22,33.59,73.55,151.09
2020-02-04,210.46,184.04,168.67,43.74,36.18,36.77,106.47,189.54
2020-02-05,137.05,157.49,115.93,39.37,38.83,41.15,100.25,140.18
2020-02-06,128.11,119.32,97.04,65.17,49.46,45.0,92.05,133.7
2020-02-07,165.86,153.2,122.3,67.16,54.7,38.75,100.53,171.93
2020-02-08,146.02,158.1,125.21,61.84,55.28,33.77,91.19,152.12
2020-02-09,149.05,155.09,115.83,52.11,42.78,35.51,109.89,167.54
2020-02-10,173.25,197.0,157.64,50.86,36.6,38.32,106.31,166.96
2020-02-11,189.66,214.5,153.33,45.08,38.73,39.45,99.31,162.32
2020-02-12,176.71,183.67,151.33,47.73,39.92,37.86,99.1,165.15
2020-02-13,100.42,124.71,75.64,57.82,42.21,44.5,94.59,151.93
2020-02-14,84.3,94.13,62.57,68.93,48.68,74.47,204.44,113.31
2020-02-15,82.3,110.96,64.22,84.56,58.94,66.83,68.72,114.15
2020-02-16,133.29,143.67,102.65,67.28,41.0,46.86,82.22,154.27
2020-02-17,189.93,175.84,129.65,66.89,48.54,38.13,110.65,191.25
2020-02-18,125.08,151.36,110.94,72.01,49.41,54.47,63.31,127.27
2020-02-19,157.98,139.41,92.53,306.32,50.16,47.75,78.0,146.79
2020-02-20,101.23,82.08,71.58,70.13,49.58,33.99,81.61,124.69
2020-02-21,57.31,55.27,41.08,37.98,39.82,46.16,71.12,90.11
2020-02-22,70.3,60.22,55.71,49.08,39.94,33.85,34.46,54.95
2020-02-23,115.94,105.84,75.92,40.74,41.07,31.26,66.83,179.38
2020-02-24,58.8,86.94,53.0,55.79,38.18,42.1,79.78,133.22
2020-02-25,94.12,146.88,103.74,63.1,46.27,44.84,62.72,49.89
2020-02-26,125.29,150.4,125.25,148.73,44.08,40.82,33.66,65.78
2020-02-27,94.07,108.74,78.97,58.36,44.33,41.13,36.09,67.89
2020-02-28,73.04,88.94,61.91,54.42,50.46,34.86,54.58,86.54
2020-02-29,55.44,66.52,45.79,53.18,49.73,46.94,63.82,99.5
2020-03-01,53.11,43.52,36.84,389.44,42.16,36.93,44.37,118.5
2020-03-02,130.67,93.45,74.41,431.07,60.08,41.79,56.6,93.62
2020-03-03,97.43,102.5,69.38,472.7,65.59,47.17,55.84,105.49
2020-03-04,83.89,69.42,63.67,57.19,58.53,44.54,67.13,115.59
2020-03-05,33.2,33.97,23.2,87.52,61.6,44.87,54.94,88.01
2020-03-06,19.16,37.51,13.92,68.22,48.6,26.02,29.38,48.15
2020-03-07,39.81,48.27,36.93,60.46,49.94,21.99,29.5,31.74
2020-03-08,101.55,66.9,51.29,57.09,44.68,15.98,27.3,145.88
2020-03-09,59.98,65.81,50.87,57.25,45.31,24.66,35.45,65.7
2020-03-10,190.66,69.44,69.06,58.09,52.7,23.58,71.74,135.02
2020-03-11,52.75,44.71,43.56,63.48,41.75,18.86,56.22,88.8
2020-03-12,65.28,75.46,45.99,59.86,41.31,23.52,42.46,77.45
2020-03-13,64.62,115.63,54.41,56.8,40.26,33.88,26.88,52.71
2020-03-14,44.33,51.98,28.51,47.8,41.43,36.22,28.27,74.56
2020-03-15,63.07,63.94,40.98,52.85,39.7,44.76,32.78,59.77
2020-03-16,64.58,65.66,47.62,38.12,36.9,29.73,42.38,62.98
2020-03-17,67.62,105.3,54.28,39.46,32.78,45.63,52.65,93.88
2020-03-18,67.74,90.33,56.7,52.54,33.29,32.32,51.8,96.05
2020-03-19,107.34,96.11,65.61,55.1,43.04,82.67,62.03,231.89
2020-03-20,114.69,97.47,74.08,63.03,51.19,31.13,98.63,136.48
2020-03-21,89.84,94.04,60.68,64.43,43.78,27.32,54.46,88.2
2020-03-22,89.8,80.13,62.17,45.46,34.79,27.57,39.5,58.2
2020-03-23,59.43,52.1,43.92,67.55,46.97,31.07,50.22,82.03
2020-03-24,100.3,63.53,39.96,98.04,55.73,22.69,67.2,117.73
2020-03-25,42.84,45.57,23.96,32.88,35.92,15.52,71.14,94.16
2020-03-26,44.15,56.59,28.35,43.45,35.9,32.4,38.08,53.22
2020-03-27,27.33,37.39,19.55,35.72,33.04,20.54,39.37,57.83
2020-03-28,22.08,34.6,15.03,43.26,30.93,28.3,22.76,43.69
2020-03-29,29.84,40.8,21.38,51.48,32.79,22.46,27.67,41.58
2020-03-30,31.12,46.61,24.72,50.59,35.16,23.98,28.67,51.56
2020-03-31,36.86,45.46,25.33,9.78,32.89,24.29,33.3,60.03
2020-04-01,36.67,43.59,21.55,9.92,31.45,23.92,55.64,74.04
2020-04-02,31.14,42.58,18.77,9.96,35.92,26.59,34.15,63.29
2020-04-03,31.1,38.07,35.95,9.88,45.28,26.42,21.5,58.43
2020-04-04,,40.56,39.79,9.89,45.75,23.95,21.1,54.55
2020-04-05,,49.95,41.08,9.73,41.97,17.86,30.28,72.28
2020-04-06,,64.64,113.25,10.45,35.82,13.78,23.66,68.67
2020-04-07,,45.3,84.16666666666667,10.08,23.41,9.44,24.08,50.25
2020-04-08,,43.34,55.08333333333334,10.43,23.67,10.25,28.47,59.16
2020-04-09,,47.51,26.0,10.82,30.64,12.48,24.96,73.82
2020-04-10,,61.99,59.78,11.21,53.82,64.5,30.12,59.2
2020-04-11,,47.24,44.65,9.64,43.53,17.51,41.17,71.12
2020-04-12,,49.41,35.18,9.02,35.33,13.2,37.33,73.48
2020-04-13,,60.99,68.14,13.07,34.72,16.02,52.2,48.87
2020-04-14,,61.44,42.75,9.78,41.01,14.76,82.92,103.75
2020-04-15,,61.73,72.12,9.67,46.55,14.4,49.71,86.87
2020-04-16,,79.22,64.12,9.94,35.59,42.07,113.74,106.89
2020-04-17,,56.98,19.61,9.94,40.49,9.17,40.43,122.05
2020-04-18,,50.16,19.48,9.6,37.57,8.11,93.97,54.16
2020-04-19,33.9,49.75,31.57,9.76,35.54,7.35,49.75,48.69
2020-04-20,66.14,64.4,45.64,9.88,40.25,8.06,40.9,38.75
2020-04-21,52.04,44.19,27.57,9.37,31.94,8.68,74.05,26.9
2020-04-22,66.82,63.4,53.68,9.91,35.55,10.09,47.58,49.92
2020-04-23,58.58,54.06,56.88,9.95,62.75,7.64,48.05,90.2
2020-04-24,64.57,49.92,53.11,12.95,31.96,6.1,90.73,69.67
2020-04-25,34.0,38.53,33.34,13.82,34.37,9.71,42.09,74.72
2020-04-26,53.34,50.87,39.38,14.69,29.21,9.67,48.46,46.58
2020-04-27,27.22,36.99,19.02,10.78,30.85,9.85,36.71,25.91
2020-04-28,46.08,43.51,31.18,11.1,34.61,5.88,33.06,47.94
2020-04-29,56.68,58.51,45.77,11.14,20.26,9.19,39.09,41.62
2020-04-30,38.65,61.32,38.61,11.04,31.92,1.41,40.01,54.82
2020-05-01,,63.43,44.27,9.75,37.07,9.85,49.55,41.27
2020-05-02,,43.94,28.02,10.17,26.72,11.24,42.58,35.97
2020-05-03,,44.67,24.3,10.13,31.1875,13.76,37.38,39.24
2020-05-04,,32.08,22.38,12.63,35.655,4.22,28.02,54.56
2020-05-05,,41.8,38.21,10.16,40.1225,65.49,20.0,31.65
2020-05-06,,71.43,52.88,12.37,44.59,11.0,29.44,26.27
2020-05-07,,52.17,30.55,9.5,48.42,13.88,41.19,36.56
2020-05-08,,61.29,38.41,9.92,46.962500000000006,10.53,27.4,72.98
2020-05-09,,66.42,37.54,10.37,45.50500000000001,8.99,30.47,78.73
2020-05-10,,63.58,33.07,9.91,44.047500000000014,7.02,30.13,97.36
2020-05-11,,48.47,27.4,10.12,42.59,7.61,25.17,147.96
2020-05-12,,55.61,27.66,9.91,29.35,7.66,30.94,110.87
2020-05-13,,80.09,50.33,9.0,26.35,47.86,29.99,87.13
2020-05-14,,62.08,32.99,9.8,34.4,3.58,30.49,73.64
2020-05-15,58.86,56.48,30.8,11.79,28.75,11.43,59.05,104.69
2020-05-16,79.17,87.2,62.96,13.12,33.26,24.83,29.9,61.0
2020-05-17,97.94,108.77,73.005,10.55,32.22,3.78,32.21,80.72
2020-05-18,89.15,100.06,83.05,10.69,28.86,7.79,32.82,85.03
2020-05-19,117.85,116.14,69.16,10.25,55.24,24.14,31.08,84.5
2020-05-20,63.63,80.61,44.88,10.19,33.97,27.97,135.14,95.77
2020-05-21,63.04,105.05,40.67,10.29,36.39,18.89,31.38,82.37
2020-05-22,120.38,94.57,58.12,10.52,30.27,12.23,34.16,118.28
2020-05-23,109.42,87.51,59.76,10.69,29.57,16.33,37.63,80.66
2020-05-24,92.29,80.12,37.8,10.73,33.5,16.12,34.36,106.86
2020-05-25,68.57,93.18,47.68,16.22,29.75,12.38,34.44,103.78
2020-05-26,67.16,84.34,38.82,22.64,31.53,18.45,32.25,105.2
2020-05-27,62.72,72.92,31.62,29.65,29.05,14.9,36.1,223.18
2020-05-28,58.04,82.27,43.4,13.62,28.87,23.48,30.06,45.4
2020-05-29,38.74,41.93,13.33,9.62,63.23,47.34,26.38,51.02
2020-05-30,30.75,38.4,13.3,9.33,21.51,22.01,29.19,48.36
2020-05-31,28.06,32.79,12.82,13.92,32.12,13.44,29.12,35.99
2020-06-01,49.64,51.0,25.29,15.1,17.97,74.72,26.58,60.2
2020-06-02,62.72,54.52,25.99,,20.29,11.24,31.91,62.4
2020-06-03,77.31,60.6,29.15,,16.15,16.25,49.97,73.46
2020-06-04,97.17,75.56,32.47,,21.63,9.89,39.98,70.07
2020-06-05,58.12,45.89,19.35,,21.97,12.23,66.94,32.83
2020-06-06,43.74,47.28,15.99,,29.44,90.96,24.64,25.6
2020-06-07,52.83,53.47,23.1,,24.94,14.94,19.98,36.84
2020-06-08,68.04,60.16,24.09,,28.43,23.88,43.52,63.51
2020-06-09,84.25,75.31,38.39,,32.26,18.75,58.78,95.38
2020-06-10,92.96,63.36,36.95,,31.75,18.78,70.01,109.33
2020-06-11,82.0,64.56,32.0,,22.08,22.9,62.76,90.42
2020-06-12,88.03,86.8,38.48,,23.3,347.54,54.3,87.44
2020-06-13,80.29,66.55,32.41,,25.68,16.74,34.52,69.92
2020-06-14,111.95,89.76,44.19,,24.24,16.88,30.54,53.2
2020-06-15,70.12,66.3,29.31,,48.05,18.79,38.7,55.62
2020-06-16,61.83,60.59,25.91,,31.57,22.19,18.74,32.62
2020-06-17,48.36,56.14,19.36,,33.91,36.35,15.92,39.85
2020-06-18,49.19,58.57,21.65,,39.47,14.43,24.21,39.81
2020-06-19,82.81,115.55,49.21,,31.97,17.61,21.42,41.51
2020-06-20,61.51,62.7,24.67,,29.76,276.07,25.25,30.63
2020-06-21,57.56,52.18,21.92,,26.41,18.02,24.57,29.9
2020-06-22,51.14,44.4,14.71,,22.91,18.27,19.69,30.26
2020-06-23,32.82,42.29,13.09,,33.69,10.58,18.99,34.89
2020-06-24,39.42,41.12,11.92,,31.16,36.8,26.44,50.25
2020-06-25,56.17,45.72,14.79,,24.07,19.13,28.25,90.42
2020-06-26,59.88,58.32,22.12,18.71,21.74,16.26,25.47,45.52
2020-06-27,43.08,70.85,35.78,21.37,27.11,33.05,18.4,40.88
2020-06-28,63.96,145.51,72.5,58.53,24.41,14.56,23.42,41.31
2020-06-29,61.49,85.72,36.88,113.87,29.36,13.56,16.65,35.26
2020-06-30,44.5,56.34,21.58,26.4,19.67,14.2,24.03,39.29
2020-07-01,56.25,82.93,38.0,21.7,20.56,7.77,20.93,52.97
