Date,BR007,DL002,DL019,DL021,DL028,DL033,KA003,MH005,TG005,TN004,UP012,UP014
2019-12-08,2.19,8.69,6.68,7.86,8.26,9.96,0.07,0.07,2.3,,0.94,3.4
2019-12-09,2.87,6.38,6.48,5.95,8.13,5.07,0.09,0.06,2.14,,0.46,3.57
2019-12-10,2.68,5.96,7.14,7.25,8.87,7.3,0.1,0.07,2.29,0.0,0.57,4.09
2019-12-11,2.92,7.03,8.84,15.31,6.77,7.44,0.09,0.08,2.85,0.0,0.74,4.41
2019-12-12,2.54,5.2,6.43,6.83,8.28,4.22,0.06,0.07,2.72,0.0,0.5,3.73
2019-12-13,1.74,2.06,1.74,2.27,3.51,1.3,0.05,0.02,1.45,23.68,0.0,4.08
2019-12-14,1.82,3.41,3.14,2.9,4.32,1.56,0.04,0.05,2.91,7.23,0.09,2.96
2019-12-15,2.08,4.76,2.54,2.36,4.4,1.27,0.04,0.08,1.94,11.23,0.12,4.06
2019-12-16,1.81,2.82,1.24,2.32,4.01,0.76,0.04,0.09,1.29,8.79,0.0,3.27
2019-12-17,1.77,1.6,1.18,2.0,5.17,1.16,0.05,0.09,2.55,3.91,0.0,4.62
2019-12-18,2.56,3.07,2.44,3.34,5.9,2.69,0.06,0.07,2.83,6.35,0.0,5.03
2019-12-19,3.14,4.99,3.71,7.74,8.89,4.83,0.06,0.07,3.89,3.72,0.07,3.5
2019-12-20,3.3,8.83,5.34,5.61,10.68,7.19,0.08,0.06,3.82,11.12,0.24,3.44
2019-12-21,3.79,6.09,6.65,4.77,8.59,7.27,0.06,0.07,3.86,19.25,0.93,3.3
2019-12-22,4.38,2.38,2.92,3.29,4.2,2.11,0.04,0.05,3.12,16.98,0.18,3.8
2019-12-23,3.77,2.57,3.84,3.27,4.9,2.77,0.04,0.07,3.29,18.85,0.21,3.09
2019-12-24,3.95,3.83,5.74,6.72,7.25,6.02,0.06,0.09,2.32,16.81,0.08,3.79
2019-12-25,1.37,2.11,3.48,2.95,5.06,2.37,0.07,0.07,2.0,11.41,0.38,1.82
2019-12-26,1.09,1.45,2.83,3.51,5.64,2.47,0.06,0.04,2.41,6.010000000000001,0.64,2.95
2019-12-27,0.83,2.58,3.46,4.44,7.02,3.38,0.06,0.02,2.27,0.61,1.29,5.05
2019-12-28,0.96,4.51,4.89,8.15,10.15,5.7,0.04,0.0,1.25,5.6,1.12,0.31
2019-12-29,0.88,3.82,4.8,7.51,8.49,4.56,0.06,0.01,2.8,1.44,0.38,1.23
2019-12-30,1.13,4.36,5.77,7.33,11.8,6.12,0.05,0.0,4.14,0.63,2.11,2.42
2019-12-31,1.34,2.96,2.17,5.16,4.86,6.12,0.05,0.01,3.13,0.63,9.93,3.12
2020-01-01,1.73,6.0,5.92,16.82,9.22,12.39,0.08,0.0,1.95,10.34,14.4,2.29
2020-01-02,2.38,6.24,6.75,29.23,7.45,10.67,0.11,0.0,2.62,20.32,7.35,2.18
2020-01-03,1.45,9.82,5.65,7.42,4.33,9.34,0.03,0.0,1.79,22.95,1.57,3.12
2020-01-04,0.53,5.41,8.12,5.85,11.27,7.98,0.0,0.01,1.87,18.74,1.31,3.22
2020-01-05,0.36,2.44,2.58,2.2,4.85,1.59,0.0,0.0,0.89,6.63,0.08,1.1
2020-01-06,0.44,2.66,3.2,3.47,5.08,1.09,0.0,0.0,1.27,6.04,1.83,0.26
2020-01-07,0.38,3.21,3.75,3.18,5.79,3.38,0.0,0.0,1.56,8.75,0.32,0.0
2020-01-08,0.41,2.6,2.75,3.1,4.58,1.93,0.0,0.0,1.86,1.73,0.0,0.0
2020-01-09,0.14,1.63,1.41,1.24,3.43,0.65,0.0,0.0,2.0,2.06,0.08,4.74
2020-01-10,0.14,2.39,3.62,3.13,6.95,4.39,0.0,0.0,1.47,0.16,0.15,2.99
2020-01-11,0.21,2.81,3.34,4.4,8.38,3.18,0.0,0.0,2.02,2.35,2.56,0.58
2020-01-12,0.36,4.82,6.26,6.29,6.53,5.46,0.0,0.01,1.95,0.57,8.34,2.37
2020-01-13,0.34,3.79,4.24,6.79,7.22,2.76,0.0,0.0,1.88,0.61,0.95,2.64
2020-01-14,0.3,2.3,2.77,1.58,3.05,0.36,0.0,0.0,1.5666666666666669,4.0,2.91,2.56
2020-01-15,0.34,2.53,2.42,2.24,3.9,0.47,0.0,0.0,1.2533333333333334,0.69,6.92,0.24
2020-01-16,0.35,3.05,2.6,3.02,5.32,0.98,0.0,0.0,0.94,0.11,0.0,1.11
2020-01-17,0.41,2.29,3.21,2.82,6.43,2.55,0.0,0.0,1.42,0.15,2.26,1.79
2020-01-18,0.26,5.29,3.86,3.94,8.01,1.68,0.0,0.0,1.0,0.0,1.02,1.66
2020-01-19,0.3,2.77,1.61,1.81,5.61,0.87,0.0,0.0,,0.1,1.33,1.11
2020-01-20,0.26,2.94,2.3,3.12,6.05,13.31,0.0,0.01,,0.97,0.0,1.89
2020-01-21,0.28,4.08,2.5,7.39,9.22,25.38,0.01,0.13,,1.49,4.0,1.11
2020-01-22,0.29,6.24,6.83,8.49,11.15,19.16,0.0,0.05,,1.3,4.87,1.6
2020-01-23,0.25,2.22,1.29,1.41,6.05,5.97,0.11,0.0,,0.12,0.0,2.08
2020-01-24,0.28,2.24,1.34,1.2,11.93,5.93,0.02,0.01,,0.24,3.7,1.62
2020-01-25,0.42,3.11,4.13,3.14,8.24,15.18,0.0,0.0,,1.6,1.73,6.96
2020-01-26,0.42,5.9,4.29,5.2,7.08,13.38,0.0,0.0,,2.43,3.18,0.42
2020-01-27,0.73,8.36,5.49,4.46,8.82,11.78,0.0,0.01,,6.65,7.68,0.12
2020-01-28,0.69,3.34,1.14,1.8,4.42,6.17,0.0,1.39,,6.83,4.26,1.37
2020-01-29,0.57,3.15,1.54,1.37,6.56,7.48,0.0,0.8,,5.82,0.0,1.37
2020-01-30,0.49,3.11,1.78,2.02,5.29,6.5,0.0,0.81,,0.99,0.0,1.39
2020-01-31,0.23,2.83,1.87,2.11,7.09,8.74,0.0,1.48,,0.0,0.66,1.38
2020-02-01,0.24,3.41,2.32,3.4,7.14,9.21,0.0,1.67,,0.53,0.2,1.39
2020-02-02,0.17,2.72,1.88,2.74,7.47,8.52,0.0,2.42,,0.11,0.08,1.39
2020-02-03,0.23,4.55,3.33,3.27,7.11,11.51,0.0,0.0,,0.0,1.36,1.38
2020-02-04,0.29,7.68,6.01,5.95,9.49,15.24,0.0,0.0,,2.76,2.72,1.39
2020-02-05,0.23,3.11,2.67,5.75,5.87,7.56,0.0,0.0,,3.7,1.54,1.39
2020-02-06,0.16,3.38,2.27,13.5,5.47,8.23,0.07,0.0,,3.28,0.22,1.39
2020-02-07,1.005,4.06,3.32,24.31,5.34,8.44,0.3,0.0,0.0,2.74,0.15,1.4
2020-02-08,1.85,3.51,3.23,12.54,6.14,8.59,0.2249999999999999,0.0,0.0,1.64,0.04,1.39
2020-02-09,1.39,3.05,2.28,14.15,4.98,6.12,0.1499999999999999,0.0,0.0,1.55,0.09,1.38
2020-02-10,0.48,3.94,3.18,17.95,5.79,10.96,0.0749999999999999,0.0,0.0,0.24,0.12,1.4
2020-02-11,0.52,6.09,5.84,19.28,9.31,14.2,0.0,0.0,0.0,0.7,0.02,0.83
2020-02-12,1.07,3.4,3.35,12.54,10.26,9.71,0.075,0.8,5.27,0.0,0.0,0.0
2020-02-13,0.9,2.29,1.28,8.37,8.63,7.95,0.15,1.41,6.48,0.26,0.07,0.0
2020-02-14,0.77,1.46,0.7,5.95,5.25,4.51,0.2,9.16,13.71,0.87,0.0,0.0
2020-02-15,0.6,1.89,3.67,4.98,9.48,10.38,0.37,10.51,14.54,2.24,0.14,0.0
2020-02-16,0.7133333333333333,2.51,2.31,2.18,4.86,8.9,0.21,21.16,7.04,1.89,0.14,0.0
2020-02-17,0.8266666666666665,5.13,3.42,2.83,9.09,12.74,0.23,21.97,6.3,1.66,0.09,0.0
2020-02-18,0.94,3.87,1.96,2.63,8.3,13.2,0.16,27.02,5.23,3.29,0.0,0.0
2020-02-19,1.47,7.23,2.11,2.47,6.47,9.85,0.14,34.51,5.88,5.38,0.18,0.02
2020-02-20,1.48,1.22,0.64,1.02,3.3,3.21,0.12,10.1,4.59,0.12,0.02,0.01
2020-02-21,0.97,1.95,1.1,1.13,1.97,2.8,0.13,1.43,3.64,0.33,0.0,0.0
2020-02-22,0.54,2.2,2.72,1.54,3.96,5.0,0.11,8.22,3.47,0.0,0.0,0.53
2020-02-23,0.7,3.15,1.42,1.62,4.27,5.58,0.16,19.61,3.11,0.0,2.49,0.0
2020-02-24,0.47,1.62,0.7,1.08,2.96,3.64,0.11,6.05,3.11,0.13,0.0,0.21
2020-02-25,1.2,1.69,1.49,1.5,6.26,5.47,0.22,1.73,2.23,0.94,0.0,0.19
2020-02-26,0.89,3.99,4.84,4.33,5.77,11.2,0.13,1.46,2.83,0.15,0.0,1.61
2020-02-27,0.86,2.38,1.54,4.68,3.96,5.43,0.08,0.75,2.66,0.11,0.02,0.17
2020-02-28,1.31,1.48,0.45,2.38,2.46,2.36,0.08,5.73,2.6,0.01,21.67,4.26
2020-02-29,,1.41,0.36,2.12,1.88,2.72,0.0,14.59,2.39,0.0,35.65,12.37
2020-03-01,,2.89,0.38,1.78,2.17,2.74,0.01,3.55,2.9,0.0,31.1,24.83
2020-03-02,,6.59,2.05,6.4,5.08,7.07,0.005,4.156666666666666,3.1,0.1,37.83,6.91
2020-03-03,,3.85,1.76,4.15,4.42,5.42,0.0,4.763333333333333,2.29,0.65,26.54,22.08
2020-03-04,,2.56,1.45,4.04,2.9,3.81,0.04,5.37,3.05,0.19,17.76,84.45
2020-03-05,3.83,0.92,0.19,1.15,2.64,1.62,0.15,7.22,5.3,0.0,11.96,15.57
2020-03-06,3.4,1.35,0.06,0.88,2.22,2.31,0.05,4.06,1.95,0.31,6.84,16.28
2020-03-07,1.43,1.2,0.43,2.14,1.84,1.89,0.05,4.59,2.54,0.0,7.46,11.24
2020-03-08,1.02,3.53,0.8,3.38,4.42,4.12,0.01,7.29,2.19,0.0,7.5,29.04
2020-03-09,0.6,1.28,0.26,1.82,1.75,1.46,0.01,8.41,3.91,0.14,8.32,27.04
2020-03-10,1.32,3.68,0.13,1.71,2.41,2.31,0.01,9.82,3.32,0.0,14.49,33.92
2020-03-11,0.65,0.86,0.19,1.72,1.77,1.97,0.03,3.3,2.62,0.19,12.13,47.62
2020-03-12,1.3,1.66,0.23,1.05,2.39,5.31,0.12,4.23,2.94,0.39,9.96,11.1
2020-03-13,3.14,1.98,0.18,1.46,2.9,2.77,0.28,4.84,2.44,3.54,4.46,8.4
2020-03-14,2.49,2.7,0.14,1.17,1.29,1.79,0.0,7.04,1.96,0.2,6.6,8.76
2020-03-15,0.87,2.06,0.17,1.78,1.56,2.53,0.0,16.93,2.47,0.25,3.56,4.91
2020-03-16,1.11,1.4,0.41,1.37,2.08,1.66,0.0,21.52,1.76,0.12,1.46,17.92
2020-03-17,0.79,3.49,1.0166666666666666,1.64,2.29,1.87,0.0,34.74,1.98,0.18,0.0,42.68
2020-03-18,1.14,7.0,1.6233333333333333,1.66,3.01,2.26,0.2,14.81,2.09,0.0,0.0,19.81
2020-03-19,0.84,2.72,2.23,1.64,4.27,3.37,0.06,8.63,2.27,0.0,0.0,51.65
2020-03-20,1.4,3.49,1.43,3.07,4.6,3.42,0.01,3.11,1.55,0.0,0.0,62.54
2020-03-21,1.79,3.11,0.27,1.94,4.17,3.51,0.15,4.85,2.22,0.0,0.0,70.5
2020-03-22,1.07,6.89,0.13,2.17,1.95,1.82,0.0,2.63,1.48,0.0,0.0,78.95
2020-03-23,0.69,3.6,0.0,1.17,1.67,1.42,0.02,2.91,1.58,0.0,0.0,52.91
2020-03-24,1.04,8.18,0.0,1.43,1.74,1.57,0.23,4.29,1.07,0.0,0.0,77.36
2020-03-25,0.77,1.16,0.0,0.91,1.28,0.96,0.0,8.23,1.29,0.0,0.0,94.75
2020-03-26,0.78,0.97,0.0,0.89,1.34,0.77,0.0,9.74,0.97,0.0,0.0,52.69
2020-03-27,0.65,1.96,0.0,0.54,0.78,0.55,0.0,4.14,0.98,0.0,0.0,15.35
2020-03-28,0.42,0.52,0.0,0.6,0.73,0.47,0.93,6.08,0.98,0.0,0.0,17.24
2020-03-29,0.48,0.11,0.0,0.57,0.49,0.03,1.28,3.92,1.06,0.0,0.0,55.47
2020-03-30,0.66,0.37,0.0,0.62,0.68,0.27,0.62,3.5,0.97,0.0,0.0,49.65
2020-03-31,0.68,0.58,0.85,0.59,0.69,0.15,0.05,3.6,1.41,0.04,4.23,31.0
2020-04-01,0.89,1.19,0.0,0.62,0.79,0.47,0.11,2.87,1.31,0.0,8.33,16.04
2020-04-02,0.67,0.5,0.0,0.42,0.52,0.12,0.08,3.81,1.8,0.0,4.14,22.04
2020-04-03,0.39,2.53,0.0,0.67,0.64,0.29,0.11,2.53,1.11,0.0,3.5,35.19
2020-04-04,1.11,0.93,0.01,0.85,0.88,0.78,0.84,2.72,1.28,0.04,4.9,44.58
2020-04-05,0.82,4.8,0.09,0.96,1.37,1.3,0.39,4.2,1.19,0.0,5.16,44.47
2020-04-06,0.68,9.93,0.31,1.18,2.01,0.85,0.26,5.53,1.27,0.0,3.88,38.38
2020-04-07,0.41,10.6,0.01,0.61,0.79,0.0,0.31,4.13,1.44,0.0,3.4,59.25
2020-04-08,0.61,12.6,0.0,0.42,0.56,0.0,0.22,6.43,0.72,0.0,5.76,29.88
2020-04-09,0.43,,0.02,0.66,0.85,0.0,0.13,2.71,1.66,0.0,4.29,26.1
2020-04-10,0.93,,0.29,1.21,1.44,0.02,0.1,1.9,0.67,0.0,4.97,15.44
2020-04-11,,,0.06,0.95,1.79,0.07,2.22,2.07,0.71,0.0,9.29,34.46
2020-04-12,,,0.01,0.73,0.99,0.1,1.3,6.46,2.04,0.0,5.69,34.32
2020-04-13,,,0.16,1.19,1.72,0.51,0.48,6.1,0.63,0.0,11.48,48.22
2020-04-14,,,0.1,0.97,1.81,0.33,0.43,3.58,0.96,0.0,16.27,47.38
2020-04-15,,,0.28,0.92,1.57,0.87,0.37,3.8,1.34,0.0,8.8,56.08
2020-04-16,,,0.47,1.15,0.17,0.87,1.16,4.16,1.14,0.0,9.82,35.63
2020-04-17,,,0.01,0.36,0.2433333333333333,0.26,0.59,5.36,0.87,0.0,12.01,44.34
2020-04-18,,,0.04,0.47,0.3166666666666666,0.12,0.12,2.83,1.11,0.0,6.56,72.62
2020-04-19,,0.69,0.05,0.46,0.39,0.14,0.16,3.23,0.6,0.0,7.32,50.28
2020-04-20,,3.9,0.49,1.05,0.56,0.01,0.08,3.57,0.86,0.03,4.58,80.48
2020-04-21,,1.98,0.01,0.5,1.2,0.18,0.13,2.03,1.58,0.0,1.88,67.85
2020-04-22,,5.84,0.08,0.77,2.04,0.44,0.06,2.47,0.69,0.0,3.48,80.73
2020-04-23,,4.86,0.27,0.77,3.19,0.04,0.08,3.56,0.59,0.0,5.78,37.47
2020-04-24,,5.4,0.08,0.86,3.77,0.46,3.35,2.86,0.62,0.0,3.54,88.23
2020-04-25,,0.88,0.02,0.27,1.59,0.21,2.23,2.25,0.73,0.0,3.98,60.5
2020-04-26,,0.71,0.17,0.57,1.58,0.0,0.24,3.38,0.57,0.0,1.84,33.33
2020-04-27,,0.69,0.0,0.37,1.07,0.07,0.21,2.37,0.58,0.0,1.94,31.32
2020-04-28,,3.71,0.0,0.23,1.37,0.08,0.15,2.03,0.56,0.13,2.06,25.06
2020-04-29,,0.61,0.05,0.62,2.01,0.29,0.2,2.31,0.69,0.0,1.49,26.56
2020-04-30,,0.96,0.02,0.0,1.54,0.38,0.22,2.12,0.93,0.0,2.4,72.12
2020-05-01,,,0.02,0.0,1.81,0.58,0.17,2.09,0.68,0.0,1.28,30.74
2020-05-02,,,0.0,0.0,1.02,0.0,0.21,1.76,0.95,0.0,1.56,62.09
2020-05-03,,,0.0,0.0,,0.0,0.38,1.18,0.86,0.0,1.65,19.21
2020-05-04,,,0.0,0.0,,0.0,0.3,1.52,0.82,0.0,2.21,42.35
2020-05-05,,,0.04,0.0,,0.56,0.08,1.27,0.89,0.06,1.33,44.15
2020-05-06,,,0.13,0.0,,1.02,0.04,0.67,0.8,0.0,1.94,46.86
2020-05-07,,,0.1,0.0,,0.5,0.07,1.24,0.87,0.03,1.63,33.35
2020-05-08,,,0.49,0.0,,0.42,0.01,1.31,1.04,0.0,1.82,41.22
2020-05-09,,,0.0,0.0,1.67,0.0,0.05,1.49,0.9,0.0,2.03,31.27
2020-05-10,,,0.0,0.0,1.48,0.01,0.04,0.95,0.75,0.0,1.79,55.91
2020-05-11,,,0.0,0.0,1.66,0.0,0.0,1.45,1.61,0.02,1.54,39.23
2020-05-12,,,0.0,0.0,1.53,0.09,0.0,0.7,1.88,0.06,2.96,71.37
2020-05-13,,,0.0,0.0,2.19,0.06,10.29,0.42,1.06,0.0,2.37,88.12
2020-05-14,,,0.01,0.0,1.96,0.0,1.12,1.42,0.89,0.0,1.88,103.39
2020-05-15,,0.36,0.01,0.0,1.97,0.17,0.37,1.53,0.86,0.0,3.21,86.93
2020-05-16,,0.68,0.01,0.0,3.02,0.7,0.32,1.02,0.83,0.0,1.57,70.09
2020-05-17,,0.74,0.02,0.0,4.05,1.47,0.21,0.81,0.37,0.0,2.2,73.22
2020-05-18,,1.01,0.03,0.0,4.23,1.28,,0.21,0.61,0.0,2.95,55.72
2020-05-19,,1.36,0.01,0.0,5.11,1.59,,0.08,0.89,0.04,2.6,70.63
2020-05-20,,2.02,0.16,0.0,2.06,0.55,,0.22,1.27,0.0,2.38,75.99
2020-05-21,,1.81,0.02,0.0,2.63,0.44,,0.34,1.02,0.04,1.84,50.33
2020-05-22,,4.1,0.04,0.34,5.39,2.08,0.0,0.22,2.37,0.0,2.87,78.55
2020-05-23,,6.39,0.03,0.07,4.13,1.64,0.2666666666666666,0.7,2.99,0.0,2.02,70.78
2020-05-24,,3.63,0.04,0.04,1.59,0.65,0.5333333333333333,0.07,1.14,0.0,2.82,64.1
2020-05-25,,2.53,0.5,0.08,2.2,0.64,0.8,0.0,0.65,0.0,2.49,55.53
2020-05-26,,6.11,0.26,0.0,3.72,1.68,0.8,0.0,0.91,0.0,2.53,56.63
2020-05-27,,4.26,0.06,0.0,1.59,0.41,0.8,0.01,0.86,0.0,2.76,34.94
2020-05-28,,1.49,0.73,0.01,0.9,0.03,0.8,0.01,0.76,0.0,0.72,12.67
2020-05-29,,2.32,1.62,0.09,0.82,0.0,0.8,0.05,0.49,0.0,0.97,0.0
2020-05-30,,0.85,2.3,0.5,0.66,0.0,0.8,2.03,0.69,0.0,1.06,0.01
2020-05-31,,2.05,2.74,1.0,0.73,0.0,0.8,5.73,0.83,0.0,1.23,0.0
2020-06-01,,2.52,9.38,1.0,1.78,0.19,0.8,4.71,1.29,0.05,1.52,0.0
2020-06-02,,3.58,7.27,0.48,1.49,0.26,1.03,3.463333333333333,1.07,0.0,1.65,0.0
2020-06-03,,2.96,7.23,0.0,1.69,0.54,1.3,2.216666666666666,0.57,0.29,2.04,0.0
2020-06-04,,5.65,11.23,0.0,3.82,1.41,1.3,0.97,0.46,0.0,1.61,0.0
2020-06-05,,2.88,8.67,0.24,1.72,0.31,1.3,0.78,0.49,0.0,0.84,0.0
2020-06-06,,2.16,5.13,1.07,1.18,0.04,1.3,0.59,0.6,0.0,0.58,11.96
2020-06-07,,2.93,8.74,0.0,1.47,0.08,1.3,0.29,0.33,0.0,0.83,61.82
2020-06-08,,3.86,8.13,0.0,1.67,0.41,1.3,0.88,0.45,0.0,1.25,52.82
2020-06-09,,4.24,9.32,0.0,2.72,0.43,1.3,0.52,0.47,0.0,1.88,48.94
2020-06-10,,3.87,8.25,0.01,2.52,0.74,1.3,1.07,0.63,0.0,1.99,15.05
2020-06-11,,3.14,6.28,0.01,1.66,0.29,1.3,0.25,0.73,0.0,1.55,41.03
2020-06-12,,3.41,10.51,0.02,2.08,0.5,1.3,1.52,0.53,0.0,1.66,40.85
2020-06-13,,4.98,8.95,0.0,1.71,0.29,1.3,1.74,0.5,0.0,1.26,25.05
2020-06-14,,5.81,10.42,0.0,2.46,0.72,1.3,1.27,0.38,0.0,1.05,21.55
2020-06-15,,2.99,8.56,0.0,1.71,0.29,1.3,2.94,0.35,0.0,1.06,25.58
2020-06-16,,2.94,7.93,0.0,1.67,0.33,,2.18,0.39,0.0,0.58,27.53
2020-06-17,,2.36,6.49,0.0,1.01,0.05,,3.15,0.49,0.0,0.82,18.7
2020-06-18,,2.91,6.73,0.0,1.78,0.09,,3.71,0.48,0.0,1.33,19.66
2020-06-19,,3.94,8.42,0.0,1.71,0.12,,4.03,0.52,0.0,0.68,36.4
2020-06-20,,3.4,5.7,0.0,2.04,0.09,,0.01,0.37,0.0,0.59,39.25
2020-06-21,,3.25,7.35,0.0,1.29,0.11,,0.42,0.37,0.0,0.59,30.89
2020-06-22,4.31,2.38,6.22,0.0,1.42,0.17,,2.41,0.54,0.0,0.53,23.58
2020-06-23,2.62,2.97,5.84,0.0,1.08,0.09,,1.63,0.62,0.0,0.76,14.62
2020-06-24,1.59,3.84,5.67,0.0,0.96,0.0,,2.61,0.68,0.0,0.92,17.94
2020-06-25,2.75,4.78,6.6,0.0,1.42,0.15,,3.02,0.96,0.0,1.15,23.04
2020-06-26,1.7,5.08,11.06,0.0,3.93,0.36,0.34,1.94,0.65,0.0,0.92,23.56
2020-06-27,1.78,3.36,4.86,0.0,3.47,0.09,0.0,1.62,0.33,0.0,0.56,23.37
2020-06-28,1.75,2.87,4.13,0.0,1.7,0.23,0.0,1.66,0.18,0.0,0.65,22.22
2020-06-29,2.18,5.47,7.24,0.0,1.47,0.15,0.0,0.5,1.29,0.0,0.53,41.04
2020-06-30,3.1,2.67,5.84,0.0,1.01,0.01,0.0,1.24,0.82,0.27,0.94,62.48
2020-07-01,3.23,11.5,6.67,0.0,1.25,0.0,0.0,0.8,0.47,0.0,0.12,21.04
