Date,BR007,DL002,DL019,DL021,DL028,DL033,KA003,MH005,TG005,TN004,UP012,UP014
2015-01-01,,,,16.12,,17.76,0.56,0.0,0.4549999999999999,0.17,0.02,3.24
2015-01-02,,,,11.01,,16.62,0.65,0.0,0.4399999999999999,0.13,0.02,3.24
2015-01-03,,,,4.39,,5.48,0.53,0.0,0.4249999999999999,0.03,0.42,3.24
2015-01-04,,,,4.2,,5.45,0.55,0.0,0.41,0.2099999999999999,1.31,3.24
2015-01-05,,,,2.23,,3.4,0.4,0.0,0.39,0.3899999999999999,1.74,3.24
2015-01-06,,,,2.71,,4.84,22.68,0.0,0.52,0.57,2.64,3.24
2015-01-07,,,,4.14,,5.82,34.66,0.0,1.92,0.2,2.7,3.24
2015-01-08,,,,3.53,,9.36,31.0,0.0,1.89,0.15,2.72,3.24
2015-01-09,,,,3.23,,7.6,30.51,0.0,0.77,0.17,1.8,3.24
2015-01-10,,,,2.68,,5.55,36.42,0.0,1.14,0.04,1.8,3.24
2015-01-11,,,,4.24,,6.91,44.91,0.0,1.02,0.39,1.74,3.24
2015-01-12,,,,5.8,,8.32,38.04,0.0,0.92,0.1,1.79,3.24
2015-01-13,,,,4.62,,7.03,39.44,0.0,2.05,0.78,1.78,3.24
2015-01-14,,,,4.41,,7.01,27.38,0.0,1.45,2.67,1.3,3.24
2015-01-15,,,,6.85,,11.19,25.84,0.0,1.1,0.24,0.98,3.24
2015-01-16,,,,7.85,,11.94,25.14,0.0,0.95,0.14,0.97,3.24
2015-01-17,,,,10.7,,15.92,24.29,0.0,1.42,0.03,0.92,3.22
2015-01-18,,,,9.2,,14.04,23.23,0.0,1.01,0.09,0.91,3.24
2015-01-19,,,,6.3,,7.05,21.14,0.0,0.76,0.31,1.05,3.24
2015-01-20,,,,2.55,,4.63,36.25,0.0,0.6,0.05,1.08,3.2
2015-01-21,,,,2.84,,6.92,29.805,0.0,0.55,,2.19,3.33
2015-01-22,,,,3.18,,6.69,23.36,0.0,0.74,,1.79,3.24
2015-01-23,,,,2.05,,3.17,22.15,0.0,0.82,,1.5,3.16
2015-01-24,,,,1.73,,3.31,19.86,0.0,0.65,,1.44,3.14
2015-01-25,,,,1.5,,4.67,19.21,0.0,0.41,,1.58,3.11
2015-01-26,,,,1.8,,3.66,18.29,0.0,0.27,,1.76,3.16
2015-01-27,,,,2.1,,3.98,17.69,0.0,0.33,,1.68,3.22
2015-01-28,,,,2.31,,5.05,21.78,0.0,0.37,,1.5,3.21
2015-01-29,,,,3.57,,5.29,17.3,0.0,0.58,,1.663333333333333,3.14
2015-01-30,,,,3.33,,6.18,14.55,0.0,0.77,,1.8266666666666669,3.1
2015-01-31,,,,5.6,,6.07,17.23,0.0,0.89,,1.99,3.16
2015-02-01,,,,8.31,,8.48,12.01,0.0,0.83,,1.94,3.2
2015-02-02,,,,2.45,,2.47,14.08,0.0,0.39,,1.62,3.13
2015-02-03,,,,1.78,,3.55,16.08,0.0,0.51,,1.54,3.11
2015-02-04,,,,2.11,,4.2,14.9,0.0,1.27,,1.71,3.09
2015-02-05,,,,3.85,,7.92,6.53,0.0,1.2,,1.98,3.15
2015-02-06,,,,7.71,,7.63,19.99,0.0,0.89,,1.75,3.17
2015-02-07,,,,4.84,,5.01,17.83,0.0,0.59,,2.49,3.32
2015-02-08,,,,3.77,,4.68,18.69,0.0,0.43,,1.99,3.33
2015-02-09,,,,2.7,,4.53,0.9,0.0,0.39,,1.77,3.33
2015-02-10,,,,2.83,,1.14,0.75,0.0,0.38,,1.71,3.23
2015-02-11,,,,4.9,,3.19,0.6,0.0,0.35,,1.96,3.28
2015-02-12,,,,4.81,,4.52,0.6,0.0,0.32,,1.92,3.32
2015-02-13,,,,5.22,,4.72,0.49,0.0,0.25,,1.52,3.18
2015-02-14,,,,15.55,,10.36,0.51,0.0,0.67,,1.99,3.34
2015-02-15,,,,8.06,,5.19,0.44,0.0,1.09,,1.58,3.19
2015-02-16,,,,5.13,,3.14,23.44,0.0,1.8,,1.78,3.25
2015-02-17,,,,5.39,,3.27,46.44,0.0,2.49,,1.7,3.23
2015-02-18,,,,14.35,,10.18,40.42,0.0,0.81,,1.84,3.27
2015-02-19,,,,4.5,,4.03,69.69,0.0,0.36,,2.09,3.3
2015-02-20,,,,3.84,,2.84,69.54,0.0,0.34,,2.07,3.22
2015-02-21,,,,5.54,,5.07,,0.0,0.42,,2.25,3.22
2015-02-22,,,,2.1,,1.8,,0.0,1.34,,2.1,3.19
2015-02-23,,,,2.47,,3.2,,0.0,1.34,,2.54,3.25
2015-02-24,,,,2.84,,6.28,,0.0,0.64,,2.39,3.28
2015-02-25,,,,3.09,,2.41,,0.0,0.45,,2.5,3.17
2015-02-26,,,,2.33,,2.37,,0.0,0.63,,1.79,3.13
2015-02-27,,,,2.72,,2.98,,0.0,0.56,,2.22,3.09
2015-02-28,,,,2.36,,3.05,,0.0,0.49,,1.99,3.05
2015-03-01,,,,1.92,,1.57,,0.0,0.88,,1.62,3.01
2015-03-02,,,,1.32,,1.19,,0.0,0.94,,1.57,3.02
2015-03-03,,,,2.53,,3.16,,0.0,0.58,,1.58,3.02
2015-03-04,,,,1.88,,2.51,,0.0,0.92,,1.75,3.07
2015-03-05,,,,4.32,,4.99,,0.0,0.62,,1.86,3.07
2015-03-06,,,,2.84,,3.5,282.83,0.0,0.31,,1.71,3.07
2015-03-07,,,,1.83,,2.29,296.55,0.0,0.63,,2.15,3.07
2015-03-08,,,,2.48,,2.3,298.28,0.0,0.56,,1.91,3.06
2015-03-09,,,,1.61,,1.54,307.42,0.0,0.74,,1.73,3.12
2015-03-10,,,,1.97,,2.08,,0.0,0.79,2.07,1.74,3.18
2015-03-11,,,,3.14,,2.78,,0.0,0.83,2.62,1.8,3.2
2015-03-12,,,,3.24,,4.42,,0.0,0.63,,1.85,3.18
2015-03-13,,,,3.61,,4.7,,0.0,0.64,,1.83,3.07
2015-03-14,,,,3.09,,3.38,,0.0,0.51,,1.75,3.19
2015-03-15,,,,1.47,,1.43,155.68,0.0,0.39,,1.63,3.1
2015-03-16,,,,2.28,,1.54,156.02333333333334,0.0,0.43,,2.18,3.22
2015-03-17,,,,2.17,,2.09,156.36666666666667,0.0,0.48,,1.94,3.23
2015-03-18,,,,1.7,,1.48,156.71,0.0,0.45,,1.62,3.17
2015-03-19,,,,3.22,,2.49,119.55,0.0,0.48,,1.7,3.17
2015-03-20,,,,3.23,,3.91,36.0,0.0,0.49,,1.86,3.19
2015-03-21,,,,3.67,,3.98,21.33,0.0,0.74,,1.91,3.21
2015-03-22,,,,1.67,,1.6,14.97,0.0,0.69,,1.7,3.16
2015-03-23,,,,2.35,,2.23,9.88,0.0,1.64,,1.77,3.15
2015-03-24,,,,2.62,,6.1,5.9,0.0,1.62,,2.16,3.21
2015-03-25,,,,4.08,,5.44,4.53,0.0,0.77,,2.97,3.34
2015-03-26,,,,11.97,,5.58,1.36,0.0,0.35,,3.04,3.27
2015-03-27,,,,8.12,,2.28,0.14,0.0,0.37,,1.85,3.21
2015-03-28,,,,5.17,,5.87,0.14,0.0,0.46,,2.42,3.21
2015-03-29,,,,4.37,,5.16,0.15,0.0,0.45,,1.9,3.21
2015-03-30,,,,1.47,,1.48,0.14,0.0,0.37,,1.64,3.16
2015-03-31,,,,2.45,,2.19,0.14,0.0,0.44,,1.71,3.11
2015-04-01,,,,5.21,,7.06,0.14,0.0,0.55,,2.01,3.12
2015-04-02,,,,2.44,,1.78,0.14,0.0,0.57,,2.49,3.12
2015-04-03,,,,2.18,,1.7,0.14,0.0,0.27,,1.78,3.04
2015-04-04,,1.99,,2.48,,1.96,0.13,0.0,0.36,,1.64,3.11
2015-04-05,,4.07,,4.44,,3.19,0.14,0.0,0.35,,1.72,3.16
2015-04-06,,3.7525,,7.16,,7.48,0.18,0.0,0.2,0.14,1.89,3.18
2015-04-07,,3.4350000000000005,,2.35,1.95,1.68,0.2,0.0,0.2,0.11,2.56,3.19
2015-04-08,,3.1175000000000006,,3.54,1.86,3.59,0.12,0.0,0.22,,2.0,3.14
2015-04-09,,2.8,4.2,2.09,6.15,2.47,0.13,0.0,,,1.76,3.16
2015-04-10,,3.09,4.25,2.6,4.33,3.8,8.64,0.0,,,1.93,3.19
2015-04-11,,5.36,5.02,2.76,3.79,5.81,0.29,0.0,,,2.3,3.25
2015-04-12,,1.94,3.44,1.04,1.85,2.31,0.17,0.0,,,1.74,3.02
2015-04-13,,2.72,1.86,0.19,1.94,4.05,0.175,0.0,,,1.76,3.08
2015-04-14,,2.04,2.33,1.21,1.59,2.81,0.18,0.0,,,2.06,3.11
2015-04-15,,2.97,2.86,1.69,2.11,4.25,0.21,0.0,,,1.81,3.14
2015-04-16,,2.51,3.86,2.41,2.26,2.33,0.16,0.0,,,2.19,3.17
2015-04-17,,2.4,3.83,2.88,3.79,3.62,,0.0,,,1.78,3.17
2015-04-18,,4.04,6.13,3.35,3.3,5.82,,0.0,,,1.67,3.21
2015-04-19,,4.43,4.57,5.43,2.08,7.04,,0.0,,,2.22,3.11
2015-04-20,,2.27,3.28,3.35,1.38,5.16,,0.0,,,1.66,3.06
2015-04-21,,3.23,3.84,3.01,3.31,9.7,0.23,0.0,,,2.825,3.11
2015-04-22,,4.04,4.99,3.92,2.88,10.39,0.22,0.0,,,3.99,3.65
2015-04-23,,4.36,4.73,6.01,1.82,9.04,,0.0,,,3.98,4.58
2015-04-24,,4.98,6.08,6.95,2.54,8.99,,0.0,,,3.95,3.2
2015-04-25,,2.42,2.94,3.83,1.43,5.18,,0.0,,,3.81,3.01
2015-04-26,,0.89,1.55,2.08,0.74,2.88,,0.0,,,3.82,3.03
2015-04-27,,1.17,1.66,2.08,1.15,3.0,,0.0,,,3.93,3.17
2015-04-28,,1.11,1.72,2.19,0.89,2.28,43.78,0.0,,,3.85,3.12
2015-04-29,,1.29,1.81,2.69,1.06,2.82,47.26,0.0,,,3.89,1.96
2015-04-30,,1.26,1.8,2.33,1.06,2.6,39.43,0.0,,,3.92,0.21
2015-05-01,,1.17,2.53,2.33,,2.82,35.9,0.0,,2.18,3.95,0.22
2015-05-02,,2.76,3.79,3.94,,4.6,34.57,0.0,,0.03,4.0,0.23
2015-05-03,,4.97,3.58,6.86,,9.35,37.56,0.0,,0.05,3.99,0.23
2015-05-04,,4.13,4.02,8.31,,10.37,39.17,0.0,,0.12,4.0,0.22
2015-05-05,,6.05,6.02,11.88,8.39,9.78,37.07,0.0,,0.17,4.03,0.21
2015-05-06,,6.35,5.92,6.82,2.93,9.34,33.74,0.0,,0.2,4.05,0.22
2015-05-07,,4.48,5.25,3.38,4.89,4.0,22.24,0.0,,0.12,4.21,0.22
2015-05-08,,3.3,3.55,4.93,3.87,5.87,9.51,0.0,,0.1,3.4,0.22
2015-05-09,,3.61,3.26,5.99,1.46,7.18,6.11,0.0,,0.11,2.22,0.22
2015-05-10,,3.11,3.77,3.77,1.24,5.39,5.2,0.0,,0.13,2.53,0.26
2015-05-11,,2.02,2.65,2.29,1.14,2.78,4.94,0.0,,3.26,3.64,0.23
2015-05-12,,1.3,2.21,2.08,1.12,2.41,4.67,0.0,,,2.22,0.22
2015-05-13,,2.04,2.32,3.05,1.97,3.11,4.9,0.0,,,2.51,0.22
2015-05-14,,1.42,2.57,3.35,1.54,3.63,4.88,0.0,,,2.41,0.22
2015-05-15,,1.23,3.38,3.88,2.75,6.8,5.66,0.0,,,2.09,0.22
2015-05-16,,0.49,3.37,2.96,1.58,1.64,4.66,0.0,,,4.3,0.22
2015-05-17,,0.48,3.44,2.53,0.98,0.98,4.22,0.0,,,3.8,0.22
2015-05-18,,0.37,3.0,2.17,0.89,1.36,4.24,0.0,,,2.98,0.22
2015-05-19,,0.45,3.15,3.37,1.1,1.48,4.19,0.0,,,3.52,0.22
2015-05-20,,0.52,3.17,2.45,2.51,1.21,4.1,0.0,,,2.25,0.22
2015-05-21,,0.76,3.89,2.96,2.08,1.1,4.18,0.0,,,3.8,0.22
2015-05-22,,0.41,2.59,2.66,1.68,1.8,4.64,0.0,,2.88,2.48,0.22
2015-05-23,,0.42,2.04,2.51,1.61,0.91,5.16,0.0,,3.21,5.11,0.29
2015-05-24,,1.09,2.72,2.68,1.69,50.38,4.39,0.0,,3.75,3.84,0.24
2015-05-25,,1.62,2.2,2.42,1.0,1.06,4.57,0.0,,4.29,7.87,0.24
2015-05-26,,1.52,1.68,2.27,1.13,1.48,4.69,0.0,,4.83,2.94,0.24
2015-05-27,,2.36,3.54,3.01,1.27,1.24,3.77,0.0,,5.37,4.21,0.24
2015-05-28,,2.59,4.93,4.6,1.57,1.0,3.54,0.0,,2.7,3.02,0.24
2015-05-29,,2.09,4.03,2.17,1.14,0.83,5.05,0.0,,,14.6,0.24
2015-05-30,,3.48,4.68,3.07,1.99,1.47,4.81,0.0,,,2.66,0.24
2015-05-31,,2.425,2.39,2.29,1.02,1.34,5.42,0.0,,,4.29,0.2
2015-06-01,0.0,1.37,1.65,1.98,0.72,0.96,4.86,0.0,,,2.82,0.2
2015-06-02,0.08,1.18,1.87,1.93,1.02,1.09,4.08,0.0,,,5.25,0.17
2015-06-03,0.0,1.25,2.97,2.4,1.55,1.11,4.11,0.0,,,1.78,0.15
2015-06-04,0.01,1.25,2.8,2.18,2.28,1.59,3.16,0.0,,,2.26,0.05
2015-06-05,0.0,1.25,6.74,2.46,2.96,1.96,2.89,0.0,,0.13,5.82,0.08
2015-06-06,0.0,1.25,2.94,2.3,1.51,1.61,2.8,0.0,,0.11,5.73,0.06
2015-06-07,0.0,1.25,2.98,2.52,1.28,1.7,2.71,0.0,,0.09,3.03,0.07
2015-06-08,0.02,2.59,2.77,3.9,1.27,1.64,2.49,0.0,,73.92,3.88,0.07
2015-06-09,0.01,2.79,1.77,1.79,3.07,1.44,3.13,0.0,,1.4,2.3,0.08
2015-06-10,0.0,0.75,1.5,1.32,1.87,0.93,3.13,0.0,,,4.11,0.05
2015-06-11,0.0,1.845,2.0,1.28,1.16,1.08,4.79,0.0,,,2.15,0.08
2015-06-12,0.0,2.94,1.87,1.27,1.81,1.31,4.35,0.0,,,2.54,0.06
2015-06-13,0.0,1.77,1.95,1.54,1.38,1.7,5.46,0.0,,,0.26,0.08
2015-06-14,0.0,1.48,2.23,1.59,0.89,1.48,4.56,0.0,,,0.2233333333333333,0.07
2015-06-15,0.01,1.66,2.28,1.64,1.43,1.95,2.43,0.0,,,0.1866666666666666,0.09
2015-06-16,0.0,1.51,4.04,2.03,3.1,2.48,1.66,0.0,,70.96,0.15,0.07
2015-06-17,0.0,1.9,2.98,2.81,1.94,1.47,2.96,0.0,,391.88,0.22,0.05
2015-06-18,0.0,2.27,3.69,4.13,1.36,1.7,5.04,0.0,,5.1,0.15,0.07
2015-06-19,18.7,1.65,2.65,1.79,0.92,1.04,5.67,0.0,,0.16,0.31,0.09
2015-06-20,37.4,0.65,1.61,1.32,0.5,0.75,4.36,0.0,,5.64,0.3,0.06
2015-06-21,56.1,0.83,2.0,1.43,0.62,0.77,0.15,0.0,,11.12,0.17,0.06
2015-06-22,74.8,1.04,1.98,1.71,0.63,0.77,0.135,0.0,,0.17,0.14,0.07
2015-06-23,0.23,1.04,2.75,2.25,0.64,0.98,0.12,0.0,,1.46,0.16,0.05
2015-06-24,0.34,1.22,2.25,1.81,0.65,0.97,0.125,0.0,,3.31,0.17,0.05
2015-06-25,0.16,0.74,1.57,1.24,0.3,0.94,0.13,0.0,,0.78,0.15,0.07
2015-06-26,0.24,1.16,1.63,1.71,0.96,1.95,0.1,0.0,,0.89,0.19,0.06
2015-06-27,0.32,0.71,1.02,1.18,0.6,1.69,0.18,0.0,,0.86,0.12,0.07
2015-06-28,0.27,1.04,1.11,1.44,0.61,1.66,0.24,0.0,,0.91,0.22,0.05
2015-06-29,0.38,0.72,0.72,1.21,0.49,0.81,0.13,0.0,,0.93,0.14,0.06
2015-06-30,0.33,0.93,1.33,1.28,0.77,1.22,0.16,0.0,,0.94,0.26,0.07
2015-07-01,0.23,1.06,1.34,1.73,1.21,0.71,0.11,0.0,,0.98,0.14,0.08
2015-07-02,0.23,1.76,1.88,1.47,1.4,2.5,0.12,0.0,,1.02,0.18,0.05
2015-07-03,0.23,0.98,0.96,1.23,1.57,0.46,0.1333333333333333,0.0,,1.02,0.17,0.08
2015-07-04,0.27,0.76,0.37,1.33,0.77,0.69,0.1466666666666666,0.0,,1.03,0.18,0.07
2015-07-05,0.23,1.02,0.7,1.28,0.79,0.79,0.16,0.0,,1.02,0.2,0.09
2015-07-06,0.34,0.63,0.92,1.9,0.54,0.76,0.13,0.0,,0.96,0.14,0.05
2015-07-07,0.31,1.21,1.38,1.33,0.73,0.63,0.14,0.0,,1.02,0.22,0.07
2015-07-08,0.3,1.01,1.57,1.95,1.22,1.93,1.09,0.0,,1.01,0.12,0.08
2015-07-09,0.31,1.5,2.67,1.75,1.65,2.64,0.18,0.0,,0.94,0.13,0.06
2015-07-10,0.26,1.62,1.74,1.53,0.57,2.29,16.71,0.0,,0.87,0.17,0.07
2015-07-11,0.28,0.56,2.4,1.645,0.54,1.73,22.69,0.0,,0.93,0.12,0.07
2015-07-12,0.24,0.76,1.86,1.76,1.22,1.63,20.87,0.0,,0.99,2.65,0.06
2015-07-13,0.26,0.96,1.3,1.44,0.68,1.78,21.59,0.0,,0.29,5.18,0.05
2015-07-14,0.29,1.16,1.35,2.12,0.87,1.71,24.35,0.0,,0.195,0.11,0.06
2015-07-15,0.27,1.11,0.67,2.38,1.19,1.54,23.09,0.0,,0.1,0.14,0.05
2015-07-16,0.35,0.72,0.67,1.79,0.47,1.11,22.44,0.0,,0.1,0.17,0.04
2015-07-17,0.29,0.95,1.07,2.0,0.48,1.52,,0.0,,,0.12,0.06
2015-07-18,0.25,1.24,1.7,2.49,0.72,10.8,,0.0,,,0.14,0.06
2015-07-19,0.24,1.25,1.66,2.16,0.67,5.56,,0.0,,,0.14,0.06
2015-07-20,0.29,1.15,1.41,1.9966666666666668,0.66,2.95,,0.0,,,0.12,0.07
2015-07-21,0.27,0.82,0.82,1.8333333333333333,0.49,5.29,,0.0,,,0.13,0.06
2015-07-22,0.28,0.68,0.73,1.67,0.32,26.74,,0.0,,0.06,0.13,0.06
2015-07-23,0.35,0.56,0.61,1.65,0.38,30.56,19.93,0.0,,0.06,0.12,0.05
2015-07-24,0.31,0.68,0.83,1.69,0.28,1.29,18.55,0.0,,,0.14,0.05
2015-07-25,0.25,0.65,0.74,1.77,0.21,0.38,16.78,0.0,,,0.11,0.07
2015-07-26,0.25,0.46,0.43,1.73,0.12,0.32,16.64,0.0,,,0.15,0.06
2015-07-27,0.24,0.6,0.52,1.63,0.14,0.22,15.28,0.0,,,0.11,0.08
2015-07-28,0.22,0.47,0.46,1.68,0.32,0.29,17.73,0.0,0.53,,0.12,0.06
2015-07-29,0.22,0.49,0.58,1.69,0.26,0.15,18.71,0.0,0.64,,0.15,0.06
2015-07-30,0.21,0.81,0.53,1.47,0.3,0.06,19.79,0.0,0.69,,0.13,0.09
2015-07-31,0.24,1.06,0.53,1.79,0.32,0.15,21.09,0.0,0.78,,0.14,0.17
2015-08-01,0.27,0.96,0.75,1.93,0.4,,16.15,0.0,0.91,,0.08,0.05
2015-08-02,0.36,1.09,1.0,1.79,0.39,,13.6,0.0,0.88,,0.08,0.06
2015-08-03,0.44,1.19,1.42,1.44,0.58,,13.67,0.0,0.79,0.01,0.09,0.09
2015-08-04,0.23,0.77,1.37,1.52,0.56,,14.1,0.0,0.75,6.14,0.12,0.06
2015-08-05,0.2,0.85,2.51,1.53,0.54,,16.28,0.0,0.57,30.27,0.14,0.08
2015-08-06,0.28,1.08,1.54,1.87,0.63,,16.44,0.0,0.7,10.46,0.2,0.06
2015-08-07,0.3,0.79,1.46,2.04,0.46,,15.14,0.0,0.66,6.01,0.13,0.07
2015-08-08,0.35,0.67,1.93,1.91,0.28,,15.6,0.0,0.65,4.63,0.11,0.04
2015-08-09,0.28,0.8,1.74,1.97,0.27,1.86,25.0,0.0,0.79,3.29,0.13,0.06
2015-08-10,0.3,1.45,3.18,2.14,0.5,1.55,34.14,0.0,0.78,2.91,0.12,0.05
2015-08-11,0.29,0.98,2.55,1.71,0.75,1.24,27.76,0.0,0.92,4.525,0.11,0.03
2015-08-12,0.3,0.45,1.1,1.6,0.78,0.93,9.26,0.0,0.94,6.14,0.14,0.02
2015-08-13,0.27,0.87,2.35,2.81,0.57,1.21,5.02,0.0,0.76,6.14,0.13,
2015-08-14,0.26,0.75,2.66,2.66,0.48,0.89,3.15,0.0,0.58,5.7,0.13,
2015-08-15,0.26,0.79,1.31,1.83,0.49,0.16,1.89,0.0,0.85,5.260000000000001,0.15,
2015-08-16,0.23,1.24,1.76,1.94,0.57,0.2,1.51,0.0,0.83,4.82,0.17,
2015-08-17,0.2,1.06,1.46,1.9,0.43,0.38,2.18,0.0,1.07,3.75,0.13,
2015-08-18,0.22,0.98,1.59,3.99,0.52,0.29,2.18,0.0,1.06,2.68,0.15,
2015-08-19,0.18,0.72,0.65,1.53,0.69,0.28,3.865,0.0,1.21,1.6099999999999997,0.14,
2015-08-20,0.18,0.63,0.51,1.57,0.91,0.23,5.55,0.0,0.94,0.54,0.15,
2015-08-21,0.31,0.99,0.83,1.62,0.87,0.7,,0.0,0.8,,0.14,
2015-08-22,0.33,0.76,1.43,1.73,0.77,1.3,,0.0,0.84,,0.14,
2015-08-23,0.26,0.51,1.14,1.96,0.77,1.23,,0.0,0.87,,0.12,
2015-08-24,0.3,0.63,1.19,2.19,0.77,1.44,,0.0,0.99,,0.12,
2015-08-25,0.27,0.73,1.18,1.61,0.98,1.04,,0.0,0.82,,0.11,
2015-08-26,0.31,0.58,1.32,1.54,0.55,1.02,,0.0,0.78,,0.11,
2015-08-27,0.33,1.21,1.55,1.2,0.63,1.37,,0.0,0.78,39.39,0.1,
2015-08-28,0.33,13.66,1.56,1.69,0.56,0.26,,0.0,0.84,194.28,0.12,
2015-08-29,0.28,7.5,2.58,1.68,0.55,0.27,,0.0,0.59,240.885,0.13,
2015-08-30,0.2,4.77,1.77,1.67,0.41,0.26,,0.0,0.61,287.49,0.17,0.12
2015-08-31,0.18,5.4,0.96,1.7,0.61,0.18,,0.0,0.57,,0.17,0.12
2015-09-01,0.19,7.51,1.06,1.61,1.48,0.3,,0.0,0.76,,0.12,0.13
2015-09-02,0.16,7.46,1.07,1.66,1.39,1.44,,0.0,0.77,,0.14,0.14
2015-09-03,0.22,10.25,0.73,1.63,1.31,2.01,,0.0,1.02,,0.13,0.15
2015-09-04,0.23,11.87,1.96,2.07,1.14,2.77,,0.0,0.96,,0.16,0.14
2015-09-05,0.22,9.87,1.55,1.97,0.89,1.19,,0.0,1.01,,0.16,0.13
2015-09-06,0.17,5.17,0.99,1.86,0.43,1.28,,0.0,1.24,,0.15,0.13
2015-09-07,0.21,7.02,1.12,1.82,0.59,1.15,,0.0,0.79,,0.13,0.15
2015-09-08,0.26,9.61,1.74,2.04,0.93,1.23,,0.0,0.98,80.72,0.16,0.14
2015-09-09,0.23,7.22,1.35,1.79,0.56,1.16,,0.0,1.4,,0.12,0.15
2015-09-10,0.3,7.7,1.78,1.97,0.72,1.53,,0.0,1.31,,0.15,0.15
2015-09-11,0.33,7.59,1.56,1.81,0.51,1.48,,0.0,1.26,,0.23,0.18
2015-09-12,0.29,7.54,2.16,1.6,0.57,1.58,,0.0,1.03,,0.16,0.96
2015-09-13,0.3,8.19,1.6,1.39,0.57,1.54,,0.0,0.79,,0.16,0.12
2015-09-14,0.31,10.82,2.26,2.87,0.67,1.68,,0.0,0.69,10.04,0.19,0.14
2015-09-15,0.34,8.25,2.26,2.72,0.75,1.66,,0.0,0.84,11.1,0.16,0.16
2015-09-16,0.27,5.29,1.43,3.83,0.56,1.13,,0.0,0.64,,0.15,0.09
2015-09-17,0.26,8.81,2.48,5.47,1.02,2.82,,0.0,0.57,,0.19,0.02
2015-09-18,0.3,3.79,1.83,5.12,0.58,2.0,,0.0,0.61,,2.04,0.01
2015-09-19,0.28,5.5,1.97,4.65,0.67,1.74,,0.0,0.75,,0.12,0.9333333333333332
2015-09-20,0.31,5.01,1.46,5.36,0.52,1.83,,0.0,0.77,,0.17,1.856666666666667
2015-09-21,0.34,5.02,1.16,5.08,0.48,1.61,,0.0,0.86,,0.14,2.78
2015-09-22,0.28,4.02,0.68,4.77,0.38,1.39,,0.0,0.53,,,2.65
2015-09-23,0.19,4.15,0.93,3.07,0.5,2.33,,0.0,0.62,,,1.17
2015-09-24,0.2,8.28,1.25,2.98,1.29,2.03,,0.0,0.66,0.09,,2.2
2015-09-25,0.17,10.12,2.14,3.38,1.2,2.77,,0.0,0.87,0.54,,1.61
2015-09-26,0.19,11.57,2.44,3.79,1.08,3.03,,0.0,1.0,3.88,,2.1
2015-09-27,0.21,12.06,1.99,3.8,0.65,2.36,,0.0,0.95,1.88,,1.84
2015-09-28,0.24,8.16,1.42,3.19,0.64,1.9,,0.0,1.05,,,3.18
2015-09-29,0.3,9.32,1.71,3.61,0.59,1.78,,0.0,0.86,,,0.93
2015-09-30,0.27,9.03,1.86,3.38,0.41,1.5,,0.0,0.93,,,0.2
2015-10-01,0.29,12.19,2.61,2.75,0.7,2.15,,0.0,1.02,,,0.25
2015-10-02,0.21,12.67,2.59,3.2875,0.64,2.07,,0.0,0.94,,,0.17
2015-10-03,0.21,13.46,2.87,3.825,1.15,2.43,,0.0,1.15,3.13,,0.33
2015-10-04,0.3,22.64,3.58,4.362500000000001,0.9666666666666666,4.26,,0.0,1.06,0.04,,0.44
2015-10-05,0.32,28.6,4.34,4.9,0.7833333333333332,7.43,,0.0,1.22,0.04,,0.37
2015-10-06,0.3,26.81,4.57,1.56,0.6,5.32,,0.0,1.13,0.08,,3.4266666666666667
2015-10-07,0.29,15.38,2.55,1.17,1.53,2.3,,0.0,1.18,10.1,,6.483333333333333
2015-10-08,0.33,17.29,3.39,1.19,1.93,2.67,,0.0,1.24,16.19,,9.54
2015-10-09,0.29,20.34,3.56,1.15,1.87,4.57,,0.0,1.58,10.235,,5.89
2015-10-10,,27.11,3.64,1.14,2.95,6.29,,0.0,0.98,4.28,,3.69
2015-10-11,,19.43,3.17,1.48,1.99,4.97,,0.0,0.99,3.74,,0.42
2015-10-12,,21.08,3.02,1.84,2.16,5.21,,0.0,1.47,3.2,,0.14
2015-10-13,,10.37,2.44,0.53,1.77,2.15,,0.0,1.3,3.26,,0.21
2015-10-14,,9.11,1.57,0.69,0.98,2.18,,0.0,2.17,,,0.23
2015-10-15,0.35,16.39,2.95,0.67,1.28,3.67,,0.0,1.58,,,0.39
2015-10-16,0.32,23.78,3.93,0.91,1.38,4.57,,0.0,1.09,,,0.35
2015-10-17,0.33,20.945,3.76,0.72,1.365,6.16,,0.0,0.82,,,1.4899999999999998
2015-10-18,0.58,18.11,3.59,0.59,1.35,4.91,,0.0,0.89,,,2.63
2015-10-19,0.3,23.31,4.23,1.12,1.67,4.53,,0.0,0.86,,,3.77
2015-10-20,0.25,29.49,5.38,1.88,2.19,8.82,,0.0,1.16,,,
2015-10-21,0.29,16.12,2.84,0.53,1.42,3.01,,0.0,1.38,,,
2015-10-22,0.29,18.74,4.26,0.94,1.19,2.87,,0.0,1.53,,,
2015-10-23,0.25,21.6,3.91,1.39,1.64,4.38,,0.0,0.96,,,
2015-10-24,0.29,27.33,5.35,1.43,1.4,7.19,,0.0,0.9,,,
2015-10-25,0.42,15.38,3.45,0.38,1.16,4.16,,0.0,0.76,,,
2015-10-26,0.35,13.19,1.41,0.99,0.99,2.89,,0.0,0.74,,,
2015-10-27,0.34,17.5,2.29,0.9,1.21,2.47,,0.0,0.85,,,
