Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-01-11,31.34,14.8,3.47,42.21,36.87,52.96
2018-01-12,24.24,15.35,3.73,40.61,43,65.07
2018-01-13,28.98,20.98,3.2,59.1,41.95,39.86
2018-01-14,30.63,14.32,1.87,65,40.04,15.67
2018-01-15,20.85,10.79,2.15,70.75,23.11,46.99
2018-01-16,26.35,10.75,3.92,33.04,25.41,82.87
2018-01-17,23.5,15.27,34.61,43.64,28.58,23.04
2018-01-18,24.32,18.85,85.75,57.82,38.39,20.22
2018-01-19,23.41,17.57,81.11,104.19,38.21,49.99
2018-01-20,23.33,17.79,53.34,43.51,42.06,39.44
2018-01-21,20.26,16.88,63.87,47.75,37.92,33.14
2018-01-22,19.57,16.82,72.5,60.5,31.43,29.03
2018-01-23,20.22,18.15,67.65,81.59,27.83,52.97
2018-01-24,28.47,18.6,56.27,29.79,26.3,24.81
2018-01-25,20.55,18.91,48.6,24.61,38.56,10.36
2018-01-26,18.82,16.01,57.6,26.22,37.18,6.68
2018-01-27,21.59,16.59,60.99,26.06,34.93,38.14
2018-01-28,18.06,15.9,73.57,31.53,30.72,20.84
2018-01-29,20.86,16.29,74.45,33.49,28.63,14.09
2018-01-30,18.96,18.79,51.3,27.1,33.46,67.17
2018-01-31,20.81,21.61,48.06,21.7,44.33,39.23
2018-02-01,31,20.84,67.65,27.21,63.29,10.81
2018-02-02,25.09,18.15,71.59,50.47,53.44,9.66
2018-02-03,19.43,22.82,64.81,85.06,33.42,78.6
2018-02-04,17.81,16.68,56.52,24.26,25.66,53.8
2018-02-05,19.56,17.01,78.45,24.02,29.17,20.35
2018-02-06,17.18,18.16,67.62,24.7,40.94,12.17
2018-02-07,18.77,15.07,55.33,27.97,56.56,10.46
2018-02-08,32.12,15.81,86.77,27.34,42.94,9.28
2018-02-09,26.93,18.28,84.22,26.29,38.89,8.94
2018-02-10,25.66,17.07,86.85,34.48,32.19,8.22
2018-02-11,14.77,14.25,82.24,55.4,17.89,11.26
2018-02-12,15.02,12.66,42.62,29.17,12.99,13.92
2018-02-13,12.96,16.55,72.84,26.82,16.16,13.57
2018-02-14,13.54,17.53,44.75,20.07,22.99,9.93
2018-02-15,15.35,16.78,47.11,22.13,29.9,8.84
2018-02-16,22.24,12.52,60.03,21.53,33.77,10.1
2018-02-17,23.18,10.31,60.9,25.88,39.91,25.73
2018-02-18,15.17,13.46,67.43,30.06,39.49,29.26
2018-02-19,17.17,11.8,88.37,30.55,26.69,16.43
2018-02-20,16.61,12.05,87.59,39.68,25.68,36.75
2018-02-21,20.66,11,94.31,85.51,28.9,22.49
2018-02-22,26.13,12.53,90.58,55.94,29.91,16.93
2018-02-23,19.82,11.96,92.54,74.73,30,9.39
2018-02-24,15.15,9.91,80.95,52.21,27.02,10.54
2018-02-25,13.05,10.8,59.15,26.11,33.9,8.73
2018-02-26,23.09,13.45,43.27,23.22,52.86,7.83
2018-02-27,20.8,12.95,56.44,30.83,52.81,7.74
2018-02-28,25.1,14.34,78.41,36.52,54.05,8.48
2018-03-01,20.33,12.58,79.9,34.48,46.13,25.26
2018-03-02,21.33,11.87,78.23,29.24,37.83,10.7
2018-03-03,26.83,10.47,59.03,28.02,27.24,5.18
2018-03-04,31.34,11.96,56.08,33.09,32.28,7.78
2018-03-05,39.95,10.3,56.62,28.16,27.82,6.73
2018-03-06,29.06,15.17,44.67,27.32,23.52,6.29
2018-03-07,19.18,14.02,54.4,33.73,26.99,7.26
2018-03-08,19.49,27.97,82.26,51.26,31.44,9.06
2018-03-09,31.65,14.85,75.45,41.19,31.79,8.36
2018-03-10,25.26,15.41,47.05,31.44,30.19,5.79
2018-03-11,20.37,12.02,55.86,32.65,20.92,6.7
2018-03-12,16.54,10.68,65.27,34.97,24.38,32.2
2018-03-13,13.79,10.34,73.67,36.52,25.69,63.94
2018-03-14,15.38,11.68,87.49,77.86,27.97,62.19
2018-03-15,17.84,14.92,66.89,48.68,22.92,34.25
2018-03-16,15.29,13.71,62.19,28.47,23.98,26.55
2018-03-17,22.16,16.28,44.69,29.87,20.02,14.63
2018-03-18,25.18,16.28,41.03,26.57,20.64,10.85
2018-03-19,28.1,17.53,62.83,32.7,25.09,37.33
2018-03-20,34.02,18.53,82.08,31.04,29.2,23.1
2018-03-21,31.3,16.58,66.03,50.38,27.17,14.21
2018-03-22,38.75,15.48,41.53,34.95,34.8,13.4
2018-03-23,50.12,12.52,42.49,26.68,41.43,12.04
2018-03-24,28.5,9.04,44.39,27.29,43.32,7.04
