Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Gurugram
2019-06-09,50.05,57.18,69.14,56.29,54.96,75.74
2019-06-10,45,42.43,55.95,50.92,54.44,73.24
2019-06-11,36.82,57.29,39.96,49.19,38.66,38.56
2019-06-12,30.56,53.52,62.12,40.71,34.8,104.93
2019-06-13,25.3,47.65,52.93,39.25,25.66,59.11
2019-06-14,24.42,48.14,59.31,34.76,25.63,57.99
2019-06-15,24.61,39.39,57.41,50.72,25.28,51.57
2019-06-16,25.18,40.82,46.81,34.18,25.32,59.95
2019-06-17,30.6,25.3,40.56,26.62,22.92,59.92
2019-06-18,30.67,43.82,48.99,43.19,25.52,106.55
2019-06-19,29.26,43,61.02,42.75,26.23,110.44
2019-06-20,32.97,35.7,68.57,47.38,27.66,86.95
2019-06-21,38.03,37.37,59.68,49.3,29.42,71.53
2019-06-22,38.81,31.92,69.18,35.87,33.89,99.79
2019-06-23,37.89,42.43,57.33,31.48,25.89,73.16
2019-06-24,32.56,47.02,37.78,43.74,31.78,42.18
2019-06-25,30.97,43.43,54.02,34.39,28.48,58.79
2019-06-26,25.3,29.75,46.26,31.31,25.99,45.38
2019-06-27,28.6,15.31,46.84,42.03,26.41,52.55
2019-06-28,33.5,23.12,38.39,64.68,24.92,47.31
2019-06-29,37.55,18.98,37.99,33.39,21.45,41.72
2019-06-30,33.55,19.25,44.4,42.98,24,46.52
2019-07-01,35,38.58,58,39.57,21.07,49.54
2019-07-02,39.44,31.2,64.82,25.61,17.96,79.6
2019-07-03,33.59,13.47,42.31,21.47,19.24,36.88
2019-07-04,27.13,11.91,28.2,24.11,18.73,22
2019-07-05,25.86,6.92,22.68,26.49,17.83,18.77
2019-07-06,29,14.93,33.71,40.07,19.48,30.58
2019-07-07,32.8,23.7,38.66,14.2,20.16,33.54
2019-07-08,29.35,23.93,35.11,31.5,16.37,29.77
2019-07-09,25.43,25.99,25.75,11.11,16.83,19.4
2019-07-10,30.18,27.07,28.65,14.5,16.24,23.4
2019-07-11,31.66,24.91,29.84,15.33,16.63,27.49
2019-07-12,32.12,29,28.38,20.69,16.69,23.85
2019-07-13,32.55,26.49,30.81,22.49,17.36,27.07
2019-07-14,31.64,30.21,32.77,17.6,16.68,32.3
2019-07-15,32.19,36.35,27.23,31.84,18.62,36.03
2019-07-16,25.04,27.46,30.05,24.56,18.08,54.19
2019-07-17,25.39,16.08,31.48,24.45,22.08,26.52
2019-07-18,23.45,29.49,30.75,28.11,25.61,22.27
2019-07-19,22.89,26.57,49.9,23.27,30.58,26.61
2019-07-20,25.53,39.38,29.1,36.02,30.44,26.71
2019-07-21,25.98,32.68,32.04,28.19,25.58,33.8
2019-07-22,27.44,25.69,34.79,36.33,21.49,47.05
2019-07-23,24.3,25.26,40.16,31.33,22.08,62.77
2019-07-24,25.88,32.18,33.1,33.65,21.22,62.49
2019-07-25,23.94,28.09,22.78,33.36,18.8,24.59
2019-07-26,21.84,22.33,27.72,37.51,15.66,10.08
2019-07-27,24.81,29.16,29.54,31.56,19.4,20.75
2019-07-28,25.68,55.18,30.62,20.97,19.12,32.22
2019-07-29,25.3,44.99,29.78,19.34,18.19,27.14
2019-07-30,23.02,38.45,27.42,28.68,17.98,28.63
2019-07-31,23.67,66.13,31.25,32.6,16.46,34.68
2019-08-01,23.76,62.67,32.51,22.55,14.78,34.48
2019-08-02,21.7,58.91,29.29,34.08,13.76,27.73
2019-08-03,25.31,62.68,27.74,31.81,14.61,23.44
2019-08-04,23.02,67.28,27.25,43.73,17.5,25.24
2019-08-05,17.14,42.93,28.66,37.16,17.12,26.75
2019-08-06,18.42,52.98,22.91,24.45,13.9,16.37
2019-08-07,14.32,40.1,29.87,25.04,12.08,22.32
2019-08-08,14.25,44.3,30.92,25.33,14.47,22.44
2019-08-09,17.32,37.47,26.17,27.54,18.47,31.92
2019-08-10,18.47,48.65,25.43,24.37,19.37,30.76
2019-08-11,17.76,56.49,26.21,19.8,18.34,29.17
2019-08-12,17.11,56.7,21.46,23.17,16.93,27.38
2019-08-13,18.88,53.95,20.73,24.96,13.8,26.48
2019-08-14,22.74,60.52,31.43,24.87,16.9,33.82
2019-08-15,22.46,41.27,23.58,33.65,15.36,29.88
2019-08-16,16.92,37.5,23.59,20.28,14.63,28.9
2019-08-17,16.32,31.21,16.51,20.82,17.03,22.75
2019-08-18,14.77,37.43,18.03,20.15,14.02,25.48
2019-08-19,17.67,31.17,28.06,21.69,15.29,27.8
2019-08-20,15.63,22.56,28.41,19.55,13.77,29.39
2019-08-21,17.45,24.79,31.18,19.34,15.79,31.7
2019-08-22,16.68,26.59,25.95,21.46,18.38,23.62
2019-08-23,18.5,18.42,28.57,28.83,18.8,15.35
2019-08-24,18.52,31.27,28.17,36.69,19.58,36.34
2019-08-25,20.37,21.93,24.22,43.38,20.59,28.31
2019-08-26,22.91,35.29,24.07,32.03,19.4,27.54
2019-08-27,23.6,38.69,36.98,29.05,22.29,33.53
2019-08-28,22.94,51.83,34.34,31.39,23.02,33.95
2019-08-29,22.19,34.57,30.97,29.97,17.91,32.09
2019-08-30,22.84,59.16,39.25,26.45,17.16,27.47
2019-08-31,21.78,39.33,33.71,25.16,13.47,36.29
2019-09-01,21.03,40.6,31.24,26.21,14.1,29.59
2019-09-02,21.01,55.87,39.18,24.49,14.05,35.53
2019-09-03,20.36,49.45,32.5,23.47,12.22,37.42
2019-09-04,19.94,50.73,36.13,24.92,13.7,34.66
2019-09-05,18.43,42.75,28.87,30.05,16.22,27.08
2019-09-06,17.88,41.25,27.22,29.74,14.98,25.25
2019-09-07,16.27,44.92,24.58,25.21,14.41,22.34
2019-09-08,17.38,20.04,32.4,25.75,17.15,36.4
2019-09-09,18.74,36.98,30.84,26.43,14.98,29.69
2019-09-10,22.64,68.76,40.53,35.66,16.46,47.73
2019-09-11,23.25,61.37,48.95,34.3,15.16,39.01
2019-09-12,24.32,55.72,32.08,31.22,14.9,32.4
2019-09-13,25.03,59.95,27.33,22.44,15.49,24.44
2019-09-14,27.33,56.94,28.64,30.95,16.87,29.66
2019-09-15,27.56,58.37,28.58,29.4,20.97,29.3
2019-09-16,25.41,53.64,35.4,24.53,17.92,32
2019-09-17,23.88,54.32,41.22,26.48,17.67,38.11
2019-09-18,26.44,57.81,37.19,32.39,25.02,34.61
2019-09-19,31.73,49.51,27.34,24.93,16.82,24.05
2019-09-20,30.27,57.05,29.76,19.91,16.03,16.88
2019-09-21,31.65,53.35,28.51,20.55,16.68,19.62
2019-09-22,31.13,59.37,21.15,23.77,19.56,15.38
2019-09-23,34.28,58.54,30.49,23.93,16.62,22.41
2019-09-24,43.22,45.56,28.92,22.55,18.13,18.54
2019-09-25,34.55,28.38,28.53,25.16,17.82,21.18
2019-09-26,30.31,48.1,24.16,26.03,16.42,14.4
2019-09-27,33.78,44.14,23.54,22.06,14.37,13.83
2019-09-28,42.02,37.83,22.22,23.48,17.95,13.44
2019-09-29,41.53,39.05,22.84,23.23,15.67,20.21
2019-09-30,34.56,41.73,26.67,19.91,13.19,17.29
2019-10-01,38.57,64.23,26.15,19.96,17.28,19
2019-10-02,40.57,67.72,34.94,23.17,19.45,35.98
2019-10-03,50.22,57.6,44.29,22.97,18.98,33.35
2019-10-04,49.07,57.91,32.54,21.49,20.09,39.72
2019-10-05,31.39,58.15,32.66,31.16,20.03,42.46
2019-10-06,37.5,55.94,40.18,31.45,20.61,49.04
2019-10-07,34.78,63.42,36.23,29.82,24.25,50.44
2019-10-08,46.65,63.92,38.81,35.11,23.99,55.95
2019-10-09,40.67,52.84,51.37,31.29,23.27,36.55
2019-10-10,34.15,46.63,53.51,30.3,19.34,50.07
2019-10-11,34.94,47.37,47.07,28.13,25.15,54.08
2019-10-12,29.02,48.3,44.45,32.11,24.66,57.26
2019-10-13,22.31,52.17,44.55,43.56,24.03,47.24
2019-10-14,20.5,48.79,43.59,35.88,21.06,45.54
2019-10-15,23.94,42.02,53.79,35.32,23.86,47.62
2019-10-16,25.81,31.95,55.69,33.1,25.33,50.6
2019-10-17,20.66,29.34,49.68,36.99,17.79,52.32
2019-10-18,24.17,30.63,42.7,27.79,18.67,48.88
2019-10-19,20.61,29.19,43.23,26.61,21.13,55.13
2019-10-20,26.13,32.64,33.47,23.94,18.41,40.47
2019-10-21,22.97,27.49,36.8,29.96,20.2,42.63
2019-10-22,22.81,28.67,39.48,28.34,14.93,38.25
2019-10-23,17.5,36.29,44.15,26.49,14.48,37.95
2019-10-24,21.49,33.34,57.94,26.03,12.59,47.8
2019-10-25,19.33,32.03,52.25,32.01,13.74,57.02
2019-10-26,19,30.06,50.59,26,15.61,44.97
2019-10-27,20.17,32.75,47.27,26.24,17.96,50.71
2019-10-28,18.21,27.69,42.79,28.37,20.95,46.49
2019-10-29,20.89,33.76,33.2,26.64,19.55,27.04
2019-10-30,27.66,28.51,34.86,24.85,19.73,32.35
2019-10-31,35.18,30.92,38.29,24.81,20.34,35.38
2019-11-01,41.88,29.3,49.77,37.76,19.96,41.66
2019-11-02,30.92,30.83,35,49.12,20.79,20.41
2019-11-03,34.6,36.51,33.91,55.48,23.74,13.47
2019-11-04,38.89,44.21,36.82,47.57,27.88,21.81
2019-11-05,34.78,46.2,39.23,41.37,28.26,27.86
2019-11-06,55.74,45.94,29.77,24.88,27.88,32.48
2019-11-07,54.15,47.64,23.72,29.59,31.05,19.44
2019-11-08,42.01,55.69,32.33,32.97,28.77,26.65
2019-11-09,41.92,53.69,30.42,31.36,32.63,23.92
2019-11-10,41.1,53.81,38.5,26.51,38.45,30.41
2019-11-11,57.13,43.01,42.35,39.84,27.21,32.4
2019-11-12,46.59,31.9,48.8,47.48,32.11,35.2
2019-11-13,43.84,41.66,39.52,42.41,34.16,32.69
2019-11-14,38.82,43.38,26.54,54.08,34.65,24.67
2019-11-15,18.93,38.96,37.71,47.44,30.76,50.9
2019-11-16,21.06,38.12,31.94,44.06,30.5,38.4
2019-11-17,36.16,51.76,27.01,41.61,34.73,35.4
2019-11-18,30.81,29.15,30.33,42.89,41.27,42.12
2019-11-19,25.97,28.85,31.56,39.72,44.86,33.71
2019-11-20,23.22,22.78,38.99,51.19,35.3,44.37
2019-11-21,29.31,27.28,48.43,48.28,30.22,47.46
2019-11-22,32.59,27.26,41.54,42.84,29.72,44.57
2019-11-23,36.87,23.1,25.58,38.32,26.43,34.2
2019-11-24,47.58,33.32,29.6,43.71,30.62,47.76
2019-11-25,37.89,31.05,31.86,47,32.54,35.98
2019-11-26,43.3,33.72,39.21,49.53,32.79,30.19
2019-11-27,34.88,39.18,30.2,50.64,28.08,31.37
2019-11-28,30.99,32.91,28.72,49.72,27.41,35.71
2019-11-29,24.82,27.3,24.66,35.63,28.58,27.64
2019-11-30,19.8,31.58,23.38,30.34,24.91,26.31
2019-12-01,18.54,33.27,32.28,45.73,23.4,34.45
2019-12-02,22.64,23.57,32.54,49.6,22.17,34.14
2019-12-03,28.88,26.08,32.57,56.45,20.1,38.16
2019-12-04,44.53,34.43,33.48,46.86,30.71,38.59
2019-12-05,42.62,33.57,42.41,41.39,27.09,44.68
2019-12-06,40.61,33.97,32.34,28.97,30.81,36.28
2019-12-07,30.49,20.01,33.69,26.27,33.25,34.34
2019-12-08,28.46,20.11,32.51,22.69,27.28,34.74
2019-12-09,29.65,19.98,29.47,24.75,24.99,33.01
2019-12-10,33.44,20.15,38.14,15.74,24.18,35.58
2019-12-11,31.81,24.04,41.46,18.73,26.62,39.18
2019-12-12,37.02,24,44.13,16.58,23.84,40.94
2019-12-13,35.09,22.78,29.14,19.93,26.76,22.46
2019-12-14,28.77,22.61,22.94,20.46,26.37,21.17
2019-12-15,34.2,26.83,22.96,17.99,27.3,25.94
2019-12-16,30.69,26.19,22.1,18.38,25.47,25.34
2019-12-17,30.3,35.26,24.27,18.36,24.37,27.62
2019-12-18,32.35,29.67,32.08,17.47,24.3,31.24
2019-12-19,26.97,33.87,28.22,13.58,25.57,28.39
2019-12-20,28.4,36.82,29.05,12.75,25.49,31.68
2019-12-21,37.53,33.86,23.62,17.22,31.18,23.62
2019-12-22,45.17,38.89,21.48,13.55,28.57,23.49
2019-12-23,43.35,32.21,23.8,12.52,30.37,26.71
2019-12-24,37.89,28.38,28.17,11.28,32.49,29.28
2019-12-25,32.38,33.18,21.13,11.47,34.33,21.96
2019-12-26,43.66,27.5,25.73,16.71,29.67,23.43
2019-12-27,39.42,24.11,27.55,34.48,26.83,29.85
2019-12-28,37.81,28.28,27.92,25.59,31.39,26.6
2019-12-29,43.5,33.22,35.11,29.92,32.58,31.52
2019-12-30,44.92,35.08,26.44,29.28,36.01,24.64
2019-12-31,45.78,36.95,28.07,26.22,30.96,28.33
2020-01-01,37.39,24.79,39.58,26.13,28.71,39.32
2020-01-02,33.11,21.31,36.5,23.98,22.23,30
2020-01-03,32.98,25.52,27.82,19.37,22.63,17.93
2020-01-04,37.35,28.4,29.94,20.27,27.61,20.99
2020-01-05,45.1,30.88,30.21,19.38,29.06,26.11
2020-01-06,25.22,25,21.99,19.15,26.58,14.87
2020-01-07,28.66,28.97,22.82,18.09,27.64,19.03
2020-01-08,47.48,29.73,17.63,22.01,26.31,9.61
2020-01-09,45.49,27.67,22,28.78,20.13,20.76
2020-01-10,39.61,28.3,27.25,29.36,30.67,28.33
2020-01-11,40.4,27.22,30.98,30.66,29.76,32.18
2020-01-12,37.47,32.45,32.47,30.04,29.52,28.24
2020-01-13,46.68,33.52,27.98,24.18,32.27,24.61
2020-01-14,47.83,35.37,21.62,34.9,41.27,18.3
2020-01-15,55.92,33.57,26.19,17.6,36.53,20.05
2020-01-16,59.83,33.34,18.63,30.7,33.42,10.41
2020-01-17,43.88,26.76,18.97,30.24,25.51,15.35
2020-01-18,24.91,29.02,19.93,16.38,25.43,20.46
2020-01-19,29.97,26.29,25.86,14.33,25.09,39.73
2020-01-20,35.59,26.38,24.64,20.22,25.95,31.63
2020-01-21,36.29,31.09,27.6,23.55,28.47,30.6
2020-01-22,32.1,34.26,24.63,21.36,27.79,26.71
2020-01-23,31.17,34.64,27.73,28.89,23.8,44.71
2020-01-24,29.94,32.88,30.53,29.38,21.9,57.14
2020-01-25,30.14,34.13,26.8,28.27,24.01,41.64
2020-01-26,36.55,33.78,32.7,23.44,26.27,28.19
2020-01-27,42.71,31.54,26.6,23.99,29.09,18.13
2020-01-28,47.28,33.41,23.29,34.09,36.31,17.76
2020-01-29,50.62,26.05,23.96,36.45,27.33,23.66
2020-01-30,37.97,21.78,24.23,29.62,32.23,23.65
2020-01-31,47.97,32.79,24.36,28.41,33.28,27.43
2020-02-01,43.71,28.75,29.22,24.82,23.6,25.48
2020-02-02,39.98,23.73,29.69,26.28,22.37,28.89
2020-02-03,32.47,20.76,33.94,23.89,19.82,28.47
2020-02-04,32,26.69,41,24.37,22.31,26.02
2020-02-05,34.73,30.7,32.03,26.77,20.87,39.12
2020-02-06,41.55,33.97,33.75,25.75,22.55,44.36
2020-02-07,41.16,27.6,34.75,35.96,28.54,43.74
2020-02-08,38.36,29.24,35.72,26.75,22.27,52.62
2020-02-09,34.35,31.94,36.29,26.62,17.12,50.82
2020-02-10,32.75,34.11,31.92,28.12,24.04,45.46
2020-02-11,34.75,28.62,37.22,27.96,30.41,41.76
2020-02-12,34.6,30.14,37.86,29.97,27.5,52.01
2020-02-13,34.92,23.31,36.8,24.55,28.73,59.5
2020-02-14,45.01,37.77,43.62,26.94,25.32,60.62
2020-02-15,46.99,31.92,42.21,23.03,27.56,41.7
2020-02-16,49.12,21.95,40.01,24.11,34.95,36.29
2020-02-17,42.21,18.31,38.6,25.15,29.88,25.93
2020-02-18,47.44,24.7,42.7,39.35,29.11,23.02
2020-02-19,49.57,24.71,44.29,40.48,32.27,28.43
2020-02-20,38.42,27.14,55.32,55.78,31.14,62.28
2020-02-21,40.89,16.21,39.58,55.98,32.66,37.34
2020-02-22,37.76,20.66,32.03,37.41,28.48,26.27
2020-02-23,49.19,26.85,35.15,21.28,29.68,30.42
2020-02-24,43.59,23.61,33.36,26.32,32.78,37.23
2020-02-25,50.22,28.52,35.32,39.24,31.4,32.57
2020-02-26,36.49,39.14,38.64,37.33,34.42,33.78
2020-02-27,41.29,31.47,36.36,35.12,36.84,33.45
2020-02-28,46.4,36.16,41.53,42.81,35.27,57.46
2020-02-29,47.04,38.15,37.35,47.24,33.3,54.76
2020-03-01,49.93,50.11,39.84,42.76,33.69,58.03
2020-03-02,48.39,26.4,36.64,37.2,29.23,45.68
2020-03-03,61.01,43.88,32.39,38.34,29.24,39.54
2020-03-04,52.01,34.39,41.77,42.33,26.06,44.57
2020-03-05,53.06,20.27,36.98,38.37,29.33,51.61
2020-03-06,50.82,21.65,33.52,38.6,21.86,47.23
2020-03-07,37.49,24.05,35.47,39.7,23.93,38.14
2020-03-08,40.31,21.36,34.59,37.03,23.97,35.2
2020-03-09,45.57,20.12,34.54,36.14,18.94,42.54
2020-03-10,50.57,27.37,47.66,31.35,21.56,53.14
2020-03-11,50.73,34.46,42.36,35.62,21.78,58.4
2020-03-12,49.83,29.98,34.27,45.8,21.14,40.31
2020-03-13,42.26,21.73,37.42,34.83,20.64,40.26
2020-03-14,38.8,21.6,29.17,29.84,20.47,38.98
2020-03-15,49.32,30.14,37.25,34.5,22.61,50.33
2020-03-16,36.51,21.02,38.38,31.11,19.88,47.56
2020-03-17,31.85,30.61,40.59,31.53,20.94,52.03
2020-03-18,39.28,49.4,41.73,34.27,20.74,46.04
2020-03-19,55.4,40.15,43.16,39.61,24.86,50.39
2020-03-20,53.12,31.17,48.23,44.36,29.44,60.03
2020-03-21,59.91,45.38,43.19,38.06,28.78,57.23
2020-03-22,48.99,46.53,47.67,35.96,26.93,55.11
2020-03-23,42.02,31.28,46.48,37.21,28.82,50.47
2020-03-24,39.76,35.18,38.23,34.65,28.26,43.6
2020-03-25,38.24,37.16,32.11,31.82,28.67,38.79
2020-03-26,35.05,36.81,30.59,37.84,29.13,36.85
2020-03-27,35.6,33.97,27.38,25.53,33.42,38.52
2020-03-28,36.29,16.33,25.06,32.18,36.97,42.37
2020-03-29,37.19,34.65,35.75,38.54,36.94,54.46
2020-03-30,41.31,33.94,40.26,42.16,36.78,58.39
2020-03-31,42.69,35.24,40.96,37.28,37.4,63.43
2020-04-01,41.52,36.35,35.06,27.68,35.46,54.79
2020-04-02,46.12,37.84,39.47,33.27,33.65,61.46
2020-04-03,49.16,38.03,46.82,35.36,31.37,66.52
2020-04-04,43.88,38.31,41.26,33.08,26.57,58.64
2020-04-05,39.66,37.64,44.55,29.91,27.81,53.97
2020-04-06,42.79,32.83,44.16,31.38,25.48,54.3
2020-04-07,42.61,30.45,42.65,27.77,34.09,61.31
2020-04-08,52.65,34.11,45.8,27.87,36.03,62.85
2020-04-09,48.84,32.83,48.34,30,29.65,67.87
2020-04-10,47.67,37.08,40.36,37.27,28.05,50.44
2020-04-11,45.02,30.16,49.51,29.1,23.3,60.63
2020-04-12,47,33.51,50.15,24.84,24.1,67.11
2020-04-13,46.22,36.84,41.07,18.6,29.34,53.63
2020-04-14,46.63,41.74,40.74,22.11,33.8,47.71
2020-04-15,46.04,36.82,38.22,20.48,34.56,45.18
2020-04-16,43.3,35.94,41.87,22.13,33.93,55.51
2020-04-17,41.22,33.55,53.53,19.8,29.02,73.94
2020-04-18,39.05,33.46,49.14,21.16,24.66,71.23
2020-04-19,36.3,37.03,40.53,21.52,24.31,62.46
2020-04-20,32.7,35.57,32.67,19.7,21.8,37.77
2020-04-21,31.78,38.09,48.56,22.41,20.2,66.92
2020-04-22,34.71,36.05,46.94,23.51,23.58,62.97
2020-04-23,38.1,34.28,43.99,24.39,23.42,55.3
2020-04-24,34.36,37.53,47.98,33.12,23.95,63.8
2020-04-25,30.95,41.7,54.53,24.99,24.59,73.49
2020-04-26,37.25,34.53,47.16,23.97,25.52,62.13
2020-04-27,33.06,37.34,53.43,23.11,26.87,67.03
2020-04-28,33.9,38.1,58.96,23.16,23.68,74.53
2020-04-29,30.77,45,58.57,23.39,29.77,66.09
2020-04-30,32.26,42.2,59.55,31.42,32.53,70.1
2020-05-01,40.97,50.88,56.81,28.24,27.21,79.99
2020-05-02,38.88,46.97,60.45,26.78,30.87,91.17
2020-05-03,39.28,45.9,49.04,28.22,30.42,72.95
2020-05-04,42.46,41.28,50.56,19.64,32.53,64.94
2020-05-05,43.07,42.79,52.12,21.55,32.74,67.79
2020-05-06,38.88,47.7,53.95,26.63,31.28,74.54
2020-05-07,34.69,43.98,73.11,33.77,26.6,83.29
2020-05-08,31.87,48.61,74.28,40.69,29.18,92.2
2020-05-09,30.1,42.92,76.32,44.38,31.69,100.91
2020-05-10,34.13,46.44,63.71,38.5,26.82,83.27
2020-05-11,35.18,40.83,64.6,33.78,27.77,70.79
2020-05-12,26.07,45.26,64.1,34.29,24.41,78.92
2020-05-13,27.46,43.23,52.2,31.25,25.87,73.47
2020-05-14,33.15,48.56,50.22,22.81,25.8,67.65
2020-05-15,25.11,43.18,53.08,22.08,27.84,77.07
2020-05-16,32.49,38.92,63.12,21.61,30.88,89.44
2020-05-17,36.41,39.6,59.79,22.52,31.95,63.65
2020-05-18,35.55,43.39,53.55,26.95,35.11,61.06
2020-05-19,27.88,48.74,57.05,28.31,33.8,61.72
2020-05-20,26.03,46.54,62.34,28.45,29.47,71.92
2020-05-21,26.55,57,62.56,35.42,32.1,71
2020-05-22,34.42,60.89,55.45,39.65,28.72,53.74
2020-05-23,39.84,46.91,41.87,36.74,35.2,51.48
2020-05-24,27.7,49.94,53.31,33.04,43.37,55.27
2020-05-25,33.26,49.76,54.74,31.37,38.23,55.55
2020-05-26,34.72,41.21,38.73,38.78,37.5,34.74
2020-05-27,26.83,39.81,66.77,37.29,40.38,69.11
2020-05-28,27.7,38.64,55.92,36.68,32.09,73.51
2020-05-29,25.16,57.6,47.48,36.09,30.78,70.04
2020-05-30,24.01,62,50.29,29.22,32.56,62.58
2020-05-31,25.66,47.36,42.29,26.35,25.41,64.29
2020-06-01,20.96,49.45,50.57,38.02,30.2,72.06
2020-06-02,17.46,53.61,50.06,40.95,29.86,64.49
2020-06-03,19.62,59.22,52.16,37.94,18.84,64.22
2020-06-04,17.73,60.66,39.14,39.31,21.39,52.81
2020-06-05,18.92,55.1,44.83,37.11,20.05,57.47
2020-06-06,18.22,52.89,51.46,30.8,17.59,64.64
2020-06-07,14.91,56.57,45.4,36.71,17.98,64.41
2020-06-08,16.9,46.75,51.77,34.27,16.57,64.5
2020-06-09,16.73,55.54,49.14,42.58,20.04,74.49
2020-06-10,15.65,41.46,40.8,51.12,17.59,65.41
2020-06-11,12.9,46.53,40.63,44.3,13.48,67.71
2020-06-12,15.56,52.79,43.37,42.83,15.47,93.6
2020-06-13,15.52,51.41,34.95,47.41,16.2,91.81
2020-06-14,13.54,52.51,38.86,45.48,17.74,93.14
2020-06-15,16.22,51.3,48.39,48.03,15.24,94.84
2020-06-16,16.51,56.23,51.4,51.25,13.05,81.32
2020-06-17,13.01,53.18,48.72,46.7,14.37,79.58
2020-06-18,12.63,73.43,47.98,51.53,13.99,69.32
2020-06-19,12.34,52.41,40.95,48.21,12.04,62.43
2020-06-20,14.16,61.97,36.24,54.11,13.86,55.44
2020-06-21,13.37,59.9,33.92,49.52,14.47,66.63
2020-06-22,13.04,71.42,42.76,49.16,15.94,79.1
2020-06-23,17.72,69.77,28.64,47.86,16.49,54.24
2020-06-24,18.26,70.18,24.77,47.33,20.81,49.35
2020-06-25,19.58,69.8,25.92,42.23,23.48,45.86
2020-06-26,19.53,66.85,24.82,46.84,24.41,32.75
2020-06-27,15.69,68.51,18.88,56.36,24.22,19.54
2020-06-28,17.59,77.45,18.05,56.4,22.25,17.28
2020-06-29,16.99,62.57,26.61,43.61,19.98,36.5
2020-06-30,16.08,68.75,37.29,41.17,17.4,58.07
2020-07-01,15.4,48.37,29.73,36.07,13.2,44.14
