Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-01-06,7.64,7.67,65.27,30.98,9.24,48.42
2018-01-07,8.23,8.91,26.49,35.25,8.91,69.54
2018-01-08,5.06,7.85,37.51,25.08,7.08,60.44
2018-01-09,6.83,8.66,62.59,25.68,6.41,22.22
2018-01-10,6.82,8.24,34.44,18.32,7.01,51.44
2018-01-11,11.14,8.95,30.06,19.85,7.06,52.26
2018-01-12,8.15,9.91,40.02,15.11,10.88,66.51
2018-01-13,9.71,17.04,68.69,33.23,12.85,34.44
2018-01-14,10.94,11.78,36.32,38.7,14.16,13
2018-01-15,5.56,9.11,32.47,46.87,3.98,48.43
2018-01-16,7.45,8.78,31.78,12.28,5.75,88.3
2018-01-17,6.61,11.58,44.3,26.3,6.13,22.41
2018-01-18,6.75,14.74,48.32,46.68,11.21,25.15
2018-01-19,5.92,12.12,41.26,93.85,10.99,59.13
2018-01-20,5.78,11.7,21.5,21.64,12.5,36.34
2018-01-21,4.8,11.64,33.93,26.7,9.93,25.85
2018-01-22,3.95,12.08,54.86,43.71,5.81,28.45
2018-01-23,4.23,13.66,25.98,71.72,4.36,54.58
2018-01-24,8.52,13.56,25.05,11.42,4.69,24.51
2018-01-25,5.5,14.15,24.28,12.06,12.11,7.18
2018-01-26,4.06,11.69,28.91,13.42,9.3,6.89
2018-01-27,5.03,11.77,34.29,12.78,7.53,40.04
2018-01-28,3.93,11.99,41.85,17.7,6.26,23.92
2018-01-29,4.67,12.29,45.81,17.19,5.49,17.11
2018-01-30,4.15,13.32,23.71,12.86,7.61,60.26
2018-01-31,4.4,15.19,22.07,11.85,14.36,31.92
2018-02-01,9.03,16.37,38.37,15.66,33.83,11.01
2018-02-02,5.9,14.88,34.69,48.6,21.51,12.22
2018-02-03,4.62,19.31,27.97,98.89,6.47,43.94
2018-02-04,4.32,14.04,22.5,12.92,4.91,35.43
2018-02-05,5.35,12.39,42.64,9.48,6.03,11.01
2018-02-06,3.97,11.72,28.45,8.8,13.91,5.38
2018-02-07,5.67,10.32,26.04,11.41,22.03,4.55
2018-02-08,13.58,10.76,66.23,10.91,14.55,4.07
2018-02-09,7.72,15.63,56.38,10.14,14.25,3.91
2018-02-10,8.37,12.89,71.59,18.07,7.15,4.06
2018-02-11,5.06,11.77,57.19,37.72,3.74,9.53
2018-02-12,5.34,9.24,16.51,12.11,3.15,10.85
2018-02-13,3.37,12.37,37.45,11.67,2.89,11.12
2018-02-14,3.69,11.08,16.31,12.45,4.19,6.58
2018-02-15,3.96,11.03,16.78,7.98,6.74,5.47
2018-02-16,6.66,9.31,24.78,7.58,8.45,6.76
2018-02-17,8.19,7.37,24.55,9.38,10.09,17.22
2018-02-18,3.13,10.66,35.15,13.24,10.42,26.08
2018-02-19,3.48,8.69,68.88,10.31,4.17,14.87
2018-02-20,2.78,7.8,56.44,23.01,4.48,23.56
2018-02-21,5.45,6.76,72.82,95.81,5.07,20.78
2018-02-22,7.04,9.14,59.65,45.77,4.83,17.23
2018-02-23,3.84,9.06,59.63,75.28,5.72,8.04
2018-02-24,3.63,6.97,47.09,38.5,4.92,10.55
2018-02-25,3.17,8.77,25,9.7,8.22,8.85
2018-02-26,7.96,11.45,14.44,6.93,22.13,8.01
2018-02-27,7.4,9.38,24.54,7.25,20.92,7.3
2018-02-28,7.13,11.08,42.48,8.49,20.73,8.88
2018-03-01,4.8,11.48,45.93,10.86,14.31,11.4
2018-03-02,4.88,9.87,46.05,8.91,10.11,4.53
2018-03-03,6.26,7.44,26.84,10.91,4.25,3.13
2018-03-04,3.02,8.74,25.27,13.14,7.81,6.14
2018-03-05,7.78,8.23,24.87,8.88,4.59,5.4
2018-03-06,5.78,14,15.1,8.84,3.86,4.62
2018-03-07,3.4,10.69,25.71,11.19,5.37,5.6
2018-03-08,4.18,24.42,60.76,19.28,6.73,8.13
2018-03-09,12.31,10.82,45.51,13.76,4.89,6.82
2018-03-10,4.32,12.02,16.27,9.53,4.83,4.65
2018-03-11,2.76,8.1,23.14,10.28,2.68,6.01
2018-03-12,3.16,7.95,28.38,11.36,3.74,22.56
2018-03-13,4.21,8.06,41.54,15.6,4.44,43.87
2018-03-14,3.6,8.51,60.02,52.89,5.1,42.8
2018-03-15,8.41,10.02,36.34,27.38,3.96,16.25
2018-03-16,7.07,8.36,27.56,10.59,3.98,17.46
2018-03-17,5.6,10.02,21.81,10.09,3.01,8.46
2018-03-18,3.76,14.05,18.88,9.06,4.13,6.1
2018-03-19,4.22,12.84,28.38,10.2,4.21,23.28
2018-03-20,4.42,15.15,44.27,11.53,5.57,12.95
2018-03-21,3.75,10.89,30.35,28.28,3.95,12.25
2018-03-22,19.92,9.84,13.53,15.33,8.9,11.47
2018-03-23,27.3,7.37,14.86,9.55,13.11,11.21
2018-03-24,4.06,6.43,15.2,9.83,12.22,5.78
2018-03-25,4.49,8.23,11.77,9.69,5.3,5.99
2018-03-26,6.77,8.72,19.04,10.28,3.49,8.02
2018-03-27,7.68,9.44,42.38,9.32,3.6,11.29
2018-03-28,6.995,8.95,55.87,38.15,3.09,14.26
2018-03-29,6.31,6.89,17.1,28.96,4.41,12.09
2018-03-30,3.64,6.77,21.45,21.95,2.56,5.35
2018-03-31,3.67,9.23,25.6,12.88,3.36,14.68
2018-04-01,3.56,11.31,15.98,36.46,3.18,8.81
2018-04-02,5.94,9.46,26.07,36.52,6.94,8.95
2018-04-03,9.49,10.86,27.42,37.18,4.2,9.52
2018-04-04,5.83,11.83,32.79,23.57,4.18,6.18
2018-04-05,5.13,10.79,43.18,16.5,4.05,7.07
2018-04-06,7.27,12.02,25.66,13.93,4.94,6.9
2018-04-07,4.89,15.42,18.92,16.1,7.78,6.53
2018-04-08,4.36,19.95,13.22,19.15,4.55,6.25
2018-04-09,5.04,29.11,24.07,19.02,9.17,8.49
2018-04-10,6.41,16.07,35.24,23.43,6.05,7.13
2018-04-11,4.66,16.23,16.25,15.84,5,8.48
2018-04-12,5.74,13.48,20.89,13.82,5.41,10.35
2018-04-13,5.8,16.32,34.37,12.69,4.14,13.36
2018-04-14,4.67,14.1,42.69,12.39,3.65,26.31
2018-04-15,3.99,11.42,49,20.18,4.63,11.68
2018-04-16,5.41,12.67,51.52,45.67,8.95,8.23
2018-04-17,7.83,15.33,35.67,21.96,4.8,10.19
2018-04-18,6.2,14.92,16.91,10.7,5.22,9.15
2018-04-19,4.34,13.64,27.08,15.85,11.25,7.9
2018-04-20,8.43,12.44,20.62,42.73,14.73,6.68
2018-04-21,7.43,13.86,9.64,12.07,14.17,10.26
2018-04-22,3.64,10.76,9.34,10.26,4.45,10.35
2018-04-23,4.23,11.23,17.48,11.31,2.99,7.04
2018-04-24,6.45,15.66,27.8,25.03,3.63,14.44
2018-04-25,9.48,58.08,46.07,60.82,2.81,18.06
2018-04-26,3.29,38.85,44.46,16.72,3.23,14.48
2018-04-27,2.79,11.77,22.69,19.83,3.35,14.85
2018-04-28,3.52,12.69,11.33,21.65,2.74,13.23
2018-04-29,3.55,12.09,13.32,20.28,3.02,10.41
2018-04-30,3.4,12.94,21.81,19.61,7.3,11.64
2018-05-01,3,22.85,11.11,19.27,2.21,11.77
2018-05-02,3.54,19,14.43,19.68,5.67,10.65
2018-05-03,5.02,14.72,15.63,21.77,3.83,12.03
2018-05-04,3.72,38.8,11.61,24.68,4.72,23.26
2018-05-05,3.63,32.13,23.26,22.57,2.77,13.65
2018-05-06,3.35,19.12,42.39,21.92,2.73,11.57
2018-05-07,28.39,17.33,42.33,27.74,2.68,17.25
2018-05-08,4.95,20.71,10.01,48.83,4.18,21.05
2018-05-09,3.82,26.57,19.68,18.98,3.44,27.1
2018-05-10,6.84,15.24,28.94,23.44,3.68,21.51
2018-05-11,7.84,12.7,35.51,22.58,2.6,8
2018-05-12,3.38,13.16,45.32,7.61,2.75,5.52
2018-05-13,3.42,12.47,17.22,5.83,2.78,4.55
2018-05-14,5.95,12.41,13.4,8.23,2.42,4.46
2018-05-15,7.74,12.47,13.34,11.67,2.67,17.56
2018-05-16,5.28,12.09,16.47,10.22,1.84,13.34
2018-05-17,3.42,12.01,17.3,5.37,5.47,10.77
2018-05-18,13.78,11.75,27.74,9.8,4.13,6.5
2018-05-19,17.64,11.53,49.67,9.16,4.4,5.23
2018-05-20,3.31,11.39,20.35,7.45,2.41,4.47
2018-05-21,8.66,14.31,14.16,7.38,1.95,5.3
2018-05-22,5.24,19.02,28.41,12.47,1.61,4.51
2018-05-23,7.04,14.7,53.83,11.44,2.07,4.39
2018-05-24,6.35,13.85,37.09,10.13,4.43,4.06
2018-05-25,7.52,13.53,42.75,11.88,2.82,14.76
2018-05-26,13.58,12.09,41.7,34.37,4.09,11.45
2018-05-27,11.87,12.51,31.92,9,3.38,8.82
2018-05-28,6.2,11.02,29.36,7.21,2.96,10.96
2018-05-29,6.37,10.46,41.22,6.01,3.27,14.97
2018-05-30,6.7,10.59,13.19,7.4,2.56,14.82
2018-05-31,7.15,10.48,14.54,23.26,2.85,13.04
2018-06-01,8.89,12.76,8.65,14.15,2.92,12.89
2018-06-02,10.58,12.53,12.65,4.47,3.79,16.3
2018-06-03,7.51,11.43,16.93,4.28,3.42,12.6
2018-06-04,8.65,10.96,14.32,4.28,5.15,17.27
2018-06-05,8.03,10.19,9.58,4.19,3.15,19.86
2018-06-06,7.8,12.65,8.99,2.42,2.43,18.77
2018-06-07,9.77,10.59,10.21,2.18,2.91,18.31
2018-06-08,9.94,9.76,9.8,2.03,2.41,15.72
2018-06-09,9.68,9.17,10.94,2.66,2.78,10.66
2018-06-10,13.55,9.29,16.94,2.15,3.39,7.73
2018-06-11,10.26,11.21,11.9,3.91,4.49,9.16
2018-06-12,9.05,9.65,11.06,9.31,6.62,6.68
2018-06-13,10.17,14.28,11.58,7.3,2.88,6.53
2018-06-14,10.85,10.84,11.75,14.51,3.06,3.33
2018-06-15,9.95,8.69,12.05,8.67,2.8,29.96
2018-06-16,9.44,10.37,10.15,8.39,2.23,3.39
